row  column  (images_23_350.edf Zn-K*images_23_350.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  7.30745e+06
0  3  0
0  4  991630
0  5  0
0  6  1.03919e+07
0  7  0
0  8  0
0  9  0
0  10  3.77918e+06
0  11  3.9187e+06
0  12  1.87526e+07
0  13  2.55656e+07
0  14  2.19202e+07
0  15  4.313e+07
0  16  4.00612e+07
0  17  4.481e+07
0  18  5.1128e+07
0  19  5.36853e+07
0  20  5.23356e+07
0  21  5.3e+07
0  22  3.90798e+07
0  23  3.64684e+07
0  24  4.06378e+07
0  25  2.927e+07
0  26  2.74051e+07
0  27  5.32012e+07
0  28  4.0062e+07
0  29  5.09563e+07
0  30  4.91376e+07
0  31  4.09975e+07
0  32  4.29024e+07
0  33  4.96037e+07
0  34  5.15854e+07
0  35  3.36516e+07
0  36  3.11507e+07
0  37  2.25454e+07
0  38  4.04754e+06
0  39  9.28382e+06
0  40  0
0  41  0
0  42  2.12168e+06
0  43  6.55902e+06
0  44  0
0  45  858108
0  46  0
0  47  0
0  48  0
0  49  2.32019e+06
0  50  8.69513e+06
0  51  1.45892e+06
0  52  1.21325e+07
0  53  234704
0  54  0
0  55  0
0  56  2.04779e+06
0  57  4.30628e+06
0  58  1.22198e+06
0  59  0
0  60  0
0  61  0
0  62  0
0  63  0
0  64  2.67048e+06
0  65  0
0  66  2.78504e+06
0  67  5.9287e+06
0  68  6.60762e+06
0  69  0
0  70  2.43607e+07
0  71  0
0  72  0
0  73  0
0  74  1.06627e+07
0  75  3.64499e+06
0  76  0
0  77  0
0  78  0
0  79  0
0  80  3.37037e+06
1  0  909383
1  1  0
1  2  0
1  3  244760
1  4  0
1  5  0
1  6  0
1  7  559553
1  8  2.34821e+06
1  9  0
1  10  8.14423e+06
1  11  1.39328e+07
1  12  2.07669e+07
1  13  3.49821e+07
1  14  4.05101e+07
1  15  3.55437e+07
1  16  3.53605e+07
1  17  4.07493e+07
1  18  4.87084e+07
1  19  4.06642e+07
1  20  5.35829e+07
1  21  3.45755e+07
1  22  3.35943e+07
1  23  4.76684e+07
1  24  5.04482e+07
1  25  3.39604e+07
1  26  4.6866e+07
1  27  5.02446e+07
1  28  4.80691e+07
1  29  4.82264e+07
1  30  4.21337e+07
1  31  5.16844e+07
1  32  4.79776e+07
1  33  3.26813e+07
1  34  4.13672e+07
1  35  2.37506e+07
1  36  1.70445e+07
1  37  8.65713e+06
1  38  5.34592e+06
1  39  0
1  40  0
1  41  3.60554e+06
1  42  0
1  43  0
1  44  0
1  45  0
1  46  0
1  47  2.85601e+06
1  48  0
1  49  7.04572e+06
1  50  0
1  51  0
1  52  0
1  53  3.39016e+06
1  54  0
1  55  0
1  56  4.7661e+06
1  57  8.87215e+06
1  58  0
1  59  7.0058e+06
1  60  0
1  61  0
1  62  2.08236e+06
1  63  1.08789e+07
1  64  0
1  65  0
1  66  0
1  67  4.0024e+06
1  68  6.8651e+06
1  69  8.97819e+06
1  70  0
1  71  0
1  72  0
1  73  1.27936e+07
1  74  1.20114e+07
1  75  914496
1  76  0
1  77  0
1  78  0
1  79  0
1  80  0
2  0  0
2  1  0
2  2  0
2  3  6.01102e+06
2  4  0
2  5  1.20472e+06
2  6  0
2  7  0
2  8  2.40884e+06
2  9  94747.9
2  10  1.85712e+07
2  11  2.3883e+07
2  12  3.32381e+07
2  13  3.50749e+07
2  14  4.76691e+07
2  15  3.69833e+07
2  16  4.39955e+07
2  17  5.46786e+07
2  18  6.95992e+07
2  19  3.40801e+07
2  20  5.37146e+07
2  21  4.88141e+07
2  22  2.79719e+07
2  23  3.85667e+07
2  24  4.26103e+07
2  25  4.71751e+07
2  26  4.06691e+07
2  27  5.4786e+07
2  28  6.69912e+07
2  29  4.25268e+07
2  30  4.29239e+07
2  31  3.56876e+07
2  32  2.82205e+07
2  33  1.38147e+07
2  34  2.08803e+07
2  35  1.16415e+07
2  36  7.97851e+06
2  37  4.48468e+06
2  38  142972
2  39  0
2  40  0
2  41  0
2  42  0
2  43  0
2  44  5.90741e+06
2  45  0
2  46  0
2  47  0
2  48  0
2  49  0
2  50  0
2  51  0
2  52  1.08557e+07
2  53  1.35023e+07
2  54  1.4346e+06
2  55  0
2  56  434901
2  57  0
2  58  0
2  59  0
2  60  9.40781e+06
2  61  1.77664e+06
2  62  0
2  63  0
2  64  0
2  65  0
2  66  3.81264e+06
2  67  0
2  68  0
2  69  936962
2  70  3.16724e+06
2  71  5.67938e+06
2  72  0
2  73  0
2  74  1.5622e+07
2  75  5.95408e+06
2  76  0
2  77  7.66285e+06
2  78  132635
2  79  0
2  80  0
3  0  0
3  1  0
3  2  0
3  3  7.56225e+06
3  4  1.21209e+06
3  5  0
3  6  5.10755e+06
3  7  3.13518e+06
3  8  1.69681e+07
3  9  1.8011e+07
3  10  2.82882e+07
3  11  2.81729e+07
3  12  4.76373e+07
3  13  3.99425e+07
3  14  4.74857e+07
3  15  5.00233e+07
3  16  5.31817e+07
3  17  5.4583e+07
3  18  4.91124e+07
3  19  7.0012e+07
3  20  5.69363e+07
3  21  4.49474e+07
3  22  4.17955e+07
3  23  4.98529e+07
3  24  5.01009e+07
3  25  5.4621e+07
3  26  5.11623e+07
3  27  6.09592e+07
3  28  6.64713e+07
3  29  5.22933e+07
3  30  3.7824e+07
3  31  2.47512e+07
3  32  2.89372e+07
3  33  2.83826e+07
3  34  1.33836e+07
3  35  1.60704e+07
3  36  1.10193e+07
3  37  92218
3  38  8.02205e+06
3  39  0
3  40  0
3  41  0
3  42  0
3  43  0
3  44  9.52189e+06
3  45  4.40741e+06
3  46  0
3  47  0
3  48  0
3  49  0
3  50  0
3  51  0
3  52  1.41657e+07
3  53  1.26227e+07
3  54  0
3  55  5.41764e+06
3  56  4.05546e+06
3  57  8.8698e+06
3  58  432383
3  59  369631
3  60  0
3  61  0
3  62  5.76399e+06
3  63  3.65071e+06
3  64  0
3  65  0
3  66  0
3  67  1.43119e+07
3  68  5.32059e+06
3  69  0
3  70  0
3  71  0
3  72  6.32999e+06
3  73  5.55467e+06
3  74  0
3  75  0
3  76  5.93739e+06
3  77  9.51893e+06
3  78  3.96428e+06
3  79  9.17964e+06
3  80  6.52803e+06
4  0  0
4  1  4.57028e+06
4  2  1.57618e+06
4  3  2.14199e+06
4  4  0
4  5  1.17112e+07
4  6  8.02921e+06
4  7  8.47971e+06
4  8  2.77972e+07
4  9  1.82034e+07
4  10  2.9791e+07
4  11  3.84977e+07
4  12  2.16963e+07
4  13  2.15635e+07
4  14  4.20998e+07
4  15  4.19568e+07
4  16  5.02076e+07
4  17  5.00784e+07
4  18  4.81311e+07
4  19  5.33157e+07
4  20  6.38965e+07
4  21  6.18189e+07
4  22  4.57597e+07
4  23  4.53236e+07
4  24  5.38698e+07
4  25  5.92182e+07
4  26  6.34104e+07
4  27  6.88441e+07
4  28  4.12717e+07
4  29  4.11941e+07
4  30  3.8004e+07
4  31  3.39169e+07
4  32  2.06829e+07
4  33  6.18645e+06
4  34  2.07622e+07
4  35  1.14718e+07
4  36  1.78034e+07
4  37  1.04037e+07
4  38  417120
4  39  618265
4  40  0
4  41  554563
4  42  0
4  43  0
4  44  0
4  45  2.0524e+06
4  46  0
4  47  0
4  48  0
4  49  0
4  50  0
4  51  1.07484e+06
4  52  3.05302e+06
4  53  1.4564e+07
4  54  1.6433e+06
4  55  2.23279e+06
4  56  0
4  57  0
4  58  0
4  59  0
