row  column  (images_23_350.edf Cu-K*images_23_350.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  3.13563e+06
0  3  0
0  4  4.61763e+06
0  5  0
0  6  0
0  7  0
0  8  1.11341e+06
0  9  1.0986e+07
0  10  1.07315e+07
0  11  1.1151e+07
0  12  3.12318e+06
0  13  9.6446e+06
0  14  9.48248e+06
0  15  1.12071e+07
0  16  9.57502e+06
0  17  7.04991e+06
0  18  9.68726e+06
0  19  1.59702e+07
0  20  8.74679e+06
0  21  2.55109e+06
0  22  1.18134e+07
0  23  3.9256e+06
0  24  9.88491e+06
0  25  6.44447e+06
0  26  815479
0  27  4.94072e+06
0  28  518181
0  29  1.81847e+07
0  30  1.38616e+07
0  31  5.5936e+06
0  32  6.00541e+06
0  33  8.37113e+06
0  34  1.29286e+07
0  35  2.01e+07
0  36  1.19297e+07
0  37  9.08814e+06
0  38  7.84815e+06
0  39  1.12933e+07
0  40  3.14617e+06
0  41  826205
0  42  2.75657e+06
0  43  0
0  44  4.72965e+06
0  45  1.37349e+06
0  46  537065
0  47  538051
0  48  3.62783e+06
0  49  0
0  50  7.8563e+06
0  51  1.4934e+07
0  52  1.269e+07
0  53  412025
0  54  5.7443e+06
0  55  1.61977e+06
0  56  1.31166e+07
0  57  5.17069e+06
0  58  8.95872e+06
0  59  4.02468e+06
0  60  1.94191e+07
0  61  1.13612e+07
0  62  0
0  63  4.85788e+06
0  64  4.01421e+06
0  65  0
0  66  2.14121e+07
0  67  7.11706e+06
0  68  1.81419e+07
0  69  3.96649e+06
0  70  5.23576e+06
0  71  4.78205e+06
0  72  4.34892e+06
0  73  0
0  74  1.34646e+07
0  75  1.74356e+07
0  76  4.66949e+06
0  77  1.45434e+07
0  78  7.69045e+06
0  79  1.39629e+06
0  80  0
1  0  0
1  1  0
1  2  834518
1  3  0
1  4  1.67776e+07
1  5  3.83522e+06
1  6  6.73286e+06
1  7  6.32106e+06
1  8  1.23853e+06
1  9  174630
1  10  4.25608e+06
1  11  3.73457e+06
1  12  1.57614e+06
1  13  6.65762e+06
1  14  2.13233e+07
1  15  5.80089e+06
1  16  1.01047e+07
1  17  7.6344e+06
1  18  7.74683e+06
1  19  0
1  20  5.67856e+06
1  21  1.47854e+07
1  22  1.32355e+07
1  23  0
1  24  8182.39
1  25  6.53982e+06
1  26  4.77137e+06
1  27  1.53961e+07
1  28  123.04
1  29  1.21559e+07
1  30  4.43777e+06
1  31  9.48765e+06
1  32  1.01959e+07
1  33  7.87134e+06
1  34  8.05702e+06
1  35  7.0718e+06
1  36  5.83854e+06
1  37  5.84716e+06
1  38  6.23597e+06
1  39  6.63003e+06
1  40  6.45299e+06
1  41  5.80023e+06
1  42  0
1  43  0
1  44  2.45379e+06
1  45  3.0937e+06
1  46  1.61055e+07
1  47  6.18297e+06
1  48  1.40696e+07
1  49  2.47362e+07
1  50  7.08709e+06
1  51  1.5199e+07
1  52  1.17383e+07
1  53  8.30921e+06
1  54  8.38906e+06
1  55  1.37422e+07
1  56  1.13614e+07
1  57  1.00581e+07
1  58  4.78896e+06
1  59  0
1  60  1.27132e+07
1  61  7.07105e+06
1  62  1.18528e+07
1  63  1.70276e+07
1  64  0
1  65  0
1  66  2.14745e+06
1  67  1.1362e+07
1  68  0
1  69  7.96689e+06
1  70  7.97996e+06
1  71  5.18352e+06
1  72  4.65148e+06
1  73  1.85759e+07
1  74  1.09045e+07
1  75  0
1  76  0
1  77  3.21997e+06
1  78  3.53974e+06
1  79  1.16416e+07
1  80  1.32839e+07
2  0  0
2  1  0
2  2  0
2  3  0
2  4  2.19431e+06
2  5  5.35459e+06
2  6  4.26211e+06
2  7  6.00433e+06
2  8  0
2  9  1.11414e+07
2  10  0
2  11  1.11721e+07
2  12  7.91589e+06
2  13  9.88507e+06
2  14  7.0135e+06
2  15  9.4979e+06
2  16  3.8256e+06
2  17  4.77372e+06
2  18  2.04869e+07
2  19  1.5372e+06
2  20  4.92866e+06
2  21  1.32989e+07
2  22  2.53405e+06
2  23  1.8532e+06
2  24  5.719e+06
2  25  9.4822e+06
2  26  9.33263e+06
2  27  6.07739e+06
2  28  1.07017e+07
2  29  1.06259e+07
2  30  1.25087e+07
2  31  9.90177e+06
2  32  1.0186e+07
2  33  1.02391e+06
2  34  8.99658e+06
2  35  1.23693e+07
2  36  6.40594e+06
2  37  1.22265e+07
2  38  5.3162e+06
2  39  5.10439e+06
2  40  4.37875e+06
2  41  4.93567e+06
2  42  8.65554e+06
2  43  0
2  44  1.62563e+07
2  45  1.94021e+06
2  46  6.72774e+06
2  47  3.7313e+06
2  48  4.25022e+06
2  49  0
2  50  0
2  51  91269.5
2  52  5.26025e+06
2  53  6.93478e+06
2  54  6.58497e+06
2  55  793446
2  56  2.83365e+06
2  57  5.22609e+06
2  58  8.03222e+06
2  59  3.73405e+06
2  60  1.01759e+07
2  61  1.25899e+07
2  62  7.47621e+06
2  63  0
2  64  0
2  65  0
2  66  1.16015e+07
2  67  4.69784e+06
2  68  0
2  69  2.783e+06
2  70  407771
2  71  7.52249e+06
2  72  5.04358e+06
2  73  1.18904e+07
2  74  6.02058e+06
2  75  1.39906e+06
2  76  0
2  77  3.36751e+06
2  78  0
2  79  8.41737e+06
2  80  0
3  0  0
3  1  0
3  2  0
3  3  0
3  4  4.24349e+06
3  5  1.44142e+07
3  6  0
3  7  5.65501e+06
3  8  8.07768e+06
3  9  0
3  10  9.6726e+06
3  11  6.25339e+06
3  12  1.20448e+07
3  13  9.58117e+06
3  14  5.01645e+06
3  15  1.20169e+07
3  16  6.19419e+06
3  17  6.03079e+06
3  18  7.60506e+06
3  19  9.36788e+06
3  20  7.56307e+06
3  21  4.34671e+06
3  22  0
3  23  227533
3  24  9.87999e+06
3  25  9.35958e+06
3  26  5.33109e+06
3  27  1.3423e+07
3  28  9.39648e+06
3  29  5.40916e+06
3  30  1.50097e+07
3  31  1.51981e+07
3  32  1.24069e+07
3  33  1.62242e+07
3  34  1.17768e+07
3  35  2.84001e+06
3  36  0
3  37  1.09134e+07
3  38  3.02807e+06
3  39  104131
3  40  1.19192e+07
3  41  0
3  42  2.85188e+06
3  43  7.60542e+06
3  44  690588
3  45  0
3  46  0
3  47  0
3  48  0
3  49  415368
3  50  9.82372e+06
3  51  5.81696e+06
3  52  8.13237e+06
3  53  4.71923e+06
3  54  7.22333e+06
3  55  8.5379e+06
3  56  9.23373e+06
3  57  1.72553e+07
3  58  3.79593e+06
3  59  0
3  60  2.80146e+06
3  61  0
3  62  4.32251e+06
3  63  1.24814e+07
3  64  0
3  65  2.55468e+06
3  66  7.32537e+06
3  67  9.60551e+06
3  68  1.10172e+07
3  69  0
3  70  1.4997e+07
3  71  1.34031e+07
3  72  2.38293e+06
3  73  0
3  74  3.84003e+06
3  75  5.28971e+06
3  76  4.54456e+06
3  77  1.95318e+07
3  78  9.46205e+06
3  79  9.16157e+06
3  80  0
4  0  0
4  1  0
4  2  0
4  3  0
4  4  0
4  5  7.53055e+06
4  6  2.7327e+06
4  7  1.16925e+07
4  8  9.61468e+06
4  9  4.16279e+06
4  10  1.71126e+06
4  11  1.22335e+06
4  12  4.39088e+06
4  13  1.284e+07
4  14  9.69603e+06
4  15  1.44771e+06
4  16  8.62425e+06
4  17  5.59166e+06
4  18  1.32991e+07
4  19  1.20027e+07
4  20  205663
4  21  1.24975e+07
4  22  4.82598e+06
4  23  7.10114e+06
