row  column  (images_23_350.edf Ca-K*images_23_350.edf Ar-K**2.3)
0  0  4.32717e+07
0  1  8.50105e+07
0  2  1.19507e+08
0  3  1.3239e+08
0  4  1.50503e+08
0  5  1.58013e+08
0  6  1.64878e+08
0  7  2.15195e+08
0  8  2.53088e+08
0  9  2.79252e+08
0  10  3.681e+08
0  11  4.98724e+08
0  12  6.02757e+08
0  13  7.61859e+08
0  14  7.03387e+08
0  15  9.18706e+08
0  16  9.76524e+08
0  17  1.07892e+09
0  18  1.09596e+09
0  19  1.15691e+09
0  20  1.01322e+09
0  21  1.21892e+09
0  22  1.04998e+09
0  23  1.04906e+09
0  24  1.13929e+09
0  25  1.04057e+09
0  26  1.1006e+09
0  27  1.16708e+09
0  28  1.0811e+09
0  29  1.08916e+09
0  30  1.07924e+09
0  31  9.63203e+08
0  32  8.685e+08
0  33  8.53215e+08
0  34  8.69099e+08
0  35  6.22361e+08
0  36  6.2183e+08
0  37  3.92256e+08
0  38  2.94914e+08
0  39  2.43682e+08
0  40  2.05278e+08
0  41  2.37142e+08
0  42  1.84951e+08
0  43  1.33647e+08
0  44  1.10757e+08
0  45  9.18198e+07
0  46  6.27688e+07
0  47  6.69839e+07
0  48  7.68735e+07
0  49  8.03885e+07
0  50  1.07737e+08
0  51  1.03834e+08
0  52  1.00503e+08
0  53  8.09635e+07
0  54  6.79998e+07
0  55  7.04324e+07
0  56  5.5774e+07
0  57  9.35661e+07
0  58  6.02004e+07
0  59  6.99761e+07
0  60  6.85608e+07
0  61  6.53337e+07
0  62  9.48665e+07
0  63  8.41501e+07
0  64  1.19537e+08
0  65  9.41587e+07
0  66  1.31018e+08
0  67  1.10081e+08
0  68  2.1785e+08
0  69  1.41033e+08
0  70  9.75114e+07
0  71  8.17436e+07
0  72  7.39065e+07
0  73  1.11442e+08
0  74  1.22106e+08
0  75  1.26242e+08
0  76  1.10966e+08
0  77  1.22785e+08
0  78  1.25749e+08
0  79  1.26792e+08
0  80  1.05277e+08
1  0  5.49336e+07
1  1  7.93134e+07
1  2  1.21282e+08
1  3  1.19147e+08
1  4  1.80007e+08
1  5  2.00205e+08
1  6  2.43253e+08
1  7  3.20036e+08
1  8  3.65223e+08
1  9  4.88943e+08
1  10  4.7228e+08
1  11  6.08349e+08
1  12  7.05708e+08
1  13  8.13327e+08
1  14  9.4473e+08
1  15  9.18762e+08
1  16  1.06337e+09
1  17  1.15468e+09
1  18  1.23475e+09
1  19  1.13022e+09
1  20  1.28077e+09
1  21  1.1234e+09
1  22  1.11547e+09
1  23  1.06686e+09
1  24  1.12505e+09
1  25  1.12869e+09
1  26  1.22105e+09
1  27  1.21991e+09
1  28  1.10709e+09
1  29  1.1219e+09
1  30  9.91424e+08
1  31  8.85339e+08
1  32  8.66341e+08
1  33  7.82607e+08
1  34  6.71563e+08
1  35  5.04366e+08
1  36  4.0432e+08
1  37  3.3732e+08
1  38  2.76853e+08
1  39  2.26841e+08
1  40  1.82372e+08
1  41  1.83543e+08
1  42  1.61517e+08
1  43  1.3132e+08
1  44  9.64236e+07
1  45  1.02833e+08
1  46  8.63604e+07
1  47  9.14462e+07
1  48  8.96708e+07
1  49  7.84242e+07
1  50  8.89365e+07
1  51  9.40677e+07
1  52  9.64794e+07
1  53  9.11674e+07
1  54  8.06862e+07
1  55  9.68482e+07
1  56  7.08973e+07
1  57  7.41769e+07
1  58  7.01927e+07
1  59  6.90846e+07
1  60  7.00472e+07
1  61  8.97796e+07
1  62  7.8146e+07
1  63  8.60776e+07
1  64  1.10335e+08
1  65  1.18861e+08
1  66  1.16228e+08
1  67  1.27284e+08
1  68  1.61322e+08
1  69  1.19312e+08
1  70  9.25192e+07
1  71  7.76018e+07
