row  column  (images_23_350.edf Mn-K*images_23_350.edf Ar-K**2.3)
0  0  8.77225e+06
0  1  4.68449e+06
0  2  9.45042e+06
0  3  1.47618e+07
0  4  9.99498e+06
0  5  1.29927e+07
0  6  1.81835e+07
0  7  3.15127e+06
0  8  1.35065e+07
0  9  1.55917e+07
0  10  1.41116e+07
0  11  1.76e+07
0  12  1.81922e+07
0  13  1.22075e+07
0  14  1.85228e+07
0  15  1.22377e+07
0  16  1.71773e+07
0  17  1.49408e+07
0  18  1.31359e+07
0  19  1.23881e+07
0  20  1.20701e+07
0  21  1.39501e+07
0  22  1.29755e+07
0  23  9.89882e+06
0  24  1.58394e+07
0  25  8.8072e+06
0  26  6.48034e+06
0  27  1.29363e+07
0  28  1.76899e+07
0  29  1.07379e+07
0  30  2.16153e+07
0  31  1.41322e+07
0  32  7.91324e+06
0  33  1.30141e+07
0  34  1.68718e+07
0  35  1.16213e+07
0  36  1.43434e+07
0  37  1.80695e+07
0  38  1.55637e+07
0  39  2.02714e+07
0  40  1.69764e+07
0  41  1.18987e+07
0  42  2.68386e+07
0  43  1.93083e+07
0  44  2.66073e+07
0  45  2.11602e+07
0  46  2.12877e+07
0  47  2.02246e+07
0  48  2.16246e+07
0  49  2.44688e+07
0  50  2.56381e+07
0  51  1.4724e+07
0  52  2.74661e+07
0  53  2.90324e+07
0  54  3.08841e+07
0  55  2.44967e+07
0  56  2.0117e+07
0  57  1.80476e+07
0  58  2.1656e+07
0  59  1.01844e+07
0  60  1.92352e+07
0  61  1.64687e+07
0  62  2.06068e+07
0  63  2.97917e+07
0  64  3.06784e+07
0  65  2.69159e+07
0  66  1.74222e+07
0  67  1.04477e+07
0  68  2.65927e+07
0  69  1.90167e+07
0  70  2.19011e+07
0  71  2.46332e+07
0  72  2.23511e+07
0  73  2.6495e+07
0  74  2.58751e+07
0  75  1.76066e+07
0  76  1.68609e+07
0  77  1.05962e+07
0  78  2.06248e+07
0  79  2.03957e+07
0  80  2.58015e+07
1  0  0
1  1  1.39502e+07
1  2  1.92811e+07
1  3  1.33325e+07
1  4  1.73764e+07
1  5  1.06429e+07
1  6  1.83765e+07
1  7  1.56505e+07
1  8  1.96677e+07
1  9  2.94314e+07
1  10  1.76517e+07
1  11  1.41121e+07
1  12  1.6042e+07
1  13  2.03688e+07
1  14  1.42232e+07
1  15  1.7296e+07
1  16  9.04688e+06
1  17  9.78148e+06
1  18  2.23343e+07
1  19  1.89323e+07
1  20  1.08401e+07
1  21  2.01648e+06
1  22  1.28361e+07
1  23  1.80111e+07
1  24  1.18388e+07
1  25  2.14668e+07
1  26  1.77345e+07
1  27  1.22653e+07
1  28  1.5559e+07
1  29  1.38804e+07
1  30  1.81167e+07
1  31  2.46586e+07
1  32  1.00904e+07
1  33  1.56725e+07
1  34  1.58335e+07
1  35  7.43737e+06
1  36  2.2384e+07
1  37  2.97035e+07
1  38  1.09991e+07
1  39  2.12681e+07
1  40  1.95916e+07
1  41  2.54389e+07
1  42  2.34937e+07
1  43  1.79329e+07
1  44  7.97344e+06
1  45  1.47557e+07
1  46  2.32108e+07
1  47  2.29571e+07
1  48  1.83163e+07
1  49  1.75619e+07
1  50  1.87138e+07
1  51  2.10993e+07
1  52  2.09473e+07
1  53  2.71628e+07
1  54  2.14627e+07
1  55  1.463e+07
1  56  2.60359e+07
1  57  2.01144e+07
1  58  2.274e+07
1  59  1.22606e+07
1  60  2.26689e+07
1  61  3.56626e+07
1  62  2.31688e+07
1  63  1.77008e+07
1  64  3.131e+07
1  65  2.85894e+07
1  66  3.36469e+07
1  67  2.15686e+07
1  68  1.54312e+07
1  69  2.07736e+07
1  70  2.54619e+07
1  71  1.94728e+07
1  72  1.44972e+07
1  73  2.42335e+07
1  74  1.41567e+07
1  75  1.98915e+07
1  76  2.95801e+07
1  77  2.32231e+07
1  78  1.81462e+07
1  79  2.62411e+07
1  80  2.06332e+07
2  0  0
2  1  8.74841e+06
2  2  1.7547e+07
2  3  1.80823e+07
2  4  1.38836e+07
2  5  1.62293e+07
2  6  1.40198e+07
2  7  8.14597e+06
2  8  1.72779e+07
2  9  1.574e+07
2  10  1.13147e+07
2  11  1.59876e+07
2  12  1.17264e+07
2  13  1.24955e+07
2  14  1.13596e+07
2  15  1.54152e+07
2  16  1.10445e+07
2  17  1.24816e+07
2  18  9.78488e+06
2  19  1.51535e+07
2  20  1.20702e+07
2  21  1.31141e+07
2  22  9.60807e+06
2  23  1.79971e+07
2  24  1.90656e+07
2  25  1.39379e+07
2  26  7.44359e+06
2  27  1.15736e+07
2  28  1.78342e+07
2  29  4.4668e+06
2  30  7.72425e+06
2  31  1.272e+07
2  32  2.01417e+07
2  33  2.31192e+07
2  34  1.56293e+07
2  35  1.3165e+07
2  36  2.07104e+07
2  37  2.13771e+07
2  38  2.13301e+07
2  39  1.33509e+07
2  40  1.4272e+07
2  41  1.7611e+07
2  42  1.30893e+07
2  43  2.59417e+07
2  44  1.23869e+07
2  45  2.42236e+07
2  46  1.9862e+07
