row  column  (images_32.edf S-K*images_32.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  0
0  3  0
0  4  0
0  5  0
0  6  0
0  7  0
0  8  1.47372e+07
0  9  7.09861e+07
0  10  8.38188e+07
0  11  1.0283e+08
0  12  9.99071e+07
0  13  7.74552e+07
0  14  9.2321e+07
0  15  5.60989e+07
0  16  4.53226e+07
0  17  3.27693e+07
0  18  1.92787e+07
0  19  0
0  20  1.89822e+07
0  21  2.09616e+07
0  22  5.72527e+07
0  23  5.45963e+07
0  24  5.28224e+07
0  25  5.86698e+07
0  26  8.34463e+07
0  27  5.08894e+07
0  28  4.32271e+07
0  29  4.18335e+07
0  30  4.30158e+07
0  31  3.30994e+07
0  32  4.69637e+07
0  33  4.69379e+07
0  34  3.87508e+07
0  35  5.06249e+07
0  36  4.04076e+07
0  37  6.29742e+07
0  38  3.11045e+07
0  39  1.80484e+07
0  40  1.93279e+07
0  41  3.68726e+07
0  42  4.07093e+07
0  43  5.84309e+07
0  44  3.08064e+07
0  45  4.97521e+07
0  46  5.24816e+07
0  47  5.91521e+07
0  48  5.41279e+07
0  49  6.17686e+07
0  50  4.44625e+07
1  0  0
1  1  0
1  2  0
1  3  0
1  4  0
1  5  0
1  6  0
1  7  0
1  8  2.93359e+07
1  9  7.49367e+07
1  10  7.89573e+07
1  11  8.29121e+07
1  12  6.92919e+07
1  13  5.48628e+07
1  14  5.82816e+07
1  15  3.06565e+07
1  16  4.02682e+07
1  17  3.14572e+07
1  18  1.83864e+07
1  19  3.74165e+07
1  20  2.42039e+07
1  21  4.78812e+07
1  22  5.15633e+07
1  23  7.06043e+07
1  24  3.86667e+07
1  25  7.97132e+07
1  26  6.40497e+07
1  27  3.89288e+07
1  28  3.1438e+07
1  29  3.14416e+07
1  30  2.78458e+07
1  31  2.36641e+07
1  32  4.53541e+07
1  33  4.23747e+07
1  34  3.59495e+07
1  35  4.33358e+07
1  36  3.29992e+07
1  37  3.81543e+07
1  38  2.0056e+07
1  39  1.71917e+07
1  40  2.99342e+07
1  41  6.65804e+07
1  42  4.59518e+07
1  43  4.62816e+07
1  44  3.65246e+07
1  45  6.17251e+07
1  46  5.3522e+07
1  47  7.34856e+07
1  48  5.90973e+07
1  49  4.86552e+07
1  50  5.38292e+07
2  0  0
2  1  0
2  2  0
2  3  0
2  4  0
2  5  0
2  6  0
2  7  0
2  8  4.55942e+07
2  9  6.45752e+07
2  10  7.81309e+07
2  11  6.01126e+07
2  12  5.26231e+07
2  13  6.64227e+07
2  14  6.05412e+07
2  15  3.96962e+07
2  16  3.42233e+07
2  17  3.2181e+07
2  18  2.06143e+07
2  19  2.74926e+07
2  20  2.53435e+07
2  21  4.97509e+07
2  22  5.34113e+07
2  23  7.09684e+07
2  24  6.40171e+07
2  25  6.71652e+07
2  26  5.25941e+07
2  27  4.67571e+07
2  28  3.73316e+07
2  29  3.71056e+07
2  30  3.7153e+07
2  31  2.82395e+07
2  32  4.74272e+07
2  33  2.22675e+07
2  34  3.9236e+07
2  35  4.10765e+07
2  36  3.90257e+07
2  37  3.73784e+07
2  38  2.34082e+07
2  39  1.69214e+07
2  40  3.8834e+07
2  41  3.71333e+07
2  42  6.13146e+07
2  43  4.73641e+07
2  44  5.03027e+07
2  45  4.94067e+07
2  46  7.44665e+07
2  47  6.45321e+07
2  48  5.28426e+07
2  49  4.21561e+07
2  50  3.77518e+07
3  0  0
3  1  0
3  2  0
3  3  0
3  4  0
3  5  0
3  6  0
3  7  3.3288e+06
3  8  5.27995e+07
3  9  6.67503e+07
3  10  7.164e+07
3  11  6.53311e+07
3  12  5.40869e+07
3  13  5.6212e+07
3  14  4.98457e+07
3  15  3.60072e+07
3  16  4.80585e+07
3  17  1.85496e+07
3  18  2.63052e+07
3  19  5.01791e+07
3  20  5.29058e+07
3  21  4.67597e+07
3  22  9.01421e+07
3  23  9.31096e+07
3  24  5.76909e+07
3  25  7.36642e+07
3  26  5.80715e+07
3  27  2.84297e+07
3  28  4.32964e+07
3  29  3.35145e+07
3  30  2.25113e+07
3  31  2.38704e+07
3  32  4.31995e+07
3  33  2.72037e+07
3  34  2.32432e+07
3  35  3.39158e+07
3  36  3.96661e+07
3  37  4.00941e+07
3  38  2.38733e+07
3  39  1.51392e+07
3  40  3.80992e+07
3  41  5.74701e+07
3  42  6.48339e+07
3  43  5.50915e+07
3  44  4.09674e+07
3  45  4.6138e+07
3  46  5.95432e+07
3  47  5.8521e+07
3  48  4.80815e+07
3  49  5.26124e+07
3  50  7.60977e+07
4  0  0
4  1  0
4  2  0
4  3  0
4  4  0
4  5  0
4  6  0
4  7  0
4  8  6.26592e+07
4  9  7.13344e+07
4  10  8.58867e+07
4  11  7.62744e+07
4  12  4.52949e+07
4  13  3.75038e+07
4  14  3.6371e+07
4  15  3.97642e+07
4  16  3.97291e+07
4  17  1.99348e+07
4  18  4.5759e+07
4  19  3.6041e+07
4  20  4.26711e+07
4  21  5.10208e+07
4  22  6.07654e+07
4  23  7.34331e+07
4  24  7.2394e+07
4  25  5.28015e+07
4  26  7.05169e+07
4  27  3.98738e+07
4  28  3.16785e+07
4  29  2.22532e+07
4  30  3.57955e+07
4  31  1.89273e+07
4  32  3.82032e+07
4  33  4.19313e+07
4  34  4.55794e+07
4  35  3.61663e+07
4  36  3.57977e+07
4  37  2.05094e+07
4  38  2.81287e+07
4  39  3.9793e+07
4  40  5.48084e+07
4  41  6.26896e+07
4  42  5.46873e+07
4  43  4.7855e+07
4  44  4.48414e+07
4  45  5.11026e+07
4  46  8.33606e+07
4  47  4.7375e+07
4  48  4.00404e+07
4  49  4.84858e+07
4  50  4.00187e+07
5  0  0
5  1  0
5  2  0
5  3  0
5  4  0
5  5  0
5  6  0
5  7  0
5  8  5.02134e+07
5  9  7.10268e+07
5  10  7.94607e+07
5  11  5.52601e+07
5  12  4.79618e+07
5  13  2.31371e+07
5  14  2.25298e+07
5  15  3.03521e+07
5  16  5.19145e+07
5  17  1.80586e+07
5  18  1.55557e+07
5  19  3.3483e+07
5  20  6.34683e+07
5  21  5.68068e+07
5  22  7.63766e+07
5  23  7.88016e+07
5  24  7.41561e+07
5  25  7.71048e+07
5  26  5.31259e+07
5  27  3.89541e+07
5  28  4.52232e+07
5  29  4.73577e+07
5  30  1.73898e+07
5  31  2.00469e+07
5  32  3.68866e+07
5  33  3.14085e+07
5  34  2.59503e+07
5  35  3.40974e+07
5  36  3.12755e+07
5  37  2.14443e+07
5  38  4.0834e+07
5  39  5.3083e+07
5  40  4.22528e+07
5  41  7.1347e+07
5  42  6.8649e+07
5  43  3.29931e+07
5  44  4.57017e+07
5  45  4.33449e+07
5  46  4.2007e+07
5  47  5.79584e+07
5  48  7.79823e+07
5  49  3.67471e+07
5  50  5.21639e+07
6  0  0
6  1  0
6  2  0
6  3  0
6  4  0
6  5  0
6  6  0
6  7  1.03893e+07
6  8  5.88472e+07
6  9  8.40326e+07
6  10  4.13481e+07
6  11  5.31311e+07
6  12  0
6  13  1.73739e+07
6  14  2.7952e+07
6  15  4.07168e+07
6  16  6.33645e+07
6  17  3.65902e+07
6  18  2.71957e+07
6  19  4.0056e+07
6  20  5.02198e+07
6  21  6.63593e+07
6  22  8.22076e+07
6  23  8.07102e+07
6  24  7.03294e+07
6  25  4.01768e+07
6  26  6.2909e+07
6  27  4.28336e+07
6  28  4.5339e+07
6  29  5.47017e+07
6  30  3.00031e+07
