row  column  (images_32.edf Zn-K*images_32.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  0
0  3  3.0399e+07
0  4  2.49294e+06
0  5  1.2562e+07
0  6  0
0  7  2.09088e+07
0  8  6.13436e+07
0  9  1.21949e+08
0  10  2.5688e+08
0  11  2.16088e+08
0  12  2.47798e+08
0  13  2.00506e+08
0  14  2.18346e+08
0  15  1.54616e+08
0  16  1.36611e+08
0  17  1.45425e+08
0  18  8.32503e+07
0  19  8.9176e+07
0  20  7.76933e+07
0  21  1.07503e+08
0  22  1.29358e+08
0  23  1.98245e+08
0  24  1.51643e+08
0  25  1.58413e+08
0  26  1.55442e+08
0  27  1.24828e+08
0  28  1.39114e+08
0  29  1.21108e+08
0  30  1.7441e+08
0  31  1.61232e+08
0  32  1.81362e+08
0  33  9.62324e+07
0  34  9.63006e+07
0  35  1.38094e+08
0  36  9.95302e+07
0  37  6.9388e+07
0  38  7.69398e+07
0  39  2.88244e+07
0  40  1.56946e+07
0  41  7.89749e+07
0  42  1.02102e+08
0  43  1.35951e+08
0  44  8.23867e+07
0  45  9.52497e+07
0  46  8.85096e+07
0  47  7.394e+07
0  48  9.91304e+07
0  49  1.03935e+08
0  50  9.56259e+07
1  0  3.14223e+06
1  1  7.82769e+06
1  2  5.65028e+07
1  3  3.00143e+07
1  4  2.24724e+07
1  5  2.76519e+07
1  6  2.78329e+07
1  7  2.84732e+06
1  8  9.19168e+07
1  9  2.22362e+08
1  10  2.25517e+08
1  11  2.05966e+08
1  12  2.06599e+08
1  13  1.95658e+08
1  14  2.12302e+08
1  15  9.80431e+07
1  16  1.69146e+08
1  17  1.47112e+08
1  18  7.73167e+07
1  19  1.09033e+08
1  20  1.05764e+08
1  21  1.30649e+08
1  22  1.44812e+08
1  23  2.14733e+08
1  24  1.54641e+08
1  25  1.82965e+08
1  26  1.5647e+08
1  27  2.07698e+08
1  28  1.30102e+08
1  29  8.42704e+07
1  30  1.09846e+08
1  31  1.21342e+08
1  32  1.286e+08
1  33  6.85443e+07
1  34  9.70022e+07
1  35  1.16307e+08
1  36  8.22634e+07
1  37  7.9621e+07
1  38  6.38449e+07
1  39  4.96752e+07
1  40  5.73584e+07
1  41  1.07977e+08
1  42  1.20629e+08
1  43  1.02954e+08
1  44  6.72555e+07
1  45  9.25679e+07
1  46  8.28781e+07
1  47  1.12483e+08
1  48  8.07689e+07
1  49  1.01264e+08
1  50  6.41473e+07
2  0  0
2  1  2.24775e+07
2  2  6.65936e+07
2  3  3.72407e+07
2  4  3.55293e+07
2  5  1.99512e+07
2  6  2.44563e+07
2  7  2.54557e+07
2  8  1.02532e+08
2  9  2.37982e+08
2  10  2.00016e+08
2  11  2.02417e+08
2  12  1.92664e+08
2  13  2.01976e+08
2  14  2.26568e+08
2  15  1.14158e+08
2  16  1.83513e+08
2  17  1.23338e+08
2  18  1.10993e+08
2  19  1.45995e+08
2  20  9.25965e+07
2  21  1.12329e+08
2  22  2.03247e+08
2  23  2.38258e+08
2  24  1.61446e+08
2  25  1.62455e+08
2  26  1.59971e+08
2  27  1.61292e+08
2  28  1.10236e+08
2  29  7.96117e+07
2  30  9.92053e+07
2  31  7.83365e+07
2  32  1.24431e+08
2  33  5.6936e+07
2  34  9.81216e+07
2  35  1.24841e+08
2  36  1.05768e+08
2  37  7.22907e+07
2  38  6.78617e+07
2  39  4.8322e+07
2  40  4.96729e+07
2  41  1.25058e+08
2  42  1.28847e+08
2  43  1.30527e+08
2  44  8.42646e+07
2  45  7.29516e+07
2  46  7.86049e+07
2  47  1.12745e+08
2  48  1.04334e+08
2  49  8.88115e+07
2  50  8.78284e+07
3  0  6.31137e+06
3  1  0
3  2  2.85975e+07
3  3  3.54875e+07
3  4  2.41084e+07
3  5  2.40111e+06
3  6  2.26355e+07
3  7  2.1367e+07
3  8  1.14287e+08
3  9  2.06914e+08
3  10  2.25235e+08
3  11  1.87142e+08
3  12  1.81523e+08
3  13  1.49541e+08
3  14  1.49015e+08
3  15  1.21943e+08
3  16  1.74867e+08
3  17  1.2583e+08
3  18  1.51303e+08
3  19  1.31312e+08
3  20  1.15225e+08
3  21  1.09151e+08
3  22  2.2622e+08
3  23  2.43503e+08
3  24  1.64218e+08
3  25  1.89644e+08
3  26  1.70549e+08
3  27  1.70874e+08
3  28  1.07952e+08
3  29  6.85515e+07
3  30  7.47276e+07
3  31  9.32641e+07
3  32  8.60789e+07
3  33  6.24194e+07
3  34  1.05814e+08
3  35  1.36405e+08
3  36  8.42728e+07
3  37  8.0959e+07
3  38  5.39482e+07
3  39  3.97255e+07
3  40  8.05714e+07
3  41  9.30007e+07
3  42  1.14072e+08
3  43  1.30722e+08
3  44  8.49955e+07
3  45  9.51228e+07
3  46  1.27637e+08
3  47  1.31093e+08
3  48  1.10003e+08
3  49  9.27205e+07
3  50  1.33677e+08
4  0  6.24827e+06
4  1  1.27474e+07
4  2  2.31631e+07
4  3  1.96696e+07
4  4  8.52373e+06
4  5  9.61641e+06
4  6  3.46671e+07
4  7  3.25103e+07
4  8  1.1624e+08
4  9  2.08674e+08
4  10  2.25728e+08
4  11  1.89356e+08
4  12  1.65387e+08
4  13  1.331e+08
4  14  1.27915e+08
4  15  7.06737e+07
4  16  1.55792e+08
4  17  1.25739e+08
4  18  1.2869e+08
4  19  1.11928e+08
4  20  1.0812e+08
4  21  1.45873e+08
4  22  2.22395e+08
4  23  2.56808e+08
4  24  1.81124e+08
4  25  1.89712e+08
4  26  1.5666e+08
4  27  1.3485e+08
4  28  9.87564e+07
4  29  9.27761e+07
4  30  7.49854e+07
4  31  6.67176e+07
4  32  1.03606e+08
4  33  9.83772e+07
4  34  9.58254e+07
4  35  8.59243e+07
4  36  8.44365e+07
4  37  6.17892e+07
4  38  6.64999e+07
4  39  5.44809e+07
4  40  9.5478e+07
4  41  1.4068e+08
4  42  1.36401e+08
4  43  8.82547e+07
4  44  8.82103e+07
4  45  9.80115e+07
4  46  1.18092e+08
4  47  1.24081e+08
4  48  1.20548e+08
4  49  1.06259e+08
4  50  1.28089e+08
5  0  1.16487e+07
5  1  1.65216e+07
5  2  3.2651e+07
5  3  0
5  4  2.2132e+07
5  5  1.46712e+07
5  6  1.91972e+06
5  7  3.24694e+07
5  8  1.34278e+08
5  9  1.98848e+08
5  10  2.00348e+08
5  11  1.67321e+08
5  12  1.16707e+08
5  13  9.04779e+07
5  14  9.59555e+07
5  15  1.08367e+08
5  16  2.30652e+08
5  17  1.11842e+08
5  18  1.02436e+08
5  19  1.17309e+08
5  20  1.14971e+08
5  21  1.84325e+08
5  22  2.31365e+08
5  23  2.02752e+08
5  24  1.98806e+08
5  25  1.68572e+08
5  26  1.08318e+08
5  27  1.33844e+08
5  28  1.04763e+08
5  29  1.1031e+08
5  30  8.6045e+07
5  31  5.57848e+07
5  32  8.30732e+07
5  33  8.13809e+07
5  34  9.95165e+07
5  35  9.84872e+07
5  36  5.09326e+07
5  37  3.5949e+07
5  38  6.61618e+07
5  39  1.03195e+08
5  40  9.2514e+07
5  41  1.1188e+08
5  42  1.27726e+08
5  43  1.02996e+08
5  44  7.00048e+07
5  45  1.1855e+08
5  46  1.08313e+08
5  47  1.46874e+08
5  48  1.2217e+08
5  49  1.01947e+08
5  50  1.53559e+08
6  0  0
6  1  2.50385e+07
6  2  1.01096e+07
6  3  4.55801e+07
6  4  3.66912e+07
6  5  1.10435e+07
6  6  1.82243e+07
