row  column  (images_32.edf Cu-K*images_32.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  1.12185e+07
0  3  5.90979e+06
0  4  1.31381e+07
0  5  2.02058e+06
0  6  1.47943e+06
0  7  1.26121e+07
0  8  1.43179e+07
0  9  2.67807e+07
0  10  2.04663e+07
0  11  3.1051e+07
0  12  1.77444e+07
0  13  4.69295e+07
0  14  1.82363e+07
0  15  1.72381e+07
0  16  2.17674e+07
0  17  8.90592e+06
0  18  3.24737e+06
0  19  1.18982e+07
0  20  1.29512e+07
0  21  4.54829e+06
0  22  7.18105e+06
0  23  1.10616e+07
0  24  1.00262e+07
0  25  4.13718e+06
0  26  9.89938e+06
0  27  1.39206e+07
0  28  0
0  29  2.71997e+07
0  30  2.90938e+07
0  31  9.73238e+06
0  32  3.04908e+07
0  33  1.9688e+06
0  34  1.83158e+07
0  35  1.82095e+07
0  36  1.12683e+07
0  37  1.09033e+07
0  38  1.22323e+07
0  39  1.07709e+07
0  40  5.04298e+06
0  41  6.5942e+06
0  42  2.87414e+06
0  43  1.59649e+07
0  44  8.04916e+06
0  45  790642
0  46  1.34488e+07
0  47  6.14935e+06
0  48  5.75365e+06
0  49  2.55166e+07
0  50  1.6484e+07
1  0  4.45699e+06
1  1  5.66585e+06
1  2  2.43837e+07
1  3  1.8421e+07
1  4  0
1  5  1.69123e+07
1  6  2.58031e+07
1  7  1.74618e+06
1  8  1.73857e+07
1  9  2.59397e+07
1  10  2.62714e+07
1  11  1.6403e+07
1  12  2.37482e+07
1  13  2.56181e+07
1  14  3.43853e+07
1  15  1.86251e+07
1  16  7.24024e+06
1  17  1.63709e+07
1  18  8.9185e+06
1  19  7.67545e+06
1  20  2.10801e+06
1  21  8.06324e+06
1  22  2.37919e+07
1  23  1.84989e+07
1  24  1.60686e+07
1  25  7.75411e+06
1  26  1.07442e+07
1  27  7.37866e+06
1  28  8.583e+06
1  29  0
1  30  1.07013e+07
1  31  1.49856e+07
1  32  9.01381e+06
1  33  8.15884e+06
1  34  1.00454e+07
1  35  6.01113e+06
1  36  1.71496e+07
1  37  1.29255e+07
1  38  1.40519e+07
1  39  9.60036e+06
1  40  1.3355e+07
1  41  9.31015e+06
1  42  0
1  43  2.13896e+07
1  44  1.70746e+07
1  45  2.20029e+07
1  46  0
1  47  1.30338e+07
1  48  1.94707e+07
1  49  8.23679e+06
1  50  1.33909e+07
2  0  0
2  1  1.99297e+07
2  2  2.78159e+07
2  3  7.0249e+06
2  4  1.49498e+06
2  5  1.72037e+07
2  6  261873
2  7  3.99964e+06
2  8  3.63507e+07
2  9  3.17099e+07
2  10  1.80612e+07
2  11  3.16881e+07
2  12  2.25943e+07
2  13  2.04141e+07
2  14  2.22809e+07
2  15  1.09423e+07
2  16  3.71334e+07
2  17  9.69001e+06
2  18  1.05491e+07
2  19  9.96246e+06
2  20  6.26289e+06
2  21  6.08907e+06
2  22  4.08832e+07
2  23  2.06519e+07
2  24  7.09535e+06
2  25  2.78728e+07
2  26  5.64279e+06
2  27  5.1369e+06
2  28  2.44303e+07
2  29  1.131e+07
2  30  1.09521e+07
2  31  0
2  32  3.65463e+07
2  33  9.16416e+06
2  34  1.54349e+07
2  35  4.35419e+06
2  36  258736
2  37  1.86489e+07
2  38  1.13513e+07
2  39  1.26688e+07
2  40  1.65303e+07
2  41  5.11278e+06
2  42  9.66471e+06
2  43  1.68126e+07
2  44  1.40025e+07
2  45  4.04307e+06
2  46  3.22247e+06
2  47  9.57852e+06
2  48  9.15064e+06
2  49  1.94926e+07
2  50  1.33895e+07
3  0  1.2733e+06
3  1  0
3  2  354466
3  3  2.02493e+07
3  4  3.92844e+06
3  5  0
3  6  1.48037e+07
3  7  0
3  8  1.60669e+07
3  9  1.51798e+07
3  10  3.4446e+07
3  11  1.22925e+07
3  12  2.45045e+07
3  13  1.87139e+07
3  14  2.20539e+07
3  15  2.31776e+07
3  16  5.35947e+06
3  17  2.17837e+06
3  18  1.34065e+07
3  19  1.89254e+06
3  20  157419
3  21  2.43932e+07
3  22  3.5354e+07
3  23  1.36009e+07
3  24  3.18022e+07
3  25  2.14005e+07
3  26  9.09911e+06
3  27  1.28228e+07
3  28  921291
3  29  0
3  30  2.73513e+07
3  31  9.42287e+06
3  32  2.94622e+06
3  33  1.32971e+07
3  34  1.54252e+07
3  35  1.44446e+07
3  36  2.6828e+06
3  37  1.09178e+07
3  38  4.70698e+06
3  39  1.20539e+07
3  40  1.77365e+07
3  41  1.39294e+07
3  42  9.33072e+06
3  43  0
3  44  4.04805e+06
3  45  8.79921e+06
3  46  4.62095e+06
3  47  1.03002e+07
3  48  8.20267e+06
3  49  9.74543e+06
3  50  2.17798e+07
4  0  0
4  1  3.90152e+06
4  2  2.06296e+07
4  3  488846
4  4  7.41856e+06
4  5  1.19762e+06
4  6  0
4  7  445907
4  8  1.19025e+07
4  9  2.56438e+07
4  10  1.53474e+07
4  11  4.35418e+07
4  12  1.90208e+07
4  13  2.2586e+07
4  14  1.49829e+07
4  15  0
4  16  2.22675e+07
4  17  2.85606e+06
4  18  4.44195e+06
4  19  2.5773e+07
4  20  1.05588e+07
4  21  2.57924e+07
4  22  1.4922e+07
4  23  1.78814e+07
4  24  1.56651e+07
4  25  1.96384e+07
4  26  1.05601e+06
4  27  1.84569e+07
4  28  8.80924e+06
4  29  2.6651e+07
4  30  4.03538e+06
4  31  1.51689e+07
4  32  1.86481e+07
4  33  7.72867e+06
4  34  6.99073e+06
4  35  5.7684e+06
4  36  8.60583e+06
4  37  1.20795e+07
4  38  1.96163e+07
4  39  1.25102e+07
4  40  2.01532e+07
4  41  1.18123e+07
4  42  1.64704e+07
4  43  1.87597e+07
4  44  1.21512e+07
4  45  4.40462e+06
4  46  0
4  47  7.34978e+06
4  48  2.75224e+07
4  49  2.73033e+06
4  50  5.76985e+06
5  0  1.22667e+07
5  1  1.06451e+07
5  2  1.99414e+07
5  3  2.88431e+06
5  4  3.25328e+06
5  5  8.9902e+06
5  6  2.12591e+06
5  7  0
5  8  1.65245e+07
5  9  1.88142e+07
5  10  3.0579e+07
5  11  5.70607e+06
5  12  1.93846e+07
5  13  2.2522e+07
5  14  2.15654e+07
5  15  0
5  16  1.74394e+07
5  17  2.12843e+07
5  18  1.80257e+07
5  19  2.08789e+07
5  20  7.44711e+06
5  21  2.20475e+07
5  22  2.38921e+07
5  23  1.1659e+07
5  24  1.72579e+07
5  25  2.03649e+07
5  26  1.72134e+06
5  27  6.89535e+06
5  28  2.99968e+06
5  29  1.24839e+07
5  30  1.11914e+07
5  31  4.68555e+06
5  32  2.37675e+06
5  33  1.29533e+07
5  34  0
5  35  2.52285e+07
5  36  1.71371e+07
5  37  4.50784e+06
5  38  1.16826e+07
5  39  1.65115e+07
5  40  2.30615e+07
5  41  1.32985e+07
5  42  2.06551e+07
5  43  1.63078e+07
5  44  1.23762e+07
5  45  1.33395e+07
5  46  8.45214e+06
5  47  1.26076e+07
5  48  1.0392e+07
5  49  2.77756e+07
5  50  2.42042e+07
6  0  0
6  1  1.10851e+07
6  2  0
6  3  5.13595e+06
6  4  6.97829e+06
6  5  0
6  6  0
6  7  4.19535e+06
6  8  3.14808e+07
6  9  2.78246e+07
6  10  2.45413e+07
6  11  9.02035e+06
6  12  1.42581e+07
6  13  1.11432e+07
6  14  5.09916e+06
6  15  1.8321e+07
6  16  2.12229e+07
6  17  6.10162e+06
6  18  1.55483e+07
