row  column  (images_32.edf Fe-K*images_32.edf Ar-K**2.3)
0  0  9.74672e+07
0  1  6.22775e+07
0  2  5.26663e+07
0  3  5.75912e+07
0  4  1.08094e+08
0  5  8.98612e+07
0  6  8.75417e+07
0  7  1.09796e+08
0  8  1.40466e+08
0  9  2.90996e+08
0  10  2.56532e+08
0  11  2.93287e+08
0  12  2.61068e+08
0  13  2.17066e+08
0  14  2.12029e+08
0  15  1.553e+08
0  16  1.5193e+08
0  17  1.40237e+08
0  18  1.16106e+08
0  19  9.5829e+07
0  20  1.04458e+08
0  21  1.17625e+08
0  22  1.21211e+08
0  23  1.18539e+08
0  24  1.32704e+08
0  25  1.59423e+08
0  26  1.68311e+08
0  27  1.16031e+08
0  28  1.13358e+08
0  29  1.14665e+08
0  30  1.01163e+08
0  31  1.16851e+08
0  32  1.20682e+08
0  33  1.88883e+08
0  34  1.00423e+08
0  35  1.25014e+08
0  36  1.21265e+08
0  37  8.91028e+07
0  38  1.23539e+08
0  39  8.5111e+07
0  40  7.9918e+07
0  41  9.71467e+07
0  42  1.12186e+08
0  43  1.12242e+08
0  44  9.6777e+07
0  45  1.16632e+08
0  46  1.05311e+08
0  47  1.02294e+08
0  48  1.32006e+08
0  49  1.29475e+08
0  50  1.22886e+08
1  0  6.71073e+07
1  1  3.45734e+07
1  2  9.44084e+07
1  3  1.18551e+08
1  4  1.28351e+08
1  5  9.50919e+07
1  6  1.00609e+08
1  7  1.22985e+08
1  8  2.24749e+08
1  9  2.65069e+08
1  10  2.36602e+08
1  11  2.7196e+08
1  12  2.09904e+08
1  13  2.00579e+08
1  14  1.81352e+08
1  15  1.23926e+08
1  16  1.58701e+08
1  17  1.43041e+08
1  18  1.25553e+08
1  19  1.47549e+08
1  20  1.27709e+08
1  21  1.27202e+08
1  22  1.17424e+08
1  23  1.27524e+08
1  24  1.067e+08
1  25  1.55241e+08
1  26  1.15719e+08
1  27  1.31324e+08
1  28  9.59006e+07
1  29  7.85032e+07
1  30  8.83869e+07
1  31  1.22821e+08
1  32  1.19954e+08
1  33  1.33098e+08
1  34  1.07483e+08
1  35  1.02356e+08
1  36  9.9355e+07
1  37  8.52023e+07
1  38  1.03717e+08
1  39  9.5718e+07
1  40  1.12606e+08
1  41  9.18184e+07
1  42  9.65463e+07
1  43  1.05144e+08
1  44  9.50035e+07
1  45  1.11247e+08
1  46  1.11603e+08
1  47  1.12784e+08
1  48  1.10791e+08
1  49  1.03811e+08
1  50  1.46273e+08
2  0  8.91958e+07
2  1  4.76417e+07
2  2  7.70472e+07
2  3  1.14577e+08
2  4  1.20059e+08
2  5  1.13466e+08
2  6  8.70032e+07
2  7  1.14538e+08
2  8  2.30845e+08
2  9  3.17881e+08
2  10  2.37025e+08
2  11  2.39733e+08
2  12  2.1866e+08
2  13  2.16068e+08
2  14  1.58598e+08
2  15  1.28052e+08
2  16  1.51281e+08
2  17  1.26952e+08
2  18  1.05419e+08
2  19  1.27531e+08
2  20  1.32147e+08
2  21  1.42354e+08
2  22  1.23416e+08
2  23  1.26597e+08
2  24  1.07379e+08
2  25  1.13256e+08
2  26  1.07654e+08
2  27  1.27669e+08
