row  column  (images_19_742.edf Fe-K*images_19_742.edf Ar-K**2.3)
0  0  3.69797e+07
0  1  5.27412e+07
0  2  1.4125e+08
0  3  6.3405e+07
0  4  5.27856e+07
0  5  9.06882e+07
0  6  6.11298e+07
0  7  7.74608e+07
0  8  5.25125e+07
0  9  6.49631e+07
0  10  6.24348e+07
0  11  6.10289e+07
0  12  5.25165e+07
0  13  6.60268e+07
0  14  5.4389e+07
0  15  5.31822e+07
0  16  6.60901e+07
0  17  7.79557e+07
0  18  6.1862e+07
0  19  7.04632e+07
0  20  4.66926e+07
0  21  3.94743e+07
0  22  5.16506e+07
0  23  3.41743e+07
0  24  4.45651e+07
0  25  3.98744e+07
0  26  4.06754e+07
0  27  5.52257e+07
0  28  3.54119e+07
0  29  3.81509e+07
0  30  4.75648e+07
0  31  5.44285e+07
0  32  4.79687e+07
0  33  3.62687e+07
0  34  3.94804e+07
0  35  4.34862e+07
0  36  5.05447e+07
0  37  4.26825e+07
0  38  4.96633e+07
0  39  3.82959e+07
0  40  6.70931e+07
0  41  6.11099e+07
0  42  6.49362e+07
0  43  1.05406e+08
0  44  1.05524e+08
0  45  9.09511e+07
0  46  7.83286e+07
0  47  7.5357e+07
0  48  9.79084e+07
0  49  9.06937e+07
0  50  5.86231e+07
0  51  6.74209e+07
0  52  6.89089e+07
0  53  8.31329e+07
0  54  7.89298e+07
0  55  7.86715e+07
1  0  5.01457e+07
1  1  7.74803e+07
1  2  1.09239e+08
1  3  5.72917e+07
1  4  7.64516e+07
1  5  8.55436e+07
1  6  6.35618e+07
1  7  4.98904e+07
1  8  5.26163e+07
1  9  7.78047e+07
1  10  6.52845e+07
1  11  5.83054e+07
1  12  4.43175e+07
1  13  6.38502e+07
1  14  4.77714e+07
1  15  4.7212e+07
1  16  7.22778e+07
1  17  7.89337e+07
1  18  6.04735e+07
1  19  4.63788e+07
1  20  3.7168e+07
1  21  3.82731e+07
1  22  4.28867e+07
1  23  3.72108e+07
1  24  3.36439e+07
1  25  4.42314e+07
1  26  5.44247e+07
1  27  5.2361e+07
1  28  4.71144e+07
1  29  5.37329e+07
1  30  6.06817e+07
1  31  4.82817e+07
1  32  5.04473e+07
1  33  4.73392e+07
1  34  4.98677e+07
1  35  4.20516e+07
1  36  4.69428e+07
1  37  4.06451e+07
1  38  4.96711e+07
1  39  5.26644e+07
1  40  6.60148e+07
1  41  6.73724e+07
1  42  7.1126e+07
1  43  1.2979e+08
1  44  9.56655e+07
1  45  8.14022e+07
1  46  8.48448e+07
1  47  8.82427e+07
1  48  9.05343e+07
1  49  7.59742e+07
1  50  6.12106e+07
1  51  4.81353e+07
1  52  7.06601e+07
1  53  7.46517e+07
1  54  8.01151e+07
1  55  7.06605e+07
2  0  4.45221e+07
2  1  7.51399e+07
2  2  1.08631e+08
2  3  6.65984e+07
2  4  6.45175e+07
2  5  9.96038e+07
2  6  7.60725e+07
2  7  5.64766e+07
2  8  5.92294e+07
2  9  6.73333e+07
2  10  7.26117e+07
2  11  5.39899e+07
2  12  5.45259e+07
2  13  5.2528e+07
2  14  4.81937e+07
2  15  5.39981e+07
2  16  6.37546e+07
2  17  6.86153e+07
2  18  5.45699e+07
2  19  4.60401e+07
2  20  3.95801e+07
2  21  3.95153e+07
2  22  4.15629e+07
2  23  3.89674e+07
2  24  3.74392e+07
2  25  3.90224e+07
2  26  3.75123e+07
2  27  5.39409e+07
2  28  4.13045e+07
2  29  5.36401e+07
2  30  5.86406e+07
2  31  4.86369e+07
2  32  3.64904e+07
2  33  3.77105e+07
2  34  3.87616e+07
2  35  5.32616e+07
2  36  3.86903e+07
2  37  4.67476e+07
2  38  5.68641e+07
2  39  4.4741e+07
2  40  5.40597e+07
2  41  6.17433e+07
2  42  6.78134e+07
2  43  1.2459e+08
