row  column  (images_19_742.edf Ca-K*images_19_742.edf Ar-K**2.3)
0  0  8.97795e+07
0  1  9.62373e+07
0  2  1.02116e+08
0  3  8.71832e+07
0  4  9.54526e+07
0  5  9.82266e+07
0  6  1.19631e+08
0  7  1.29402e+08
0  8  1.60609e+08
0  9  2.1253e+08
0  10  2.64676e+08
0  11  3.11033e+08
0  12  3.51693e+08
0  13  3.79569e+08
0  14  4.16242e+08
0  15  4.62815e+08
0  16  4.76144e+08
0  17  4.84067e+08
0  18  4.52702e+08
0  19  4.72309e+08
0  20  4.66174e+08
0  21  4.18512e+08
0  22  3.90164e+08
0  23  3.4741e+08
0  24  3.88583e+08
0  25  3.72176e+08
0  26  3.48344e+08
0  27  3.39523e+08
0  28  3.27127e+08
0  29  3.70498e+08
0  30  3.70666e+08
0  31  3.73208e+08
0  32  4.31115e+08
0  33  4.00992e+08
0  34  4.05245e+08
0  35  4.04078e+08
0  36  4.58828e+08
0  37  4.56608e+08
0  38  4.9984e+08
0  39  5.23281e+08
0  40  5.18545e+08
0  41  5.23026e+08
0  42  5.36443e+08
0  43  5.4523e+08
0  44  5.82128e+08
0  45  5.04341e+08
0  46  5.05365e+08
0  47  4.61631e+08
0  48  5.23555e+08
0  49  5.34784e+08
0  50  4.71107e+08
0  51  4.45998e+08
0  52  4.72596e+08
0  53  4.78111e+08
0  54  4.65772e+08
0  55  4.84483e+08
1  0  7.97183e+07
1  1  8.98343e+07
1  2  9.21438e+07
1  3  1.24675e+08
1  4  1.14571e+08
1  5  1.09668e+08
1  6  1.34877e+08
1  7  1.55946e+08
1  8  1.8197e+08
1  9  2.61331e+08
1  10  3.36865e+08
1  11  3.21325e+08
1  12  3.56595e+08
1  13  3.80257e+08
1  14  3.98081e+08
1  15  4.15575e+08
1  16  4.29995e+08
1  17  4.83338e+08
1  18  4.54466e+08
1  19  4.12984e+08
1  20  4.28573e+08
1  21  4.23493e+08
1  22  3.88311e+08
1  23  3.92027e+08
1  24  3.52137e+08
1  25  3.5684e+08
1  26  3.38606e+08
1  27  3.40883e+08
1  28  3.81349e+08
1  29  3.77353e+08
1  30  3.93008e+08
1  31  4.39834e+08
1  32  4.06773e+08
1  33  4.47329e+08
1  34  4.67064e+08
1  35  4.3082e+08
1  36  4.41127e+08
1  37  3.93032e+08
1  38  4.66207e+08
1  39  4.81849e+08
1  40  5.49181e+08
1  41  5.46145e+08
1  42  5.47616e+08
1  43  5.59838e+08
1  44  5.83749e+08
