row  column  (images_25_1_306.edf Zn-K*images_25_1_306.edf Ar-K**2.3)
3  37  4.70613e+07
3  38  3.45149e+07
3  39  3.66415e+07
3  40  6.13922e+07
3  41  5.2208e+07
3  42  5.46343e+07
3  43  5.19558e+07
3  44  3.51153e+07
3  45  5.68163e+07
3  46  6.41743e+07
3  47  6.40869e+07
3  48  3.31229e+07
3  49  4.86696e+07
3  50  4.68345e+07
4  0  5.63494e+07
4  1  5.05555e+07
4  2  5.18177e+07
4  3  5.32662e+07
4  4  5.98592e+07
4  5  7.00882e+07
4  6  6.03497e+07
4  7  5.81019e+07
4  8  6.93823e+07
4  9  6.75951e+07
4  10  4.63192e+07
4  11  6.64698e+07
4  12  3.42435e+07
4  13  3.24669e+07
4  14  4.07592e+07
4  15  2.37193e+07
4  16  2.97695e+07
4  17  2.84098e+07
4  18  3.24016e+07
4  19  9.44692e+06
4  20  3.13221e+06
4  21  1.68355e+07
4  22  57403.3
4  23  4.26264e+06
4  24  7.34883e+06
4  25  4.19625e+07
4  26  2.71757e+07
4  27  1.65815e+07
4  28  2.7827e+07
4  29  2.64359e+07
4  30  2.18631e+07
4  31  2.87835e+07
4  32  5.61334e+07
4  33  5.24168e+07
4  34  6.38436e+07
4  35  6.61703e+07
4  36  5.62605e+07
4  37  7.21725e+07
4  38  4.55798e+07
4  39  4.84017e+07
4  40  3.3495e+07
4  41  4.75774e+07
4  42  5.13434e+07
4  43  4.26066e+07
4  44  4.48526e+07
4  45  7.42114e+07
4  46  7.08155e+07
4  47  3.8808e+07
4  48  3.6338e+07
4  49  4.42326e+07
4  50  4.33411e+07
5  0  5.2251e+07
5  1  5.2561e+07
5  2  6.56383e+07
5  3  7.70847e+07
5  4  6.65645e+07
5  5  6.87284e+07
5  6  6.98046e+07
5  7  5.63005e+07
5  8  6.70514e+07
5  9  6.20535e+07
5  10  5.04975e+07
5  11  4.23745e+07
5  12  5.6674e+07
5  13  2.43001e+07
5  14  2.8161e+07
5  15  2.48235e+07
5  16  2.83091e+07
5  17  3.38927e+07
5  18  1.8438e+07
5  19  1.18288e+07
5  20  5.3557e+06
5  21  2.58297e+06
5  22  0
5  23  0
5  24  1.49184e+07
5  25  3.61462e+07
5  26  4.31738e+07
5  27  1.10669e+07
5  28  2.55441e+07
5  29  2.10792e+07
5  30  2.27068e+07
5  31  3.32151e+07
5  32  4.72049e+07
5  33  3.67784e+07
5  34  4.8193e+07
5  35  6.70504e+07
5  36  5.50535e+07
5  37  5.98539e+07
5  38  5.27339e+07
5  39  7.07373e+07
5  40  5.77635e+07
5  41  4.92108e+07
5  42  3.55123e+07
5  43  4.0044e+07
5  44  3.73652e+07
5  45  5.44825e+07
5  46  7.21072e+07
5  47  6.13841e+07
5  48  4.5538e+07
5  49  4.06538e+07
5  50  4.49437e+07
6  0  6.53918e+07
6  1  4.88607e+07
6  2  5.55197e+07
6  3  7.98657e+07
6  4  6.41594e+07
6  5  6.83961e+07
6  6  6.80429e+07
6  7  4.64577e+07
6  8  6.28271e+07
6  9  6.45147e+07
6  10  5.6552e+07
6  11  5.31379e+07
6  12  5.29689e+07
6  13  4.67108e+07
6  14  1.85536e+07
6  15  4.08973e+07
6  16  3.55063e+07
6  17  3.22855e+07
6  18  3.21323e+07
6  19  1.04225e+07
6  20  0
6  21  1.08578e+07
6  22  1.05488e+06
6  23  0
6  24  1.64008e+07
6  25  3.77543e+07
6  26  3.14688e+07
6  27  1.69584e+07
6  28  3.64007e+07
6  29  1.5301e+07
6  30  1.49135e+07
6  31  2.61315e+07
6  32  3.01476e+07
6  33  4.54684e+07
6  34  5.46579e+07
6  35  5.46051e+07
6  36  4.89452e+07
6  37  6.09429e+07
6  38  3.78915e+07
6  39  6.63516e+07
6  40  3.34762e+07
6  41  5.41638e+07
6  42  4.0418e+07
6  43  4.24343e+07
6  44  4.91805e+07
6  45  6.8458e+07
6  46  7.25197e+07
6  47  5.80236e+07
6  48  3.20419e+07
6  49  4.56713e+07
6  50  4.22154e+07
7  0  5.5422e+07
7  1  6.88727e+07
7  2  4.92772e+07
7  3  6.20342e+07
7  4  5.42066e+07
7  5  5.23433e+07
7  6  3.64045e+07
7  7  4.46367e+07
7  8  6.05889e+07
7  9  4.07866e+07
7  10  5.70068e+07
7  11  4.05094e+07
7  12  4.14178e+07
7  13  4.77126e+07
7  14  4.01014e+07
7  15  2.85099e+07
7  16  4.09462e+07
7  17  4.44955e+07
7  18  2.15536e+07
7  19  2.92917e+06
7  20  8.59999e+06
7  21  1.93766e+07
7  22  1.39019e+06
7  23  7.52373e+06
7  24  4.12382e+07
7  25  4.58873e+07
7  26  3.00092e+07
7  27  2.55498e+07
7  28  2.49722e+07
7  29  1.98956e+07
7  30  1.62844e+07
7  31  2.24317e+07
7  32  3.32627e+07
7  33  4.95918e+07
7  34  4.84284e+07
7  35  3.13323e+07
7  36  5.52182e+07
7  37  7.18737e+07
7  38  5.28685e+07
7  39  5.65422e+07
7  40  4.53851e+07
7  41  3.93007e+07
7  42  4.74586e+07
7  43  4.3875e+07
7  44  4.6353e+07
7  45  8.74792e+07
7  46  5.81785e+07
7  47  6.41389e+07
7  48  5.38263e+07
7  49  3.56071e+07
7  50  4.43667e+07
8  0  4.50926e+07
8  1  7.18461e+07
8  2  6.26129e+07
8  3  4.25821e+07
8  4  5.15237e+07
8  5  7.01663e+07
8  6  5.58953e+07
8  7  4.12748e+07
8  8  4.96736e+07
8  9  5.26664e+07
8  10  4.39219e+07
8  11  4.90948e+07
8  12  3.81384e+07
8  13  5.02352e+07
8  14  3.52626e+07
8  15  4.09349e+07
8  16  4.93796e+07
8  17  3.56643e+07
8  18  2.04369e+07
8  19  6.54e+06
8  20  2.06778e+07
8  21  8.92882e+06
8  22  8.60359e+06
8  23  1.4484e+07
8  24  1.65701e+07
8  25  3.93432e+07
8  26  5.14326e+07
8  27  1.88626e+07
8  28  2.18452e+07
8  29  2.24787e+07
8  30  8.76494e+06
8  31  1.89727e+07
8  32  2.15741e+07
8  33  4.00056e+07
8  34  3.47021e+07
8  35  5.00499e+07
8  36  4.92839e+07
8  37  6.84069e+07
8  38  3.81216e+07
8  39  4.94375e+07
8  40  4.08877e+07
8  41  4.3968e+07
8  42  5.43821e+07
8  43  3.49254e+07
8  44  3.57641e+07
8  45  8.10863e+07
8  46  7.8734e+07
8  47  6.91778e+07
8  48  4.14898e+07
8  49  4.79738e+07
8  50  5.91128e+07
9  0  4.45654e+07
9  1  6.35152e+07
9  2  4.85255e+07
9  3  3.21345e+07
9  4  4.09074e+07
9  5  6.0626e+07
9  6  5.43433e+07
9  7  3.77107e+07
9  8  4.47036e+07
9  9  4.82946e+07
9  10  5.72941e+07
9  11  5.89985e+07
9  12  5.14434e+07
9  13  4.17306e+07
9  14  4.71847e+07
9  15  4.48521e+07
9  16  4.89159e+07
9  17  6.03647e+07
9  18  2.0961e+07
9  19  4.72475e+06
9  20  1.67197e+07
9  21  2.39034e+07
9  22  1.53788e+07
9  23  1.04527e+07
9  24  4.14439e+07
9  25  6.31989e+07
9  26  2.73755e+07
9  27  1.17372e+07
9  28  3.49875e+07
9  29  2.41998e+07
9  30  1.72461e+07
9  31  2.86306e+07
9  32  2.13516e+07
9  33  5.56679e+07
9  34  5.11757e+07
9  35  4.62645e+07
9  36  5.56684e+07
9  37  5.72958e+07
9  38  2.20834e+07
9  39  3.7576e+07
9  40  3.73931e+07
9  41  3.89702e+07
9  42  3.68108e+07
9  43  3.0297e+07
9  44  5.44853e+07
9  45  7.059e+07
9  46  1.01248e+08
9  47  5.14818e+07
9  48  4.26491e+07
9  49  6.20579e+07
9  50  5.05942e+07
10  0  4.92964e+07
10  1  4.83145e+07
10  2  5.34488e+07
10  3  5.203e+07
10  4  4.35558e+07
10  5  4.55651e+07
10  6  4.2738e+07
10  7  3.44862e+07
10  8  2.92186e+07
10  9  3.69007e+07
10  10  4.65604e+07
10  11  4.56694e+07
10  12  5.37205e+07
10  13  4.59061e+07
10  14  4.22354e+07
10  15  1.9861e+07
10  16  3.01585e+07
10  17  4.63618e+07
10  18  3.25525e+07
10  19  1.89513e+07
10  20  1.42145e+07
10  21  1.895e+07
10  22  2.93393e+07
10  23  3.10752e+07
10  24  3.98032e+07
10  25  4.06913e+07
10  26  2.77398e+07
10  27  1.1126e+07
10  28  3.20993e+07
10  29  2.20944e+07
10  30  2.9551e+07
10  31  2.75244e+07
10  32  1.83313e+07
10  33  3.23247e+07
10  34  4.38499e+07
10  35  3.29113e+07
10  36  4.28068e+07
10  37  4.93454e+07
10  38  3.76404e+07
10  39  3.03669e+07
10  40  4.18274e+07
10  41  2.12485e+07
10  42  3.91482e+07
10  43  4.38022e+07
10  44  3.99354e+07
10  45  6.98898e+07
10  46  5.49748e+07
10  47  5.82844e+07
10  48  6.74439e+07
10  49  3.3214e+07
10  50  5.26822e+07
11  0  4.05989e+07
11  1  4.93371e+07
11  2  5.66524e+07
11  3  4.37169e+07
11  4  3.21279e+07
11  5  3.86626e+07
11  6  3.81005e+07
11  7  5.41252e+07
11  8  2.87504e+07
11  9  3.40049e+07
11  10  4.16581e+07
11  11  3.32567e+07
11  12  3.66415e+07
11  13  3.92105e+07
11  14  4.54077e+07
11  15  3.32943e+07
11  16  4.1446e+07
11  17  4.31077e+07
11  18  3.76062e+07
11  19  1.73171e+07
11  20  3.08714e+07
11  21  4.12551e+07
11  22  3.02477e+07
11  23  1.42794e+07
11  24  4.03517e+07
11  25  5.37692e+07
11  26  2.17161e+07
11  27  1.23114e+07
11  28  2.7672e+07
11  29  4.48388e+07
11  30  3.01022e+07
11  31  2.6538e+07
11  32  1.97891e+07
11  33  2.51201e+07
11  34  3.56664e+07
11  35  3.60243e+07
11  36  5.35525e+07
11  37  2.45796e+07
11  38  2.41311e+07
11  39  2.17526e+07
11  40  4.59901e+07
11  41  2.3613e+07
11  42  2.23421e+07
11  43  3.45024e+07
11  44  3.43004e+07
11  45  4.44046e+07
11  46  6.09559e+07
11  47  5.0082e+07
11  48  4.84775e+07
11  49  3.43744e+07
11  50  4.53173e+07
12  0  4.34511e+07
12  1  4.44461e+07
12  2  5.37482e+07
12  3  4.88037e+07
12  4  5.58652e+07
12  5  5.76606e+07
12  6  4.96717e+07
12  7  5.09171e+07
12  8  3.17764e+07
12  9  2.672e+07
12  10  4.10399e+07
12  11  4.76972e+07
12  12  4.56244e+07
12  13  4.12554e+07
12  14  3.50637e+07
12  15  3.15255e+07
12  16  3.48944e+07
12  17  5.96756e+07
12  18  2.84714e+07
12  19  1.88029e+07
12  20  3.34844e+07
12  21  4.77848e+07
12  22  3.88936e+07
12  23  4.2315e+07
12  24  2.4409e+07
12  25  3.07345e+07
12  26  2.75704e+07
12  27  2.21824e+07
12  28  3.56374e+07
12  29  1.86116e+07
12  30  3.69836e+07
12  31  4.64615e+07
12  32  2.13887e+07
12  33  3.39969e+07
12  34  3.78348e+07
12  35  5.60126e+07
12  36  3.54984e+07
12  37  2.61709e+07
12  38  3.19631e+07
12  39  2.58064e+07
12  40  2.97007e+07
12  41  1.89125e+07
12  42  1.86834e+07
12  43  2.21837e+07
12  44  4.60571e+07
12  45  4.18439e+07
12  46  5.35918e+07
12  47  3.646e+07
12  48  5.14316e+07
12  49  4.55903e+07
12  50  5.61349e+07
13  0  2.80626e+07
13  1  5.71672e+07
13  2  4.37741e+07
13  3  4.37736e+07
13  4  5.22304e+07
13  5  5.17863e+07
13  6  3.99101e+07
13  7  3.41396e+07
13  8  2.1618e+07
13  9  3.33273e+07
13  10  4.52813e+07
13  11  4.74564e+07
13  12  4.6622e+07
13  13  4.33668e+07
13  14  6.62072e+07
13  15  5.33864e+07
13  16  4.40687e+07
13  17  3.28826e+07
13  18  2.73582e+07
13  19  2.73768e+07
13  20  4.97157e+07
13  21  4.01965e+07
13  22  2.37945e+07
13  23  4.22442e+07
13  24  4.74534e+07
13  25  4.65357e+07
13  26  3.23815e+07
13  27  2.79032e+07
13  28  3.70229e+07
13  29  3.97774e+07
13  30  2.88099e+07
13  31  3.66204e+07
13  32  3.56019e+07
13  33  1.9967e+07
13  34  3.53125e+07
13  35  3.47561e+07
13  36  2.70641e+07
13  37  2.52369e+07
13  38  3.3084e+07
13  39  2.65839e+07
13  40  2.98945e+07
13  41  1.20536e+07
13  42  1.34318e+07
13  43  2.21397e+07
13  44  2.74935e+07
13  45  4.12478e+07
13  46  4.47107e+07
13  47  4.72223e+07
13  48  5.27617e+07
13  49  4.35459e+07
13  50  3.02045e+07
14  0  5.32001e+07
14  1  4.56604e+07
14  2  4.82064e+07
14  3  4.09589e+07
14  4  3.12303e+07
14  5  3.51423e+07
14  6  3.56025e+07
14  7  3.50132e+07
14  8  2.28401e+07
14  9  2.28494e+07
14  10  2.38161e+07
14  11  3.28783e+07
14  12  5.48619e+07
14  13  5.28936e+07
14  14  3.56918e+07
14  15  4.24066e+07
14  16  4.84743e+07
14  17  4.46048e+07
14  18  2.62825e+07
14  19  3.15253e+07
14  20  3.04077e+07
14  21  4.80314e+07
14  22  4.99088e+07
14  23  4.88463e+07
14  24  2.54329e+07
14  25  5.49788e+07
14  26  5.60229e+07
14  27  2.10357e+07
14  28  4.35077e+07
14  29  4.62522e+07
14  30  3.96575e+07
14  31  2.6495e+07
14  32  2.87835e+07
14  33  3.21326e+07
14  34  3.21093e+07
14  35  2.38335e+07
14  36  4.04637e+07
14  37  2.75384e+07
14  38  3.06313e+07
14  39  3.40041e+07
14  40  2.11494e+07
14  41  1.70302e+07
14  42  8.64261e+06
14  43  2.03127e+07
14  44  1.46205e+07
14  45  2.30815e+07
14  46  3.21296e+07
14  47  4.28367e+07
14  48  4.74507e+07
14  49  4.59493e+07
14  50  3.80148e+07
15  0  5.21375e+07
15  1  5.78568e+07
15  2  5.60585e+07
15  3  3.78283e+07
15  4  2.51006e+07
15  5  3.00586e+07
15  6  3.56962e+07
15  7  2.81058e+07
15  8  1.8699e+07
15  9  2.03639e+07
15  10  4.44885e+07
15  11  5.11276e+07
15  12  4.3845e+07
15  13  5.30008e+07
15  14  3.13855e+07
15  15  6.32229e+07
15  16  5.03735e+07
15  17  4.54469e+07
15  18  4.64981e+07
15  19  4.2088e+07
15  20  4.19852e+07
15  21  5.67719e+07
15  22  3.46272e+07
15  23  3.68345e+07
15  24  3.2552e+07
15  25  5.00325e+07
15  26  4.30915e+07
15  27  4.23255e+07
15  28  4.2502e+07
15  29  5.1978e+07
15  30  3.60944e+07
15  31  4.06958e+07
15  32  4.17241e+07
15  33  2.76435e+07
15  34  3.83093e+07
15  35  2.66469e+07
15  36  2.75516e+07
15  37  2.90178e+07
15  38  3.28523e+07
15  39  4.02565e+07
15  40  2.56257e+07
15  41  5.08925e+06
15  42  1.10338e+07
15  43  1.36148e+07
15  44  2.82533e+07
15  45  7.19947e+06
15  46  1.79649e+07
15  47  3.28096e+07
15  48  4.73699e+07
15  49  4.37709e+07
15  50  4.80763e+07
16  0  7.36251e+07
16  1  5.66228e+07
16  2  4.26965e+07
16  3  4.01651e+07
16  4  4.73151e+07
16  5  3.24772e+07
16  6  4.72351e+07
16  7  2.44992e+07
16  8  2.73142e+06
16  9  1.27879e+07
16  10  3.7042e+07
16  11  4.23973e+07
16  12  5.19586e+07
16  13  4.80116e+07
16  14  4.82887e+07
16  15  6.0528e+07
16  16  5.29628e+07
16  17  5.79479e+07
16  18  3.93824e+07
16  19  3.34751e+07
16  20  5.4685e+07
16  21  5.20154e+07
16  22  4.5186e+07
16  23  3.89863e+07
16  24  3.6577e+07
16  25  5.74273e+07
16  26  4.72525e+07
16  27  4.323e+07
16  28  5.07474e+07
16  29  4.9917e+07
16  30  4.74116e+07
16  31  5.24036e+07
16  32  3.77106e+07
16  33  1.82842e+07
16  34  3.70966e+07
16  35  3.13897e+07
16  36  2.53481e+07
16  37  2.85533e+07
16  38  4.15536e+07
16  39  3.24747e+07
16  40  8.72943e+06
16  41  3.60218e+06
16  42  7.92404e+06
16  43  1.06904e+07
16  44  2.74008e+07
16  45  2.67574e+07
16  46  2.07454e+07
16  47  3.49582e+07
16  48  6.18397e+07
16  49  4.34264e+07
16  50  3.57262e+07
17  0  4.42809e+07
17  1  6.18127e+07
17  2  6.29003e+07
17  3  3.46644e+07
17  4  4.58671e+07
17  5  4.81047e+07
17  6  3.72106e+07
17  7  2.58759e+07
17  8  2.31267e+07
17  9  2.39576e+07
17  10  6.23801e+07
17  11  5.0377e+07
17  12  5.0046e+07
17  13  4.11193e+07
17  14  4.97298e+07
17  15  5.38373e+07
17  16  6.4853e+07
17  17  5.61685e+07
17  18  5.59971e+07
17  19  4.23697e+07
17  20  5.55147e+07
17  21  5.19359e+07
17  22  5.14253e+07
17  23  5.00861e+07
17  24  4.05609e+07
17  25  5.23464e+07
17  26  2.63285e+07
17  27  6.059e+07
17  28  5.17349e+07
17  29  6.91067e+07
17  30  3.32114e+07
17  31  4.23156e+07
17  32  3.50903e+07
17  33  4.28766e+07
17  34  4.29169e+07
17  35  3.93378e+07
17  36  5.0996e+07
17  37  5.30405e+07
17  38  3.30588e+07
17  39  4.56054e+07
17  40  1.60255e+07
17  41  1.37543e+07
17  42  9.00131e+06
17  43  3.31731e+06
17  44  1.77242e+07
17  45  3.2066e+07
17  46  6.85237e+06
17  47  3.32376e+07
17  48  2.37326e+07
17  49  4.06606e+07
17  50  3.88195e+07
18  0  6.65841e+07
18  1  3.56358e+07
18  2  5.56673e+07
18  3  4.13097e+07
18  4  5.4354e+07
18  5  3.07911e+07
18  6  5.12401e+07
18  7  1.29529e+07
18  8  1.84516e+07
18  9  1.6489e+07
18  10  3.65183e+07
18  11  5.94766e+07
18  12  5.14838e+07
18  13  5.97579e+07
18  14  4.82395e+07
18  15  5.97272e+07
18  16  5.24047e+07
18  17  3.92172e+07
18  18  5.2307e+07
18  19  5.39579e+07
18  20  3.71993e+07
18  21  3.67304e+07
18  22  3.57213e+07
18  23  3.80004e+07
18  24  4.05616e+07
18  25  6.18082e+07
18  26  3.92759e+07
18  27  4.89377e+07
18  28  5.16188e+07
18  29  6.50329e+07
18  30  5.65125e+07
18  31  6.14884e+07
18  32  4.9222e+07
18  33  1.70623e+07
18  34  3.7495e+07
18  35  4.5027e+07
18  36  3.84168e+07
18  37  4.53465e+07
18  38  3.4254e+07
18  39  6.79858e+07
18  40  1.15624e+07
18  41  0
18  42  6.85209e+06
18  43  6.64984e+06
18  44  2.1951e+07
18  45  2.31491e+07
18  46  1.69604e+07
18  47  3.56191e+07
18  48  3.28357e+07
18  49  1.78769e+07
18  50  4.32051e+07
19  0  5.12772e+07
19  1  5.47826e+07
19  2  6.78345e+07
19  3  4.21469e+07
19  4  4.43398e+07
19  5  3.26183e+07
19  6  3.85195e+07
19  7  2.39738e+07
19  8  3.30006e+07
19  9  2.7125e+07
19  10  4.17855e+07
19  11  4.60611e+07
19  12  3.77551e+07
19  13  6.16607e+07
19  14  9.61719e+07
19  15  7.41171e+07
19  16  6.06135e+07
19  17  3.90299e+07
19  18  5.19204e+07
19  19  4.98606e+07
19  20  3.66553e+07
19  21  6.04365e+07
19  22  4.23377e+07
19  23  5.13575e+07
19  24  4.31903e+07
19  25  3.97577e+07
19  26  4.76705e+07
19  27  5.22515e+07
19  28  4.36929e+07
19  29  5.64902e+07
19  30  3.16205e+07
19  31  4.86496e+07
19  32  5.45449e+07
19  33  3.46662e+07
19  34  4.09519e+07
19  35  4.14094e+07
19  36  4.55308e+07
19  37  4.85607e+07
19  38  4.50805e+07
19  39  4.61972e+07
19  40  1.24439e+07
19  41  1.28694e+07
19  42  517646
19  43  1.00746e+07
19  44  2.64955e+07
19  45  3.73814e+07
19  46  1.59402e+07
19  47  2.80646e+07
19  48  3.55799e+07
19  49  4.1964e+07
19  50  3.23546e+07
20  0  5.22651e+07
20  1  5.361e+07
20  2  6.16198e+07
20  3  6.41265e+07
20  4  5.27449e+07
20  5  3.85629e+07
20  6  3.51506e+07
20  7  3.86995e+07
20  8  1.74337e+07
20  9  4.45405e+07
20  10  4.42593e+07
20  11  5.02698e+07
20  12  4.5619e+07
20  13  5.89079e+07
20  14  9.67079e+07
20  15  8.4562e+07
20  16  5.03763e+07
20  17  3.78345e+07
20  18  6.03354e+07
20  19  4.49899e+07
20  20  4.88844e+07
20  21  4.35967e+07
20  22  4.58896e+07
20  23  3.7701e+07
20  24  4.06653e+07
20  25  4.95443e+07
20  26  4.77476e+07
20  27  4.78131e+07
20  28  4.8001e+07
20  29  5.03485e+07
20  30  4.5928e+07
20  31  4.90591e+07
20  32  5.5824e+07
20  33  2.95153e+07
20  34  5.89e+07
20  35  4.48582e+07
20  36  3.84426e+07
20  37  5.74417e+07
20  38  3.77822e+07
20  39  4.75635e+07
20  40  3.13969e+07
20  41  2.30418e+07
20  42  1.95084e+07
20  43  1.37232e+07
20  44  4.47598e+07
20  45  2.90793e+07
20  46  3.14724e+07
20  47  2.25555e+07
20  48  2.17425e+07
20  49  3.33053e+07
20  50  4.28636e+07
21  0  8.26002e+07
21  1  4.35559e+07
21  2  7.13595e+07
21  3  5.84046e+07
21  4  5.99285e+07
21  5  3.83485e+07
21  6  2.66845e+07
21  7  2.73216e+07
21  8  3.62827e+07
21  9  6.85097e+07
21  10  5.85635e+07
21  11  5.08024e+07
21  12  4.70248e+07
21  13  5.39482e+07
21  14  1.27855e+08
21  15  1.05426e+08
21  16  6.57712e+07
21  17  5.3075e+07
21  18  5.09244e+07
21  19  5.93445e+07
21  20  4.22938e+07
21  21  4.91724e+07
21  22  6.66092e+07
21  23  3.23316e+07
21  24  3.87957e+07
21  25  3.10355e+07
21  26  5.57695e+07
21  27  4.00352e+07
21  28  5.76319e+07
21  29  4.52895e+07
21  30  6.68648e+07
21  31  3.8739e+07
21  32  5.07343e+07
21  33  4.33817e+07
21  34  4.05556e+07
21  35  4.81918e+07
21  36  4.55198e+07
21  37  5.33665e+07
21  38  4.31226e+07
21  39  5.60101e+07
21  40  2.94041e+07
21  41  1.7136e+07
21  42  2.4021e+07
21  43  2.41909e+07
21  44  2.89259e+07
21  45  4.22661e+07
21  46  3.03941e+07
21  47  3.83233e+07
21  48  5.5106e+07
21  49  3.57153e+07
21  50  2.61868e+07
22  0  9.51664e+07
22  1  6.27605e+07
22  2  5.32787e+07
22  3  6.18268e+07
22  4  4.58838e+07
22  5  3.71895e+07
22  6  3.26812e+07
22  7  5.41819e+06
22  8  2.72575e+07
22  9  6.89348e+07
22  10  5.18058e+07
22  11  4.63442e+07
22  12  5.6047e+07
22  13  4.96222e+07
22  14  1.37738e+08
22  15  1.31973e+08
22  16  8.69455e+07
22  17  5.53558e+07
22  18  5.70797e+07
22  19  4.8843e+07
22  20  3.91508e+07
22  21  4.45173e+07
22  22  4.61282e+07
22  23  5.57587e+07
22  24  3.85847e+07
22  25  4.90874e+07
22  26  4.86926e+07
22  27  4.56558e+07
22  28  6.12914e+07
22  29  4.81245e+07
22  30  3.93687e+07
22  31  4.50786e+07
22  32  6.2624e+07
22  33  4.69868e+07
22  34  5.6913e+07
22  35  5.37966e+07
22  36  5.38996e+07
22  37  4.90282e+07
22  38  4.17404e+07
22  39  6.18008e+07
22  40  6.01062e+07
22  41  3.49187e+07
22  42  1.27312e+07
22  43  3.55736e+07
22  44  2.85141e+07
22  45  3.25978e+07
22  46  3.27434e+07
