row  column  (images_25_1_306.edf Ca-K*images_25_1_306.edf Ar-K**2.3)
2  18  6.42945e+08
2  19  3.98562e+08
2  20  4.46063e+08
2  21  3.56322e+08
2  22  3.56321e+08
2  23  4.83174e+08
2  24  7.37622e+08
2  25  1.15643e+09
2  26  9.58691e+08
2  27  9.57291e+08
2  28  1.05947e+09
2  29  1.1386e+09
2  30  1.46031e+09
2  31  1.73865e+09
2  32  1.6181e+09
2  33  1.79218e+09
2  34  1.7316e+09
2  35  1.78777e+09
2  36  1.75679e+09
2  37  1.79162e+09
2  38  1.58801e+09
2  39  1.66636e+09
2  40  1.57142e+09
2  41  1.34201e+09
2  42  1.47623e+09
2  43  1.47755e+09
2  44  1.43175e+09
2  45  1.3303e+09
2  46  1.53328e+09
2  47  1.54343e+09
2  48  1.60672e+09
2  49  1.81013e+09
2  50  1.65767e+09
3  0  1.66684e+09
3  1  1.9252e+09
3  2  1.90695e+09
3  3  1.46782e+09
3  4  1.65592e+09
3  5  1.688e+09
3  6  1.70536e+09
3  7  1.79926e+09
3  8  1.70516e+09
3  9  1.6188e+09
3  10  1.48997e+09
3  11  1.50727e+09
3  12  1.47959e+09
3  13  1.26276e+09
3  14  1.18073e+09
3  15  1.09824e+09
3  16  1.07499e+09
3  17  9.59873e+08
3  18  6.3725e+08
3  19  4.4678e+08
3  20  4.60259e+08
3  21  3.65699e+08
3  22  4.27645e+08
3  23  5.18168e+08
3  24  8.93771e+08
3  25  1.14107e+09
3  26  1.1396e+09
3  27  9.28159e+08
3  28  1.02257e+09
3  29  1.11695e+09
3  30  1.36707e+09
3  31  1.62803e+09
3  32  1.79656e+09
3  33  1.76298e+09
3  34  1.69514e+09
3  35  1.90243e+09
3  36  1.77069e+09
3  37  1.85344e+09
3  38  1.67449e+09
3  39  1.64989e+09
3  40  1.64793e+09
3  41  1.49794e+09
3  42  1.44008e+09
3  43  1.53165e+09
3  44  1.38571e+09
3  45  1.47475e+09
3  46  1.40324e+09
3  47  1.4599e+09
3  48  1.74202e+09
3  49  1.5548e+09
3  50  1.65838e+09
4  0  1.75741e+09
4  1  1.6311e+09
4  2  1.78655e+09
4  3  1.62057e+09
4  4  1.54559e+09
4  5  1.75068e+09
4  6  1.79082e+09
4  7  1.53515e+09
4  8  1.76923e+09
4  9  1.6885e+09
4  10  1.63321e+09
4  11  1.69073e+09
4  12  1.35857e+09
4  13  1.39414e+09
4  14  1.39547e+09
4  15  1.00656e+09
4  16  1.26124e+09
4  17  1.11959e+09
4  18  9.14674e+08
4  19  5.63376e+08
4  20  4.4338e+08
4  21  4.94058e+08
4  22  5.30689e+08
4  23  5.59863e+08
4  24  7.45467e+08
4  25  1.39503e+09
4  26  1.26611e+09
4  27  9.43438e+08
4  28  1.00586e+09
4  29  1.11124e+09
4  30  1.23686e+09
4  31  1.39434e+09
4  32  1.62325e+09
4  33  1.85992e+09
4  34  1.72784e+09
4  35  1.77128e+09
4  36  1.8837e+09
4  37  1.86786e+09
4  38  1.61935e+09
4  39  1.67954e+09
4  40  1.55105e+09
4  41  1.47594e+09
4  42  1.49143e+09
4  43  1.53357e+09
4  44  1.5421e+09
4  45  1.58016e+09
4  46  1.35112e+09
4  47  1.34425e+09
4  48  1.49738e+09
4  49  1.59256e+09
4  50  1.54736e+09
5  0  1.57946e+09
5  1  1.84312e+09
5  2  1.83831e+09
5  3  1.81694e+09
5  4  1.60598e+09
5  5  1.96192e+09
5  6  1.74127e+09
5  7  1.56938e+09
5  8  1.62741e+09
5  9  1.63146e+09
5  10  1.61725e+09
5  11  1.56659e+09
5  12  1.64921e+09
5  13  1.48796e+09
5  14  1.38533e+09
5  15  1.36509e+09
5  16  1.30075e+09
5  17  1.35211e+09
5  18  1.01757e+09
5  19  6.51482e+08
5  20  5.64164e+08
5  21  5.40136e+08
5  22  6.48521e+08
5  23  6.48791e+08
5  24  8.72446e+08
5  25  1.31081e+09
5  26  1.33012e+09
5  27  1.07778e+09
5  28  1.12681e+09
5  29  1.00406e+09
5  30  1.19684e+09
5  31  1.32318e+09
5  32  1.56256e+09
5  33  1.62268e+09
5  34  1.77657e+09
5  35  1.73766e+09
5  36  1.87018e+09
5  37  2.07843e+09
5  38  1.84236e+09
5  39  1.95435e+09
5  40  1.73303e+09
5  41  1.61738e+09
5  42  1.44452e+09
5  43  1.53661e+09
5  44  1.44315e+09
5  45  1.24086e+09
5  46  1.28899e+09
5  47  1.38897e+09
5  48  1.45789e+09
5  49  1.57354e+09
5  50  1.69049e+09
6  0  1.75334e+09
6  1  1.7265e+09
6  2  1.77255e+09
6  3  1.71899e+09
6  4  1.67185e+09
6  5  1.84544e+09
6  6  1.7763e+09
6  7  1.66391e+09
6  8  1.57685e+09
6  9  1.70356e+09
6  10  1.76284e+09
6  11  1.68177e+09
6  12  1.79716e+09
6  13  1.69278e+09
6  14  1.34909e+09
6  15  1.49916e+09
6  16  1.40548e+09
6  17  1.27024e+09
6  18  9.8441e+08
6  19  5.96727e+08
6  20  6.90272e+08
6  21  6.93879e+08
6  22  7.24936e+08
6  23  7.741e+08
6  24  1.04151e+09
6  25  1.48341e+09
6  26  1.28354e+09
6  27  1.15983e+09
6  28  1.12946e+09
6  29  1.01726e+09
6  30  1.21369e+09
6  31  1.27768e+09
6  32  1.25923e+09
6  33  1.79049e+09
6  34  1.87276e+09
6  35  1.81636e+09
6  36  1.8377e+09
6  37  1.89882e+09
6  38  1.65257e+09
6  39  1.68531e+09
6  40  1.60534e+09
6  41  1.57217e+09
6  42  1.39816e+09
6  43  1.5617e+09
6  44  1.37756e+09
6  45  1.40904e+09
6  46  1.39309e+09
6  47  1.40241e+09
6  48  1.54235e+09
6  49  1.61581e+09
6  50  1.6737e+09
7  0  1.74888e+09
7  1  2.00787e+09
7  2  1.83595e+09
7  3  1.66308e+09
7  4  1.71048e+09
7  5  1.67878e+09
7  6  1.69833e+09
7  7  1.49485e+09
7  8  1.64064e+09
7  9  1.63204e+09
7  10  1.62354e+09
7  11  1.65121e+09
7  12  1.74049e+09
7  13  1.56229e+09
7  14  1.5556e+09
7  15  1.60036e+09
7  16  1.45623e+09
7  17  1.50614e+09
7  18  9.54145e+08
7  19  7.09049e+08
7  20  8.40298e+08
7  21  8.54542e+08
7  22  7.96248e+08
7  23  8.79295e+08
7  24  1.23447e+09
7  25  1.50526e+09
7  26  1.28634e+09
7  27  1.12722e+09
7  28  1.13046e+09
7  29  1.14316e+09
7  30  1.11917e+09
7  31  1.16723e+09
7  32  1.36976e+09
7  33  1.43736e+09
7  34  1.7357e+09
7  35  1.68584e+09
7  36  1.96352e+09
7  37  2.0881e+09
7  38  1.67746e+09
7  39  1.72336e+09
7  40  1.53413e+09
7  41  1.50284e+09
7  42  1.57677e+09
7  43  1.4421e+09
7  44  1.47518e+09
7  45  1.40155e+09
7  46  1.28698e+09
7  47  1.34662e+09
7  48  1.43282e+09
7  49  1.57867e+09
7  50  1.51405e+09
8  0  1.76626e+09
8  1  1.95076e+09
8  2  1.8839e+09
8  3  1.73421e+09
8  4  1.56946e+09
8  5  1.91813e+09
8  6  1.76977e+09
8  7  1.37676e+09
8  8  1.42015e+09
8  9  1.74384e+09
8  10  1.58107e+09
8  11  1.78965e+09
8  12  1.62113e+09
8  13  1.72237e+09
8  14  1.6403e+09
8  15  1.50698e+09
8  16  1.65798e+09
8  17  1.46028e+09
8  18  1.02354e+09
8  19  7.99402e+08
8  20  8.9472e+08
8  21  9.48792e+08
8  22  8.96631e+08
8  23  8.88695e+08
8  24  1.1043e+09
8  25  1.57508e+09
8  26  1.41468e+09
8  27  1.11899e+09
8  28  1.20001e+09
8  29  1.23928e+09
8  30  1.31644e+09
8  31  1.23399e+09
8  32  1.16326e+09
8  33  1.4973e+09
8  34  1.61402e+09
8  35  1.85644e+09
8  36  2.00809e+09
8  37  1.97201e+09
8  38  1.56301e+09
8  39  1.61055e+09
8  40  1.41252e+09
8  41  1.46762e+09
8  42  1.63346e+09
8  43  1.59338e+09
8  44  1.38854e+09
8  45  1.5672e+09
8  46  1.40129e+09
8  47  1.49261e+09
8  48  1.40445e+09
8  49  1.41071e+09
8  50  1.50579e+09
9  0  1.68377e+09
9  1  1.87472e+09
9  2  1.74802e+09
9  3  1.45963e+09
9  4  1.69679e+09
9  5  1.6865e+09
9  6  1.64308e+09
9  7  1.54178e+09
9  8  1.4903e+09
9  9  1.62828e+09
9  10  1.6254e+09
9  11  1.75758e+09
9  12  1.61215e+09
9  13  1.70267e+09
9  14  1.73947e+09
9  15  1.78763e+09
9  16  1.68824e+09
9  17  1.56406e+09
9  18  1.17417e+09
9  19  8.2848e+08
9  20  1.16911e+09
9  21  1.09095e+09
9  22  1.07651e+09
9  23  1.14328e+09
9  24  1.4447e+09
9  25  1.64537e+09
9  26  1.26811e+09
9  27  1.12239e+09
9  28  1.26525e+09
9  29  1.32383e+09
9  30  1.22007e+09
9  31  1.34067e+09
9  32  1.14681e+09
9  33  1.45525e+09
9  34  1.58512e+09
9  35  1.74639e+09
9  36  1.62217e+09
9  37  1.77035e+09
9  38  1.66452e+09
9  39  1.79215e+09
9  40  1.46627e+09
9  41  1.30178e+09
9  42  1.48107e+09
9  43  1.45691e+09
9  44  1.41104e+09
9  45  1.42683e+09
9  46  1.56685e+09
9  47  1.32999e+09
9  48  1.37862e+09
9  49  1.62144e+09
9  50  1.67259e+09
10  0  1.63892e+09
10  1  1.81276e+09
10  2  1.80674e+09
10  3  1.48235e+09
10  4  1.4629e+09
10  5  1.69793e+09
10  6  1.46672e+09
10  7  1.41785e+09
10  8  1.3124e+09
10  9  1.42716e+09
10  10  1.44765e+09
10  11  1.59606e+09
10  12  1.69824e+09
10  13  1.60782e+09
10  14  1.73534e+09
10  15  1.58677e+09
10  16  1.62685e+09
10  17  1.43542e+09
10  18  1.25648e+09
10  19  9.39326e+08
10  20  1.22572e+09
10  21  1.13857e+09
10  22  1.16527e+09
10  23  1.23974e+09
10  24  1.31838e+09
10  25  1.62977e+09
10  26  1.42206e+09
10  27  1.10167e+09
10  28  1.32117e+09
10  29  1.37376e+09
10  30  1.41644e+09
10  31  1.17682e+09
10  32  1.37352e+09
10  33  1.23498e+09
10  34  1.62392e+09
10  35  1.61792e+09
10  36  1.63409e+09
10  37  1.55369e+09
10  38  1.50109e+09
10  39  1.38999e+09
10  40  1.48795e+09
10  41  1.32777e+09
10  42  1.46084e+09
10  43  1.24692e+09
10  44  1.32712e+09
10  45  1.53382e+09
10  46  1.25973e+09
10  47  1.53069e+09
10  48  1.60964e+09
10  49  1.32365e+09
10  50  1.34459e+09
11  0  1.59744e+09
11  1  1.59781e+09
11  2  1.7201e+09
11  3  1.50062e+09
11  4  1.50398e+09
11  5  1.56054e+09
11  6  1.57311e+09
11  7  1.40054e+09
11  8  1.31442e+09
11  9  1.23022e+09
11  10  1.56491e+09
11  11  1.78436e+09
11  12  1.63278e+09
11  13  1.83116e+09
11  14  1.81138e+09
11  15  1.71897e+09
11  16  1.71714e+09
11  17  1.67767e+09
11  18  1.14077e+09
11  19  1.04897e+09
11  20  1.534e+09
11  21  1.29682e+09
11  22  1.32698e+09
11  23  1.31636e+09
11  24  1.45872e+09
11  25  1.59439e+09
11  26  1.26436e+09
11  27  1.17902e+09
11  28  1.31056e+09
11  29  1.2863e+09
11  30  1.34638e+09
11  31  1.24364e+09
11  32  1.22845e+09
11  33  1.31418e+09
11  34  1.55892e+09
11  35  1.59303e+09
11  36  1.62513e+09
11  37  1.72016e+09
11  38  1.48821e+09
11  39  1.36575e+09
11  40  1.55031e+09
11  41  1.0935e+09
11  42  1.18348e+09
11  43  1.28323e+09
11  44  1.36463e+09
11  45  1.41122e+09
11  46  1.38693e+09
11  47  1.45755e+09
11  48  1.50088e+09
11  49  1.39123e+09
11  50  1.62885e+09
12  0  1.50255e+09
12  1  1.58948e+09
12  2  1.83458e+09
12  3  1.43851e+09
12  4  1.42942e+09
12  5  1.50823e+09
12  6  1.56729e+09
12  7  1.50543e+09
12  8  1.1623e+09
12  9  1.20942e+09
12  10  1.56862e+09
12  11  1.43108e+09
12  12  1.61548e+09
12  13  1.59671e+09
12  14  1.75283e+09
12  15  1.6265e+09
12  16  1.76627e+09
12  17  1.52879e+09
12  18  1.35726e+09
12  19  1.12215e+09
12  20  1.62144e+09
12  21  1.521e+09
12  22  1.51291e+09
12  23  1.54981e+09
12  24  1.28513e+09
12  25  1.79476e+09
12  26  1.32814e+09
12  27  1.28547e+09
12  28  1.36679e+09
12  29  1.37212e+09
12  30  1.438e+09
12  31  1.44423e+09
12  32  1.42536e+09
12  33  1.32209e+09
12  34  1.41217e+09
12  35  1.4901e+09
12  36  1.58546e+09
12  37  1.61116e+09
12  38  1.29987e+09
12  39  1.31271e+09
12  40  1.31418e+09
12  41  1.1298e+09
12  42  1.02822e+09
12  43  1.04361e+09
12  44  1.27168e+09
12  45  1.18395e+09
12  46  1.32419e+09
12  47  1.43806e+09
12  48  1.50925e+09
12  49  1.34158e+09
12  50  1.56526e+09
13  0  1.34623e+09
13  1  1.62778e+09
13  2  1.70246e+09
13  3  1.48579e+09
13  4  1.64325e+09
13  5  1.44193e+09
13  6  1.47652e+09
13  7  1.40389e+09
13  8  1.21711e+09
13  9  1.24249e+09
13  10  1.41991e+09
13  11  1.55772e+09
13  12  1.79844e+09
13  13  1.859e+09
13  14  1.98252e+09
13  15  1.82693e+09
13  16  1.7589e+09
13  17  1.42566e+09
13  18  1.36104e+09
13  19  1.38456e+09
13  20  1.53557e+09
13  21  1.56208e+09
13  22  1.56652e+09
13  23  1.61221e+09
13  24  1.71946e+09
13  25  1.70816e+09
13  26  1.41393e+09
13  27  1.42002e+09
13  28  1.5187e+09
13  29  1.55736e+09
13  30  1.67027e+09
13  31  1.39339e+09
13  32  1.4771e+09
13  33  1.36205e+09
13  34  1.47581e+09
13  35  1.53372e+09
13  36  1.4042e+09
13  37  1.39358e+09
13  38  1.32189e+09
13  39  1.45489e+09
13  40  1.3129e+09
13  41  9.95563e+08
13  42  9.13926e+08
13  43  1.05968e+09
13  44  1.19215e+09
13  45  1.35964e+09
13  46  1.30107e+09
13  47  1.5295e+09
13  48  1.53349e+09
13  49  1.37165e+09
13  50  1.57204e+09
14  0  1.33963e+09
14  1  1.54825e+09
14  2  1.77828e+09
14  3  1.46648e+09
14  4  1.43268e+09
14  5  1.35908e+09
14  6  1.49948e+09
14  7  1.39108e+09
14  8  1.04618e+09
14  9  1.04391e+09
14  10  1.37042e+09
14  11  1.70072e+09
14  12  1.81052e+09
14  13  1.8446e+09
14  14  1.66283e+09
14  15  1.72467e+09
14  16  1.97697e+09
14  17  1.73121e+09
14  18  1.39159e+09
14  19  1.32343e+09
14  20  1.53138e+09
14  21  1.65955e+09
14  22  1.51025e+09
14  23  1.77187e+09
14  24  1.47542e+09
14  25  1.78577e+09
14  26  1.77169e+09
14  27  1.35288e+09
14  28  1.53287e+09
14  29  1.56259e+09
14  30  1.68576e+09
14  31  1.51412e+09
14  32  1.52649e+09
14  33  1.49981e+09
14  34  1.47144e+09
14  35  1.48077e+09
14  36  1.4483e+09
14  37  1.59429e+09
14  38  1.38498e+09
14  39  1.38845e+09
14  40  1.28944e+09
14  41  9.60528e+08
14  42  7.82079e+08
14  43  8.84587e+08
14  44  1.00438e+09
14  45  1.13395e+09
14  46  1.2645e+09
14  47  1.38105e+09
14  48  1.48156e+09
14  49  1.47519e+09
14  50  1.49116e+09
15  0  1.56744e+09
15  1  1.58713e+09
15  2  1.61785e+09
15  3  1.50756e+09
15  4  1.42049e+09
15  5  1.47634e+09
15  6  1.39297e+09
15  7  1.39297e+09
15  8  1.17556e+09
15  9  1.21272e+09
15  10  1.51372e+09
15  11  1.72645e+09
15  12  1.61066e+09
15  13  1.84296e+09
15  14  1.66376e+09
15  15  1.91734e+09
15  16  1.98281e+09
15  17  1.84603e+09
15  18  1.7495e+09
15  19  1.41609e+09
15  20  1.65071e+09
15  21  1.73085e+09
15  22  1.47623e+09
15  23  1.5395e+09
15  24  1.50133e+09
15  25  1.92833e+09
15  26  1.77461e+09
15  27  1.48864e+09
15  28  1.63773e+09
15  29  1.69925e+09
15  30  1.43271e+09
15  31  1.64272e+09
15  32  1.61226e+09
15  33  1.41906e+09
15  34  1.50078e+09
15  35  1.585e+09
15  36  1.45667e+09
15  37  1.47685e+09
15  38  1.34534e+09
15  39  1.62124e+09
15  40  1.17356e+09
15  41  8.96359e+08
15  42  8.1913e+08
15  43  9.32741e+08
15  44  1.11296e+09
15  45  1.1305e+09
15  46  1.23034e+09
15  47  1.58298e+09
15  48  1.37382e+09
15  49  1.50738e+09
15  50  1.42494e+09
16  0  1.63018e+09
16  1  1.59476e+09
16  2  1.69938e+09
16  3  1.67854e+09
16  4  1.55871e+09
16  5  1.51512e+09
16  6  1.41385e+09
16  7  1.2181e+09
16  8  1.21158e+09
16  9  1.4226e+09
16  10  1.55018e+09
16  11  1.58358e+09
16  12  1.61839e+09
16  13  1.74755e+09
16  14  1.75419e+09
16  15  2.08805e+09
16  16  2.22496e+09
16  17  2.10013e+09
16  18  1.52904e+09
16  19  1.62643e+09
16  20  1.69626e+09
16  21  1.80973e+09
16  22  1.48331e+09
16  23  1.57331e+09
16  24  1.69305e+09
16  25  1.88326e+09
16  26  1.74248e+09
16  27  1.5647e+09
16  28  1.86355e+09
16  29  1.90775e+09
16  30  1.69687e+09
16  31  1.61976e+09
16  32  1.69425e+09
16  33  1.43625e+09
16  34  1.64471e+09
16  35  1.5728e+09
16  36  1.56557e+09
16  37  1.58409e+09
16  38  1.59287e+09
16  39  1.59244e+09
16  40  1.07472e+09
16  41  8.65424e+08
16  42  8.84615e+08
16  43  9.45939e+08
16  44  1.10711e+09
16  45  1.11132e+09
16  46  1.03932e+09
16  47  1.34215e+09
16  48  1.59998e+09
16  49  1.46645e+09
16  50  1.41107e+09
17  0  1.58506e+09
17  1  1.71772e+09
17  2  1.66046e+09
17  3  1.51987e+09
17  4  1.62032e+09
17  5  1.64318e+09
17  6  1.4929e+09
17  7  1.26593e+09
17  8  1.18315e+09
17  9  1.39303e+09
17  10  1.72798e+09
17  11  1.90784e+09
17  12  1.94131e+09
17  13  1.93286e+09
17  14  2.07831e+09
17  15  2.15207e+09
17  16  1.9239e+09
17  17  1.88289e+09
17  18  1.75235e+09
17  19  1.64636e+09
17  20  1.87338e+09
17  21  1.85515e+09
17  22  1.68157e+09
17  23  1.81209e+09
17  24  1.74755e+09
17  25  1.7746e+09
17  26  1.6731e+09
17  27  1.94398e+09
17  28  1.82378e+09
17  29  1.75776e+09
17  30  1.66139e+09
17  31  1.90659e+09
17  32  1.53697e+09
17  33  1.58143e+09
17  34  1.531e+09
17  35  1.66165e+09
17  36  1.70117e+09
17  37  1.713e+09
17  38  1.60339e+09
17  39  1.60809e+09
17  40  1.04927e+09
17  41  8.73559e+08
17  42  7.88969e+08
17  43  1.03407e+09
17  44  1.26449e+09
17  45  1.22146e+09
17  46  1.23877e+09
17  47  1.6546e+09
17  48  1.39319e+09
17  49  1.63553e+09
17  50  1.37411e+09
18  0  1.41491e+09
18  1  1.67726e+09
18  2  1.70763e+09
18  3  1.74882e+09
18  4  1.57058e+09
18  5  1.50346e+09
18  6  1.28257e+09
18  7  1.24304e+09
18  8  1.21353e+09
18  9  1.38798e+09
18  10  1.70424e+09
18  11  1.79859e+09
18  12  1.97806e+09
18  13  1.91625e+09
18  14  1.86629e+09
18  15  2.04802e+09
18  16  1.99607e+09
18  17  1.77522e+09
18  18  1.91636e+09
18  19  1.63287e+09
18  20  1.65347e+09
18  21  1.9225e+09
18  22  1.59247e+09
18  23  1.71587e+09
18  24  1.72583e+09
18  25  1.81759e+09
18  26  1.88183e+09
18  27  1.7513e+09
18  28  1.79967e+09
18  29  1.93878e+09
18  30  1.71221e+09
18  31  1.81215e+09
18  32  1.88949e+09
18  33  1.64543e+09
18  34  1.62336e+09
18  35  1.72574e+09
18  36  1.5547e+09
18  37  1.66287e+09
18  38  1.49328e+09
18  39  1.77255e+09
18  40  1.25606e+09
18  41  1.00001e+09
18  42  9.80367e+08
18  43  9.2527e+08
18  44  1.16353e+09
18  45  1.21713e+09
18  46  1.24321e+09
18  47  1.41697e+09
18  48  1.53385e+09
18  49  1.45162e+09
18  50  1.51019e+09
19  0  1.35931e+09
19  1  1.66099e+09
19  2  1.69195e+09
19  3  1.69153e+09
19  4  1.74466e+09
19  5  1.43587e+09
19  6  1.43889e+09
19  7  1.16058e+09
19  8  1.316e+09
19  9  1.72065e+09
19  10  1.78211e+09
19  11  1.79352e+09
19  12  1.75074e+09
19  13  1.89741e+09
19  14  2.04336e+09
19  15  2.07598e+09
19  16  2.37303e+09
19  17  1.89493e+09
19  18  1.87794e+09
19  19  1.8956e+09
19  20  1.73435e+09
19  21  1.73529e+09
19  22  1.77014e+09
19  23  1.64908e+09
19  24  1.80562e+09
19  25  1.91683e+09
19  26  1.78862e+09
19  27  1.93731e+09
19  28  1.77686e+09
19  29  1.97275e+09
19  30  1.78285e+09
19  31  1.94664e+09
19  32  1.93278e+09
19  33  1.83023e+09
19  34  1.76474e+09
19  35  1.7087e+09
19  36  1.69228e+09
19  37  1.78786e+09
19  38  1.52109e+09
19  39  1.74323e+09
19  40  1.17805e+09
19  41  1.00934e+09
19  42  1.04031e+09
19  43  1.15333e+09
19  44  1.33781e+09
19  45  1.32803e+09
19  46  1.18386e+09
19  47  1.55584e+09
19  48  1.40143e+09
19  49  1.53564e+09
19  50  1.47161e+09
20  0  1.55115e+09
20  1  1.65959e+09
20  2  1.89726e+09
20  3  1.60092e+09
20  4  1.67126e+09
20  5  1.57963e+09
20  6  1.41429e+09
20  7  1.20331e+09
20  8  1.32527e+09
20  9  1.56642e+09
20  10  1.84775e+09
20  11  2.02365e+09
20  12  1.71103e+09
20  13  1.85656e+09
20  14  1.84965e+09
20  15  2.19532e+09
20  16  2.15621e+09
20  17  1.91355e+09
20  18  2.01634e+09
20  19  1.70649e+09
20  20  1.89032e+09
20  21  1.84914e+09
20  22  1.86458e+09
20  23  1.81155e+09
20  24  1.78922e+09
20  25  1.82629e+09
20  26  1.69889e+09
20  27  1.74039e+09
20  28  1.86418e+09
20  29  2.01402e+09
20  30  2.08232e+09
20  31  2.08721e+09
20  32  1.86782e+09
20  33  1.7233e+09
20  34  1.7829e+09
20  35  1.62915e+09
20  36  1.67302e+09
20  37  1.81727e+09
20  38  1.72163e+09
20  39  1.82594e+09
20  40  1.63312e+09
20  41  1.08074e+09
20  42  1.0737e+09
20  43  1.28629e+09
20  44  1.40587e+09
20  45  1.25176e+09
20  46  1.36555e+09
20  47  1.45973e+09
20  48  1.54133e+09
20  49  1.58999e+09
20  50  1.64001e+09
21  0  1.40436e+09
21  1  1.61915e+09
21  2  1.90935e+09
21  3  1.84854e+09
21  4  1.8749e+09
21  5  1.53439e+09
21  6  1.23778e+09
21  7  1.27164e+09
21  8  1.36592e+09
21  9  1.65419e+09
21  10  1.90888e+09
21  11  1.69896e+09
21  12  1.94432e+09
21  13  1.68555e+09
21  14  2.02612e+09
21  15  2.41991e+09
21  16  2.29958e+09
21  17  1.91604e+09
21  18  1.9345e+09
21  19  1.88976e+09
21  20  1.81063e+09
21  21  1.94045e+09
21  22  1.81372e+09
21  23  1.73546e+09
21  24  1.67409e+09
21  25  1.79218e+09
21  26  1.79705e+09
21  27  1.64653e+09
21  28  1.83543e+09
21  29  1.96732e+09
21  30  2.06416e+09
21  31  1.642e+09
21  32  1.85742e+09
21  33  1.93399e+09
21  34  1.78975e+09
21  35  1.63308e+09
21  36  1.63586e+09
21  37  1.77006e+09
21  38  1.74677e+09
21  39  2.01425e+09
21  40  1.48147e+09
21  41  1.35798e+09
21  42  1.22773e+09
21  43  1.36032e+09
21  44  1.42106e+09
21  45  1.37355e+09
21  46  1.32627e+09
21  47  1.62877e+09
21  48  1.62768e+09
21  49  1.53538e+09
21  50  1.45914e+09
22  0  1.44679e+09
22  1  1.71028e+09
22  2  1.87215e+09
22  3  1.8956e+09
22  4  1.76024e+09
22  5  1.64051e+09
22  6  1.41384e+09
22  7  1.15984e+09
22  8  1.32184e+09
22  9  1.7406e+09
22  10  1.80141e+09
22  11  1.82203e+09
22  12  1.80157e+09
22  13  1.79487e+09
22  14  1.88237e+09
22  15  2.01902e+09
22  16  2.46532e+09
22  17  2.2037e+09
22  18  1.83014e+09
22  19  1.74989e+09
22  20  1.81483e+09
22  21  1.92309e+09
22  22  1.7588e+09
22  23  1.81687e+09
22  24  1.9172e+09
22  25  1.80549e+09
22  26  1.90146e+09
22  27  1.88391e+09
22  28  1.9062e+09
22  29  1.98055e+09
22  30  1.82337e+09
22  31  1.83048e+09
22  32  2.11999e+09
22  33  2.08301e+09
22  34  1.93708e+09
22  35  1.71815e+09
22  36  1.63541e+09
22  37  1.82386e+09
