row  column  (images_25_1_306.edf Mn-K*images_25_1_306.edf Ar-K**2.3)
18  13  1.87357e+07
18  14  1.78836e+07
18  15  1.06732e+07
18  16  2.11762e+07
18  17  1.31575e+07
18  18  1.15228e+07
18  19  1.29605e+07
18  20  1.20768e+07
18  21  8.3167e+06
18  22  1.67439e+07
18  23  1.57265e+07
18  24  7.04379e+06
18  25  1.49923e+07
18  26  2.04392e+07
18  27  1.02488e+07
18  28  1.27939e+07
18  29  1.52155e+07
18  30  1.79029e+07
18  31  1.10196e+07
18  32  1.45149e+07
18  33  1.322e+07
18  34  1.42036e+07
18  35  1.21426e+07
18  36  4.79509e+06
18  37  1.71437e+07
18  38  1.27945e+07
18  39  2.19518e+07
18  40  1.05116e+07
18  41  1.36485e+07
18  42  1.21195e+07
18  43  1.3465e+07
18  44  1.19943e+07
18  45  1.1329e+07
18  46  1.31413e+07
18  47  1.41503e+07
18  48  1.07035e+07
18  49  1.47783e+07
18  50  5.03819e+06
19  0  1.14877e+07
19  1  4.74446e+06
19  2  5.44013e+06
19  3  1.1998e+07
19  4  1.88462e+07
19  5  5.63876e+06
19  6  2.59362e+07
19  7  2.03399e+07
19  8  1.26816e+07
19  9  2.1846e+07
19  10  1.53875e+07
19  11  9.62693e+06
19  12  0
19  13  1.91848e+07
19  14  2.70393e+07
19  15  7.30144e+06
19  16  1.887e+07
19  17  1.1293e+07
19  18  1.30091e+07
19  19  1.93446e+07
19  20  8.35338e+06
19  21  1.52628e+07
19  22  1.50562e+07
19  23  6.79691e+06
19  24  8.14631e+06
19  25  1.04978e+07
19  26  1.26533e+07
19  27  2.2238e+07
19  28  1.2063e+07
19  29  1.15926e+07
19  30  1.5895e+07
19  31  6.71455e+06
19  32  1.46424e+07
19  33  1.11157e+07
19  34  8.31461e+06
19  35  1.22653e+07
19  36  1.69319e+07
19  37  1.5618e+07
19  38  1.15473e+07
19  39  9.82529e+06
19  40  1.73834e+07
19  41  1.48025e+07
19  42  1.14407e+07
19  43  6.86101e+06
19  44  1.57904e+07
19  45  8.24898e+06
19  46  1.45328e+07
19  47  2.65664e+07
19  48  2.00851e+07
19  49  7.6563e+06
19  50  1.68912e+07
20  0  1.02323e+07
20  1  1.54406e+07
20  2  2.37273e+07
20  3  1.27031e+07
20  4  1.14631e+07
20  5  1.5215e+07
20  6  1.80777e+07
20  7  2.52942e+07
20  8  2.31209e+07
20  9  1.4648e+07
20  10  1.00338e+07
20  11  1.08936e+07
20  12  2.18426e+07
20  13  2.56061e+06
20  14  1.26082e+07
20  15  7.75931e+06
20  16  1.96014e+07
20  17  1.72203e+07
20  18  2.17799e+07
20  19  1.82147e+07
20  20  2.15876e+07
20  21  3.93409e+06
20  22  9.67573e+06
20  23  6.40433e+06
20  24  1.60124e+07
20  25  4.56652e+06
20  26  1.31648e+07
20  27  7.48624e+06
20  28  1.45598e+07
20  29  1.03959e+07
20  30  1.46991e+07
20  31  1.3584e+07
20  32  8.44516e+06
20  33  1.60959e+07
20  34  1.42741e+07
20  35  1.66e+07
20  36  1.04558e+07
20  37  2.76863e+07
20  38  1.21756e+07
20  39  5.32477e+06
20  40  1.77322e+07
20  41  8.61247e+06
20  42  1.66991e+07
20  43  1.02755e+07
20  44  1.22847e+07
20  45  1.96962e+07
20  46  2.10369e+07
20  47  1.69577e+07
20  48  1.37823e+07
20  49  2.00423e+07
20  50  9.79526e+06
21  0  1.04498e+07
21  1  1.44053e+07
21  2  1.14115e+07
21  3  1.53208e+07
21  4  1.00615e+07
21  5  1.87185e+07
21  6  1.4977e+07
21  7  1.65138e+07
21  8  1.47068e+07
21  9  6.54689e+06
21  10  4.62768e+06
21  11  1.58755e+07
21  12  2.06456e+07
21  13  9.42562e+06
21  14  1.6484e+07
21  15  1.34078e+07
21  16  1.28344e+07
21  17  1.78493e+07
21  18  1.26998e+07
21  19  1.51892e+07
21  20  1.89288e+07
21  21  2.5203e+06
21  22  1.93425e+07
21  23  2.0345e+07
21  24  3.32197e+07
21  25  1.60782e+07
21  26  1.15402e+07
21  27  1.37916e+07
21  28  1.99333e+07
21  29  9.09941e+06
21  30  4.85975e+06
21  31  1.61697e+07
21  32  1.60747e+07
21  33  9.40856e+06
21  34  1.78316e+07
21  35  1.06716e+07
21  36  1.65709e+07
21  37  2.17177e+07
21  38  1.05703e+07
21  39  1.08745e+07
21  40  9.01445e+06
21  41  1.89408e+07
21  42  2.87682e+07
21  43  1.6119e+07
21  44  9.34033e+06
21  45  2.13072e+07
21  46  1.77262e+07
21  47  1.2588e+07
21  48  1.33107e+07
21  49  1.29381e+07
21  50  1.39675e+07
22  0  8.14585e+06
22  1  1.38436e+07
22  2  1.09919e+07
22  3  1.91661e+07
22  4  1.03346e+07
22  5  8.1182e+06
22  6  2.12478e+07
22  7  2.17313e+07
22  8  1.47318e+07
22  9  9.94048e+06
22  10  6.72407e+06
22  11  1.97672e+07
22  12  1.79298e+07
22  13  6.26221e+06
22  14  1.12741e+07
22  15  1.52653e+07
22  16  1.36092e+07
22  17  1.42501e+07
22  18  1.05857e+07
22  19  1.02284e+07
22  20  1.38124e+07
22  21  1.57606e+07
22  22  1.307e+07
22  23  1.48433e+07
22  24  1.11633e+07
22  25  7.34376e+06
22  26  2.08084e+07
22  27  1.37858e+07
22  28  1.98965e+07
22  29  1.71079e+07
22  30  1.8167e+07
22  31  1.63237e+07
22  32  1.15133e+07
22  33  1.73128e+07
22  34  0
22  35  1.59534e+07
22  36  1.15347e+07
22  37  1.79727e+07
22  38  1.28741e+07
22  39  1.70056e+07
22  40  2.09018e+06
22  41  1.1421e+07
22  42  9.69165e+06
