row  column  (images_25_1_306.edf Mn-K*images_25_1_306.edf Ar-K**2.3)
0  0  1.32189e+07
0  1  8.22378e+06
0  2  1.01783e+07
0  3  1.24301e+07
0  4  8.51116e+06
0  5  1.62276e+07
0  6  1.44296e+07
0  7  1.49888e+07
0  8  9.36868e+06
0  9  1.12174e+07
0  10  1.20664e+07
0  11  1.47436e+07
0  12  2.13126e+07
0  13  1.67003e+07
0  14  2.0343e+07
0  15  8.24562e+06
0  16  2.18927e+07
0  17  1.77831e+06
0  18  1.27695e+07
0  19  2.48043e+07
0  20  1.99802e+07
0  21  1.45594e+07
0  22  1.95603e+07
0  23  2.43906e+07
0  24  2.5626e+07
0  25  1.90888e+07
0  26  2.25696e+07
0  27  1.58793e+07
0  28  1.8617e+07
0  29  1.38834e+07
0  30  1.74992e+07
0  31  1.4801e+07
0  32  1.17499e+07
0  33  1.77335e+07
0  34  1.51757e+07
0  35  1.85107e+07
0  36  1.86543e+07
0  37  1.75057e+07
0  38  6.8015e+06
0  39  1.22787e+07
0  40  1.75417e+07
0  41  2.11177e+07
0  42  1.86788e+07
0  43  1.99976e+07
0  44  2.26053e+07
0  45  1.85126e+07
0  46  1.67533e+07
0  47  1.60306e+07
0  48  2.42285e+07
0  49  1.83297e+07
0  50  2.47843e+07
1  0  1.72599e+07
1  1  1.01505e+07
1  2  1.87147e+07
1  3  3.71722e+06
1  4  1.68911e+07
1  5  1.34029e+07
1  6  1.0448e+07
1  7  0
1  8  1.45239e+07
1  9  1.05699e+07
1  10  1.32182e+07
1  11  1.58156e+07
1  12  2.55307e+07
1  13  1.68779e+07
1  14  1.23894e+07
1  15  1.63574e+07
1  16  1.44163e+07
1  17  1.24678e+07
1  18  1.6603e+07
1  19  2.06619e+07
1  20  2.31652e+07
1  21  2.50142e+07
1  22  1.86953e+07
1  23  2.16272e+07
1  24  1.77411e+07
1  25  1.48755e+07
1  26  1.64597e+07
1  27  3.11106e+07
1  28  2.81114e+07
1  29  1.0253e+07
1  30  1.04308e+07
1  31  9.69215e+06
1  32  1.94647e+07
1  33  8.7326e+06
1  34  1.7179e+07
1  35  3.29099e+07
1  36  8.42153e+06
1  37  2.28507e+07
1  38  1.34987e+07
1  39  1.05989e+07
1  40  9.18625e+06
1  41  1.79079e+07
1  42  1.91384e+07
1  43  2.1234e+07
1  44  2.24525e+07
1  45  1.19352e+07
1  46  9.44763e+06
1  47  7.09882e+06
1  48  1.35277e+07
1  49  2.00803e+07
1  50  2.19586e+07
2  0  1.35515e+07
2  1  8.85685e+06
2  2  1.60801e+07
2  3  1.2984e+07
2  4  1.53155e+07
2  5  1.02827e+07
2  6  1.61146e+07
2  7  1.88809e+07
2  8  1.00998e+07
2  9  2.12089e+07
2  10  1.16534e+07
2  11  1.9105e+07
2  12  1.14016e+07
2  13  1.15637e+07
2  14  1.79345e+07
2  15  1.18656e+07
2  16  7.04547e+06
2  17  1.34003e+07
2  18  1.72867e+07
2  19  1.3218e+07
2  20  2.47811e+07
2  21  2.09376e+07
2  22  1.89393e+07
2  23  2.6323e+07
2  24  1.22831e+07
2  25  1.84181e+07
2  26  1.37466e+07
2  27  9.38727e+06
2  28  9.6789e+06
2  29  2.22954e+07
2  30  1.51531e+07
2  31  2.47781e+07
2  32  1.38286e+07
2  33  0
2  34  5.23312e+06
2  35  1.20696e+07
2  36  5.71092e+06
2  37  5.34456e+06
2  38  1.7417e+07
2  39  1.39806e+07
2  40  1.14873e+07
2  41  1.77373e+07
2  42  9.20613e+06
2  43  1.36966e+07
2  44  7.7237e+06
2  45  1.45929e+07
2  46  2.17845e+07
2  47  1.46061e+07
2  48  1.00639e+07
2  49  1.53335e+07
2  50  1.04353e+07
3  0  1.34748e+07
3  1  5.28524e+06
3  2  2.01866e+07
3  3  7.55031e+06
3  4  1.32739e+07
3  5  6.13788e+06
3  6  1.9629e+07
3  7  1.70325e+07
3  8  1.22788e+07
3  9  2.18184e+07
3  10  1.83347e+07
3  11  9.16917e+06
3  12  1.27585e+07
3  13  1.32255e+07
3  14  1.3899e+07
3  15  1.31004e+07
3  16  1.11278e+07
3  17  1.42328e+07
3  18  1.7932e+07
3  19  1.60681e+07
3  20  2.13501e+07
3  21  2.24645e+07
3  22  2.89007e+07
3  23  1.25331e+07
3  24  2.01484e+07
3  25  1.77047e+07
3  26  1.55738e+07
3  27  1.87318e+07
3  28  1.1063e+07
3  29  1.29316e+07
3  30  9.9014e+06
3  31  1.60286e+07
3  32  5.8536e+06
3  33  1.97611e+07
3  34  1.45651e+07
3  35  1.26002e+07
3  36  1.53923e+07
3  37  1.39381e+07
3  38  1.00279e+07
3  39  8.79729e+06
3  40  1.95803e+07
3  41  2.30728e+07
3  42  2.10766e+07
3  43  2.61601e+07
3  44  1.34705e+07
3  45  1.30789e+07
3  46  8.97756e+06
3  47  1.22977e+07
3  48  1.27581e+07
3  49  1.78766e+07
3  50  9.57798e+06
4  0  5.06126e+06
4  1  1.98436e+07
4  2  1.55448e+07
4  3  1.0201e+07
4  4  1.23795e+07
4  5  1.38618e+07
4  6  2.52532e+07
4  7  1.17952e+07
4  8  1.78913e+07
4  9  1.31738e+07
4  10  6.93918e+06
4  11  1.51262e+07
4  12  2.00431e+07
4  13  1.38971e+07
4  14  2.4446e+07
4  15  1.46174e+07
4  16  9.64122e+06
4  17  1.5158e+07
4  18  2.06735e+07
4  19  2.19698e+07
4  20  2.84551e+07
4  21  1.23251e+07
4  22  2.41805e+07
4  23  1.54989e+07
4  24  1.41821e+07
4  25  1.69035e+07
4  26  1.71464e+07
4  27  1.60634e+07
4  28  8.49704e+06
4  29  1.44564e+07
4  30  2.03094e+07
4  31  1.53073e+07
4  32  5.80419e+06
4  33  1.22579e+07
4  34  0
4  35  1.19398e+07
4  36  8.3912e+06
4  37  1.47947e+07
4  38  1.60185e+07
4  39  9.37069e+06
4  40  1.49697e+07
4  41  1.80096e+07
4  42  1.84462e+07
4  43  9.41939e+06
4  44  1.90021e+07
4  45  2.80251e+07
4  46  1.27069e+07
4  47  1.97344e+07
4  48  1.76247e+07
4  49  2.61013e+06
4  50  1.36202e+07
5  0  1.48465e+07
5  1  8.21482e+06
5  2  1.06875e+07
5  3  9.84826e+06
5  4  6.66783e+06
5  5  1.30004e+07
5  6  2.0012e+07
5  7  1.71752e+07
5  8  9.37164e+06
5  9  1.84304e+07
5  10  1.33042e+07
5  11  1.24194e+07
5  12  2.45483e+07
5  13  2.3491e+07
5  14  2.20322e+07
5  15  1.68511e+07
5  16  1.96848e+07
5  17  1.48469e+07
5  18  1.10629e+07
5  19  1.51731e+07
5  20  2.37206e+07
5  21  9.09046e+06
5  22  1.13356e+07
5  23  1.88268e+07
5  24  2.1669e+07
5  25  1.57386e+07
5  26  1.44058e+07
5  27  1.8752e+07
5  28  2.55043e+07
5  29  1.88687e+07
5  30  5.67486e+06
5  31  2.15756e+07
5  32  1.2129e+07
5  33  1.49042e+07
5  34  7.76555e+06
5  35  9.26984e+06
5  36  1.53599e+07
5  37  1.65402e+07
5  38  2.36791e+07
5  39  3.04607e+07
5  40  1.0115e+07
5  41  2.23579e+07
5  42  1.57925e+07
5  43  1.69008e+07
5  44  1.61505e+07
5  45  1.5511e+07
5  46  1.25904e+07
5  47  1.07815e+07
5  48  1.02442e+07
5  49  1.6247e+07
5  50  8.38239e+06
6  0  1.90223e+07
6  1  1.64135e+07
6  2  1.87252e+07
6  3  2.79835e+06
6  4  7.25802e+06
6  5  1.51432e+07
6  6  1.32028e+07
6  7  4.73022e+06
6  8  1.6419e+07
6  9  2.32388e+07
6  10  2.1184e+07
6  11  6.93684e+06
6  12  9.79662e+06
6  13  1.26345e+07
6  14  9.25363e+06
6  15  1.03104e+07
6  16  2.7298e+07
6  17  1.38395e+07
6  18  1.23567e+07
6  19  2.46718e+07
6  20  1.3953e+07
6  21  1.28156e+07
6  22  1.54448e+07
6  23  1.66876e+07
6  24  2.35824e+07
6  25  1.59262e+07
6  26  1.23414e+07
6  27  1.74211e+07
6  28  7.5677e+06
6  29  9.37651e+06
6  30  1.27405e+07
6  31  1.2941e+07
6  32  1.1787e+07
6  33  1.12023e+07
6  34  1.35248e+07
6  35  9.11352e+06
6  36  1.12233e+07
6  37  1.2679e+07
6  38  4.24885e+06
6  39  1.99137e+07
6  40  1.93834e+07
6  41  1.0604e+07
6  42  1.64418e+07
6  43  9.07116e+06
6  44  1.03149e+07
6  45  1.08607e+07
6  46  1.08528e+07
6  47  5.48774e+06
6  48  9.36966e+06
6  49  1.76493e+07
6  50  2.01083e+07
7  0  1.31494e+07
7  1  8.39176e+06
7  2  7.79374e+06
7  3  5.10695e+06
7  4  1.52578e+07
7  5  1.11507e+07
7  6  2.4623e+07
7  7  6.44718e+06
7  8  1.38975e+07
7  9  1.31579e+07
7  10  1.32589e+07
7  11  2.12016e+07
7  12  1.7055e+07
7  13  9.58985e+06
7  14  1.61041e+07
7  15  2.15088e+07
7  16  2.18578e+07
7  17  1.79011e+07
7  18  1.62649e+07
7  19  2.5808e+07
7  20  1.25929e+07
7  21  2.34862e+07
7  22  1.03674e+07
7  23  1.23236e+07
7  24  1.31146e+07
7  25  1.41552e+07
7  26  1.89379e+07
7  27  1.52263e+07
7  28  8.1646e+06
7  29  3.13333e+07
7  30  2.10049e+07
7  31  1.15838e+07
7  32  1.57695e+07
7  33  8.93873e+06
7  34  1.31904e+07
7  35  3.45478e+06
7  36  0
7  37  1.40324e+07
7  38  1.23929e+07
7  39  3.08319e+06
7  40  9.41368e+06
7  41  8.34242e+06
7  42  1.90895e+07
7  43  1.2654e+07
7  44  1.00258e+07
7  45  1.33695e+07
7  46  1.88971e+07
7  47  1.60593e+07
7  48  2.38639e+07
7  49  1.90021e+07
7  50  8.13922e+06
8  0  1.866e+07
8  1  9.97923e+06
8  2  1.86285e+07
8  3  2.16622e+07
8  4  9.06877e+06
8  5  8.78944e+06
8  6  1.13039e+07
8  7  8.72766e+06
8  8  1.91196e+07
8  9  1.47595e+07
8  10  2.32057e+07
8  11  1.66325e+07
8  12  8.28202e+06
8  13  9.3919e+06
8  14  1.5959e+07
8  15  4.7843e+06
8  16  7.58799e+06
8  17  4.81626e+06
8  18  1.33147e+07
8  19  2.06992e+07
8  20  1.2661e+07
8  21  1.67484e+07
8  22  2.21229e+07
8  23  1.87956e+07
8  24  2.28793e+07
8  25  2.35171e+07
8  26  2.05513e+07
8  27  1.70722e+07
8  28  7.90624e+06
8  29  1.96044e+07
8  30  1.49743e+07
8  31  1.6451e+07
8  32  1.67174e+07
8  33  5.1932e+06
8  34  5.97379e+06
8  35  4.71839e+06
8  36  1.40832e+07
8  37  1.07977e+07
8  38  1.8534e+07
8  39  1.03325e+07
8  40  1.48097e+07
8  41  2.12652e+07
8  42  1.24049e+07
8  43  1.83327e+07
8  44  1.05981e+07
8  45  1.48196e+06
8  46  1.62232e+07
8  47  1.83205e+07
8  48  1.29917e+07
8  49  8.0479e+06
8  50  1.9437e+07
9  0  9.09863e+06
9  1  1.0261e+07
9  2  1.22834e+07
9  3  1.12539e+07
9  4  1.94098e+07
9  5  1.72458e+07
9  6  1.5443e+07
9  7  1.8121e+07
9  8  8.30132e+06
9  9  1.34228e+07
9  10  1.83924e+07
9  11  0
9  12  4.64261e+06
9  13  1.46661e+07
9  14  5.62723e+06
9  15  2.16853e+07
9  16  1.31604e+07
9  17  2.13021e+07
9  18  1.23652e+07
9  19  3.3904e+06
9  20  1.75783e+07
9  21  2.3611e+07
9  22  1.80624e+07
9  23  2.04768e+07
9  24  3.98668e+06
9  25  6.58652e+06
9  26  6.52499e+06
9  27  1.18544e+07
9  28  1.32073e+07
9  29  0
9  30  1.69473e+07
9  31  1.44548e+07
9  32  9.1859e+06
9  33  2.30186e+07
9  34  1.41301e+07
9  35  1.15348e+07
9  36  8.71093e+06
9  37  1.09971e+07
9  38  1.39287e+07
9  39  1.32707e+07
9  40  9.53211e+06
9  41  1.07749e+07
9  42  1.56888e+07
9  43  1.3401e+07
9  44  1.09684e+07
9  45  1.55793e+07
9  46  1.34661e+07
9  47  1.50755e+07
9  48  1.98437e+07
9  49  5.50731e+06
9  50  6.06569e+06
10  0  2.17834e+07
10  1  1.89756e+07
10  2  1.10469e+07
10  3  6.5819e+06
10  4  1.35603e+07
10  5  1.89808e+07
10  6  2.13956e+07
10  7  1.46124e+07
10  8  1.49167e+07
10  9  9.75496e+06
10  10  8.60775e+06
10  11  2.05501e+07
10  12  1.45148e+07
10  13  2.36948e+07
10  14  8.74201e+06
10  15  7.63812e+06
10  16  7.66686e+06
10  17  6.53031e+06
10  18  1.99962e+07
10  19  1.95284e+07
10  20  1.47006e+07
10  21  1.46094e+07
10  22  1.09431e+07
10  23  2.28193e+07
10  24  1.76159e+07
10  25  1.9214e+07
10  26  2.1237e+07
10  27  2.01395e+07
10  28  2.15362e+07
10  29  1.93544e+07
10  30  1.80412e+07
10  31  1.10019e+07
10  32  1.14897e+07
10  33  8.94869e+06
10  34  1.15216e+07
10  35  4.29961e+06
10  36  1.26039e+07
10  37  2.1142e+07
10  38  1.86717e+07
10  39  2.13184e+07
10  40  1.21362e+07
10  41  1.64808e+07
10  42  2.1687e+07
10  43  1.86232e+07
10  44  1.54e+07
10  45  1.29484e+07
10  46  1.64724e+07
10  47  7.74258e+06
10  48  1.43526e+07
10  49  1.97878e+07
10  50  9.60484e+06
11  0  1.25574e+07
11  1  1.59893e+07
11  2  1.60955e+07
11  3  1.14172e+07
11  4  1.22039e+07
11  5  6.04182e+06
11  6  1.70179e+07
11  7  1.65937e+07
11  8  1.29125e+07
11  9  1.04775e+07
11  10  1.37805e+07
11  11  2.54554e+06
11  12  1.4473e+07
11  13  9.77132e+06
11  14  1.32347e+07
11  15  2.01738e+07
11  16  1.15509e+07
11  17  1.48586e+07
11  18  7.68528e+06
11  19  1.85048e+07
11  20  1.6147e+07
11  21  2.56111e+07
11  22  2.34736e+07
11  23  1.2546e+07
11  24  1.22592e+07
11  25  1.70893e+07
11  26  7.26401e+06
11  27  2.26272e+07
11  28  1.92453e+07
11  29  1.2199e+07
11  30  1.23845e+07
11  31  1.31348e+07
11  32  7.10354e+06
11  33  2.13427e+07
11  34  1.81019e+07
11  35  1.99158e+07
11  36  2.03392e+07
11  37  9.16152e+06
11  38  1.37766e+07
11  39  7.27058e+06
11  40  2.10068e+07
11  41  1.55897e+07
11  42  1.70396e+07
11  43  2.32996e+07
11  44  1.04483e+07
11  45  2.80455e+07
11  46  1.3755e+07
11  47  1.47006e+07
11  48  1.38655e+07
11  49  1.69947e+07
11  50  2.09988e+07
12  0  1.99224e+07
12  1  1.90321e+07
12  2  0
12  3  1.82904e+07
12  4  2.56912e+07
12  5  1.31096e+07
12  6  9.88789e+06
12  7  2.19475e+07
12  8  1.15126e+07
12  9  1.00586e+07
12  10  1.20592e+07
12  11  7.59166e+06
12  12  1.65942e+07
12  13  1.54143e+07
12  14  1.40245e+07
12  15  7.69668e+06
12  16  1.6383e+07
12  17  1.32624e+07
12  18  2.24474e+07
12  19  1.9638e+07
12  20  9.80006e+06
12  21  0
12  22  1.60689e+07
12  23  1.11383e+07
12  24  1.55742e+07
12  25  1.16303e+07
12  26  1.85132e+07
12  27  1.51693e+07
12  28  1.7748e+07
12  29  1.50469e+07
12  30  1.16278e+07
12  31  1.36161e+07
12  32  1.74803e+07
12  33  1.82307e+07
12  34  1.57612e+07
12  35  2.49317e+07
12  36  1.08511e+07
12  37  2.1681e+07
12  38  1.68246e+07
12  39  1.51748e+07
12  40  1.59908e+07
12  41  1.61709e+07
12  42  1.28638e+07
12  43  1.17889e+07
12  44  1.34594e+07
12  45  1.79407e+07
12  46  1.18075e+07
12  47  1.69131e+07
12  48  3.96694e+06
12  49  1.58079e+07
12  50  2.15616e+07
13  0  1.74279e+07
13  1  1.0927e+07
13  2  8.57674e+06
13  3  1.32727e+07
13  4  1.51319e+07
13  5  2.19166e+07
13  6  1.78442e+07
13  7  8.58613e+06
13  8  1.67087e+07
13  9  1.00992e+07
13  10  1.00994e+07
13  11  2.30249e+07
13  12  1.06008e+07
13  13  1.6442e+07
13  14  9.90881e+06
13  15  1.08048e+07
13  16  6.45514e+06
13  17  1.23203e+07
13  18  2.09549e+07
13  19  8.22141e+06
13  20  1.1314e+07
13  21  1.27576e+07
13  22  1.26353e+07
13  23  1.48259e+07
13  24  4.66161e+06
13  25  1.01568e+07
13  26  2.39237e+07
13  27  2.15545e+07
13  28  1.13547e+07
13  29  1.84306e+07
13  30  1.445e+07
13  31  1.19144e+07
13  32  1.9967e+07
13  33  1.3316e+07
13  34  1.61938e+07
13  35  9.35642e+06
13  36  8.67129e+06
13  37  1.75494e+07
13  38  1.37979e+07
13  39  1.36722e+07
13  40  3.18012e+07
13  41  1.86115e+07
13  42  1.83399e+07
13  43  2.00507e+07
13  44  1.3256e+07
13  45  1.40245e+07
13  46  1.29846e+07
13  47  1.93272e+07
13  48  1.58076e+07
13  49  1.09937e+07
13  50  9.17203e+06
14  0  6.47255e+06
14  1  5.04767e+06
14  2  2.15897e+07
14  3  1.797e+07
14  4  1.81512e+07
14  5  5.07639e+06
14  6  8.69186e+06
14  7  1.26448e+07
14  8  1.29772e+07
14  9  1.0534e+07
14  10  2.3473e+07
14  11  1.4507e+07
14  12  1.66551e+07
14  13  1.66435e+07
14  14  1.87684e+07
14  15  9.09549e+06
14  16  1.30582e+07
14  17  1.33622e+07
14  18  6.12276e+06
14  19  1.19033e+07
14  20  9.24551e+06
14  21  1.02264e+07
14  22  9.94278e+06
14  23  4.99688e+06
14  24  4.13323e+06
14  25  8.31366e+06
14  26  9.77007e+06
14  27  1.36206e+07
14  28  6.98134e+06
14  29  6.07092e+06
14  30  1.15407e+07
14  31  1.70298e+07
14  32  1.54863e+07
14  33  2.17969e+07
14  34  1.83937e+07
14  35  1.86023e+07
14  36  6.17466e+06
14  37  1.88476e+07
14  38  1.69247e+07
14  39  2.23354e+07
14  40  1.6413e+07
14  41  2.44621e+07
14  42  1.82426e+07
14  43  1.00461e+07
14  44  1.44434e+07
14  45  1.75354e+07
14  46  1.48849e+07
14  47  1.10992e+07
14  48  1.29093e+07
14  49  1.44687e+07
14  50  1.17043e+07
15  0  1.08325e+07
15  1  2.13601e+07
15  2  9.02588e+06
15  3  1.50018e+07
15  4  1.90968e+07
15  5  2.2134e+07
15  6  2.19656e+07
15  7  1.42137e+07
15  8  2.59345e+07
15  9  1.60313e+07
15  10  1.26934e+07
15  11  1.56805e+07
15  12  1.50436e+07
15  13  9.14344e+06
15  14  2.34059e+07
15  15  1.28247e+07
15  16  1.50901e+07
15  17  1.83787e+07
15  18  1.76082e+07
15  19  1.18768e+07
15  20  8.4236e+06
15  21  1.67075e+07
15  22  7.42237e+06
15  23  7.39944e+06
15  24  1.43738e+07
15  25  4.59574e+06
15  26  1.96941e+07
15  27  1.47116e+07
15  28  1.05429e+07
15  29  4.59238e+06
15  30  6.52263e+06
15  31  8.98266e+06
15  32  1.8619e+07
15  33  1.25824e+07
15  34  1.68335e+07
15  35  1.11647e+07
15  36  1.21711e+07
15  37  1.13661e+07
15  38  1.7586e+07
15  39  1.7693e+07
15  40  1.88039e+07
15  41  1.95128e+07
15  42  1.75374e+07
15  43  1.36398e+07
15  44  1.16747e+07
15  45  6.61346e+06
15  46  1.94975e+07
15  47  1.83976e+07
15  48  1.93748e+07
15  49  2.60153e+07
15  50  1.84763e+07
16  0  1.14666e+07
16  1  2.09655e+07
16  2  1.37874e+07
16  3  1.96441e+07
16  4  6.6981e+06
16  5  1.03542e+07
16  6  2.20877e+07
16  7  1.74538e+07
16  8  1.36026e+07
16  9  1.18904e+07
16  10  1.60755e+07
16  11  1.07616e+07
16  12  7.39354e+06
16  13  1.63374e+07
16  14  1.37974e+07
16  15  1.2995e+07
16  16  1.59559e+07
16  17  1.6603e+07
16  18  1.1816e+07
16  19  1.15979e+07
16  20  1.34971e+07
16  21  1.26345e+07
16  22  1.53543e+07
16  23  1.52603e+07
16  24  1.30819e+07
16  25  1.88021e+07
16  26  1.73119e+07
16  27  1.76384e+07
16  28  1.44093e+07
16  29  1.27187e+07
16  30  2.2935e+07
16  31  2.17928e+07
16  32  1.45798e+07
16  33  1.45309e+07
16  34  1.08952e+07
16  35  1.38674e+07
16  36  1.79664e+07
16  37  1.32717e+07
16  38  1.19842e+07
16  39  1.53777e+07
16  40  1.63974e+07
16  41  1.97863e+07
16  42  1.75176e+07
16  43  1.79178e+07
16  44  1.84339e+07
16  45  9.13237e+06
16  46  1.996e+07
16  47  5.77038e+06
16  48  1.14603e+07
16  49  1.29617e+07
16  50  1.2332e+07
17  0  1.25041e+07
17  1  9.51452e+06
17  2  1.30839e+07
17  3  1.60351e+07
17  4  2.10568e+07
17  5  1.17245e+07
17  6  2.33611e+07
17  7  2.76517e+07
17  8  1.59526e+07
17  9  1.22689e+07
17  10  3.35471e+06
17  11  5.66339e+06
17  12  1.91213e+07
17  13  3.66661e+06
17  14  1.44752e+07
17  15  1.40497e+07
17  16  1.36817e+07
17  17  1.36616e+07
17  18  1.47369e+07
17  19  1.34241e+07
17  20  1.57468e+07
17  21  4.22609e+06
17  22  1.27738e+07
17  23  1.38872e+07
17  24  1.46068e+07
17  25  1.49414e+07
17  26  1.44214e+07
17  27  2.47254e+07
17  28  9.15187e+06
17  29  5.54717e+06
17  30  1.20589e+07
17  31  1.90777e+07
17  32  1.0114e+07
17  33  1.33906e+07
17  34  9.74398e+06
17  35  1.70099e+07
17  36  1.29288e+07
17  37  1.5555e+07
17  38  1.18946e+07
17  39  4.93158e+06
17  40  1.32824e+07
17  41  1.63321e+07
17  42  1.29375e+07
17  43  2.0937e+07
17  44  1.43005e+07
17  45  1.9769e+07
17  46  1.53057e+07
17  47  1.65825e+07
17  48  1.37599e+07
17  49  1.29377e+07
17  50  1.30242e+07
18  0  1.93026e+07
18  1  8.30827e+06
18  2  1.42085e+07
18  3  9.74475e+06
18  4  1.25826e+07
18  5  1.31653e+07
18  6  6.97658e+06
18  7  1.31398e+07
18  8  1.91437e+07
18  9  1.74717e+07
18  10  1.27269e+07
18  11  6.52577e+06
18  12  1.3522e+07
