row  column  (images_25_1_306.edf P-K*images_25_1_306.edf Ar-K**2.3)
3  35  1.75157e+07
3  36  2.70462e+07
3  37  3.294e+07
3  38  2.00249e+07
3  39  1.04452e+07
3  40  1.76921e+07
3  41  0
3  42  0
3  43  0
3  44  1.37661e+07
3  45  1.3643e+07
3  46  8.28127e+06
3  47  1.18344e+07
3  48  1.82141e+07
3  49  2.12035e+07
3  50  1.33077e+07
4  0  1.69079e+07
4  1  2.41852e+07
4  2  2.72712e+07
4  3  1.2318e+07
4  4  1.98434e+07
4  5  7.63413e+06
4  6  0
4  7  0
4  8  0
4  9  7.98906e+06
4  10  7.00175e+06
4  11  1.43365e+07
4  12  6.69294e+06
4  13  1.60876e+07
4  14  1.09519e+07
4  15  0
4  16  1.02012e+07
4  17  7.16006e+06
4  18  0
4  19  0
4  20  0
4  21  0
4  22  0
4  23  0
4  24  0
4  25  1.17671e+07
4  26  0
4  27  0
4  28  1.14217e+07
4  29  0
4  30  8.06366e+06
4  31  8.43564e+06
4  32  2.61749e+07
4  33  1.50147e+07
4  34  1.34834e+07
4  35  1.60829e+07
4  36  2.16513e+07
4  37  2.69334e+07
4  38  5.97294e+06
4  39  1.50177e+07
4  40  2.54817e+07
4  41  1.37995e+07
4  42  1.25383e+07
4  43  1.91817e+07
4  44  0
4  45  1.48453e+07
4  46  190108
4  47  0
4  48  0
4  49  2.21574e+07
4  50  1.49362e+07
5  0  0
5  1  2.32329e+07
5  2  1.6509e+07
5  3  1.2186e+07
5  4  2.52941e+06
5  5  1.31185e+07
5  6  1.32839e+07
5  7  0
5  8  0
5  9  0
5  10  0
5  11  1.22022e+07
5  12  1.8386e+07
5  13  1.05745e+07
5  14  1.01616e+07
5  15  8.16661e+06
5  16  1.57969e+07
5  17  1.12368e+07
5  18  0
5  19  0
5  20  0
5  21  0
5  22  0
5  23  0
5  24  0
5  25  1.65315e+07
5  26  8.1628e+06
5  27  0
5  28  0
5  29  8.41672e+06
5  30  1.33277e+07
5  31  1.08766e+07
5  32  1.87404e+07
5  33  1.44916e+07
5  34  1.83152e+07
5  35  1.36493e+07
5  36  2.05916e+07
5  37  2.75291e+07
5  38  0
5  39  2.28015e+07
5  40  2.44555e+07
5  41  1.56871e+07
5  42  0
5  43  1.69897e+07
5  44  1.39575e+07
5  45  1.0523e+07
5  46  2.01095e+06
5  47  1.09182e+07
5  48  1.30901e+07
5  49  0
5  50  2.40509e+07
6  0  9.46816e+06
6  1  1.4802e+07
6  2  2.35125e+07
6  3  1.10172e+07
6  4  1.59493e+07
6  5  1.38441e+07
6  6  0
6  7  1.17823e+07
6  8  1.76246e+07
6  9  3.86819e+06
6  10  0
6  11  2.14632e+07
6  12  2.00061e+07
6  13  1.65672e+07
6  14  0
6  15  1.38565e+07
6  16  1.24133e+07
6  17  9.45068e+06
6  18  7.75611e+06
6  19  0
6  20  0
6  21  0
6  22  0
6  23  0
6  24  9.88327e+06
6  25  1.52419e+07
6  26  0
6  27  9.08428e+06
6  28  1.00975e+07
6  29  1.08897e+06
6  30  7.83659e+06
6  31  1.8278e+07
6  32  1.21039e+07
6  33  2.79829e+07
6  34  2.96704e+07
6  35  2.04217e+07
6  36  1.59936e+07
6  37  2.49498e+07
6  38  1.09899e+07
6  39  1.77602e+07
6  40  9.93702e+06
6  41  0
6  42  8.56025e+06
6  43  2.65118e+07
6  44  1.17883e+07
6  45  0
6  46  6.43989e+06
6  47  1.13831e+07
6  48  0
6  49  1.42281e+07
6  50  1.52768e+07
7  0  1.8339e+07
7  1  1.20391e+07
7  2  2.26968e+07
7  3  1.3209e+07
7  4  1.0478e+07
7  5  1.17397e+07
7  6  0
7  7  0
7  8  0
7  9  8.47194e+06
7  10  1.03963e+07
7  11  1.01154e+07
7  12  1.64067e+07
7  13  6.35555e+06
7  14  0
7  15  0
7  16  0
7  17  1.68116e+07
7  18  0
7  19  0
7  20  0
7  21  0
7  22  0
7  23  0
7  24  9.19518e+06
7  25  1.31437e+07
7  26  0
7  27  0
7  28  1.04862e+07
7  29  0
7  30  9.13374e+06
7  31  0
7  32  1.50312e+07
7  33  2.16204e+07
7  34  1.73927e+07
7  35  1.93056e+07
7  36  2.10356e+07
7  37  2.24949e+07
7  38  1.72249e+07
7  39  1.77367e+07
7  40  1.75668e+07
7  41  1.63453e+07
7  42  1.98192e+07
7  43  6.67396e+06
7  44  1.54537e+07
7  45  1.81321e+07
7  46  0
7  47  1.5844e+07
7  48  8.62921e+06
7  49  9.49209e+06
7  50  1.4563e+07
8  0  7.98567e+06
8  1  1.91243e+07
8  2  2.34415e+07
8  3  1.49921e+07
8  4  8.62942e+06
8  5  8.946e+06
8  6  1.07137e+07
8  7  8.69983e+06
8  8  7.7496e+06
8  9  1.75441e+07
8  10  6.99591e+06
8  11  1.34579e+07
8  12  7.64167e+06
8  13  8.39588e+06
8  14  2.51663e+07
8  15  1.28677e+07
8  16  2.04583e+07
8  17  0
8  18  9.3124e+06
8  19  0
8  20  0
8  21  0
8  22  0
8  23  0
8  24  0
8  25  1.26296e+07
8  26  1.78155e+07
8  27  9.1708e+06
8  28  9.52847e+06
8  29  1.58796e+07
8  30  0
8  31  1.06001e+07
8  32  9.94456e+06
8  33  1.44797e+07
8  34  2.56494e+07
8  35  2.01607e+07
8  36  1.84599e+07
8  37  2.75781e+07
8  38  1.29138e+07
8  39  1.2241e+07
8  40  1.22328e+07
8  41  2.07083e+07
8  42  1.84256e+07
8  43  1.6597e+07
8  44  1.40945e+07
8  45  1.45232e+07
8  46  1.69724e+07
8  47  0
8  48  0
8  49  1.85103e+07
8  50  1.03596e+07
9  0  2.39057e+07
9  1  1.89261e+07
9  2  1.6281e+07
9  3  0
9  4  0
9  5  1.27622e+07
9  6  9.60587e+06
9  7  0
9  8  0
9  9  0
9  10  1.21251e+07
9  11  1.62714e+07
9  12  1.78923e+07
9  13  1.59645e+07
9  14  2.45413e+07
9  15  1.57774e+07
9  16  1.54787e+07
9  17  2.25748e+07
9  18  1.20961e+07
9  19  0
9  20  0
9  21  0
9  22  1.04289e+07
9  23  0
9  24  1.02317e+07
9  25  2.16942e+07
9  26  1.18651e+07
9  27  7.45906e+06
9  28  0
9  29  1.12894e+07
9  30  2.07096e+07
9  31  1.33921e+07
9  32  23712.4
9  33  1.84172e+07
9  34  1.19077e+07
9  35  1.04732e+07
9  36  9.16485e+06
9  37  1.74598e+07
9  38  1.47909e+07
9  39  1.71752e+07
9  40  1.84477e+07
9  41  7.48115e+06
9  42  1.8131e+07
9  43  1.29443e+07
9  44  1.22304e+07
9  45  7.9513e+06
9  46  6.41407e+06
9  47  1.01313e+07
9  48  1.07897e+07
9  49  1.75604e+07
9  50  1.86273e+07
10  0  1.33567e+07
10  1  1.47108e+07
10  2  1.77721e+07
10  3  1.00409e+07
10  4  1.769e+07
10  5  1.6274e+07
10  6  0
10  7  0
10  8  0
10  9  9.11718e+06
10  10  1.03948e+07
10  11  0
10  12  2.05706e+07
10  13  1.95251e+07
10  14  7.69139e+06
10  15  0
10  16  2.07691e+07
10  17  1.12985e+07
10  18  1.24733e+07
10  19  0
10  20  7.52283e+06
10  21  0
10  22  0
10  23  8.48644e+06
10  24  0
10  25  2.23137e+07
10  26  1.07955e+07
10  27  0
10  28  6.63221e+06
10  29  1.53787e+07
10  30  1.6488e+07
10  31  7.50057e+06
10  32  1.46358e+07
10  33  0
10  34  1.07443e+07
10  35  2.82543e+07
10  36  2.33096e+07
10  37  0
10  38  1.69055e+07
10  39  1.62751e+07
10  40  1.28184e+07
10  41  8.95568e+06
10  42  6.71595e+06
10  43  7.76201e+06
10  44  1.0111e+07
10  45  1.47032e+07
10  46  0
10  47  0
10  48  1.30192e+07
10  49  0
10  50  1.23636e+07
11  0  1.21797e+07
11  1  1.11331e+07
11  2  1.99024e+07
11  3  1.56677e+07
11  4  7.61328e+06
11  5  1.6651e+07
11  6  9.65115e+06
11  7  0
11  8  1.47012e+07
11  9  0
11  10  1.07468e+07
11  11  1.19953e+07
11  12  1.15165e+07
11  13  2.32711e+07
11  14  1.64806e+07
11  15  1.14742e+07
11  16  1.99198e+07
11  17  1.24622e+07
11  18  0
11  19  0
11  20  1.76759e+07
11  21  1.68531e+07
11  22  1.73654e+07
11  23  1.05561e+07
11  24  1.3135e+07
11  25  1.02958e+07
11  26  6.94085e+06
11  27  0
11  28  1.79152e+07
11  29  8.18811e+06
11  30  1.33965e+07
11  31  1.51291e+07
11  32  7.3739e+06
11  33  1.80343e+07
11  34  2.02395e+07
11  35  1.71054e+07
11  36  8.6022e+06
11  37  1.6016e+07
11  38  1.07318e+07
11  39  1.27806e+07
11  40  1.02324e+07
11  41  7.81117e+06
11  42  7.91082e+06
11  43  1.39764e+07
11  44  1.12773e+07
11  45  8.98901e+06
11  46  0
11  47  4.56983e+06
11  48  1.27293e+07
11  49  1.3731e+07
11  50  2.31034e+07
12  0  0
12  1  0
12  2  1.88071e+07
12  3  7.48765e+06
12  4  0
12  5  7.17159e+06
12  6  0
12  7  1.27274e+07
12  8  7.98544e+06
12  9  0
12  10  1.84337e+07
12  11  1.21952e+07
12  12  1.51747e+07
12  13  1.34967e+07
12  14  2.33319e+07
12  15  1.78055e+07
12  16  1.41548e+07
12  17  1.10521e+07
12  18  0
12  19  1.0889e+07
12  20  1.73048e+07
12  21  2.45823e+07
12  22  2.23176e+07
12  23  1.10615e+07
12  24  1.42179e+07
12  25  2.78652e+07
12  26  1.81835e+07
12  27  8.81936e+06
12  28  1.98527e+07
12  29  1.37386e+07
12  30  1.75004e+07
12  31  9.89741e+06
12  32  1.96485e+07
12  33  0
12  34  0
12  35  1.02197e+07
12  36  1.13499e+07
12  37  1.89425e+07
12  38  0
12  39  0
12  40  1.73338e+07
12  41  0
12  42  0
12  43  5.68469e+06
12  44  0
12  45  0
12  46  0
12  47  1.36287e+07
12  48  1.40844e+07
12  49  0
12  50  2.22903e+07
13  0  1.13388e+07
13  1  1.294e+07
13  2  1.38032e+07
13  3  9.83374e+06
13  4  8.37808e+06
13  5  0
13  6  1.66635e+07
13  7  7.87792e+06
13  8  0
13  9  9.45738e+06
13  10  1.32604e+07
13  11  1.5888e+07
13  12  2.28528e+07
13  13  1.80998e+07
13  14  2.2957e+07
13  15  1.81645e+07
13  16  1.65837e+07
13  17  1.03628e+07
13  18  1.10425e+07
13  19  2.09378e+07
13  20  1.80526e+07
13  21  1.71462e+07
13  22  1.72661e+07
13  23  1.73405e+07
13  24  1.13671e+07
13  25  2.07651e+07
13  26  1.3417e+07
13  27  1.81872e+07
13  28  1.57189e+07
13  29  2.11865e+07
13  30  2.05655e+07
13  31  9.07674e+06
13  32  1.43396e+07
13  33  8.01177e+06
13  34  1.03826e+07
13  35  0
13  36  1.11879e+07
13  37  0
13  38  0
13  39  0
13  40  8.19555e+06
13  41  0
13  42  0
13  43  1.39841e+07
13  44  6.27268e+06
13  45  1.14621e+07
13  46  0
13  47  1.2329e+07
13  48  1.4803e+07
13  49  0
13  50  1.47962e+07
14  0  0
14  1  1.88961e+07
14  2  1.24066e+07
14  3  1.28144e+07
14  4  7.80582e+06
14  5  1.06244e+07
14  6  0
14  7  0
14  8  0
14  9  0
14  10  1.06441e+07
14  11  0
14  12  2.34738e+07
14  13  1.29297e+07
14  14  1.22584e+07
14  15  1.70875e+07
14  16  1.71249e+07
14  17  2.05143e+07
14  18  0
14  19  0
14  20  2.09343e+07
14  21  8.97404e+06
14  22  2.51051e+07
14  23  2.2853e+07
14  24  8.242e+06
14  25  2.06078e+07
14  26  1.08121e+07
14  27  1.22003e+07
14  28  1.96922e+07
14  29  1.80672e+07
14  30  1.53191e+07
14  31  2.23826e+07
14  32  8.76264e+06
14  33  1.83231e+07
14  34  1.47831e+07
14  35  1.41575e+07
14  36  1.16643e+07
14  37  6.94537e+06
14  38  1.70817e+07
14  39  0
14  40  9.55447e+06
14  41  0
14  42  0
14  43  9.33935e+06
14  44  0
14  45  0
14  46  7.96399e+06
14  47  1.09854e+06
14  48  0
14  49  0
14  50  1.61423e+07
15  0  1.38087e+07
15  1  1.7031e+07
15  2  1.02279e+07
15  3  8.0004e+06
15  4  9.71604e+06
15  5  2.11386e+07
15  6  1.93987e+07
15  7  0
15  8  0
15  9  0
15  10  0
15  11  2.11159e+07
15  12  2.35185e+07
15  13  1.2355e+07
15  14  2.07175e+07
15  15  2.27289e+07
15  16  2.51033e+07
15  17  1.62326e+07
15  18  2.0198e+07
15  19  9.97134e+06
15  20  1.29486e+07
15  21  1.38631e+07
15  22  0
15  23  2.17026e+07
15  24  2.14891e+07
15  25  3.08847e+07
15  26  2.19243e+07
15  27  7.71877e+06
15  28  1.65212e+07
15  29  1.71255e+07
15  30  2.56678e+07
15  31  1.13094e+07
15  32  1.37788e+07
15  33  1.10708e+07
15  34  2.09627e+07
15  35  1.06587e+07
15  36  1.82538e+07
15  37  1.60525e+07
15  38  0
15  39  0
15  40  0
15  41  0
15  42  0
15  43  0
15  44  9.6575e+06
15  45  0
15  46  7.64604e+06
15  47  1.72987e+07
15  48  0
15  49  1.0452e+07
15  50  8.03178e+06
16  0  0
16  1  1.21207e+07
16  2  1.52474e+07
16  3  1.92402e+07
16  4  1.40435e+07
16  5  8.76117e+06
16  6  0
16  7  0
16  8  0
16  9  8.5464e+06
16  10  1.48409e+07
16  11  1.4902e+07
16  12  1.88806e+07
16  13  1.431e+07
16  14  2.09163e+07
16  15  2.90023e+07
16  16  3.0285e+07
16  17  1.12671e+07
16  18  9.49071e+06
16  19  1.21307e+07
16  20  1.48402e+07
16  21  2.28064e+07
16  22  1.43231e+07
16  23  1.4031e+07
16  24  1.77539e+07
16  25  2.8561e+07
16  26  1.55182e+07
16  27  1.80474e+07
16  28  1.61108e+07
16  29  2.56872e+07
16  30  2.68972e+07
16  31  9.99002e+06
16  32  1.53583e+07
16  33  1.18991e+07
16  34  2.3259e+07
16  35  9.19363e+06
16  36  9.49435e+06
16  37  1.85565e+07
16  38  0
16  39  2.16818e+07
16  40  0
16  41  0
16  42  0
16  43  0
16  44  1.58644e+06
16  45  0
16  46  0
16  47  0
16  48  9.79668e+06
16  49  9.29245e+06
16  50  2.30779e+07
17  0  0
17  1  0
17  2  0
17  3  0
17  4  1.06986e+07
17  5  1.04716e+07
17  6  0
17  7  0
17  8  7.01995e+06
17  9  0
17  10  2.01232e+07
17  11  2.2119e+07
17  12  1.2569e+07
17  13  1.61162e+07
17  14  1.7866e+07
17  15  2.39426e+07
17  16  2.3309e+07
17  17  1.78692e+07
17  18  1.28657e+07
17  19  1.43191e+07
17  20  2.47443e+07
17  21  1.87738e+07
17  22  2.2246e+07
17  23  1.45927e+07
17  24  1.96211e+07
17  25  1.88435e+07
17  26  1.59083e+07
17  27  2.94046e+07
17  28  2.34439e+07
17  29  1.71585e+07
17  30  2.01086e+07
17  31  0
17  32  0
17  33  1.02319e+07
17  34  1.54861e+07
17  35  0
17  36  0
17  37  1.28863e+07
17  38  1.35998e+07
17  39  0
17  40  7.40273e+06
17  41  6.30403e+06
17  42  0
17  43  0
17  44  0
17  45  0
17  46  1.35505e+07
17  47  1.60625e+07
17  48  2.21879e+06
17  49  0
17  50  1.40602e+07
18  0  0
18  1  1.5122e+07
18  2  1.30722e+07
18  3  1.72555e+07
18  4  1.37568e+07
18  5  1.25141e+07
18  6  1.88752e+06
18  7  0
18  8  1.57018e+07
18  9  1.16394e+07
18  10  1.27741e+07
18  11  1.55542e+07
18  12  3.01609e+07
18  13  2.28728e+07
18  14  0
18  15  2.41987e+07
18  16  2.13369e+07
18  17  9.62696e+06
18  18  1.84779e+07
18  19  0
18  20  1.47474e+07
18  21  1.92589e+07
18  22  2.22247e+07
18  23  1.99439e+07
18  24  2.57102e+07
18  25  1.74937e+07
18  26  1.80513e+07
18  27  2.49138e+07
18  28  2.25377e+07
18  29  2.43541e+07
18  30  1.92463e+07
18  31  1.68552e+07
18  32  1.86123e+07
18  33  0
18  34  1.1399e+07
18  35  1.28615e+07
18  36  1.3899e+07
18  37  2.31096e+07
18  38  0
18  39  0
18  40  0
18  41  0
18  42  0
18  43  0
18  44  9.30329e+06
18  45  9.88017e+06
18  46  0
18  47  9.07197e+06
18  48  1.2213e+07
18  49  0
18  50  1.61722e+07
19  0  0
19  1  1.35392e+07
19  2  9.18558e+06
19  3  1.39722e+07
19  4  1.32135e+07
19  5  9.23052e+06
19  6  1.40528e+07
19  7  0
19  8  0
19  9  1.18977e+07
19  10  1.73107e+07
19  11  2.49809e+07
19  12  1.78919e+07
19  13  2.3352e+07
19  14  1.46647e+07
19  15  2.67645e+07
19  16  2.56936e+07
19  17  1.72743e+07
19  18  1.60227e+07
19  19  1.35328e+07
19  20  1.9436e+07
19  21  2.1859e+07
19  22  2.50884e+07
19  23  2.15654e+07
19  24  2.71823e+07
19  25  1.96326e+07
19  26  2.63681e+07
19  27  1.80777e+07
19  28  1.89421e+07
19  29  2.4476e+07
19  30  2.68045e+07
19  31  2.84728e+07
19  32  2.34221e+07
19  33  1.05273e+07
19  34  8.9829e+06
19  35  1.01512e+07
19  36  1.58879e+07
19  37  1.60538e+07
19  38  0
19  39  0
19  40  0
19  41  0
19  42  0
19  43  0
19  44  0
19  45  9.11469e+06
19  46  8.98592e+06
19  47  1.2705e+07
19  48  0
19  49  1.11293e+07
19  50  0
20  0  0
20  1  1.5177e+07
20  2  2.51276e+07
20  3  1.56556e+07
20  4  2.04051e+07
20  5  8.68242e+06
20  6  0
20  7  0
20  8  1.25498e+07
20  9  1.31216e+07
20  10  2.59309e+07
20  11  1.92165e+07
20  12  1.38777e+07
20  13  1.18722e+07
20  14  2.39441e+07
20  15  3.29145e+07
20  16  1.73799e+07
20  17  1.225e+07
20  18  2.04577e+07
20  19  9.65635e+06
20  20  2.08208e+07
20  21  1.61011e+07
20  22  1.84379e+07
20  23  8.7213e+06
20  24  1.2017e+07
20  25  2.29608e+07
20  26  2.40485e+07
20  27  1.94342e+07
20  28  2.72979e+07
20  29  2.69368e+07
20  30  2.89783e+07
20  31  1.92687e+07
20  32  1.76445e+07
20  33  1.18088e+07
20  34  8.79464e+06
20  35  0
20  36  1.92116e+07
20  37  0
20  38  1.27732e+07
20  39  1.04096e+07
20  40  0
20  41  0
20  42  0
20  43  0
20  44  1.16514e+07
20  45  0
20  46  1.44869e+07
20  47  0
20  48  1.76915e+07
20  49  1.71847e+07
20  50  8.83075e+06
21  0  0
21  1  9.23395e+06
21  2  0
21  3  9.92734e+06
21  4  1.27416e+07
21  5  0
21  6  0
21  7  7.55747e+06
21  8  1.26027e+07
21  9  6.16962e+06
21  10  1.78987e+07
21  11  2.6304e+07
21  12  1.66237e+07
21  13  1.94826e+07
21  14  2.05408e+07
21  15  2.52707e+07
21  16  1.10614e+07
21  17  1.05778e+07
21  18  1.67889e+07
21  19  8.81974e+06
21  20  2.06246e+07
21  21  2.32724e+07
21  22  1.79716e+07
21  23  1.44962e+07
21  24  1.24347e+07
21  25  3.17764e+07
21  26  2.65763e+07
21  27  1.86724e+07
21  28  1.79302e+07
21  29  1.94198e+07
21  30  2.36417e+07
21  31  1.81562e+07
21  32  1.69724e+07
21  33  1.58009e+07
21  34  9.15225e+06
21  35  1.2208e+07
21  36  1.20019e+07
21  37  1.17096e+07
21  38  1.40467e+07
21  39  0
21  40  0
21  41  0
21  42  0
21  43  0
21  44  0
21  45  1.05969e+07
21  46  9.68059e+06
21  47  0
21  48  1.83065e+07
21  49  2.28943e+07
21  50  1.19394e+07
22  0  0
22  1  1.19189e+07
22  2  1.30814e+07
22  3  1.60597e+07
22  4  0
22  5  1.75811e+07
22  6  0
22  7  0
22  8  8.50737e+06
22  9  1.84463e+07
22  10  1.91564e+07
22  11  2.16232e+07
22  12  7.81116e+06
22  13  2.05838e+07
22  14  1.93802e+07
22  15  1.95371e+07
22  16  2.01121e+07
22  17  1.46563e+07
22  18  0
22  19  1.08434e+07
22  20  1.07639e+07
22  21  1.32356e+07
22  22  1.61515e+07
22  23  1.51695e+07
22  24  1.75214e+07
22  25  1.98336e+07
22  26  2.13586e+07
22  27  1.78845e+07
22  28  2.50432e+07
22  29  2.54383e+07
22  30  2.00484e+07
22  31  2.37239e+07
22  32  0
22  33  8.99078e+06
22  34  0
22  35  1.42963e+07
22  36  0
22  37  0
22  38  1.03862e+07
22  39  0
22  40  1.13298e+07
22  41  0
22  42  0
22  43  0
22  44  1.17073e+07
22  45  7.96392e+06
22  46  0
22  47  0
22  48  1.96711e+07
22  49  0
22  50  1.68505e+07
23  0  0
23  1  9.53091e+06
23  2  1.65939e+07
23  3  1.06195e+07
23  4  7.55727e+06
23  5  7.52585e+06
23  6  7.81224e+06
23  7  0
23  8  0
23  9  1.88617e+07
23  10  2.12108e+07
23  11  9.79315e+06
23  12  2.03653e+07
23  13  1.98198e+07
23  14  1.33205e+07
23  15  1.96095e+07
23  16  2.13621e+07
23  17  0
23  18  1.76268e+07
23  19  0
23  20  1.20989e+07
23  21  1.47933e+07
23  22  1.23453e+07
23  23  1.53549e+07
23  24  1.7145e+07
23  25  2.40222e+07
23  26  2.85154e+07
23  27  2.26285e+07
23  28  2.71317e+07
23  29  2.37721e+07
23  30  1.45504e+07
23  31  2.37287e+07
23  32  2.07088e+07
23  33  0
23  34  9.89604e+06
23  35  0
23  36  0
23  37  0
23  38  0
23  39  1.33563e+07
23  40  0
23  41  0
23  42  0
23  43  0
23  44  8.16134e+06
23  45  0
23  46  1.37655e+07
23  47  0
23  48  1.18306e+07
23  49  8.53045e+06
23  50  1.54641e+07
24  0  0
24  1  0
24  2  0
24  3  0
24  4  1.20389e+07
24  5  9.3225e+06
24  6  0
24  7  8.33348e+06
24  8  1.20911e+07
24  9  0
24  10  1.84119e+07
24  11  1.37305e+07
24  12  1.34821e+07
24  13  1.42791e+07
24  14  2.29276e+07
24  15  1.73261e+07
24  16  1.63773e+07
24  17  0
24  18  0
24  19  8.6035e+06
24  20  8.76214e+06
24  21  1.17807e+07
24  22  1.31472e+07
24  23  2.46881e+07
24  24  2.02874e+07
24  25  1.94595e+07
24  26  1.31334e+07
24  27  1.51969e+07
24  28  1.90898e+07
24  29  2.1783e+07
24  30  2.55657e+07
24  31  1.8861e+07
24  32  1.95177e+07
24  33  0
24  34  1.1831e+07
24  35  0
24  36  0
24  37  0
24  38  0
24  39  4.79588e+06
24  40  0
24  41  0
24  42  0
24  43  0
24  44  1.01565e+07
24  45  0
24  46  0
24  47  1.17778e+07
24  48  0
24  49  1.07924e+07
24  50  1.63875e+07
25  0  0
25  1  1.37037e+07
25  2  1.08009e+07
25  3  1.18754e+07
25  4  0
25  5  1.54742e+07
25  6  9.58997e+06
25  7  7.24539e+06
25  8  2.80627e+06
25  9  1.28531e+07
25  10  2.09044e+07
25  11  9.78274e+06
25  12  1.73219e+07
25  13  1.34777e+07
25  14  2.16363e+07
25  15  1.35051e+07
25  16  2.18068e+07
25  17  0
25  18  0
25  19  9.91451e+06
25  20  0
25  21  0
25  22  9.6131e+06
25  23  1.80202e+07
25  24  1.9073e+07
25  25  1.0504e+07
25  26  1.66865e+07
25  27  2.73799e+07
25  28  2.32806e+07
25  29  0
25  30  1.12829e+07
25  31  1.71015e+07
25  32  2.51511e+07
25  33  9.95898e+06
25  34  0
25  35  0
25  36  0
25  37  1.2128e+07
25  38  0
25  39  0
25  40  0
25  41  0
25  42  0
25  43  0
25  44  1.77789e+07
25  45  1.53921e+07
25  46  0
25  47  1.66171e+07
25  48  1.64565e+07
25  49  7.13496e+06
25  50  1.60591e+07
26  0  0
26  1  1.14192e+07
26  2  0
26  3  0
26  4  1.17858e+07
26  5  1.3453e+07
26  6  1.37022e+07
26  7  0
26  8  0
26  9  1.1123e+07
26  10  1.22572e+07
26  11  2.2488e+07
26  12  2.10694e+07
26  13  2.40221e+07
26  14  1.55449e+07
26  15  0
26  16  1.64475e+07
26  17  0
26  18  0
26  19  0
26  20  0
26  21  0
26  22  0
26  23  0
26  24  2.29944e+07
26  25  1.4095e+07
26  26  1.09555e+07
26  27  2.13752e+07
26  28  1.38999e+07
26  29  2.39513e+07
26  30  1.42162e+07
26  31  1.84236e+07
26  32  1.0244e+07
26  33  1.20494e+07
26  34  1.25703e+07
26  35  0
26  36  0
26  37  0
26  38  0
26  39  0
26  40  0
26  41  0
26  42  0
26  43  0
