row  column  (images_25_1_306.edf S-K*images_25_1_306.edf Ar-K**2.3)
30  21  0
30  22  0
30  23  0
30  24  1.6936e+07
30  25  0
30  26  0
30  27  0
30  28  1.68623e+07
30  29  5.70516e+06
30  30  1.71258e+07
30  31  2.83211e+07
30  32  2.71354e+07
30  33  0
30  34  0
30  35  0
30  36  0
30  37  0
30  38  0
30  39  0
30  40  0
30  41  0
30  42  0
30  43  0
30  44  0
30  45  0
30  46  0
30  47  2.23381e+07
30  48  0
30  49  1.94106e+07
30  50  2.93769e+07
31  0  0
31  1  0
31  2  0
31  3  0
31  4  0
31  5  0
31  6  0
31  7  0
31  8  0
31  9  1.4515e+07
31  10  1.75883e+07
31  11  0
31  12  2.38937e+07
31  13  0
31  14  0
31  15  0
31  16  0
31  17  0
31  18  0
31  19  0
31  20  0
31  21  0
31  22  1.17648e+07
31  23  0
31  24  0
31  25  0
31  26  1.94433e+07
31  27  0
31  28  0
31  29  2.75126e+07
31  30  1.88099e+07
31  31  2.05532e+07
31  32  0
31  33  2.489e+07
31  34  0
31  35  0
31  36  0
31  37  0
31  38  0
31  39  0
31  40  0
31  41  0
31  42  0
31  43  0
31  44  0
31  45  0
31  46  1.63851e+07
31  47  2.81499e+07
31  48  2.49506e+07
31  49  2.60509e+07
31  50  3.36059e+07
32  0  0
32  1  0
32  2  0
32  3  0
32  4  0
32  5  0
32  6  0
32  7  0
32  8  0
32  9  1.98801e+07
32  10  0
32  11  0
32  12  2.4204e+07
32  13  0
32  14  0
32  15  0
32  16  0
32  17  0
32  18  0
32  19  0
32  20  0
32  21  0
32  22  0
32  23  0
32  24  0
32  25  1.90449e+07
32  26  0
32  27  2.53138e+07
32  28  0
32  29  1.8043e+07
32  30  2.20461e+07
32  31  2.04585e+07
32  32  0
32  33  0
32  34  0
32  35  0
32  36  0
32  37  0
32  38  0
32  39  0
32  40  0
32  41  0
32  42  0
32  43  0
32  44  0
32  45  0
32  46  0
32  47  0
32  48  1.71105e+07
32  49  1.95624e+07
32  50  3.31459e+07
33  0  0
33  1  0
33  2  0
33  3  0
33  4  0
33  5  0
33  6  0
33  7  0
33  8  1.08278e+07
33  9  0
33  10  2.02874e+07
33  11  1.67023e+07
33  12  2.64869e+07
33  13  1.88348e+07
33  14  2.06117e+07
33  15  0
33  16  0
33  17  0
33  18  0
33  19  0
33  20  0
33  21  0
33  22  0
33  23  0
33  24  0
33  25  0
33  26  1.77128e+07
33  27  0
33  28  3.09246e+07
33  29  0
33  30  3.24826e+07
33  31  1.76615e+07
33  32  0
33  33  0
33  34  0
33  35  0
33  36  0
33  37  0
33  38  0
33  39  0
33  40  0
33  41  0
33  42  0
33  43  0
33  44  0
33  45  0
33  46  0
33  47  2.43822e+07
33  48  2.33642e+07
33  49  2.95103e+07
33  50  2.66939e+07
34  0  0
34  1  0
34  2  0
34  3  0
34  4  0
34  5  0
34  6  0
34  7  0
34  8  0
34  9  0
34  10  2.14038e+07
34  11  2.52748e+07
34  12  0
34  13  0
34  14  0
34  15  0
34  16  0
34  17  0
34  18  0
34  19  0
34  20  0
34  21  0
34  22  0
34  23  0
34  24  0
34  25  0
34  26  0
34  27  8.24291e+06
34  28  3.05589e+07
34  29  2.53996e+07
34  30  2.60199e+07
34  31  1.91643e+07
34  32  2.39851e+07
34  33  2.60558e+07
34  34  0
34  35  0
34  36  0
34  37  0
34  38  0
34  39  0
34  40  0
34  41  0
34  42  0
34  43  0
34  44  0
34  45  0
34  46  0
34  47  0
34  48  0
34  49  0
34  50  2.26877e+07
35  0  0
35  1  0
35  2  0
35  3  0
35  4  0
35  5  0
35  6  0
35  7  1.19019e+07
35  8  1.21545e+07
35  9  2.75325e+07
35  10  2.56286e+07
35  11  1.64249e+07
35  12  0
35  13  2.98737e+07
35  14  0
35  15  0
35  16  0
35  17  0
35  18  0
35  19  0
35  20  0
35  21  0
35  22  0
35  23  0
35  24  0
35  25  0
35  26  2.30698e+07
35  27  2.98491e+07
35  28  2.86114e+07
35  29  2.91658e+07
35  30  3.3913e+07
35  31  0
35  32  0
35  33  2.0147e+07
35  34  0
35  35  0
35  36  0
35  37  0
35  38  0
35  39  0
35  40  0
35  41  0
35  42  0
35  43  0
35  44  0
35  45  0
35  46  0
35  47  0
35  48  0
35  49  3.62499e+07
35  50  2.20821e+07
36  0  0
36  1  0
36  2  0
36  3  0
36  4  0
36  5  0
36  6  0
36  7  0
36  8  0
36  9  1.9145e+07
36  10  0
36  11  0
36  12  2.39772e+07
36  13  3.10183e+07
36  14  0
36  15  0
36  16  0
36  17  0
36  18  0
36  19  0
36  20  0
36  21  0
36  22  0
36  23  0
36  24  0
36  25  0
36  26  0
36  27  0
36  28  0
36  29  2.23636e+07
36  30  0
36  31  0
36  32  0
36  33  2.04264e+07
36  34  0
36  35  0
36  36  0
36  37  0
36  38  0
36  39  0
36  40  0
36  41  0
36  42  0
36  43  0
36  44  0
36  45  0
36  46  0
36  47  0
36  48  2.47821e+07
36  49  0
36  50  2.44597e+07
37  0  0
37  1  0
37  2  0
37  3  0
37  4  0
37  5  0
37  6  0
37  7  0
37  8  0
37  9  0
37  10  2.5958e+07
37  11  2.06027e+07
37  12  2.53273e+07
37  13  0
37  14  0
37  15  0
37  16  0
37  17  0
37  18  0
37  19  0
37  20  0
37  21  0
37  22  0
37  23  0
37  24  0
37  25  0
37  26  0
37  27  2.56096e+07
37  28  0
37  29  2.03173e+07
37  30  0
37  31  1.94221e+07
37  32  0
37  33  2.18948e+07
37  34  1.76058e+07
37  35  0
37  36  0
37  37  0
37  38  0
37  39  0
37  40  0
37  41  2.28607e+07
37  42  0
37  43  0
37  44  0
37  45  0
37  46  0
37  47  0
37  48  5.3568e+06
37  49  2.76535e+07
37  50  2.39782e+07
38  0  0
38  1  0
38  2  0
38  3  0
38  4  0
38  5  0
38  6  0
38  7  0
38  8  0
38  9  2.0762e+07
38  10  2.37998e+07
38  11  0
38  12  3.21194e+07
38  13  2.90367e+07
38  14  0
38  15  0
38  16  0
38  17  0
38  18  0
38  19  1.91265e+07
38  20  0
38  21  2.20091e+07
38  22  0
38  23  0
38  24  0
38  25  0
38  26  0
38  27  2.35271e+07
38  28  2.13081e+07
38  29  1.85171e+07
38  30  0
38  31  0
38  32  0
38  33  1.92472e+07
38  34  0
38  35  0
38  36  0
38  37  0
38  38  0
38  39  0
38  40  0
38  41  2.02662e+07
38  42  2.11133e+07
38  43  0
38  44  0
38  45  0
38  46  0
38  47  0
38  48  0
38  49  2.66421e+07
38  50  3.36778e+07
39  0  0
39  1  0
39  2  0
39  3  0
39  4  0
39  5  0
39  6  0
39  7  0
39  8  1.34502e+07
39  9  0
39  10  3.38893e+07
39  11  3.84394e+07
39  12  2.83052e+07
39  13  0
39  14  0
39  15  0
39  16  0
39  17  0
39  18  0
39  19  0
39  20  0
39  21  0
39  22  0
39  23  0
39  24  0
39  25  0
39  26  0
39  27  1.68106e+07
39  28  0
39  29  2.42987e+07
39  30  2.5689e+07
39  31  0
39  32  0
39  33  3.30255e+07
39  34  0
39  35  0
39  36  0
39  37  0
39  38  0
39  39  0
39  40  0
39  41  3.06095e+07
39  42  0
39  43  0
39  44  0
39  45  0
39  46  0
39  47  0
39  48  0
39  49  2.23543e+07
39  50  0
40  0  0
40  1  0
40  2  0
40  3  0
40  4  0
40  5  0
40  6  0
40  7  0
40  8  0
40  9  0
40  10  2.00685e+07
40  11  2.62105e+07
40  12  2.67832e+07
40  13  2.51837e+07
40  14  0
40  15  0
40  16  0
40  17  0
40  18  1.97077e+07
40  19  0
40  20  2.06923e+07
40  21  0
40  22  2.1793e+07
40  23  0
40  24  0
40  25  0
40  26  0
40  27  2.04529e+07
40  28  0
40  29  0
40  30  0
40  31  0
40  32  1.72599e+07
40  33  0
40  34  0
40  35  0
40  36  0
40  37  0
40  38  0
40  39  0
40  40  0
40  41  3.14055e+07
40  42  2.09538e+07
40  43  0
40  44  0
40  45  0
40  46  0
40  47  0
40  48  2.38038e+07
40  49  0
40  50  2.01135e+07
41  0  0
41  1  0
41  2  0
41  3  0
41  4  0
41  5  0
41  6  0
41  7  0
41  8  1.09703e+07
41  9  1.82288e+07
41  10  2.32637e+07
41  11  3.19719e+07
41  12  0
41  13  2.105e+07
41  14  0
41  15  0
41  16  0
41  17  0
41  18  0
41  19  0
41  20  0
41  21  0
41  22  0
41  23  0
41  24  0
41  25  0
41  26  0
41  27  0
41  28  2.23404e+07
41  29  0
41  30  0
41  31  1.833e+07
41  32  1.53086e+07
41  33  2.47186e+07
41  34  2.09757e+07
41  35  0
41  36  0
41  37  0
41  38  0
41  39  0
41  40  0
41  41  2.42954e+07
41  42  2.1083e+07
41  43  0
41  44  0
41  45  0
41  46  0
41  47  0
41  48  0
41  49  0
41  50  1.74862e+07
42  0  0
42  1  0
42  2  0
42  3  0
42  4  0
42  5  0
42  6  0
42  7  0
42  8  1.3012e+07
42  9  1.65032e+07
42  10  0
42  11  2.32199e+07
42  12  0
42  13  0
42  14  0
42  15  0
42  16  0
42  17  2.92141e+07
42  18  0
42  19  1.96791e+07
42  20  0
42  21  2.92124e+07
42  22  0
42  23  0
42  24  0
42  25  0
42  26  0
42  27  2.00318e+07
42  28  2.43754e+07
42  29  2.29528e+07
42  30  0
42  31  0
42  32  2.82974e+07
42  33  2.33944e+07
42  34  0
42  35  0
42  36  0
42  37  0
42  38  0
42  39  0
42  40  0
42  41  3.92728e+07
42  42  0
42  43  0
42  44  0
42  45  0
42  46  0
42  47  0
42  48  1.87141e+07
42  49  0
42  50  2.30164e+07
43  0  0
43  1  0
43  2  0
43  3  0
43  4  0
43  5  0
43  6  0
43  7  0
43  8  0
43  9  0
43  10  2.00547e+07
43  11  4.58425e+07
43  12  3.94577e+07
43  13  0
43  14  0
43  15  1.77017e+07
43  16  3.22488e+07
43  17  1.90022e+07
43  18  2.60845e+07
43  19  0
43  20  0
43  21  2.38174e+07
43  22  3.78479e+07
43  23  0
43  24  0
43  25  0
43  26  1.93049e+07
43  27  1.74376e+07
43  28  0
43  29  1.95711e+07
43  30  2.25908e+07
43  31  0
43  32  0
43  33  2.28576e+07
43  34  0
43  35  0
43  36  0
43  37  0
43  38  0
43  39  0
43  40  0
43  41  3.20857e+07
43  42  0
43  43  0
43  44  0
43  45  0
43  46  0
43  47  0
43  48  0
43  49  2.53429e+07
43  50  3.24229e+07
44  0  0
44  1  0
44  2  0
44  3  0
44  4  0
44  5  0
44  6  0
44  7  0
44  8  0
44  9  0
44  10  2.40692e+07
44  11  2.42355e+07
44  12  0
44  13  2.3333e+07
44  14  3.19348e+07
44  15  2.09564e+07
44  16  2.53885e+07
44  17  2.94535e+07
44  18  3.26985e+07
44  19  2.57999e+07
44  20  0
44  21  2.43535e+07
44  22  0
44  23  0
44  24  1.77105e+07
44  25  0
44  26  0
44  27  0
44  28  0
44  29  0
44  30  0
44  31  0
44  32  0
44  33  2.22883e+07
44  34  2.0974e+07
44  35  0
44  36  0
44  37  0
44  38  0
44  39  0
44  40  0
44  41  2.36401e+07
44  42  2.2824e+07
44  43  0
44  44  0
44  45  0
44  46  0
44  47  0
44  48  1.98908e+07
44  49  0
44  50  1.68692e+07
45  0  0
45  1  0
45  2  0
45  3  0
45  4  0
45  5  0
45  6  0
45  7  0
45  8  0
45  9  1.63312e+07
45  10  0
45  11  2.16616e+07
45  12  2.34037e+07
45  13  2.44725e+07
45  14  2.23694e+07
45  15  1.77327e+07
45  16  1.93562e+07
45  17  0
45  18  2.52581e+07
45  19  0
45  20  1.88292e+07
45  21  0
45  22  2.52609e+07
45  23  0
45  24  0
45  25  0
45  26  0
45  27  0
45  28  2.84526e+07
45  29  0
45  30  0
45  31  0
45  32  0
45  33  1.92832e+07
45  34  2.75525e+07
45  35  0
45  36  0
45  37  0
45  38  0
45  39  2.89647e+07
45  40  2.23159e+07
45  41  2.80381e+07
45  42  2.56437e+07
45  43  0
45  44  0
45  45  0
45  46  0
45  47  0
45  48  0
45  49  0
45  50  3.3851e+07
46  0  0
46  1  0
46  2  0
46  3  0
46  4  0
46  5  0
46  6  0
46  7  0
46  8  0
46  9  0
46  10  2.45369e+07
46  11  2.03305e+07
46  12  2.08958e+07
46  13  1.69156e+07
46  14  0
46  15  0
46  16  2.66092e+07
46  17  0
46  18  2.12888e+07
46  19  0
46  20  0
46  21  0
46  22  0
46  23  0
46  24  0
46  25  0
46  26  0
46  27  2.09552e+07
46  28  0
46  29  2.59856e+07
46  30  0
46  31  0
46  32  0
46  33  3.34087e+07
46  34  0
46  35  0
46  36  0
46  37  2.61933e+07
46  38  0
46  39  0
46  40  0
46  41  0
46  42  2.53337e+07
46  43  0
46  44  0
46  45  0
46  46  0
46  47  0
46  48  2.03957e+07
46  49  3.11375e+07
46  50  3.59698e+07
47  0  0
47  1  0
47  2  0
47  3  0
47  4  0
47  5  0
47  6  0
47  7  0
47  8  0
47  9  0
47  10  0
47  11  0
47  12  0
47  13  0
47  14  0
47  15  2.07063e+07
47  16  1.95601e+07
47  17  1.85039e+07
47  18  2.69875e+07
47  19  1.94614e+07
47  20  1.79348e+07
47  21  2.05237e+07
47  22  3.50769e+07
47  23  0
47  24  0
47  25  0
47  26  0
47  27  0
47  28  0
47  29  2.13713e+07
47  30  1.59421e+07
47  31  0
47  32  1.67946e+07
47  33  0
47  34  0
47  35  0
47  36  0
47  37  1.86548e+07
47  38  2.1969e+07
47  39  0
47  40  0
47  41  2.92413e+07
47  42  0
47  43  0
47  44  0
47  45  0
47  46  0
47  47  0
47  48  0
47  49  3.76199e+07
47  50  2.52442e+07
48  0  0
48  1  0
48  2  0
48  3  0
48  4  0
48  5  0
48  6  0
48  7  0
48  8  0
48  9  0
48  10  0
48  11  1.6839e+07
48  12  0
48  13  0
48  14  2.01959e+07
48  15  0
48  16  2.47399e+07
48  17  0
48  18  2.08878e+07
48  19  0
48  20  0
48  21  2.58645e+07
48  22  1.84402e+07
48  23  0
48  24  0
48  25  0
48  26  0
48  27  0
48  28  0
48  29  1.96059e+07
48  30  2.65614e+07
48  31  0
48  32  2.16904e+07
48  33  2.4229e+07
48  34  0
48  35  0
48  36  0
48  37  0
48  38  0
48  39  3.41884e+07
48  40  2.20451e+07
48  41  2.49058e+07
48  42  2.52467e+07
48  43  0
48  44  0
48  45  0
48  46  0
48  47  0
48  48  0
48  49  1.99302e+07
48  50  3.77596e+07
49  0  0
49  1  0
49  2  0
49  3  0
49  4  0
49  5  0
49  6  0
49  7  0
49  8  0
49  9  0
49  10  0
49  11  0
49  12  1.58935e+07
49  13  1.65436e+07
49  14  0
49  15  2.47805e+07
49  16  0
49  17  0
49  18  2.37114e+07
49  19  0
49  20  2.63782e+07
49  21  2.40265e+07
49  22  2.97631e+07
49  23  0
49  24  0
49  25  0
49  26  0
49  27  0
49  28  1.88424e+07
49  29  3.01409e+07
49  30  2.82691e+07
49  31  2.32598e+07
49  32  2.68213e+07
49  33  2.29193e+07
49  34  0
49  35  1.93771e+07
49  36  0
49  37  0
49  38  1.87507e+07
49  39  3.59071e+07
49  40  0
49  41  0
49  42  0
49  43  0
49  44  0
49  45  0
49  46  0
49  47  0
49  48  2.33026e+07
49  49  2.44515e+07
49  50  2.87851e+07
50  0  0
50  1  0
50  2  0
50  3  0
50  4  0
50  5  0
50  6  0
50  7  0
50  8  0
50  9  0
50  10  0
50  11  0
50  12  0
50  13  0
50  14  0
50  15  1.87874e+07
50  16  2.84168e+07
50  17  2.38879e+07
50  18  2.00796e+07
50  19  0
50  20  1.43943e+07
50  21  1.47673e+07
50  22  3.01995e+07
50  23  0
50  24  0
50  25  0
50  26  0
50  27  0
50  28  0
50  29  0
50  30  1.70575e+07
50  31  2.24652e+07
50  32  3.87894e+07
50  33  0
50  34  0
50  35  0
50  36  0
50  37  0
50  38  0
50  39  3.05597e+07
50  40  0
50  41  0
50  42  2.24107e+07
50  43  0
50  44  0
50  45  0
50  46  0
50  47  0
50  48  0
50  49  2.24534e+07
50  50  2.90873e+07

