row  column  (images_14_017.edf Ca-K*images_14_017.edf Ar-K**(2.3))
6  33  1.06678e+09
6  34  1.05413e+09
6  35  1.03066e+09
6  36  1.14884e+09
6  37  1.188e+09
6  38  1.27818e+09
6  39  1.20719e+09
6  40  1.35353e+09
6  41  1.34651e+09
6  42  1.39313e+09
6  43  1.53965e+09
6  44  1.42757e+09
6  45  1.53993e+09
6  46  1.40334e+09
6  47  1.63705e+09
6  48  1.82333e+09
6  49  1.95358e+09
6  50  1.61435e+09
6  51  1.5117e+09
6  52  1.55582e+09
6  53  1.41023e+09
6  54  1.71009e+09
6  55  1.67981e+09
6  56  1.69679e+09
6  57  1.78439e+09
6  58  1.63423e+09
6  59  1.45324e+09
6  60  1.15444e+09
6  61  1.28807e+09
6  62  1.1945e+09
6  63  1.30749e+09
6  64  1.06866e+09
6  65  1.19261e+09
6  66  1.30114e+09
6  67  1.27915e+09
6  68  1.3855e+09
6  69  1.39557e+09
6  70  1.50213e+09
6  71  1.52153e+09
6  72  1.60603e+09
6  73  1.48955e+09
6  74  1.63589e+09
6  75  1.34406e+09
6  76  1.29792e+09
6  77  1.03407e+09
6  78  1.12845e+09
6  79  1.29855e+09
6  80  1.2986e+09
6  81  1.13403e+09
6  82  1.1204e+09
6  83  1.00861e+09
6  84  8.21799e+08
6  85  8.5563e+08
6  86  6.40977e+08
6  87  5.09829e+08
6  88  5.22432e+08
6  89  5.17707e+08
6  90  5.21323e+08
6  91  6.03817e+08
6  92  7.7325e+08
6  93  6.91196e+08
6  94  7.94949e+08
6  95  8.91741e+08
6  96  9.5045e+08
6  97  9.45699e+08
6  98  8.89677e+08
6  99  8.21906e+08
6  100  7.51555e+08
7  0  2.24864e+08
7  1  1.78821e+08
7  2  1.63509e+08
7  3  1.92775e+08
7  4  1.94913e+08
7  5  2.12919e+08
7  6  2.97258e+08
7  7  3.036e+08
7  8  3.56748e+08
7  9  4.51596e+08
7  10  6.67548e+08
7  11  7.70802e+08
7  12  6.94027e+08
7  13  7.75885e+08
7  14  1.00682e+09
7  15  1.1616e+09
7  16  1.0941e+09
7  17  9.84943e+08
7  18  1.09626e+09
7  19  1.01839e+09
7  20  1.02263e+09
7  21  1.13636e+09
7  22  1.13188e+09
7  23  1.16823e+09
7  24  1.14897e+09
7  25  1.05896e+09
7  26  1.07826e+09
7  27  1.18017e+09
7  28  1.37456e+09
7  29  1.38627e+09
7  30  1.36644e+09
7  31  1.16446e+09
7  32  1.01172e+09
7  33  1.04565e+09
7  34  1.07631e+09
7  35  1.09049e+09
7  36  1.16574e+09
7  37  1.10713e+09
7  38  1.39806e+09
7  39  1.3148e+09
7  40  1.28003e+09
7  41  1.33511e+09
7  42  1.54135e+09
7  43  1.58974e+09
7  44  1.57923e+09
7  45  1.51904e+09
7  46  1.46729e+09
7  47  1.65707e+09
7  48  1.78022e+09
7  49  1.7358e+09
7  50  1.46035e+09
7  51  1.34741e+09
7  52  1.60798e+09
7  53  1.62754e+09
7  54  1.36183e+09
7  55  1.53273e+09
7  56  1.62421e+09
7  57  1.55898e+09
7  58  1.6089e+09
7  59  1.38681e+09
7  60  1.33316e+09
7  61  1.25113e+09
7  62  1.28039e+09
7  63  1.15627e+09
7  64  1.09954e+09
7  65  1.26684e+09
7  66  1.36268e+09
7  67  1.41764e+09
7  68  1.46853e+09
7  69  1.61447e+09
7  70  1.64059e+09
7  71  1.54067e+09
7  72  1.65971e+09
7  73  1.55867e+09
7  74  1.32913e+09
7  75  1.50416e+09
7  76  1.3824e+09
7  77  1.0829e+09
7  78  1.26488e+09
7  79  1.17275e+09
7  80  1.25567e+09
7  81  1.22536e+09
7  82  9.45141e+08
7  83  8.80983e+08
7  84  8.83641e+08
7  85  7.2062e+08
7  86  5.67241e+08
7  87  4.87646e+08
7  88  5.34471e+08
7  89  4.95011e+08
7  90  5.16205e+08
7  91  5.99943e+08
7  92  7.10966e+08
7  93  7.41234e+08
7  94  7.89592e+08
7  95  1.01924e+09
7  96  1.05958e+09
7  97  8.96962e+08
7  98  8.53965e+08
7  99  8.68264e+08
7  100  7.58328e+08
8  0  2.00857e+08
8  1  2.08684e+08
8  2  2.0769e+08
8  3  2.01918e+08
8  4  2.36669e+08
8  5  2.34293e+08
8  6  2.56959e+08
8  7  3.29032e+08
8  8  3.6073e+08
8  9  5.34803e+08
8  10  7.12053e+08
8  11  8.02871e+08
8  12  7.29115e+08
8  13  8.29985e+08
8  14  1.02231e+09
8  15  1.13563e+09
8  16  1.25243e+09
8  17  1.0566e+09
8  18  1.05098e+09
8  19  9.75191e+08
8  20  1.07294e+09
8  21  1.11072e+09
8  22  9.24153e+08
8  23  1.19636e+09
8  24  1.09155e+09
8  25  1.13752e+09
8  26  1.04512e+09
8  27  1.1025e+09
8  28  1.40675e+09
8  29  1.49434e+09
8  30  1.31367e+09
8  31  1.15353e+09
8  32  1.01201e+09
8  33  1.10181e+09
8  34  1.02811e+09
8  35  1.08748e+09
8  36  1.01756e+09
8  37  1.21127e+09
8  38  1.35319e+09
8  39  1.37901e+09
8  40  1.23899e+09
8  41  1.37074e+09
8  42  1.39039e+09
8  43  1.4865e+09
8  44  1.3127e+09
8  45  1.25889e+09
8  46  1.50155e+09
8  47  1.70719e+09
8  48  2.12832e+09
8  49  1.77858e+09
8  50  1.49437e+09
8  51  1.32527e+09
8  52  1.54311e+09
8  53  1.62313e+09
8  54  1.46786e+09
8  55  1.55981e+09
8  56  1.83609e+09
8  57  1.648e+09
8  58  1.47166e+09
8  59  1.28442e+09
8  60  1.44311e+09
8  61  1.28619e+09
8  62  1.24375e+09
8  63  1.22167e+09
8  64  1.19134e+09
8  65  1.32841e+09
8  66  1.28654e+09
8  67  1.46019e+09
8  68  1.42808e+09
8  69  1.54918e+09
8  70  1.52696e+09
8  71  1.55236e+09
8  72  1.58111e+09
8  73  1.669e+09
8  74  1.5673e+09
8  75  1.50686e+09
8  76  1.34215e+09
8  77  1.19333e+09
8  78  1.12702e+09
8  79  1.34682e+09
8  80  1.15454e+09
8  81  1.31321e+09
8  82  1.08548e+09
8  83  8.63709e+08
8  84  8.81358e+08
8  85  8.33189e+08
8  86  6.34004e+08
8  87  6.36952e+08
8  88  6.06699e+08
8  89  4.68307e+08
8  90  5.027e+08
8  91  5.38354e+08
8  92  7.15478e+08
8  93  6.58974e+08
8  94  7.05985e+08
8  95  8.802e+08
8  96  9.60931e+08
8  97  9.11721e+08
8  98  8.38821e+08
8  99  8.7152e+08
8  100  8.29705e+08
9  0  2.35116e+08
9  1  2.22655e+08
9  2  1.98016e+08
9  3  2.24255e+08
9  4  2.14639e+08
9  5  2.3961e+08
9  6  3.23962e+08
9  7  3.28653e+08
9  8  4.25317e+08
9  9  5.58834e+08
9  10  7.46252e+08
9  11  7.91241e+08
9  12  7.33064e+08
9  13  7.87972e+08
9  14  9.17913e+08
9  15  1.12199e+09
9  16  1.00713e+09
9  17  9.22013e+08
9  18  9.99551e+08
9  19  1.04663e+09
9  20  9.85355e+08
9  21  1.08815e+09
9  22  1.22836e+09
9  23  1.12464e+09
9  24  1.07269e+09
9  25  1.10146e+09
9  26  1.19061e+09
9  27  1.12363e+09
9  28  1.24078e+09
9  29  1.42319e+09
9  30  1.27704e+09
9  31  1.19564e+09
9  32  1.1268e+09
9  33  1.0465e+09
9  34  1.04365e+09
9  35  1.16115e+09
9  36  1.14864e+09
9  37  1.24019e+09
9  38  1.2814e+09
9  39  1.39967e+09
9  40  1.31751e+09
9  41  1.6237e+09
9  42  1.49669e+09
9  43  1.39477e+09
9  44  1.35311e+09
9  45  1.26278e+09
9  46  1.39817e+09
9  47  1.60903e+09
9  48  1.9291e+09
9  49  1.82647e+09
9  50  1.3442e+09
9  51  1.56329e+09
9  52  1.46592e+09
9  53  1.521e+09
9  54  1.72032e+09
9  55  1.50774e+09
9  56  1.72387e+09
9  57  1.61134e+09
9  58  1.57308e+09
9  59  1.38524e+09
9  60  1.35646e+09
9  61  1.21893e+09
9  62  1.21867e+09
9  63  1.27671e+09
9  64  1.38996e+09
9  65  1.17277e+09
9  66  1.5966e+09
9  67  1.67463e+09
9  68  1.47669e+09
9  69  1.74567e+09
9  70  1.64872e+09
9  71  1.56643e+09
9  72  1.50839e+09
9  73  1.61901e+09
9  74  1.62154e+09
9  75  1.50223e+09
9  76  1.41916e+09
9  77  1.22964e+09
9  78  1.25343e+09
9  79  1.15419e+09
9  80  1.28927e+09
9  81  9.57988e+08
9  82  1.00146e+09
9  83  7.41782e+08
9  84  8.99275e+08
9  85  7.67076e+08
9  86  5.68344e+08
9  87  4.98479e+08
9  88  5.21344e+08
9  89  4.79916e+08
9  90  5.27923e+08
9  91  5.97083e+08
9  92  7.60725e+08
9  93  7.17152e+08
9  94  7.46977e+08
9  95  7.42782e+08
9  96  8.16748e+08
9  97  8.96466e+08
9  98  9.11045e+08
9  99  8.06062e+08
9  100  6.99329e+08
10  0  2.01372e+08
10  1  1.99479e+08
10  2  2.24153e+08
10  3  1.97919e+08
10  4  2.19881e+08
10  5  2.49093e+08
10  6  3.15286e+08
10  7  3.45878e+08
10  8  3.99168e+08
10  9  5.86417e+08
10  10  7.89848e+08
10  11  8.45794e+08
10  12  6.72849e+08
10  13  7.5929e+08
10  14  8.96326e+08
10  15  1.10246e+09
10  16  9.53737e+08
10  17  1.09102e+09
10  18  9.80481e+08
10  19  1.00208e+09
10  20  1.05557e+09
10  21  9.41236e+08
10  22  9.97833e+08
10  23  1.12453e+09
10  24  1.14758e+09
10  25  1.00709e+09
10  26  1.18893e+09
10  27  1.17318e+09
10  28  1.26282e+09
10  29  1.56694e+09
10  30  1.49548e+09
10  31  1.1519e+09
10  32  9.81961e+08
10  33  1.0924e+09
10  34  1.14945e+09
10  35  1.18064e+09
10  36  1.11859e+09
10  37  1.14936e+09
10  38  1.28391e+09
10  39  1.37709e+09
10  40  1.36894e+09
10  41  1.38768e+09
10  42  1.38365e+09
10  43  1.45177e+09
10  44  1.35603e+09
10  45  1.2231e+09
10  46  1.4302e+09
10  47  1.6645e+09
10  48  1.82756e+09
10  49  1.75767e+09
10  50  1.41548e+09
10  51  1.3124e+09
10  52  1.47999e+09
10  53  1.59111e+09
10  54  1.69364e+09
10  55  1.49925e+09
10  56  1.58709e+09
10  57  1.6083e+09
10  58  1.57126e+09
10  59  1.37989e+09
10  60  1.21973e+09
10  61  1.31262e+09
10  62  1.45784e+09
10  63  1.29887e+09
10  64  1.20499e+09
10  65  1.27741e+09
10  66  1.45765e+09
10  67  1.71917e+09
10  68  1.82915e+09
10  69  1.58357e+09
10  70  1.70162e+09
10  71  1.76506e+09
10  72  1.68414e+09
10  73  1.49769e+09
10  74  1.84624e+09
10  75  1.50566e+09
10  76  1.35338e+09
10  77  1.31117e+09
10  78  1.38457e+09
10  79  1.21015e+09
10  80  1.34772e+09
10  81  1.37009e+09
10  82  1.07087e+09
10  83  9.43651e+08
10  84  9.13458e+08
10  85  9.46172e+08
10  86  7.08729e+08
10  87  5.94796e+08
10  88  5.4911e+08
10  89  5.14154e+08
10  90  5.04809e+08
10  91  5.21323e+08
10  92  6.0008e+08
10  93  6.12864e+08
10  94  6.85102e+08
10  95  7.22707e+08
10  96  8.89013e+08
10  97  8.2467e+08
10  98  8.31744e+08
10  99  8.06997e+08
10  100  8.20812e+08
11  0  2.53589e+08
11  1  2.10397e+08
11  2  2.31824e+08
11  3  2.36188e+08
11  4  2.66954e+08
11  5  2.56563e+08
11  6  2.79972e+08
11  7  3.59409e+08
11  8  4.38507e+08
11  9  5.75046e+08
11  10  7.79581e+08
11  11  6.73971e+08
11  12  6.07385e+08
11  13  7.80559e+08
11  14  1.02733e+09
11  15  1.06658e+09
11  16  9.95337e+08
11  17  9.15566e+08
11  18  9.67762e+08
11  19  1.01801e+09
11  20  9.30836e+08
11  21  1.03443e+09
11  22  1.02494e+09
11  23  1.10052e+09
11  24  1.08556e+09
11  25  1.00264e+09
11  26  1.14674e+09
11  27  1.15404e+09
11  28  1.46729e+09
11  29  1.478e+09
11  30  1.05365e+09
11  31  1.07276e+09
11  32  9.55461e+08
11  33  1.03796e+09
11  34  1.29643e+09
11  35  1.11489e+09
11  36  1.13555e+09
11  37  1.29332e+09
11  38  1.25736e+09
11  39  1.37065e+09
11  40  1.55235e+09
11  41  1.61819e+09
11  42  1.49181e+09
11  43  1.20909e+09
11  44  1.14955e+09
11  45  1.2551e+09
