row  column  (images_14_017.edf Ca-K*images_14_017.edf Ar-K**(2.3))
23  55  1.64017e+09
23  56  1.64408e+09
23  57  1.57995e+09
23  58  1.72084e+09
23  59  1.60927e+09
23  60  1.65374e+09
23  61  1.63849e+09
23  62  1.97257e+09
23  63  1.75373e+09
23  64  1.49458e+09
23  65  1.60181e+09
23  66  1.51427e+09
23  67  1.50025e+09
23  68  1.57539e+09
23  69  1.79242e+09
23  70  1.83391e+09
23  71  1.66286e+09
23  72  1.82933e+09
23  73  1.79612e+09
23  74  1.7762e+09
23  75  1.5598e+09
23  76  1.70583e+09
23  77  1.44088e+09
23  78  1.35107e+09
23  79  1.28601e+09
23  80  1.44493e+09
23  81  1.29396e+09
23  82  1.31835e+09
23  83  1.28153e+09
23  84  1.14594e+09
23  85  1.10118e+09
23  86  1.00115e+09
23  87  9.18978e+08
23  88  9.33632e+08
23  89  8.02194e+08
23  90  8.64906e+08
23  91  7.44695e+08
23  92  8.75288e+08
23  93  9.34998e+08
23  94  1.00082e+09
23  95  1.00138e+09
23  96  7.31652e+08
23  97  6.87074e+08
23  98  7.53762e+08
23  99  8.38835e+08
23  100  8.33164e+08
24  0  6.28575e+08
24  1  6.05239e+08
24  2  7.60418e+08
24  3  8.09119e+08
24  4  7.69888e+08
24  5  6.43415e+08
24  6  6.69506e+08
24  7  5.57739e+08
24  8  6.13115e+08
24  9  6.15998e+08
24  10  6.93996e+08
24  11  6.95392e+08
24  12  8.09192e+08
24  13  7.87777e+08
24  14  9.05321e+08
24  15  9.71293e+08
24  16  9.22562e+08
24  17  9.60535e+08
24  18  1.02648e+09
24  19  1.12181e+09
24  20  1.37451e+09
24  21  1.40509e+09
24  22  1.2583e+09
24  23  1.08196e+09
24  24  1.13176e+09
24  25  1.08685e+09
24  26  1.20974e+09
24  27  1.36276e+09
24  28  1.45391e+09
24  29  1.34074e+09
24  30  1.40384e+09
24  31  1.3927e+09
24  32  1.36598e+09
24  33  1.49186e+09
24  34  1.18168e+09
24  35  9.8831e+08
24  36  1.25753e+09
24  37  1.2651e+09
24  38  1.35251e+09
24  39  1.33268e+09
24  40  1.32676e+09
24  41  1.32436e+09
24  42  1.3807e+09
24  43  1.30149e+09
24  44  1.28545e+09
24  45  1.03242e+09
24  46  7.56599e+08
24  47  9.97733e+08
24  48  1.11976e+09
24  49  1.17847e+09
24  50  1.25565e+09
24  51  1.4867e+09
24  52  1.47175e+09
24  53  1.65099e+09
24  54  1.82752e+09
24  55  1.7234e+09
24  56  1.47458e+09
24  57  1.64683e+09
24  58  1.67543e+09
24  59  1.63229e+09
24  60  1.63954e+09
24  61  1.58962e+09
24  62  1.82997e+09
24  63  1.96267e+09
24  64  1.62177e+09
24  65  1.60785e+09
24  66  1.58734e+09
24  67  1.50615e+09
24  68  1.52916e+09
24  69  1.4058e+09
24  70  1.48368e+09
24  71  1.61389e+09
24  72  1.64429e+09
24  73  1.74175e+09
24  74  1.67987e+09
24  75  1.55787e+09
24  76  1.67402e+09
24  77  1.44899e+09
24  78  1.50504e+09
24  79  1.45176e+09
24  80  1.38564e+09
24  81  1.22924e+09
24  82  1.12559e+09
24  83  1.21562e+09
24  84  1.24486e+09
24  85  1.10601e+09
24  86  1.07698e+09
24  87  9.67186e+08
24  88  9.45799e+08
24  89  8.84719e+08
24  90  7.9704e+08
24  91  8.62266e+08
24  92  9.33988e+08
24  93  9.04441e+08
24  94  9.54056e+08
24  95  9.89247e+08
24  96  8.03171e+08
24  97  6.885e+08
24  98  6.45326e+08
24  99  8.5432e+08
24  100  8.0324e+08
25  0  6.33472e+08
25  1  7.31014e+08
25  2  7.85925e+08
25  3  7.47771e+08
25  4  6.96566e+08
25  5  6.42277e+08
25  6  6.62603e+08
25  7  6.12104e+08
25  8  6.28199e+08
25  9  6.64128e+08
25  10  7.23221e+08
25  11  8.9718e+08
25  12  9.16508e+08
25  13  1.00177e+09
25  14  9.06933e+08
25  15  9.98675e+08
25  16  9.21424e+08
25  17  1.05403e+09
25  18  1.04912e+09
25  19  1.32019e+09
25  20  1.27478e+09
25  21  1.43727e+09
25  22  1.21581e+09
25  23  1.15763e+09
25  24  1.25004e+09
25  25  1.32374e+09
25  26  1.27148e+09
25  27  1.17007e+09
25  28  1.44902e+09
25  29  1.27027e+09
25  30  1.28536e+09
25  31  1.31e+09
25  32  1.33145e+09
25  33  1.33626e+09
25  34  1.15764e+09
25  35  1.18527e+09
25  36  1.0444e+09
25  37  1.1899e+09
25  38  1.22803e+09
25  39  1.36612e+09
25  40  1.17154e+09
25  41  1.37981e+09
25  42  1.2686e+09
25  43  1.29246e+09
25  44  9.7543e+08
25  45  9.91402e+08
25  46  8.24933e+08
25  47  8.9295e+08
25  48  1.2287e+09
25  49  1.05588e+09
25  50  1.45448e+09
25  51  1.56314e+09
25  52  1.63436e+09
25  53  1.57496e+09
25  54  1.5608e+09
25  55  1.47544e+09
25  56  1.61343e+09
25  57  1.689e+09
25  58  1.74165e+09
25  59  1.60573e+09
25  60  1.51189e+09
25  61  1.44424e+09
25  62  1.71708e+09
25  63  1.65198e+09
25  64  1.6687e+09
25  65  1.52508e+09
25  66  1.37299e+09
25  67  1.40557e+09
25  68  1.60269e+09
25  69  1.59506e+09
25  70  1.80423e+09
25  71  1.66525e+09
25  72  1.82006e+09
25  73  1.73549e+09
25  74  1.60074e+09
25  75  1.62064e+09
25  76  1.33135e+09
25  77  1.57843e+09
25  78  1.30801e+09
25  79  1.35124e+09
25  80  1.26584e+09
25  81  1.20619e+09
25  82  1.21272e+09
25  83  1.21672e+09
25  84  1.13869e+09
25  85  9.80411e+08
25  86  1.13309e+09
25  87  1.03258e+09
25  88  9.46314e+08
25  89  8.07428e+08
25  90  8.1295e+08
25  91  9.20712e+08
25  92  9.3081e+08
25  93  1.04688e+09
25  94  1.05081e+09
25  95  1.0155e+09
25  96  8.62062e+08
25  97  7.36599e+08
25  98  6.8322e+08
25  99  8.7524e+08
25  100  8.23896e+08
26  0  6.90463e+08
26  1  8.05552e+08
26  2  9.26214e+08
26  3  8.36963e+08
26  4  7.60275e+08
26  5  6.75044e+08
26  6  6.26906e+08
26  7  5.72421e+08
26  8  6.48645e+08
26  9  5.99014e+08
26  10  7.82567e+08
26  11  7.64358e+08
26  12  8.36168e+08
26  13  8.77882e+08
26  14  9.80408e+08
26  15  1.04335e+09
26  16  9.94922e+08
26  17  1.01618e+09
26  18  1.16397e+09
26  19  1.38693e+09
26  20  1.38545e+09
26  21  1.39131e+09
26  22  1.5367e+09
26  23  1.1074e+09
26  24  1.18368e+09
26  25  1.15763e+09
26  26  1.23305e+09
26  27  1.39086e+09
26  28  1.43421e+09
26  29  1.32531e+09
26  30  1.40296e+09
26  31  1.32276e+09
26  32  1.43076e+09
26  33  1.52628e+09
26  34  1.26028e+09
26  35  1.12935e+09
26  36  1.14071e+09
26  37  1.16893e+09
26  38  1.29345e+09
26  39  1.37656e+09
26  40  1.25078e+09
26  41  1.29739e+09
26  42  1.42239e+09
26  43  1.41396e+09
26  44  1.08613e+09
26  45  9.81478e+08
26  46  8.19597e+08
26  47  8.081e+08
26  48  1.05839e+09
26  49  1.11086e+09
26  50  1.17478e+09
26  51  1.51762e+09
26  52  1.41922e+09
26  53  1.49438e+09
26  54  1.5627e+09
26  55  1.5255e+09
26  56  1.69953e+09
26  57  1.62574e+09
26  58  1.70351e+09
26  59  1.51473e+09
26  60  1.78457e+09
26  61  1.58464e+09
26  62  1.62025e+09
26  63  1.67659e+09
26  64  1.66702e+09
26  65  1.53707e+09
26  66  1.5274e+09
26  67  1.47477e+09
26  68  1.72435e+09
26  69  1.52761e+09
26  70  1.77411e+09
26  71  1.74485e+09
26  72  1.63827e+09
26  73  1.5936e+09
26  74  1.55624e+09
26  75  1.41004e+09
26  76  1.51022e+09
26  77  1.50611e+09
26  78  1.39039e+09
26  79  1.36313e+09
26  80  1.19961e+09
26  81  1.27954e+09
26  82  1.07338e+09
26  83  1.1032e+09
26  84  1.13071e+09
26  85  1.03093e+09
26  86  1.01272e+09
26  87  9.97195e+08
26  88  8.80247e+08
26  89  8.54942e+08
26  90  8.58839e+08
26  91  8.47374e+08
26  92  8.80251e+08
26  93  9.73773e+08
26  94  9.11656e+08
26  95  1.06684e+09
26  96  8.80264e+08
26  97  7.85918e+08
26  98  7.88247e+08
26  99  8.53468e+08
26  100  8.71954e+08
27  0  8.0037e+08
27  1  8.59251e+08
27  2  1.00321e+09
27  3  8.80214e+08
27  4  8.76266e+08
27  5  7.00409e+08
27  6  6.49763e+08
27  7  5.9627e+08
27  8  6.40545e+08
27  9  6.78083e+08
27  10  8.62616e+08
27  11  8.39096e+08
27  12  8.92874e+08
27  13  9.59745e+08
27  14  1.02651e+09
27  15  9.37241e+08
27  16  1.19491e+09
27  17  1.02837e+09
27  18  1.13531e+09
27  19  1.44298e+09
27  20  1.47056e+09
27  21  1.50833e+09
27  22  1.21631e+09
27  23  1.22006e+09
27  24  1.20179e+09
27  25  1.21378e+09
27  26  1.3676e+09
27  27  1.38422e+09
27  28  1.41537e+09
27  29  1.43425e+09
27  30  1.36165e+09
27  31  1.29676e+09
27  32  1.41209e+09
27  33  1.52407e+09
27  34  1.32285e+09
27  35  1.20325e+09
27  36  1.28771e+09
27  37  1.1101e+09
27  38  1.3296e+09
27  39  1.56749e+09
27  40  1.42748e+09
27  41  1.1697e+09
27  42  1.36433e+09
27  43  1.47434e+09
27  44  9.03088e+08
27  45  8.50874e+08
27  46  7.65026e+08
27  47  1.13208e+09
27  48  1.21771e+09
27  49  1.0216e+09
27  50  1.16928e+09
27  51  1.29329e+09
27  52  1.45279e+09
27  53  1.41901e+09
27  54  1.40423e+09
27  55  1.54618e+09
27  56  1.43823e+09
27  57  1.56971e+09
27  58  1.65668e+09
27  59  1.65021e+09
27  60  1.55675e+09
27  61  1.36477e+09
27  62  1.51309e+09
27  63  1.49515e+09
27  64  1.56647e+09
27  65  1.59599e+09
27  66  1.46283e+09
27  67  1.51279e+09
27  68  1.57226e+09
27  69  1.51546e+09
27  70  1.61883e+09
27  71  1.90597e+09
27  72  1.7404e+09
27  73  1.83909e+09
27  74  1.53462e+09
27  75  1.71408e+09
27  76  1.40852e+09
27  77  1.25137e+09
27  78  1.42705e+09
27  79  1.26709e+09
27  80  1.17357e+09
27  81  1.20508e+09
27  82  9.58406e+08
27  83  1.06403e+09
27  84  1.10214e+09
27  85  1.01955e+09
27  86  1.04758e+09
27  87  1.00076e+09
27  88  9.42344e+08
27  89  9.78795e+08
27  90  8.23295e+08
27  91  9.01115e+08
27  92  9.07203e+08
27  93  1.00736e+09
27  94  1.09236e+09
27  95  9.54202e+08
27  96  9.02956e+08
27  97  7.25254e+08
27  98  8.06897e+08
27  99  9.93509e+08
27  100  1.02717e+09
28  0  7.75073e+08
28  1  9.0091e+08
28  2  9.32786e+08
28  3  8.36165e+08
28  4  8.25907e+08
28  5  7.25731e+08
28  6  6.75795e+08
28  7  7.01054e+08
28  8  6.66107e+08
28  9  7.03417e+08
28  10  8.76643e+08
28  11  8.24269e+08
28  12  1.02859e+09
28  13  1.01167e+09
28  14  1.13943e+09
28  15  1.06121e+09
28  16  9.62413e+08
28  17  1.17453e+09
28  18  1.18681e+09
28  19  1.40279e+09
28  20  1.58909e+09
28  21  1.65434e+09
28  22  1.22598e+09
28  23  1.30967e+09
28  24  1.24405e+09
28  25  1.28553e+09
28  26  1.4124e+09
28  27  1.39504e+09
28  28  1.46557e+09
28  29  1.30276e+09
28  30  1.2032e+09
28  31  1.20946e+09
28  32  1.40104e+09
28  33  1.44468e+09
28  34  1.43108e+09
28  35  1.30273e+09
28  36  1.17209e+09
28  37  1.17717e+09
28  38  1.2771e+09
28  39  1.35415e+09
28  40  1.4402e+09
28  41  1.37843e+09
28  42  1.42663e+09
28  43  1.36293e+09
28  44  9.6035e+08
28  45  9.08368e+08
28  46  7.22437e+08
28  47  8.59499e+08
28  48  9.41258e+08
28  49  1.04217e+09
28  50  1.20869e+09
28  51  1.45533e+09
28  52  1.48404e+09
28  53  1.57165e+09
28  54  1.58297e+09
28  55  1.65075e+09
28  56  1.57016e+09
28  57  1.56404e+09
28  58  1.69019e+09
28  59  1.39237e+09
28  60  1.61559e+09
28  61  1.38132e+09
28  62  1.60321e+09
28  63  1.71287e+09
28  64  1.59401e+09
28  65  1.66113e+09
28  66  1.61251e+09
28  67  1.35503e+09
28  68  1.6648e+09
28  69  1.52372e+09
28  70  1.6354e+09
28  71  1.782e+09
28  72  1.99345e+09
28  73  1.73674e+09
28  74  1.59056e+09
28  75  1.64556e+09
28  76  1.50734e+09
28  77  1.4207e+09
28  78  1.29558e+09
28  79  1.3199e+09
28  80  1.13779e+09
28  81  1.19178e+09
28  82  9.92411e+08
28  83  1.07314e+09
28  84  1.10925e+09
28  85  1.05551e+09
28  86  1.01335e+09
28  87  8.73463e+08
28  88  1.08756e+09
28  89  8.4106e+08
28  90  8.15709e+08
28  91  9.18949e+08
28  92  9.67371e+08
28  93  9.98838e+08
28  94  9.3496e+08
28  95  1.18621e+09
28  96  1.06966e+09
28  97  8.2875e+08
28  98  9.0812e+08
28  99  9.8875e+08
28  100  1.1162e+09
29  0  8.17163e+08
29  1  9.03524e+08
29  2  9.80443e+08
29  3  8.83908e+08
29  4  8.73553e+08
29  5  7.93509e+08
29  6  6.68221e+08
29  7  6.77324e+08
29  8  6.53178e+08
29  9  6.85438e+08
29  10  8.10377e+08
29  11  8.30819e+08
29  12  9.99737e+08
29  13  1.15626e+09
29  14  1.2377e+09
29  15  1.19504e+09
29  16  1.0693e+09
29  17  1.11532e+09
29  18  1.15926e+09
29  19  1.52215e+09
29  20  1.52646e+09
29  21  1.38042e+09
29  22  1.09864e+09
29  23  1.26601e+09
29  24  1.44079e+09
29  25  1.31878e+09
29  26  1.49094e+09
29  27  1.578e+09
29  28  1.61921e+09
29  29  1.19684e+09
29  30  1.26249e+09
29  31  1.35677e+09
29  32  1.40989e+09
29  33  1.42027e+09
29  34  1.36194e+09
29  35  1.1131e+09
29  36  1.20524e+09
29  37  1.29177e+09
29  38  1.17119e+09
29  39  1.29656e+09
29  40  1.27898e+09
29  41  1.38883e+09
29  42  1.25104e+09
29  43  1.28746e+09
29  44  8.94539e+08
29  45  8.27674e+08
29  46  8.31387e+08
29  47  8.06267e+08
29  48  8.6392e+08
29  49  1.0908e+09
29  50  1.22925e+09
29  51  1.32117e+09
29  52  1.41875e+09
29  53  1.37654e+09
29  54  1.6335e+09
29  55  1.58472e+09
29  56  1.35279e+09
29  57  1.63208e+09
29  58  1.63345e+09
29  59  1.55107e+09
29  60  1.44546e+09
29  61  1.42874e+09
29  62  1.58097e+09
29  63  1.80737e+09
29  64  1.56982e+09
29  65  1.63728e+09
29  66  1.51092e+09
29  67  1.54936e+09
29  68  1.60964e+09
29  69  1.68699e+09
29  70  1.75833e+09
29  71  1.74428e+09
29  72  1.96609e+09
29  73  1.69847e+09
29  74  1.77297e+09
29  75  1.56984e+09
29  76  1.46132e+09
29  77  1.44886e+09
29  78  1.37678e+09
29  79  1.25417e+09
29  80  1.284e+09
29  81  1.08524e+09
29  82  1.07043e+09
29  83  1.03871e+09
29  84  1.16583e+09
29  85  1.00154e+09
29  86  9.23231e+08
29  87  9.88923e+08
29  88  9.94353e+08
29  89  9.2567e+08
29  90  9.09112e+08
29  91  9.3243e+08
29  92  9.78166e+08
29  93  9.83933e+08
29  94  1.09757e+09
29  95  9.72344e+08
29  96  8.42687e+08
29  97  8.43397e+08
29  98  8.35069e+08
29  99  1.07647e+09
29  100  1.22344e+09
30  0  9.69579e+08
30  1  9.40245e+08
30  2  1.00392e+09
30  3  9.72505e+08
30  4  9.45403e+08
30  5  9.34989e+08
30  6  7.98464e+08
30  7  6.56592e+08
30  8  6.14606e+08
30  9  7.55412e+08
30  10  8.867e+08
30  11  9.61487e+08
30  12  1.14008e+09
30  13  1.15415e+09
30  14  1.27712e+09
30  15  1.25143e+09
30  16  1.15014e+09
30  17  1.06937e+09
30  18  1.3254e+09
30  19  1.34341e+09
30  20  1.3554e+09
30  21  1.42988e+09
30  22  1.15352e+09
30  23  1.36719e+09
30  24  1.45352e+09
30  25  1.33452e+09
30  26  1.40094e+09
30  27  1.48385e+09
30  28  1.47172e+09
30  29  1.38876e+09
30  30  1.28731e+09
30  31  1.49208e+09
30  32  1.38981e+09
30  33  1.50174e+09
30  34  1.22752e+09
30  35  1.21921e+09
30  36  1.2363e+09
30  37  1.33319e+09
30  38  1.25717e+09
30  39  1.40745e+09
30  40  1.32889e+09
30  41  1.33533e+09
30  42  1.3462e+09
30  43  1.08468e+09
30  44  1.00303e+09
30  45  9.19472e+08
30  46  7.50274e+08
30  47  8.24807e+08
30  48  9.16431e+08
30  49  9.50241e+08
30  50  1.11512e+09
30  51  1.32495e+09
30  52  1.37393e+09
30  53  1.33487e+09
30  54  1.50719e+09
30  55  1.57574e+09
30  56  1.47172e+09
30  57  1.43417e+09
30  58  1.41452e+09
30  59  1.32863e+09
30  60  1.38483e+09
30  61  1.35623e+09
30  62  1.66585e+09
30  63  1.53756e+09
30  64  1.50237e+09
30  65  1.54224e+09
30  66  1.52921e+09
30  67  1.35357e+09
30  68  1.43306e+09
30  69  1.81259e+09
30  70  1.72414e+09
30  71  1.81882e+09
30  72  1.99559e+09
30  73  1.77621e+09
30  74  1.57644e+09
30  75  1.51122e+09
30  76  1.3973e+09
30  77  1.40297e+09
30  78  1.3279e+09
30  79  1.27077e+09
30  80  1.14145e+09
30  81  1.16066e+09
30  82  9.95632e+08
30  83  1.08346e+09
30  84  9.14199e+08
30  85  9.55353e+08
30  86  9.91514e+08
30  87  9.42341e+08
30  88  1.05374e+09
30  89  9.7723e+08
30  90  8.61531e+08
30  91  8.27737e+08
30  92  9.46168e+08
30  93  9.11311e+08
30  94  9.3929e+08
30  95  9.50333e+08
30  96  1.01151e+09
30  97  8.67965e+08
30  98  8.96271e+08
30  99  1.14913e+09
30  100  1.17142e+09
31  0  1.09021e+09
31  1  1.00284e+09
31  2  1.03298e+09
31  3  1.03387e+09
31  4  1.01924e+09
31  5  8.91181e+08
31  6  7.66685e+08
31  7  6.48413e+08
31  8  6.79671e+08
31  9  7.16567e+08
31  10  1.04775e+09
31  11  9.86813e+08
31  12  1.12804e+09
31  13  1.34657e+09
31  14  1.22672e+09
31  15  1.22448e+09
31  16  1.22733e+09
31  17  1.08221e+09
31  18  1.26102e+09
31  19  1.35815e+09
31  20  1.44764e+09
31  21  1.39636e+09
31  22  1.15743e+09
31  23  1.32572e+09
31  24  1.42903e+09
31  25  1.3456e+09
31  26  1.1936e+09
31  27  1.41791e+09
31  28  1.48885e+09
31  29  1.20496e+09
31  30  1.17437e+09
31  31  1.25169e+09
31  32  1.35518e+09
31  33  1.29459e+09
31  34  1.38885e+09
31  35  1.19852e+09
31  36  1.16489e+09
31  37  1.27014e+09
31  38  1.25124e+09
31  39  1.38101e+09
31  40  1.24974e+09
31  41  1.22633e+09
31  42  1.31877e+09
31  43  1.0846e+09
31  44  9.4909e+08
31  45  8.72543e+08
31  46  7.62804e+08
31  47  7.13317e+08
31  48  8.93605e+08
31  49  9.5872e+08
31  50  9.80458e+08
31  51  1.14201e+09
31  52  1.13569e+09
31  53  1.22888e+09
31  54  1.23976e+09
31  55  1.33983e+09
31  56  1.27872e+09
31  57  1.16152e+09
31  58  1.36988e+09
31  59  1.24983e+09
31  60  1.34689e+09
31  61  1.41227e+09
31  62  1.47661e+09
31  63  1.58078e+09
31  64  1.52299e+09
31  65  1.46224e+09
31  66  1.37422e+09
31  67  1.48996e+09
31  68  1.71272e+09
31  69  1.56918e+09
31  70  1.70398e+09
31  71  1.81898e+09
31  72  1.83248e+09
31  73  1.98287e+09
31  74  1.3877e+09
31  75  1.37643e+09
31  76  1.51466e+09
31  77  1.29251e+09
31  78  1.33277e+09
31  79  1.16245e+09
31  80  1.13604e+09
31  81  1.03497e+09
31  82  9.80377e+08
31  83  9.78148e+08
31  84  9.65979e+08
31  85  1.01428e+09
31  86  1.03798e+09
31  87  1.0526e+09
31  88  1.09111e+09
31  89  9.23356e+08
31  90  8.20803e+08
31  91  7.76268e+08
31  92  8.7078e+08
31  93  9.93881e+08
31  94  9.36367e+08
31  95  1.12346e+09
31  96  9.19498e+08
31  97  9.77528e+08
31  98  1.10644e+09
31  99  1.23162e+09
31  100  1.19352e+09
32  0  1.05518e+09
32  1  9.1623e+08
32  2  1.13113e+09
32  3  1.02159e+09
32  4  9.91924e+08
32  5  8.50001e+08
32  6  7.44782e+08
32  7  6.35093e+08
32  8  7.40446e+08
32  9  8.01312e+08
32  10  9.17547e+08
32  11  1.04745e+09
32  12  1.12927e+09
32  13  1.25783e+09
32  14  1.30601e+09
32  15  1.21705e+09
32  16  1.06731e+09
32  17  1.10674e+09
32  18  1.38912e+09
32  19  1.43365e+09
32  20  1.30734e+09
32  21  1.24822e+09
32  22  1.33037e+09
32  23  1.22515e+09
32  24  1.25247e+09
32  25  1.31115e+09
32  26  1.26918e+09
32  27  1.617e+09
32  28  1.53497e+09
32  29  1.4834e+09
32  30  1.34366e+09
32  31  1.28676e+09
32  32  1.37612e+09
32  33  1.36361e+09
32  34  1.34397e+09
32  35  1.13673e+09
32  36  1.14234e+09
32  37  1.23638e+09
32  38  1.41619e+09
32  39  1.25965e+09
32  40  1.1787e+09
32  41  1.24625e+09
32  42  1.32948e+09
32  43  1.13479e+09
32  44  9.28165e+08
32  45  6.86132e+08
32  46  7.84311e+08
32  47  7.30671e+08
32  48  7.93735e+08
32  49  9.07597e+08
32  50  9.55711e+08
32  51  1.08768e+09
32  52  1.0727e+09
32  53  1.27843e+09
32  54  1.20544e+09
32  55  1.23013e+09
32  56  1.27019e+09
32  57  1.26481e+09
32  58  1.2612e+09
32  59  1.2419e+09
32  60  1.16023e+09
32  61  1.36178e+09
32  62  1.531e+09
32  63  1.61964e+09
32  64  1.51572e+09
32  65  1.36752e+09
32  66  1.33087e+09
32  67  1.27155e+09
32  68  1.42232e+09
32  69  1.55854e+09
32  70  1.84759e+09
32  71  1.85956e+09
32  72  1.80003e+09
32  73  1.77215e+09
32  74  1.58404e+09
32  75  1.49497e+09
32  76  1.50274e+09
32  77  1.33048e+09
32  78  1.29449e+09
32  79  1.03641e+09
32  80  1.03327e+09
32  81  1.1103e+09
32  82  9.71689e+08
32  83  8.75333e+08
32  84  9.05335e+08
32  85  1.00042e+09
32  86  9.90833e+08
32  87  1.13274e+09
32  88  1.02529e+09
32  89  9.04007e+08
32  90  7.83533e+08
32  91  9.29436e+08
32  92  9.48981e+08
32  93  8.78497e+08
32  94  9.66481e+08
32  95  1.10715e+09
32  96  9.4208e+08
32  97  9.43161e+08
32  98  9.48398e+08
32  99  1.17378e+09
32  100  1.16139e+09
33  0  1.03201e+09
33  1  1.06927e+09
33  2  1.12604e+09
33  3  1.21628e+09
33  4  1.01906e+09
33  5  8.87304e+08
33  6  6.84975e+08
33  7  7.48629e+08
33  8  8.21664e+08
33  9  8.38604e+08
33  10  1.08469e+09
33  11  1.15973e+09
33  12  1.28422e+09
33  13  1.35517e+09
33  14  1.46641e+09
33  15  1.30868e+09
33  16  1.11616e+09
33  17  1.15015e+09
33  18  1.38842e+09
33  19  1.37713e+09
33  20  1.32366e+09
33  21  1.49064e+09
33  22  1.19215e+09
33  23  1.36402e+09
33  24  1.45094e+09
33  25  1.32396e+09
33  26  1.4531e+09
33  27  1.48913e+09
33  28  1.44557e+09
33  29  1.4132e+09
33  30  1.345e+09
33  31  1.34321e+09
33  32  1.53237e+09
33  33  1.27088e+09
33  34  1.14741e+09
33  35  1.11202e+09
33  36  1.40995e+09
33  37  1.18354e+09
33  38  1.29098e+09
33  39  1.28936e+09
33  40  1.26132e+09
33  41  1.3139e+09
33  42  1.35791e+09
33  43  1.14469e+09
33  44  9.51592e+08
33  45  7.61375e+08
33  46  7.37149e+08
33  47  7.1664e+08
33  48  9.42697e+08
33  49  9.61872e+08
33  50  9.82072e+08
33  51  1.04125e+09
33  52  1.15964e+09
33  53  1.2764e+09
33  54  1.16735e+09
33  55  1.28401e+09
33  56  1.10918e+09
33  57  1.30503e+09
33  58  1.34551e+09
33  59  1.24377e+09
33  60  1.19782e+09
33  61  1.36558e+09
33  62  1.4802e+09
33  63  1.49597e+09
33  64  1.56229e+09
33  65  1.50458e+09
33  66  1.28452e+09
33  67  1.42716e+09
33  68  1.6253e+09
33  69  1.48864e+09
33  70  1.90612e+09
33  71  1.97099e+09
33  72  1.86724e+09
33  73  1.57662e+09
33  74  1.4578e+09
33  75  1.48463e+09
33  76  1.35796e+09
33  77  1.11136e+09
33  78  1.22002e+09
33  79  1.13827e+09
33  80  1.03443e+09
33  81  9.10947e+08
33  82  1.03957e+09
33  83  9.00107e+08
33  84  9.63582e+08
33  85  1.06851e+09
33  86  1.02995e+09
33  87  1.031e+09
33  88  1.05259e+09
33  89  9.56486e+08
33  90  9.32367e+08
33  91  9.02909e+08
33  92  9.73515e+08
33  93  8.43082e+08
33  94  9.80996e+08
33  95  1.2804e+09
33  96  1.06107e+09
33  97  9.72776e+08
33  98  1.07295e+09
33  99  1.15552e+09
33  100  1.13604e+09
34  0  1.07432e+09
34  1  1.13522e+09
34  2  1.08684e+09
34  3  1.03833e+09
34  4  1.11141e+09
34  5  8.82074e+08
34  6  6.92486e+08
34  7  6.65229e+08
34  8  8.04499e+08
34  9  9.20977e+08
34  10  1.03441e+09
34  11  1.18229e+09
34  12  1.37967e+09
34  13  1.49555e+09
34  14  1.46597e+09
34  15  1.14109e+09
34  16  1.13198e+09
34  17  1.16828e+09
34  18  1.38405e+09
34  19  1.38163e+09
34  20  1.34834e+09
34  21  1.2416e+09
34  22  1.45239e+09
34  23  1.31374e+09
34  24  1.44131e+09
34  25  1.33645e+09
34  26  1.47806e+09
34  27  1.52089e+09
34  28  1.53504e+09
34  29  1.29436e+09
34  30  1.20836e+09
34  31  1.3144e+09
34  32  1.38467e+09
34  33  1.22968e+09
34  34  1.32796e+09
34  35  1.17294e+09
34  36  1.19712e+09
34  37  1.10645e+09
34  38  1.2138e+09
34  39  1.28617e+09
34  40  1.12471e+09
34  41  1.26035e+09
34  42  1.48611e+09
34  43  1.16779e+09
34  44  8.37327e+08
34  45  8.23945e+08
34  46  7.81878e+08
34  47  7.73483e+08
34  48  8.69423e+08
34  49  9.21675e+08
34  50  9.27787e+08
34  51  1.00048e+09
34  52  1.06434e+09
34  53  1.10995e+09
34  54  1.08312e+09
34  55  1.1313e+09
34  56  1.20466e+09
34  57  1.1521e+09
34  58  1.19796e+09
34  59  1.29208e+09
34  60  1.22153e+09
34  61  1.15419e+09
34  62  1.43519e+09
34  63  1.60545e+09
34  64  1.46969e+09
34  65  1.40687e+09
34  66  1.33757e+09
34  67  1.37369e+09
34  68  1.47874e+09
34  69  1.41117e+09
34  70  1.68033e+09
34  71  2.00008e+09
34  72  1.77389e+09
34  73  1.50639e+09
34  74  1.48747e+09
34  75  1.32798e+09
34  76  1.16417e+09
34  77  1.41409e+09
34  78  1.18954e+09
34  79  1.19049e+09
34  80  1.16808e+09
34  81  8.58299e+08
34  82  8.75591e+08
34  83  9.41158e+08
34  84  9.63128e+08
34  85  1.00589e+09
34  86  1.00076e+09
34  87  1.04107e+09
34  88  8.92339e+08
34  89  8.64841e+08
34  90  8.60604e+08
34  91  9.63804e+08
34  92  1.01234e+09
34  93  9.41189e+08
34  94  1.03594e+09
34  95  1.25373e+09
34  96  1.00626e+09
34  97  1.05149e+09
34  98  1.11017e+09
34  99  1.30608e+09
34  100  1.1465e+09
35  0  1.21841e+09
35  1  1.07891e+09
35  2  1.09345e+09
35  3  1.23054e+09
35  4  1.14317e+09
35  5  9.27591e+08
35  6  7.42402e+08
