row  column  (images_14_017.edf K-K*images_14_017.edf Ar-K**(2.3))
24  95  1.24526e+07
24  96  2.37959e+07
24  97  8.48721e+06
24  98  1.75581e+07
24  99  2.80835e+07
24  100  5.32998e+06
25  0  158251
25  1  1.02384e+07
25  2  8.27351e+06
25  3  8.6943e+06
25  4  8.51148e+06
25  5  3.03367e+06
25  6  8.26077e+06
25  7  7.80082e+06
25  8  0
25  9  8.5628e+06
25  10  7.78906e+06
25  11  7.59972e+06
25  12  1.58241e+07
25  13  1.41641e+07
25  14  6.74061e+06
25  15  1.15598e+07
25  16  8.69245e+06
25  17  2.01676e+07
25  18  3.14762e+06
25  19  1.72992e+07
25  20  8.74439e+06
25  21  1.36755e+07
25  22  2.09918e+07
25  23  1.75775e+07
25  24  2.64238e+07
25  25  1.58644e+07
25  26  1.41675e+07
25  27  1.28873e+07
25  28  2.07073e+07
25  29  1.39819e+07
25  30  1.57883e+07
25  31  2.3113e+07
25  32  3.33124e+07
25  33  1.69639e+07
25  34  2.02037e+07
25  35  1.5072e+07
25  36  6.9238e+06
25  37  1.14084e+07
25  38  2.15457e+07
25  39  2.39176e+07
25  40  1.44157e+07
25  41  2.66305e+07
25  42  1.97017e+07
25  43  8.53436e+06
25  44  4.49898e+07
25  45  6.03499e+07
25  46  4.17876e+07
25  47  8.61575e+06
25  48  1.05522e+07
25  49  1.26516e+07
25  50  1.90539e+06
25  51  8.44762e+06
25  52  1.51986e+07
25  53  1.05416e+07
25  54  1.44163e+06
25  55  1.75063e+07
25  56  2.92808e+07
25  57  0
25  58  2.39318e+07
25  59  1.08613e+07
25  60  2.50843e+07
25  61  1.82252e+07
25  62  1.04625e+07
25  63  0
25  64  0
25  65  1.59325e+07
25  66  1.76361e+07
25  67  2.62858e+07
25  68  1.88622e+07
25  69  1.31656e+07
25  70  1.85131e+07
25  71  3.9953e+06
25  72  3.09306e+07
25  73  0
25  74  1.8378e+07
25  75  1.01495e+07
25  76  0
25  77  0
25  78  1.3352e+07
25  79  1.10848e+07
25  80  1.81634e+06
25  81  3.5589e+06
25  82  1.6885e+07
25  83  1.27e+07
25  84  1.5406e+07
25  85  5.16583e+06
25  86  0
25  87  5.58223e+06
25  88  1.41357e+07
25  89  1.75855e+07
25  90  1.19584e+07
25  91  1.07487e+07
25  92  1.34203e+07
25  93  1.25692e+07
25  94  1.2832e+07
25  95  1.685e+07
25  96  2.6258e+07
25  97  4.88746e+06
25  98  1.12589e+07
25  99  7.08175e+06
25  100  1.65675e+07
26  0  6.36343e+06
26  1  3.95098e+06
26  2  1.04163e+07
26  3  1.09373e+07
26  4  1.02063e+07
26  5  2.52161e+06
26  6  4.44211e+06
26  7  1.14295e+06
26  8  417737
26  9  6.87244e+06
26  10  1.51566e+07
26  11  0
26  12  0
26  13  0
26  14  0
26  15  1.80955e+07
26  16  2.15378e+07
26  17  7.51296e+06
26  18  1.53643e+07
26  19  2.56649e+07
26  20  8.86726e+06
26  21  1.30983e+07
26  22  1.94385e+07
26  23  1.38987e+07
26  24  0
26  25  1.74655e+07
26  26  1.01615e+07
26  27  1.97522e+07
26  28  1.81051e+07
26  29  0
26  30  8.05785e+06
26  31  1.49993e+07
26  32  2.14392e+07
26  33  2.76415e+07
26  34  1.26797e+07
26  35  1.78024e+07
26  36  2.12927e+07
26  37  2.54884e+07
26  38  0
26  39  2.47745e+07
26  40  2.06566e+07
26  41  2.20545e+07
26  42  4.30576e+07
26  43  3.11353e+07
26  44  2.49902e+07
26  45  2.43603e+07
26  46  5.51946e+07
26  47  2.06152e+07
26  48  1.73311e+07
26  49  1.38915e+07
26  50  0
26  51  0
26  52  1.10346e+07
26  53  0
26  54  2.43249e+07
26  55  1.08347e+07
26  56  0
26  57  0
26  58  2.31889e+07
26  59  1.50538e+07
26  60  2.66763e+07
26  61  9.31544e+06
26  62  2.61171e+07
26  63  9.8572e+06
26  64  2.51082e+07
26  65  2.13779e+07
26  66  0
26  67  1.13357e+07
26  68  0
26  69  1.66056e+07
26  70  2.13062e+07
26  71  2.80547e+07
26  72  1.98091e+07
26  73  1.56139e+07
26  74  1.55094e+07
26  75  6.92809e+06
26  76  1.88923e+07
26  77  0
26  78  2.03458e+07
26  79  1.04698e+07
26  80  2.27104e+07
26  81  5.9293e+06
26  82  2.53842e+07
26  83  4.18778e+06
26  84  1.30476e+07
26  85  0
26  86  1.48159e+07
26  87  9.16905e+06
26  88  1.38921e+07
26  89  0
26  90  1.32784e+07
26  91  8.97501e+06
26  92  3.32803e+06
26  93  1.84389e+07
26  94  1.14048e+07
26  95  2.11285e+07
26  96  0
26  97  2.49971e+07
26  98  9.34439e+06
26  99  1.11658e+07
26  100  1.9079e+07
27  0  2.7032e+06
27  1  7.09138e+06
27  2  1.43963e+07
27  3  6.76519e+06
27  4  9.53275e+06
27  5  5.63523e+06
27  6  4.18269e+06
27  7  1.25949e+07
27  8  1.0676e+07
27  9  6.37773e+06
27  10  7.37889e+06
27  11  3.12785e+06
27  12  6.167e+06
27  13  8.02997e+06
27  14  1.79258e+07
27  15  4.24349e+06
27  16  1.96011e+07
27  17  4.62605e+06
27  18  1.05032e+07
27  19  1.57869e+07
27  20  2.24031e+07
27  21  1.53253e+07
27  22  1.61965e+07
27  23  4.70618e+06
27  24  5.83525e+06
27  25  1.92678e+07
27  26  7.77519e+06
27  27  9.76006e+06
27  28  0
27  29  1.97942e+07
27  30  0
27  31  1.52166e+07
27  32  3.50909e+07
27  33  8.24602e+06
27  34  1.62844e+06
27  35  9.26222e+06
27  36  3.11902e+07
27  37  1.15838e+07
27  38  1.15463e+07
27  39  0
27  40  9.68068e+06
27  41  1714.97
27  42  2.69318e+07
27  43  1.18683e+06
27  44  2.59707e+07
27  45  1.10529e+07
27  46  5.12127e+07
27  47  1.7927e+07
27  48  0
27  49  1.39852e+07
27  50  1.2435e+07
27  51  1.77123e+07
27  52  1.82904e+07
27  53  1.05837e+07
27  54  1.44381e+07
27  55  0
27  56  8.1883e+06
27  57  2.6484e+07
27  58  1.87085e+07
27  59  1.61913e+07
27  60  2.24467e+07
27  61  1.8499e+07
27  62  8.66565e+06
27  63  2.57203e+07
27  64  9.82313e+06
27  65  3.40162e+07
27  66  2.93324e+07
27  67  1.17419e+07
27  68  2.56692e+07
27  69  1.00414e+06
27  70  0
27  71  0
27  72  2.08285e+07
27  73  3.08663e+07
27  74  1.17315e+07
27  75  2.38332e+07
27  76  2.15611e+07
27  77  1.15346e+07
27  78  2.4568e+07
27  79  2.0611e+07
27  80  1.3436e+07
27  81  1.62298e+07
27  82  1.0132e+07
27  83  2.87974e+06
27  84  1.64595e+07
27  85  8.99654e+06
27  86  1.45308e+07
27  87  8.37816e+06
27  88  1.80283e+07
27  89  2.08546e+07
27  90  2.01755e+07
27  91  2.26036e+07
27  92  6.40816e+06
27  93  2.74962e+07
27  94  1.13418e+07
27  95  1.72e+07
27  96  4.34549e+06
27  97  1.2028e+07
27  98  3.07821e+06
27  99  1.2268e+07
27  100  1.05465e+07
28  0  9.78043e+06
28  1  1.15865e+07
28  2  0
28  3  6.94663e+06
28  4  6.93917e+06
28  5  7.3876e+06
28  6  8.73173e+06
28  7  3.56412e+06
28  8  9.31285e+06
28  9  7.14259e+06
28  10  9.78174e+06
28  11  0
28  12  1.65763e+07
28  13  0
28  14  9.7771e+06
28  15  0
28  16  1.10362e+07
28  17  3.78628e+06
28  18  2.54998e+07
28  19  1.09081e+07
28  20  1.69738e+06
28  21  0
28  22  1.96569e+07
28  23  4.20869e+06
28  24  2.41876e+07
28  25  1.64795e+07
28  26  5.23066e+06
28  27  2.8987e+07
28  28  0
28  29  3.56259e+07
28  30  1.64274e+07
28  31  2.0156e+07
28  32  1.03289e+07
28  33  2.61283e+07
28  34  1.76805e+07
28  35  1.53033e+07
28  36  2.5579e+07
28  37  8.12087e+06
28  38  9.48346e+06
28  39  1.63787e+07
28  40  2.66714e+07
28  41  2.86574e+07
28  42  1.84787e+07
28  43  1.41775e+07
28  44  2.64952e+07
28  45  5.7093e+07
28  46  3.27069e+07
28  47  3.12318e+07
28  48  7.10667e+06
28  49  0
28  50  1.73946e+07
28  51  0
28  52  1.54052e+07
28  53  0
28  54  0
28  55  0
28  56  1.87528e+07
28  57  2.78427e+07
28  58  3.53962e+07
28  59  1.35197e+07
28  60  1.61853e+07
28  61  1.77654e+07
28  62  1.1255e+07
28  63  1.71832e+07
28  64  1.00273e+07
28  65  2.46849e+07
28  66  1.23266e+07
28  67  1.46101e+07
28  68  0
28  69  1.0746e+07
28  70  3.26757e+07
28  71  2.65748e+07
28  72  2.00437e+07
28  73  1.62153e+07
28  74  1.94911e+07
28  75  7.62305e+06
28  76  2.27149e+07
28  77  7.08416e+06
28  78  1.2227e+07
28  79  1.41027e+07
28  80  1.49963e+07
28  81  9.81085e+06
28  82  4.47903e+06
28  83  1.03981e+07
28  84  1.11137e+07
28  85  2.50729e+06
28  86  6.6829e+06
28  87  8.32697e+06
28  88  1.72992e+07
28  89  1.54301e+07
28  90  6.06808e+06
28  91  5.01331e+06
28  92  2.01249e+07
28  93  8.44971e+06
28  94  853830
28  95  1.39835e+07
28  96  2.12351e+07
28  97  9.45088e+06
28  98  2.50037e+07
28  99  1.94137e+07
28  100  2.37217e+07
29  0  9.7058e+06
29  1  0
29  2  1.36725e+07
29  3  8.17323e+06
29  4  3.27048e+06
29  5  5.92622e+06
29  6  0
29  7  1.2141e+07
29  8  6.06138e+06
29  9  9.43675e+06
29  10  2.0092e+07
29  11  3.1299e+06
29  12  7.14105e+06
29  13  1.1717e+07
29  14  1.67359e+06
29  15  7.15553e+06
29  16  5.44636e+06
29  17  1.40343e+07
29  18  7.90836e+06
29  19  3.19344e+07
29  20  2.49148e+07
29  21  0
29  22  2.29754e+07
29  23  1.0423e+06
29  24  1.70257e+07
29  25  4.68715e+06
29  26  0
29  27  3.75204e+07
29  28  0
29  29  1.5782e+07
29  30  1.73279e+07
29  31  1.74978e+07
29  32  1.19063e+06
29  33  2.43246e+07
29  34  1.79317e+07
29  35  1.28273e+07
29  36  2.35272e+07
29  37  2.79819e+07
29  38  4.74994e+06
29  39  2.87385e+07
29  40  1.21095e+07
29  41  2.51074e+07
29  42  3.03523e+07
29  43  7.30355e+06
29  44  2.64097e+07
29  45  6.53513e+07
29  46  4.97531e+07
29  47  1.91217e+07
29  48  2.46222e+07
29  49  0
29  50  8.83161e+06
29  51  1.67789e+07
29  52  453242
29  53  6.43547e+06
29  54  1.08536e+07
29  55  1.80172e+07
29  56  8.26806e+06
29  57  5.09174e+06
29  58  2.60319e+07
29  59  2.3271e+07
29  60  2.20449e+07
29  61  1.84144e+07
29  62  2.77511e+07
29  63  3.57027e+06
29  64  2.59397e+07
29  65  2.85975e+07
29  66  1.20149e+07
29  67  0
29  68  2.41764e+07
29  69  0
29  70  2.00101e+07
29  71  2.14837e+07
29  72  4.49333e+06
29  73  1.62297e+07
29  74  6.89049e+06
29  75  2.43375e+07
29  76  5.09571e+06
29  77  1.0885e+07
29  78  1.0038e+07
29  79  1.30755e+07
29  80  1.0467e+07
29  81  2.67518e+07
29  82  1.05076e+07
29  83  8.61202e+06
29  84  0
29  85  1.65861e+07
29  86  1.06835e+07
29  87  1.03789e+07
29  88  2.63857e+07
29  89  2.06926e+07
29  90  1.28326e+07
29  91  5.71175e+06
29  92  1.33483e+07
29  93  8.54045e+06
29  94  2.02462e+07
29  95  2.21283e+07
29  96  1.75389e+07
29  97  1.38647e+07
29  98  2.0471e+07
29  99  8.79578e+06
29  100  7.52909e+06
30  0  1.07393e+07
30  1  3.29624e+06
30  2  6.18421e+06
30  3  1.35808e+06
30  4  9.49596e+06
30  5  7.56778e+06
30  6  1.05729e+07
30  7  1.19417e+07
30  8  5.29221e+06
30  9  6.08445e+06
30  10  255380
30  11  0
30  12  0
30  13  1.74522e+07
30  14  0
30  15  7.92832e+06
30  16  2.22042e+07
30  17  1.38548e+07
30  18  0
30  19  1.40474e+07
30  20  1.37752e+07
30  21  6.75833e+06
30  22  2.19567e+07
30  23  2.95482e+07
30  24  1.94885e+07
30  25  9.56789e+06
30  26  2.05713e+07
30  27  2.24416e+07
30  28  1.20382e+07
30  29  9.25528e+06
30  30  1.42268e+07
30  31  1.69318e+06
30  32  1.20547e+07
30  33  1.09816e+06
30  34  9.00347e+06
30  35  8.1564e+06
30  36  0
30  37  0
30  38  1.65635e+07
30  39  2.23864e+07
30  40  1.13274e+07
30  41  2.81117e+07
30  42  2.8444e+07
30  43  6.4696e+06
30  44  2.20214e+07
30  45  2.80744e+07
30  46  4.42253e+07
30  47  3.84116e+07
30  48  0
30  49  1.21572e+07
30  50  8.04329e+06
30  51  3.50658e+07
30  52  2.00805e+07
30  53  1.41517e+07
30  54  1.43434e+07
30  55  6.11507e+06
30  56  2.1236e+07
30  57  1.79609e+07
30  58  2.15838e+07
30  59  1.44983e+07
30  60  0
30  61  1.79548e+07
30  62  2.16289e+07
30  63  0
30  64  2.24159e+07
30  65  2.4715e+07
30  66  1.30992e+07
30  67  2.014e+07
30  68  2.63388e+07
30  69  0
30  70  7.27366e+06
30  71  1.71042e+07
30  72  4.07661e+07
30  73  1.51334e+07
30  74  2.18609e+07
30  75  0
30  76  1.84668e+07
30  77  1.88385e+07
30  78  1.85257e+07
30  79  1.48393e+07
30  80  9.41061e+06
30  81  1.20968e+07
30  82  1.88358e+07
30  83  1.55286e+07
30  84  0
30  85  5.22182e+06
30  86  9.76736e+06
30  87  1.50004e+07
30  88  8.29698e+06
30  89  1.2543e+07
30  90  1.9315e+07
30  91  2.15811e+07
30  92  1.70101e+07
30  93  7.42322e+06
30  94  1.85094e+07
30  95  1.40041e+07
30  96  1.70535e+06
30  97  1.81114e+07
30  98  1.49749e+07
30  99  1.03066e+07
30  100  2.17329e+07
31  0  2.69137e+06
31  1  6.45057e+06
31  2  6.33132e+06
31  3  6.07247e+06
31  4  4.11181e+06
31  5  1.5655e+07
31  6  1.04432e+07
31  7  1.13609e+07
31  8  5.57453e+06
31  9  1.02252e+07
31  10  0
31  11  3.27374e+06
31  12  7.85088e+06
31  13  0
31  14  7.76195e+06
31  15  1.11905e+07
31  16  1.42963e+07
31  17  1.8822e+07
31  18  1.0388e+07
31  19  1.52022e+07
31  20  1.70235e+07
31  21  6.85727e+06
31  22  1.17251e+07
31  23  1.34598e+07
31  24  3.02388e+07
31  25  1.977e+07
31  26  1.32181e+07
31  27  1.32309e+07
31  28  1.71858e+07
31  29  2.69403e+07
31  30  1.25105e+07
31  31  1.40455e+07
31  32  0
31  33  2.20155e+07
31  34  9.8206e+06
31  35  2.30861e+07
31  36  1.84768e+07
31  37  0
31  38  2.28601e+07
31  39  3.18383e+07
31  40  2.51791e+07
31  41  2.10008e+07
31  42  0
31  43  2.06913e+07
31  44  1.39125e+07
31  45  3.07865e+07
31  46  3.65021e+07
31  47  0
31  48  1.92073e+07
31  49  1.29644e+07
31  50  1.00143e+07
31  51  1.08411e+06
31  52  1.26134e+07
31  53  7.09205e+06
31  54  1.39878e+07
31  55  2.31787e+07
31  56  2.22212e+07
31  57  8.40828e+06
31  58  1.58474e+07
31  59  8.90728e+06
31  60  7.0829e+06
31  61  2.81004e+07
31  62  1.3812e+07
31  63  8.78438e+06
31  64  1.91869e+07
31  65  3.09816e+06
31  66  1.52984e+07
31  67  0
31  68  4.97246e+06
31  69  8.25125e+06
31  70  2.15997e+07
31  71  1.8037e+07
31  72  3.11968e+07
31  73  3.59855e+07
31  74  1.50425e+07
31  75  6.48322e+06
31  76  1.69944e+07
31  77  2.79862e+07
31  78  368054
31  79  1.21185e+07
31  80  1.31884e+07
31  81  2.58068e+07
31  82  1.41908e+07
31  83  2.17602e+07
31  84  2.07957e+06
31  85  1.85343e+07
31  86  1.12795e+07
31  87  1.259e+07
31  88  1.07347e+07
31  89  0
31  90  9.97176e+06
31  91  1.08896e+07
31  92  9.40015e+06
31  93  1.24487e+07
31  94  1.1079e+07
31  95  0
31  96  1.22508e+07
31  97  0
31  98  1.21689e+07
31  99  2.46121e+07
31  100  1.87268e+07
32  0  8.48147e+06
32  1  0
32  2  0
32  3  470335
32  4  1.38078e+07
32  5  0
32  6  6.6926e+06
32  7  4.70794e+06
32  8  4.80621e+06
32  9  7.87789e+06
32  10  0
32  11  1.63257e+07
32  12  7.61794e+06
32  13  8.68566e+06
32  14  8.76763e+06
32  15  1.06727e+07
32  16  3.19346e+06
32  17  1.07288e+07
32  18  1.37931e+07
32  19  2.00071e+07
32  20  1.93669e+07
32  21  0
32  22  1.78974e+06
32  23  2.67085e+07
32  24  3.81857e+07
32  25  8.30235e+06
32  26  1.06412e+07
32  27  7.13821e+06
32  28  1.81558e+07
32  29  2.22606e+07
32  30  2.53174e+07
32  31  1.28182e+07
32  32  1.92083e+07
32  33  1.52937e+07
32  34  1.80638e+07
32  35  7.17823e+06
32  36  1.04811e+07
32  37  1.08909e+07
32  38  1.54485e+07
32  39  0
32  40  2.00181e+07
32  41  1.85545e+07
32  42  2.67237e+07
32  43  2.53492e+07
32  44  2.22214e+07
32  45  3.42601e+07
32  46  1.39199e+07
32  47  1.7471e+07
32  48  1.59236e+07
32  49  1.87859e+07
32  50  2.43415e+07
32  51  1.52579e+07
32  52  1.16446e+07
32  53  3.47675e+07
32  54  5.8896e+06
32  55  0
32  56  1.46016e+07
32  57  8.32316e+06
32  58  1.94504e+07
32  59  0
32  60  1.32394e+07
32  61  2.42784e+07
32  62  2.08807e+07
32  63  0
32  64  1.24457e+07
32  65  7.45929e+06
32  66  1.10624e+07
32  67  5.24887e+06
32  68  1.5147e+07
32  69  1.61519e+07
32  70  2.15212e+07
32  71  8.84879e+06
32  72  2.47971e+07
32  73  3.49186e+07
32  74  1.01436e+06
32  75  1.21347e+07
32  76  0
32  77  1.67803e+07
32  78  6.42829e+06
32  79  1.12103e+07
32  80  2.22602e+07
32  81  1.47092e+07
32  82  1.81067e+07
32  83  2.03389e+07
32  84  9.74338e+06
32  85  2.3269e+07
32  86  1.10971e+07
32  87  2.25501e+07
32  88  1.49811e+07
32  89  2.58094e+07
32  90  1.50367e+07
32  91  1.33223e+07
32  92  2.21118e+07
32  93  1.88877e+07
32  94  1.49255e+07
32  95  5.5741e+06
32  96  9.43764e+06
32  97  3.41789e+07
32  98  3.11238e+06
32  99  2.15343e+07
32  100  1.85111e+07
33  0  1.03706e+07
33  1  1.01835e+07
33  2  8.00116e+06
33  3  1.09362e+07
33  4  7.22923e+06
33  5  2.44759e+06
33  6  9.47577e+06
33  7  1.6053e+07
33  8  5.33709e+06
33  9  5.54625e+06
33  10  7.75666e+06
33  11  3.90456e+06
33  12  1.49085e+07
33  13  9.41324e+06
33  14  6.98412e+06
33  15  0
33  16  5.50956e+06
33  17  1.06167e+07
33  18  1.75136e+07
33  19  3.14975e+07
33  20  1.27761e+07
33  21  1.63792e+07
33  22  2.80095e+07
33  23  2.4452e+07
33  24  1.79805e+07
33  25  1.42286e+07
33  26  1.73208e+07
33  27  1.9116e+07
33  28  1.8415e+07
33  29  2.11815e+07
33  30  0
33  31  2.50905e+07
33  32  7.89949e+06
33  33  7.37902e+06
33  34  8.66522e+06
33  35  1.90903e+07
33  36  1.86353e+07
33  37  0
33  38  1.51615e+07
33  39  0
33  40  0
33  41  3.13025e+07
33  42  2.21099e+07
33  43  4.24861e+07
33  44  0
33  45  2.55139e+07
33  46  1.73049e+07
33  47  8.27779e+06
33  48  1.97201e+07
33  49  6.67185e+06
33  50  1.09465e+07
33  51  2.17706e+07
33  52  6.23291e+06
33  53  7.14315e+06
33  54  2.46333e+07
33  55  6.03365e+06
33  56  2.16681e+07
33  57  2.24604e+07
33  58  2.93036e+07
33  59  1.76007e+07
33  60  1.2623e+07
33  61  4.48294e+06
33  62  1.29128e+07
33  63  0
33  64  1.46e+06
33  65  1.24552e+07
33  66  8.22925e+06
33  67  1.65547e+07
33  68  0
33  69  2.66618e+07
33  70  0
33  71  0
33  72  0
33  73  0
33  74  4.41963e+06
33  75  1.17354e+07
33  76  1.35835e+07
33  77  1.83139e+07
33  78  2.58305e+07
33  79  9.88605e+06
33  80  8.35946e+06
33  81  4.54126e+06
33  82  1.6776e+07
33  83  7.52741e+06
33  84  5.7828e+06
33  85  3.49699e+07
33  86  1.66307e+07
33  87  1.89752e+07
33  88  1.99342e+07
33  89  0
33  90  2.70694e+07
33  91  3.56629e+07
33  92  1.30786e+07
33  93  2.27112e+07
33  94  2.73865e+06
33  95  6.02944e+06
33  96  8.46286e+06
33  97  1.03954e+07
33  98  2.17172e+07
33  99  1.13308e+07
33  100  1.25929e+07
34  0  0
34  1  0
34  2  3.07389e+06
34  3  8.53677e+06
34  4  7.81524e+06
34  5  5.64493e+06
34  6  3.04298e+06
34  7  8.15159e+06
34  8  5.42412e+06
34  9  8.41047e+06
34  10  1.71942e+06
34  11  1.74794e+06
34  12  3.74317e+06
34  13  0
34  14  8.78515e+06
34  15  4.12644e+06
34  16  1.56669e+07
34  17  3.66639e+06
34  18  4.61839e+06
34  19  0
34  20  2.46418e+06
34  21  3.07319e+06
34  22  2.16378e+07
34  23  3.11711e+07
34  24  0
34  25  1.69529e+07
34  26  1.66724e+07
34  27  0
34  28  1.88013e+07
34  29  1.43862e+07
34  30  6.84084e+06
34  31  3.36192e+07
34  32  1.28031e+07
34  33  8.08712e+06
34  34  3.6673e+07
34  35  2.09231e+07
34  36  7.89216e+06
34  37  2.34071e+07
34  38  2.28875e+07
34  39  1.22538e+07
34  40  1.82201e+07
34  41  2.55789e+07
34  42  2.83196e+07
34  43  1.10448e+07
34  44  2.09629e+07
34  45  1.6474e+07
34  46  2.84689e+07
34  47  3.35953e+07
34  48  9.3709e+06
34  49  2.36831e+07
34  50  3.62364e+07
34  51  1.33695e+07
34  52  1.19458e+07
34  53  1.47511e+07
34  54  0
34  55  2.28662e+07
34  56  0
34  57  2.3176e+07
34  58  2.62358e+07
34  59  7.32588e+06
34  60  1.12509e+07
34  61  1.45172e+07
34  62  2.90017e+06
34  63  2.72443e+07
34  64  0
34  65  0
34  66  1.44473e+07
34  67  2.13609e+07
34  68  2.28079e+07
34  69  2.51274e+07
34  70  0
34  71  2.23087e+07
34  72  1.09909e+07
34  73  5.61924e+06
34  74  2.29258e+07
34  75  1.73301e+07
34  76  1.01042e+07
34  77  0
34  78  165344
34  79  2.01757e+07
34  80  0
34  81  201121
34  82  1.52151e+07
34  83  1.72045e+07
34  84  9.45818e+06
34  85  2.31956e+07
34  86  1.29046e+07
34  87  2.20659e+07
34  88  1.25334e+07
34  89  8.56697e+06
34  90  1.95352e+07
34  91  8.38735e+06
34  92  1.33036e+07
34  93  1.31498e+07
34  94  9.883e+06
34  95  2.0285e+07
34  96  1.60493e+07
34  97  0
34  98  2.0515e+07
34  99  0
34  100  3.91689e+06
35  0  4.26401e+06
35  1  0
35  2  2.05814e+07
35  3  4.70436e+06
35  4  1.37834e+07
35  5  2.29544e+07
35  6  1.31869e+06
35  7  0
35  8  8.42181e+06
35  9  8.43944e+06
35  10  1.11932e+07
35  11  9.34482e+06
35  12  1.88133e+06
35  13  1.68927e+07
35  14  1.40793e+07
35  15  1.35812e+07
35  16  6.82037e+06
35  17  9.01797e+06
35  18  1.44915e+06
35  19  1.52557e+07
35  20  1.85307e+07
35  21  7.71077e+06
35  22  2.80477e+07
35  23  3.25082e+07
35  24  2.28928e+07
35  25  4.72045e+06
35  26  2.76548e+07
35  27  1.80998e+07
35  28  2.65774e+07
35  29  1.78331e+07
35  30  2.2302e+07
35  31  1.63025e+07
35  32  9.25801e+06
35  33  1.60611e+07
35  34  1.6371e+07
35  35  2.36227e+07
35  36  1.17845e+07
35  37  0
35  38  1.36181e+07
35  39  9.0228e+06
35  40  1.79147e+07
35  41  9.10439e+06
35  42  2.59631e+07
35  43  1.95467e+07
35  44  1.57065e+07
35  45  2.92011e+07
35  46  3.5643e+07
35  47  1.61346e+07
35  48  1.77818e+07
35  49  1.45319e+07
35  50  8.06869e+06
35  51  2.13711e+07
35  52  0
35  53  1.53842e+07
35  54  1.95541e+07
35  55  2.14766e+07
35  56  0
35  57  1.01607e+07
35  58  1.63265e+07
35  59  2.90043e+07
35  60  1.36874e+07
35  61  1.64948e+07
35  62  1.36937e+07
35  63  9.74819e+06
35  64  2.56807e+07
35  65  2.3766e+07
35  66  1.68442e+07
35  67  1.47358e+07
35  68  8.89196e+06
35  69  1.75147e+07
35  70  1.63195e+07
35  71  0
35  72  0
35  73  5.8699e+06
35  74  0
35  75  1.49547e+07
35  76  0
35  77  1.5589e+07
35  78  1.49792e+07
35  79  1.00402e+07
35  80  1.49954e+07
35  81  1.16752e+07
35  82  1.33331e+07
35  83  1.56294e+06
35  84  1.07233e+07
35  85  0
35  86  2.91001e+06
35  87  1.09697e+07
35  88  2.28931e+07
35  89  9.609e+06
35  90  5.62781e+06
35  91  3.71622e+06
35  92  7.54407e+06
35  93  8.351e+06
35  94  8.61595e+06
35  95  1.666e+07
35  96  1.44194e+07
35  97  2.46619e+07
35  98  0
35  99  2.40407e+07
35  100  9.95894e+06
36  0  9.24704e+06
36  1  0
36  2  1.21221e+07
36  3  6.68238e+06
36  4  6.78172e+06
36  5  1.16104e+07
36  6  6.92076e+06
36  7  0
36  8  1.17814e+07
36  9  5.92934e+06
36  10  0
36  11  7.43255e+06
36  12  1.29063e+07
36  13  1.29438e+07
36  14  1.74669e+07
36  15  1.89629e+07
36  16  8.51328e+06
36  17  1.41347e+07
36  18  2.0055e+07
36  19  2.3304e+07
36  20  1.07321e+07
36  21  1.81306e+07
36  22  3.12253e+07
36  23  1.01192e+07
36  24  1.74355e+07
36  25  1.28293e+07
36  26  1.80047e+07
36  27  1.37091e+07
36  28  3.71475e+07
36  29  7.36171e+06
36  30  2.76263e+07
36  31  2.84275e+07
36  32  0
36  33  8.09457e+06
36  34  1.66842e+07
36  35  1.64202e+07
36  36  1.46721e+07
36  37  5.90743e+06
36  38  3.25772e+07
36  39  1.46413e+07
36  40  1.2221e+07
36  41  2.37976e+07
36  42  1.57126e+07
36  43  2.9495e+06
36  44  1.94625e+07
36  45  2.71902e+07
36  46  1.4799e+07
36  47  3.2919e+07
36  48  2.27508e+07
36  49  2.77284e+07
36  50  1.04285e+07
36  51  8.69612e+06
36  52  1.13786e+07
36  53  0
36  54  1.97634e+07
36  55  9.77515e+06
36  56  1.33129e+07
36  57  0
36  58  1.98925e+07
36  59  2.05661e+07
36  60  1.28521e+07
36  61  9.13636e+06
36  62  1.17716e+07
36  63  0
36  64  2.02689e+07
36  65  9.3067e+06
36  66  1.76063e+07
36  67  1.23564e+07
36  68  2.76209e+07
36  69  2.57179e+07
36  70  1.60161e+07
36  71  2.05885e+07
36  72  0
36  73  0
36  74  9.9635e+06
36  75  2.74288e+07
36  76  0
36  77  0
36  78  2.54965e+07
36  79  2.07658e+07
36  80  1.9374e+07
36  81  0
36  82  4.23602e+06
36  83  0
36  84  1.18062e+07
36  85  5.50342e+06
36  86  2.22845e+07
36  87  8.47341e+06
36  88  1.19577e+07
36  89  2.54324e+07
36  90  1.02851e+07
36  91  1.98581e+07
36  92  1.25801e+07
36  93  2.14956e+07
36  94  2.78322e+07
36  95  2.20986e+07
36  96  2.43874e+07
36  97  1.32301e+07
36  98  2.84626e+07
36  99  2.65798e+07
36  100  0
37  0  1.51581e+07
37  1  1.81116e+07
37  2  1.60005e+07
37  3  6.80795e+06
37  4  1.29877e+06
37  5  1.30063e+07
37  6  5.00552e+06
37  7  4.23991e+06
37  8  8.57619e+06
37  9  1.01522e+07
37  10  5.35676e+06
37  11  1.23868e+07
37  12  6.66582e+06
37  13  2.26199e+07
37  14  6.99143e+06
37  15  7.2112e+06
37  16  8.95556e+06
37  17  0
37  18  1.22081e+07
37  19  0
37  20  2.63251e+07
