row  column  (images_14_017.edf K-K*images_14_017.edf Ar-K**(2.3))
4  90  4.68255e+06
4  91  2.29641e+07
4  92  1.82827e+07
4  93  7.93826e+06
4  94  2.05905e+07
4  95  1.82361e+07
4  96  1.31461e+07
4  97  1.6589e+07
4  98  1.12123e+07
4  99  2.61663e+07
4  100  1.70134e+07
5  0  3.6007e+06
5  1  1.15224e+07
5  2  2.92949e+06
5  3  7.82518e+06
5  4  341888
5  5  1.37919e+07
5  6  1.06866e+07
5  7  9.5637e+06
5  8  0
5  9  4.62728e+06
5  10  8.97197e+06
5  11  1.41328e+07
5  12  8.0456e+06
5  13  8.7483e+06
5  14  1.75669e+06
5  15  1.89285e+07
5  16  1.8605e+07
5  17  1.69373e+07
5  18  0
5  19  1.59538e+07
5  20  2.1558e+07
5  21  0
5  22  1.29469e+07
5  23  0
5  24  1.36755e+07
5  25  1.15872e+07
5  26  1.87981e+07
5  27  2.17652e+07
5  28  7.95663e+06
5  29  1.073e+07
5  30  1.80735e+07
5  31  1.21485e+06
5  32  1.00933e+07
5  33  3.27519e+06
5  34  1.28585e+07
5  35  0
5  36  4.37035e+06
5  37  0
5  38  1.9938e+07
5  39  1.00429e+07
5  40  7.21394e+06
5  41  3.63381e+07
5  42  3.24272e+07
5  43  2.33956e+07
5  44  2.7251e+07
5  45  2.60216e+07
5  46  0
5  47  1.1542e+07
5  48  0
5  49  1.85464e+07
5  50  3.77788e+07
5  51  3.59414e+07
5  52  2.05913e+07
5  53  646.258
5  54  1.89673e+07
5  55  2.34381e+07
5  56  0
5  57  2.36976e+07
5  58  2.10254e+07
5  59  1.73255e+07
5  60  1.52375e+07
5  61  0
5  62  1.47605e+07
5  63  8.44727e+06
5  64  8.59981e+06
5  65  2.57195e+07
5  66  1.22817e+07
5  67  1.42109e+07
5  68  3.0808e+07
5  69  1.61245e+07
5  70  2.46951e+07
5  71  2.32754e+07
5  72  0
5  73  2.05929e+07
5  74  8.9165e+06
5  75  1.31985e+07
5  76  0
5  77  2.94907e+07
5  78  9.72753e+06
5  79  3.01727e+07
5  80  9.465e+06
5  81  3.22041e+06
5  82  1.7479e+07
5  83  7.48972e+06
5  84  8.86135e+06
5  85  1.83953e+07
5  86  1.82306e+07
5  87  9.65441e+06
5  88  3.17748e+06
5  89  1.15238e+07
5  90  1.95583e+07
5  91  5.30051e+06
5  92  4.29969e+06
5  93  0
5  94  1.14106e+07
5  95  1.88195e+07
5  96  1.57243e+07
5  97  4.34269e+06
5  98  3.4144e+07
5  99  1.91954e+07
5  100  1.89822e+07
6  0  564941
6  1  7.19353e+06
6  2  1.68802e+06
6  3  1.63167e+07
6  4  0
6  5  5.32116e+06
6  6  6.01784e+06
6  7  5.45544e+06
6  8  1.38174e+07
6  9  1.12785e+07
6  10  8.62115e+06
6  11  2.29738e+06
6  12  2.96794e+06
6  13  1.04072e+07
6  14  6.41536e+06
6  15  6.96752e+06
6  16  9.04485e+06
6  17  1.29662e+07
6  18  1.3924e+07
6  19  3.39516e+07
6  20  1.26457e+07
6  21  187377
6  22  1.00982e+07
6  23  1.30255e+07
6  24  9.59608e+06
6  25  0
6  26  1.91747e+07
6  27  1.91798e+07
6  28  2.73821e+07
6  29  2.15002e+07
6  30  1.21006e+07
6  31  1.76431e+07
6  32  2.33916e+07
6  33  2.97695e+06
6  34  1.86071e+06
6  35  1.43107e+07
6  36  1.55194e+07
6  37  0
6  38  2.13797e+07
6  39  1.95482e+07
6  40  1.76634e+07
6  41  5.48819e+07
6  42  5.61791e+07
6  43  2.69487e+07
6  44  1.41442e+07
6  45  5.71918e+06
6  46  0
6  47  2.39249e+07
6  48  1.66324e+07
6  49  1.68321e+07
6  50  3.2838e+07
6  51  1.14163e+07
6  52  2.43682e+07
6  53  2.19554e+07
6  54  3.12256e+07
6  55  2.81566e+07
6  56  3.97807e+07
6  57  2.7686e+07
6  58  6.40667e+06
6  59  1.23951e+07
6  60  0
6  61  1.48088e+07
6  62  3.43062e+07
6  63  0
6  64  1.91974e+07
6  65  2.16096e+07
6  66  2.04728e+07
6  67  1.77861e+07
6  68  3.49694e+07
6  69  2.12965e+07
6  70  0
6  71  0
6  72  2.86133e+07
6  73  8.4978e+06
6  74  3.77159e+07
6  75  2.69312e+07
6  76  1.55037e+07
6  77  2.15548e+07
6  78  1.97141e+07
6  79  0
6  80  0
6  81  8.59715e+06
6  82  2.41882e+07
6  83  8.31576e+06
6  84  1.998e+07
6  85  7.54112e+06
6  86  3.7067e+06
6  87  1.01005e+07
6  88  2.70937e+07
6  89  1.51398e+07
6  90  1.54141e+07
6  91  1.05872e+07
6  92  1.88042e+07
6  93  0
6  94  1.90485e+07
6  95  0
6  96  2.12321e+07
6  97  1.54192e+07
6  98  3.26977e+07
6  99  1.85287e+07
6  100  1.57788e+07
7  0  1.86308e+06
7  1  1.37465e+07
7  2  63960.4
7  3  5.51756e+06
7  4  2.541e+06
7  5  180753
7  6  3.95256e+06
7  7  3.4006e+06
7  8  1.61638e+06
7  9  9.90661e+06
7  10  1.32517e+07
7  11  9.26947e+06
7  12  1.0564e+07
7  13  1.15224e+07
7  14  1.43315e+07
7  15  9.07979e+06
7  16  1.37944e+07
7  17  2.96003e+07
7  18  2.81582e+07
7  19  1.37591e+07
7  20  1.58747e+07
7  21  1.59187e+07
7  22  2.4429e+07
7  23  1.86622e+07
7  24  6.20473e+06
7  25  4.16927e+06
7  26  1.69378e+07
7  27  0
7  28  0
7  29  8.12296e+06
7  30  1.0471e+07
7  31  1.31965e+07
7  32  9.69479e+06
7  33  2.84782e+07
7  34  1.86444e+07
7  35  1.7361e+07
7  36  2.85192e+07
7  37  1.65813e+07
7  38  0
7  39  0
7  40  0
7  41  4.86637e+07
7  42  3.3408e+07
7  43  0
7  44  2.85303e+07
7  45  2.98265e+07
7  46  6.67278e+06
7  47  1.61522e+07
7  48  1.65737e+07
7  49  2.70739e+07
7  50  3.53704e+07
7  51  1.52268e+07
7  52  1.19806e+06
7  53  1.97381e+07
7  54  2.0177e+07
7  55  2.11508e+06
7  56  0
7  57  2.3142e+07
7  58  0
7  59  0
7  60  3.3624e+07
7  61  1.83913e+07
7  62  1.31801e+07
7  63  4.48994e+06
7  64  1.86839e+07
7  65  3.65128e+07
7  66  2.18586e+07
7  67  1.77973e+07
7  68  0
7  69  2.78976e+07
7  70  3.38586e+07
7  71  2.65464e+07
7  72  2.57916e+07
7  73  1.39789e+07
7  74  0
7  75  1.57438e+07
7  76  2.43337e+07
7  77  8.31046e+06
7  78  2.23352e+07
7  79  5.89453e+06
7  80  1.62785e+07
7  81  0
7  82  6.21875e+06
7  83  1.02956e+07
7  84  9.86973e+06
7  85  0
7  86  1.40873e+07
7  87  1.09165e+07
7  88  6.23751e+06
7  89  1.15355e+07
7  90  1.92735e+07
7  91  2.13655e+07
7  92  9.79169e+06
7  93  2.0398e+07
7  94  1.50818e+07
7  95  1.69598e+07
7  96  0
7  97  8.2405e+06
7  98  5.07711e+06
7  99  2.85277e+07
7  100  2.21262e+07
8  0  7.20175e+06
8  1  4.34959e+06
8  2  5.30221e+06
8  3  1.1254e+06
8  4  1.25032e+07
8  5  1.03534e+07
8  6  5.98427e+06
8  7  8.21089e+06
8  8  1.10011e+06
8  9  3.32731e+06
8  10  9.68004e+06
8  11  1.0467e+07
8  12  7.18624e+06
8  13  6.64885e+06
8  14  0
8  15  1.55906e+07
8  16  2.28762e+06
8  17  1.68147e+07
8  18  1.4685e+07
8  19  1.94928e+07
8  20  4.37361e+06
8  21  9.48266e+06
8  22  1.30642e+07
8  23  1.78607e+07
8  24  0
8  25  1.78894e+07
8  26  1.57558e+07
8  27  1.60792e+07
8  28  1.35872e+07
8  29  2.90024e+07
8  30  2.76728e+07
8  31  2.52864e+07
8  32  1.84448e+07
8  33  1.93841e+07
8  34  1.58409e+07
8  35  2.08743e+07
8  36  0
8  37  2.08944e+07
8  38  2.04782e+06
8  39  2.54338e+07
8  40  4.0785e+07
8  41  5.67938e+07
8  42  2.64393e+07
8  43  4.54018e+07
8  44  0
8  45  2.43038e+07
8  46  1.78928e+07
8  47  2.38176e+07
8  48  2.27351e+07
8  49  3.74264e+07
8  50  0
8  51  3.49183e+07
8  52  1.01962e+07
8  53  1.89601e+07
8  54  2.9563e+07
8  55  3.12108e+07
8  56  1.62849e+06
8  57  2.62364e+07
8  58  1.90735e+07
8  59  4.58047e+06
8  60  2.78657e+07
8  61  1.05361e+07
8  62  2.75057e+07
8  63  2.85819e+06
8  64  2.5711e+07
8  65  2.20011e+07
8  66  2.20221e+07
8  67  8.86427e+06
8  68  3.33463e+07
8  69  3.50736e+07
8  70  3.43744e+07
8  71  2.1866e+07
8  72  2.22916e+07
8  73  4.44312e+07
8  74  0
8  75  1.5051e+07
8  76  1.50387e+07
8  77  2.368e+07
8  78  1.82245e+07
8  79  2.27303e+07
8  80  1.40325e+07
8  81  2.0002e+07
8  82  1.15511e+07
8  83  1.16644e+07
8  84  4.99936e+06
8  85  2.38357e+06
8  86  8.82382e+06
8  87  2.69177e+07
8  88  2.21174e+07
8  89  6.60692e+06
8  90  6.06792e+06
8  91  2.88658e+07
8  92  1.30857e+07
8  93  5.46524e+06
8  94  1.12524e+07
8  95  2.27696e+07
8  96  1.25239e+07
8  97  1.09455e+07
8  98  2.22457e+07
8  99  9.27598e+06
8  100  2.54564e+07
9  0  3.26554e+06
9  1  1.00908e+06
9  2  3.94697e+06
9  3  3.33661e+06
9  4  0
9  5  0
9  6  6.04623e+06
9  7  3.70749e+06
9  8  1.33897e+07
9  9  3.59277e+06
9  10  1.36302e+07
9  11  6.51771e+06
9  12  9.93192e+06
9  13  5.9041e+06
9  14  1.29523e+07
9  15  0
9  16  2.10696e+07
9  17  1.89792e+07
9  18  2.15463e+07
9  19  1.38145e+07
9  20  5.68026e+06
9  21  2.95779e+07
9  22  0
9  23  1.27893e+07
9  24  1.70992e+07
9  25  0
9  26  8.45767e+06
9  27  2.04495e+07
9  28  2.00838e+07
9  29  1.95456e+07
9  30  0
9  31  5.15335e+06
9  32  2.03968e+07
9  33  9.63025e+06
9  34  2.22916e+07
9  35  2.07245e+07
9  36  0
9  37  1.78197e+07
9  38  1.31375e+07
9  39  2.92513e+07
9  40  2.72082e+07
9  41  4.04727e+07
9  42  3.30542e+07
9  43  1.92732e+07
9  44  2.13088e+07
9  45  1.45733e+07
9  46  2.05455e+07
9  47  1.25644e+07
9  48  1.41654e+07
9  49  2.59398e+07
9  50  2.77067e+07
9  51  3.1132e+06
9  52  1.63182e+07
9  53  1.82012e+07
9  54  1.36462e+07
9  55  2.49422e+07
9  56  2.9315e+07
9  57  3.48694e+07
9  58  0
9  59  2.15032e+07
9  60  2.59845e+07
9  61  1.01487e+07
9  62  1.93601e+07
9  63  2.89016e+07
9  64  0
9  65  1.65415e+07
9  66  3.20508e+07
9  67  3.24418e+07
9  68  3.85033e+07
9  69  3.60796e+07
9  70  2.10316e+07
9  71  0
9  72  2.20567e+07
9  73  2.08341e+07
9  74  0
9  75  0
9  76  0
9  77  1.58508e+07
9  78  1.8145e+07
9  79  2.38026e+07
9  80  0
9  81  1.06179e+07
9  82  7.6383e+06
9  83  3.14292e+07
9  84  0
9  85  1.1725e+07
9  86  1.07097e+07
9  87  1.54983e+07
9  88  1.2194e+07
9  89  1.58987e+07
9  90  9.20123e+06
9  91  346066
9  92  1.39429e+07
9  93  8.57344e+06
9  94  1.89676e+07
9  95  9.14853e+06
9  96  1.55309e+07
9  97  3.44713e+07
9  98  2.16692e+07
9  99  2.99872e+07
9  100  3.08898e+07
10  0  251300
10  1  5.30878e+06
10  2  8.50897e+06
10  3  5.00798e+06
10  4  9.50326e+06
10  5  5.46867e+06
10  6  1.04909e+07
10  7  8.9695e+06
10  8  4.43877e+06
10  9  664942
10  10  0
10  11  1.30379e+07
10  12  1.93152e+06
10  13  1.30295e+07
10  14  8.37357e+06
10  15  7.56355e+06
10  16  1.43883e+07
10  17  2.60919e+07
10  18  1.96044e+07
10  19  1.54828e+07
10  20  9.95132e+06
10  21  1.54657e+07
10  22  1.98766e+07
10  23  1.31277e+07
10  24  1.57642e+07
10  25  2.54144e+07
10  26  2.70167e+07
10  27  1.35555e+07
10  28  5.15621e+06
10  29  3.05799e+07
10  30  0
10  31  1.34891e+07
10  32  2.41368e+07
10  33  0
10  34  1.86347e+07
10  35  1.63471e+07
10  36  8.58131e+06
10  37  5.44121e+06
10  38  1.82534e+07
10  39  0
10  40  2.21945e+07
10  41  1.80693e+07
10  42  2.68828e+07
10  43  2.87426e+07
10  44  2.44405e+07
10  45  1.61701e+07
10  46  3.78193e+07
10  47  1.74723e+07
10  48  2.14551e+07
10  49  0
10  50  2.5363e+07
10  51  1.81309e+07
10  52  1.25229e+07
10  53  1.90216e+07
10  54  1.57211e+07
10  55  2.28847e+07
10  56  2.62209e+07
10  57  8.24784e+06
10  58  1.87317e+07
10  59  8.2784e+06
10  60  1.31925e+06
10  61  4.91536e+06
10  62  2.61331e+07
10  63  2.22881e+07
10  64  1.82462e+07
10  65  4.12417e+07
10  66  2.92056e+07
10  67  3.01804e+07
10  68  2.80019e+07
10  69  2.21102e+07
10  70  9.28305e+06
10  71  2.25667e+07
10  72  2.05151e+07
10  73  2.5573e+07
10  74  6.18178e+06
10  75  1.06118e+07
10  76  0
10  77  1.39166e+07
10  78  1.34386e+07
10  79  1.68206e+07
10  80  1.60911e+07
10  81  1.67352e+07
10  82  1.85304e+07
10  83  1.41739e+07
10  84  9.19026e+06
10  85  1.87636e+07
10  86  2.5738e+07
10  87  1.36922e+07
10  88  1.86556e+07
10  89  1.08733e+07
10  90  1.87198e+07
10  91  1.49955e+07
10  92  1.30452e+07
10  93  2.38e+07
10  94  1.63525e+07
10  95  8.22253e+06
10  96  3.09585e+07
10  97  2.08109e+07
10  98  2.23905e+07
10  99  1.25664e+07
10  100  1.04399e+07
11  0  3.11661e+06
11  1  3.41349e+06
11  2  0
11  3  40536.2
11  4  6.08671e+06
11  5  5.10683e+06
11  6  1.55742e+07
11  7  8.47343e+06
11  8  3.26079e+06
11  9  7.75427e+06
11  10  2.74952e+06
11  11  0
11  12  7.74875e+06
11  13  2.39489e+06
11  14  1.04524e+07
11  15  2.43071e+07
11  16  1.53326e+07
11  17  1.87001e+07
11  18  9.03647e+06
11  19  1.58179e+07
11  20  1.27681e+07
11  21  1.00982e+07
11  22  1.41928e+07
11  23  2.4042e+07
11  24  1.62851e+07
11  25  1.3845e+07
11  26  6.58886e+06
11  27  1.7342e+07
11  28  2.11809e+06
11  29  0
11  30  5.47077e+06
11  31  728218
11  32  4.94384e+06
11  33  0
11  34  1.01668e+07
11  35  2.13298e+07
11  36  7.02602e+06
11  37  0
11  38  1.5442e+07
11  39  2.02534e+06
11  40  3.50948e+07
11  41  0
11  42  3.49308e+07
11  43  7.64671e+06
11  44  3.09942e+06
11  45  5.87697e+06
11  46  1.44468e+07
11  47  0
11  48  2.23583e+07
11  49  2.91518e+07
11  50  4.20127e+07
11  51  3.98496e+07
11  52  0
11  53  2.62524e+07
11  54  8.21634e+06
11  55  1.77773e+07
11  56  6.3038e+06
11  57  0
11  58  0
11  59  1.25013e+07
11  60  1.91802e+07
11  61  2.68562e+07
11  62  3.54769e+07
11  63  1.63166e+07
11  64  3.37212e+07
11  65  3.92654e+07
11  66  0
11  67  1.58623e+07
11  68  2.374e+07
11  69  1.8223e+07
11  70  2.51672e+07
11  71  3.29448e+07
11  72  4.78943e+06
11  73  1.63908e+07
11  74  3.42931e+07
11  75  764408
11  76  1.868e+07
11  77  1.25905e+07
11  78  8.21753e+06
11  79  1.03585e+07
11  80  2.02534e+07
11  81  0
11  82  0
11  83  1.42168e+07
11  84  6.97522e+06
11  85  2.71731e+07
11  86  1.63177e+07
11  87  2.47903e+07
11  88  7.19941e+06
11  89  2.17576e+07
11  90  5.3618e+06
11  91  1.75153e+07
11  92  9.61888e+06
11  93  1.39647e+07
11  94  2.30421e+07
11  95  6.05783e+06
11  96  1.9808e+07
11  97  2.39553e+07
11  98  1.34633e+07
11  99  3.71154e+06
11  100  2.30789e+07
12  0  6.3769e+06
12  1  7.8527e+06
12  2  4.48398e+06
12  3  8.85374e+06
12  4  6.02306e+06
12  5  87076.1
12  6  689060
12  7  3.6535e+06
12  8  1.04544e+07
12  9  0
12  10  8.71111e+06
12  11  1.30392e+06
12  12  2.0696e+06
12  13  1.37386e+07
12  14  1.49298e+07
12  15  4.29582e+06
12  16  1.22791e+07
12  17  9.84547e+06
12  18  8.76379e+06
12  19  8.03916e+06
12  20  6.73728e+06
12  21  1.94128e+07
12  22  2.4071e+07
12  23  1.90748e+07
12  24  2.23301e+07
12  25  2.68959e+07
12  26  2.27282e+07
