row  column  (images_14_017.edf Mn-K*images_14_017.edf Ar-K**(2.3))
25  71  4.08851e+07
25  72  1.4575e+07
25  73  2.14145e+07
25  74  1.01098e+07
25  75  2.46307e+07
25  76  0
25  77  9.45268e+06
25  78  1.19026e+07
25  79  2.35624e+07
25  80  2.4131e+07
25  81  2.25411e+07
25  82  1.24589e+07
25  83  1.75219e+07
25  84  7.69811e+06
25  85  0
25  86  0
25  87  1.89852e+07
25  88  6.57182e+06
25  89  2.49117e+07
25  90  1.40141e+07
25  91  4.46816e+06
25  92  8.50585e+06
25  93  1.58661e+07
25  94  1.53569e+07
25  95  9.6194e+06
25  96  2.95617e+06
25  97  2.11206e+07
25  98  6.3115e+06
25  99  2.96941e+07
25  100  0
26  0  3.11939e+06
26  1  5.72202e+06
26  2  1.19392e+07
26  3  1.08616e+07
26  4  1.58168e+07
26  5  1.19423e+07
26  6  7.76442e+06
26  7  1.17012e+06
26  8  1.27015e+07
26  9  7.4227e+06
26  10  8.09401e+06
26  11  6.64395e+06
26  12  1.61667e+07
26  13  1.47778e+07
26  14  6.55199e+06
26  15  1.23985e+07
26  16  1.20021e+07
26  17  1.14966e+07
26  18  6.46443e+06
26  19  8.95595e+06
26  20  1.20783e+07
26  21  1.51859e+07
26  22  1.00961e+07
26  23  6.34232e+06
26  24  915121
26  25  1.18637e+07
26  26  7.97304e+06
26  27  7.11346e+06
26  28  2.03958e+07
26  29  1.32448e+07
26  30  1.67478e+06
26  31  8.10632e+06
26  32  3.33174e+06
26  33  6.77237e+06
26  34  1.32392e+07
26  35  1.21382e+07
26  36  2.8846e+06
26  37  1.33088e+07
26  38  7.08442e+06
26  39  6.51457e+06
26  40  1.77104e+07
26  41  1.8649e+07
26  42  8.65714e+06
26  43  564173
26  44  2.44272e+07
26  45  1.13608e+07
26  46  1.30095e+07
26  47  1.4642e+07
26  48  1.62701e+07
26  49  0
26  50  1.39337e+07
26  51  2.00119e+07
26  52  1.31438e+07
26  53  7.78855e+06
26  54  1.10181e+07
26  55  1.1449e+07
26  56  1.04414e+07
26  57  2.3283e+07
26  58  1.28865e+07
26  59  1.9847e+07
26  60  1.52431e+07
26  61  1.19943e+07
26  62  0
26  63  1.74621e+07
26  64  1.52237e+07
26  65  1.03716e+07
26  66  1.19441e+07
26  67  6.81483e+06
26  68  2.67329e+07
26  69  8.04218e+06
26  70  2.49463e+07
26  71  1.43774e+07
26  72  2.05245e+07
26  73  9.84152e+06
26  74  1.96514e+07
26  75  9.62593e+06
26  76  1.49913e+07
26  77  2.06347e+07
26  78  1.04938e+07
26  79  8.3544e+06
26  80  1.78328e+07
26  81  0
26  82  1.68824e+07
26  83  536448
26  84  1.10103e+07
26  85  1.23858e+07
26  86  2.15206e+07
26  87  8.23374e+06
26  88  5.95372e+06
26  89  1.43666e+07
26  90  0
26  91  1.11704e+07
26  92  7.65768e+06
26  93  1.4686e+07
26  94  1.27952e+07
26  95  6.08745e+06
26  96  1.18926e+07
26  97  1.41119e+07
26  98  1.978e+07
26  99  1.38891e+07
26  100  7.88123e+06
27  0  0
27  1  9.21941e+06
27  2  1.41264e+07
27  3  7.09302e+06
27  4  1.33792e+07
27  5  3.49171e+06
27  6  8.7375e+06
27  7  1.00128e+07
27  8  5.42593e+06
27  9  9.50642e+06
27  10  4.72172e+06
27  11  6.71149e+06
27  12  1.42829e+07
27  13  5.22606e+06
27  14  3.95701e+06
27  15  1.42321e+07
27  16  9.86881e+06
27  17  7.87793e+06
27  18  1.30927e+07
27  19  1.5176e+07
27  20  1.6313e+07
27  21  1.0394e+07
27  22  7.89348e+06
27  23  0
27  24  4.68636e+06
27  25  1.89532e+06
27  26  1.21201e+07
27  27  5.10676e+06
27  28  1.16175e+07
27  29  1.08331e+07
27  30  1.13493e+07
27  31  7.38536e+06
27  32  5.83486e+06
27  33  0
27  34  536074
27  35  1.76356e+07
27  36  1.33568e+06
27  37  1.46353e+07
27  38  1.31343e+07
27  39  6.02141e+06
27  40  2.08891e+07
27  41  2.73212e+07
27  42  2.14494e+06
27  43  1.73962e+07
27  44  1.70965e+07
27  45  2.47298e+07
27  46  0
27  47  1.0937e+07
27  48  1.97562e+07
27  49  7.69977e+06
27  50  2.39038e+07
27  51  3.84255e+06
27  52  1.20292e+07
27  53  1.0085e+07
27  54  1.3387e+07
27  55  1.5492e+07
27  56  1.61136e+07
27  57  1.60295e+07
27  58  5.61056e+06
27  59  1.64564e+07
27  60  0
27  61  7.99871e+06
27  62  2.16823e+07
27  63  1.5664e+07
27  64  3.10528e+06
27  65  0
27  66  0
27  67  4.76487e+06
27  68  0
27  69  2.4364e+07
27  70  3.37186e+07
27  71  9.02534e+06
27  72  1.39961e+07
27  73  1.49335e+06
27  74  1.32545e+07
27  75  9.57607e+06
27  76  2.47004e+07
27  77  8.18218e+06
27  78  0
27  79  9.11904e+06
27  80  1.26086e+07
27  81  1.08214e+07
27  82  1.41337e+07
27  83  9.81562e+06
27  84  2.56264e+07
27  85  9.3271e+06
27  86  1.36857e+07
27  87  1.07928e+07
27  88  7.77323e+06
27  89  1.07325e+07
27  90  7.76691e+06
27  91  2.55515e+06
27  92  3.85702e+07
27  93  2.71702e+06
27  94  1.32211e+07
27  95  8.76842e+06
27  96  1.28462e+07
27  97  2.07043e+07
27  98  9.88534e+06
27  99  2.46358e+07
27  100  1.66492e+07
28  0  1.00876e+07
28  1  5.91963e+06
28  2  1.0983e+07
28  3  2.1614e+06
28  4  8.96824e+06
28  5  5.97358e+06
28  6  1.35324e+07
28  7  6.51274e+06
28  8  1.25216e+07
28  9  1.45711e+06
28  10  7.37942e+06
28  11  1.10205e+07
28  12  1.6753e+07
28  13  1.42184e+07
28  14  1.58181e+07
28  15  1.05488e+07
28  16  7.13712e+06
28  17  1.10806e+06
28  18  4.85672e+06
28  19  0
28  20  75243.7
28  21  5.42315e+06
28  22  3.6443e+06
28  23  8.28187e+06
28  24  0
28  25  2.38771e+06
28  26  8.38409e+06
28  27  8.53124e+06
28  28  6.87175e+06
28  29  4.75569e+06
28  30  6.71392e+06
28  31  0
28  32  9.91917e+06
28  33  5.57175e+06
28  34  3.07276e+06
28  35  2.89477e+06
28  36  8.75472e+06
28  37  9.17192e+06
28  38  9.8819e+06
28  39  1.3793e+07
28  40  2.19269e+06
28  41  1.5124e+07
28  42  2.82738e+07
28  43  0
28  44  1.85276e+07
28  45  5.50007e+06
28  46  1.97316e+07
28  47  1.17455e+07
28  48  0
28  49  2.70786e+07
28  50  1.68927e+07
28  51  1.58976e+07
28  52  2.95592e+07
28  53  4.20585e+06
28  54  1.01694e+07
28  55  1.70459e+07
28  56  0
28  57  1.5148e+07
28  58  1.72585e+07
28  59  1.28172e+06
28  60  1.99991e+07
28  61  1.11618e+07
28  62  7.84769e+06
28  63  4.6188e+06
28  64  4.53626e+06
28  65  1.13038e+07
28  66  0
28  67  1.9644e+07
28  68  7.48626e+06
28  69  0
28  70  7.18971e+06
28  71  0
28  72  5.36602e+06
28  73  0
28  74  1.03802e+07
28  75  4.04427e+06
28  76  6.08018e+06
28  77  2.52065e+07
28  78  1.62977e+07
28  79  1.32891e+07
28  80  5.58218e+06
28  81  1.47696e+07
28  82  1.06267e+07
28  83  1.08262e+07
28  84  5.67033e+06
28  85  1.10014e+07
28  86  1.51967e+07
28  87  4.63548e+06
28  88  1.87431e+06
28  89  1.59976e+07
28  90  0
28  91  9.4055e+06
28  92  1.21832e+07
28  93  0
28  94  2.07947e+07
28  95  4.37416e+06
28  96  2.26417e+07
28  97  1.7857e+07
28  98  0
28  99  1.4549e+07
28  100  4.12682e+06
29  0  0
29  1  7.24128e+06
29  2  1.33467e+07
29  3  2.24769e+06
29  4  9.09191e+06
29  5  8.69838e+06
29  6  1.19577e+07
29  7  6.61935e+06
29  8  9.13572e+06
29  9  9.05683e+06
29  10  0
29  11  8.73831e+06
29  12  1.03676e+07
29  13  5.01508e+06
29  14  494728
29  15  6.18258e+06
29  16  1.76453e+07
29  17  4.42328e+06
29  18  1.54772e+06
29  19  1.93288e+06
29  20  1.84579e+07
29  21  7.54686e+06
29  22  9.86467e+06
29  23  3.61194e+06
29  24  1.8412e+07
29  25  1.51787e+07
29  26  5.11369e+06
29  27  2.38561e+06
29  28  7.69685e+06
29  29  1.0584e+07
29  30  1.217e+07
29  31  8.68233e+06
29  32  1.59481e+07
29  33  1.3816e+07
29  34  1.31177e+07
29  35  1.40039e+07
29  36  0
29  37  6.15726e+06
29  38  0
29  39  4.73193e+06
29  40  6.71025e+06
29  41  177621
29  42  1.72035e+07
29  43  1.31291e+07
29  44  2.89119e+06
29  45  8.05221e+06
29  46  0
29  47  2.50736e+07
29  48  493924
29  49  2.25301e+07
29  50  1.55215e+07
29  51  2.25375e+07
29  52  8.98413e+06
29  53  2.14807e+07
29  54  1.82734e+07
29  55  0
29  56  1.09351e+07
29  57  9.5351e+06
29  58  1.99206e+07
29  59  1.46204e+07
29  60  4.13965e+06
29  61  1.31113e+06
29  62  7.71331e+06
29  63  5.03352e+06
29  64  2.40522e+07
29  65  4.65343e+06
29  66  1.70949e+07
29  67  4.57958e+07
29  68  1.37013e+07
29  69  8.79411e+06
29  70  0
29  71  1.0996e+07
29  72  0
29  73  0
29  74  0
29  75  0
29  76  1.24332e+07
29  77  2.23149e+07
29  78  2.39548e+06
29  79  1.28258e+07
29  80  1.74883e+07
29  81  0
29  82  1.17066e+07
29  83  9.99822e+06
29  84  6.70669e+06
29  85  1.73995e+07
29  86  1.65866e+07
29  87  6.46113e+06
29  88  7.58159e+06
29  89  1.41611e+07
29  90  0
29  91  8.20872e+06
29  92  1.75585e+07
29  93  4.68579e+06
29  94  1.27172e+07
29  95  1.57944e+07
29  96  0
29  97  6.30569e+06
29  98  3.30589e+06
29  99  5.22527e+06
29  100  1.44101e+07
30  0  8.70265e+06
30  1  1.21723e+07
30  2  1.00358e+07
30  3  1.21844e+07
30  4  7.13025e+06
30  5  3.31788e+06
30  6  4.44024e+06
30  7  9.17329e+06
30  8  1.23463e+07
30  9  8.77285e+06
30  10  1.78249e+07
30  11  9.05206e+06
30  12  1.16231e+07
30  13  1.62049e+07
30  14  1.26358e+07
30  15  8.74422e+06
30  16  5.76677e+06
30  17  6.13719e+06
30  18  4.60399e+06
30  19  1.09699e+07
30  20  6.13101e+06
30  21  1.08704e+07
30  22  4.02597e+06
30  23  9.82288e+06
30  24  0
30  25  8.3365e+06
30  26  0
30  27  0
30  28  1.74581e+07
30  29  0
30  30  6.87502e+06
30  31  9.01549e+06
30  32  2.18902e+07
30  33  306911
30  34  0
30  35  1.37148e+07
30  36  9.8068e+06
30  37  7.65745e+06
30  38  1.14482e+07
30  39  0
30  40  1.57718e+07
30  41  3.26012e+06
30  42  5.02599e+06
30  43  2.36634e+07
30  44  2.64541e+07
30  45  3.69066e+07
30  46  1.22754e+07
30  47  0
30  48  1.05371e+07
30  49  1.04879e+07
30  50  8.21281e+06
30  51  0
30  52  1.30553e+07
30  53  1.80509e+07
30  54  1.98993e+06
30  55  1.30376e+07
30  56  2.06602e+07
30  57  1.77507e+07
30  58  7.84181e+06
30  59  1.91012e+07
30  60  4.67808e+06
30  61  1.14787e+07
30  62  1.55076e+07
30  63  6.56099e+06
30  64  0
30  65  2.72848e+07
30  66  1.35807e+07
30  67  1.33817e+07
30  68  1.51465e+07
30  69  1.1124e+07
30  70  9.17782e+06
30  71  1.35148e+07
30  72  0
30  73  1.3986e+07
30  74  1.17241e+07
30  75  0
30  76  8.35991e+06
30  77  9.38626e+06
30  78  0
30  79  3.71378e+07
30  80  6.82395e+06
30  81  1.9292e+07
30  82  1.24183e+07
30  83  1.88468e+07
30  84  0
30  85  1.73132e+07
30  86  1.50161e+07
30  87  1.08058e+07
30  88  3.21448e+06
30  89  6.75195e+06
30  90  1.59604e+07
30  91  1.40311e+07
30  92  9.12727e+06
30  93  9.74042e+06
30  94  1.16146e+07
30  95  1.02701e+07
30  96  2.18971e+07
30  97  5.32174e+06
30  98  6.56842e+06
30  99  1.23767e+07
30  100  0
31  0  4.27225e+06
31  1  5.20464e+06
31  2  5.2458e+06
31  3  0
31  4  4.17749e+06
31  5  1.20548e+07
31  6  0
31  7  0
31  8  1.40718e+07
31  9  4.12028e+06
31  10  6.73201e+06
31  11  9.2436e+06
31  12  7.37758e+06
31  13  3039.49
31  14  1.23328e+07
31  15  4.5858e+06
31  16  7.48511e+06
31  17  1.49309e+07
31  18  1.34366e+07
31  19  1.17287e+07
31  20  1.461e+07
31  21  1.24608e+07
31  22  7.57198e+06
31  23  0
31  24  4.23084e+06
31  25  6.03723e+06
31  26  1.29228e+07
31  27  9.96317e+06
31  28  5.89421e+06
31  29  4.25036e+06
31  30  0
31  31  1.54437e+07
31  32  1.28832e+07
31  33  1.12936e+07
31  34  7.15662e+06
31  35  1.08126e+07
31  36  6.79533e+06
31  37  1.51034e+07
31  38  1.52328e+07
31  39  1.10834e+06
31  40  0
31  41  1.40822e+07
31  42  8.33805e+06
31  43  9.30702e+06
31  44  1.51251e+07
31  45  2.74987e+07
31  46  1.95105e+07
31  47  2.51014e+07
31  48  1.85718e+07
31  49  1.80947e+07
31  50  8.12478e+06
31  51  1.55231e+07
31  52  7.94448e+06
31  53  1.23742e+07
31  54  882762
31  55  1.92814e+07
31  56  1.23616e+07
31  57  1.73291e+07
31  58  6.67546e+06
31  59  2.63197e+07
31  60  1.50764e+07
31  61  3.6661e+06
31  62  3.04994e+07
31  63  1.89067e+07
31  64  7.27358e+06
31  65  0
31  66  5.865e+06
31  67  5.10167e+06
31  68  5.60405e+06
31  69  8.53747e+06
31  70  1.57157e+07
31  71  7.32557e+06
31  72  2.02872e+07
31  73  4.95713e+06
31  74  9.71114e+06
31  75  1.21033e+07
31  76  2.65696e+07
31  77  1.10776e+07
31  78  8.22495e+06
31  79  2.09945e+07
31  80  1.16616e+07
31  81  1.10666e+07
31  82  0
31  83  1.93329e+06
31  84  2.08383e+07
31  85  2.11763e+07
31  86  1.30794e+07
31  87  1.32977e+07
31  88  9.20717e+06
31  89  2.89984e+07
31  90  8.12175e+06
31  91  1.51147e+07
31  92  0
31  93  2.30815e+07
31  94  5.76029e+06
31  95  8.48914e+06
31  96  8.83974e+06
31  97  1.81012e+07
31  98  1.45455e+07
31  99  5.106e+06
31  100  4.4673e+06
32  0  8.24836e+06
32  1  7.32571e+06
32  2  8.24554e+06
32  3  1.27469e+07
32  4  5.31971e+06
32  5  2.93485e+06
32  6  9.97455e+06
32  7  1.41026e+07
32  8  1.0665e+07
32  9  3.01371e+06
32  10  7.43728e+06
32  11  8.08967e+06
32  12  1.34259e+07
32  13  1.60839e+07
32  14  1.51486e+07
32  15  7.59153e+06
32  16  1.07349e+07
32  17  8.31407e+06
32  18  1.07345e+07
32  19  8.96019e+06
32  20  3.68164e+06
32  21  4.64341e+06
32  22  425700
32  23  0
32  24  2.92601e+06
32  25  1.17267e+07
32  26  1.37551e+07
32  27  1.21222e+07
32  28  1.02303e+07
32  29  0
32  30  8.86042e+06
32  31  1.16748e+07
32  32  2.37015e+06
32  33  3.64722e+06
32  34  9.3329e+06
32  35  1.47859e+07
32  36  0
32  37  1.51531e+07
32  38  1.95817e+07
32  39  4.58806e+06
32  40  1.93096e+07
32  41  0
32  42  4.6517e+06
32  43  1.18284e+07
32  44  1.12034e+07
32  45  9.59222e+06
32  46  1.40788e+07
32  47  1.68078e+07
32  48  1.58986e+07
32  49  1.89349e+07
32  50  1.24351e+07
32  51  9.29264e+06
32  52  1.32628e+07
32  53  1.54539e+07
32  54  1.67307e+07
32  55  1.73575e+07
32  56  1.2922e+07
32  57  9.77337e+06
32  58  1.47245e+07
32  59  1.04144e+07
32  60  4.41124e+06
32  61  9.49387e+06
32  62  8.53639e+06
32  63  0
32  64  4.79347e+06
32  65  1.35159e+07
32  66  7.1315e+06
32  67  1.29065e+07
32  68  1.2943e+07
32  69  1.83182e+07
32  70  3.54287e+06
32  71  8.4795e+06
32  72  1.19931e+07
32  73  0
32  74  0
32  75  1.22847e+07
32  76  6.65942e+06
32  77  1.76919e+07
32  78  2.11762e+07
32  79  1.1805e+07
32  80  1.64325e+07
32  81  0
32  82  8.54457e+06
32  83  0
32  84  1.97554e+07
32  85  9.20729e+06
32  86  6.28702e+06
32  87  3.11273e+06
32  88  1.68681e+07
32  89  2.59208e+06
32  90  1.23975e+07
32  91  3.89435e+06
32  92  1.73104e+07
32  93  1.45099e+07
32  94  1.24677e+07
32  95  1.4344e+07
32  96  1.2511e+07
32  97  1.61826e+07
32  98  7.63912e+06
32  99  0
32  100  4.67975e+06
33  0  6.9985e+06
33  1  6.92898e+06
33  2  2.5217e+06
33  3  4.28661e+06
33  4  1.10736e+07
33  5  4.42361e+06
33  6  8.40889e+06
33  7  9.26746e+06
33  8  1.06397e+07
33  9  1.05195e+07
33  10  3.51269e+06
33  11  4.0061e+06
33  12  4.58708e+06
33  13  8.45989e+06
33  14  2.0055e+07
33  15  1.72467e+07
33  16  7.12196e+06
33  17  1.03821e+07
33  18  0
33  19  390513
33  20  1.0075e+07
33  21  0
33  22  51107.8
33  23  3.42962e+06
33  24  9.80703e+06
33  25  1.55466e+07
33  26  4.5774e+06
33  27  4.36849e+06
33  28  1.61629e+07
33  29  1.53457e+07
33  30  1.3859e+07
33  31  0
33  32  1.75773e+07
33  33  8.34449e+06
33  34  5.71759e+06
33  35  947668
33  36  0
33  37  1.0483e+07
33  38  1.70013e+07
33  39  9.65932e+06
33  40  1.04855e+07
33  41  8.36654e+06
33  42  1.06374e+07
33  43  1.54642e+07
33  44  1.27966e+07
33  45  1.2206e+07
33  46  4.86573e+06
33  47  2.45486e+07
33  48  9.01957e+06
33  49  2.15285e+07
33  50  5.04717e+06
33  51  2.70253e+06
33  52  0
33  53  2.04162e+07
33  54  1.91681e+07
33  55  1.15922e+07
33  56  0
33  57  9.83264e+06
33  58  7.02604e+06
33  59  7.72516e+06
33  60  4.24979e+06
33  61  2.02771e+07
33  62  1.36452e+07
33  63  2.32881e+07
33  64  1.2133e+07
33  65  1.63663e+07
33  66  8.76669e+06
33  67  0
33  68  3.08992e+06
33  69  4.24346e+06
33  70  8.31826e+06
33  71  7.83228e+06
33  72  1.37673e+07
33  73  2.30771e+07
33  74  42490.6
33  75  6.00101e+06
33  76  7.99449e+06
33  77  5.10042e+06
33  78  1.38385e+07
33  79  2.14879e+07
33  80  1.82402e+06
33  81  4.61506e+06
33  82  0
33  83  0
33  84  0
33  85  1.88689e+06
33  86  6.28428e+06
33  87  1.66529e+07
33  88  7.57267e+06
33  89  1.12447e+07
33  90  2.45627e+07
33  91  5.65537e+06
33  92  5.79772e+06
33  93  0
33  94  1.53347e+07
33  95  5721.41
33  96  1.8731e+07
33  97  2.16688e+07
33  98  5.88023e+06
33  99  8.95631e+06
33  100  8.89548e+06
34  0  0
34  1  8.22076e+06
34  2  1.01506e+07
34  3  1.19219e+07
34  4  0
34  5  7.22762e+06
34  6  9.82857e+06
34  7  1.19814e+07
34  8  7.50592e+06
34  9  7.52221e+06
34  10  6.21659e+06
34  11  5.32166e+06
34  12  1.08912e+07
34  13  1.16387e+07
34  14  9.04527e+06
34  15  1.76733e+06
34  16  1.10049e+07
34  17  1.51746e+07
34  18  4.36552e+06
34  19  1.60427e+07
34  20  6.64499e+06
34  21  1.2982e+07
34  22  0
34  23  1.00467e+07
34  24  2.1042e+06
34  25  1.17252e+07
34  26  5.98474e+06
34  27  1.22099e+07
34  28  9.93576e+06
34  29  1.83274e+07
34  30  1.82543e+07
34  31  2.77653e+06
34  32  5.29894e+06
34  33  8.98261e+06
34  34  1.17917e+07
34  35  8.30625e+06
34  36  9.89338e+06
34  37  6.40335e+06
34  38  6.97788e+06
34  39  1.63795e+07
34  40  9.92955e+06
34  41  1.12518e+07
34  42  7.97897e+06
34  43  1.37709e+07
34  44  1.70972e+07
34  45  8.55082e+06
34  46  1.65252e+07
34  47  0
34  48  0
34  49  4.38548e+06
34  50  9.40657e+06
34  51  1.49776e+07
34  52  1.87167e+07
34  53  1.31465e+07
34  54  6.2024e+06
34  55  1.47894e+07
34  56  1.06899e+07
34  57  5.96109e+06
34  58  1.89349e+07
34  59  2.54313e+07
34  60  2.08179e+07
34  61  2.08241e+07
34  62  8.27935e+06
34  63  1.13261e+07
34  64  1.53033e+07
34  65  1.29615e+07
34  66  2.96034e+07
34  67  1.14769e+07
34  68  1.94524e+07
34  69  1.3422e+07
34  70  1.47724e+07
34  71  1.38401e+07
34  72  0
34  73  8.80413e+06
34  74  5.34671e+06
34  75  1.5992e+07
34  76  1.74462e+07
34  77  2.3926e+07
34  78  0
34  79  2.33116e+06
34  80  1.20888e+07
34  81  3.86978e+07
34  82  9.78797e+06
34  83  1.38133e+07
34  84  5.58411e+06
34  85  1.7599e+07
34  86  2.5524e+07
34  87  2.14489e+07
34  88  9.32907e+06
34  89  1.33473e+07
34  90  1.27546e+07
34  91  1.87821e+07
34  92  1.68284e+07
34  93  1.16915e+07
34  94  1.96237e+07
34  95  1.03023e+07
34  96  8.1304e+06
34  97  1.0775e+07
34  98  9.10184e+06
34  99  8.89835e+06
34  100  8.15554e+06
35  0  4.56439e+06
35  1  2.95985e+06
35  2  8.06846e+06
35  3  7.33749e+06
35  4  7.78247e+06
35  5  4.03014e+06
35  6  4.93439e+06
35  7  4.9995e+06
35  8  8.12353e+06
35  9  1.08525e+07
35  10  1.31547e+07
35  11  3.80889e+06
35  12  1.30706e+07
35  13  3.04536e+06
35  14  1.09706e+06
35  15  6.09785e+06
35  16  2.19508e+07
35  17  9.56391e+06
35  18  0
35  19  1.11898e+07
35  20  1.57298e+07
35  21  2.93818e+06
35  22  490282
35  23  1.03096e+06
35  24  7.01615e+06
35  25  1.17697e+07
35  26  3.74203e+06
35  27  1.38945e+07
35  28  7.0124e+06
35  29  1.02765e+07
35  30  0
35  31  4.44006e+06
35  32  1.34161e+07
35  33  1.83075e+07
35  34  9.43436e+06
35  35  1.01555e+07
35  36  5.39907e+06
35  37  6.01211e+06
35  38  1.34514e+07
35  39  1.90686e+07
35  40  4.7022e+06
35  41  2.35348e+06
35  42  1.78637e+07
35  43  8.45195e+06
35  44  2.02102e+07
35  45  1.46089e+07
35  46  4.1244e+06
35  47  1.52363e+07
35  48  4.10186e+06
35  49  0
35  50  4.25304e+06
35  51  1.18363e+07
35  52  1.10199e+07
35  53  50345.4
35  54  3.48986e+06
35  55  1.24781e+07
35  56  2.61463e+07
35  57  3.28505e+06
35  58  0
35  59  1.11304e+07
35  60  9.928e+06
35  61  1.40592e+07
35  62  1.41886e+07
35  63  1.22929e+07
35  64  8.55647e+06
35  65  9.44198e+06
35  66  0
35  67  4.45307e+06
35  68  2.22899e+07
35  69  5.74956e+06
35  70  0
35  71  1.55667e+07
35  72  1.31287e+07
35  73  0
35  74  1.77488e+07
35  75  2.16062e+07
35  76  6.29419e+06
35  77  1.02249e+07
35  78  6.64027e+06
35  79  2.46631e+07
35  80  8.57769e+06
35  81  1.57689e+07
35  82  0
35  83  2.00515e+07
35  84  2.46989e+06
35  85  1.32281e+07
35  86  1.41211e+07
35  87  1.82481e+07
35  88  2.05451e+07
35  89  9.14466e+06
35  90  2.77395e+07
35  91  1.40381e+07
35  92  0
35  93  7.54753e+06
35  94  9.26122e+06
35  95  2.58042e+07
35  96  1.2476e+07
35  97  0
35  98  1.83609e+07
35  99  6.65975e+06
35  100  9.4843e+06
36  0  1.94216e+06
36  1  1.34357e+07
36  2  9.53566e+06
36  3  9.30577e+06
36  4  1.38122e+07
36  5  0
36  6  5.56933e+06
36  7  6.5425e+06
36  8  9.66268e+06
36  9  4.03749e+06
36  10  1.136e+07
36  11  8.88134e+06
36  12  1.24154e+07
36  13  8.17783e+06
36  14  1.21537e+07
36  15  947028
36  16  4.82926e+06
36  17  0
36  18  8.63183e+06
36  19  1.11022e+07
36  20  1.12616e+07
36  21  1.35069e+07
36  22  1.82501e+07
36  23  5.92478e+06
36  24  0
36  25  3.4866e+06
36  26  1.57859e+07
36  27  6.2033e+06
36  28  6.23834e+06
36  29  1.85046e+07
36  30  0
36  31  7.07361e+06
36  32  5.33957e+06
36  33  2.86895e+06
36  34  492201
36  35  4.67607e+06
36  36  6.12294e+06
36  37  8.06041e+06
36  38  8.20391e+06
36  39  5.99075e+06
36  40  3.66463e+06
36  41  7.51382e+06
36  42  1.16338e+07
36  43  6.30729e+06
36  44  2.03114e+07
36  45  1.03064e+07
36  46  1.82466e+07
36  47  1.75126e+06
36  48  9.8217e+06
36  49  2.02238e+07
36  50  8.66069e+06
36  51  5.70184e+06
36  52  1.29572e+07
36  53  5.29075e+06
36  54  1.07026e+07
36  55  1.02896e+07
36  56  1.93503e+07
36  57  2.07538e+07
36  58  0
36  59  9.93937e+06
36  60  1.28619e+07
36  61  1.8617e+07
36  62  8.57674e+06
36  63  1.50329e+07
36  64  1.04477e+07
36  65  8.05522e+06
36  66  2.70046e+07
36  67  1.06799e+07
36  68  0
36  69  2.58585e+07
36  70  1.11199e+07
36  71  1.44162e+07
36  72  1.9545e+07
36  73  5.14106e+06
36  74  4.09002e+06
36  75  4.65868e+06
36  76  1.2461e+07
36  77  1.46119e+07
36  78  5.01359e+06
36  79  0
36  80  1.49956e+07
36  81  5.05023e+06
36  82  1.91602e+07
36  83  3.83922e+07
36  84  1.16432e+07
36  85  2.09037e+07
36  86  8.35674e+06
36  87  1.30464e+07
36  88  9.83771e+06
36  89  1.14234e+07
36  90  7.64698e+06
36  91  0
36  92  1.30343e+07
36  93  1.6717e+07
36  94  1.15328e+07
36  95  1.18528e+07
36  96  1.29924e+07
36  97  1.31332e+06
36  98  0
36  99  8.8438e+06
36  100  1.27328e+07
37  0  0
37  1  338077
37  2  8.52874e+06
37  3  6.98361e+06
37  4  7.10862e+06
37  5  7.86063e+06
37  6  9.03319e+06
37  7  4.21342e+06
37  8  1.03842e+07
37  9  6.90456e+06
37  10  1.22117e+07
37  11  1.97409e+07
37  12  8.06038e+06
37  13  7.58065e+06
37  14  2.52717e+06
37  15  4.88731e+06
37  16  1.1513e+07
37  17  1.49982e+07
37  18  1.51126e+07
37  19  9.35947e+06
37  20  3.29194e+06
37  21  0
37  22  1.12846e+07
37  23  2.0987e+06
37  24  4.20514e+06
37  25  2.05722e+07
37  26  4.864e+06
37  27  1.29718e+07
37  28  1.76887e+07
37  29  1.37026e+07
37  30  1.88755e+07
37  31  4.80079e+06
37  32  7.94711e+06
37  33  8.3564e+06
37  34  1.12601e+07
37  35  5.92893e+06
37  36  4.41552e+06
37  37  6.58809e+06
37  38  1.59929e+07
37  39  4.38362e+06
37  40  1.51473e+07
37  41  1.29305e+07
37  42  2.48415e+07
37  43  1.11946e+07
37  44  1.4754e+07
37  45  2.10763e+07
37  46  1.8693e+07
37  47  1.28727e+07
37  48  0
37  49  0
37  50  0
37  51  1.80369e+07
37  52  6.51487e+06
37  53  1.70255e+07
37  54  0
37  55  8.72522e+06
37  56  1.23047e+07
37  57  9.73567e+06
37  58  0
37  59  6.99918e+06
37  60  2.68383e+06
37  61  1.03581e+07
37  62  2.21868e+07
37  63  2.13996e+06
37  64  0
37  65  0
37  66  1.3082e+07
37  67  2.43539e+07
37  68  1.87545e+07
37  69  1.50162e+07
37  70  2.91161e+07
37  71  1.04269e+07
37  72  1.01841e+07
37  73  0
37  74  8.23763e+06
37  75  2.28734e+07
37  76  7.87581e+06
37  77  1.96543e+07
37  78  1.94792e+07
37  79  6.15537e+06
37  80  1.81997e+07
37  81  2.04037e+07
37  82  1.61494e+07
37  83  2.48756e+07
37  84  2.05443e+07
37  85  1.7183e+07
37  86  7.10295e+06
37  87  4.47957e+06
37  88  1.1958e+07
37  89  1.31109e+07
37  90  9.50347e+06
37  91  1.52687e+07
37  92  1.10123e+07
