row  column  (images_14_017.edf Mn-K*images_14_017.edf Ar-K**(2.3))
2  11  8.11305e+06
2  12  4.38477e+06
2  13  1.59789e+07
2  14  1.70341e+07
2  15  8.02642e+06
2  16  8.82915e+06
2  17  1.37941e+07
2  18  1.27877e+07
2  19  6.65829e+06
2  20  5.04981e+06
2  21  1.80876e+07
2  22  1.14247e+07
2  23  0
2  24  1.14986e+07
2  25  1.17626e+07
2  26  406998
2  27  1.9227e+07
2  28  9.20948e+06
2  29  1.94646e+07
2  30  0
2  31  7.37565e+06
2  32  1.00915e+07
2  33  5.54685e+06
2  34  3.78491e+06
2  35  1.52078e+07
2  36  5.05546e+06
2  37  1.02462e+07
2  38  1.72696e+07
2  39  1.36851e+07
2  40  6.52859e+06
2  41  5.05642e+06
2  42  8.60031e+06
2  43  1.00769e+07
2  44  0
2  45  1.07581e+07
2  46  2.197e+07
2  47  3.16189e+06
2  48  7.55441e+06
2  49  866957
2  50  0
2  51  1.03919e+07
2  52  7.77588e+06
2  53  1.95769e+07
2  54  5.08924e+06
2  55  8.45823e+06
2  56  1.87453e+07
2  57  2.09835e+07
2  58  0
2  59  2.68462e+07
2  60  1.4722e+07
2  61  1.84018e+06
2  62  1.26263e+07
2  63  2.15093e+07
2  64  1.25993e+07
2  65  4.74876e+06
2  66  1.22928e+07
2  67  3.67313e+06
2  68  1.16347e+07
2  69  0
2  70  8.50137e+06
2  71  0
2  72  1.96084e+07
2  73  1.59382e+07
2  74  8.67986e+06
2  75  1.39442e+07
2  76  1.30894e+07
2  77  2.40835e+07
2  78  2.38016e+07
2  79  0
2  80  2.4975e+07
2  81  1.30025e+07
2  82  741020
2  83  1.72263e+07
2  84  1.61021e+07
2  85  1.39969e+07
2  86  9.4075e+06
2  87  0
2  88  7.20259e+06
2  89  0
2  90  1.01856e+07
2  91  3.05316e+06
2  92  0
2  93  1.0077e+07
2  94  0
2  95  8.9347e+06
2  96  2.02261e+07
2  97  1.33489e+07
2  98  1.07521e+07
2  99  1.28308e+07
2  100  6.72528e+06
3  0  1.24558e+07
3  1  39580
3  2  8.66453e+06
3  3  9.72283e+06
3  4  8.85143e+06
3  5  8.93891e+06
3  6  1.2909e+07
3  7  7.40418e+06
3  8  1.22574e+07
3  9  3.34418e+06
3  10  7.01377e+06
3  11  6.35145e+06
3  12  6.34164e+06
3  13  4.8755e+06
3  14  1.00789e+07
3  15  0
3  16  1.19045e+07
3  17  7.83276e+06
3  18  1.89494e+07
3  19  8.22385e+06
3  20  4.81575e+06
3  21  5.64537e+06
3  22  1.31314e+07
3  23  4.58687e+06
3  24  1.4878e+06
3  25  1.09327e+06
3  26  0
3  27  0
3  28  8.50907e+06
3  29  9.65164e+06
3  30  2.01944e+07
3  31  0
3  32  5.55225e+06
3  33  1.43887e+07
3  34  0
3  35  1.85673e+07
3  36  1.2441e+07
3  37  6.86201e+06
3  38  2.6302e+07
3  39  0
3  40  2.80462e+07
3  41  1.01194e+07
3  42  3.33403e+07
3  43  1.53649e+07
3  44  1.32638e+07
3  45  5.9228e+06
3  46  1.3772e+07
3  47  1.17756e+07
3  48  1.1479e+07
3  49  5.8497e+06
3  50  1.75275e+07
3  51  3.26637e+06
3  52  1.5317e+07
3  53  3.50955e+07
3  54  0
3  55  4.67833e+06
3  56  3.95005e+06
3  57  1.32297e+07
3  58  4.7259e+06
3  59  1.40561e+07
3  60  2.89694e+06
3  61  6.86736e+06
3  62  1.27689e+07
3  63  1.78393e+07
3  64  1.57473e+07
3  65  0
3  66  1.10657e+07
3  67  1.02444e+07
3  68  3.29867e+06
3  69  6.81131e+06
3  70  1.33043e+07
3  71  3.70189e+07
3  72  1.16579e+07
3  73  6.2859e+06
3  74  1.46726e+07
3  75  8.30837e+06
3  76  2.42203e+07
3  77  1.16394e+07
3  78  1.34514e+07
3  79  507740
3  80  9.64042e+06
3  81  3.12689e+06
3  82  1.32692e+07
3  83  1.26828e+07
3  84  1.68598e+07
3  85  5.82591e+06
3  86  1.54928e+07
3  87  6.82103e+06
3  88  8.69779e+06
3  89  7.10089e+06
3  90  1.88858e+07
3  91  1.04455e+07
3  92  1.82726e+07
3  93  1.38096e+07
3  94  0
3  95  8.67702e+06
3  96  0
3  97  1.16615e+07
3  98  7.73676e+06
3  99  1.15734e+07
3  100  9.80113e+06
4  0  8.73921e+06
4  1  4.36377e+06
4  2  6.67023e+06
4  3  7.87332e+06
4  4  1.62252e+07
4  5  6.16095e+06
4  6  1.04836e+07
4  7  9.76158e+06
4  8  1.14649e+07
4  9  5.97555e+06
4  10  6.88298e+06
4  11  3.55961e+06
4  12  0
4  13  1.01526e+07
4  14  1.51267e+06
4  15  7.25438e+06
4  16  3.71936e+06
4  17  1.74094e+07
4  18  8.33792e+06
4  19  1.06395e+07
4  20  9.22712e+06
4  21  0
4  22  7.88295e+06
4  23  0
4  24  1.61404e+07
4  25  1.55408e+07
4  26  6.6212e+06
4  27  2.15014e+07
4  28  0
4  29  1.28996e+07
4  30  7.74751e+06
4  31  1.17001e+07
4  32  8.62221e+06
4  33  1.10977e+07
4  34  1.11326e+07
4  35  9.80733e+06
4  36  7.77996e+06
4  37  1.37011e+07
4  38  6.68847e+06
4  39  0
4  40  3.71918e+06
4  41  131865
4  42  0
4  43  9.49178e+06
4  44  1.46126e+07
4  45  1.68207e+07
4  46  8.47952e+06
4  47  1.48494e+07
4  48  0
4  49  1.12686e+07
4  50  2.07118e+07
4  51  0
4  52  7.26312e+06
4  53  1.14176e+07
4  54  0
4  55  9.77022e+06
4  56  1.36513e+07
4  57  2.23165e+07
4  58  0
4  59  0
4  60  0
4  61  1.51947e+07
4  62  7.9914e+06
4  63  5.73044e+06
4  64  2.98816e+06
4  65  1.06186e+07
4  66  1.28861e+07
4  67  5.6998e+06
4  68  0
4  69  1.07852e+07
4  70  0
4  71  1.9512e+07
4  72  1.4561e+06
4  73  1.26444e+07
4  74  7.20032e+06
4  75  5.89335e+06
4  76  2.00155e+07
4  77  1.26246e+07
4  78  1.45835e+07
4  79  1.31534e+07
4  80  0
4  81  2.15058e+06
4  82  1.82086e+07
4  83  5.70419e+06
4  84  1.15448e+07
4  85  0
4  86  1.65573e+07
4  87  1.58931e+06
4  88  1.67272e+06
4  89  2.02818e+07
4  90  8.89463e+06
4  91  1.34367e+07
4  92  2.28434e+07
4  93  1.13411e+07
4  94  0
4  95  1.51922e+07
4  96  1.14753e+07
4  97  4.96515e+06
4  98  1.48028e+07
4  99  1.48075e+07
4  100  1.46799e+07
5  0  8.51259e+06
5  1  1.29991e+07
5  2  9.48506e+06
5  3  1.40474e+07
5  4  7.52103e+06
5  5  7.52595e+06
5  6  5.36331e+06
5  7  1.75575e+07
5  8  4.34853e+06
5  9  6.90712e+06
5  10  7.83283e+06
5  11  8.72182e+06
5  12  0
5  13  7.92949e+06
5  14  1.21415e+07
5  15  6.54273e+06
5  16  8.3912e+06
5  17  6.50164e+06
5  18  9.55424e+06
5  19  1.02216e+07
5  20  778411
5  21  7.43852e+06
5  22  5.74774e+06
5  23  5.8872e+06
5  24  8.84144e+06
5  25  1.21692e+07
5  26  8.07294e+06
5  27  1.11777e+07
5  28  4.71947e+06
5  29  4.02303e+06
5  30  1.80531e+07
5  31  2.10219e+06
5  32  1.83102e+07
5  33  8.66118e+06
5  34  0
5  35  5.36592e+06
5  36  0
5  37  1.51744e+07
5  38  9.30353e+06
5  39  2.82616e+07
5  40  0
5  41  1.01358e+07
5  42  0
5  43  0
5  44  1.05491e+07
5  45  5.49037e+06
5  46  8.6102e+06
5  47  1.60022e+07
5  48  1.76292e+06
5  49  1.16986e+07
5  50  0
5  51  3.10905e+06
5  52  1.06126e+07
5  53  3.46049e+07
5  54  7.94717e+06
5  55  1.72636e+07
5  56  8.67105e+06
5  57  2.29822e+07
5  58  439728
5  59  1.0516e+07
5  60  9.89431e+06
5  61  5.62469e+06
5  62  1.65758e+07
5  63  2.72184e+07
5  64  7.69195e+06
5  65  1.73264e+07
5  66  0
5  67  6.24606e+06
5  68  1.55432e+07
5  69  2.56305e+07
5  70  1.18594e+07
5  71  8.71532e+06
5  72  6.64902e+06
5  73  1.01087e+07
5  74  0
5  75  0
5  76  2.13217e+07
5  77  5.74245e+06
5  78  8.10109e+06
5  79  1.2833e+07
5  80  1.42334e+07
5  81  5.15306e+06
5  82  0
5  83  1.50152e+07
5  84  1.78781e+07
5  85  2.2973e+07
5  86  321673
5  87  1.17742e+07
5  88  2.24019e+07
5  89  1.53421e+07
5  90  1.63329e+07
5  91  1.02373e+07
5  92  2.09496e+07
5  93  0
5  94  0
5  95  4.30126e+06
5  96  9.69639e+06
5  97  1.9313e+07
5  98  0
5  99  2.44775e+07
5  100  0
6  0  1.42054e+07
6  1  8.00287e+06
6  2  1.74675e+07
6  3  7.37547e+06
6  4  2.45613e+06
6  5  1.68148e+07
6  6  9.33999e+06
6  7  1.06538e+07
6  8  0
6  9  3.75008e+06
6  10  1.15952e+07
6  11  0
6  12  5.85357e+06
6  13  1.15682e+06
6  14  4.62793e+06
6  15  8.64205e+06
6  16  1.19939e+06
6  17  1.17672e+07
6  18  1.29397e+07
6  19  1.10801e+07
6  20  0
6  21  1.35284e+07
6  22  5.35945e+06
6  23  6.30424e+06
6  24  1.52706e+07
6  25  1.06866e+07
6  26  1.50252e+07
6  27  1.23198e+07
6  28  1.09876e+07
6  29  1.65746e+06
6  30  4.65536e+06
6  31  0
6  32  1.98185e+07
6  33  1.92038e+07
6  34  4.62305e+06
6  35  9.19744e+06
6  36  1.49616e+07
6  37  8.16851e+06
6  38  1.04929e+07
6  39  1.89617e+07
6  40  1.49377e+07
6  41  1.48498e+07
6  42  8.41062e+06
6  43  1.08282e+07
6  44  1.83054e+07
6  45  3.93354e+06
6  46  2.03426e+07
6  47  7.90971e+06
6  48  4.57571e+06
6  49  1.70508e+07
6  50  1.33458e+07
6  51  2.00757e+07
6  52  5.70394e+06
6  53  0
6  54  0
6  55  9.41786e+06
6  56  0
6  57  1.28048e+06
6  58  1.05911e+07
6  59  0
6  60  1.69878e+07
6  61  1.17754e+07
6  62  1.3554e+07
6  63  8.756e+06
6  64  2.15533e+07
6  65  1.68354e+07
6  66  7.98224e+06
6  67  9.18148e+06
6  68  0
6  69  1.16703e+07
6  70  1.38002e+07
6  71  7.70251e+06
6  72  1.75382e+07
6  73  3.28443e+07
6  74  7.95662e+06
6  75  1.12207e+07
6  76  1.0521e+07
6  77  7.64633e+06
6  78  1.13525e+07
6  79  0
6  80  1.38894e+07
6  81  8.86407e+06
6  82  6.53751e+06
6  83  1.43494e+07
6  84  9.80212e+06
6  85  2.13846e+07
6  86  1.34885e+07
6  87  7.42121e+06
6  88  3.66014e+06
6  89  1.02892e+07
6  90  813089
6  91  7.01765e+06
6  92  1.62748e+07
6  93  2.45882e+07
6  94  1.63607e+07
6  95  1.43506e+07
6  96  5.28609e+06
6  97  1.26361e+07
6  98  2.78674e+06
6  99  2.23079e+06
6  100  6.07275e+06
7  0  0
7  1  1.50557e+07
7  2  1.7631e+07
7  3  6.56451e+06
7  4  8.8565e+06
7  5  7.19061e+06
7  6  5.12642e+06
7  7  9.04418e+06
7  8  1.05403e+07
7  9  8.16746e+06
7  10  8.82624e+06
7  11  0
7  12  434970
7  13  1.22097e+07
7  14  1.65704e+06
7  15  3.26167e+06
7  16  4.33823e+06
7  17  0
7  18  9.78149e+06
7  19  7.56824e+06
7  20  1.66665e+07
7  21  8.3101e+06
7  22  1.22847e+07
7  23  8.30084e+06
7  24  9.88377e+06
7  25  1.05545e+07
7  26  5.03794e+06
7  27  3.97154e+06
7  28  4.77273e+06
7  29  7.25434e+06
7  30  5.99249e+06
7  31  4.25052e+06
7  32  7.33896e+06
7  33  3.53235e+06
7  34  1.57702e+07
7  35  5.75924e+06
7  36  1.48447e+07
7  37  2.51143e+07
7  38  3.39857e+07
7  39  1.07616e+07
7  40  3.14146e+06
7  41  5.22433e+06
7  42  1.8568e+07
7  43  0
7  44  7.60033e+06
7  45  8.93222e+06
7  46  3.86342e+07
7  47  1.35614e+07
7  48  9.04187e+06
7  49  4.89256e+06
7  50  2.04623e+07
7  51  1.96905e+07
7  52  4.17058e+06
7  53  1.8078e+07
7  54  1.061e+07
7  55  1.77711e+07
7  56  1.21205e+06
7  57  1.10475e+07
7  58  6.29494e+06
7  59  1.94199e+07
7  60  5.83196e+06
7  61  7.68832e+06
7  62  1.08748e+07
7  63  1.80162e+07
7  64  1.59747e+07
7  65  0
7  66  1.51758e+07
7  67  1.35015e+07
7  68  1.60932e+07
7  69  7.72415e+06
7  70  2.12247e+07
7  71  1.0905e+07
7  72  1.70112e+07
7  73  1.31443e+07
7  74  1.09993e+07
7  75  1.51722e+07
7  76  1.14378e+07
7  77  5.49781e+06
7  78  1.32061e+07
7  79  7.54839e+06
7  80  1.75223e+07
7  81  1.2516e+07
7  82  1.10696e+07
7  83  1.25465e+07
7  84  1.43462e+07
7  85  1.66826e+07
7  86  1.35011e+07
7  87  1.48357e+07
7  88  0
7  89  1.53033e+07
7  90  386852
7  91  0
7  92  1.36152e+07
7  93  1.584e+06
7  94  3.28233e+06
7  95  1.25287e+07
7  96  9.27445e+06
7  97  1.83279e+07
7  98  1.01166e+07
7  99  1.66824e+07
7  100  7.67134e+06
8  0  1.11868e+07
8  1  4.39837e+06
8  2  1.24973e+07
8  3  1.08307e+07
8  4  1.39049e+06
8  5  1.72026e+06
8  6  9.71498e+06
8  7  7.62547e+06
8  8  6.30395e+06
8  9  6.57193e+06
8  10  7.97221e+06
8  11  8.60572e+06
8  12  6.74143e+06
8  13  1.57141e+07
8  14  7.65565e+06
8  15  1.17832e+06
8  16  1.02983e+07
8  17  1.47728e+07
8  18  7.80624e+06
8  19  0
8  20  0
8  21  4.24191e+06
8  22  8.90607e+06
8  23  3.51582e+06
8  24  1.60993e+07
8  25  6.54035e+06
8  26  1.33151e+07
8  27  6.13212e+06
8  28  887650
8  29  4.43156e+06
8  30  9.12704e+06
8  31  9.36472e+06
8  32  375730
8  33  6.92368e+06
8  34  1.03388e+07
8  35  6.34869e+06
8  36  1.86641e+06
8  37  2.12031e+06
8  38  0
8  39  1.53828e+07
8  40  1.56755e+07
8  41  1.44891e+07
8  42  8.6743e+06
8  43  2.08705e+06
8  44  1.79829e+07
8  45  9.55807e+06
8  46  6.39578e+06
8  47  0
8  48  0
8  49  1.21232e+07
8  50  7.25753e+06
8  51  9.18533e+06
8  52  0
8  53  0
8  54  8.28875e+06
8  55  0
8  56  1.79068e+07
8  57  8.15352e+06
8  58  1.00354e+07
8  59  9.41328e+06
8  60  0
8  61  1.24922e+07
8  62  1.15633e+07
8  63  1.99724e+07
8  64  0
8  65  1.3988e+07
8  66  1.47196e+07
8  67  2.80573e+07
8  68  1.44461e+07
8  69  1.35541e+07
8  70  1.53287e+07
8  71  1.71429e+07
8  72  0
8  73  2.24275e+07
8  74  2.28123e+07
8  75  1.81044e+07
8  76  3.94229e+06
8  77  1.7023e+07
8  78  1.68336e+07
8  79  549294
8  80  2.61488e+07
8  81  1.19315e+07
8  82  1.38954e+07
8  83  2.16601e+07
8  84  1.66958e+07
8  85  4.5253e+06
8  86  8.09241e+06
8  87  0
8  88  2.80896e+06
8  89  1.16587e+07
8  90  1.12982e+07
8  91  442571
8  92  0
8  93  1.14729e+07
8  94  1.28704e+07
8  95  4.32965e+06
8  96  0
8  97  1.41728e+07
8  98  1.99951e+06
8  99  1.21051e+07
8  100  1.94828e+07
9  0  5.25697e+06
9  1  6.6063e+06
9  2  6.18747e+06
9  3  3.19125e+06
9  4  1.07651e+07
9  5  2.77447e+06
9  6  5.89145e+06
9  7  1.64213e+07
9  8  6.04358e+06
9  9  1.24467e+07
9  10  7.40936e+06
9  11  2.0309e+07
9  12  4.88715e+06
9  13  1.65345e+07
9  14  6.60556e+06
9  15  3.80102e+06
9  16  1.97856e+07
9  17  1.11077e+07
9  18  1.94731e+06
9  19  4.15173e+06
9  20  1.03496e+07
9  21  0
9  22  1.61428e+07
9  23  8.07617e+06
9  24  8.32806e+06
9  25  0
9  26  1.25565e+07
9  27  7.37e+06
9  28  0
9  29  1.25734e+07
9  30  1.30857e+07
9  31  6.86397e+06
9  32  1.72864e+06
9  33  1.26149e+07
9  34  0
9  35  6.76247e+06
9  36  1.72728e+07
9  37  1.41632e+07
9  38  9.96025e+06
9  39  1.02339e+07
9  40  9.65472e+06
9  41  7.74909e+06
9  42  3.43049e+06
9  43  9.98279e+06
9  44  1.66352e+07
9  45  1.26555e+07
9  46  1.55158e+07
9  47  1.65579e+07
9  48  0
9  49  6.3029e+06
9  50  4.78358e+06
9  51  0
9  52  1.65907e+07
9  53  2.80694e+07
9  54  2.91086e+07
9  55  1.48936e+07
9  56  1.21e+07
9  57  1.24237e+07
9  58  2.96623e+07
9  59  9.27695e+06
9  60  2.09276e+07
9  61  3.10299e+07
9  62  7.6269e+06
9  63  1.21573e+07
9  64  1.93373e+07
9  65  0
9  66  3.61956e+07
9  67  0
9  68  1.33299e+07
9  69  1.90602e+07
9  70  0
9  71  7.74963e+06
9  72  7.09498e+06
9  73  6.10339e+06
9  74  2.43136e+07
9  75  1.9106e+07
9  76  1.6003e+07
9  77  1.05638e+07
9  78  1.27423e+07
9  79  1.25363e+07
9  80  1.8194e+07
9  81  1.90573e+07
9  82  1.36567e+07
9  83  0
9  84  2.32832e+07
9  85  1.70964e+07
9  86  9.36122e+06
9  87  1.49484e+07
9  88  2.49081e+07
9  89  7.41578e+06
9  90  5.99166e+06
9  91  1.1974e+07
9  92  0
9  93  2.31778e+07
9  94  0
9  95  3.75408e+06
9  96  1.24198e+07
9  97  1.64985e+06
9  98  1.49422e+07
9  99  8.72916e+06
9  100  0
10  0  1.01531e+07
10  1  9.21346e+06
10  2  9.21013e+06
10  3  6.33479e+06
10  4  6.75326e+06
10  5  9.1204e+06
10  6  5.20189e+06
10  7  7.71865e+06
10  8  1.5212e+06
10  9  8.9894e+06
10  10  5.26687e+06
10  11  4.5987e+06
10  12  6.96519e+06
10  13  3.54541e+06
10  14  6.31388e+06
10  15  2.1342e+06
10  16  7.77828e+06
10  17  0
10  18  8.59251e+06
10  19  317285
10  20  1.04089e+07
10  21  8.51303e+06
10  22  1.2865e+07
10  23  2.39726e+07
10  24  5.36313e+06
10  25  5.56711e+06
10  26  3.59613e+06
10  27  1.2526e+07
10  28  6.47715e+06
10  29  1.74576e+07
10  30  1.5794e+07
10  31  3.90011e+06
10  32  1.28886e+07
10  33  1.68307e+07
10  34  2.43861e+07
10  35  1.9028e+07
10  36  1.88372e+06
10  37  4.48741e+06
10  38  1.5491e+07
10  39  1.93417e+07
10  40  1.21327e+07
10  41  7.09643e+06
10  42  1.46596e+07
10  43  0
10  44  9.71824e+06
10  45  1.00633e+07
10  46  0
10  47  7.77055e+06
10  48  0
10  49  2.56938e+07
10  50  2.42948e+06
10  51  1.04028e+07
10  52  2.34127e+07
10  53  0
10  54  1.54378e+07
10  55  1.02681e+07
10  56  2.30838e+07
10  57  0
10  58  7.8702e+06
10  59  1.23023e+07
10  60  9.35342e+06
10  61  1.71981e+07
10  62  8.81266e+06
10  63  0
10  64  9.88121e+06
10  65  1.16518e+06
10  66  1.26894e+07
10  67  1.77804e+06
10  68  1.97394e+07
10  69  875784
10  70  1.12478e+07
10  71  1.35809e+07
10  72  9.19827e+06
10  73  3.26797e+06
10  74  1.14816e+07
10  75  1.05991e+06
10  76  1.301e+07
10  77  2.06102e+07
10  78  1.08499e+07
10  79  1.37868e+07
10  80  1.53363e+07
10  81  1.13894e+07
10  82  7.97558e+06
10  83  1.01458e+07
10  84  1.68695e+07
10  85  1.59154e+07
10  86  1.96826e+07
10  87  0
10  88  0
10  89  2.29848e+07
10  90  1.532e+07
10  91  1.1519e+07
10  92  5.93792e+06
10  93  7.74198e+06
10  94  1.34581e+07
10  95  2.15611e+07
10  96  0
10  97  9.79461e+06
10  98  1.71269e+07
10  99  1.63844e+07
10  100  2.11972e+07
11  0  2.48993e+06
11  1  1.34013e+07
11  2  6.18253e+06
11  3  9.279e+06
11  4  1.44337e+06
11  5  1.13121e+07
11  6  3.05526e+06
11  7  7.07711e+06
11  8  9.07505e+06
11  9  3.5616e+06
11  10  6.64673e+06
11  11  9.35805e+06
11  12  3.20539e+06
11  13  1.05758e+07
11  14  7.83096e+06
11  15  6.03614e+06
11  16  6.08775e+06
11  17  1.46875e+07
11  18  0
11  19  1.16011e+07
11  20  1.56846e+07
11  21  7.90407e+06
11  22  1.05786e+07
11  23  1.71811e+07
11  24  1.05371e+07
11  25  0
11  26  7.68537e+06
11  27  1.03894e+07
11  28  1.09773e+07
11  29  3.47948e+06
11  30  1.74036e+07
11  31  6.26549e+06
11  32  1.14181e+07
11  33  1.26672e+07
11  34  3.00822e+07
11  35  7.83302e+06
11  36  1.91847e+07
11  37  1.93725e+07
11  38  1.65557e+07
11  39  0
11  40  6.41559e+06
11  41  1.52418e+07
11  42  2.09618e+07
11  43  0
11  44  1.37519e+07
11  45  8.83105e+06
11  46  2.02453e+07
11  47  1.83891e+07
11  48  1.34774e+07
11  49  1.20217e+07
11  50  1.57829e+07
11  51  950551
11  52  5.13157e+06
11  53  1.18581e+07
11  54  1.5727e+07
11  55  6.22136e+06
11  56  1.85561e+07
11  57  2.66197e+07
11  58  4.46235e+06
11  59  5.41719e+06
11  60  1.43477e+07
11  61  9.67136e+06
11  62  0
11  63  2.12972e+07
11  64  0
11  65  2.4336e+06
11  66  1.66342e+07
11  67  0
11  68  0
11  69  1.60082e+07
11  70  2.28073e+06
11  71  9.01792e+06
11  72  2.2366e+07
11  73  4.62732e+06
11  74  1.30315e+07
11  75  1.66212e+07
11  76  0
11  77  1.02739e+07
11  78  1.56758e+07
11  79  9.0179e+06
11  80  1.80509e+07
11  81  2.26832e+07
11  82  9.22328e+06
11  83  2.04188e+07
11  84  1.10589e+07
11  85  0
11  86  1.03493e+07
11  87  8.66448e+06
11  88  1.16414e+07
11  89  3.5703e+06
11  90  1.30688e+07
11  91  1.62636e+07
11  92  1.35373e+07
11  93  638844
11  94  1.3922e+07
11  95  1.14959e+07
11  96  2.09395e+06
11  97  1.14503e+07
11  98  1.47497e+07
11  99  1.31376e+07
11  100  9.43094e+06
12  0  0
12  1  6.40222e+06
12  2  5.30349e+06
12  3  7.3031e+06
12  4  1.21468e+07
12  5  7.3088e+06
12  6  7.69309e+06
12  7  6.77405e+06
12  8  6.58748e+06
12  9  5.42336e+06
12  10  8.55752e+06
12  11  1.25958e+07
12  12  7.09671e+06
12  13  1.37403e+07
12  14  4.23334e+06
12  15  6.81591e+06
12  16  8.90129e+06
12  17  3.96369e+06
12  18  1.16139e+07
12  19  6.02847e+06
12  20  8.75742e+06
12  21  1.8684e+07
12  22  1.40426e+07
12  23  1.09339e+07
12  24  3.29725e+06
