row  column  (images_14_017.edf Zn-K*images_14_017.edf Ar-K**(2.3))
25  74  6.36482e+07
25  75  6.29275e+07
25  76  5.65003e+07
25  77  7.79397e+07
25  78  7.75275e+07
25  79  8.25615e+07
25  80  8.0032e+07
25  81  9.93399e+07
25  82  8.92332e+07
25  83  6.14368e+07
25  84  6.82176e+07
25  85  5.75094e+07
25  86  5.14656e+07
25  87  5.24953e+07
25  88  5.09969e+07
25  89  2.46997e+07
25  90  2.71977e+07
25  91  2.68143e+07
25  92  4.90043e+07
25  93  3.39925e+07
25  94  3.35755e+07
25  95  8.60687e+07
25  96  4.70231e+07
25  97  9.58414e+06
25  98  2.68197e+07
25  99  2.72869e+07
25  100  2.08955e+07
26  0  2.16575e+07
26  1  3.04535e+07
26  2  4.27728e+07
26  3  2.75694e+07
26  4  3.60365e+07
26  5  1.40818e+07
26  6  0
26  7  4.0054e+07
26  8  3.87615e+07
26  9  7.75465e+06
26  10  2.59444e+07
26  11  1.80054e+07
26  12  1.02494e+07
26  13  2.32651e+07
26  14  6.66716e+06
26  15  2.4264e+07
26  16  1.91021e+07
26  17  2.09837e+07
26  18  3.05705e+07
26  19  3.71217e+07
26  20  6.59697e+07
26  21  6.41172e+07
26  22  2.23635e+07
26  23  4.6467e+07
26  24  6.51623e+07
26  25  4.66077e+07
26  26  4.09358e+07
26  27  7.15296e+07
26  28  3.22876e+07
26  29  5.51961e+07
26  30  7.73606e+07
26  31  8.19198e+07
26  32  9.69935e+07
26  33  1.28094e+08
26  34  6.64172e+07
26  35  4.94803e+07
26  36  2.78091e+07
26  37  5.11123e+07
26  38  8.58499e+07
26  39  6.31478e+07
26  40  6.79536e+07
26  41  8.35186e+07
26  42  1.36518e+08
26  43  1.10222e+08
26  44  3.29528e+07
26  45  1.92433e+07
26  46  0
26  47  2.7606e+07
26  48  2.79105e+07
26  49  5.50526e+07
26  50  8.44789e+07
26  51  1.35475e+08
26  52  1.09349e+08
26  53  9.67779e+07
26  54  1.57317e+08
26  55  8.65178e+07
26  56  1.40959e+08
26  57  1.3073e+08
26  58  1.07217e+08
26  59  8.01615e+07
26  60  8.47593e+07
26  61  6.84106e+07
26  62  6.33991e+07
26  63  1.014e+08
26  64  6.81213e+07
26  65  8.24236e+07
26  66  7.99738e+07
26  67  6.34602e+07
26  68  1.36578e+08
26  69  7.41471e+07
26  70  7.70224e+07
26  71  9.29028e+07
26  72  8.52981e+07
26  73  7.86965e+07
26  74  7.18411e+07
26  75  7.29302e+07
26  76  7.07862e+07
26  77  1.0061e+08
26  78  5.99617e+07
26  79  6.44158e+07
26  80  6.91385e+07
26  81  5.97618e+07
26  82  6.033e+07
26  83  5.4746e+07
26  84  6.27542e+07
26  85  3.90987e+07
26  86  4.10362e+07
26  87  3.25433e+07
26  88  4.18126e+07
26  89  3.31292e+07
26  90  5.7002e+07
26  91  2.16329e+07
26  92  9.74226e+07
26  93  3.67735e+07
26  94  8.28674e+07
26  95  5.82886e+07
26  96  0
26  97  9.68755e+06
26  98  7.27685e+06
26  99  3.2029e+07
26  100  2.29859e+07
27  0  1.66008e+07
27  1  1.86418e+07
27  2  2.98939e+07
27  3  3.40893e+07
27  4  2.06823e+07
27  5  1.80649e+07
27  6  1.67039e+07
27  7  2.06456e+07
27  8  1.85405e+07
27  9  0
27  10  1.28175e+07
27  11  6.62587e+06
27  12  2.69153e+07
27  13  2.7745e+07
27  14  1.99369e+07
27  15  4.27031e+07
27  16  2.62984e+07
27  17  2.76862e+07
27  18  3.19527e+07
27  19  3.62353e+07
27  20  7.24721e+07
27  21  8.6599e+07
27  22  5.55526e+07
27  23  6.55817e+07
27  24  2.94919e+07
27  25  6.78965e+07
27  26  5.74341e+07
27  27  4.97134e+07
27  28  6.86792e+07
27  29  5.66881e+07
27  30  8.94352e+07
27  31  1.04242e+08
27  32  6.70662e+07
27  33  5.24855e+07
27  34  6.01313e+07
27  35  7.54995e+07
27  36  5.83855e+07
27  37  5.38378e+07
27  38  5.94776e+07
27  39  9.41546e+07
27  40  6.31428e+07
27  41  1.0265e+08
27  42  9.58941e+07
27  43  1.02556e+08
27  44  0
27  45  8.58407e+07
27  46  3.6799e+07
27  47  5.18473e+07
27  48  7.71484e+07
27  49  6.38905e+07
27  50  9.9662e+07
27  51  7.52387e+07
27  52  9.16971e+07
27  53  8.15519e+07
27  54  7.51479e+07
27  55  7.49933e+07
27  56  1.44551e+08
27  57  7.85098e+07
27  58  1.00039e+08
27  59  1.00587e+08
27  60  1.11921e+08
27  61  5.47961e+07
27  62  6.54964e+07
27  63  9.58872e+07
27  64  1.36002e+08
27  65  1.15112e+08
27  66  6.50099e+07
27  67  6.42297e+07
27  68  1.00553e+08
27  69  7.9161e+07
27  70  8.90388e+07
27  71  9.64566e+07
27  72  8.43861e+07
27  73  1.1005e+08
27  74  5.33861e+07
27  75  8.67743e+07
27  76  6.39693e+07
27  77  5.44246e+07
27  78  1.24929e+08
27  79  6.49611e+07
27  80  6.19348e+07
27  81  7.71771e+07
27  82  4.82955e+07
27  83  5.61952e+07
27  84  5.10579e+07
27  85  6.44676e+07
27  86  7.48938e+07
27  87  3.49519e+07
27  88  4.37754e+07
27  89  3.15781e+07
27  90  3.06951e+07
27  91  2.77806e+07
27  92  5.11575e+07
27  93  1.18851e+08
27  94  4.2732e+07
27  95  3.11611e+07
27  96  3.06441e+07
27  97  8.1961e+06
27  98  1.43562e+07
27  99  3.1294e+07
27  100  2.29775e+07
28  0  1.03705e+07
28  1  9.10199e+06
28  2  4.01178e+07
28  3  2.24433e+07
28  4  3.15211e+07
28  5  2.13894e+07
28  6  2.59639e+07
28  7  2.35631e+07
28  8  2.21812e+07
28  9  1.5333e+07
28  10  1.65733e+07
28  11  1.20892e+07
28  12  5.52547e+07
28  13  2.78194e+07
28  14  2.89103e+07
28  15  4.57936e+07
28  16  2.85453e+07
28  17  1.01232e+07
28  18  4.68822e+07
28  19  6.63978e+07
28  20  0
28  21  8.43274e+07
28  22  4.36448e+07
28  23  7.93144e+07
28  24  7.93898e+07
28  25  5.6288e+07
28  26  6.59582e+07
28  27  6.53718e+07
28  28  6.22836e+07
28  29  9.21166e+07
28  30  6.81605e+07
28  31  8.08628e+07
28  32  7.70832e+07
28  33  9.12516e+07
28  34  9.38763e+07
28  35  8.04017e+07
28  36  7.40571e+07
28  37  6.57538e+07
28  38  7.69102e+07
28  39  8.72797e+07
28  40  1.22938e+08
28  41  9.61595e+07
28  42  9.55359e+07
28  43  6.8059e+07
28  44  3.36507e+07
28  45  4.74606e+07
28  46  2.09819e+07
28  47  1.56207e+07
28  48  2.60301e+07
28  49  7.53542e+07
28  50  8.34518e+07
28  51  1.36588e+08
28  52  9.77981e+07
28  53  1.42122e+08
28  54  1.10622e+08
28  55  1.13488e+08
28  56  9.03659e+07
28  57  8.67414e+07
28  58  9.82488e+07
28  59  8.61119e+07
28  60  1.24292e+08
28  61  6.81545e+07
28  62  8.71843e+07
28  63  1.38548e+08
28  64  1.32975e+08
28  65  8.95132e+07
28  66  9.54622e+07
28  67  7.17059e+07
28  68  6.99307e+07
28  69  8.8876e+07
28  70  6.99334e+07
28  71  1.11935e+08
28  72  9.28706e+07
28  73  9.90447e+07
28  74  8.55014e+07
28  75  1.17565e+08
28  76  5.73652e+07
28  77  8.22617e+07
28  78  8.76271e+07
28  79  7.57943e+07
28  80  5.64643e+07
28  81  8.21098e+07
28  82  5.95708e+07
28  83  5.38974e+07
28  84  6.34741e+07
28  85  4.58715e+07
28  86  3.96085e+07
28  87  1.05e+07
28  88  3.12557e+06
28  89  1.84057e+07
28  90  2.9375e+07
28  91  2.48907e+07
28  92  5.53716e+07
28  93  4.25122e+07
28  94  5.73411e+07
28  95  3.26013e+07
28  96  3.13768e+07
28  97  3.66766e+07
28  98  6.53592e+07
28  99  5.42793e+07
28  100  6.86945e+07
29  0  3.66173e+06
29  1  4.05189e+07
29  2  4.02766e+07
29  3  2.20486e+07
29  4  3.47288e+07
29  5  1.86056e+07
29  6  1.8206e+07
29  7  4.37165e+07
29  8  1.32796e+07
29  9  1.62377e+07
29  10  3.98605e+07
29  11  360434
29  12  2.75397e+07
29  13  2.66644e+07
29  14  2.72225e+07
29  15  4.86071e+07
29  16  3.19765e+07
29  17  3.51123e+07
29  18  6.67239e+07
29  19  1.1905e+08
29  20  6.29386e+07
29  21  5.58591e+07
29  22  4.89138e+07
29  23  2.16558e+07
29  24  6.66304e+07
29  25  1.12151e+08
29  26  9.6264e+07
29  27  8.02616e+07
29  28  7.74356e+07
29  29  8.50883e+07
29  30  5.06577e+07
29  31  6.88851e+07
29  32  1.07005e+08
29  33  7.97409e+07
29  34  6.94831e+07
29  35  4.2395e+07
29  36  3.1422e+07
29  37  8.11074e+07
29  38  1.03672e+08
29  39  7.63831e+07
29  40  8.36661e+07
29  41  6.61984e+07
29  42  7.7773e+07
29  43  8.66242e+07
29  44  3.80075e+07
29  45  4.79277e+06
29  46  0
29  47  2.21476e+07
29  48  6.66305e+06
29  49  1.0451e+08
29  50  7.7801e+07
29  51  1.00599e+08
29  52  1.15022e+08
29  53  9.97294e+07
29  54  9.36727e+07
29  55  9.98702e+07
29  56  9.07828e+07
29  57  1.44812e+08
29  58  9.95014e+07
29  59  9.2625e+07
29  60  8.22404e+07
29  61  8.33556e+07
29  62  9.04581e+07
29  63  9.89295e+07
29  64  1.3481e+08
29  65  5.37816e+07
29  66  6.59774e+07
29  67  1.30423e+08
29  68  9.14667e+07
29  69  6.58415e+07
29  70  1.08418e+08
29  71  8.89445e+07
29  72  1.46298e+08
29  73  6.68121e+07
29  74  7.45298e+07
29  75  6.98558e+07
29  76  9.99008e+07
29  77  9.23786e+07
29  78  2.84819e+07
29  79  6.99971e+07
29  80  6.44192e+07
29  81  4.88468e+07
29  82  5.68174e+07
29  83  5.69488e+07
29  84  5.75496e+07
29  85  9.92371e+07
29  86  4.90229e+07
29  87  4.64097e+07
29  88  5.55805e+07
29  89  3.9526e+07
29  90  4.87956e+07
29  91  5.5653e+07
29  92  3.04383e+07
29  93  4.8791e+07
29  94  2.911e+07
29  95  5.69838e+07
29  96  1.5937e+07
29  97  3.67158e+07
29  98  3.31165e+07
29  99  4.4136e+07
29  100  6.39542e+07
30  0  7.02024e+06
30  1  2.17033e+07
30  2  3.24882e+07
30  3  1.92605e+07
30  4  2.68067e+07
30  5  2.87212e+07
30  6  2.68382e+07
30  7  3.31277e+07
30  8  9.9276e+06
30  9  2.16921e+07
30  10  4.02231e+06
30  11  1.9479e+07
30  12  3.01115e+07
30  13  3.34736e+07
30  14  4.9082e+07
30  15  6.30067e+07
30  16  2.73095e+07
30  17  3.4004e+07
30  18  5.63595e+07
30  19  6.06644e+07
30  20  7.2528e+07
30  21  4.34203e+07
30  22  6.75138e+07
30  23  1.1502e+08
30  24  5.58264e+07
30  25  8.80339e+07
30  26  7.41551e+07
30  27  1.22134e+08
30  28  6.45378e+07
30  29  1.07097e+08
30  30  4.25697e+07
30  31  9.38957e+07
30  32  8.37991e+07
30  33  8.50237e+07
30  34  7.57578e+07
30  35  6.14902e+07
30  36  9.26218e+07
30  37  4.94617e+07
30  38  8.24199e+07
30  39  1.24964e+08
30  40  7.5374e+07
30  41  8.70474e+07
30  42  1.10552e+08
30  43  7.76059e+07
30  44  3.20726e+07
30  45  3.51402e+07
30  46  3.0259e+07
30  47  7.11354e+07
30  48  3.13258e+07
30  49  6.20306e+07
30  50  8.97431e+07
30  51  1.6268e+08
30  52  7.33809e+07
30  53  7.3368e+07
30  54  1.20284e+08
30  55  1.28733e+08
30  56  7.46608e+07
30  57  9.04713e+07
30  58  7.93229e+07
30  59  6.48597e+07
30  60  5.6694e+07
30  61  5.18325e+07
30  62  1.15775e+08
30  63  9.37631e+07
30  64  1.16003e+08
30  65  9.04543e+07
30  66  7.19322e+07
30  67  6.31291e+07
30  68  7.77631e+07
30  69  8.79217e+07
30  70  8.41379e+07
30  71  7.11268e+07
30  72  1.28033e+08
30  73  9.80732e+07
30  74  0
30  75  6.26739e+07
30  76  9.08034e+07
30  77  6.56427e+07
30  78  5.72662e+07
30  79  1.06494e+08
30  80  4.88162e+07
30  81  5.98416e+07
30  82  4.98739e+07
30  83  4.47747e+07
30  84  3.58128e+07
30  85  4.42758e+07
30  86  5.09255e+07
30  87  5.87186e+07
30  88  5.65812e+07
30  89  5.24416e+07
30  90  2.76574e+07
30  91  3.09867e+07
30  92  2.8907e+07
30  93  1.19251e+07
30  94  0
30  95  2.89061e+07
30  96  1.10929e+07
30  97  1.27126e+07
30  98  2.18998e+07
30  99  4.84638e+07
30  100  4.65498e+07
31  0  3.97565e+07
31  1  4.11957e+07
31  2  2.87464e+07
31  3  1.7625e+07
31  4  2.2148e+07
31  5  2.37359e+07
31  6  3.51991e+07
31  7  1.78544e+07
31  8  2.5537e+07
31  9  6.80402e+06
31  10  3.78234e+07
31  11  2.3969e+07
31  12  1.58519e+07
31  13  3.04503e+07
31  14  2.50391e+07
31  15  5.43067e+07
31  16  3.80947e+07
31  17  4.66954e+07
31  18  5.21431e+07
31  19  4.93323e+07
31  20  5.11791e+07
31  21  4.06234e+07
31  22  5.27384e+07
31  23  1.25423e+07
31  24  1.01904e+08
31  25  6.20444e+07
31  26  6.20461e+07
31  27  6.49363e+07
31  28  5.11518e+06
31  29  6.40588e+07
31  30  5.33932e+07
31  31  6.04189e+07
31  32  7.57967e+07
31  33  5.95116e+07
31  34  6.46981e+07
31  35  6.85912e+07
31  36  1.00213e+08
31  37  7.72205e+07
31  38  7.23889e+07
31  39  1.33202e+08
31  40  9.53045e+07
31  41  9.15721e+07
31  42  1.1134e+08
31  43  5.74107e+07
31  44  3.93127e+07
31  45  3.05493e+07
31  46  5.76579e+07
31  47  0
31  48  3.61471e+07
31  49  4.30898e+07
31  50  6.99898e+07
31  51  6.34752e+07
31  52  5.89422e+07
31  53  7.60662e+07
31  54  1.17012e+08
31  55  8.9529e+07
31  56  8.53761e+07
31  57  1.32239e+08
31  58  8.28097e+07
31  59  7.3139e+07
31  60  8.58954e+07
31  61  9.44156e+07
31  62  1.12015e+08
31  63  7.90666e+07
31  64  8.94179e+07
31  65  5.41725e+07
31  66  4.64525e+07
31  67  7.90602e+07
31  68  1.11859e+08
31  69  8.66018e+07
31  70  9.64978e+07
31  71  9.65521e+07
31  72  9.26123e+07
31  73  1.48842e+08
31  74  7.1952e+07
31  75  7.78958e+07
31  76  5.78944e+07
31  77  7.3139e+07
31  78  6.68807e+07
31  79  6.81468e+07
31  80  5.77623e+07
31  81  4.29208e+07
31  82  4.85083e+07
31  83  0
31  84  3.31272e+07
31  85  4.88682e+07
31  86  5.77205e+07
31  87  4.27565e+07
31  88  9.26658e+07
31  89  3.79556e+07
31  90  1.66952e+07
31  91  1.24225e+07
31  92  3.75018e+07
31  93  3.92827e+07
31  94  2.34745e+07
31  95  6.55489e+07
31  96  2.80607e+07
31  97  4.16742e+07
31  98  5.79581e+07
31  99  4.13457e+07
31  100  3.22691e+07
32  0  3.97815e+07
32  1  2.26505e+07
32  2  3.73338e+07
32  3  4.00784e+07
32  4  1.75622e+07
32  5  2.30444e+07
32  6  1.61715e+07
32  7  1.72267e+07
32  8  1.95143e+07
32  9  6.76581e+06
32  10  1.35317e+06
32  11  2.60482e+07
32  12  2.83964e+07
32  13  3.29616e+07
32  14  4.75881e+07
32  15  5.18634e+07
32  16  3.49752e+07
32  17  5.3677e+07
32  18  4.05905e+07
32  19  6.57012e+07
32  20  8.72947e+07
32  21  4.44721e+07
32  22  5.66625e+07
32  23  1.17335e+08
32  24  1.08428e+08
32  25  4.51524e+07
32  26  8.64017e+07
32  27  1.17119e+08
32  28  8.2443e+07
32  29  1.28938e+08
32  30  1.8971e+06
32  31  5.86693e+07
32  32  7.75859e+07
32  33  6.97682e+07
32  34  1.0342e+08
32  35  5.29577e+07
32  36  5.87711e+07
32  37  5.23178e+07
32  38  6.44515e+07
32  39  9.43165e+07
32  40  5.17206e+07
32  41  8.81131e+07
32  42  1.02706e+08
32  43  8.22013e+07
32  44  6.78566e+07
32  45  2.7538e+07
32  46  4.51226e+07
32  47  1.59739e+07
32  48  1.72386e+07
32  49  5.40637e+07
32  50  8.34107e+07
32  51  7.22851e+07
32  52  9.3617e+07
32  53  6.52115e+07
32  54  7.34079e+07
32  55  9.27111e+07
32  56  6.92348e+07
32  57  7.48438e+07
32  58  6.85221e+07
32  59  7.34385e+07
32  60  5.6106e+07
32  61  9.65046e+07
32  62  8.66726e+07
32  63  1.48943e+07
32  64  7.84638e+07
32  65  8.22764e+07
32  66  6.595e+07
32  67  5.71474e+07
32  68  7.22247e+07
32  69  6.97244e+07
32  70  1.31589e+08
32  71  1.00714e+08
32  72  9.37139e+07
32  73  3.96893e+06
32  74  6.8556e+07
32  75  8.58996e+07
32  76  9.52859e+07
32  77  6.35828e+07
32  78  4.9084e+07
32  79  4.68736e+07
32  80  4.77524e+07
32  81  2.40888e+07
32  82  4.49929e+07
32  83  3.65443e+07
32  84  4.47211e+07
32  85  6.31826e+07
32  86  6.40881e+07
32  87  6.80772e+07
32  88  8.38691e+07
32  89  0
32  90  1.77052e+07
32  91  5.68423e+07
32  92  3.65719e+07
32  93  4.3784e+07
32  94  3.53322e+07
32  95  2.3065e+07
32  96  2.4843e+07
32  97  4.78331e+07
32  98  2.25657e+07
32  99  8.33308e+07
32  100  5.77412e+07
33  0  2.37562e+07
33  1  3.6407e+07
33  2  5.14128e+07
33  3  1.66898e+07
33  4  2.95228e+07
33  5  4.91819e+06
33  6  2.60494e+07
33  7  1.27738e+07
33  8  9.22089e+06
33  9  9.59382e+06
33  10  2.57415e+07
33  11  1.68156e+07
33  12  4.29625e+07
33  13  5.89084e+07
33  14  5.60206e+07
33  15  5.95959e+07
33  16  3.88732e+07
33  17  5.34213e+07
33  18  9.07567e+07
33  19  2.09603e+07
33  20  5.12337e+07
33  21  8.84738e+07
33  22  8.36181e+07
33  23  8.75019e+07
33  24  8.4875e+07
33  25  7.3685e+07
33  26  1.07197e+08
33  27  6.91941e+07
33  28  7.67657e+07
33  29  6.00094e+07
33  30  6.9825e+07
33  31  1.017e+08
33  32  6.70629e+07
33  33  7.98088e+07
33  34  5.16729e+07
33  35  6.47444e+07
33  36  1.31191e+08
33  37  5.86728e+07
33  38  7.58829e+07
33  39  7.15426e+07
33  40  7.57228e+07
33  41  1.01909e+08
33  42  1.01792e+08
33  43  9.86004e+07
33  44  2.86203e+07
33  45  0
33  46  1.368e+06
33  47  0
33  48  2.31389e+07
33  49  6.79676e+07
33  50  8.14085e+07
33  51  6.03007e+07
33  52  7.26815e+07
33  53  7.78904e+07
33  54  7.89677e+07
33  55  6.52122e+07
33  56  6.07247e+07
33  57  7.42774e+07
33  58  9.04256e+07
33  59  5.84667e+07
33  60  6.62332e+07
33  61  1.0757e+08
33  62  1.7524e+07
33  63  9.30646e+07
33  64  6.99082e+07
33  65  7.69374e+07
33  66  7.61588e+07
33  67  7.05153e+07
33  68  1.20243e+08
33  69  1.08801e+08
33  70  1.0894e+08
33  71  1.15648e+08
33  72  1.3158e+08
33  73  1.20397e+08
33  74  7.33021e+07
33  75  6.97472e+07
33  76  5.31224e+06
33  77  4.66478e+07
33  78  5.53947e+07
33  79  7.32398e+07
33  80  4.86695e+07
33  81  3.58014e+07
33  82  6.07042e+07
33  83  8.13465e+06
33  84  4.5032e+07
33  85  9.96657e+07
33  86  5.37885e+07
33  87  5.01033e+07
33  88  4.39837e+07
33  89  5.10015e+07
33  90  2.72088e+07
33  91  6.21658e+07
33  92  3.74451e+07
33  93  2.0774e+07
33  94  3.02147e+07
33  95  6.95516e+07
33  96  4.16583e+07
33  97  4.69929e+07
33  98  1.48654e+07
33  99  6.21906e+07
33  100  5.03719e+07
34  0  2.94176e+07
34  1  2.44854e+07
34  2  3.64559e+07
34  3  3.21636e+07
34  4  3.05793e+07
34  5  2.89303e+07
34  6  4.53426e+06
34  7  1.74131e+07
34  8  1.40302e+07
34  9  1.20185e+07
34  10  2.61703e+07
34  11  2.33331e+07
34  12  4.03932e+07
34  13  5.17721e+07
34  14  5.72774e+07
34  15  4.01411e+07
34  16  4.52118e+07
34  17  6.85472e+07
34  18  5.38482e+07
34  19  8.87317e+07
34  20  8.86705e+07
34  21  6.50662e+07
34  22  1.44834e+08
34  23  1.1354e+08
34  24  1.02542e+08
34  25  6.5514e+07
34  26  7.93995e+07
34  27  6.30279e+07
34  28  6.43082e+07
34  29  7.28609e+07
34  30  6.64053e+07
34  31  8.50509e+07
34  32  6.16705e+07
34  33  6.90442e+07
34  34  5.10887e+07
34  35  5.39302e+07
34  36  9.15379e+07
34  37  6.44907e+07
34  38  1.19138e+08
34  39  6.16593e+07
34  40  6.48546e+07
34  41  1.40815e+08
34  42  1.69948e+08
34  43  5.94814e+07
34  44  2.65442e+07
34  45  2.66815e+07
34  46  1.39704e+07
34  47  6.14967e+07
34  48  3.43344e+07
34  49  9.53192e+07
34  50  1.0238e+08
34  51  7.63621e+07
34  52  6.61612e+07
34  53  6.77664e+07
34  54  5.97908e+07
34  55  7.29851e+07
34  56  7.17511e+07
34  57  8.07628e+07
34  58  7.12031e+07
34  59  5.1368e+07
34  60  6.9153e+07
34  61  6.08469e+07
34  62  1.52502e+08
34  63  1.2869e+08
34  64  1.13815e+08
34  65  7.2778e+07
34  66  7.2241e+07
34  67  7.2231e+07
34  68  7.62145e+07
34  69  8.77646e+07
34  70  1.32785e+08
34  71  1.20057e+08
34  72  1.35148e+08
34  73  7.9372e+07
34  74  5.79975e+07
34  75  4.97658e+07
34  76  5.64297e+07
34  77  6.46419e+07
34  78  5.68465e+07
34  79  8.48954e+07
34  80  5.38475e+07
34  81  6.82725e+07
34  82  3.68804e+07
34  83  3.66798e+07
34  84  6.4222e+07
34  85  4.06594e+07
34  86  4.45641e+07
34  87  6.65511e+07
34  88  4.90949e+07
34  89  4.50083e+07
34  90  3.15598e+07
34  91  6.20772e+07
34  92  7.99345e+07
34  93  4.97574e+07
34  94  1.773e+07
34  95  7.30907e+07
34  96  1.83987e+07
34  97  3.71329e+07
34  98  9.21994e+07
34  99  296189
34  100  5.61814e+07
35  0  4.3838e+07
35  1  3.05421e+07
35  2  3.22651e+07
35  3  3.46818e+07
35  4  3.60008e+07
35  5  2.86688e+07
35  6  1.30977e+07
35  7  8.10853e+06
35  8  1.7271e+07
35  9  2.09904e+07
35  10  3.40958e+07
35  11  4.5431e+07
35  12  7.52981e+07
35  13  7.97307e+07
35  14  2.67813e+07
35  15  4.67182e+07
35  16  8.16558e+07
35  17  7.85427e+07
35  18  8.73808e+06
35  19  5.25032e+07
35  20  7.87361e+07
35  21  5.99046e+07
35  22  9.32465e+07
35  23  9.10933e+07
35  24  6.85209e+07
35  25  7.43105e+07
35  26  6.75517e+07
35  27  9.50636e+07
35  28  7.98004e+07
35  29  7.39339e+07
35  30  6.67229e+07
35  31  6.80117e+07
35  32  6.94192e+07
35  33  8.87168e+07
35  34  8.87099e+07
35  35  9.61951e+07
35  36  6.95783e+07
35  37  8.72504e+07
35  38  1.17594e+08
35  39  6.56239e+07
35  40  1.1023e+08
35  41  0
35  42  1.20531e+08
35  43  6.46059e+07
35  44  0
35  45  1.5057e+07
35  46  3.30781e+07
35  47  2.12158e+07
35  48  2.07745e+07
35  49  4.58995e+07
35  50  2.28512e+07
35  51  6.46602e+07
35  52  4.83264e+07
35  53  9.35802e+07
35  54  7.99153e+07
35  55  4.46348e+07
35  56  5.16168e+07
35  57  1.08027e+08
35  58  6.36491e+07
35  59  5.75318e+07
35  60  9.67998e+07
35  61  8.21434e+07
35  62  8.0197e+07
35  63  6.52245e+07
35  64  8.79006e+07
35  65  6.96607e+07
35  66  9.42021e+07
35  67  7.31152e+07
35  68  7.66327e+07
35  69  8.31836e+07
35  70  1.07049e+08
35  71  9.3618e+07
35  72  1.15668e+08
35  73  9.90761e+07
35  74  7.67444e+07
35  75  4.92964e+07
35  76  9.04388e+07
35  77  6.40238e+07
35  78  4.10022e+07
35  79  5.69496e+07
35  80  5.89425e+07
35  81  3.34801e+07
35  82  3.82739e+07
35  83  2.52409e+07
35  84  2.83539e+07
35  85  6.47679e+07
35  86  3.9338e+07
35  87  6.14902e+07
35  88  6.08151e+07
35  89  3.75039e+07
35  90  4.05005e+07
35  91  3.36402e+07
35  92  4.60306e+07
35  93  2.44119e+07
35  94  6.48252e+07
35  95  7.67287e+07
35  96  5.05464e+07
35  97  3.67085e+07
35  98  3.54454e+07
35  99  6.01324e+07
35  100  4.91029e+07
36  0  1.64777e+07
36  1  2.25577e+07
36  2  3.60221e+07
36  3  3.42091e+07
36  4  4.86273e+07
36  5  3.08792e+07
36  6  1.44541e+07
36  7  9.11769e+06
36  8  1.40673e+07
36  9  2.7701e+07
36  10  1.49844e+07
36  11  3.94092e+07
36  12  4.52985e+07
36  13  6.73391e+07
36  14  7.1356e+07
36  15  8.53704e+07
36  16  2.66089e+06
36  17  1.31848e+06
36  18  9.0751e+07
36  19  7.88601e+07
36  20  7.51104e+07
36  21  6.15019e+07
36  22  1.06974e+08
36  23  9.09352e+07
36  24  1.11246e+08
36  25  5.77667e+07
36  26  9.2663e+07
36  27  1.12266e+08
36  28  9.22996e+07
36  29  6.01284e+07
36  30  7.56791e+07
36  31  6.38965e+07
36  32  1.04623e+08
36  33  7.32575e+07
36  34  9.03169e+07
36  35  5.98963e+07
36  36  6.47885e+07
36  37  3.96367e+07
36  38  5.73784e+07
36  39  3.7548e+07
36  40  5.52955e+07
36  41  9.45458e+07
36  42  1.563e+08
36  43  8.17122e+07
36  44  6.07163e+07
36  45  4.62664e+07
36  46  3.89253e+07
36  47  2.9387e+07
36  48  2.06516e+07
36  49  4.5716e+07
36  50  0
36  51  3.80677e+07
36  52  4.14278e+07
36  53  6.32117e+07
36  54  5.66141e+07
36  55  5.96644e+07
36  56  6.28017e+07
36  57  4.5771e+07
36  58  5.48133e+07
36  59  6.5145e+07
36  60  8.22589e+07
36  61  9.27042e+07
36  62  6.94111e+07
36  63  7.95513e+07
36  64  8.64562e+07
36  65  9.58429e+07
36  66  7.37068e+07
36  67  8.11065e+07
36  68  1.22525e+08
36  69  8.88682e+07
36  70  1.51019e+08
36  71  1.21875e+08
36  72  7.62082e+07
36  73  8.25813e+07
36  74  6.77677e+07
36  75  6.6707e+07
36  76  5.36081e+07
36  77  5.84769e+07
36  78  1.15789e+08
36  79  7.01991e+07
36  80  5.17759e+07
36  81  8.15062e+07
36  82  6.92347e+07
36  83  6.50789e+07
36  84  3.49164e+07
36  85  3.87611e+07
36  86  6.20556e+07
36  87  6.26079e+07
36  88  8.65411e+07
36  89  9.56825e+07
36  90  4.77544e+07
36  91  3.46131e+07
36  92  2.9578e+07
36  93  2.48176e+07
36  94  2.40912e+07
36  95  5.38001e+07
36  96  5.29077e+07
36  97  6.04666e+07
36  98  1.22593e+08
36  99  5.39374e+07
36  100  3.99498e+07
37  0  5.85349e+07
37  1  5.91481e+07
37  2  4.40635e+07
37  3  0
37  4  3.79546e+07
37  5  2.19204e+07
37  6  8.52437e+06
37  7  0
37  8  2.9256e+07
37  9  1.37268e+07
37  10  4.53624e+07
37  11  2.49733e+07
37  12  3.44283e+07
37  13  6.70341e+07
37  14  8.90971e+07
37  15  4.99934e+07
37  16  7.57206e+07
37  17  9.53153e+07
37  18  7.89606e+07
37  19  1.00913e+08
37  20  1.54367e+06
37  21  9.33226e+07
37  22  8.79421e+07
37  23  7.71772e+07
37  24  0
37  25  5.45252e+07
37  26  8.01323e+07
37  27  8.50583e+07
37  28  8.37462e+07
37  29  5.30397e+07
37  30  6.60956e+07
37  31  1.05839e+08
37  32  8.49474e+07
37  33  5.8324e+07
37  34  5.89893e+07
37  35  7.54966e+07
37  36  5.96396e+07
