row  column  (images_14_017.edf Zn-K*images_14_017.edf Ar-K**(2.3))
6  79  1.04376e+08
6  80  9.17567e+07
6  81  3.99415e+07
6  82  2.69094e+07
6  83  1.82917e+07
6  84  3.34161e+07
6  85  1.01317e+07
6  86  7.79492e+06
6  87  8.53752e+06
6  88  0
6  89  0
6  90  3.8733e+07
6  91  1.82518e+07
6  92  1.80827e+07
6  93  3.73209e+07
6  94  1.66993e+07
6  95  1.98962e+07
6  96  4.50705e+07
6  97  3.60061e+07
6  98  7.28834e+07
6  99  8.5179e+07
6  100  3.24615e+07
7  0  6.17378e+06
7  1  7.92074e+06
7  2  2.21933e+06
7  3  988651
7  4  0
7  5  2.97232e+06
7  6  3.8346e+06
7  7  2.06429e+06
7  8  864354
7  9  7.10584e+06
7  10  1.82321e+07
7  11  6.50908e+07
7  12  1.57442e+07
7  13  3.98032e+07
7  14  3.21348e+07
7  15  3.44041e+07
7  16  4.80216e+07
7  17  3.1627e+07
7  18  3.72511e+07
7  19  3.55304e+07
7  20  2.2391e+07
7  21  4.05348e+07
7  22  5.55322e+07
7  23  4.88701e+07
7  24  3.75481e+07
7  25  3.59193e+07
7  26  2.5281e+07
7  27  8.32711e+07
7  28  5.17142e+07
7  29  8.7511e+07
7  30  7.23571e+07
7  31  5.93025e+07
7  32  3.83426e+07
7  33  4.86493e+07
7  34  4.87839e+07
7  35  2.38593e+07
7  36  4.89835e+07
7  37  8.45335e+07
7  38  7.27928e+07
7  39  1.27975e+08
7  40  9.17755e+07
7  41  9.70657e+07
7  42  1.53176e+08
7  43  1.27728e+08
7  44  1.0441e+08
7  45  9.00897e+07
7  46  8.13133e+07
7  47  8.96498e+07
7  48  8.55659e+07
7  49  1.67813e+08
7  50  1.01349e+08
7  51  5.62569e+07
7  52  1.24198e+08
7  53  6.41693e+07
7  54  5.69218e+07
7  55  7.17359e+07
7  56  8.52129e+07
7  57  5.98273e+07
7  58  7.56521e+07
7  59  6.6634e+07
7  60  2.35283e+07
7  61  0
7  62  4.3576e+07
7  63  3.91603e+07
7  64  3.95951e+07
7  65  9.45429e+07
7  66  6.91077e+07
7  67  4.42316e+07
7  68  5.49626e+07
7  69  5.70936e+07
7  70  5.18342e+07
7  71  5.64098e+07
7  72  5.9011e+07
7  73  6.4203e+07
7  74  3.84234e+07
7  75  5.4332e+07
7  76  2.04574e+07
7  77  3.30407e+07
7  78  2.75992e+07
7  79  4.15578e+07
7  80  8.47916e+07
7  81  4.5163e+07
7  82  1.79863e+07
7  83  0
7  84  3.459e+06
7  85  2.86733e+07
7  86  8.37287e+06
7  87  0
7  88  0
7  89  0
7  90  8.1567e+06
7  91  0
7  92  1.53033e+07
7  93  3.61805e+07
7  94  2.41976e+07
7  95  1.91201e+07
7  96  5.14333e+07
7  97  4.01529e+07
7  98  3.13379e+07
7  99  2.729e+07
7  100  9.6039e+06
8  0  6.61483e+06
8  1  0
8  2  0
8  3  0
8  4  0
8  5  0
8  6  4.8483e+06
8  7  5.5138e+06
8  8  1.06619e+06
8  9  8.23009e+06
8  10  2.97586e+07
8  11  2.15283e+07
8  12  2.32998e+07
8  13  3.1811e+07
8  14  3.19648e+07
8  15  3.94146e+07
8  16  3.13521e+07
8  17  2.31462e+07
8  18  5.3136e+07
8  19  6.1429e+07
8  20  4.46121e+07
8  21  1.13194e+07
8  22  5.32722e+07
8  23  4.76305e+07
8  24  2.70669e+07
8  25  7.01408e+07
8  26  2.37942e+07
8  27  4.04393e+07
8  28  6.83262e+07
8  29  1.08652e+08
8  30  1.23897e+08
8  31  1.16003e+08
8  32  6.09442e+07
8  33  3.34325e+07
8  34  4.64168e+07
8  35  3.64173e+07
8  36  4.63599e+07
8  37  6.06588e+07
8  38  8.07422e+07
8  39  5.48956e+07
8  40  6.2467e+07
8  41  8.10927e+07
8  42  9.89358e+07
8  43  1.5436e+08
8  44  1.21517e+08
8  45  6.30319e+07
8  46  1.09885e+08
8  47  1.03444e+08
8  48  1.4349e+08
8  49  1.12761e+08
8  50  1.24616e+08
8  51  1.01933e+08
8  52  7.99906e+07
8  53  7.80362e+07
8  54  7.62268e+07
8  55  6.22782e+07
8  56  8.83941e+07
8  57  8.33968e+07
8  58  6.76611e+07
8  59  4.56388e+07
8  60  7.46692e+07
8  61  1.86515e+07
8  62  5.19028e+07
8  63  7.26969e+07
8  64  3.77122e+07
8  65  4.15899e+07
8  66  4.11765e+07
8  67  3.80346e+07
8  68  6.14181e+07
8  69  6.73677e+07
8  70  5.61516e+07
8  71  6.76706e+07
8  72  7.93155e+07
8  73  5.36749e+07
8  74  7.43565e+07
8  75  3.23746e+07
8  76  6.85016e+07
8  77  4.92661e+07
8  78  2.47914e+07
8  79  6.89885e+07
8  80  6.09862e+07
8  81  5.40275e+07
8  82  0
8  83  5.49814e+07
8  84  2.25735e+07
8  85  4.19186e+06
8  86  9.08854e+06
8  87  4.11341e+07
8  88  2.44363e+07
8  89  0
8  90  4.33801e+06
8  91  5.2377e+07
8  92  3.40239e+07
8  93  8.22602e+06
8  94  3.81795e+07
8  95  3.73489e+07
8  96  3.56118e+07
8  97  3.76435e+07
8  98  4.14988e+07
8  99  5.17349e+07
8  100  7.75278e+07
9  0  0
9  1  6.47761e+06
9  2  0
9  3  0
9  4  0
9  5  0
9  6  941560
9  7  1.42637e+07
9  8  7.21818e+06
9  9  9.36242e+06
9  10  3.58532e+07
9  11  3.36591e+07
9  12  2.40774e+07
9  13  4.42643e+07
9  14  2.29454e+07
9  15  2.87362e+07
9  16  4.05223e+07
9  17  4.29736e+07
9  18  0
9  19  2.97816e+07
9  20  1.83601e+07
9  21  7.97182e+07
9  22  6.24652e+07
9  23  5.44622e+07
9  24  2.66521e+07
9  25  2.8634e+07
9  26  1.45028e+07
9  27  3.99244e+07
9  28  6.755e+07
9  29  5.73069e+07
9  30  8.17035e+07
9  31  5.77202e+07
9  32  4.99964e+07
9  33  3.31387e+07
9  34  6.50905e+07
9  35  4.238e+07
9  36  5.53876e+07
9  37  5.79069e+07
9  38  7.79163e+07
9  39  7.69925e+07
9  40  7.8517e+07
9  41  1.1319e+08
9  42  1.08027e+08
9  43  1.03525e+08
9  44  7.02198e+07
9  45  6.51649e+07
9  46  7.52908e+07
9  47  1.00121e+08
9  48  1.30481e+08
9  49  1.53724e+08
9  50  8.56831e+07
9  51  1.03635e+08
9  52  6.13905e+07
9  53  7.62167e+07
9  54  5.87883e+07
9  55  7.25201e+07
9  56  8.793e+07
9  57  5.66311e+07
9  58  6.99044e+07
9  59  7.18054e+07
9  60  7.43057e+07
9  61  4.32978e+07
9  62  3.67476e+07
9  63  4.79438e+07
9  64  5.70168e+07
9  65  6.48467e+07
9  66  7.59592e+07
9  67  4.39952e+07
9  68  7.67852e+07
9  69  6.81348e+07
9  70  3.7037e+07
9  71  5.84474e+07
9  72  5.82603e+07
9  73  9.7711e+07
9  74  6.02151e+07
9  75  4.29296e+07
9  76  3.08991e+07
9  77  4.7279e+07
9  78  2.80969e+07
9  79  4.14906e+07
9  80  4.03822e+07
9  81  6.05434e+06
9  82  1.6953e+07
9  83  5.4416e+07
9  84  3.80128e+07
9  85  0
9  86  1.81953e+06
9  87  3.36186e+06
9  88  1.50793e+06
9  89  4.53416e+07
9  90  0
9  91  0
9  92  1.78385e+06
9  93  3.81601e+07
9  94  4.70887e+07
9  95  6.87434e+07
9  96  3.62507e+07
9  97  7.53664e+07
9  98  2.22599e+07
9  99  2.62637e+07
9  100  3.22597e+07
10  0  2.17716e+06
10  1  0
10  2  0
10  3  0
10  4  8.47459e+06
10  5  1.3772e+07
10  6  0
10  7  0
10  8  1.98344e+07
10  9  8.20836e+06
10  10  2.07781e+07
10  11  4.86008e+07
10  12  1.36244e+07
10  13  1.71492e+07
10  14  2.00395e+07
10  15  1.57984e+07
10  16  3.91763e+07
10  17  6.09204e+07
10  18  3.23574e+07
10  19  4.83942e+07
10  20  1.91514e+07
10  21  5.20982e+07
10  22  5.85803e+07
10  23  4.11311e+07
10  24  1.82262e+07
10  25  4.91514e+07
10  26  2.13981e+07
10  27  2.15284e+07
10  28  5.90763e+07
10  29  8.42626e+07
10  30  1.19684e+08
10  31  5.81331e+07
10  32  2.96335e+07
10  33  5.0937e+07
10  34  6.11605e+06
10  35  5.70152e+07
10  36  5.00167e+07
10  37  7.11029e+07
10  38  7.64194e+07
10  39  7.51264e+07
10  40  7.67202e+07
10  41  1.32561e+08
10  42  1.2312e+08
10  43  1.59791e+08
10  44  8.47844e+07
10  45  6.87987e+07
10  46  9.52893e+07
10  47  1.35123e+08
10  48  1.09301e+08
10  49  1.51833e+08
10  50  7.57349e+07
10  51  5.36255e+07
10  52  1.06697e+08
10  53  8.38211e+07
10  54  4.93614e+07
10  55  5.49865e+07
10  56  6.92263e+07
10  57  8.34377e+07
10  58  8.54986e+07
10  59  5.63945e+07
10  60  4.57927e+07
10  61  1.83873e+07
10  62  5.21145e+07
10  63  4.61578e+07
10  64  6.61664e+07
10  65  4.10418e+07
10  66  4.65798e+07
10  67  8.83947e+07
10  68  9.72158e+07
10  69  5.24852e+07
10  70  8.12206e+07
10  71  5.87976e+07
10  72  9.10399e+07
10  73  8.21677e+07
10  74  7.59371e+07
10  75  7.83111e+07
10  76  6.08316e+07
10  77  8.48972e+07
10  78  4.95281e+07
10  79  3.40773e+07
10  80  4.45511e+07
10  81  6.138e+07
10  82  3.70406e+07
10  83  1.30715e+07
10  84  0
10  85  2.05461e+07
10  86  1.58531e+07
10  87  2.61572e+07
10  88  8.06212e+06
10  89  5.3001e+06
10  90  1.9261e+07
10  91  0
10  92  0
10  93  2.46755e+07
10  94  1.05461e+07
10  95  3.51285e+07
10  96  8.518e+07
10  97  3.19056e+07
10  98  1.71516e+07
10  99  3.43712e+07
10  100  3.69943e+07
11  0  2.45066e+06
11  1  4.39724e+06
11  2  0
11  3  5.76e+06
11  4  0
11  5  0
11  6  8.66629e+06
11  7  1.90079e+06
11  8  1.59802e+07
11  9  9.65902e+06
11  10  1.15556e+07
11  11  2.36479e+07
11  12  1.59211e+07
11  13  2.62066e+07
11  14  6.08365e+07
11  15  4.75622e+07
11  16  2.61898e+07
11  17  2.43906e+07
11  18  3.39334e+07
11  19  1.47229e+07
11  20  4.10313e+07
11  21  3.8768e+07
11  22  2.98905e+07
11  23  3.15705e+07
11  24  4.41624e+07
11  25  2.70043e+07
11  26  5.10288e+07
11  27  5.38902e+07
11  28  7.09209e+07
11  29  1.01757e+08
11  30  4.80719e+07
11  31  2.27183e+07
11  32  3.64919e+07
11  33  4.39913e+07
11  34  5.66636e+07
11  35  6.87952e+07
11  36  6.291e+07
11  37  9.14288e+07
11  38  5.66091e+07
11  39  7.65246e+07
11  40  9.32385e+07
11  41  1.04601e+08
11  42  9.16141e+07
11  43  6.55761e+07
11  44  6.44017e+07
11  45  6.26913e+07
11  46  8.93805e+07
11  47  1.19698e+08
11  48  1.23675e+08
11  49  7.95946e+07
11  50  8.18434e+07
11  51  7.53803e+07
11  52  5.23928e+07
11  53  7.45215e+07
11  54  5.19869e+07
11  55  7.37927e+07
11  56  1.03839e+08
11  57  9.53542e+07
11  58  5.14702e+07
11  59  4.08453e+07
11  60  1.03045e+08
11  61  5.61221e+07
11  62  5.36974e+07
11  63  6.52137e+07
11  64  5.71761e+07
11  65  8.02525e+07
11  66  5.32516e+07
11  67  8.93476e+07
11  68  7.8554e+07
11  69  8.78503e+07
11  70  8.40601e+07
11  71  5.75685e+07
11  72  6.68374e+07
11  73  6.87819e+07
11  74  4.63561e+07
11  75  5.77342e+07
11  76  4.27188e+07
11  77  5.86865e+07
11  78  4.22606e+07
11  79  5.60269e+07
11  80  6.04603e+07
11  81  1.0592e+08
11  82  2.90095e+07
11  83  3.41526e+07
11  84  3.72101e+07
11  85  2.84028e+07
11  86  0
11  87  0
11  88  0
11  89  0
