row  column  (images_14_017.edf Fe-K*images_14_017.edf Ar-K**(2.3))
23  97  7.50389e+07
23  98  8.08626e+07
23  99  1.03497e+08
23  100  6.65144e+07
24  0  7.37906e+07
24  1  6.9349e+07
24  2  9.86036e+07
24  3  1.12131e+08
24  4  1.33803e+08
24  5  1.4492e+08
24  6  1.97776e+08
24  7  2.07881e+08
24  8  1.78115e+08
24  9  9.93092e+07
24  10  1.55699e+08
24  11  1.31164e+08
24  12  3.31524e+08
24  13  4.59534e+08
24  14  1.53721e+08
24  15  1.24377e+08
24  16  1.10841e+08
24  17  1.11325e+08
24  18  1.19036e+08
24  19  1.09557e+08
24  20  1.58019e+08
24  21  1.83556e+08
24  22  2.03373e+08
24  23  1.7493e+08
24  24  1.39952e+08
24  25  8.29269e+07
24  26  9.96675e+07
24  27  8.33726e+07
24  28  1.22759e+08
24  29  1.16948e+08
24  30  9.2802e+07
24  31  8.30707e+07
24  32  7.00673e+07
24  33  7.39501e+07
24  34  4.00585e+07
24  35  4.80439e+07
24  36  8.42645e+07
24  37  1.22688e+08
24  38  9.736e+07
24  39  5.75346e+07
24  40  9.39109e+07
24  41  8.37228e+07
24  42  1.08938e+08
24  43  1.07136e+08
24  44  1.08484e+08
24  45  2.19441e+08
24  46  3.82576e+08
24  47  1.55808e+08
24  48  9.98413e+07
24  49  1.26799e+08
24  50  1.04163e+08
24  51  1.72389e+08
24  52  1.2229e+08
24  53  1.26882e+08
24  54  1.21611e+08
24  55  1.21488e+08
24  56  1.29583e+08
24  57  1.44357e+08
24  58  1.22121e+08
24  59  1.30463e+08
24  60  1.32049e+08
24  61  1.29613e+08
24  62  1.67354e+08
24  63  1.29531e+08
24  64  1.04416e+08
24  65  1.10363e+08
24  66  8.32145e+07
24  67  9.16073e+07
24  68  9.91033e+07
24  69  5.59995e+07
24  70  7.93724e+07
24  71  8.31301e+07
24  72  1.02776e+08
24  73  1.39284e+08
24  74  8.68685e+07
24  75  1.10666e+08
24  76  1.39422e+08
24  77  1.20032e+08
24  78  1.27827e+08
24  79  1.26765e+08
24  80  0
24  81  1.26381e+08
24  82  1.08127e+08
24  83  1.11465e+08
24  84  1.38106e+08
24  85  1.50721e+08
24  86  9.20903e+07
24  87  1.26868e+08
24  88  1.12654e+08
24  89  9.2843e+07
24  90  8.15854e+07
24  91  9.7506e+07
24  92  8.19065e+07
24  93  8.78325e+07
24  94  1.03407e+08
24  95  1.01646e+08
24  96  7.76159e+07
24  97  5.33766e+07
24  98  6.68703e+07
24  99  7.52288e+07
24  100  7.66679e+07
25  0  7.28843e+07
25  1  8.69459e+07
25  2  9.44531e+07
25  3  1.28068e+08
25  4  1.3736e+08
25  5  1.83196e+08
25  6  2.52168e+08
25  7  2.21359e+08
25  8  1.64106e+08
25  9  1.38684e+08
25  10  1.29732e+08
25  11  2.59955e+08
25  12  6.75847e+08
25  13  2.61502e+08
25  14  1.12609e+08
25  15  1.20976e+08
25  16  1.07285e+08
25  17  1.1603e+08
25  18  1.17522e+08
25  19  1.4781e+08
25  20  1.49847e+08
25  21  1.37739e+08
25  22  2.31304e+08
25  23  1.72717e+08
25  24  1.34114e+08
25  25  1.21766e+08
25  26  9.37952e+07
25  27  5.95413e+07
25  28  1.26963e+08
25  29  1.29836e+08
25  30  1.12203e+08
25  31  8.53048e+07
25  32  6.75226e+07
25  33  6.67804e+07
25  34  5.70346e+07
25  35  7.00151e+07
25  36  7.38468e+07
25  37  1.11221e+08
25  38  8.57281e+07
25  39  9.70168e+07
25  40  1.00098e+08
25  41  1.18531e+08
25  42  1.16525e+08
25  43  1.21739e+08
25  44  1.20818e+08
25  45  5.22232e+08
25  46  3.79247e+08
25  47  1.19221e+08
25  48  1.11325e+08
25  49  9.19928e+07
25  50  1.36433e+08
25  51  1.23222e+08
25  52  8.43909e+07
25  53  9.51742e+07
25  54  1.11202e+08
25  55  9.29949e+07
25  56  1.44632e+08
25  57  1.33253e+08
25  58  1.44131e+08
25  59  1.22277e+08
25  60  9.86851e+07
25  61  1.34403e+08
25  62  1.03845e+08
25  63  1.08667e+08
25  64  9.6443e+07
25  65  8.98722e+07
25  66  7.27359e+07
25  67  9.02195e+07
25  68  9.99459e+07
25  69  8.78364e+07
25  70  1.16218e+08
25  71  2.49023e+07
25  72  1.27962e+08
25  73  1.01922e+08
25  74  9.34703e+07
25  75  1.26213e+08
25  76  1.27656e+08
25  77  1.52102e+08
25  78  1.49501e+08
25  79  1.26906e+08
25  80  1.09654e+08
25  81  1.1857e+08
25  82  1.07924e+08
25  83  1.19525e+08
25  84  1.22114e+08
25  85  1.34681e+08
25  86  1.33927e+08
25  87  1.32557e+08
25  88  1.09371e+08
25  89  7.71801e+07
25  90  7.18461e+07
25  91  7.99866e+07
25  92  9.38976e+07
25  93  8.2967e+07
25  94  1.13727e+08
25  95  1.01155e+08
25  96  6.58287e+07
25  97  6.80308e+07
25  98  6.23413e+07
25  99  9.92385e+07
25  100  8.25781e+07
26  0  8.21738e+07
26  1  8.53726e+07
26  2  1.22052e+08
26  3  1.17267e+08
26  4  1.2778e+08
26  5  1.85046e+08
26  6  2.44034e+08
26  7  2.13991e+08
26  8  1.83252e+08
26  9  1.43661e+08
26  10  1.62417e+08
26  11  1.7371e+08
26  12  4.57073e+08
26  13  4.2769e+08
26  14  1.62889e+08
26  15  1.19539e+08
26  16  1.32379e+08
26  17  1.22426e+08
26  18  1.2185e+08
26  19  1.38245e+08
26  20  1.36103e+08
26  21  1.5429e+08
26  22  2.39173e+08
26  23  2.23891e+08
26  24  1.1989e+08
26  25  9.14633e+07
26  26  7.67763e+07
26  27  7.65005e+07
26  28  1.06136e+08
26  29  1.46254e+08
26  30  9.51692e+07
26  31  7.15096e+07
26  32  1.11593e+08
26  33  8.13708e+07
26  34  7.03206e+07
26  35  8.24072e+07
26  36  9.26054e+07
26  37  1.60553e+08
26  38  9.07119e+07
26  39  8.27751e+07
26  40  9.36856e+07
26  41  7.05131e+07
26  42  1.40148e+08
26  43  1.17554e+08
26  44  1.3207e+08
26  45  3.99941e+08
26  46  6.64883e+08
26  47  1.70431e+08
26  48  1.1213e+08
26  49  1.11874e+08
26  50  1.24175e+08
26  51  1.42482e+08
26  52  7.84084e+07
26  53  1.3244e+08
26  54  1.22031e+08
26  55  9.08293e+07
26  56  1.22103e+08
26  57  1.02897e+08
26  58  1.29726e+08
26  59  1.0702e+08
26  60  1.45181e+08
26  61  8.66568e+07
26  62  1.20564e+08
26  63  1.10895e+08
26  64  1.09914e+08
26  65  7.55316e+07
26  66  1.01113e+08
26  67  8.52606e+07
26  68  1.35794e+08
26  69  8.68379e+07
26  70  1.13494e+08
26  71  1.12745e+08
26  72  1.20202e+08
26  73  9.60922e+07
26  74  8.85718e+07
26  75  1.1335e+08
26  76  1.15726e+08
26  77  1.34756e+08
26  78  1.44291e+08
26  79  1.31178e+08
26  80  1.00305e+08
26  81  1.21551e+08
26  82  1.0244e+08
26  83  0
26  84  1.1192e+08
26  85  1.30105e+08
26  86  9.77886e+07
26  87  1.0693e+08
26  88  9.83442e+07
26  89  9.91782e+07
26  90  7.5907e+07
26  91  9.35522e+07
26  92  9.96127e+07
26  93  1.04352e+08
26  94  9.12516e+07
26  95  6.32272e+07
26  96  7.64131e+07
26  97  6.31391e+07
26  98  9.06663e+07
26  99  7.55474e+07
26  100  1.16993e+08
27  0  9.14577e+07
27  1  1.01928e+08
27  2  1.4628e+08
27  3  1.26938e+08
27  4  1.4564e+08
27  5  2.06729e+08
27  6  2.79055e+08
27  7  2.06259e+08
27  8  1.64263e+08
27  9  1.50589e+08
27  10  1.68272e+08
27  11  1.75353e+08
27  12  3.47342e+08
27  13  2.35426e+08
27  14  1.34393e+08
27  15  1.11908e+08
27  16  1.30624e+08
27  17  1.26889e+08
27  18  1.1213e+08
27  19  1.27823e+08
27  20  1.45037e+08
27  21  1.55393e+08
27  22  2.01517e+08
27  23  2.58587e+08
27  24  1.25681e+08
27  25  1.10397e+08
27  26  9.97024e+07
27  27  1.11872e+08
27  28  1.04427e+08
27  29  1.56655e+08
27  30  1.23832e+08
27  31  1.15989e+08
27  32  7.28614e+07
27  33  8.1396e+07
27  34  5.50796e+07
27  35  9.39046e+07
27  36  1.07174e+08
27  37  1.0793e+08
27  38  9.59941e+07
27  39  1.04046e+08
27  40  1.03377e+08
27  41  1.23092e+08
27  42  1.34171e+08
27  43  1.32141e+08
27  44  1.663e+08
27  45  7.04359e+08
27  46  3.97684e+08
27  47  1.02122e+08
27  48  1.38813e+08
27  49  1.08911e+08
27  50  1.22128e+08
27  51  1.03165e+08
27  52  1.0957e+08
27  53  9.83797e+07
27  54  8.73167e+07
27  55  9.65796e+07
27  56  1.14475e+08
27  57  1.4285e+08
27  58  1.32201e+08
27  59  1.21625e+08
27  60  8.23687e+07
27  61  1.30936e+08
27  62  1.17678e+08
27  63  1.03237e+08
27  64  9.62825e+07
27  65  7.83069e+07
27  66  8.44524e+07
27  67  1.02272e+08
27  68  6.88071e+07
27  69  6.76349e+07
27  70  2.10044e+07
27  71  6.87852e+07
27  72  1.14278e+08
27  73  1.13773e+08
27  74  1.22041e+08
27  75  8.8105e+07
27  76  1.40531e+08
27  77  1.46762e+08
27  78  1.25029e+08
27  79  1.18137e+08
27  80  1.20578e+08
27  81  1.1483e+08
27  82  1.12887e+08
27  83  1.02042e+08
27  84  1.00977e+08
27  85  1.05e+08
27  86  1.20016e+08
27  87  9.88779e+07
27  88  1.11277e+08
27  89  1.08668e+08
27  90  8.92031e+07
27  91  7.71535e+07
27  92  9.39939e+07
27  93  9.37012e+07
27  94  1.00312e+08
27  95  9.81904e+07
27  96  6.67257e+07
27  97  6.5234e+07
27  98  8.38498e+07
27  99  9.53552e+07
27  100  1.20852e+08
28  0  9.30789e+07
28  1  1.12294e+08
28  2  1.31889e+08
28  3  1.23362e+08
28  4  1.41817e+08
28  5  2.57721e+08
28  6  2.82355e+08
28  7  2.46816e+08
28  8  1.49936e+08
28  9  1.56405e+08
28  10  1.41694e+08
28  11  1.56514e+08
28  12  3.44385e+08
28  13  3.3155e+08
28  14  1.29213e+08
28  15  1.14123e+08
28  16  9.60969e+07
28  17  1.24363e+08
28  18  1.18646e+08
28  19  1.22375e+08
28  20  1.52697e+08
28  21  1.92977e+08
28  22  2.51669e+08
28  23  2.0948e+08
28  24  1.01269e+08
28  25  9.95962e+07
28  26  1.04422e+08
28  27  1.07868e+08
28  28  1.45287e+08
28  29  1.64967e+08
28  30  1.29801e+08
28  31  7.59872e+07
28  32  7.55144e+07
28  33  7.27872e+07
28  34  6.43393e+07
28  35  7.26787e+07
28  36  7.86041e+07
28  37  1.16077e+08
28  38  9.68674e+07
28  39  9.81351e+07
28  40  8.87752e+07
28  41  1.37296e+08
28  42  1.30707e+08
28  43  1.0801e+08
28  44  1.37934e+08
28  45  5.17529e+08
28  46  7.41956e+08
28  47  1.98162e+08
28  48  1.18469e+08
28  49  1.26298e+08
28  50  1.32718e+08
28  51  1.41741e+08
28  52  9.46292e+07
28  53  8.09596e+07
28  54  9.43852e+07
28  55  1.07853e+08
28  56  9.99688e+07
28  57  1.14265e+08
28  58  1.37045e+08
28  59  9.11611e+07
28  60  6.72474e+07
28  61  9.75092e+07
28  62  1.3718e+08
28  63  1.11911e+08
28  64  8.27584e+07
28  65  8.03607e+07
28  66  6.48812e+07
28  67  1.00968e+08
28  68  8.04181e+07
28  69  9.429e+07
28  70  8.48844e+07
28  71  8.73491e+07
28  72  1.12747e+08
28  73  8.33249e+07
28  74  1.16179e+08
28  75  1.39845e+08
28  76  1.58995e+08
28  77  1.81517e+08
28  78  1.51215e+08
28  79  1.29126e+08
28  80  1.03887e+08
28  81  1.24903e+08
28  82  8.66573e+07
28  83  1.01172e+08
28  84  1.15214e+08
28  85  1.08214e+08
28  86  9.32722e+07
28  87  9.18301e+07
28  88  9.68251e+07
28  89  5.72568e+07
28  90  7.61931e+07
28  91  8.26778e+07
28  92  1.07519e+08
28  93  8.69631e+07
28  94  9.21418e+07
28  95  8.4145e+07
28  96  9.6838e+07
28  97  6.96786e+07
28  98  9.35631e+07
28  99  1.07901e+08
28  100  1.07226e+08
29  0  9.68972e+07
29  1  1.03152e+08
29  2  1.24355e+08
29  3  1.43035e+08
29  4  1.45662e+08
29  5  2.54186e+08
29  6  2.68419e+08
29  7  2.20615e+08
29  8  1.78312e+08
29  9  1.2059e+08
29  10  1.29459e+08
29  11  1.33061e+08
29  12  2.76424e+08
29  13  1.66557e+08
29  14  1.25418e+08
29  15  1.24728e+08
29  16  1.04025e+08
29  17  1.29508e+08
29  18  9.8284e+07
29  19  1.20274e+08
29  20  1.15426e+08
29  21  1.51573e+08
29  22  3.09315e+08
29  23  2.26771e+08
29  24  1.22274e+08
29  25  8.73044e+07
29  26  9.74713e+07
29  27  1.0999e+08
29  28  1.58279e+08
29  29  1.91724e+08
29  30  1.33169e+08
29  31  9.59783e+07
29  32  7.3213e+07
29  33  6.91049e+07
29  34  7.7278e+07
29  35  7.78583e+07
29  36  6.55272e+07
29  37  1.06908e+08
29  38  9.29565e+07
29  39  9.57449e+07
29  40  8.58397e+07
29  41  1.44101e+08
29  42  1.41946e+08
29  43  1.49501e+08
29  44  1.59741e+08
29  45  9.73414e+08
29  46  8.26778e+08
29  47  1.82032e+08
29  48  9.7579e+07
29  49  1.33619e+08
29  50  1.24168e+08
29  51  1.07128e+08
29  52  9.37626e+07
29  53  1.15206e+08
29  54  9.92837e+07
29  55  1.0211e+08
29  56  1.05071e+08
29  57  1.04256e+08
29  58  1.46443e+08
29  59  1.23466e+08
29  60  8.01423e+07
29  61  9.37395e+07
29  62  1.13018e+08
29  63  9.76464e+07
29  64  7.92392e+07
29  65  7.10974e+07
29  66  9.65263e+07
29  67  6.32814e+07
29  68  9.70888e+07
29  69  9.75169e+07
29  70  9.77643e+07
29  71  0
29  72  1.27754e+08
29  73  1.04603e+08
29  74  1.04719e+08
29  75  1.00233e+08
29  76  1.54221e+08
29  77  2.26414e+08
29  78  1.2131e+08
29  79  1.31069e+08
29  80  1.33532e+08
29  81  1.02633e+08
29  82  1.0376e+08
29  83  1.10564e+08
29  84  1.21697e+08
29  85  1.18174e+08
29  86  8.26303e+07
29  87  1.0096e+08
29  88  9.66632e+07
29  89  1.02541e+08
29  90  8.35923e+07
29  91  8.30474e+07
29  92  8.36548e+07
29  93  9.25562e+07
29  94  1.2927e+08
29  95  6.9711e+07
29  96  8.5916e+07
29  97  5.81297e+07
29  98  7.96789e+07
29  99  1.24937e+08
29  100  1.08668e+08
30  0  8.77301e+07
30  1  9.38582e+07
30  2  1.24122e+08
30  3  1.46808e+08
30  4  1.67829e+08
30  5  2.55259e+08
30  6  3.63102e+08
30  7  2.47152e+08
30  8  1.65713e+08
30  9  1.45765e+08
30  10  1.62898e+08
30  11  1.40625e+08
30  12  2.57035e+08
30  13  1.96707e+08
30  14  1.37489e+08
30  15  1.3475e+08
30  16  1.24791e+08
30  17  9.55746e+07
30  18  1.01205e+08
30  19  9.68134e+07
30  20  8.70499e+07
30  21  1.62496e+08
30  22  3.67308e+08
30  23  3.04468e+08
30  24  1.34678e+08
30  25  8.94028e+07
30  26  8.2084e+07
30  27  1.12116e+08
30  28  1.25182e+08
30  29  2.14238e+08
30  30  1.26372e+08
30  31  1.06068e+08
30  32  7.56529e+07
30  33  6.8051e+07
30  34  6.9185e+07
30  35  8.7203e+07
30  36  9.22927e+07
30  37  1.03357e+08
30  38  7.09875e+07
30  39  1.14768e+08
30  40  1.22639e+08
30  41  1.55942e+08
30  42  1.24436e+08
30  43  1.28061e+08
30  44  1.66607e+08
30  45  5.74926e+08
30  46  8.2523e+08
30  47  1.91384e+08
30  48  1.17568e+08
30  49  1.18846e+08
30  50  1.22818e+08
30  51  9.86015e+07
30  52  1.06747e+08
30  53  9.8369e+07
30  54  4.98885e+07
30  55  8.55054e+07
30  56  9.93926e+07
30  57  1.06479e+08
30  58  9.24261e+07
30  59  1.02678e+08
30  60  7.53766e+07
30  61  1.08559e+08
30  62  1.25649e+08
30  63  1.17463e+08
30  64  8.91687e+07
30  65  7.45827e+07
30  66  7.17799e+07
30  67  7.11455e+07
30  68  7.21945e+07
30  69  9.0486e+07
30  70  7.80097e+07
30  71  8.14296e+07
30  72  8.55391e+07
30  73  1.08304e+08
30  74  7.25786e+07
30  75  1.00901e+08
30  76  1.61047e+08
30  77  2.30326e+08
30  78  1.53584e+08
30  79  1.79347e+08
30  80  1.17153e+08
30  81  9.67493e+07
30  82  1.06403e+08
30  83  1.11652e+08
30  84  1.09342e+08
30  85  1.02173e+08
30  86  7.95059e+07
30  87  1.06904e+08
30  88  1.04005e+08
30  89  1.20882e+08
30  90  9.27546e+07
30  91  6.97765e+07
30  92  9.67673e+07
30  93  8.35227e+07
30  94  7.88226e+07
30  95  8.51479e+07
30  96  1.13156e+08
30  97  8.63824e+07
30  98  7.6098e+07
30  99  1.08889e+08
30  100  8.6468e+07
31  0  7.62211e+07
31  1  1.00097e+08
31  2  1.24973e+08
31  3  1.3279e+08
31  4  2.00869e+08
31  5  2.96098e+08
31  6  2.48524e+08
31  7  1.60213e+08
31  8  1.40731e+08
31  9  1.20511e+08
31  10  1.43474e+08
31  11  1.21976e+08
31  12  2.62625e+08
31  13  1.77324e+08
31  14  1.12159e+08
31  15  1.25855e+08
31  16  1.01329e+08
31  17  1.14702e+08
31  18  9.8657e+07
31  19  1.07014e+08
31  20  1.09856e+08
31  21  1.6045e+08
31  22  3.55123e+08
31  23  3.82474e+08
31  24  1.12892e+08
31  25  9.0839e+07
31  26  8.15267e+07
31  27  8.8922e+07
31  28  1.92399e+08
31  29  2.06201e+08
31  30  1.09221e+08
31  31  8.62649e+07
31  32  8.29685e+07
31  33  6.9989e+07
31  34  7.4665e+07
31  35  7.7248e+07
31  36  6.35923e+07
31  37  1.00828e+08
31  38  9.79703e+07
31  39  9.15977e+07
31  40  1.11157e+08
31  41  1.18953e+08
31  42  1.43868e+08
31  43  1.29635e+08
31  44  1.50765e+08
31  45  4.56422e+08
31  46  6.30919e+08
31  47  1.75186e+08
31  48  1.26112e+08
31  49  9.89657e+07
31  50  1.2559e+08
31  51  1.02346e+08
31  52  9.5048e+07
31  53  9.39927e+07
31  54  7.6401e+07
31  55  9.49992e+07
31  56  1.01684e+08
31  57  1.0616e+08
31  58  8.16278e+07
31  59  9.91191e+07
31  60  9.801e+07
31  61  1.28085e+08
31  62  7.34763e+07
31  63  9.25946e+07
31  64  6.53389e+07
31  65  7.32179e+07
31  66  5.72083e+07
31  67  8.35711e+07
31  68  8.84938e+07
31  69  7.2483e+07
31  70  9.26005e+07
31  71  1.0674e+08
31  72  1.00994e+08
31  73  9.05423e+07
31  74  8.73374e+07
31  75  1.16564e+08
31  76  2.23328e+08
31  77  2.25547e+08
31  78  1.52399e+08
31  79  1.17202e+08
31  80  1.10895e+08
31  81  9.51723e+07
31  82  9.43582e+07
31  83  9.54537e+07
31  84  9.99191e+07
31  85  9.4262e+07
31  86  8.65094e+07
31  87  9.48613e+07
31  88  1.12726e+08
31  89  7.37142e+07
31  90  7.1167e+07
31  91  6.50417e+07
31  92  8.28817e+07
31  93  1.00908e+08
31  94  9.4643e+07
31  95  9.69042e+07
31  96  8.44691e+07
31  97  8.04966e+07
31  98  1.09506e+08
31  99  1.23876e+08
31  100  1.10376e+08
32  0  9.91567e+07
32  1  1.08494e+08
32  2  1.28564e+08
32  3  1.27774e+08
32  4  1.67537e+08
32  5  2.19665e+08
32  6  2.33622e+08
32  7  1.54376e+08
32  8  1.35564e+08
32  9  1.08934e+08
32  10  1.20651e+08
32  11  1.38469e+08
32  12  2.17679e+08
32  13  2.15974e+08
32  14  1.2063e+08
32  15  1.20827e+08
32  16  8.71969e+07
32  17  8.93458e+07
32  18  1.11607e+08
32  19  1.10551e+08
32  20  8.93858e+07
32  21  9.80936e+07
32  22  3.46854e+08
32  23  4.27219e+08
32  24  1.24935e+08
32  25  1.04754e+08
32  26  7.52441e+07
32  27  1.0379e+08
32  28  2.14671e+08
32  29  3.20848e+08
32  30  1.52118e+08
32  31  9.07124e+07
32  32  7.47134e+07
32  33  7.90049e+07
32  34  8.66397e+07
32  35  8.43965e+07
32  36  8.01723e+07
32  37  1.03945e+08
32  38  1.1985e+08
32  39  7.20042e+07
32  40  1.04662e+08
32  41  1.32652e+08
32  42  1.58463e+08
32  43  1.24582e+08
32  44  1.2372e+08
32  45  3.03156e+08
32  46  4.63725e+08
32  47  1.3797e+08
32  48  1.14362e+08
32  49  1.06925e+08
32  50  8.00627e+07
32  51  1.05439e+08
32  52  8.76931e+07
32  53  9.87663e+07
32  54  9.08985e+07
32  55  1.10934e+08
32  56  7.83528e+07
32  57  9.33624e+07
32  58  9.64929e+07
32  59  8.57419e+07
32  60  8.56061e+07
32  61  9.58821e+07
32  62  1.04947e+08
32  63  7.54926e+07
32  64  8.07055e+07
32  65  6.60218e+07
32  66  6.84999e+07
32  67  7.68824e+07
32  68  8.27064e+07
32  69  8.9659e+07
32  70  9.52017e+07
32  71  9.76022e+07
32  72  1.04076e+08
32  73  9.94256e+07
32  74  8.33871e+07
32  75  1.33487e+08
32  76  2.39381e+08
32  77  2.56918e+08
32  78  1.95395e+08
32  79  1.19872e+08
32  80  1.21925e+08
32  81  8.48655e+07
32  82  1.09716e+08
32  83  5.49614e+07
32  84  9.82344e+07
32  85  1.08341e+08
32  86  8.13859e+07
32  87  1.05679e+08
32  88  8.58856e+07
32  89  9.79708e+07
32  90  8.35341e+07
32  91  9.26163e+07
32  92  8.02073e+07
32  93  9.53732e+07
32  94  8.9438e+07
32  95  1.01106e+08
32  96  8.34194e+07
32  97  6.406e+07
32  98  9.63839e+07
32  99  1.18928e+08
32  100  1.41903e+08
33  0  1.05644e+08
33  1  1.2481e+08
33  2  1.11043e+08
33  3  1.63089e+08
33  4  1.62324e+08
33  5  2.28818e+08
33  6  1.87602e+08
33  7  1.47529e+08
33  8  1.1357e+08
33  9  1.15743e+08
33  10  1.45747e+08
33  11  1.45367e+08
33  12  2.12885e+08
33  13  1.40367e+08
33  14  1.10602e+08
33  15  9.26631e+07
33  16  9.90537e+07
33  17  9.75495e+07
33  18  9.0411e+07
33  19  8.76632e+07
33  20  1.02065e+08
33  21  1.50993e+08
33  22  5.0747e+08
33  23  3.76159e+08
33  24  1.09491e+08
33  25  9.69334e+07
33  26  9.22207e+07
33  27  1.35748e+08
33  28  2.36324e+08
33  29  3.39273e+08
33  30  1.67255e+08
33  31  9.52338e+07
33  32  9.69699e+07
33  33  8.94913e+07
33  34  6.44367e+07
33  35  5.82746e+07
33  36  6.67779e+07
33  37  9.66392e+07
33  38  9.10789e+07
33  39  8.12619e+07
33  40  8.72571e+07
33  41  1.01345e+08
33  42  1.45137e+08
33  43  9.69111e+07
33  44  1.25162e+08
33  45  3.2196e+08
33  46  2.40271e+08
33  47  1.35049e+08
33  48  9.6487e+07
33  49  1.02928e+08
33  50  9.62402e+07
33  51  9.41759e+07
33  52  8.53924e+07
33  53  7.91422e+07
33  54  9.00786e+07
33  55  8.53452e+07
33  56  7.85209e+07
33  57  1.00715e+08
33  58  1.25871e+08
33  59  7.33282e+07
33  60  9.05369e+07
33  61  9.85835e+07
33  62  1.10337e+08
33  63  5.55179e+07
33  64  5.85709e+07
33  65  7.97696e+07
33  66  5.91494e+07
33  67  7.71744e+07
33  68  7.02227e+07
33  69  7.55159e+07
33  70  8.25109e+07
33  71  8.95809e+07
33  72  9.92622e+07
33  73  1.03195e+08
33  74  1.00193e+08
33  75  1.38615e+08
33  76  2.20513e+08
33  77  2.98781e+08
33  78  1.72143e+08
33  79  1.1005e+08
33  80  1.03095e+08
33  81  9.58853e+07
33  82  8.08109e+07
33  83  1.04421e+08
33  84  9.58884e+07
33  85  1.2891e+08
33  86  7.9798e+07
33  87  9.0271e+07
33  88  1.13181e+08
33  89  9.38505e+07
33  90  9.98e+07
33  91  8.67531e+07
33  92  1.00323e+08
33  93  9.05948e+07
33  94  9.74994e+07
33  95  1.08986e+08
33  96  8.19845e+07
33  97  9.09121e+07
33  98  1.01658e+08
33  99  1.27024e+08
33  100  9.57788e+07
34  0  9.844e+07
34  1  1.08857e+08
34  2  1.178e+08
34  3  1.13421e+08
34  4  1.26876e+08
34  5  1.82816e+08
34  6  1.7281e+08
34  7  1.36496e+08
34  8  1.33781e+08
34  9  1.29788e+08
34  10  1.30671e+08
34  11  1.17737e+08
34  12  1.65751e+08
34  13  1.45061e+08
34  14  1.14268e+08
34  15  1.10071e+08
34  16  9.94149e+07
34  17  1.18943e+08
34  18  9.59427e+07
34  19  8.30387e+07
34  20  1.06267e+08
34  21  2.00144e+08
34  22  6.67723e+08
34  23  4.33941e+08
34  24  1.14109e+08
34  25  1.08823e+08
34  26  1.11215e+08
34  27  1.30891e+08
34  28  2.07631e+08
34  29  3.4296e+08
34  30  1.94048e+08
34  31  1.14286e+08
34  32  9.03715e+07
34  33  7.30901e+07
34  34  9.05216e+07
34  35  8.34386e+07
34  36  6.58237e+07
34  37  7.76126e+07
34  38  8.38076e+07
34  39  1.07236e+08
34  40  8.22873e+07
34  41  1.47089e+08
34  42  1.56994e+08
34  43  1.1081e+08
34  44  1.01852e+08
34  45  2.93909e+08
34  46  2.75655e+08
34  47  1.13682e+08
34  48  1.02815e+08
34  49  9.76209e+07
34  50  7.39555e+07
34  51  8.04104e+07
34  52  8.85029e+07
34  53  8.7846e+07
34  54  8.43455e+07
34  55  8.38312e+07
34  56  1.00435e+08
34  57  8.45519e+07
34  58  1.11238e+08
34  59  5.59689e+07
34  60  9.13744e+07
34  61  9.19105e+07
34  62  9.12987e+07
34  63  8.80277e+07
34  64  9.24264e+07
34  65  8.7584e+07
34  66  9.33929e+07
34  67  7.43707e+07
34  68  1.17581e+08
34  69  9.19375e+07
34  70  8.54493e+07
34  71  1.09399e+08
34  72  9.5732e+07
34  73  9.79464e+07
34  74  8.6089e+07
34  75  1.23653e+08
34  76  2.80952e+08
34  77  3.57206e+08
34  78  1.72414e+08
34  79  1.38485e+08
34  80  1.01402e+08
34  81  9.5572e+07
34  82  1.11731e+08
34  83  1.3183e+08
34  84  1.3022e+08
34  85  9.21529e+07
34  86  8.67422e+07
34  87  1.04763e+08
34  88  9.31864e+07
34  89  7.68125e+07
34  90  8.90892e+07
34  91  6.805e+07
34  92  8.84814e+07
34  93  8.89159e+07
34  94  1.10225e+08
34  95  9.20337e+07
34  96  9.04055e+07
34  97  7.23593e+07
34  98  1.22315e+08
34  99  1.21114e+08
34  100  9.24072e+07
35  0  1.15153e+08
35  1  1.19428e+08
35  2  1.18102e+08
35  3  1.32897e+08
35  4  1.47346e+08
35  5  1.73521e+08
35  6  1.60894e+08
35  7  1.19608e+08
35  8  1.16186e+08
35  9  9.60875e+07
35  10  1.10098e+08
35  11  1.56731e+08
35  12  2.15596e+08
35  13  7.96581e+07
35  14  8.1276e+07
35  15  8.56818e+07
35  16  1.13883e+08
35  17  1.11023e+08
35  18  1.00322e+08
35  19  1.29163e+08
35  20  1.27433e+08
35  21  2.4709e+08
35  22  8.16599e+08
35  23  5.4398e+08
35  24  1.53607e+08
35  25  1.12366e+08
35  26  1.10548e+08
35  27  1.40956e+08
35  28  2.39615e+08
35  29  4.90083e+08
35  30  2.72312e+08
35  31  8.41116e+07
35  32  9.87958e+07
35  33  8.4474e+07
35  34  8.87073e+07
35  35  8.27129e+07
35  36  8.74552e+07
35  37  9.00219e+07
35  38  5.79914e+07
35  39  7.49471e+07
35  40  8.08777e+07
35  41  1.30171e+08
35  42  1.61066e+08
35  43  1.09228e+08
35  44  9.32548e+07
35  45  2.2046e+08
35  46  2.79153e+08
35  47  1.00931e+08
35  48  8.51798e+07
35  49  8.48872e+07
