row  column  (images_14_017.edf Fe-K*images_14_017.edf Ar-K**(2.3))
51  85  2.11439e+08
51  86  1.3381e+08
51  87  1.29312e+08
51  88  1.15616e+08
51  89  9.21035e+07
51  90  1.07566e+08
51  91  8.08275e+07
51  92  9.32583e+07
51  93  1.10514e+08
51  94  8.65228e+07
51  95  8.88883e+07
51  96  1.13643e+08
51  97  8.34007e+07
51  98  1.13575e+08
51  99  1.03663e+08
51  100  6.47398e+07
52  0  1.15865e+08
52  1  1.1988e+08
52  2  1.0095e+08
52  3  1.3257e+08
52  4  1.60923e+08
52  5  1.60714e+08
52  6  1.20306e+08
52  7  1.70553e+08
52  8  1.25554e+08
52  9  8.38282e+07
52  10  8.6619e+07
52  11  9.08951e+07
52  12  8.41203e+07
52  13  7.49526e+07
52  14  7.4441e+07
52  15  7.02263e+07
52  16  7.22418e+07
52  17  5.75693e+07
52  18  7.22489e+07
52  19  6.30899e+07
52  20  5.81113e+07
52  21  8.11493e+07
52  22  1.05857e+08
52  23  8.73325e+07
52  24  6.55706e+07
52  25  8.62198e+07
52  26  8.57112e+07
52  27  7.10478e+07
52  28  1.11205e+08
52  29  1.18253e+08
52  30  9.57891e+07
52  31  6.6695e+07
52  32  4.48967e+07
52  33  5.17854e+07
52  34  4.83248e+07
52  35  5.82386e+07
52  36  6.63406e+07
52  37  4.67899e+07
52  38  3.31869e+07
52  39  5.15178e+07
52  40  4.76476e+07
52  41  7.18055e+07
52  42  5.45505e+07
52  43  4.68903e+07
52  44  4.93043e+07
52  45  6.72908e+07
52  46  3.32255e+07
52  47  5.85745e+07
52  48  6.37734e+07
52  49  4.74019e+07
52  50  7.69829e+07
52  51  8.82236e+07
52  52  1.09733e+08
52  53  7.2206e+07
52  54  7.17607e+07
52  55  6.36203e+07
52  56  1.03935e+08
52  57  7.05981e+07
52  58  6.56773e+07
52  59  6.92223e+07
52  60  7.12612e+07
52  61  6.2864e+07
52  62  7.86406e+07
52  63  6.14533e+07
52  64  5.90364e+07
52  65  9.78562e+07
52  66  7.34042e+07
52  67  8.6016e+07
52  68  9.5243e+07
52  69  5.42396e+07
52  70  7.58551e+07
52  71  8.47933e+07
52  72  8.53952e+07
52  73  9.81914e+07
52  74  5.62901e+07
52  75  8.39686e+07
52  76  1.07268e+08
52  77  1.00349e+08
52  78  1.16786e+08
52  79  1.02586e+08
52  80  1.16786e+08
52  81  1.83728e+08
52  82  4.0522e+08
52  83  1.11015e+09
52  84  4.90348e+08
52  85  1.80812e+08
52  86  1.19541e+08
52  87  1.14129e+08
52  88  1.07235e+08
52  89  1.17986e+08
52  90  8.37546e+07
52  91  1.09542e+08
52  92  1.12962e+08
52  93  1.07517e+08
52  94  9.76883e+07
52  95  6.71629e+07
52  96  7.83153e+07
52  97  8.71904e+07
52  98  8.77094e+07
52  99  7.17797e+07
52  100  1.27084e+08
53  0  1.15485e+08
53  1  7.97656e+07
53  2  1.00527e+08
53  3  1.68742e+08
53  4  1.72318e+08
53  5  1.4052e+08
53  6  1.3882e+08
53  7  1.76529e+08
53  8  9.36217e+07
53  9  8.80501e+07
53  10  4.89547e+07
53  11  8.09899e+07
53  12  7.3876e+07
53  13  7.225e+07
53  14  7.96336e+07
53  15  8.73026e+07
53  16  5.69323e+07
53  17  6.22277e+07
53  18  5.64074e+07
53  19  4.38321e+07
53  20  7.22279e+07
53  21  9.71224e+07
53  22  8.79748e+07
53  23  6.48273e+07
53  24  2.98286e+07
53  25  8.12061e+07
53  26  6.85829e+07
53  27  7.40455e+07
53  28  1.01417e+08
53  29  7.98678e+07
53  30  4.96561e+07
53  31  5.7338e+07
53  32  5.83603e+07
53  33  5.46432e+07
53  34  5.73374e+07
53  35  5.10061e+07
53  36  5.42598e+07
53  37  4.90732e+07
53  38  4.88906e+07
53  39  6.29328e+07
53  40  4.90749e+07
53  41  6.43281e+07
53  42  5.21475e+07
53  43  5.87831e+07
53  44  7.87918e+07
53  45  6.3574e+07
53  46  4.91869e+07
53  47  5.69002e+07
53  48  5.11284e+07
53  49  6.89629e+07
53  50  6.30871e+07
53  51  4.17751e+07
53  52  1.06254e+08
53  53  8.78138e+07
53  54  6.86302e+07
53  55  8.1531e+07
53  56  7.86054e+07
53  57  9.11727e+07
53  58  5.1261e+07
53  59  7.97399e+07
53  60  5.43442e+07
53  61  7.43527e+07
53  62  7.04794e+07
53  63  5.7045e+07
53  64  8.10983e+07
53  65  7.48381e+07
53  66  8.06853e+07
53  67  8.172e+07
53  68  9.17998e+07
53  69  9.62753e+07
53  70  9.22654e+07
53  71  9.58817e+07
53  72  9.7218e+07
53  73  9.53245e+07
53  74  1.06427e+08
53  75  1.04095e+08
53  76  1.19143e+08
53  77  1.1436e+08
53  78  1.24711e+08
53  79  1.20837e+08
53  80  1.29767e+08
53  81  2.6008e+08
53  82  1.01029e+09
53  83  7.4851e+08
53  84  2.13854e+08
53  85  1.34645e+08
53  86  1.42524e+08
53  87  1.09736e+08
53  88  9.80157e+07
53  89  7.62179e+07
53  90  9.54878e+07
53  91  8.94323e+07
53  92  1.01061e+08
53  93  9.30298e+07
53  94  1.02367e+08
53  95  1.00741e+08
53  96  9.25616e+07
53  97  8.13742e+07
53  98  1.03511e+08
53  99  9.91627e+07
53  100  6.779e+07
54  0  1.23114e+08
54  1  9.92389e+07
54  2  1.1074e+08
54  3  1.80405e+08
54  4  1.71061e+08
54  5  1.21559e+08
54  6  1.28972e+08
54  7  1.33787e+08
54  8  7.25899e+07
54  9  8.08875e+07
54  10  5.52115e+07
54  11  8.24878e+07
54  12  8.61613e+07
54  13  6.33638e+07
54  14  7.92344e+07
54  15  6.03793e+07
54  16  1.04077e+08
54  17  5.37573e+07
54  18  7.37933e+07
54  19  5.8173e+07
54  20  4.45391e+07
54  21  8.90344e+07
54  22  9.77752e+07
54  23  8.09958e+07
54  24  8.35678e+07
54  25  7.47454e+07
54  26  9.55585e+07
54  27  7.0799e+07
54  28  8.01606e+07
54  29  3.93962e+07
54  30  7.89476e+07
54  31  7.69165e+07
54  32  3.87527e+07
54  33  5.41526e+07
54  34  6.00614e+07
54  35  6.05306e+07
54  36  4.70619e+07
54  37  6.6382e+07
54  38  3.67583e+07
54  39  4.89218e+07
54  40  5.71969e+07
54  41  4.94076e+07
54  42  6.2033e+07
54  43  2.85328e+07
54  44  5.04021e+07
54  45  6.55903e+07
54  46  3.80967e+07
54  47  5.27809e+07
54  48  6.67725e+07
54  49  5.93592e+07
54  50  7.716e+07
54  51  7.41586e+07
54  52  8.68837e+07
54  53  9.75804e+07
54  54  5.80216e+07
54  55  4.50865e+07
54  56  8.3331e+07
54  57  6.91568e+07
54  58  6.60297e+07
54  59  6.98601e+07
54  60  6.06172e+07
54  61  7.58795e+07
54  62  5.06591e+07
54  63  5.8142e+07
54  64  8.7384e+07
54  65  9.07222e+07
54  66  8.8517e+07
54  67  8.3013e+07
54  68  6.11975e+07
54  69  1.12388e+08
54  70  8.13849e+07
54  71  8.80639e+07
54  72  1.10795e+08
54  73  9.04243e+07
54  74  7.34839e+07
54  75  1.15857e+08
54  76  1.44849e+08
54  77  1.3726e+08
54  78  1.2458e+08
54  79  1.17756e+08
54  80  1.43873e+08
54  81  2.04741e+08
54  82  7.64736e+08
54  83  1.19999e+09
54  84  3.65994e+08
54  85  1.63416e+08
54  86  1.3307e+08
54  87  1.29634e+08
54  88  1.1231e+08
54  89  1.22434e+08
54  90  1.13469e+08
54  91  1.03617e+08
54  92  1.08457e+08
54  93  1.12639e+08
54  94  8.22588e+07
54  95  1.08888e+08
54  96  1.03606e+08
54  97  8.80454e+07
54  98  1.05873e+08
54  99  1.06741e+08
54  100  1.01348e+08
55  0  1.16885e+08
55  1  1.05521e+08
55  2  1.21519e+08
55  3  1.35789e+08
55  4  1.65458e+08
55  5  1.09183e+08
55  6  9.71965e+07
55  7  1.44528e+08
55  8  8.73702e+07
55  9  8.07974e+07
55  10  5.49256e+07
55  11  7.69085e+07
55  12  8.10961e+07
55  13  9.11764e+07
55  14  7.42246e+07
55  15  5.77592e+07
55  16  6.81152e+07
55  17  6.4054e+07
55  18  4.31396e+07
55  19  3.60146e+07
55  20  5.00141e+07
55  21  7.93768e+07
55  22  7.42095e+07
55  23  9.15275e+07
55  24  8.78165e+07
55  25  7.66759e+07
55  26  6.07717e+07
55  27  6.74719e+07
55  28  9.85139e+07
55  29  8.46969e+07
55  30  5.66687e+07
55  31  3.19745e+07
55  32  6.54471e+07
55  33  6.71827e+07
55  34  5.42056e+07
55  35  5.64543e+07
55  36  3.42225e+07
55  37  4.77569e+07
55  38  4.7859e+07
55  39  6.951e+07
55  40  6.08439e+07
55  41  6.27919e+07
55  42  4.33046e+07
55  43  4.52739e+07
55  44  6.39553e+07
55  45  5.76332e+07
55  46  7.44424e+07
55  47  5.1319e+07
55  48  8.27519e+07
55  49  7.46668e+07
55  50  6.9641e+07
55  51  8.06025e+07
55  52  1.08065e+08
55  53  1.09639e+08
55  54  7.59134e+07
55  55  8.2412e+07
55  56  6.46433e+07
55  57  8.90615e+07
55  58  6.37483e+07
55  59  8.69139e+07
55  60  6.64774e+07
55  61  7.89372e+07
55  62  6.14885e+07
55  63  9.03306e+07
55  64  6.98919e+07
55  65  9.33475e+07
55  66  7.15239e+07
55  67  5.70974e+07
55  68  9.52039e+07
55  69  1.0838e+08
55  70  1.06431e+08
55  71  6.97261e+07
55  72  1.00561e+08
55  73  1.07781e+08
55  74  1.06126e+08
55  75  1.3159e+08
55  76  1.25879e+08
55  77  1.32595e+08
55  78  1.29103e+08
55  79  1.53931e+08
55  80  1.61602e+08
55  81  2.76148e+08
55  82  1.411e+09
55  83  1.32355e+09
55  84  1.72797e+08
55  85  1.80688e+08
55  86  1.41127e+08
55  87  1.34172e+08
55  88  1.07155e+08
55  89  1.27736e+08
55  90  1.13175e+08
55  91  1.1003e+08
55  92  1.13905e+08
55  93  1.11663e+08
55  94  8.07981e+07
55  95  1.02305e+08
55  96  9.78358e+07
55  97  1.06555e+08
55  98  1.23914e+08
55  99  8.45777e+07
55  100  9.03458e+07
56  0  9.38879e+07
56  1  1.0923e+08
56  2  9.93502e+07
56  3  1.36712e+08
56  4  2.00202e+08
56  5  1.45665e+08
56  6  1.23546e+08
56  7  1.32169e+08
56  8  1.05568e+08
56  9  7.67542e+07
56  10  7.05784e+07
56  11  7.7003e+07
56  12  9.03798e+07
56  13  6.37455e+07
56  14  6.70437e+07
56  15  4.78522e+07
56  16  7.83894e+07
56  17  5.86845e+07
56  18  5.08731e+07
56  19  3.5708e+07
56  20  4.62899e+07
56  21  6.87735e+07
56  22  7.06934e+07
56  23  6.64342e+07
56  24  6.81474e+07
56  25  6.66307e+07
56  26  6.82546e+07
56  27  4.30504e+07
56  28  7.7111e+07
56  29  8.40499e+07
56  30  7.75085e+07
56  31  4.5032e+07
56  32  4.48037e+07
56  33  7.39712e+07
56  34  6.58127e+07
56  35  6.75431e+07
56  36  4.65511e+07
56  37  5.79004e+07
56  38  5.7301e+07
56  39  5.73942e+07
56  40  6.20805e+07
56  41  4.76932e+07
56  42  4.55602e+07
56  43  8.49343e+07
56  44  8.24364e+07
56  45  7.97556e+07
56  46  6.41127e+07
56  47  6.65913e+07
56  48  4.95607e+07
56  49  6.57558e+07
56  50  6.32628e+07
56  51  6.04657e+07
56  52  1.02674e+08
56  53  1.03669e+08
56  54  6.95223e+07
56  55  6.43258e+07
56  56  8.69494e+07
56  57  6.2183e+07
56  58  6.25595e+07
56  59  6.06099e+07
56  60  7.44006e+07
56  61  7.05829e+07
56  62  8.62371e+07
56  63  7.64879e+07
56  64  1.0706e+08
56  65  7.0338e+07
56  66  1.13972e+08
56  67  7.67897e+07
56  68  9.45377e+07
56  69  9.53506e+07
56  70  9.55847e+07
56  71  8.76865e+07
56  72  1.04648e+08
56  73  1.08777e+08
56  74  4.00996e+06
56  75  1.19075e+08
56  76  1.32125e+08
56  77  1.01277e+08
56  78  1.41895e+08
56  79  1.77329e+08
56  80  1.77861e+08
56  81  1.61549e+08
56  82  6.29729e+08
56  83  1.60194e+09
56  84  4.23807e+08
56  85  1.7419e+08
56  86  1.37289e+08
56  87  1.52287e+08
56  88  1.26744e+08
56  89  7.95109e+07
56  90  1.05668e+08
56  91  1.02704e+08
56  92  9.86472e+07
56  93  1.12317e+08
56  94  9.40534e+07
56  95  8.51706e+07
56  96  9.4151e+07
56  97  7.90687e+07
56  98  1.20066e+08
56  99  1.06515e+08
56  100  6.44504e+07
57  0  1.05991e+08
57  1  1.10741e+08
57  2  1.27534e+08
57  3  1.95082e+08
57  4  2.02277e+08
57  5  1.10295e+08
57  6  1.24644e+08
57  7  1.35334e+08
57  8  8.63571e+07
57  9  8.00557e+07
57  10  7.03383e+07
57  11  7.86379e+07
57  12  9.88724e+07
57  13  8.34805e+07
57  14  6.95885e+07
57  15  6.79686e+07
57  16  6.69458e+07
57  17  6.8516e+07
57  18  6.59259e+07
57  19  6.03666e+07
57  20  6.36562e+07
57  21  7.64463e+07
57  22  7.35049e+07
57  23  6.52316e+07
57  24  7.82363e+07
57  25  5.44979e+07
57  26  7.0787e+07
57  27  9.18727e+07
57  28  6.78568e+07
57  29  7.84741e+07
57  30  5.42254e+07
57  31  5.54382e+07
57  32  5.20332e+07
57  33  6.35519e+07
57  34  3.59089e+07
57  35  1.72995e+07
57  36  6.19639e+07
57  37  7.05984e+07
57  38  3.7435e+07
57  39  6.44697e+07
57  40  4.42698e+07
57  41  5.67599e+07
57  42  4.20243e+07
57  43  6.2264e+07
57  44  6.40667e+07
57  45  5.35402e+07
57  46  5.18817e+07
57  47  4.78206e+07
57  48  7.85881e+07
57  49  8.88034e+07
57  50  6.91946e+07
57  51  9.17923e+07
57  52  1.07924e+08
57  53  1.02394e+08
57  54  8.52727e+07
57  55  9.63296e+07
57  56  7.42283e+07
57  57  8.18851e+07
57  58  6.81264e+07
57  59  8.82981e+07
57  60  7.1554e+07
57  61  1.22755e+08
57  62  5.55463e+07
57  63  6.73896e+07
57  64  7.98827e+07
57  65  7.54887e+07
57  66  7.51103e+07
57  67  5.91287e+07
57  68  9.20186e+07
57  69  1.16321e+08
57  70  1.10854e+08
57  71  9.35965e+07
57  72  1.01386e+08
57  73  9.94694e+07
57  74  1.04257e+08
57  75  1.48071e+08
57  76  1.20914e+08
57  77  1.21507e+08
57  78  1.40915e+08
57  79  1.51653e+08
57  80  1.44659e+08
57  81  2.07048e+08
57  82  6.97603e+08
57  83  1.11773e+09
57  84  2.88194e+08
57  85  1.87168e+08
57  86  1.5895e+08
57  87  1.38928e+08
57  88  9.19041e+07
57  89  1.18101e+08
57  90  1.36855e+08
57  91  9.82068e+07
57  92  1.16884e+08
57  93  1.14053e+08
57  94  1.17347e+08
57  95  5.35069e+07
57  96  8.10827e+07
57  97  1.11943e+08
57  98  1.08829e+08
57  99  9.24898e+07
57  100  1.03425e+08
58  0  8.9835e+07
58  1  1.10519e+08
58  2  1.0128e+08
58  3  1.65767e+08
58  4  1.854e+08
58  5  1.5021e+08
58  6  1.18628e+08
58  7  1.21824e+08
58  8  9.09377e+07
58  9  7.55311e+07
58  10  5.41465e+07
58  11  8.6813e+07
58  12  8.39899e+07
58  13  9.82591e+07
58  14  8.70055e+07
58  15  4.4073e+07
58  16  6.39344e+07
58  17  5.0073e+07
58  18  5.90341e+07
58  19  5.22582e+07
58  20  5.75844e+07
58  21  8.65397e+07
58  22  8.42026e+07
58  23  6.73003e+07
58  24  7.66136e+07
58  25  7.07479e+07
58  26  6.16323e+07
58  27  7.24237e+07
58  28  6.43015e+07
58  29  6.67179e+07
58  30  6.83999e+07
58  31  6.43898e+07
58  32  4.25644e+07
58  33  3.20809e+07
58  34  7.96626e+07
58  35  5.34158e+07
58  36  6.53294e+07
58  37  7.38495e+06
58  38  4.9345e+07
58  39  6.07701e+07
58  40  4.52965e+07
58  41  4.74436e+07
58  42  5.80781e+07
58  43  4.54918e+07
58  44  5.43339e+07
58  45  4.46564e+07
58  46  5.67733e+07
58  47  3.72552e+07
58  48  7.54266e+07
58  49  1.00854e+08
58  50  1.02729e+08
58  51  9.15081e+07
58  52  1.33097e+08
58  53  1.51952e+08
58  54  7.51112e+07
58  55  6.69938e+07
58  56  6.65962e+07
58  57  9.18672e+07
58  58  6.01364e+07
58  59  6.23434e+07
58  60  4.9976e+07
58  61  5.94119e+07
58  62  9.44574e+07
58  63  4.97256e+07
58  64  6.25048e+07
58  65  7.67549e+07
58  66  8.82786e+07
58  67  8.27e+07
58  68  1.02811e+08
58  69  9.999e+07
58  70  8.9705e+07
58  71  9.94855e+07
58  72  1.07191e+08
58  73  1.04106e+08
58  74  1.25615e+08
58  75  1.30549e+08
58  76  1.0737e+08
58  77  1.20473e+08
58  78  1.41518e+08
58  79  1.2971e+08
58  80  1.22658e+08
58  81  1.5634e+08
58  82  4.20355e+08
58  83  8.71861e+08
58  84  2.93143e+08
58  85  2.00351e+08
58  86  1.60796e+08
58  87  1.29949e+08
58  88  1.14994e+08
58  89  8.88324e+07
58  90  9.32585e+07
58  91  1.12261e+08
58  92  1.02711e+08
58  93  1.18307e+08
58  94  1.04243e+08
58  95  8.93132e+07
58  96  1.04042e+08
58  97  8.56023e+07
58  98  1.11643e+08
58  99  1.03485e+08
58  100  8.4349e+07
59  0  1.15818e+08
59  1  1.12947e+08
59  2  1.39239e+08
59  3  2.06302e+08
59  4  1.45256e+08
59  5  1.05007e+08
59  6  1.2907e+08
59  7  1.17681e+08
59  8  7.81435e+07
59  9  7.46306e+07
59  10  6.55677e+07
59  11  7.0086e+07
59  12  8.42812e+07
59  13  8.92763e+07
59  14  4.93036e+07
59  15  6.21395e+07
59  16  5.80426e+07
59  17  6.13963e+07
59  18  4.3616e+07
59  19  5.73059e+07
59  20  5.57054e+07
59  21  9.84034e+07
59  22  7.41974e+07
59  23  5.79438e+07
59  24  5.37994e+07
59  25  4.50991e+07
59  26  7.49593e+07
59  27  7.17848e+07
59  28  8.49611e+07
59  29  7.25055e+07
59  30  5.19478e+07
59  31  7.2038e+07
59  32  5.89565e+07
59  33  4.64637e+07
59  34  4.9874e+07
59  35  6.63524e+07
59  36  4.46723e+07
59  37  6.06984e+07
59  38  4.52674e+07
59  39  5.05191e+07
59  40  4.8308e+07
59  41  4.63743e+07
59  42  6.72382e+07
59  43  5.33713e+07
59  44  5.65032e+07
59  45  4.79758e+07
59  46  6.33455e+07
59  47  6.70152e+07
59  48  7.90064e+07
59  49  7.67111e+07
59  50  8.54124e+07
59  51  8.51916e+07
59  52  1.58234e+08
59  53  1.27296e+08
59  54  9.22596e+07
59  55  7.08686e+07
59  56  7.31817e+07
59  57  7.59975e+07
59  58  7.18569e+07
59  59  7.84679e+07
59  60  7.70085e+07
59  61  5.22094e+07
59  62  8.39348e+07
59  63  7.08492e+07
59  64  8.40137e+07
59  65  7.24902e+07
59  66  7.61502e+07
59  67  9.3368e+07
59  68  9.58954e+07
59  69  1.04165e+08
59  70  9.42592e+07
59  71  7.70742e+07
59  72  4.32707e+07
59  73  1.08857e+08
59  74  1.11938e+08
59  75  1.08881e+08
59  76  1.21165e+08
59  77  1.23366e+08
59  78  9.55135e+07
59  79  1.22881e+08
59  80  1.63682e+08
59  81  5.03999e+08
59  82  4.55049e+08
59  83  1.32174e+08
59  84  1.31459e+08
59  85  1.39856e+08
59  86  1.55182e+08
59  87  1.23066e+08
59  88  1.1911e+08
59  89  9.90112e+07
59  90  1.0709e+08
59  91  9.23111e+07
59  92  1.05145e+08
59  93  8.72786e+07
59  94  1.13372e+08
59  95  9.58538e+07
59  96  1.02363e+08
59  97  9.05375e+07
59  98  9.32007e+07
59  99  5.5478e+07
59  100  1.0563e+08
60  0  1.03203e+08
60  1  1.02884e+08
60  2  1.14759e+08
60  3  1.66714e+08
60  4  1.75548e+08
60  5  1.34019e+08
60  6  1.38412e+08
60  7  1.33217e+08
60  8  8.63278e+07
60  9  6.58726e+07
60  10  6.82362e+07
60  11  7.22033e+07
60  12  8.11951e+07
60  13  1.16332e+08
60  14  1.04577e+08
60  15  6.1949e+07
60  16  5.32982e+07
60  17  3.8813e+07
60  18  4.84858e+07
60  19  4.91572e+07
60  20  6.70423e+07
60  21  7.52052e+07
60  22  7.89246e+07
60  23  8.05006e+07
60  24  7.28598e+07
60  25  6.09227e+07
60  26  6.30588e+07
60  27  3.56777e+07
60  28  8.554e+07
60  29  8.15556e+07
60  30  5.78527e+07
60  31  4.09141e+07
60  32  4.55437e+07
60  33  7.09094e+07
60  34  5.41653e+07
60  35  1.86871e+07
60  36  5.71418e+07
60  37  5.46407e+07
60  38  4.21282e+07
60  39  6.68367e+07
60  40  7.32792e+07
60  41  5.31605e+07
60  42  4.93656e+07
60  43  6.07321e+07
60  44  5.73575e+07
60  45  4.44071e+07
60  46  7.40339e+07
60  47  6.17669e+07
60  48  5.29771e+07
60  49  8.44792e+07
60  50  9.94237e+07
60  51  1.0999e+08
60  52  2.02531e+08
60  53  1.26369e+08
60  54  7.23297e+07
60  55  7.47928e+07
60  56  6.91708e+07
60  57  7.87109e+07
60  58  7.55892e+07
60  59  8.86263e+07
60  60  6.14516e+07
60  61  6.29941e+07
60  62  8.62788e+07
60  63  5.91408e+07
60  64  8.3261e+07
60  65  9.48496e+07
60  66  8.7121e+07
60  67  9.29578e+07
60  68  8.72787e+07
60  69  8.22646e+07
60  70  9.37661e+07
60  71  1.00042e+08
60  72  1.39275e+08
60  73  8.95538e+07
60  74  8.53464e+07
60  75  1.03195e+08
60  76  1.02703e+08
60  77  7.49817e+07
60  78  1.01387e+08
60  79  8.04816e+07
60  80  1.36769e+08
60  81  1.81429e+08
60  82  5.27578e+08
60  83  5.42561e+08
60  84  1.99472e+08
60  85  1.18334e+08
60  86  1.12087e+08
60  87  9.30041e+07
60  88  8.76633e+07
60  89  1.04557e+08
60  90  9.54174e+07
60  91  1.03124e+08
60  92  9.64142e+07
60  93  7.50057e+07
60  94  1.12187e+08
60  95  1.10172e+08
60  96  9.43485e+07
60  97  1.1656e+08
60  98  8.26803e+07
60  99  9.4136e+07
60  100  7.68722e+07
61  0  9.28849e+07
61  1  9.19685e+07
61  2  1.24181e+08
61  3  2.43127e+08
61  4  1.90971e+08
61  5  1.19493e+08
61  6  1.2565e+08
61  7  1.24627e+08
61  8  8.88592e+07
61  9  7.40168e+07
61  10  7.26617e+07
61  11  7.22769e+07
61  12  1.26048e+08
61  13  1.17539e+08
61  14  9.50303e+07
61  15  6.17098e+07
61  16  5.98286e+07
61  17  5.5612e+07
61  18  6.10631e+07
61  19  5.79915e+07
61  20  6.80693e+07
61  21  8.00154e+07
61  22  6.33399e+07
61  23  8.08289e+07
61  24  4.86172e+07
61  25  5.63786e+07
61  26  5.49576e+07
61  27  5.79859e+07
61  28  6.69987e+07
61  29  7.15215e+07
61  30  6.03418e+07
61  31  4.48506e+07
61  32  4.7267e+07
61  33  8.19825e+07
61  34  7.06351e+07
61  35  4.7885e+07
61  36  5.06842e+07
61  37  5.71271e+07
61  38  4.98296e+07
61  39  4.87463e+07
61  40  5.62514e+07
61  41  6.23139e+07
61  42  6.58351e+07
61  43  2.50298e+07
61  44  3.77745e+07
61  45  5.05991e+07
61  46  4.8634e+07
61  47  7.11445e+07
61  48  9.19515e+07
61  49  7.8426e+07
61  50  7.50679e+07
61  51  1.19393e+08
61  52  1.92725e+08
61  53  1.42985e+08
61  54  8.1914e+07
61  55  6.44398e+07
61  56  8.3162e+07
61  57  9.35765e+07
61  58  4.85037e+07
61  59  5.98856e+07
61  60  5.09988e+07
61  61  7.64957e+07
61  62  8.48496e+07
61  63  7.71385e+07
61  64  8.37702e+07
61  65  9.65133e+07
61  66  9.57467e+07
61  67  9.38249e+07
61  68  8.50578e+07
61  69  1.01603e+08
61  70  9.08194e+07
61  71  7.29934e+07
61  72  1.24855e+08
61  73  8.09061e+07
61  74  9.32387e+07
61  75  1.16952e+08
61  76  1.01303e+08
61  77  1.05155e+08
61  78  9.81511e+07
61  79  1.03009e+08
61  80  1.21815e+08
61  81  1.53732e+08
61  82  3.9934e+08
61  83  3.8482e+08
61  84  1.57483e+08
61  85  1.42929e+08
61  86  1.02388e+08
61  87  9.82501e+07
61  88  8.3707e+07
61  89  7.33454e+07
61  90  8.80499e+07
61  91  8.82392e+07
61  92  1.10018e+08
61  93  8.48221e+07
61  94  7.57474e+07
61  95  6.61507e+07
61  96  1.0903e+08
61  97  1.0296e+08
61  98  9.82884e+07
61  99  1.07501e+08
61  100  7.545e+07
62  0  7.70412e+07
62  1  7.97223e+07
62  2  9.45746e+07
62  3  2.46011e+08
62  4  1.71729e+08
62  5  1.26993e+08
62  6  1.50843e+08
62  7  1.41969e+08
62  8  9.84797e+07
62  9  8.96195e+07
62  10  7.81607e+07
62  11  8.85732e+07
62  12  9.61599e+07
62  13  1.14542e+08
62  14  7.76315e+07
62  15  5.5203e+07
62  16  4.4395e+07
62  17  4.3188e+07
62  18  4.3867e+07
62  19  3.92248e+07
62  20  5.97553e+07
62  21  5.1202e+07
62  22  8.26712e+07
62  23  8.67846e+07
62  24  6.62933e+07
62  25  4.75772e+07
62  26  5.90961e+07
62  27  6.64766e+07
62  28  5.67706e+07
62  29  5.63389e+07
62  30  5.56541e+07
62  31  6.03647e+07
62  32  6.21552e+07
62  33  6.4434e+07
62  34  5.43026e+07
62  35  4.94622e+07
62  36  5.17173e+07
62  37  5.9043e+07
62  38  7.20022e+07
62  39  4.69502e+07
62  40  4.85514e+07
62  41  5.22742e+07
62  42  6.09912e+07
62  43  4.77061e+07
62  44  7.77428e+07
62  45  5.2262e+07
62  46  6.1513e+07
62  47  6.13932e+07
62  48  1.02756e+08
62  49  1.11595e+08
62  50  7.27083e+07
62  51  1.043e+08
62  52  2.26033e+08
62  53  1.60777e+08
62  54  8.66675e+07
62  55  6.46757e+07
62  56  1.01611e+08
62  57  7.61813e+07
62  58  5.60849e+07
62  59  7.96386e+07
62  60  7.04081e+07
62  61  9.66569e+07
62  62  8.30382e+07
62  63  7.21659e+07
62  64  7.29145e+07
62  65  0
62  66  1.02819e+08
62  67  9.105e+07
62  68  5.47223e+07
62  69  8.58412e+07
62  70  9.21832e+07
62  71  1.03253e+08
62  72  1.04005e+08
62  73  1.87168e+07
62  74  7.77026e+07
62  75  8.59992e+07
62  76  8.82893e+07
62  77  9.91805e+07
62  78  7.91869e+07
62  79  1.25495e+08
62  80  1.33479e+08
62  81  1.5903e+08
62  82  3.73278e+08
62  83  4.43637e+08
62  84  1.81638e+08
62  85  1.05365e+08
62  86  9.30842e+07
62  87  1.10993e+08
62  88  9.0059e+07
62  89  7.68275e+07
62  90  9.58594e+07
62  91  8.55508e+07
62  92  9.07781e+07
62  93  1.08786e+08
62  94  6.2647e+07
62  95  9.1539e+07
62  96  7.93563e+07
62  97  1.05147e+08
62  98  4.53235e+07
62  99  9.78921e+07
62  100  8.55621e+07
63  0  1.05454e+08
63  1  9.12728e+07
63  2  1.53354e+08
63  3  3.27157e+08
63  4  1.04951e+08
63  5  1.20562e+08
63  6  1.03249e+08
63  7  1.19431e+08
63  8  1.05816e+08
63  9  5.76186e+07
63  10  6.27746e+07
63  11  7.46996e+07
63  12  9.93636e+07
63  13  1.19683e+08
63  14  9.49555e+07
63  15  4.76838e+07
63  16  4.79458e+07
63  17  5.80303e+07
63  18  6.2318e+07
63  19  7.37081e+07
63  20  4.36863e+07
63  21  6.47323e+07
63  22  8.12013e+07
63  23  7.70973e+07
63  24  7.01554e+07
63  25  6.54906e+07
63  26  5.48205e+07
63  27  5.11039e+07
63  28  6.52774e+07
63  29  6.74858e+07
63  30  6.15691e+07
63  31  6.0355e+07
63  32  5.50807e+07
63  33  8.45416e+07
63  34  4.24132e+07
63  35  4.41453e+07
63  36  6.27235e+07
63  37  7.64254e+07
