row  column  (images_14_017.edf S-K*images_14_017.edf Ar-K**(2.3))
25  11  1.41981e+07
25  12  1.46536e+07
25  13  2.73213e+07
25  14  2.43285e+07
25  15  1.70539e+07
25  16  1.62452e+07
25  17  1.86284e+07
25  18  2.45958e+07
25  19  3.22158e+07
25  20  2.97404e+07
25  21  2.69979e+07
25  22  1.28429e+07
25  23  2.23038e+07
25  24  2.6463e+07
25  25  8.59125e+06
25  26  2.05575e+07
25  27  3.16409e+07
25  28  2.255e+07
25  29  2.02075e+07
25  30  1.62742e+07
25  31  2.14481e+07
25  32  3.3772e+07
25  33  2.55185e+07
25  34  3.06393e+07
25  35  1.52035e+07
25  36  1.24062e+07
25  37  3.32898e+07
25  38  1.55238e+07
25  39  7.94819e+06
25  40  5.22921e+06
25  41  1.54485e+07
25  42  3.2127e+07
25  43  2.25565e+07
25  44  1.6752e+07
25  45  2.28881e+07
25  46  9.43182e+06
25  47  1.41553e+07
25  48  2.57541e+07
25  49  1.1091e+07
25  50  4.92585e+07
25  51  3.54968e+07
25  52  4.02943e+07
25  53  4.59546e+07
25  54  3.98126e+07
25  55  4.36296e+07
25  56  4.05965e+07
25  57  5.36683e+07
25  58  5.99228e+07
25  59  3.95758e+07
25  60  4.48542e+07
25  61  3.23849e+07
25  62  9.13009e+07
25  63  5.79051e+07
25  64  6.69669e+07
25  65  6.28421e+07
25  66  3.3413e+07
25  67  5.35309e+07
25  68  5.57848e+07
25  69  5.23594e+07
25  70  6.09431e+07
25  71  7.10129e+07
25  72  5.27589e+07
25  73  4.68317e+07
25  74  4.57846e+07
25  75  2.7537e+07
25  76  3.31556e+07
25  77  2.98789e+07
25  78  1.44962e+07
25  79  2.02207e+07
25  80  1.14283e+07
25  81  5.81558e+06
25  82  1.3049e+07
25  83  1.55102e+07
25  84  6.73773e+06
25  85  1.91324e+06
25  86  126827
25  87  5.88316e+06
25  88  6.81972e+06
25  89  5.04164e+06
25  90  1.17678e+07
25  91  6.5081e+06
25  92  6.11583e+06
25  93  9.40706e+06
25  94  8.41467e+06
25  95  1.52263e+07
25  96  2.35818e+07
25  97  3.66502e+06
25  98  1.00779e+07
25  99  6.60371e+06
25  100  8.16127e+06
26  0  2.34901e+07
26  1  2.60769e+07
26  2  3.93473e+07
26  3  2.83992e+07
26  4  2.24853e+07
26  5  1.88722e+07
26  6  2.4217e+07
26  7  1.02348e+07
26  8  1.3311e+07
26  9  1.41979e+07
26  10  2.4329e+07
26  11  1.9715e+07
26  12  1.36288e+07
26  13  2.32001e+06
26  14  1.62889e+07
26  15  2.58504e+07
26  16  2.32958e+07
26  17  1.98609e+07
26  18  1.83183e+07
26  19  3.21388e+07
26  20  2.03258e+07
26  21  3.16194e+07
26  22  2.87441e+07
26  23  1.00489e+07
26  24  2.17483e+07
26  25  8.99338e+06
26  26  2.2411e+07
26  27  2.06743e+07
26  28  3.25369e+07
26  29  3.85396e+07
26  30  2.1215e+07
26  31  1.78531e+07
26  32  3.56566e+07
26  33  3.15968e+07
26  34  2.63829e+07
26  35  2.64482e+07
26  36  1.55734e+07
26  37  1.0985e+07
26  38  2.67846e+07
26  39  1.54042e+07
26  40  9.76837e+06
26  41  2.62372e+07
26  42  3.15372e+07
26  43  4.11931e+07
26  44  1.94721e+07
26  45  1.63153e+07
26  46  1.47941e+07
26  47  7.14338e+06
26  48  1.01712e+07
26  49  1.58335e+07
26  50  3.2394e+07
26  51  5.17639e+07
26  52  3.1882e+07
26  53  4.14285e+07
26  54  5.29814e+07
26  55  4.75239e+07
26  56  7.25092e+07
26  57  5.74829e+07
26  58  4.52805e+07
26  59  4.55169e+07
26  60  3.95861e+07
26  61  4.93355e+07
26  62  6.65123e+07
26  63  5.84269e+07
26  64  6.67845e+07
26  65  5.73919e+07
26  66  5.10906e+07
26  67  4.01189e+07
26  68  7.81559e+07
26  69  6.78729e+07
26  70  6.8374e+07
26  71  6.12938e+07
26  72  3.61465e+07
26  73  5.07317e+07
26  74  3.0208e+07
26  75  3.69193e+07
26  76  3.68298e+07
26  77  3.67104e+07
26  78  3.11886e+07
26  79  1.38212e+07
26  80  2.00035e+07
26  81  1.35934e+07
26  82  4.82946e+06
26  83  5.82541e+06
26  84  1.8826e+06
26  85  0
26  86  5.22754e+06
26  87  2.57761e+06
26  88  4.90137e+06
26  89  959732
26  90  1.14499e+07
26  91  4.40412e+06
26  92  1.28692e+07
26  93  1.17062e+07
26  94  6.99866e+06
26  95  1.52566e+07
26  96  1.12976e+07
26  97  5.36447e+06
26  98  3.13059e+06
26  99  1.10511e+07
26  100  1.21631e+07
27  0  2.70587e+07
27  1  2.73545e+07
27  2  4.47886e+07
27  3  4.14207e+07
27  4  2.43952e+07
27  5  1.91126e+07
27  6  2.12886e+07
27  7  1.63922e+07
27  8  7.49071e+06
27  9  1.38634e+07
27  10  1.50427e+07
27  11  2.03453e+07
27  12  1.43319e+07
27  13  2.02221e+07
27  14  1.74698e+07
27  15  2.05861e+07
27  16  2.54827e+07
27  17  1.19231e+07
27  18  2.46857e+07
27  19  2.71489e+07
27  20  3.61913e+07
27  21  3.32645e+07
27  22  2.22979e+07
27  23  3.47356e+07
27  24  1.97191e+07
27  25  3.05751e+07
27  26  1.00173e+07
27  27  1.68426e+07
27  28  2.98864e+07
27  29  2.23668e+07
27  30  3.50319e+07
27  31  2.88052e+07
27  32  3.22188e+07
27  33  1.5772e+07
27  34  2.56652e+07
27  35  1.71293e+07
27  36  3.80942e+07
27  37  1.22942e+07
27  38  2.00995e+07
27  39  2.71618e+07
27  40  2.38476e+07
27  41  1.07649e+06
27  42  2.90191e+07
27  43  4.37558e+07
27  44  8.56961e+06
27  45  2.60711e+07
27  46  1.57068e+07
27  47  1.72643e+07
27  48  1.35688e+07
27  49  8.83203e+06
27  50  2.37869e+07
27  51  3.15737e+07
27  52  3.8245e+07
27  53  3.43751e+07
27  54  3.16394e+07
27  55  5.48614e+07
27  56  3.72391e+07
27  57  3.48258e+07
27  58  5.92705e+07
27  59  4.39793e+07
27  60  4.91169e+07
27  61  3.11623e+07
27  62  5.13763e+07
27  63  5.63905e+07
27  64  7.28998e+07
27  65  7.03994e+07
27  66  4.97795e+07
27  67  4.26625e+07
27  68  5.12637e+07
27  69  5.59867e+07
27  70  4.48196e+07
27  71  7.94586e+07
27  72  5.93768e+07
27  73  6.67322e+07
27  74  4.65496e+07
27  75  7.05516e+07
27  76  2.39954e+07
27  77  1.88738e+07
27  78  3.60084e+07
27  79  2.23473e+07
27  80  1.37502e+07
27  81  1.26756e+07
27  82  7.49709e+06
27  83  9.33187e+06
27  84  1.07912e+07
27  85  9.45465e+06
27  86  2.98938e+06
27  87  3.25954e+06
27  88  7.64121e+06
27  89  2.43243e+06
27  90  3.7045e+06
27  91  7.7158e+06
27  92  0
27  93  2.08341e+07
27  94  7.73503e+06
27  95  3.27037e+06
27  96  0
27  97  9.26627e+06
27  98  1.3632e+07
27  99  7.81016e+06
27  100  7.22624e+06
28  0  3.26017e+07
28  1  3.05534e+07
28  2  3.85687e+07
28  3  3.92536e+07
28  4  2.30157e+07
28  5  2.52163e+07
28  6  2.15114e+07
28  7  1.54151e+07
28  8  1.22917e+07
28  9  1.65228e+07
28  10  1.49705e+07
28  11  1.82747e+07
28  12  2.92301e+07
28  13  1.26258e+07
28  14  2.8498e+07
28  15  2.85348e+07
28  16  1.84689e+07
28  17  2.50249e+07
28  18  2.29554e+07
28  19  2.90264e+07
28  20  5.59943e+07
28  21  4.49874e+07
28  22  2.66456e+07
28  23  3.95352e+07
28  24  2.37919e+07
28  25  1.59068e+07
28  26  2.2727e+07
28  27  2.92131e+07
28  28  3.61445e+07
28  29  2.85356e+07
28  30  1.72967e+07
28  31  2.07608e+07
28  32  1.74752e+07
28  33  4.48412e+07
28  34  2.98458e+07
28  35  1.96195e+07
28  36  1.51083e+07
28  37  7.19681e+06
28  38  1.19142e+07
28  39  1.33784e+07
28  40  3.42284e+07
28  41  1.35876e+07
28  42  3.47467e+07
28  43  3.19515e+07
28  44  9.43808e+06
28  45  1.58585e+07
28  46  5.01324e+06
28  47  1.27824e+07
28  48  8.64575e+06
28  49  6.44769e+06
28  50  2.19685e+07
28  51  3.00213e+07
28  52  4.13329e+07
28  53  4.60393e+07
28  54  6.73321e+07
28  55  3.40356e+07
28  56  5.09252e+07
28  57  3.45573e+07
28  58  5.50327e+07
28  59  3.83449e+07
28  60  5.3319e+07
28  61  3.2245e+07
28  62  5.13825e+07
28  63  7.08567e+07
28  64  6.15641e+07
28  65  4.83771e+07
28  66  7.00919e+07
28  67  3.4516e+07
28  68  4.63255e+07
28  69  5.23874e+07
28  70  3.96522e+07
28  71  7.31309e+07
28  72  7.46408e+07
28  73  5.5376e+07
28  74  5.15552e+07
28  75  4.7094e+07
28  76  2.4437e+07
28  77  2.25914e+07
28  78  2.84936e+07
28  79  1.51086e+07
28  80  1.09728e+07
28  81  0
28  82  9.80132e+06
28  83  5.85541e+06
28  84  1.70049e+07
28  85  4.29953e+06
28  86  7.66912e+06
28  87  3.01697e+06
28  88  9.94681e+06
28  89  6.49644e+06
28  90  2.37737e+06
28  91  5.39619e+06
28  92  7.76172e+06
28  93  6.57112e+06
28  94  1.81646e+07
28  95  1.03764e+07
28  96  7.84925e+06
28  97  2.40974e+07
28  98  2.37977e+07
28  99  1.37397e+07
28  100  1.84227e+07
29  0  1.85273e+07
29  1  3.71503e+07
29  2  1.54458e+07
29  3  3.88694e+07
29  4  1.79421e+07
29  5  3.374e+07
29  6  1.3282e+07
29  7  2.1189e+07
29  8  1.7322e+07
29  9  1.50403e+07
29  10  2.75138e+07
29  11  1.90687e+07
29  12  1.58824e+07
29  13  2.7529e+07
29  14  2.91913e+07
29  15  4.07905e+07
29  16  2.02267e+07
29  17  3.01415e+07
29  18  3.1893e+07
29  19  4.76032e+07
29  20  3.70418e+07
29  21  2.7859e+07
29  22  1.69776e+07
29  23  3.05747e+07
29  24  2.56726e+07
29  25  2.56495e+07
29  26  4.16907e+07
29  27  2.50041e+07
29  28  4.36872e+07
29  29  2.26365e+07
29  30  1.98222e+07
29  31  1.95164e+07
29  32  3.46336e+07
29  33  2.70051e+07
29  34  3.45727e+07
29  35  1.28269e+07
29  36  2.04729e+07
29  37  2.63113e+07
29  38  1.14514e+07
29  39  2.00837e+07
29  40  2.62084e+07
29  41  1.43504e+07
29  42  2.04982e+07
29  43  2.07788e+07
29  44  1.12711e+07
29  45  1.31914e+07
29  46  3.80723e+06
29  47  8.14962e+06
29  48  1.622e+07
29  49  2.47435e+07
29  50  2.31835e+07
29  51  3.7575e+07
29  52  4.87016e+07
29  53  3.73317e+07
29  54  4.41187e+07
29  55  5.17685e+07
29  56  2.05902e+07
29  57  4.37888e+07
29  58  4.24493e+07
29  59  4.88658e+07
29  60  2.67919e+07
29  61  5.17955e+07
29  62  4.18854e+07
29  63  3.91057e+07
29  64  4.53953e+07
29  65  5.44369e+07
29  66  4.08959e+07
29  67  4.87456e+07
29  68  4.35008e+07
29  69  5.95567e+07
29  70  4.72654e+07
29  71  7.42711e+07
29  72  7.74934e+07
29  73  5.77783e+07
29  74  4.89249e+07
29  75  4.76969e+07
29  76  4.88238e+07
29  77  1.85293e+07
29  78  2.94196e+07
29  79  6.92208e+06
29  80  1.39831e+07
29  81  6.50323e+06
29  82  9.45034e+06
29  83  4.41244e+06
29  84  7.50105e+06
29  85  8.205e+06
29  86  508762
29  87  6.86024e+06
29  88  5.41685e+06
29  89  4.33772e+06
29  90  8.29581e+06
29  91  5.4529e+06
29  92  6.26812e+06
29  93  3.04245e+06
29  94  9.14396e+06
29  95  1.02179e+07
29  96  9.00753e+06
29  97  1.52598e+07
29  98  1.0757e+07
29  99  9.912e+06
29  100  1.95247e+07
30  0  2.39993e+07
30  1  3.07767e+07
30  2  4.31358e+07
30  3  3.45945e+07
30  4  3.18391e+07
30  5  4.40058e+07
30  6  1.91796e+07
30  7  1.78516e+07
30  8  1.8868e+07
30  9  1.27282e+07
30  10  2.11008e+07
30  11  1.73805e+07
30  12  2.98922e+07
30  13  2.78743e+07
30  14  3.49436e+07
30  15  1.91476e+07
30  16  3.52589e+07
30  17  1.39308e+07
30  18  3.88288e+07
30  19  3.66202e+07
30  20  3.53443e+07
30  21  4.48353e+07
30  22  2.98608e+07
30  23  2.57305e+07
30  24  2.42342e+07
30  25  2.2706e+07
30  26  3.71916e+07
30  27  2.74763e+07
30  28  2.92288e+07
30  29  2.10977e+07
30  30  1.77255e+07
30  31  3.68889e+07
30  32  1.4256e+07
30  33  4.21513e+07
30  34  1.04122e+07
30  35  1.02165e+07
30  36  1.29848e+07
30  37  1.86994e+07
30  38  9.25039e+06
30  39  3.45146e+07
30  40  1.4993e+07
30  41  1.80616e+07
30  42  2.04952e+07
30  43  3.53279e+06
30  44  1.78117e+07
30  45  1.27553e+07
30  46  9.01606e+06
30  47  8.94171e+06
30  48  2.03659e+07
30  49  7.79668e+06
30  50  1.64368e+07
30  51  3.64089e+07
30  52  3.31238e+07
30  53  2.81299e+07
30  54  5.03037e+07
30  55  5.45315e+07
30  56  2.82688e+07
30  57  2.83724e+07
30  58  2.46051e+07
30  59  3.83476e+07
30  60  2.96255e+07
30  61  3.44926e+07
30  62  4.98261e+07
30  63  3.25428e+07
30  64  5.25591e+07
30  65  4.30328e+07
30  66  2.88813e+07
30  67  2.95056e+07
30  68  3.73457e+07
30  69  7.72391e+07
30  70  6.0143e+07
30  71  6.85955e+07
30  72  7.26979e+07
30  73  5.44323e+07
30  74  6.48449e+07
30  75  4.92662e+07
30  76  1.96874e+07
30  77  2.19074e+07
30  78  1.34819e+07
30  79  9.18945e+06
30  80  4.8097e+06
30  81  3.71073e+06
30  82  7.02245e+06
30  83  7.08436e+06
30  84  0
30  85  9.04996e+06
30  86  9.71633e+06
30  87  7.90599e+06
30  88  4.30717e+06
30  89  6.06721e+06
30  90  1.04983e+07
30  91  3.611e+06
30  92  6.27948e+06
30  93  13795.9
30  94  6.59525e+06
30  95  8.25067e+06
30  96  3.00297e+06
30  97  1.65141e+07
30  98  9.50349e+06
30  99  1.48393e+07
30  100  3.00782e+07
31  0  3.86025e+07
31  1  3.43325e+07
31  2  3.84324e+07
31  3  2.66597e+07
31  4  4.43527e+07
31  5  2.44171e+07
31  6  4.50915e+07
31  7  2.2491e+07
31  8  1.52529e+07
31  9  1.94265e+07
31  10  2.34583e+07
31  11  1.59619e+07
31  12  2.55173e+07
31  13  3.22752e+07
31  14  2.27041e+07
31  15  3.06e+07
31  16  2.13937e+07
31  17  2.82679e+07
31  18  3.08439e+07
31  19  2.6114e+07
31  20  2.86618e+07
31  21  4.55045e+07
31  22  1.5872e+07
31  23  1.53704e+07
31  24  2.52798e+07
31  25  2.87182e+07
31  26  2.03876e+07
31  27  3.26158e+07
31  28  3.00537e+07
31  29  1.25142e+07
31  30  1.61817e+07
31  31  1.49741e+07
31  32  3.01202e+07
31  33  2.87852e+07
31  34  2.43559e+07
31  35  1.61733e+07
31  36  2.39613e+07
31  37  3.19351e+07
31  38  1.4143e+07
31  39  2.72921e+07
31  40  1.17466e+07
31  41  1.76972e+07
31  42  1.34813e+07
31  43  1.75566e+07
31  44  5.40443e+06
31  45  1.47762e+07
31  46  1.61746e+07
31  47  5.2811e+06
31  48  7.87901e+06
31  49  859419
31  50  1.07491e+07
31  51  1.3386e+07
31  52  1.85116e+07
31  53  2.5711e+07
31  54  1.68563e+07
31  55  2.57058e+07
31  56  1.97996e+07
31  57  2.71299e+07
31  58  3.35955e+07
31  59  2.87761e+07
31  60  3.88213e+07
31  61  3.63543e+07
31  62  2.9395e+07
31  63  3.8598e+07
31  64  4.19523e+07
31  65  5.01509e+07
31  66  3.47826e+07
31  67  4.49018e+07
31  68  8.46808e+07
31  69  3.86731e+07
31  70  6.30997e+07
31  71  6.09207e+07
31  72  5.09704e+07
31  73  7.88483e+07
31  74  3.43429e+07
31  75  3.11445e+07
31  76  1.5156e+07
31  77  2.07482e+07
31  78  2.03717e+07
31  79  1.32124e+07
31  80  1.35059e+07
31  81  1.61581e+07
31  82  5.2496e+06
31  83  4.51006e+06
31  84  9.07235e+06
31  85  1.30643e+06
31  86  1.32767e+07
31  87  1.06513e+07
31  88  1.43337e+07
31  89  9.71906e+06
31  90  5.99561e+06
31  91  656423
31  92  4.1032e+06
31  93  8.48438e+06
31  94  7.27377e+06
31  95  1.34081e+07
31  96  7.65261e+06
31  97  2.39465e+07
31  98  1.83624e+07
31  99  1.71349e+07
31  100  2.85199e+07
32  0  4.67255e+07
32  1  4.6026e+07
32  2  4.83135e+07
32  3  4.32674e+07
32  4  4.68503e+07
32  5  2.93828e+07
32  6  2.46137e+07
32  7  1.46551e+07
32  8  1.56876e+07
32  9  1.42898e+07
32  10  1.93606e+07
32  11  2.04991e+07
32  12  2.05087e+07
32  13  2.5518e+07
32  14  3.45156e+07
32  15  2.89459e+07
32  16  1.19779e+07
32  17  2.60877e+07
32  18  3.28106e+07
32  19  3.46308e+07
32  20  3.59479e+07
32  21  3.24085e+07
32  22  3.75128e+07
32  23  2.27917e+07
32  24  2.71637e+07
32  25  2.4529e+07
32  26  1.72079e+07
32  27  5.49588e+07
32  28  3.42818e+07
32  29  3.76112e+07
32  30  2.81208e+07
32  31  1.85464e+07
32  32  2.55966e+07
32  33  1.90159e+07
32  34  2.46194e+07
32  35  1.03464e+07
32  36  1.26465e+07
32  37  1.4227e+07
32  38  1.64051e+07
32  39  2.04318e+07
32  40  2.17344e+07
32  41  1.75349e+07
32  42  2.57844e+07
32  43  1.14844e+07
32  44  5.21773e+06
32  45  7.03093e+06
32  46  1.91938e+07
32  47  9.6925e+06
32  48  1.37875e+07
32  49  9.77695e+06
32  50  7.26648e+06
32  51  1.46963e+07
32  52  1.4696e+07
32  53  2.01315e+07
32  54  2.22079e+07
32  55  2.64501e+07
32  56  2.12308e+07
32  57  2.3648e+07
32  58  2.88131e+07
32  59  2.63351e+07
32  60  1.50023e+07
32  61  3.63099e+07
32  62  3.56369e+07
32  63  5.7825e+07
32  64  4.17336e+07
32  65  2.71437e+07
32  66  3.2154e+07
32  67  2.29107e+07
32  68  3.03072e+07
32  69  3.58119e+07
32  70  5.16788e+07
32  71  5.39982e+07
32  72  5.86574e+07
32  73  7.0421e+07
32  74  5.94762e+07
32  75  4.53319e+07
32  76  3.90334e+07
32  77  1.10745e+07
32  78  1.3032e+07
32  79  1.70566e+07
32  80  8.69308e+06
32  81  1.51542e+07
32  82  6.065e+06
32  83  9.64243e+06
32  84  1.051e+07
32  85  8.31599e+06
32  86  5.48792e+06
32  87  9.6896e+06
32  88  9.98212e+06
32  89  1.64678e+07
32  90  1.23677e+07
32  91  8.88979e+06
32  92  4.86727e+06
32  93  2.07583e+06
32  94  1.52692e+07
32  95  1.3983e+07
32  96  4.91985e+06
32  97  2.34759e+07
32  98  7.63178e+06
32  99  2.38576e+07
32  100  1.62635e+07
33  0  3.6699e+07
33  1  3.99342e+07
33  2  5.92558e+07
33  3  5.06988e+07
33  4  3.96833e+07
33  5  3.52893e+07
33  6  2.01229e+07
33  7  1.60505e+07
33  8  2.1252e+07
33  9  2.12797e+07
33  10  3.8422e+07
33  11  3.35861e+07
33  12  3.18923e+07
33  13  2.48147e+07
33  14  4.43563e+07
33  15  4.35161e+07
33  16  3.43462e+07
33  17  4.20717e+07
33  18  3.69005e+07
33  19  3.19213e+07
33  20  4.13602e+07
33  21  5.08196e+07
33  22  1.42212e+07
33  23  2.71646e+07
33  24  1.81975e+07
33  25  1.69311e+07
33  26  2.19729e+07
33  27  1.79579e+07
33  28  1.68971e+07
33  29  1.75399e+07
33  30  1.90699e+07
33  31  2.10834e+07
33  32  2.0982e+07
33  33  2.09344e+07
33  34  2.34165e+07
33  35  2.31318e+07
33  36  4.13402e+07
33  37  1.13924e+07
33  38  2.41984e+07
33  39  2.05578e+07
33  40  2.02637e+07
33  41  1.63397e+07
33  42  9.21615e+06
33  43  1.93501e+07
33  44  1.3593e+07
33  45  1.25709e+07
33  46  6.80478e+06
33  47  7.0013e+06
33  48  1.32097e+07
33  49  9.4809e+06
33  50  1.63376e+07
33  51  1.11009e+07
33  52  2.61778e+07
33  53  1.82063e+07
33  54  2.24775e+07
33  55  2.41289e+07
33  56  3.31796e+07
33  57  1.88964e+07
33  58  1.88397e+07
33  59  4.03622e+07
33  60  2.64577e+07
33  61  2.7797e+07
33  62  3.85539e+07
33  63  4.18763e+07
33  64  4.67564e+07
33  65  3.3018e+07
33  66  2.90592e+07
33  67  2.88013e+07
33  68  5.74335e+07
33  69  6.30448e+07
33  70  7.84284e+07
33  71  6.50442e+07
33  72  8.27913e+07
33  73  5.33336e+07
33  74  3.80952e+07
33  75  2.94037e+07
33  76  3.64463e+07
33  77  9.51639e+06
33  78  2.37037e+07
33  79  2.00105e+07
33  80  9.85061e+06
33  81  8.42475e+06
33  82  6.83053e+06
33  83  2.33628e+06
33  84  5.27475e+06
33  85  1.76154e+07
33  86  1.04495e+07
33  87  1.27584e+07
33  88  1.25292e+07
33  89  4.95019e+06
33  90  5.54448e+06
33  91  1.33612e+07
33  92  8.74481e+06
33  93  3.86661e+06
33  94  4.36633e+06
33  95  1.34906e+07
33  96  1.45324e+07
33  97  1.05731e+07
33  98  1.69467e+07
33  99  2.76943e+07
33  100  2.21679e+07
34  0  5.62583e+07
34  1  5.54071e+07
34  2  5.41032e+07
34  3  4.51536e+07
34  4  3.64622e+07
34  5  2.99492e+07
34  6  1.4384e+07
34  7  1.46728e+07
34  8  1.9785e+07
34  9  2.399e+07
34  10  2.38543e+07
34  11  3.01417e+07
34  12  3.69422e+07
34  13  3.62591e+07
34  14  4.26041e+07
34  15  2.33635e+07
34  16  3.31406e+07
34  17  3.53431e+07
34  18  3.67971e+07
34  19  2.84766e+07
34  20  3.92577e+07
34  21  2.16553e+07
34  22  4.39358e+07
34  23  2.78093e+07
34  24  3.71905e+07
34  25  1.12509e+07
34  26  2.28919e+07
34  27  3.47499e+07
34  28  2.04505e+07
34  29  1.74446e+07
34  30  1.31537e+07
34  31  2.63704e+07
34  32  2.69041e+07
34  33  2.71862e+07
34  34  2.61729e+07
34  35  6.43135e+06
34  36  5.71143e+06
34  37  1.92122e+07
34  38  2.1745e+07
34  39  9.08315e+06
34  40  1.04047e+07
34  41  1.5954e+07
34  42  3.90966e+07
34  43  1.50408e+07
34  44  6.50447e+06
34  45  1.17186e+07
34  46  7.2457e+06
34  47  2.26645e+07
34  48  4.98948e+06
34  49  1.58097e+07
34  50  1.85376e+07
34  51  1.79244e+07
34  52  1.5777e+07
34  53  9.5604e+06
34  54  1.95145e+07
34  55  2.56255e+07
34  56  2.76621e+07
34  57  2.43663e+07
34  58  1.37552e+07
34  59  2.65614e+07
34  60  1.29789e+07
34  61  2.20832e+07
34  62  3.83605e+07
34  63  3.87967e+07
34  64  5.131e+07
34  65  2.72149e+07
34  66  1.9161e+07
34  67  3.79932e+07
34  68  4.75313e+07
34  69  4.01127e+07
34  70  7.34332e+07
34  71  7.49643e+07
34  72  6.72737e+07
34  73  5.3541e+07
34  74  3.57323e+07
34  75  2.89857e+07
34  76  1.775e+07
34  77  2.54055e+07
34  78  2.23664e+07
34  79  1.72156e+07
34  80  1.62338e+07
34  81  0
34  82  6.38716e+06
34  83  6.8601e+06
34  84  9.76637e+06
34  85  7.27333e+06
34  86  9.32922e+06
34  87  1.1077e+07
34  88  6.02762e+06
34  89  8.71845e+06
34  90  1.06905e+07
34  91  7.1847e+06
34  92  1.64389e+07
34  93  7.00908e+06
34  94  4.43513e+06
34  95  1.39093e+07
34  96  1.46041e+07
34  97  1.42741e+07
34  98  1.80368e+07
34  99  3.5183e+07
34  100  2.42779e+07
35  0  5.04449e+07
35  1  4.3033e+07
35  2  3.9628e+07
35  3  3.99049e+07
35  4  4.88545e+07
35  5  3.5876e+07
35  6  1.15614e+07
35  7  1.37502e+07
35  8  2.82536e+07
35  9  2.36381e+07
35  10  3.01982e+07
35  11  4.6432e+07
35  12  4.1791e+07
35  13  3.07172e+07
35  14  4.28732e+07
35  15  2.02538e+07
35  16  2.65858e+07
35  17  3.75581e+07
35  18  3.75457e+07
35  19  3.2721e+07
35  20  2.52359e+07
35  21  2.08534e+07
35  22  2.56946e+07
35  23  3.5571e+07
35  24  2.85747e+07
35  25  3.16163e+07
35  26  1.99737e+07
35  27  2.46817e+07
35  28  1.92428e+07
35  29  2.54994e+07
35  30  1.87776e+07
35  31  2.17909e+07
35  32  3.24199e+07
35  33  2.60851e+07
35  34  2.00309e+07
35  35  2.8175e+07
35  36  1.1986e+07
35  37  3.01688e+07
35  38  2.06655e+07
35  39  1.57309e+07
35  40  2.34649e+07
35  41  2.34919e+07
35  42  3.36715e+07
35  43  1.25519e+07
35  44  1.0196e+07
35  45  2.19307e+06
35  46  7.80739e+06
35  47  8.94445e+06
35  48  9.25868e+06
35  49  1.55074e+07
35  50  1.49575e+07
35  51  1.66121e+07
35  52  2.78668e+07
35  53  2.29028e+07
35  54  8.94319e+06
35  55  1.34091e+07
35  56  1.27893e+07
35  57  3.64492e+07
35  58  2.45427e+07
35  59  1.47092e+07
35  60  1.57025e+07
35  61  2.92142e+07
35  62  2.94065e+07
35  63  2.53377e+07
35  64  2.8669e+07
35  65  2.9605e+07
35  66  2.37108e+07
35  67  2.95578e+07
35  68  3.76871e+07
35  69  5.05797e+07
35  70  6.57398e+07
35  71  6.43363e+07
35  72  7.57049e+07
35  73  3.60552e+07
35  74  4.89703e+07
35  75  3.13456e+07
35  76  3.7047e+07
35  77  1.64185e+07
35  78  1.03151e+07
35  79  9.42339e+06
35  80  1.04533e+07
35  81  8.5529e+06
35  82  3.37291e+06
35  83  5.41012e+06
35  84  1.09162e+07
35  85  5.86362e+06
35  86  3.14449e+06
35  87  4.56405e+06
35  88  4.73483e+06
35  89  3.53822e+06
35  90  4.67366e+06
35  91  0
35  92  1.04828e+07
35  93  5.54364e+06
35  94  1.94829e+07
35  95  5.40269e+06
35  96  1.49316e+07
35  97  1.60622e+07
35  98  2.92987e+07
35  99  1.37919e+07
35  100  2.7828e+07
36  0  5.24538e+07
36  1  4.43844e+07
36  2  5.3484e+07
36  3  3.86241e+07
36  4  5.03383e+07
36  5  2.87333e+07
36  6  1.6359e+07
36  7  1.87568e+07
36  8  2.63454e+07
36  9  4.2855e+07
36  10  2.10608e+07
36  11  4.04539e+07
36  12  2.81207e+07
36  13  4.41399e+07
36  14  4.33207e+07
36  15  3.31465e+07
36  16  4.10188e+07
36  17  3.65728e+07
36  18  2.80278e+07
36  19  2.99639e+07
36  20  3.44373e+07
36  21  2.3603e+07
36  22  1.69527e+07
36  23  6.40644e+06
36  24  2.23888e+07
36  25  1.17504e+07
36  26  2.44679e+07
36  27  2.88232e+07
36  28  4.56677e+07
36  29  2.40851e+07
36  30  3.20097e+07
36  31  1.54583e+07
36  32  4.00226e+07
36  33  2.78258e+07
36  34  2.367e+07
36  35  2.44037e+07
36  36  2.23142e+07
36  37  1.22459e+07
36  38  2.19228e+07
36  39  8.4418e+06
36  40  1.57912e+07
36  41  2.63725e+07
36  42  2.06689e+07
36  43  3.14141e+07
36  44  1.00746e+07
36  45  1.6438e+07
36  46  2.50462e+07
36  47  1.10066e+07
36  48  1.24358e+07
36  49  1.29664e+07
36  50  1.68352e+07
36  51  7.30752e+06
36  52  1.93207e+07
36  53  2.04096e+07
36  54  1.63311e+07
36  55  9.50601e+06
36  56  1.24489e+07
36  57  1.72662e+07
36  58  1.31885e+07
36  59  1.45817e+07
36  60  1.95925e+07
36  61  2.09823e+07
36  62  2.63412e+07
36  63  2.1493e+07
36  64  1.71921e+07
36  65  2.67924e+07
36  66  2.64095e+07
36  67  2.58061e+07
36  68  5.20398e+07
36  69  3.98272e+07
