row  column  (images_14_017.edf P-K*images_14_017.edf Ar-K**(2.3))
28  64  8.04448e+06
28  65  1.32537e+07
28  66  1.19676e+07
28  67  2.50348e+06
28  68  1.02375e+07
28  69  1.49762e+07
28  70  1.85112e+06
28  71  1.61456e+07
28  72  7.50332e+06
28  73  7.05656e+06
28  74  1.16862e+07
28  75  4.72393e+06
28  76  7.53816e+06
28  77  0
28  78  676513
28  79  0
28  80  0
28  81  0
28  82  1.11585e+06
28  83  0
28  84  1.76981e+06
28  85  0
28  86  3.11726e+06
28  87  0
28  88  996561
28  89  0
28  90  0
28  91  0
28  92  0
28  93  0
28  94  0
28  95  0
28  96  0
28  97  3.12908e+06
28  98  2.85469e+06
28  99  1.10643e+06
28  100  2.46317e+06
29  0  0
29  1  1.21855e+06
29  2  0
29  3  3.24614e+06
29  4  0
29  5  0
29  6  2.24283e+06
29  7  0
29  8  3.31533e+06
29  9  0
29  10  2.91205e+06
29  11  1.61717e+06
29  12  7.78747e+06
29  13  8.10196e+06
29  14  2.35867e+06
29  15  1.01458e+07
29  16  8.59131e+06
29  17  4.25376e+06
29  18  6.4331e+06
29  19  3.68571e+06
29  20  7.79519e+06
29  21  1.89911e+06
29  22  2.93062e+06
29  23  4.68021e+06
29  24  4.37637e+06
29  25  2.06198e+06
29  26  8.91607e+06
29  27  7.14638e+06
29  28  4.7606e+06
29  29  3.32415e+06
29  30  2.49167e+06
29  31  8.79966e+06
29  32  9.81057e+06
29  33  4.92721e+06
29  34  572007
29  35  0
29  36  495207
29  37  4.31895e+06
29  38  8.7735e+06
29  39  0
29  40  8.38833e+06
29  41  1.72853e+06
29  42  1.36109e+06
29  43  628060
29  44  380648
29  45  1.69954e+06
29  46  0
29  47  0
29  48  156126
29  49  2.06731e+06
29  50  0
29  51  1.16028e+07
29  52  9.92943e+06
29  53  2.58992e+06
29  54  1.23585e+07
29  55  1.42226e+07
29  56  1.14475e+07
29  57  1.70371e+07
29  58  3.96345e+06
29  59  9.2151e+06
29  60  7.67033e+06
29  61  1.41941e+06
29  62  1.70619e+07
29  63  1.33104e+07
29  64  2.19492e+07
29  65  7.22617e+06
29  66  3.10751e+06
29  67  1.64865e+07
29  68  1.28475e+07
29  69  0
29  70  2.00508e+06
29  71  1.60897e+07
29  72  1.74595e+07
29  73  1.42036e+07
29  74  2.02103e+07
29  75  7.0273e+06
29  76  9.56041e+06
29  77  119495
29  78  574574
29  79  0
29  80  0
29  81  0
29  82  0
29  83  3.20326e+06
29  84  0
29  85  1.80927e+06
29  86  0
29  87  0
29  88  0
29  89  0
29  90  0
29  91  0
29  92  0
29  93  0
29  94  0
29  95  431109
29  96  0
29  97  257350
29  98  1.48324e+06
29  99  2.84966e+06
29  100  5.58549e+06
30  0  0
30  1  0
30  2  0
30  3  0
30  4  0
30  5  0
30  6  0
30  7  769732
30  8  1.1527e+06
30  9  2.80652e+06
30  10  2.39429e+06
30  11  4.73911e+06
30  12  6.97408e+06
30  13  6.12562e+06
30  14  2.82264e+06
30  15  4.029e+06
30  16  7.58581e+06
30  17  7.78432e+06
30  18  9.47589e+06
30  19  5.8537e+06
30  20  1.04441e+07
30  21  1.43359e+07
30  22  6.1986e+06
30  23  1.06438e+07
30  24  2.17634e+06
30  25  1.34534e+07
30  26  6.84472e+06
30  27  5.11797e+06
30  28  0
30  29  77211.6
30  30  0
30  31  8.94798e+06
30  32  9.33042e+06
30  33  1.72035e+07
30  34  1.00158e+06
30  35  738235
30  36  0
30  37  1.37622e+06
30  38  0
30  39  3.06633e+06
30  40  0
30  41  721793
30  42  0
30  43  0
30  44  0
30  45  3.55821e+06
30  46  4.23516e+06
30  47  0
30  48  2.62097e+06
30  49  0
30  50  4.16884e+06
30  51  2.67669e+06
30  52  1.49912e+07
30  53  0
30  54  9.30891e+06
30  55  1.42948e+07
30  56  8.12944e+06
30  57  2.76653e+06
30  58  3.58597e+06
30  59  7.3936e+06
30  60  1.06939e+07
30  61  8.3629e+06
30  62  1.26308e+07
30  63  1.08338e+06
30  64  1.26912e+07
30  65  8.82094e+06
30  66  3.46308e+06
30  67  1.03068e+07
30  68  8.1254e+06
30  69  1.31792e+07
30  70  1.31638e+07
30  71  9.99371e+06
30  72  1.50115e+07
30  73  1.54309e+07
30  74  8.19341e+06
30  75  1.94538e+06
30  76  1.58753e+06
30  77  0
30  78  0
30  79  0
30  80  0
30  81  1.25465e+06
30  82  0
30  83  0
30  84  0
30  85  0
30  86  0
30  87  0
30  88  0
30  89  0
30  90  585876
30  91  0
30  92  0
30  93  0
30  94  0
30  95  0
30  96  0
30  97  2.70377e+06
30  98  0
30  99  0
30  100  1.14148e+06
31  0  0
31  1  0
31  2  0
31  3  0
31  4  0
31  5  0
31  6  305935
31  7  0
31  8  2.70281e+06
31  9  2.09612e+06
31  10  3.51738e+06
31  11  3.17587e+06
31  12  9.60482e+06
31  13  1.16652e+07
31  14  4.77153e+06
31  15  4.68704e+06
31  16  5.26669e+06
31  17  6.78668e+06
31  18  2.62364e+06
31  19  7.10098e+06
31  20  1.47412e+07
31  21  1.55923e+07
31  22  855221
31  23  7.04812e+06
31  24  6.78701e+06
31  25  0
31  26  378642
31  27  0
31  28  1.81394e+06
31  29  2.12584e+06
31  30  657799
31  31  4.27046e+06
31  32  9.45448e+06
31  33  2.09964e+06
31  34  3.6241e+06
31  35  6.3792e+06
31  36  833273
31  37  3.52706e+06
31  38  0
31  39  1.0043e+07
31  40  2.22004e+06
31  41  0
31  42  2.68717e+06
31  43  0
31  44  0
31  45  4.96304e+06
31  46  6.96903e+06
31  47  0
31  48  0
31  49  0
31  50  0
31  51  0
31  52  0
31  53  4.73194e+06
31  54  1.74628e+06
31  55  0
31  56  3.91691e+06
31  57  3.96205e+06
31  58  1.0478e+07
31  59  1.28999e+06
31  60  1.18219e+07
31  61  7.78994e+06
31  62  2.66038e+06
31  63  7.85031e+06
31  64  7.16923e+06
31  65  1.26631e+07
31  66  1.31529e+07
31  67  5.82372e+06
31  68  1.39077e+07
31  69  6.57811e+06
31  70  1.08053e+07
31  71  1.3976e+07
31  72  6.72131e+06
31  73  1.27802e+07
31  74  2.49992e+06
31  75  6.00171e+06
31  76  0
31  77  0
31  78  0
31  79  0
31  80  0
31  81  990452
31  82  0
31  83  1.48525e+06
31  84  0
31  85  0
31  86  0
31  87  0
31  88  977707
31  89  0
31  90  0
31  91  0
31  92  0
31  93  0
31  94  0
31  95  0
31  96  0
31  97  3.18728e+06
31  98  703479
31  99  1.1429e+06
31  100  0
32  0  0
32  1  0
32  2  0
32  3  0
32  4  2.85597e+06
32  5  438847
32  6  0
32  7  1.59813e+06
32  8  3.61154e+06
32  9  759573
32  10  3.01206e+06
32  11  8.70889e+06
32  12  7.87869e+06
32  13  3.26134e+06
32  14  8.87941e+06
32  15  5.96887e+06
32  16  3.23374e+06
32  17  2.79319e+06
32  18  8.67488e+06
32  19  1.19988e+07
32  20  1.38039e+07
32  21  4.87005e+06
32  22  1.30227e+07
32  23  4.29356e+06
32  24  948311
32  25  2.99351e+06
32  26  1.01928e+06
32  27  8.61513e+06
32  28  5.14655e+06
32  29  7.64601e+06
32  30  1.19886e+07
32  31  2.47018e+06
32  32  3.90377e+06
32  33  5.02698e+06
32  34  4.13604e+06
32  35  0
32  36  3.37472e+06
32  37  0
32  38  0
32  39  203323
32  40  0
32  41  0
32  42  3.47633e+06
32  43  0
32  44  1.88223e+06
32  45  0
32  46  2.49184e+06
32  47  2.99229e+06
32  48  0
32  49  601844
32  50  2.85869e+06
32  51  0
32  52  0
32  53  5.50339e+06
32  54  1.25186e+07
32  55  0
32  56  1.87435e+06
32  57  3.59736e+06
32  58  5.46248e+06
32  59  1.39494e+07
32  60  3.11191e+06
32  61  3.24402e+06
32  62  0
32  63  5.35185e+06
32  64  9.16762e+06
32  65  9.39926e+06
32  66  4.49252e+06
32  67  0
32  68  1.05195e+06
32  69  1.77439e+06
32  70  1.84595e+07
32  71  1.11922e+07
32  72  2.07464e+06
32  73  1.71031e+07
32  74  1.41024e+07
32  75  2.53252e+06
32  76  9.85755e+06
32  77  0
32  78  2.43503e+06
32  79  1.23595e+06
32  80  0
32  81  879385
32  82  0
32  83  0
32  84  0
32  85  1.29451e+06
32  86  0
32  87  0
32  88  0
32  89  758957
32  90  0
32  91  0
32  92  0
32  93  0
32  94  810985
32  95  0
32  96  0
32  97  991393
32  98  1.33009e+06
32  99  1.53292e+06
32  100  0
33  0  410402
33  1  0
33  2  171091
33  3  0
33  4  0
33  5  0
33  6  0
33  7  786739
33  8  3.82747e+06
33  9  1.24861e+06
33  10  8.98097e+06
33  11  1.99627e+06
33  12  1.51322e+06
33  13  8.52055e+06
33  14  1.4745e+07
33  15  5.07366e+06
33  16  1.87339e+06
33  17  8.767e+06
33  18  8.00803e+06
33  19  1.47369e+07
33  20  5.09824e+06
33  21  1.64953e+07
33  22  0
33  23  1.43329e+06
33  24  6.36225e+06
33  25  8.37671e+06
33  26  5.1558e+06
33  27  5.86955e+06
33  28  1.244e+06
33  29  5.32215e+06
33  30  6.70173e+06
33  31  8.36303e+06
33  32  0
33  33  0
33  34  5.19888e+06
33  35  693167
33  36  1.17668e+07
33  37  4.37133e+06
33  38  4.38153e+06
33  39  0
33  40  4.81503e+06
33  41  2.36492e+06
33  42  4.37793e+06
33  43  463552
33  44  2.53799e+06
33  45  0
33  46  0
33  47  0
33  48  0
33  49  2.46424e+06
33  50  0
33  51  3.74477e+06
33  52  2.89241e+06
33  53  3.41272e+06
33  54  3.6138e+06
33  55  9.76313e+06
33  56  6.32607e+06
33  57  6.94893e+06
33  58  1.30603e+07
33  59  2.36359e+06
33  60  5.79806e+06
33  61  5.21006e+06
33  62  8.11628e+06
33  63  1.52829e+07
33  64  8.78766e+06
33  65  8.55788e+06
33  66  1.02137e+06
33  67  0
33  68  1.3172e+07
33  69  6.46753e+06
33  70  1.26833e+07
33  71  1.89728e+07
33  72  1.17091e+07
33  73  0
33  74  0
33  75  4.01622e+06
33  76  8.32522e+06
33  77  2.55548e+06
33  78  0
33  79  2.57945e+06
33  80  0
33  81  0
33  82  0
33  83  0
33  84  0
33  85  4.25268e+06
33  86  0
33  87  0
33  88  2.96541e+06
33  89  0
33  90  0
33  91  1.89701e+06
33  92  0
33  93  0
33  94  1.85622e+06
33  95  1.88971e+06
33  96  0
33  97  0
33  98  0
33  99  0
33  100  74419.7
34  0  0
34  1  0
34  2  0
34  3  0
34  4  1.67676e+06
34  5  2.85151e+06
34  6  1.38524e+06
34  7  1.36258e+06
34  8  1.64991e+06
34  9  3.22219e+06
34  10  4.77067e+06
34  11  4.42511e+06
34  12  9.08183e+06
34  13  2.10433e+07
34  14  1.28759e+07
34  15  1.1514e+07
34  16  8.09613e+06
34  17  2.31578e+06
34  18  1.11194e+07
34  19  7.89779e+06
34  20  1.88505e+06
34  21  6.67711e+06
34  22  1.94222e+07
34  23  1.0638e+07
34  24  5.21667e+06
34  25  1.04951e+06
34  26  0
34  27  9.34668e+06
34  28  4.07393e+06
34  29  3.08938e+06
34  30  1.30775e+07
34  31  2.53163e+06
34  32  3.47747e+06
34  33  0
34  34  0
34  35  0
34  36  0
34  37  809372
34  38  2.43818e+06
34  39  0
34  40  0
34  41  1.22114e+06
34  42  8.4536e+06
34  43  0
34  44  956475
34  45  0
34  46  0
34  47  3.29479e+06
34  48  2.06293e+06
34  49  2.2085e+06
34  50  185918
34  51  0
34  52  0
34  53  7.59065e+06
34  54  2.05895e+06
34  55  3.31888e+06
34  56  0
34  57  4.10813e+06
34  58  0
34  59  0
34  60  0
34  61  0
34  62  5.36363e+06
34  63  1.16117e+07
34  64  1.67698e+07
34  65  6.33493e+06
34  66  0
34  67  1.03497e+07
34  68  2.7886e+06
34  69  6.72912e+06
34  70  1.60254e+07
34  71  1.59504e+07
34  72  6.56619e+06
34  73  632419
34  74  0
34  75  0
34  76  5.05605e+06
34  77  0
34  78  2.06344e+06
34  79  2.52448e+06
34  80  0
34  81  0
34  82  0
34  83  0
34  84  0
34  85  0
34  86  0
34  87  0
34  88  880202
34  89  0
34  90  1.17868e+06
34  91  0
34  92  1.18192e+06
34  93  0
34  94  0
34  95  0
34  96  0
34  97  1.57975e+06
34  98  6.43135e+06
34  99  4.3228e+06
34  100  0
35  0  0
35  1  257646
35  2  0
35  3  0
35  4  1.69131e+06
35  5  171430
35  6  254202
35  7  0
35  8  0
35  9  1.02406e+07
35  10  6.53891e+06
35  11  8.63195e+06
35  12  5.97005e+06
35  13  1.00374e+07
35  14  1.05807e+07
35  15  3.47809e+06
35  16  4.39858e+06
35  17  1.7045e+06
35  18  1.39653e+07
35  19  9.14989e+06
35  20  5.54747e+06
35  21  4.42804e+06
35  22  1.08702e+06
35  23  5.90019e+06
35  24  6.0951e+06
35  25  4.28126e+06
35  26  3.41681e+06
35  27  0
35  28  7.23696e+06
35  29  1.07742e+07
35  30  7.41232e+06
35  31  1.00802e+07
35  32  850307
35  33  0
35  34  0
35  35  3.81205e+06
35  36  721701
35  37  5.09869e+06
35  38  2.2257e+06
35  39  0
35  40  6.79178e+06
35  41  0
35  42  8.36881e+06
35  43  0
35  44  2.02267e+06
35  45  661275
35  46  2.33906e+06
35  47  0
35  48  244518
35  49  3.10726e+06
35  50  1.46367e+06
35  51  2.32156e+06
35  52  1.18541e+07
35  53  1.88203e+06
35  54  3.04939e+06
35  55  2.06913e+06
35  56  2.12358e+06
35  57  1.81306e+06
35  58  1.30588e+06
35  59  2.44871e+06
35  60  3.83918e+06
35  61  7.51071e+06
35  62  3.17774e+06
35  63  1.15711e+06
35  64  7.09947e+06
35  65  4.63331e+06
35  66  0
35  67  1.17419e+06
35  68  5.08357e+06
35  69  7.57212e+06
35  70  6.49229e+06
35  71  9.79594e+06
35  72  2.27282e+07
35  73  8.00616e+06
35  74  8.25697e+06
35  75  5.22088e+06
35  76  6.67157e+06
35  77  0
35  78  1.85318e+06
35  79  0
35  80  0
35  81  0
35  82  0
35  83  0
35  84  0
35  85  0
35  86  0
35  87  0
35  88  0
35  89  0
35  90  0
35  91  0
35  92  0
35  93  0
35  94  2.28256e+06
35  95  324561
35  96  0
35  97  0
35  98  7.93956e+06
35  99  0
35  100  4.72409e+06
36  0  147832
36  1  0
36  2  0
36  3  0
36  4  0
36  5  0
36  6  2.06172e+06
36  7  5.22297e+06
36  8  7.97989e+06
36  9  1.11761e+07
36  10  1.68256e+06
36  11  7.55788e+06
36  12  7.28698e+06
36  13  1.08697e+07
36  14  6.37458e+06
36  15  8.625e+06
36  16  1.56008e+07
36  17  1.078e+07
36  18  1.16205e+06
36  19  8.4121e+06
36  20  1.57909e+07
36  21  4.86645e+06
36  22  4.66466e+06
36  23  6.1113e+06
36  24  5.35132e+06
36  25  6.79666e+06
36  26  1.62495e+07
36  27  9.77942e+06
36  28  8.15959e+06
36  29  0
36  30  4.63979e+06
36  31  1.24727e+07
36  32  1.43965e+06
36  33  5.91974e+06
36  34  2.02838e+06
36  35  5.24017e+06
36  36  2.52327e+06
36  37  0
36  38  94385
36  39  0
36  40  1.80531e+06
36  41  0
36  42  1.00085e+06
36  43  0
36  44  0
36  45  446029
36  46  6.06648e+06
36  47  0
36  48  182918
36  49  0
36  50  2.20067e+06
36  51  320950
36  52  1.38086e+06
36  53  2.75974e+06
36  54  2.05746e+06
36  55  1.938e+06
36  56  3.24272e+06
36  57  3.48063e+06
36  58  0
36  59  1.07411e+06
36  60  0
36  61  0
36  62  6.72284e+06
36  63  0
36  64  0
36  65  8.80745e+06
36  66  1.04981e+06
36  67  6.94607e+06
36  68  1.08895e+07
36  69  1.82054e+06
36  70  5.29611e+06
36  71  1.50773e+07
36  72  3.42022e+06
36  73  6.46177e+06
36  74  1.2944e+07
36  75  2.70448e+06
36  76  4.60415e+06
36  77  0
36  78  350367
36  79  776530
36  80  0
36  81  0
36  82  1.63823e+06
36  83  0
36  84  0
36  85  0
36  86  0
36  87  2.44069e+06
36  88  631816
36  89  1.37403e+06
36  90  0
36  91  0
36  92  0
36  93  0
36  94  0
36  95  3.15004e+06
36  96  0
36  97  360476
36  98  1.77902e+06
36  99  0
36  100  3.95887e+06
37  0  0
37  1  0
37  2  0
37  3  0
37  4  0
37  5  969355
37  6  1.08149e+06
37  7  2.05844e+06
37  8  1.00054e+07
37  9  9.62665e+06
37  10  8.57713e+06
37  11  2.5575e+07
37  12  9.69391e+06
37  13  8.41789e+06
37  14  8.16502e+06
37  15  6.02496e+06
37  16  4.65567e+06
37  17  6.30576e+06
37  18  8.7252e+06
37  19  1.28111e+07
37  20  3.82419e+06
37  21  4.17095e+06
37  22  2.26915e+06
37  23  8.59808e+06
37  24  557111
37  25  4.15309e+06
37  26  7.19963e+06
37  27  0
37  28  5.20191e+06
37  29  2.93741e+06
37  30  4.00452e+06
37  31  9.79245e+06
37  32  0
37  33  1.17264e+07
37  34  623864
37  35  4.23259e+06
37  36  0
37  37  1.65516e+06
37  38  0
37  39  4.08505e+06
37  40  3.18534e+06
37  41  0
37  42  1.35395e+07
37  43  0
37  44  2.4353e+06
37  45  0
37  46  1.7248e+06
37  47  572211
37  48  2.25592e+06
37  49  1.81835e+06
37  50  0
37  51  0
37  52  914275
37  53  1.41018e+06
37  54  329168
37  55  2.52571e+06
37  56  173724
37  57  3.09383e+06
37  58  9.9488e+06
37  59  0
37  60  5.99087e+06
37  61  0
37  62  4.48629e+06
37  63  7.202e+06
37  64  1.01486e+07
37  65  1.65026e+06
37  66  394197
37  67  3.75976e+06
37  68  6.36463e+06
37  69  6.67354e+06
37  70  5.82027e+06
37  71  4.38717e+06
37  72  3.30928e+07
37  73  7.17667e+06
37  74  9.27191e+06
37  75  1.86555e+06
37  76  2.04134e+06
37  77  2.87739e+06
37  78  2.90877e+06
37  79  5.02407e+06
37  80  0
37  81  0
37  82  0
37  83  0
37  84  0
37  85  0
37  86  0
37  87  3.62659e+06
37  88  0
37  89  0
37  90  0
37  91  0
37  92  0
37  93  0
37  94  764565
37  95  1.17326e+06
37  96  1.69657e+06
37  97  1.92533e+06
37  98  3.18893e+06
37  99  2.20204e+06
37  100  8.57902e+06
38  0  1.08904e+06
38  1  0
38  2  0
38  3  0
38  4  0
38  5  0
38  6  1.71118e+06
38  7  0
38  8  5.92273e+06
38  9  5.86621e+06
38  10  1.64377e+07
38  11  1.50425e+07
38  12  1.97839e+07
38  13  1.90061e+07
38  14  1.61447e+07
38  15  1.07071e+07
38  16  1.14614e+07
38  17  1.46616e+06
38  18  4.20158e+06
38  19  6.44193e+06
38  20  4.31659e+06
38  21  8.09729e+06
38  22  982429
38  23  5.89244e+06
38  24  1.22479e+07
38  25  3.24708e+06
38  26  1.35545e+07
38  27  3.07067e+06
38  28  5.32152e+06
38  29  0
38  30  2.89723e+06
38  31  5.61369e+06
38  32  0
38  33  0
38  34  0
38  35  923147
38  36  0
38  37  2.57622e+06
38  38  519230
38  39  3.82634e+06
38  40  0
38  41  9.17373e+06
38  42  0
38  43  0
38  44  5.22841e+06
38  45  1.15862e+06
38  46  0
38  47  4.23265e+06
38  48  0
38  49  804749
38  50  313888
38  51  5.09425e+06
38  52  1.01713e+06
38  53  3.22435e+06
38  54  773334
38  55  0
38  56  0
38  57  2.7038e+06
38  58  0
38  59  7.63321e+06
38  60  7.76462e+06
38  61  714174
38  62  7.1171e+06
38  63  0
38  64  0
38  65  0
38  66  0
38  67  0
38  68  9.99212e+06
38  69  4.2244e+06
38  70  1.3558e+07
38  71  1.72906e+07
38  72  2.05109e+07
38  73  3.4368e+06
38  74  1.1523e+07
38  75  1.5717e+06
38  76  0
38  77  0
38  78  1.27542e+06
38  79  0
38  80  940803
38  81  3.70642e+06
38  82  0
38  83  0
38  84  0
38  85  0
38  86  0
38  87  541850
38  88  1.97473e+06
38  89  0
38  90  0
38  91  1.40231e+06
38  92  0
38  93  0
38  94  0
38  95  3.05988e+06
38  96  0
38  97  0
38  98  0
38  99  2.64851e+06
38  100  239066
39  0  3.96886e+06
39  1  1.93057e+06
39  2  0
39  3  0
39  4  0
39  5  2.85894e+06
39  6  240629
39  7  29051.8
39  8  1.03638e+07
39  9  4.06601e+06
39  10  9.89626e+06
39  11  2.39141e+07
39  12  1.68367e+07
39  13  5.65159e+06
39  14  8.10296e+06
39  15  7.58971e+06
39  16  4.89108e+06
39  17  2.52314e+06
39  18  2.35559e+06
39  19  1.02386e+07
39  20  1.12266e+07
39  21  4.79641e+06
39  22  979182
39  23  3.33095e+06
39  24  3.67145e+06
39  25  3.4229e+06
39  26  0
39  27  4.93844e+06
39  28  7.41592e+06
39  29  7.37649e+06
39  30  3.7586e+06
39  31  2.64249e+06
39  32  7.34361e+06
39  33  0
39  34  1.56468e+06
39  35  0
39  36  0
39  37  1.62944e+06
39  38  2.92296e+06
39  39  0
39  40  0
39  41  2.06985e+06
39  42  0
39  43  2.81926e+06
39  44  0
39  45  0
39  46  4.1826e+06
39  47  0
39  48  0
39  49  0
39  50  0
39  51  1.89551e+06
39  52  587173
39  53  610564
39  54  4.73065e+06
39  55  726624
39  56  2.02031e+06
39  57  0
39  58  2.63891e+06
39  59  0
39  60  345342
39  61  2.51225e+06
39  62  5.72812e+06
39  63  0
39  64  607938
39  65  1.03241e+07
39  66  1.50666e+06
39  67  3.46912e+06
39  68  0
39  69  1.41431e+07
39  70  1.18088e+07
39  71  2.66138e+06
39  72  5.31483e+06
39  73  9.20455e+06
39  74  8.60072e+06
39  75  0
39  76  4.71518e+06
39  77  0
39  78  0
39  79  1.45138e+06
39  80  2.01839e+06
39  81  0
39  82  0
39  83  0
39  84  1.31556e+06
39  85  0
39  86  0
39  87  0
39  88  0
39  89  563305
39  90  0
39  91  0
39  92  191183
39  93  1.84123e+06
39  94  5.22783e+06
39  95  535303
39  96  0
39  97  2.24908e+06
39  98  2.38237e+06
39  99  5.9711e+06
39  100  3.57303e+06
40  0  0
40  1  0
40  2  0
40  3  0
40  4  0
40  5  0
40  6  3.63984e+06
40  7  52742.5
40  8  4.60594e+06
40  9  1.16934e+07
40  10  1.35405e+07
40  11  9.78635e+06
40  12  9.72508e+06
40  13  2.27681e+07
40  14  6.42581e+06
40  15  1.18425e+07
40  16  1.1317e+07
40  17  1.49794e+07
40  18  1.46884e+07
40  19  6.2827e+06
40  20  1.44395e+07
40  21  3.62943e+06
40  22  6.73967e+06
40  23  4.04355e+06
40  24  8.24133e+06
40  25  3.46589e+06
40  26  7.04752e+06
40  27  4.52793e+06
40  28  4.13558e+06
40  29  4.30905e+06
40  30  276808
40  31  0
40  32  1.17796e+06
40  33  4.54537e+06
40  34  0
40  35  590806
40  36  1.00475e+06
40  37  2.76767e+06
40  38  1.31765e+06
40  39  2.76018e+06
40  40  5.37354e+06
40  41  2.1377e+06
40  42  131160
40  43  2.26371e+06
40  44  0
40  45  4.23102e+06
40  46  1.40853e+06
40  47  0
40  48  0
40  49  0
40  50  0
40  51  52800
40  52  0
40  53  0
40  54  0
40  55  0
40  56  0
40  57  0
40  58  1.21866e+06
40  59  2.27319e+06
40  60  0
40  61  1.12052e+06
40  62  3.55208e+06
40  63  4.36804e+06
40  64  2.17961e+06
40  65  0
40  66  0
40  67  4.11946e+06
40  68  3.28197e+06
40  69  1.95063e+06
40  70  6.93468e+06
40  71  6.4582e+06
40  72  9.96959e+06
40  73  1.7379e+06
40  74  3.38711e+06
40  75  2.98413e+06
40  76  8.80176e+06
40  77  0
40  78  0
40  79  2.08005e+06
40  80  0
40  81  0
40  82  0
40  83  0
40  84  0
40  85  1.29782e+06
40  86  0
40  87  0
40  88  1.48534e+06
40  89  0
40  90  0
40  91  0
40  92  873440
40  93  0
40  94  2.96221e+06
40  95  0
40  96  0
40  97  0
40  98  0
40  99  5.5149e+06
40  100  4.8556e+06
41  0  0
41  1  0
41  2  0
41  3  0
41  4  0
41  5  0
41  6  0
41  7  2.67202e+06
41  8  1.39156e+07
41  9  8.68412e+06
41  10  1.74092e+07
41  11  2.08214e+07
41  12  1.45078e+07
41  13  2.05347e+07
41  14  7.37431e+06
41  15  3.79109e+06
41  16  7.0993e+06
41  17  1.36934e+07
41  18  0
41  19  6.35298e+06
41  20  2.47649e+06
41  21  1.20771e+06
41  22  1.67913e+06
41  23  4.67503e+06
41  24  4.33162e+06
41  25  6.1288e+06
41  26  4.31267e+06
41  27  0
41  28  0
41  29  1.76819e+06
41  30  5.31659e+06
41  31  982446
41  32  1.20985e+06
41  33  0
41  34  2.40821e+06
41  35  4.02138e+06
41  36  0
41  37  3.30412e+06
41  38  0
41  39  640905
41  40  0
41  41  1.02852e+06
41  42  4.22586e+06
41  43  0
41  44  0
41  45  0
41  46  3.6917e+06
41  47  2.02421e+06
41  48  0
41  49  0
41  50  0
41  51  0
41  52  1.25594e+06
41  53  8.15465e+06
41  54  2.18312e+06
41  55  5.10066e+06
41  56  0
41  57  2.7989e+06
41  58  0
41  59  0
41  60  2.32001e+06
41  61  476998
41  62  1.96624e+06
41  63  992929
41  64  1.93729e+06
41  65  4.75728e+06
41  66  0
41  67  5.69214e+06
41  68  2.20259e+06
41  69  265289
41  70  1.99973e+07
41  71  1.84709e+07
41  72  5.80792e+06
41  73  958012
41  74  0
41  75  0
41  76  0
41  77  0
41  78  0
41  79  0
41  80  0
41  81  0
41  82  0
41  83  1.58997e+06
41  84  0
41  85  0
41  86  2.10049e+06
41  87  3.59735e+06
41  88  0
41  89  1.1125e+06
41  90  0
41  91  0
41  92  537676
41  93  0
41  94  0
41  95  1.31011e+06
41  96  0
41  97  2.80908e+06
41  98  2.26237e+06
41  99  3.99514e+06
41  100  3.47597e+06
42  0  0
42  1  0
42  2  0
42  3  367595
42  4  405814
42  5  0
42  6  5.51838e+06
42  7  2.0539e+06
42  8  5.06122e+06
42  9  8.63722e+06
42  10  1.32729e+07
42  11  2.03565e+07
42  12  1.99489e+07
42  13  2.5137e+07
42  14  1.80153e+07
42  15  6.93573e+06
42  16  9.54256e+06
42  17  1.63698e+07
42  18  1.16168e+07
42  19  0
42  20  1.02899e+07
42  21  325999
42  22  2.82455e+06
42  23  2.25531e+06
42  24  1.08407e+07
42  25  9.28689e+06
42  26  5.11367e+06
42  27  0
42  28  4.67732e+06
42  29  0
42  30  6.95328e+06
42  31  2.17336e+06
42  32  5.22083e+06
42  33  817921
42  34  4.06793e+06
42  35  1.1382e+07
42  36  4.4805e+06
42  37  0
42  38  2.28613e+06
42  39  0
42  40  7.15085e+06
42  41  3.15087e+06
42  42  729937
42  43  0
42  44  196716
42  45  0
42  46  0
42  47  2.29019e+06
42  48  1.45408e+06
42  49  0
42  50  0
42  51  3.25166e+06
42  52  0
42  53  0
42  54  0
42  55  0
42  56  0
42  57  0
42  58  661615
42  59  0
42  60  0
42  61  2.57162e+06
42  62  0
42  63  1.56552e+06
42  64  388567
42  65  0
42  66  0
42  67  0
42  68  4.08706e+06
42  69  1.40226e+07
42  70  1.26932e+07
42  71  7.79161e+06
42  72  5.73366e+06
42  73  7.76987e+06
42  74  8.5048e+06
42  75  0
42  76  1.99905e+06
42  77  1.98193e+06
42  78  0
42  79  0
42  80  0
42  81  0
42  82  0
42  83  0
42  84  0
42  85  0
42  86  752750
42  87  4.91087e+06
42  88  0
42  89  0
42  90  575632
42  91  0
42  92  5.32942e+06
42  93  2.10183e+06
42  94  0
42  95  0
42  96  0
42  97  467991
42  98  0
42  99  3.39419e+06
42  100  0
43  0  0
43  1  0
43  2  0
43  3  0
43  4  0
43  5  0
43  6  2.652e+06
43  7  5.84852e+06
43  8  9.91065e+06
43  9  7.61468e+06
43  10  2.31843e+07
43  11  1.03443e+07
43  12  1.71344e+07
43  13  2.13906e+07
43  14  1.60388e+07
43  15  1.26949e+07
43  16  1.24541e+07
43  17  1.1013e+07
43  18  8.76738e+06
43  19  1.53101e+06
43  20  0
