row  column  (images_14_017.edf P-K*images_14_017.edf Ar-K**(2.3))
14  30  2.41388e+06
14  31  8.91464e+06
14  32  2.40711e+06
14  33  4.43719e+06
14  34  535160
14  35  0
14  36  0
14  37  1.77574e+06
14  38  6.62244e+06
14  39  0
14  40  0
14  41  0
14  42  4.17107e+06
14  43  0
14  44  0
14  45  0
14  46  447254
14  47  4.64225e+06
14  48  0
14  49  1.05036e+06
14  50  1.82845e+06
14  51  677910
14  52  4.55058e+06
14  53  6.70358e+06
14  54  1.88678e+06
14  55  1.68137e+07
14  56  1.97673e+07
14  57  1.05046e+07
14  58  1.30598e+07
14  59  1.36303e+07
14  60  1.02093e+07
14  61  1.94889e+07
14  62  4.23574e+06
14  63  7.04832e+06
14  64  1.04045e+07
14  65  1.34925e+07
14  66  1.42332e+07
14  67  1.10016e+07
14  68  1.50606e+06
14  69  5.98404e+06
14  70  1.13848e+07
14  71  2.52989e+07
14  72  1.55136e+06
14  73  9.01287e+06
14  74  1.16926e+07
14  75  9.86036e+06
14  76  1.37766e+07
14  77  5.957e+06
14  78  6.57961e+06
14  79  2.2762e+06
14  80  302867
14  81  0
14  82  0
14  83  5.07479e+06
14  84  456982
14  85  0
14  86  123489
14  87  0
14  88  0
14  89  130563
14  90  0
14  91  0
14  92  0
14  93  4.84691e+06
14  94  1.57776e+06
14  95  367410
14  96  0
14  97  0
14  98  0
14  99  747634
14  100  1.3245e+06
15  0  0
15  1  0
15  2  0
15  3  0
15  4  9004
15  5  583432
15  6  1.61873e+06
15  7  3.18939e+06
15  8  2.20801e+06
15  9  5.23462e+06
15  10  2.47685e+06
15  11  2.63391e+06
15  12  2.67159e+06
15  13  0
15  14  1.29359e+06
15  15  1.08733e+06
15  16  0
15  17  2.73858e+06
15  18  8.05344e+06
15  19  7.36857e+06
15  20  0
15  21  7.48512e+06
15  22  1.57578e+06
15  23  9.87516e+06
15  24  5.59227e+06
15  25  5.82446e+06
15  26  7.31384e+06
15  27  1.28689e+07
15  28  0
15  29  8.27354e+06
15  30  0
15  31  7.98586e+06
15  32  3.85687e+06
15  33  2.90549e+06
15  34  111345
15  35  8.55917e+06
15  36  1.99102e+06
15  37  0
15  38  1.28369e+06
15  39  5.80148e+06
15  40  228529
15  41  660872
15  42  7.51885e+06
15  43  0
15  44  0
15  45  0
15  46  0
15  47  1.98227e+06
15  48  8.78841e+06
15  49  4.88457e+06
15  50  443082
15  51  5.07477e+06
15  52  1.04672e+07
15  53  1.81432e+07
15  54  7.5216e+06
15  55  1.97326e+07
15  56  4.28475e+06
15  57  1.57005e+07
15  58  1.12745e+07
15  59  2.68888e+07
15  60  1.44641e+07
15  61  1.61006e+07
15  62  1.92762e+07
15  63  2.77269e+07
15  64  9.38932e+06
15  65  3.54505e+06
15  66  1.44477e+07
15  67  5.20155e+06
15  68  3.56624e+06
15  69  1.14544e+07
15  70  3.4946e+06
15  71  2.75215e+07
15  72  1.79901e+07
15  73  5.59291e+06
15  74  9.4144e+06
15  75  1.22704e+07
15  76  1.0946e+07
15  77  1.23923e+07
15  78  4.48222e+06
15  79  4.16627e+06
15  80  1.03052e+07
15  81  3.80101e+06
15  82  0
15  83  0
15  84  0
15  85  5.25579e+06
15  86  2.17583e+06
15  87  1.85979e+06
15  88  0
15  89  3.47517e+06
15  90  2.50114e+06
15  91  0
15  92  0
15  93  0
15  94  0
15  95  0
15  96  1.03908e+06
15  97  0
15  98  0
15  99  0
15  100  0
16  0  0
16  1  0
16  2  0
16  3  0
16  4  211386
16  5  0
16  6  0
16  7  74637.7
16  8  2.59855e+06
16  9  6.19285e+06
16  10  34459.5
16  11  2.87001e+06
16  12  5.18957e+06
16  13  419477
16  14  7.91467e+06
16  15  3.02499e+06
16  16  687078
16  17  1.96216e+06
16  18  2.99448e+06
16  19  0
16  20  9.16016e+06
16  21  2.69284e+06
16  22  573564
16  23  4.56835e+06
16  24  7.50691e+06
16  25  7.65685e+06
16  26  6.55692e+06
16  27  2.68149e+06
16  28  1.68261e+06
16  29  6.36518e+06
16  30  0
16  31  3.43557e+06
16  32  6.21265e+06
16  33  386537
16  34  0
16  35  6.84273e+06
16  36  0
16  37  3.91913e+06
16  38  0
16  39  0
16  40  0
16  41  2.69265e+06
16  42  1.45901e+07
16  43  0
16  44  3.78339e+06
16  45  0
16  46  2.60552e+06
16  47  8.63622e+06
16  48  1.1399e+06
16  49  1.24265e+07
16  50  4.45204e+06
16  51  1.47438e+06
16  52  1.0715e+07
16  53  2.31049e+07
16  54  1.88277e+07
16  55  1.41782e+07
16  56  8.49355e+06
16  57  9.52042e+06
16  58  1.86115e+07
16  59  1.2365e+07
16  60  1.94409e+07
16  61  2.66073e+07
16  62  2.25162e+07
16  63  1.13325e+07
16  64  1.71866e+07
16  65  5.89625e+06
16  66  9.65553e+06
16  67  4.83352e+06
16  68  6.4257e+06
16  69  1.27667e+07
16  70  1.76981e+07
16  71  1.1416e+07
16  72  0
16  73  2.16213e+07
16  74  2.03065e+07
16  75  9.97172e+06
16  76  1.83249e+07
16  77  8.45943e+06
16  78  4.36667e+06
16  79  0
16  80  0
16  81  0
16  82  1.10749e+06
16  83  1.61593e+06
16  84  8.59859e+06
16  85  3.30158e+06
16  86  0
16  87  208217
16  88  0
16  89  0
16  90  0
16  91  0
16  92  0
16  93  19824.9
16  94  0
16  95  0
16  96  0
16  97  837821
16  98  0
16  99  0
16  100  1.69936e+06
17  0  0
17  1  3.64676e+06
17  2  31459.8
17  3  0
17  4  640750
17  5  0
17  6  0
17  7  672276
17  8  0
17  9  878405
17  10  8.11268e+06
17  11  857363
17  12  4.25301e+06
17  13  393848
17  14  919604
17  15  1.81013e+06
17  16  3.3108e+06
17  17  4.82439e+06
17  18  755255
17  19  6.02287e+06
17  20  1.5483e+07
17  21  2.86582e+06
17  22  1.33082e+07
17  23  5.9951e+06
17  24  2.97481e+06
17  25  0
17  26  3.79095e+06
17  27  5.33353e+06
17  28  8.90053e+06
17  29  8.64249e+06
17  30  3.45726e+06
17  31  0
17  32  2.23883e+06
17  33  1.4112e+06
17  34  3.3673e+06
17  35  0
17  36  4.84312e+06
17  37  3.78594e+06
17  38  0
17  39  0
17  40  0
17  41  0
17  42  0
17  43  5.49161e+06
17  44  3.99972e+06
17  45  0
17  46  0
17  47  5.1522e+06
17  48  0
17  49  0
17  50  285896
17  51  7.84888e+06
17  52  1.06286e+07
17  53  1.7172e+07
17  54  1.28686e+07
17  55  1.12306e+07
17  56  2.52521e+07
17  57  1.47368e+07
17  58  3.20369e+07
17  59  1.77294e+07
17  60  2.36221e+07
17  61  2.77141e+07
17  62  1.81006e+07
17  63  9.33279e+06
17  64  1.10148e+07
17  65  8.30221e+06
17  66  306189
17  67  1.49063e+07
17  68  1.08e+07
17  69  6.87856e+06
17  70  1.46701e+07
17  71  7.3757e+06
17  72  7.4736e+06
17  73  1.71269e+07
17  74  5.16671e+06
17  75  0
17  76  6.74621e+06
17  77  151232
17  78  0
17  79  0
17  80  0
17  81  1.10621e+06
17  82  1.88976e+06
17  83  0
17  84  6.23326e+06
17  85  0
17  86  0
17  87  4.1293e+06
17  88  0
17  89  0
17  90  2.54948e+06
17  91  154474
17  92  0
17  93  0
17  94  0
17  95  0
17  96  0
17  97  0
17  98  6.39615e+06
17  99  2.48818e+06
17  100  0
18  0  0
18  1  0
18  2  61667.5
18  3  0
18  4  199338
18  5  0
18  6  2.94524e+06
18  7  1.48853e+06
18  8  5.8343e+06
18  9  0
18  10  595029
18  11  3.06858e+06
18  12  827683
18  13  2.76624e+06
18  14  4.86027e+06
18  15  6.3256e+06
18  16  4.05064e+06
18  17  6.02253e+06
18  18  1.55505e+06
18  19  2.67887e+06
18  20  6.81252e+06
18  21  0
18  22  0
18  23  0
18  24  3.46944e+06
18  25  4.76117e+06
18  26  2.8925e+06
18  27  3.81701e+06
18  28  2.11966e+06
18  29  1.09692e+07
18  30  197570
18  31  3.1981e+06
18  32  8.63598e+06
18  33  4.35789e+06
18  34  1.89509e+06
18  35  569847
18  36  5.794e+06
18  37  492362
18  38  2.42483e+06
18  39  0
18  40  383258
18  41  0
18  42  0
18  43  1.19211e+07
18  44  0
18  45  0
18  46  0
18  47  0
18  48  0
18  49  1.30174e+06
18  50  3.14505e+06
18  51  1.10599e+07
18  52  1.18169e+07
18  53  2.25198e+07
18  54  9.96427e+06
18  55  2.43458e+07
18  56  1.67835e+07
18  57  3.69972e+06
18  58  7.7158e+06
18  59  5.1527e+06
18  60  2.42597e+07
18  61  2.12651e+07
18  62  2.48784e+07
18  63  1.41137e+07
18  64  2.14343e+07
18  65  1.25239e+07
18  66  5.07177e+06
18  67  1.86296e+07
18  68  4.32085e+06
18  69  4.80636e+06
18  70  5.0482e+06
18  71  1.67025e+07
18  72  1.92853e+07
18  73  2.16014e+07
18  74  1.30048e+07
18  75  1.36711e+07
18  76  9.53029e+06
18  77  6.15367e+06
18  78  0
18  79  5.82488e+06
18  80  0
18  81  4.02543e+06
18  82  0
18  83  1.69125e+06
18  84  9.46283e+06
18  85  3.22756e+06
18  86  2.30328e+06
18  87  0
18  88  0
18  89  0
18  90  979087
18  91  1.53996e+06
18  92  0
18  93  382361
18  94  0
18  95  0
18  96  1.57079e+06
18  97  0
18  98  0
18  99  0
18  100  0
19  0  0
19  1  0
19  2  0
19  3  0
19  4  0
19  5  2.26674e+06
19  6  1.73376e+06
19  7  0
19  8  1.28019e+06
19  9  0
19  10  3.981e+06
19  11  2.03337e+06
19  12  1.22668e+06
19  13  3.28717e+06
19  14  8.34025e+06
19  15  3.37655e+06
19  16  4.74282e+06
19  17  1.31972e+06
19  18  3.16188e+06
19  19  1.17559e+07
19  20  8.51874e+06
19  21  4.90826e+06
19  22  4.74747e+06
19  23  4.49268e+06
19  24  6.9377e+06
19  25  8.57231e+06
19  26  1.297e+06
19  27  2.53283e+06
19  28  1.08552e+07
19  29  1.79149e+06
19  30  2.50458e+06
19  31  4.26809e+06
19  32  3.51945e+06
19  33  0
19  34  0
19  35  0
19  36  429365
19  37  1.63759e+06
19  38  0
19  39  0
19  40  0
19  41  1.0691e+07
19  42  1.94389e+06
19  43  0
19  44  1.89206e+06
19  45  1.39728e+06
19  46  0
19  47  0
19  48  1.99439e+06
19  49  0
19  50  0
19  51  6.08722e+06
19  52  1.14183e+07
19  53  5.83433e+06
19  54  2.08374e+07
19  55  8.85533e+06
19  56  1.63143e+07
19  57  1.14483e+07
19  58  1.00889e+07
19  59  1.69838e+07
19  60  1.05347e+07
19  61  2.81177e+07
19  62  1.71418e+07
19  63  1.30397e+07
19  64  2.01558e+07
19  65  1.98843e+06
19  66  2.34661e+06
19  67  0
19  68  1.12665e+07
19  69  3.39608e+06
19  70  1.0462e+07
19  71  1.5592e+07
19  72  1.95651e+07
19  73  5.75613e+06
19  74  2.14242e+07
19  75  1.06485e+07
19  76  7.07937e+06
19  77  3.20775e+06
19  78  7.85081e+06
19  79  0
19  80  0
19  81  0
19  82  1.05737e+07
19  83  0
19  84  748735
19  85  0
19  86  0
19  87  0
19  88  0
19  89  0
19  90  0
19  91  1.01117e+06
19  92  1.68698e+06
19  93  0
19  94  2.42095e+06
19  95  0
19  96  0
19  97  3.0518e+06
19  98  2.84656e+06
19  99  0
19  100  0
20  0  0
20  1  624168
20  2  0
20  3  494098
20  4  0
20  5  2.79215e+06
20  6  0
20  7  0
20  8  0
20  9  4.07697e+06
20  10  3.7387e+06
20  11  0
20  12  0
20  13  2.71611e+06
20  14  0
20  15  2.44771e+06
20  16  2.33963e+06
20  17  4.89386e+06
20  18  0
20  19  5.21463e+06
20  20  6.03512e+06
20  21  2.79893e+06
20  22  2.75357e+06
20  23  0
20  24  0
20  25  2.98505e+06
20  26  3.93683e+06
20  27  5.91319e+06
20  28  1.13503e+06
20  29  3.13866e+06
20  30  6.9421e+06
20  31  2.12196e+06
20  32  2.53438e+06
20  33  1.02892e+07
20  34  9.12646e+06
20  35  49092.5
20  36  1.27615e+06
20  37  50536.9
20  38  91912.9
20  39  7.13719e+06
20  40  0
20  41  3.46598e+06
20  42  6.71373e+06
20  43  0
20  44  0
20  45  0
20  46  8.85252e+06
20  47  0
20  48  5.03939e+06
20  49  5.1986e+06
20  50  0
20  51  0
20  52  9.40518e+06
20  53  1.7445e+07
20  54  1.46458e+07
20  55  7.75161e+06
20  56  7.85813e+06
20  57  1.04664e+07
20  58  1.34615e+07
20  59  1.12834e+07
20  60  2.11734e+07
20  61  1.05343e+07
20  62  2.3999e+07
20  63  2.32759e+06
20  64  1.82677e+07
20  65  2.19391e+07
20  66  1.43945e+07
20  67  6.01661e+06
20  68  7.38535e+06
20  69  1.30245e+07
20  70  1.06877e+07
20  71  1.2339e+07
20  72  2.96083e+07
20  73  421732
20  74  7.66589e+06
20  75  0
20  76  0
20  77  1.5423e+06
20  78  5.57821e+06
20  79  2.48277e+06
20  80  1.69521e+06
20  81  0
20  82  0
20  83  0
20  84  0
20  85  0
20  86  0
20  87  60888.1
20  88  367779
20  89  1.15331e+06
20  90  615893
20  91  0
20  92  0
20  93  0
20  94  0
20  95  853189
20  96  2.33853e+06
20  97  365025
20  98  0
20  99  0
20  100  0
21  0  2.17675e+06
21  1  0
21  2  0
21  3  0
21  4  3.98312e+06
21  5  1.22216e+06
21  6  0
21  7  2.31128e+06
21  8  3.35814e+06
21  9  4.47428e+06
21  10  3.27673e+06
21  11  2.46774e+06
21  12  0
21  13  5.77837e+06
21  14  792438
21  15  5.43867e+06
21  16  5.11006e+06
21  17  7.40035e+06
21  18  5.58809e+06
21  19  8.67265e+06
21  20  4.23522e+06
21  21  8.98737e+06
21  22  7.43897e+06
21  23  1.01812e+07
21  24  1.67006e+07
21  25  7.47938e+06
21  26  7.57022e+06
21  27  1.90982e+06
21  28  9.71129e+06
21  29  0
21  30  1.28237e+06
21  31  986894
21  32  4.56704e+06
21  33  3.94493e+06
21  34  390827
21  35  0
21  36  2.25596e+06
21  37  0
21  38  1.52121e+06
21  39  159976
21  40  3.07842e+06
21  41  0
21  42  2.03822e+06
21  43  889337
21  44  2.12083e+06
21  45  181412
21  46  0
21  47  3.71517e+06
21  48  0
21  49  0
21  50  179962
21  51  4.84344e+06
21  52  1.65396e+07
21  53  1.92388e+07
21  54  2.37625e+07
21  55  2.20305e+07
21  56  1.04998e+07
21  57  1.71621e+07
21  58  7.4414e+06
21  59  9.90263e+06
21  60  1.75203e+07
21  61  2.1141e+07
21  62  1.93852e+07
21  63  2.76591e+07
21  64  1.96162e+07
21  65  1.09451e+07
21  66  6.62243e+06
21  67  2.16034e+07
21  68  2.58458e+06
21  69  6.40266e+06
21  70  9.2471e+06
21  71  5.15495e+06
21  72  1.32455e+07
21  73  2.73049e+07
21  74  6.09605e+06
21  75  1.58733e+06
21  76  0
21  77  1.09702e+07
21  78  0
21  79  0
21  80  2.15611e+06
21  81  2.67704e+06
21  82  0
21  83  0
21  84  0
21  85  0
21  86  1.76092e+06
21  87  0
21  88  0
21  89  0
21  90  0
21  91  0
21  92  0
21  93  0
21  94  784413
21  95  0
21  96  288942
21  97  500268
21  98  0
21  99  0
21  100  0
22  0  0
22  1  316130
22  2  1.06485e+06
22  3  0
22  4  0
22  5  0
22  6  1.67596e+06
22  7  445024
22  8  3.60171e+06
22  9  2.80413e+06
22  10  0
22  11  0
22  12  1.02311e+06
22  13  2.90192e+06
22  14  4.55272e+06
22  15  4.966e+06
22  16  6.28871e+06
22  17  1.15971e+06
22  18  5.85094e+06
22  19  8.28371e+06
22  20  4.93178e+06
22  21  1.7526e+07
22  22  0
22  23  8.33325e+06
22  24  1.25794e+07
22  25  4.29587e+06
22  26  2.09937e+06
22  27  0
22  28  4.74145e+06
22  29  0
22  30  1.20863e+06
22  31  1.53744e+07
22  32  257528
22  33  4.41689e+06
22  34  2.16702e+06
22  35  480722
22  36  3.43993e+06
22  37  4.81561e+06
22  38  0
22  39  0
22  40  156988
22  41  0
22  42  0
22  43  166460
22  44  1.9624e+06
22  45  0
22  46  0
22  47  0
22  48  0
22  49  0
22  50  0
22  51  0
22  52  4.23294e+06
22  53  1.02484e+07
22  54  2.13955e+07
22  55  1.3472e+07
22  56  1.2532e+07
22  57  9.56559e+06
22  58  6.66713e+06
22  59  9.83111e+06
22  60  2.99875e+07
22  61  2.59973e+07
22  62  2.43412e+07
22  63  1.39492e+07
22  64  8.21761e+06
22  65  2.00654e+06
22  66  2.00952e+07
22  67  1.25043e+07
22  68  1.3356e+07
22  69  1.52451e+07
22  70  6.25332e+06
22  71  1.53436e+07
22  72  2.44774e+07
22  73  4.0458e+06
22  74  2.59017e+06
22  75  5.85216e+06
22  76  1.29889e+06
22  77  419371
22  78  2.74314e+06
22  79  0
22  80  0
22  81  0
22  82  0
22  83  218004
22  84  3.38557e+06
22  85  0
22  86  0
22  87  2.32829e+06
22  88  0
22  89  0
22  90  0
22  91  0
22  92  646171
22  93  0
22  94  3.06343e+06
22  95  0
22  96  0
22  97  0
22  98  575819
22  99  0
22  100  1.00409e+06
23  0  0
23  1  0
23  2  549995
23  3  0
23  4  0
23  5  0
23  6  138300
23  7  0
23  8  467599
23  9  1.56989e+06
23  10  1.45618e+06
23  11  4.63689e+06
23  12  0
23  13  2.93165e+06
23  14  2.52439e+06
23  15  764258
23  16  6.059e+06
23  17  4.8837e+06
23  18  265168
23  19  1.0543e+07
23  20  5.2517e+06
23  21  1.01497e+07
23  22  6.89241e+06
23  23  4.53614e+06
23  24  4.49599e+06
23  25  0
23  26  1.90002e+06
23  27  3.36587e+06
23  28  0
23  29  2.09677e+06
23  30  4.38905e+06
23  31  9.27914e+06
23  32  4.76916e+06
23  33  5.16758e+06
23  34  65888.3
23  35  3.57433e+06
23  36  461343
23  37  0
23  38  7.96252e+06
23  39  7.66567e+06
23  40  0
23  41  0
23  42  0
23  43  7.96058e+06
23  44  0
23  45  0
23  46  0
23  47  3.60231e+06
23  48  88286.7
23  49  4.52488e+06
23  50  0
23  51  8.72699e+06
23  52  1.53798e+07
23  53  1.74671e+07
23  54  1.35988e+07
23  55  1.22641e+07
23  56  6.62287e+06
23  57  1.36443e+07
23  58  1.65414e+07
23  59  7.61339e+06
23  60  1.34273e+07
23  61  1.18174e+07
23  62  1.6109e+07
23  63  2.27009e+07
23  64  2.0452e+07
23  65  1.77688e+07
23  66  6.3578e+06
23  67  3.88655e+06
23  68  5.84526e+06
23  69  2.67378e+07
23  70  7.3235e+06
23  71  4.94936e+06
23  72  1.60276e+07
23  73  2.94447e+06
23  74  3.98447e+06
23  75  1.27627e+07
23  76  1.22767e+07
23  77  6.11868e+06
23  78  3.21156e+06
23  79  1.10042e+06
23  80  420406
23  81  2.51856e+06
23  82  0
23  83  0
23  84  0
23  85  0
23  86  0
23  87  538750
23  88  0
23  89  0
23  90  4.33776e+06
23  91  0
23  92  1.32999e+06
23  93  0
23  94  0
23  95  3.68295e+06
23  96  633703
23  97  0
23  98  0
23  99  1.84145e+06
23  100  0
24  0  0
24  1  0
24  2  0
24  3  0
24  4  639997
24  5  0
24  6  0
24  7  3.64597e+06
24  8  0
24  9  0
24  10  0
24  11  2.66946e+06
24  12  4.78048e+06
24  13  4.19551e+06
24  14  3.74437e+06
24  15  6.78384e+06
24  16  6.36341e+06
24  17  7.40536e+06
24  18  2.73108e+06
24  19  928036
24  20  9.34845e+06
24  21  7.74279e+06
24  22  1.02231e+07
24  23  1.34529e+07
24  24  5.64027e+06
24  25  6.14999e+06
24  26  0
24  27  9.9901e+06
24  28  9007.02
24  29  2.8521e+06
24  30  5.28269e+06
24  31  6.32388e+06
24  32  1.36042e+07
24  33  7.23922e+06
24  34  4.07868e+06
24  35  0
24  36  0
24  37  0
24  38  0
24  39  1.3937e+06
24  40  0
24  41  364789
24  42  4.32152e+06
24  43  3.25105e+06
24  44  4.01694e+06
24  45  2.51246e+06
24  46  0
24  47  713511
24  48  0
24  49  0
24  50  0
24  51  1.06734e+07
24  52  0
24  53  2.04892e+07
24  54  1.41321e+07
24  55  2.48823e+07
24  56  2.19338e+07
24  57  1.97801e+07
24  58  1.76902e+07
24  59  1.20457e+07
24  60  3.58257e+07
24  61  2.72065e+07
24  62  2.72148e+07
24  63  2.47814e+07
24  64  1.65762e+07
24  65  4.42787e+06
24  66  1.092e+07
24  67  6.86793e+06
24  68  1.10425e+07
24  69  0
24  70  5.75717e+06
24  71  2.359e+07
24  72  8.07508e+06
24  73  1.97514e+06
24  74  1.50438e+07
24  75  3.8171e+06
24  76  1.44425e+07
24  77  0
24  78  0
24  79  7.40623e+06
24  80  0
24  81  0
24  82  0
24  83  0
24  84  0
24  85  1.65261e+06
24  86  0
24  87  0
24  88  0
24  89  0
24  90  416253
24  91  401426
24  92  0
24  93  0
24  94  0
24  95  0
24  96  0
24  97  0
24  98  365047
24  99  266090
24  100  0
25  0  0
25  1  0
25  2  0
25  3  0
25  4  0
25  5  0
25  6  0
25  7  0
25  8  1.44578e+06
25  9  3.63321e+06
25  10  6.29625e+06
25  11  8.27102e+06
25  12  0
25  13  6.2294e+06
25  14  0
25  15  0
25  16  1.67803e+06
25  17  7.6402e+06
25  18  5.17229e+06
25  19  1.08937e+07
25  20  1.02339e+07
25  21  7.43397e+06
25  22  2.05716e+06
25  23  489964
25  24  3.62557e+06
25  25  4.01473e+06
25  26  7.03087e+06
25  27  897612
25  28  0
25  29  5.78214e+06
25  30  0
25  31  407649
25  32  4.7127e+06
25  33  5.53971e+06
25  34  2.56063e+06
25  35  0
25  36  740165
25  37  9.75907e+06
25  38  0
25  39  0
25  40  2.46023e+06
25  41  0
25  42  9.60872e+06
25  43  0
25  44  220313
25  45  6.24339e+06
25  46  1.70901e+06
25  47  909281
25  48  2.24181e+06
25  49  0
25  50  6.31548e+06
25  51  6.99411e+06
25  52  1.88057e+07
25  53  1.60859e+07
25  54  9.71987e+06
25  55  7.60909e+06
25  56  1.51138e+07
25  57  1.50375e+07
25  58  1.47624e+07
25  59  9.92144e+06
25  60  5.7531e+06
25  61  1.79308e+07
25  62  2.50586e+07
25  63  1.81567e+07
25  64  6.9883e+06
25  65  2.66658e+06
25  66  6.37601e+06
25  67  2.67371e+06
25  68  1.12817e+07
25  69  8.03855e+06
25  70  1.51682e+07
25  71  6.57995e+06
25  72  6.14418e+06
25  73  5.1882e+06
25  74  2.22588e+06
25  75  1.27772e+06
25  76  1.41397e+06
25  77  0
25  78  1.33535e+06
25  79  0
25  80  0
25  81  0
25  82  885838
25  83  0
25  84  0
25  85  0
25  86  0
25  87  0
25  88  0
25  89  0
25  90  0
25  91  0
25  92  0
25  93  0
25  94  0
25  95  3.27242e+06
25  96  456232
25  97  0
25  98  82796
25  99  2.16199e+06
25  100  0
26  0  0
26  1  0
26  2  0
26  3  180100
26  4  0
26  5  1.75914e+06
26  6  0
26  7  55704.2
26  8  35015.1
26  9  7.05972e+06
26  10  5.75335e+06
26  11  0
26  12  4.88402e+06
26  13  0
26  14  5.81089e+06
26  15  8.25015e+06
26  16  563068
26  17  3.94617e+06
26  18  7.24648e+06
26  19  6.93989e+06
26  20  1.24845e+07
26  21  1.30377e+07
26  22  945822
26  23  4.60777e+06
26  24  7.2926e+06
26  25  9.20666e+06
26  26  1.3666e+06
26  27  5.65122e+06
26  28  1.33896e+06
26  29  1.18794e+07
26  30  5.07968e+06
26  31  2.21031e+06
26  32  5.17651e+06
26  33  1.06276e+07
26  34  6.49677e+06
26  35  4.79313e+06
26  36  0
26  37  0
26  38  5.57589e+06
26  39  819272
26  40  0
26  41  1.30745e+06
26  42  6.2578e+06
26  43  1.94638e+07
26  44  3.91484e+06
26  45  4.77077e+06
26  46  3.84353e+06
26  47  1.29209e+06
26  48  0
26  49  3.01208e+06
26  50  4.06688e+06
26  51  7.95557e+06
26  52  566558
26  53  1.15425e+07
26  54  1.12625e+07
26  55  1.25414e+07
26  56  1.55395e+07
26  57  1.56123e+07
26  58  1.67237e+07
26  59  1.2923e+07
26  60  3.63579e+06
26  61  2.06843e+07
26  62  1.05232e+07
26  63  1.31221e+07
26  64  4.149e+06
26  65  8.82526e+06
26  66  8.32658e+06
26  67  1.93447e+06
26  68  1.71376e+07
26  69  7.5341e+06
26  70  4.95241e+06
26  71  4.91158e+06
26  72  8.83887e+06
26  73  1.09744e+07
26  74  7.68278e+06
26  75  7.32497e+06
26  76  0
26  77  8.79863e+06
26  78  0
26  79  0
26  80  0
26  81  0
26  82  0
26  83  0
26  84  0
26  85  0
26  86  0
26  87  0
26  88  0
26  89  619374
26  90  0
26  91  0
26  92  2.55712e+06
26  93  0
26  94  1.00437e+06
26  95  1.95779e+06
26  96  0
26  97  0
26  98  0
26  99  0
26  100  0
27  0  0
27  1  0
27  2  0
27  3  1.01128e+06
27  4  0
27  5  0
27  6  0
27  7  0
27  8  7047.65
27  9  1.00222e+06
27  10  1.8855e+06
27  11  2.7886e+06
27  12  3.47487e+06
27  13  9.13166e+06
27  14  1.17732e+07
27  15  3.43048e+06
27  16  599009
27  17  5.42277e+06
27  18  4.06346e+06
27  19  1.06695e+07
27  20  3.52895e+06
27  21  4.39109e+06
27  22  1.06628e+07
27  23  1.23881e+07
27  24  2.21706e+06
27  25  956799
27  26  4.94046e+06
27  27  411265
27  28  9.48966e+06
27  29  2.67917e+06
27  30  1.66512e+07
27  31  527571
27  32  2.93329e+06
27  33  5.87116e+06
27  34  0
27  35  0
27  36  7.86328e+06
27  37  0
27  38  0
27  39  4.42729e+06
27  40  0
27  41  0
27  42  7.64182e+06
27  43  6.88504e+06
27  44  3.21269e+06
27  45  3.75742e+06
27  46  2.77582e+06
27  47  220491
27  48  0
27  49  1.33957e+06
27  50  0
27  51  0
27  52  3.70531e+06
27  53  3.23452e+06
27  54  5.8404e+06
27  55  2.30271e+07
27  56  6.57798e+06
27  57  1.18354e+07
27  58  1.45932e+07
27  59  2.28071e+07
27  60  1.36073e+07
27  61  7.45769e+06
27  62  1.33619e+07
27  63  1.21094e+07
27  64  1.18206e+07
27  65  1.15233e+07
27  66  3.25503e+06
27  67  3.5786e+06
27  68  8.28886e+06
27  69  7.44025e+06
27  70  1.09511e+07
27  71  1.51095e+07
27  72  5.76162e+06
27  73  1.29293e+07
27  74  465950
27  75  2.8072e+07
27  76  6.43504e+06
27  77  6.44588e+06
27  78  7.01211e+06
27  79  400898
27  80  0
27  81  0
27  82  0
27  83  0
27  84  0
27  85  0
27  86  0
27  87  0
27  88  0
27  89  0
27  90  0
27  91  0
27  92  0
27  93  3.29075e+06
27  94  0
27  95  1.14037e+06
27  96  0
27  97  0
27  98  1.52701e+06
27  99  0
27  100  0
28  0  0
28  1  0
28  2  0
28  3  0
28  4  0
28  5  0
28  6  0
28  7  0
28  8  0
28  9  0
28  10  5.21289e+06
28  11  6.57839e+06
28  12  2.03019e+06
28  13  8.29667e+06
28  14  6.47689e+06
28  15  1.16873e+07
28  16  1.27075e+06
28  17  5.4322e+06
28  18  1.57422e+07
28  19  3.21629e+06
28  20  2.42964e+07
28  21  1.40469e+07
28  22  0
28  23  1.15143e+07
28  24  6.1871e+06
28  25  6.94442e+06
28  26  5.4719e+06
28  27  7.17941e+06
28  28  0
28  29  1.29486e+06
28  30  3.05374e+06
28  31  1.17529e+07
28  32  0
28  33  973651
28  34  521462
28  35  0
28  36  0
28  37  380573
28  38  466969
28  39  5.52972e+06
28  40  7.71782e+06
28  41  0
28  42  1.52433e+07
28  43  335039
28  44  0
28  45  0
28  46  0
28  47  7.85931e+06
28  48  0
28  49  0
28  50  0
28  51  8.44037e+06
28  52  8.62301e+06
28  53  2.34416e+07
28  54  1.59537e+07
28  55  3.81337e+06
28  56  1.48773e+07
28  57  6.21168e+06
28  58  1.14126e+07
28  59  1.01999e+07
28  60  1.78159e+07
28  61  2.29929e+06
28  62  2.16832e+07
28  63  2.15415e+07
