row  column  (images_14_017.edf Cu-K*images_14_017.edf Ar-K**(2.3))
9  92  7.19935e+06
9  93  0
9  94  1.25165e+07
9  95  4.43458e+07
9  96  0
9  97  8.03698e+06
9  98  271788
9  99  6.16711e+06
9  100  6.06303e+07
10  0  0
10  1  0
10  2  0
10  3  0
10  4  128170
10  5  1.411e+07
10  6  0
10  7  0
10  8  4.87167e+06
10  9  0
10  10  2.4571e+06
10  11  1.70076e+07
10  12  3.26586e+06
10  13  1.00138e+07
10  14  0
10  15  2.69073e+06
10  16  2.77617e+06
10  17  2.5148e+07
10  18  2.47291e+06
10  19  2.53905e+07
10  20  0
10  21  7.06115e+06
10  22  1.4969e+07
10  23  0
10  24  1.71257e+07
10  25  2.06185e+07
10  26  3.11169e+07
10  27  0
10  28  2.42157e+06
10  29  5.53131e+06
10  30  2.22099e+07
10  31  6.89627e+06
10  32  0
10  33  2.03623e+07
10  34  0
10  35  0
10  36  0
10  37  0
10  38  0
10  39  0
10  40  86855
10  41  2.82352e+07
10  42  2.32449e+07
10  43  3.52181e+07
10  44  1.07635e+07
10  45  0
10  46  2.59569e+07
10  47  4.39496e+07
10  48  0
10  49  3.96104e+07
10  50  2.14373e+07
10  51  1.76917e+07
10  52  3.35691e+07
10  53  0
10  54  6.03102e+06
10  55  4.80077e+06
10  56  0
10  57  90898.4
10  58  1.70495e+07
10  59  740736
10  60  0
10  61  7.61046e+06
10  62  5.36259e+06
10  63  9.45702e+06
10  64  2.05594e+06
10  65  1.95066e+07
10  66  0
10  67  8.79617e+06
10  68  1.84029e+07
10  69  0
10  70  8.19754e+06
10  71  0
10  72  1.8861e+07
10  73  8.93839e+06
10  74  0
10  75  3.75787e+06
10  76  0
10  77  2.109e+07
10  78  0
10  79  0
10  80  5.62301e+06
10  81  0
10  82  3.0778e+06
10  83  0
10  84  5.77344e+06
10  85  0
10  86  2.56945e+06
10  87  2.02353e+07
10  88  0
10  89  1.5886e+06
10  90  1.50321e+07
10  91  7.40418e+06
10  92  3.12073e+07
10  93  0
10  94  1.19524e+07
10  95  2.16614e+06
10  96  1.34964e+07
10  97  0
10  98  5.89977e+06
10  99  0
10  100  8.35847e+06
11  0  0
11  1  0
11  2  0
11  3  0
11  4  0
11  5  0
11  6  4.33465e+06
11  7  0
11  8  0
11  9  746733
11  10  2.76222e+06
11  11  0
11  12  1.53407e+07
11  13  0
11  14  8.59474e+06
11  15  2.10642e+07
11  16  3.81377e+06
11  17  1.73667e+06
11  18  5.04209e+06
11  19  2.02678e+06
11  20  0
11  21  2.83138e+06
11  22  9.34448e+06
11  23  1.93463e+07
11  24  0
11  25  0
11  26  5.20574e+06
11  27  798179
11  28  1.48228e+06
11  29  2.14969e+07
11  30  0
11  31  3.30438e+07
11  32  0
11  33  0
11  34  1.16185e+06
11  35  5.63107e+06
11  36  0
11  37  1.75342e+07
11  38  6.06391e+06
11  39  0
11  40  0
11  41  0
11  42  1.98251e+07
11  43  6.95401e+06
11  44  1.22248e+07
11  45  0
11  46  8.70287e+06
11  47  2.17155e+07
11  48  4.4289e+06
11  49  7.85086e+06
11  50  1.93601e+07
11  51  0
11  52  3.25428e+06
11  53  9.47369e+06
11  54  0
11  55  5.34017e+06
11  56  1.54655e+06
11  57  0
11  58  0
11  59  0
11  60  2.83521e+07
11  61  6.10423e+06
11  62  4.35619e+06
11  63  3.08083e+06
11  64  1.21883e+07
11  65  1.97432e+07
11  66  0
11  67  0
11  68  0
11  69  2.36752e+07
11  70  8.42408e+06
11  71  1.18496e+07
11  72  3.03495e+07
11  73  0
11  74  0
11  75  0
11  76  0
11  77  1.83238e+06
11  78  5.42012e+06
11  79  0
11  80  0
11  81  1.03539e+07
11  82  0
11  83  1.02062e+07
11  84  2.70946e+06
11  85  2.47985e+07
11  86  0
11  87  2.3661e+06
11  88  0
11  89  1.83357e+07
11  90  0
11  91  1.40095e+07
11  92  0
11  93  8.65037e+06
11  94  0
11  95  9.9916e+06
11  96  1.56915e+07
11  97  3.19811e+06
11  98  0
11  99  2.87464e+07
11  100  1.70387e+07
12  0  0
12  1  0
12  2  0
12  3  2.78755e+06
12  4  2.05115e+06
12  5  0
12  6  0
12  7  0
12  8  1.20508e+07
12  9  4.96688e+06
12  10  5.97062e+06
12  11  6.86665e+06
12  12  0
12  13  581885
12  14  1.59925e+07
12  15  2.49901e+07
12  16  1.31919e+07
12  17  321727
12  18  1.19691e+07
12  19  5.89367e+06
12  20  2.10948e+07
12  21  2.33132e+07
12  22  0
12  23  2.9516e+06
12  24  1.40374e+06
12  25  2.14575e+07
12  26  2.77066e+07
12  27  2.61247e+07
12  28  0
12  29  0
12  30  2.97312e+07
12  31  5.21426e+06
12  32  2.61593e+07
12  33  1.14186e+07
12  34  0
12  35  2.40834e+06
12  36  0
12  37  2.05894e+07
12  38  0
12  39  0
12  40  1.2198e+07
12  41  1.10136e+07
12  42  2.16673e+07
12  43  1.80385e+06
12  44  0
12  45  0
12  46  1.17256e+06
12  47  4.51702e+06
12  48  1.21774e+06
12  49  1.09823e+07
12  50  1.75149e+07
12  51  1.3763e+07
12  52  1.74135e+07
12  53  2.05083e+07
12  54  2.43298e+06
12  55  0
12  56  499133
12  57  3.26369e+07
12  58  9.39842e+06
12  59  0
12  60  0
12  61  1.78894e+06
12  62  0
12  63  1.79462e+07
12  64  2.53427e+07
12  65  2.27558e+07
12  66  0
12  67  0
12  68  1.2018e+07
12  69  2.82232e+06
12  70  3.06218e+07
12  71  0
12  72  1.9948e+06
12  73  0
12  74  0
12  75  0
12  76  2.28423e+07
12  77  4.44706e+06
12  78  7.71278e+06
12  79  7.64408e+06
12  80  5.07742e+06
12  81  0
12  82  0
12  83  3.39738e+07
12  84  0
12  85  0
12  86  3.10006e+07
12  87  9.62541e+06
12  88  3.50663e+07
12  89  1.44613e+07
12  90  0
12  91  1.56339e+07
12  92  8.71522e+06
12  93  2.05625e+07
12  94  2.23229e+07
12  95  0
12  96  0
12  97  2.3752e+06
12  98  1.18206e+07
12  99  0
12  100  3.40425e+07
13  0  0
13  1  2.86404e+06
13  2  7.47192e+06
13  3  1.01602e+07
13  4  0
13  5  0
13  6  0
13  7  8.05415e+06
13  8  0
13  9  0
13  10  2.50278e+06
13  11  4.21644e+06
13  12  4.69575e+06
13  13  0
13  14  791046
13  15  3.61167e+06
13  16  8.91672e+06
13  17  2.42911e+06
13  18  8.20758e+06
13  19  3.40232e+07
13  20  3.26559e+07
13  21  0
13  22  1.73233e+07
13  23  0
13  24  0
13  25  3.44429e+07
13  26  0
13  27  5.56566e+06
13  28  0
13  29  1.50109e+07
13  30  1.33112e+07
13  31  6.96544e+06
13  32  791350
13  33  1.32255e+07
13  34  1.47798e+07
13  35  3.27097e+07
13  36  0
13  37  276588
13  38  0
13  39  0
13  40  2.57331e+06
13  41  0
13  42  1.32684e+07
13  43  2.32272e+06
13  44  5.28253e+06
13  45  0
13  46  6.15071e+06
13  47  0
13  48  499043
13  49  5.53786e+06
13  50  1.46603e+07
13  51  7.31372e+06
13  52  2.21549e+07
13  53  0
13  54  919449
13  55  1.38526e+07
13  56  2.05613e+07
13  57  1.69736e+07
13  58  0
13  59  4.91793e+06
13  60  6.57458e+06
13  61  4.7529e+06
13  62  9.05468e+06
13  63  1.47224e+06
13  64  0
13  65  0
13  66  0
13  67  3.48127e+06
13  68  3.5307e+07
13  69  0
13  70  1.17746e+07
13  71  1.43572e+07
13  72  1.61445e+07
13  73  2.21282e+06
13  74  0
13  75  2.24271e+07
13  76  4.77641e+06
13  77  3.65862e+07
13  78  6.53623e+06
13  79  0
13  80  0
13  81  3.06531e+07
13  82  1.63091e+06
13  83  0
13  84  2.56016e+07
13  85  0
13  86  1.08792e+07
13  87  0
13  88  3.8746e+07
13  89  0
13  90  0
13  91  0
13  92  0
13  93  9.77249e+06
13  94  2.6603e+06
13  95  39311.4
13  96  2.09054e+07
13  97  6.83748e+06
13  98  9.28557e+06
13  99  0
13  100  1.617e+07
14  0  2.12967e+06
14  1  1.11796e+06
14  2  283086
14  3  0
14  4  0
14  5  0
14  6  0
14  7  4.24673e+06
14  8  1.20564e+07
14  9  3.99075e+06
14  10  2.05563e+07
14  11  2.24305e+07
14  12  0
14  13  4.19023e+06
14  14  3.69359e+07
14  15  1.03513e+07
14  16  441986
14  17  8.69449e+06
14  18  1.50321e+07
14  19  1.20317e+07
14  20  1.3703e+07
14  21  6.26823e+06
14  22  1.48796e+07
14  23  2.82983e+07
14  24  0
14  25  1.04156e+07
14  26  7.65418e+06
14  27  2.1026e+06
14  28  3.05318e+07
14  29  1.3329e+07
14  30  0
14  31  1.43963e+07
14  32  5.07779e+06
14  33  4.16662e+06
14  34  1.07655e+06
14  35  0
14  36  0
14  37  0
14  38  1.54739e+07
14  39  5.75357e+06
14  40  0
14  41  6.78941e+06
14  42  9.01026e+06
14  43  0
14  44  5.95847e+06
14  45  0
14  46  0
14  47  2.30663e+07
14  48  0
14  49  1.49843e+07
14  50  1.38165e+07
14  51  2.13416e+07
14  52  1.40664e+07
14  53  6.60985e+06
14  54  1.93765e+06
14  55  2.40056e+07
14  56  0
14  57  0
14  58  0
14  59  0
14  60  2.40062e+07
14  61  1.08916e+07
14  62  2.52164e+06
14  63  0
14  64  0
14  65  2.40668e+07
14  66  3.85871e+06
14  67  0
14  68  0
14  69  0
14  70  0
14  71  0
14  72  0
14  73  0
14  74  661084
14  75  0
14  76  3.75787e+07
14  77  1.492e+07
14  78  8.5471e+06
14  79  5.31875e+06
14  80  0
14  81  0
14  82  0
14  83  9.3733e+06
14  84  0
14  85  3.34778e+06
14  86  0
14  87  0
14  88  0
14  89  0
14  90  5.59652e+06
14  91  2.31508e+07
14  92  0
14  93  2.55716e+07
14  94  0
14  95  0
14  96  0
14  97  0
14  98  0
14  99  1.11153e+07
14  100  1.71026e+07
