row  column  (images_14_017.edf Cu-K*images_14_017.edf Ar-K**(2.3))
15  0  0
15  1  6.55701e+06
15  2  0
15  3  2.36578e+06
15  4  1.73371e+06
15  5  2.04282e+06
15  6  0
15  7  4.6718e+06
15  8  961152
15  9  1.76494e+07
15  10  0
15  11  1.85528e+07
15  12  1.30019e+07
15  13  5.62917e+06
15  14  1.30298e+07
15  15  4.75276e+06
15  16  1.4263e+06
15  17  2.14757e+06
15  18  4.52122e+06
15  19  0
15  20  0
15  21  1.605e+07
15  22  1.55392e+06
15  23  458007
15  24  1.69154e+07
15  25  3.51311e+06
15  26  1.53146e+07
15  27  1.88633e+07
15  28  0
15  29  5.73022e+06
15  30  1.04129e+06
15  31  0
15  32  1.46996e+07
15  33  0
15  34  4.41343e+06
15  35  0
15  36  0
15  37  1.6377e+06
15  38  0
15  39  1.11143e+07
15  40  1.39297e+07
15  41  9.98728e+06
15  42  8.12868e+06
15  43  0
15  44  461896
15  45  0
15  46  0
15  47  1.88335e+06
15  48  0
15  49  4.21434e+07
15  50  1.18465e+07
15  51  4.07811e+06
15  52  3.49724e+07
15  53  3.25801e+07
15  54  0
15  55  2.70693e+07
15  56  1.63879e+07
15  57  2.71234e+06
15  58  3.04446e+06
15  59  3.07038e+07
15  60  0
15  61  1.54512e+07
15  62  3.43526e+07
15  63  3.48104e+07
15  64  0
15  65  2.77112e+07
15  66  2.36432e+07
15  67  2.5171e+06
15  68  1.45191e+07
15  69  0
15  70  0
15  71  167037
15  72  9.96363e+06
15  73  0
15  74  0
15  75  1.0248e+07
15  76  0
15  77  7.79503e+06
15  78  0
15  79  2.92856e+06
15  80  8.06337e+06
15  81  9.54095e+06
15  82  0
15  83  0
15  84  0
15  85  2.384e+07
15  86  2.73996e+07
15  87  6.19417e+06
15  88  0
15  89  3.50577e+07
15  90  4.19899e+07
15  91  6.14504e+06
15  92  5.85752e+06
15  93  6.02296e+06
15  94  8.92685e+06
15  95  0
15  96  4.62611e+06
15  97  5.06358e+06
15  98  2.41581e+06
15  99  4.13864e+06
15  100  1.19694e+07
16  0  0
16  1  246326
16  2  612651
16  3  3.04778e+06
16  4  0
16  5  1.28581e+06
16  6  1.9577e+07
16  7  4.95199e+06
16  8  8.02553e+06
16  9  0
16  10  1.08286e+06
16  11  0
16  12  1.24573e+07
16  13  1.67154e+07
16  14  1.71061e+07
16  15  962933
16  16  0
16  17  7.18025e+06
16  18  2.34202e+07
16  19  8.42497e+06
16  20  4.33913e+06
16  21  0
16  22  0
16  23  5.28668e+06
16  24  1.54892e+07
16  25  1.30068e+06
16  26  8.72663e+06
16  27  1.61451e+07
16  28  7.86277e+06
16  29  0
16  30  0
16  31  2.36381e+07
16  32  1.94863e+07
16  33  1.74547e+07
16  34  0
16  35  0
16  36  1.7084e+07
16  37  0
16  38  0
16  39  0
16  40  0
16  41  0
16  42  0
16  43  4.73387e+06
16  44  1.62525e+07
16  45  0
16  46  1.26914e+07
16  47  2.59769e+06
16  48  0
16  49  3.65726e+07
16  50  0
16  51  5.05721e+06
16  52  0
16  53  4.5354e+07
16  54  0
16  55  0
16  56  2.92355e+07
16  57  1.31875e+07
16  58  0
16  59  0
16  60  2.81225e+06
16  61  6.31126e+06
16  62  1.1882e+07
16  63  4.32685e+07
16  64  3.23187e+07
16  65  0
16  66  1.76229e+07
16  67  0
16  68  1.41411e+07
16  69  0
16  70  0
16  71  4.48646e+06
16  72  0
16  73  9.21878e+06
16  74  0
16  75  0
16  76  6.46071e+06
16  77  0
16  78  2.35082e+07
16  79  8.17015e+06
16  80  0
16  81  3.05673e+07
16  82  0
16  83  3.92257e+07
16  84  3.77755e+07
16  85  1.12183e+07
16  86  0
16  87  2.62747e+07
16  88  0
16  89  0
16  90  4.47363e+06
16  91  2.27692e+06
16  92  2.34846e+07
16  93  2.42168e+07
16  94  2.3233e+07
16  95  0
16  96  0
16  97  0
16  98  0
16  99  0
16  100  2.68263e+07
17  0  262090
17  1  0
17  2  0
17  3  0
17  4  0
17  5  0
17  6  2.83736e+06
17  7  0
17  8  0
17  9  0
17  10  2.11032e+07
17  11  0
17  12  1.96354e+07
17  13  3.6056e+06
17  14  1.90074e+07
17  15  5.87917e+06
17  16  0
17  17  8.92366e+06
17  18  1.52361e+07
17  19  1.74503e+07
17  20  3.16567e+07
17  21  2.71108e+07
17  22  2.57998e+07
17  23  1.04445e+07
17  24  1.66531e+07
17  25  1.85161e+06
17  26  8.65988e+06
17  27  1.95182e+07
17  28  0
17  29  8.34911e+06
17  30  1.61723e+07
17  31  7.04328e+06
17  32  1.69957e+07
17  33  5.72458e+06
17  34  0
17  35  0
17  36  0
17  37  0
17  38  0
17  39  0
17  40  0
17  41  1.21792e+07
17  42  1.36135e+06
17  43  0
17  44  3.77486e+06
17  45  0
17  46  4.34828e+07
17  47  5.09424e+06
17  48  1.81164e+07
17  49  0
17  50  881658
17  51  2.11326e+07
17  52  1.08763e+07
17  53  1.05896e+07
17  54  0
17  55  0
17  56  3.48383e+07
17  57  7.16232e+06
17  58  3.43938e+06
17  59  1.11689e+07
17  60  1.55956e+07
17  61  3.02307e+07
17  62  1.5443e+07
17  63  2.51969e+07
17  64  0
17  65  0
17  66  0
17  67  0
17  68  976410
17  69  0
17  70  0
17  71  0
17  72  1.00417e+07
17  73  1.96037e+07
17  74  0
17  75  3.90207e+07
17  76  0
17  77  0
17  78  0
17  79  0
17  80  6.45372e+07
17  81  1.76761e+07
17  82  1.99336e+07
17  83  3.98169e+06
17  84  0
17  85  1.18594e+07
17  86  0
17  87  5.13564e+07
17  88  1.84652e+07
17  89  0
17  90  1.24658e+07
17  91  5.40474e+06
17  92  1.6507e+07
17  93  5.53624e+06
17  94  0
17  95  0
17  96  0
17  97  1.69967e+07
17  98  4.21701e+07
17  99  1.62123e+07
17  100  8.85309e+06
18  0  0
18  1  5.5385e+06
18  2  1.60929e+06
18  3  2.04081e+06
18  4  2.15704e+06
18  5  8.73394e+06
18  6  0
18  7  4.73399e+06
18  8  0
18  9  0
18  10  4.86266e+06
18  11  0
18  12  8.24085e+06
18  13  0
18  14  0
18  15  5.65577e+06
18  16  1.20932e+07
18  17  0
18  18  2.40943e+07
18  19  0
18  20  3.98332e+06
18  21  0
18  22  2.51049e+06
18  23  1.84814e+06
18  24  1.14037e+07
18  25  0
18  26  0
18  27  3.2475e+06
18  28  1.14436e+07
18  29  3.11933e+06
18  30  0
18  31  9.82362e+06
18  32  1.21509e+07
18  33  1.46353e+06
18  34  2.6355e+07
18  35  0
18  36  284543
18  37  2.98457e+06
18  38  4.86856e+07
18  39  0
18  40  0
18  41  0
18  42  0
18  43  0
18  44  0
18  45  0
18  46  0
18  47  0
18  48  0
18  49  1.0862e+07
18  50  1.74824e+07
18  51  1.07507e+07
18  52  0
18  53  6.48881e+07
18  54  0
18  55  1.27214e+07
18  56  1.54192e+07
18  57  0
18  58  0
18  59  0
18  60  0
18  61  0
18  62  0
18  63  2.55017e+07
18  64  1.33673e+07
18  65  0
18  66  0
18  67  6.00754e+06
18  68  0
18  69  2.45836e+07
18  70  3.09904e+07
18  71  0
18  72  7.46127e+06
18  73  1.28487e+06
18  74  2.75406e+07
18  75  0
18  76  6.56671e+06
18  77  1.2505e+07
18  78  0
18  79  1.50993e+06
18  80  0
18  81  1.10938e+07
18  82  8.59333e+06
18  83  0
18  84  3.6318e+06
18  85  0
18  86  3.34447e+07
18  87  0
18  88  1.6998e+06
18  89  0
18  90  4.14285e+06
18  91  1.20262e+07
18  92  2.51277e+06
18  93  1.91143e+07
18  94  0
18  95  0
18  96  2.97385e+07
18  97  0
18  98  0
18  99  0
18  100  0
19  0  0
19  1  0
19  2  40461.1
19  3  0
19  4  0
19  5  0
19  6  1.52485e+06
19  7  7.82995e+06
19  8  8.52559e+06
19  9  0
19  10  2.47634e+07
19  11  1.76016e+06
19  12  9.91824e+06
19  13  5.08942e+06
19  14  4.72377e+06
19  15  1.60084e+07
19  16  2.77079e+07
19  17  0
19  18  0
19  19  0
19  20  0
19  21  1.77161e+07
19  22  1.91393e+06
19  23  6.73215e+06
19  24  2.74432e+06
19  25  0
19  26  215314
19  27  9.92683e+06
19  28  4.59335e+06
19  29  0
19  30  3.18748e+06
19  31  1.15724e+07
19  32  0
19  33  0
19  34  0
19  35  0
19  36  1.47487e+07
19  37  0
19  38  0
19  39  0
19  40  817576
19  41  1.75718e+07
19  42  4.4525e+06
19  43  0
19  44  1.44143e+07
19  45  2.84131e+06
19  46  0
19  47  1.14058e+07
19  48  1.53436e+07
19  49  0
19  50  0
19  51  2.7388e+06
19  52  9.89546e+06
19  53  2.49052e+07
19  54  0
19  55  1.83401e+07
19  56  0
19  57  1.48073e+07
19  58  7.64913e+06
19  59  2.04891e+07
19  60  1.90955e+07
19  61  2.03369e+07
19  62  2.65909e+07
19  63  0
19  64  7.08516e+06
19  65  4.92058e+06
19  66  8.83962e+06
19  67  1.27739e+07
19  68  0
19  69  0
19  70  0
19  71  9.26238e+06
19  72  954576
19  73  1.37658e+07
19  74  1.065e+07
19  75  2.27589e+07
19  76  8.1565e+06
19  77  9.40007e+06
19  78  1.62231e+06
19  79  0
19  80  0
19  81  0
19  82  1.45688e+07
19  83  0
19  84  2.95579e+07
19  85  0
19  86  0
19  87  0
19  88  0
19  89  0
19  90  0
19  91  0
19  92  4.0786e+06
19  93  0
19  94  2.71264e+07
19  95  0
19  96  9.42486e+06
19  97  2.57626e+07
19  98  3.32779e+07
19  99  0
19  100  0
20  0  673588
20  1  3.25579e+06
20  2  0
20  3  5.06661e+06
20  4  1.49636e+06
20  5  2.2644e+06
20  6  2.13837e+06
20  7  0
20  8  0
20  9  0
20  10  3.33441e+06
20  11  0
20  12  1.06013e+06
20  13  0
20  14  1.16752e+07
20  15  7.92992e+06
20  16  0
20  17  0
20  18  0
20  19  1.42927e+07
20  20  7.96064e+06
20  21  2.73276e+07
20  22  3.27035e+07
20  23  0
20  24  0
20  25  284903
20  26  9.76951e+06
20  27  147549
20  28  7.57875e+06
20  29  0
20  30  2.76822e+07
20  31  0
20  32  4.34525e+06
20  33  0
20  34  0
20  35  3.83818e+06
20  36  1.97962e+07
20  37  2.77585e+07
20  38  0
20  39  1.74431e+06
20  40  0
20  41  0
20  42  1.37637e+07
20  43  0
20  44  2.56156e+06
20  45  0
20  46  0
20  47  1.41922e+07
20  48  1.46251e+07
20  49  1.75432e+07
20  50  0
20  51  432538
20  52  0
20  53  0
20  54  0
20  55  0
20  56  0
20  57  7.32819e+06
20  58  0
20  59  1.37036e+07
20  60  1.4204e+07
20  61  1.05282e+07
20  62  1.27297e+07
20  63  1.57994e+07
20  64  5.08043e+07
20  65  4.62873e+07
20  66  5.53181e+06
20  67  1.1306e+07
20  68  7.43934e+06
20  69  1.19349e+07
20  70  622013
20  71  0
20  72  3.0912e+07
20  73  2.34853e+07
20  74  0
20  75  0
20  76  570831
20  77  0
20  78  3.82216e+06
20  79  0
20  80  7.38537e+06
20  81  2.50214e+07
20  82  8.78239e+06
20  83  0
20  84  3.99703e+06
20  85  0
20  86  0
20  87  1.75012e+07
20  88  0
20  89  4.36387e+06
20  90  1.29564e+07
20  91  0
20  92  0
20  93  3.19318e+07
20  94  9.80244e+06
20  95  0
20  96  2.48458e+07
20  97  2.34091e+07
20  98  0
20  99  0
20  100  0
21  0  0
21  1  0
21  2  4.6051e+06
21  3  3.81286e+06
21  4  1.09186e+07
21  5  1.05302e+07
21  6  8.44123e+06
21  7  6.94251e+06
21  8  1.5733e+06
21  9  0
21  10  0
21  11  9.56422e+06
21  12  1.25163e+06
21  13  2.74273e+06
21  14  0
21  15  2.97902e+07
21  16  0
21  17  4.09302e+06
21  18  0
21  19  0
21  20  2.20863e+07
21  21  3.82139e+06
21  22  3.60515e+07
21  23  2.65249e+07
21  24  0
21  25  0
21  26  2.2894e+07
21  27  0
21  28  1.0312e+07
21  29  0
21  30  0
21  31  0
21  32  0
21  33  0
21  34  0
21  35  0
21  36  3.28736e+06
21  37  2.0577e+06
21  38  5.97071e+06
21  39  3.42515e+06
21  40  9.46376e+06
21  41  0
21  42  0
21  43  236230
21  44  2.28722e+07
21  45  4.74096e+06
21  46  2.40181e+07
21  47  1.18187e+07
21  48  1.71252e+06
21  49  0
21  50  8.43345e+06
21  51  3.86119e+07
21  52  8.54869e+06
21  53  2.58877e+07
21  54  0
21  55  4.45506e+07
21  56  0
21  57  0
21  58  0
21  59  0
21  60  2.72859e+06
21  61  5.79476e+06
21  62  3.40245e+07
21  63  1.52264e+07
21  64  1.1372e+07
21  65  8.99217e+06
21  66  0
21  67  3.10861e+07
21  68  1.14924e+06
21  69  2.01982e+07
21  70  3.00745e+07
21  71  6.33028e+06
21  72  0
21  73  0
21  74  0
21  75  0
21  76  0
21  77  6.39013e+06
21  78  0
21  79  0
21  80  0
21  81  1.15624e+07
21  82  0
21  83  0
21  84  5.4502e+06
21  85  0
21  86  1.31378e+07
21  87  5.14117e+06
21  88  0
21  89  2.00972e+07
21  90  0
21  91  0
21  92  7.70383e+06
21  93  4.31865e+06
21  94  0
21  95  0
21  96  3.55064e+07
21  97  0
21  98  0
21  99  0
21  100  2.69996e+06
22  0  122488
22  1  0
22  2  0
22  3  0
22  4  0
22  5  5.15044e+06
22  6  0
22  7  5.04543e+06
22  8  2.20162e+06
22  9  0
22  10  2.9218e+06
22  11  3.91718e+06
22  12  0
22  13  0
22  14  2.83249e+07
22  15  2.68001e+07
22  16  7.67865e+06
22  17  2.25093e+06
22  18  0
22  19  1.06048e+07
22  20  3.21215e+07
22  21  0
22  22  0
22  23  0
22  24  3.17423e+07
22  25  956561
22  26  0
22  27  0
22  28  0
22  29  0
22  30  0
22  31  2.61472e+07
22  32  0
22  33  2.81698e+07
22  34  8.92811e+06
22  35  0
22  36  2.10747e+07
22  37  0
22  38  7.4588e+07
22  39  1.05309e+07
22  40  5.28114e+07
22  41  0
22  42  0
22  43  0
22  44  5.02687e+06
22  45  0
22  46  1.01085e+06
22  47  1.9131e+07
22  48  4.70637e+07
22  49  0
22  50  0
22  51  0
22  52  624723
22  53  0
22  54  0
22  55  0
22  56  0
22  57  0
22  58  9.01416e+06
22  59  0
22  60  1.3978e+07
22  61  3.03679e+07
22  62  435404
22  63  1.55556e+07
22  64  3.39978e+07
22  65  0
22  66  1.50462e+07
22  67  0
22  68  1.03262e+07
22  69  994647
22  70  5.07555e+06
22  71  0
22  72  3.28455e+07
22  73  0
22  74  1.39498e+07
22  75  3.56829e+06
22  76  0
22  77  0
22  78  5.45028e+06
22  79  0
22  80  2.45715e+06
22  81  3.2688e+07
22  82  0
22  83  0
22  84  1.61419e+07
22  85  0
22  86  0
22  87  3.36389e+07
22  88  2.30417e+07
22  89  1.08101e+07
22  90  0
22  91  1.8381e+06
22  92  2.43294e+07
22  93  0
22  94  0
22  95  0
22  96  0
22  97  0
22  98  2.67267e+07
22  99  7.43695e+06
22  100  2.37708e+07
23  0  0
23  1  0
23  2  993836
23  3  253214
23  4  1.24546e+06
23  5  1.19554e+07
23  6  5.11796e+06
23  7  0
23  8  0
23  9  1.3323e+07
23  10  1.16429e+07
23  11  5.54026e+06
23  12  0
23  13  2.09111e+07
23  14  0
23  15  3.26607e+06
23  16  7.14899e+06
23  17  9.82291e+06
23  18  0
23  19  2.12223e+07
23  20  0
23  21  0
23  22  0
23  23  8.39735e+06
23  24  1.28824e+07
23  25  0
23  26  5.96648e+06
23  27  416248
23  28  0
23  29  0
23  30  275565
23  31  3.07729e+07
23  32  6.39728e+06
23  33  0
23  34  3.06705e+06
23  35  0
23  36  1.88872e+06
23  37  0
23  38  1.08684e+07
23  39  3.30591e+06
23  40  0
23  41  0
23  42  0
23  43  1.60593e+07
23  44  0
23  45  4.67889e+06
23  46  2.33746e+07
23  47  1.13448e+07
23  48  7.50358e+06
23  49  2.6494e+07
23  50  852067
23  51  1.00075e+07
23  52  2.24839e+07
23  53  0
23  54  2.80268e+07
23  55  3.6954e+07
23  56  6.20012e+06
23  57  2.46094e+06
23  58  0
23  59  4.88297e+06
23  60  0
23  61  1.86914e+07
23  62  0
23  63  5.02932e+06
23  64  3.36638e+07
23  65  6.2986e+06
23  66  1.43507e+07
23  67  0
23  68  3.81143e+07
23  69  2.98133e+07
23  70  2.00142e+07
23  71  0
23  72  0
23  73  5.59046e+06
23  74  1.5458e+07
23  75  2.93257e+07
23  76  1.36493e+06
23  77  4.41995e+06
23  78  0
23  79  0
23  80  7.54106e+06
23  81  0
23  82  818262
23  83  0
23  84  0
23  85  0
23  86  6.12969e+06
23  87  3.66161e+07
23  88  0
23  89  0
23  90  3.79645e+07
23  91  0
23  92  1.77294e+07
23  93  0
23  94  0
23  95  2.71688e+07
23  96  0
23  97  2.78279e+06
23  98  0
23  99  1.54829e+07
23  100  0
24  0  0
24  1  2.62801e+06
24  2  9.84895e+06
24  3  0
24  4  3.55465e+06
24  5  0
24  6  0
24  7  0
24  8  371336
24  9  1.65649e+07
24  10  1.87077e+06
24  11  0
24  12  303192
24  13  2.03408e+06
24  14  0
24  15  7.51182e+06
24  16  0
24  17  0
24  18  3.24793e+07
24  19  0
24  20  0
24  21  0
24  22  3.77008e+06
24  23  2.38984e+07
24  24  6.64905e+06
24  25  0
24  26  2.69499e+06
24  27  0
24  28  5.26413e+06
24  29  0
24  30  3.56138e+07
24  31  9.5184e+06
24  32  8.46984e+06
24  33  1.63206e+07
24  34  2.30232e+06
24  35  1.56375e+07
24  36  0
24  37  0
24  38  0
24  39  1.30641e+07
24  40  0
24  41  1.81943e+06
24  42  6.94131e+06
24  43  0
24  44  0
24  45  7.26027e+06
24  46  0
24  47  1.46185e+07
24  48  0
24  49  0
24  50  6.333e+06
24  51  3.48644e+07
24  52  0
24  53  391198
24  54  1.01996e+07
24  55  0
24  56  3.69855e+07
24  57  0
24  58  1.307e+07
24  59  1.43996e+07
24  60  6.56718e+07
24  61  1.82852e+07
24  62  0
24  63  0
24  64  0
24  65  3.17363e+06
24  66  0
24  67  2.33811e+06
24  68  4.37839e+06
24  69  2.17967e+07
24  70  8.40142e+06
24  71  2.80865e+07
24  72  1.71947e+07
24  73  0
24  74  0
24  75  0
24  76  1.3889e+07
24  77  0
24  78  0
24  79  1.13562e+07
24  80  2.67423e+07
24  81  0
24  82  0
24  83  0
24  84  0
24  85  0
24  86  2.22781e+07
24  87  4.1975e+07
24  88  0
24  89  0
24  90  2.03511e+06
24  91  4.20465e+06
24  92  0
24  93  0
24  94  0
24  95  5.83647e+06
24  96  0
24  97  0
24  98  6.9614e+06
24  99  8.06408e+06
24  100  4.90536e+06
25  0  0
25  1  0
25  2  0
25  3  0
25  4  0
25  5  0
25  6  0
25  7  0
25  8  1.20933e+07
25  9  1.03292e+07
25  10  5.65976e+06
25  11  0
25  12  0
25  13  1.87408e+07
25  14  4.21789e+06
25  15  707402
25  16  542719
25  17  0
25  18  9.18437e+06
25  19  1.35723e+07
25  20  0
25  21  1.33392e+07
25  22  3.04755e+06
25  23  1.73723e+07
25  24  4.32167e+06
25  25  0
25  26  1.33165e+06
25  27  6.0892e+06
25  28  0
25  29  0
25  30  6.88899e+06
25  31  4.40427e+07
25  32  2.81255e+07
25  33  0
25  34  1.56157e+07
25  35  735089
25  36  6.07501e+06
25  37  8.27636e+06
25  38  5.20483e+06
25  39  0
25  40  0
25  41  0
25  42  3.31878e+07
25  43  0
25  44  1.11283e+07
25  45  0
25  46  0
25  47  0
25  48  4.14295e+07
25  49  0
25  50  0
25  51  4.66139e+07
25  52  0
25  53  0
25  54  1.84675e+07
25  55  2.49638e+07
25  56  6.50258e+06
25  57  0
25  58  3.65727e+07
25  59  0
25  60  0
25  61  5.62456e+06
25  62  2.23382e+07
25  63  0
25  64  3.8289e+06
25  65  0
25  66  1.95648e+06
25  67  0
25  68  0
25  69  7.33286e+06
25  70  0
25  71  4.36271e+07
25  72  0
25  73  0
25  74  5.81048e+06
25  75  0
25  76  0
25  77  0
25  78  0
25  79  0
25  80  1.05719e+07
25  81  9.29613e+06
25  82  7.45837e+06
25  83  0
25  84  0
25  85  4.33906e+06
25  86  0
25  87  0
25  88  0
25  89  0
25  90  0
25  91  0
25  92  0
25  93  0
25  94  0
25  95  4.68568e+07
25  96  2.73226e+07
25  97  0
25  98  1.79143e+07
25  99  6.55767e+06
25  100  0
26  0  0
26  1  0
26  2  0
26  3  0
26  4  0
26  5  7.15564e+06
26  6  0
26  7  912871
26  8  9.17555e+06
26  9  0
26  10  0
26  11  5.45676e+06
26  12  8.85223e+06
26  13  1.75327e+07
26  14  0
26  15  8.81594e+06
26  16  2.33221e+06
26  17  0
26  18  0
26  19  1.32183e+07
26  20  0
26  21  4.02056e+06
26  22  4.62476e+07
26  23  0
26  24  2.92174e+07
26  25  0
26  26  2.67671e+06
26  27  517010
26  28  1.33216e+07
26  29  3.60691e+06
26  30  2.14885e+06
26  31  5.30081e+06
26  32  3.69999e+07
26  33  1.9874e+07
26  34  0
26  35  0
26  36  0
26  37  0
26  38  0
26  39  2.42499e+06
26  40  0
26  41  1.25106e+07
26  42  2.10407e+07
26  43  1.2158e+07
26  44  309424
26  45  2.35093e+06
26  46  1.49299e+07
26  47  1.96466e+06
26  48  0
26  49  5.27246e+06
26  50  2.22468e+07
26  51  4.32878e+07
26  52  9.06512e+06
26  53  6.18514e+06
26  54  2.57597e+07
26  55  0
26  56  1.85146e+07
26  57  0
26  58  0
26  59  1.72512e+06
26  60  0
26  61  2.1489e+06
26  62  0
26  63  1.89442e+07
26  64  0
26  65  0
26  66  0
26  67  0
26  68  4.24416e+07
26  69  6.25725e+06
26  70  0
26  71  0
26  72  300898
26  73  0
26  74  0
26  75  0
26  76  0
26  77  2.47899e+07
26  78  0
26  79  0
26  80  0
26  81  0
26  82  0
26  83  2.19732e+07
26  84  0
26  85  1.65326e+07
26  86  6.90642e+06
26  87  0
26  88  0
26  89  3.89168e+06
26  90  1.15344e+07
26  91  0
26  92  2.79944e+07
26  93  2.51287e+06
26  94  2.75133e+07
26  95  2.12144e+07
26  96  0
26  97  0
26  98  0
26  99  0
26  100  2.2245e+06
27  0  2.06903e+06
27  1  0
27  2  0
27  3  0
27  4  7.81026e+06
27  5  5.15543e+06
27  6  4.71385e+06
27  7  578104
27  8  0
27  9  1.24601e+06
27  10  0
27  11  0
27  12  468398
27  13  0
27  14  0
27  15  9.15134e+06
27  16  4.51864e+06
27  17  0
27  18  1.52386e+06
27  19  50896.4
27  20  0
27  21  9.13422e+06
27  22  0
27  23  2.43758e+06
27  24  0
27  25  1.3711e+07
27  26  1.82021e+06
27  27  0
27  28  4.63706e+06
27  29  0
27  30  0
27  31  2.70865e+07
27  32  1.14152e+07
27  33  0
27  34  0
27  35  0
27  36  1.86753e+07
27  37  0
27  38  0
27  39  1.05977e+07
27  40  0
27  41  2.47722e+07
27  42  0
27  43  0
27  44  0
27  45  2.26946e+06
27  46  0
27  47  4.82439e+06
27  48  0
27  49  0
27  50  0
27  51  177532
27  52  758243
27  53  1.89971e+06
27  54  0
27  55  1.32269e+07
27  56  3.96191e+07
27  57  0
27  58  0
27  59  0
27  60  1.94355e+07
27  61  1.57495e+07
27  62  1.13946e+06
27  63  0
27  64  3.24865e+07
27  65  0
27  66  288664
27  67  0
27  68  0
27  69  0
27  70  0
27  71  1.84193e+06
27  72  8.18385e+06
27  73  7.04718e+06
27  74  0
27  75  6.64133e+06
27  76  0
27  77  0
27  78  1.4458e+07
27  79  1.64896e+07
27  80  2.82829e+06
27  81  0
27  82  0
27  83  0
27  84  0
27  85  0
27  86  9.8843e+06
27  87  0
27  88  0
27  89  1.89488e+06
27  90  5.18394e+06
27  91  0
27  92  8.79053e+06
27  93  3.10346e+06
27  94  0
27  95  0
27  96  0
27  97  0
27  98  0
27  99  0
27  100  0
28  0  0
28  1  0
28  2  2.001e+06
28  3  5.91815e+06
28  4  0
28  5  422826
28  6  166164
28  7  0
28  8  0
28  9  0
28  10  5.46033e+06
28  11  0
28  12  2.73758e+07
28  13  528026
28  14  1.21448e+06
28  15  1.28434e+07
28  16  0
28  17  9.62771e+06
28  18  0
28  19  0
28  20  1.57235e+07
28  21  1.45674e+07
28  22  2.08771e+06
28  23  2.08806e+07
28  24  2.09834e+07
28  25  770854
28  26  791956
28  27  1.2691e+07
28  28  0
28  29  1.59876e+07
28  30  0
28  31  1.04179e+07
28  32  7.48885e+06
28  33  0
28  34  1.62994e+07
28  35  0
28  36  0
28  37  3.68512e+06
28  38  0
28  39  214456
28  40  3.44127e+07
28  41  1.16967e+07
28  42  1.34578e+07
28  43  2.58301e+07
28  44  2.57296e+06
28  45  1.45901e+07
28  46  3.57289e+06
28  47  4.62778e+07
28  48  0
28  49  2.93317e+07
28  50  0
28  51  2.55483e+07
28  52  0
28  53  4.33197e+07
28  54  2.74499e+07
28  55  0
28  56  0
28  57  0
28  58  0
28  59  0
28  60  2.19509e+07
28  61  0
28  62  3.64874e+06
28  63  4.8082e+07
28  64  2.49706e+07
28  65  2.35512e+06
28  66  7.75935e+06
28  67  0
28  68  1.86634e+06
28  69  0
28  70  0
28  71  2.86559e+07
28  72  0
28  73  0
28  74  0
28  75  5.41945e+06
28  76  0
28  77  0
28  78  2.66085e+07
28  79  0
28  80  0
28  81  2.60866e+07
28  82  1.82065e+07
28  83  5.90037e+06
28  84  0
28  85  0
28  86  1.14499e+07
28  87  0
28  88  7.99866e+06
28  89  0
28  90  0
28  91  0
28  92  6.84247e+06
28  93  0
28  94  0
28  95  0
28  96  0
28  97  4.41004e+07
28  98  1.63672e+07
28  99  3.52865e+06
28  100  3.46556e+07
29  0  0
29  1  3.96882e+06
29  2  2.11397e+06
29  3  0
29  4  0
29  5  3.93374e+06
29  6  5.93915e+06
29  7  0
29  8  0
29  9  0
29  10  1.6202e+07
29  11  3.4474e+06
29  12  4.14232e+06
29  13  1.75108e+06
29  14  5.17543e+06
29  15  1.28596e+07
29  16  0
29  17  4.9772e+06
29  18  1.05899e+07
29  19  2.56047e+07
29  20  0
29  21  5.15216e+06
29  22  1.39752e+07
29  23  0
29  24  0
29  25  2.91611e+07
29  26  0
29  27  9.99699e+06
29  28  795706
29  29  4.09727e+07
29  30  4.13646e+06
29  31  0
29  32  2.20734e+07
29  33  0
29  34  4.6958e+06
29  35  0
29  36  0
29  37  2.20669e+06
29  38  3.4026e+06
29  39  79355.6
29  40  0
29  41  4.47726e+06
29  42  1.97736e+06
29  43  1.46581e+07
29  44  3.44566e+06
29  45  6.18663e+06
29  46  6.82674e+06
29  47  1.83031e+06
29  48  0
29  49  1.64079e+07
29  50  0
29  51  9.2306e+06
29  52  1.94938e+07
29  53  0
29  54  0
29  55  2.38736e+06
29  56  1.26487e+07
29  57  1.41579e+07
29  58  0
29  59  0
29  60  5.06478e+06
29  61  0
29  62  0
29  63  1.00455e+07
29  64  1.98043e+07
29  65  2.17457e+07
29  66  0
29  67  3.88669e+06
29  68  0
29  69  0
29  70  1.70089e+07
29  71  0
29  72  0
29  73  0
29  74  0
29  75  1.2236e+07
29  76  0
29  77  0
29  78  1.23212e+07
29  79  0
29  80  0
29  81  3.99629e+06
29  82  0
29  83  0
29  84  0
29  85  1.64312e+07
29  86  8.44221e+06
29  87  0
29  88  0
29  89  0
29  90  0
29  91  0
29  92  0
29  93  207546
29  94  0
29  95  0
29  96  1.05723e+06
29  97  3.08882e+07
29  98  2.19166e+06
29  99  0
29  100  6.00845e+06
30  0  116068
30  1  0
30  2  0
30  3  0
30  4  6.16427e+06
30  5  0
30  6  283916
30  7  0
30  8  1.00435e+06
30  9  2.00805e+07
30  10  0
30  11  0
30  12  531622
30  13  1.7401e+07
30  14  0
30  15  2.05785e+06
30  16  7.43363e+06
30  17  1.42982e+07
30  18  1.28425e+07
30  19  0
30  20  7.79503e+06
30  21  0
