row  column  (images_39.edf Fe-K*images_39.edf Ar-K**2.3)
0  0  4.7387e+07
0  1  4.43077e+07
0  2  4.35499e+07
0  3  4.19389e+07
0  4  5.4203e+07
0  5  6.35282e+07
0  6  5.48608e+07
0  7  6.17949e+07
0  8  7.01888e+07
0  9  6.46433e+07
0  10  7.62803e+07
0  11  5.2088e+07
0  12  3.86759e+07
0  13  2.8947e+07
0  14  2.09437e+07
0  15  2.79252e+07
0  16  2.16918e+07
0  17  2.84278e+07
0  18  2.64801e+07
0  19  3.46437e+07
0  20  3.87788e+07
0  21  4.13071e+07
0  22  4.91771e+07
0  23  5.38951e+07
0  24  5.96704e+07
0  25  5.30551e+07
0  26  6.50513e+07
0  27  5.36335e+07
0  28  7.33694e+07
0  29  7.26279e+07
0  30  7.61103e+07
0  31  7.84265e+07
0  32  7.34688e+07
0  33  6.17109e+07
0  34  7.88275e+07
0  35  8.84727e+07
0  36  6.93114e+07
0  37  9.68224e+07
0  38  6.34702e+07
0  39  6.21329e+07
0  40  7.09888e+07
0  41  7.33775e+07
0  42  6.80834e+07
0  43  6.4938e+07
0  44  7.53023e+07
0  45  6.20955e+07
0  46  6.24666e+07
0  47  5.95987e+07
0  48  7.94787e+07
0  49  8.62052e+07
0  50  8.54882e+07
0  51  9.29201e+07
0  52  7.2231e+07
0  53  6.77037e+07
0  54  6.09585e+07
0  55  5.4202e+07
0  56  5.95707e+07
0  57  5.92705e+07
0  58  6.05944e+07
0  59  6.88195e+07
0  60  4.44027e+07
0  61  5.40733e+07
0  62  4.79711e+07
0  63  4.07277e+07
0  64  3.20701e+07
0  65  3.30575e+07
0  66  2.87368e+07
0  67  2.04614e+07
0  68  3.51161e+07
0  69  4.35983e+07
0  70  4.26851e+07
0  71  4.48036e+07
0  72  4.44776e+07
0  73  5.85022e+07
0  74  6.69478e+07
0  75  6.22461e+07
0  76  5.70315e+07
0  77  5.45452e+07
0  78  6.09468e+07
0  79  4.61262e+07
0  80  4.77665e+07
0  81  5.73222e+07
0  82  6.28368e+07
0  83  4.95645e+07
0  84  5.65582e+07
0  85  6.92469e+07
0  86  1.05321e+08
0  87  1.08038e+08
0  88  6.31538e+07
0  89  5.22457e+07
0  90  6.4955e+07
0  91  5.88289e+07
0  92  7.01322e+07
0  93  5.67331e+07
0  94  6.66631e+07
0  95  7.42177e+07
0  96  7.79984e+07
0  97  7.06835e+07
0  98  8.13994e+07
0  99  7.84291e+07
