row  column  (images_39.edf Cu-K*images_39.edf Ar-K**2.3)
0  0  3.37598e+06
0  1  3.5815e+06
0  2  6.27735e+06
0  3  4.7969e+06
0  4  8.11829e+06
0  5  5.38004e+06
0  6  3.42704e+06
0  7  6.15895e+06
0  8  4.8548e+06
0  9  6.54582e+06
0  10  4.21764e+06
0  11  4.57392e+06
0  12  0
0  13  314681
0  14  1.5771e+06
0  15  0
0  16  0
0  17  2.77459e+06
0  18  2.38789e+06
0  19  5.32586e+06
0  20  1.12593e+06
0  21  3.57493e+06
0  22  5.30607e+06
0  23  91768.1
0  24  1.0294e+06
0  25  5.09616e+06
0  26  1.31396e+06
0  27  410244
0  28  3.93554e+06
0  29  1.81358e+06
0  30  1.57541e+06
0  31  6.23711e+06
0  32  5.90287e+06
0  33  6.2403e+06
0  34  2.54787e+06
0  35  905521
0  36  615871
0  37  1.13617e+06
0  38  6.01518e+06
0  39  2.95519e+06
0  40  1.95046e+06
0  41  785768
0  42  317471
0  43  2.25955e+06
0  44  2.10346e+06
0  45  4.17572e+06
0  46  2.65162e+06
0  47  4.88968e+06
0  48  2.12802e+06
0  49  2.94683e+06
0  50  1.95661e+06
0  51  4.41884e+06
0  52  1.77969e+06
0  53  5.83538e+06
0  54  3.62106e+06
0  55  910917
0  56  3.7959e+06
0  57  3.6048e+06
0  58  0
0  59  3.29868e+06
0  60  1.88535e+06
0  61  2.22857e+06
0  62  0
0  63  3.75878e+06
0  64  1.23195e+06
0  65  2.63071e+06
0  66  1.21654e+06
0  67  536025
0  68  2.07354e+06
0  69  1.78902e+06
0  70  614524
0  71  1.46706e+06
0  72  3.05107e+06
0  73  710705
0  74  5.39909e+06
0  75  8.95348e+06
0  76  365544
0  77  9.66762e+06
0  78  1.66228e+06
0  79  83128.6
0  80  3.87521e+06
0  81  8.26366e+06
0  82  6.62622e+06
0  83  3.76402e+06
0  84  2.486e+06
0  85  3.05144e+06
0  86  809082
0  87  4.81926e+06
0  88  4.99404e+06
0  89  6.92666e+06
0  90  7.86054e+06
0  91  5.71667e+06
0  92  2.49696e+06
0  93  0
0  94  6.47332e+06
0  95  3.91882e+06
0  96  0
0  97  0
0  98  3.37766e+06
0  99  2.55273e+06
0  100  6.38228e+06
1  0  3.44342e+06
1  1  3.36969e+06
1  2  6.49267e+06
1  3  1.06219e+06
1  4  3.05182e+06
1  5  2.4544e+06
1  6  4.70956e+06
1  7  4.77866e+06
1  8  5.33352e+06
1  9  6.46468e+06
1  10  2.32257e+06
1  11  3.99775e+06
