row  column  (images_21_930.edf Fe-K*images_21_930.edf Ar-K**2.3)
15  18  1.45551e+07
15  19  2.69574e+07
15  20  1.56358e+07
15  21  3.02584e+07
15  22  3.13257e+07
15  23  2.93435e+07
15  24  4.12088e+07
15  25  4.27513e+07
16  0  3.3414e+07
16  1  2.34652e+07
16  2  2.43095e+07
16  3  2.68305e+07
16  4  1.90469e+07
16  5  1.48995e+07
16  6  2.82914e+07
16  7  2.53873e+07
16  8  0
16  9  0
16  10  0
16  11  0
16  12  0
16  13  8.38885e+06
16  14  1.64619e+07
16  15  2.84269e+07
16  16  2.79382e+07
16  17  2.82504e+07
16  18  3.25237e+07
16  19  3.306e+07
16  20  3.8291e+07
16  21  2.67321e+07
16  22  3.79675e+07
16  23  4.76414e+07
16  24  4.12634e+07
16  25  4.88828e+07
17  0  2.08399e+07
17  1  2.50533e+07
17  2  1.81888e+07
17  3  3.36461e+07
17  4  1.85885e+07
17  5  2.58348e+07
17  6  3.31162e+07
17  7  2.07538e+07
17  8  0
17  9  7.70399e+06
17  10  0
17  11  0
17  12  0
17  13  1.51113e+07
17  14  1.63562e+07
17  15  2.24179e+07
17  16  3.91448e+07
17  17  3.2657e+07
17  18  2.06106e+07
17  19  3.13972e+07
17  20  2.5849e+07
17  21  2.42366e+07
17  22  3.34521e+07
17  23  5.14916e+07
17  24  4.56353e+07
17  25  4.04034e+07
18  0  2.06819e+07
18  1  2.41795e+07
18  2  2.4713e+07
18  3  2.9396e+07
18  4  2.68856e+07
18  5  2.72533e+07
18  6  2.69101e+07
18  7  4.36534e+07
18  8  2.08121e+07
18  9  1.54315e+07
18  10  1.08957e+07
18  11  4.11437e+06
18  12  1.29526e+07
18  13  6.85347e+06
18  14  2.8112e+07
18  15  2.32261e+07
18  16  2.82674e+07
18  17  2.60849e+07
18  18  2.83474e+07
18  19  3.24153e+07
18  20  2.94405e+07
18  21  4.51987e+07
18  22  3.71894e+07
18  23  4.12984e+07
18  24  3.57114e+07
18  25  4.23301e+07
19  0  2.9316e+07
19  1  2.83377e+07
19  2  2.27833e+07
19  3  2.58673e+07
19  4  2.7774e+07
19  5  2.29116e+07
19  6  3.82395e+07
19  7  6.01453e+07
19  8  2.10947e+07
19  9  2.54189e+07
19  10  5.29696e+06
19  11  3.64883e+06
19  12  1.721e+07
19  13  1.76048e+07
19  14  2.47804e+07
19  15  3.0832e+07
19  16  3.17294e+07
19  17  3.93639e+07
19  18  3.73331e+07
19  19  4.13086e+07
19  20  3.62191e+07
19  21  3.51557e+07
19  22  4.46783e+07
19  23  3.8601e+07
19  24  4.6693e+07
19  25  4.41835e+07
20  0  2.17332e+07
20  1  3.0353e+07
20  2  2.49841e+07
20  3  2.84249e+07
20  4  2.65155e+07
20  5  2.97819e+07
20  6  4.85884e+07
20  7  7.18289e+07
20  8  2.03871e+07
20  9  2.40424e+07
20  10  1.78804e+07
20  11  1.78589e+07
20  12  1.41557e+07
20  13  2.42852e+07
20  14  1.6223e+07
20  15  4.48469e+07
20  16  5.9115e+07
20  17  4.74556e+07
20  18  4.56621e+07
20  19  3.115e+07
20  20  4.74333e+07
20  21  3.67371e+07
20  22  4.28071e+07
20  23  4.1159e+07
20  24  5.1095e+07
20  25  3.43134e+07
21  0  2.27831e+07
21  1  2.46092e+07
21  2  1.96059e+07
21  3  3.07337e+07
21  4  2.57819e+07
21  5  4.21322e+07
21  6  3.79126e+07
21  7  1.04941e+08
21  8  4.20301e+07
21  9  2.33576e+07
21  10  1.93513e+07
21  11  2.40594e+07
21  12  3.0574e+07
21  13  2.84222e+07
21  14  3.24117e+07
21  15  4.5266e+07
21  16  6.89516e+07
21  17  5.15316e+07
21  18  4.21598e+07
21  19  3.87482e+07
21  20  5.39282e+07
21  21  4.59607e+07
21  22  4.84691e+07
21  23  3.43796e+07
21  24  3.3028e+07
21  25  4.39566e+07
22  0  4.00555e+07
22  1  2.68215e+07
22  2  1.9828e+07
22  3  2.90431e+07
22  4  2.37688e+07
22  5  3.16674e+07
22  6  3.38507e+07
22  7  6.9033e+07
22  8  3.35115e+07
22  9  3.87199e+07
22  10  1.98611e+07
22  11  3.4337e+07
22  12  2.91883e+07
22  13  2.22628e+07
22  14  4.24643e+07
22  15  4.17437e+07
22  16  8.26002e+07
22  17  6.24022e+07
22  18  4.49166e+07
22  19  4.7702e+07
22  20  4.20757e+07
22  21  3.6904e+07
22  22  3.89689e+07
22  23  4.35958e+07
22  24  3.98618e+07
22  25  4.33316e+07
23  0  3.10813e+07
23  1  3.0315e+07
23  2  1.91878e+07
23  3  1.74424e+07
23  4  2.79422e+07
23  5  2.13212e+07
23  6  2.3092e+07
23  7  5.46006e+07
23  8  2.5261e+07
23  9  2.9289e+07
23  10  2.34728e+07
23  11  2.60391e+07
23  12  2.06866e+07
23  13  3.38663e+07
23  14  2.89152e+07
23  15  4.85608e+07
23  16  9.82373e+07
23  17  6.2115e+07
23  18  5.8202e+07
23  19  4.85105e+07
23  20  3.65432e+07
23  21  4.30327e+07
23  22  4.76327e+07
23  23  3.85483e+07
23  24  4.64042e+07
23  25  4.58173e+07
24  0  2.49378e+07
24  1  3.67333e+07
24  2  2.01077e+07
24  3  2.08129e+07
24  4  2.50236e+07
24  5  1.82165e+07
24  6  3.19602e+07
24  7  5.00753e+07
24  8  3.1378e+07
24  9  2.77e+07
24  10  2.28989e+07
24  11  2.40284e+07
24  12  2.6627e+07
24  13  3.5469e+07
24  14  2.84093e+07
24  15  4.99143e+07
24  16  1.51787e+08
24  17  7.79896e+07
24  18  4.86567e+07
24  19  4.55462e+07
24  20  5.18415e+07
24  21  4.25567e+07
24  22  4.09665e+07
24  23  3.45625e+07
24  24  3.41066e+07
24  25  4.28643e+07
25  0  2.75698e+07
25  1  2.56411e+07
25  2  2.33529e+07
25  3  3.11834e+07
25  4  3.32467e+07
25  5  1.90438e+07
25  6  3.0773e+07
25  7  3.50202e+07
25  8  2.88849e+07
25  9  3.98547e+07
25  10  2.4512e+07
25  11  1.98701e+07
25  12  1.88137e+07
25  13  3.18668e+07
25  14  3.14537e+07
25  15  6.53647e+07
25  16  1.82153e+08
25  17  9.02953e+07
25  18  5.74537e+07
25  19  4.7317e+07
25  20  3.83173e+07
25  21  4.52411e+07
25  22  5.007e+07
25  23  3.80225e+07
25  24  4.30845e+07
25  25  3.06893e+07
26  0  3.48936e+07
26  1  2.38138e+07
26  2  2.57585e+07
26  3  2.57455e+07
26  4  2.62372e+07
26  5  2.73253e+07
26  6  2.86471e+07
26  7  3.37091e+07
26  8  1.91828e+07
26  9  2.27693e+07
26  10  3.25545e+07
26  11  2.84183e+07
26  12  2.7308e+07
26  13  2.40201e+07
26  14  4.589e+07
26  15  7.07915e+07
26  16  2.47553e+08
26  17  8.62901e+07
26  18  6.20296e+07
26  19  5.393e+07
26  20  4.02565e+07
26  21  4.79246e+07
26  22  3.98713e+07
26  23  3.68647e+07
26  24  4.04607e+07
26  25  4.86164e+07
27  0  3.54206e+07
27  1  2.4253e+07
27  2  2.75173e+07
27  3  2.62249e+07
27  4  2.73228e+07
27  5  3.02429e+07
27  6  2.38011e+07
27  7  3.07719e+07
27  8  2.37692e+07
27  9  2.36449e+07
27  10  2.76608e+07
27  11  2.12942e+07
27  12  2.97284e+07
27  13  3.18656e+07
27  14  4.08405e+07
27  15  7.3959e+07
27  16  3.58113e+08
27  17  1.02256e+08
27  18  7.59793e+07
27  19  4.8287e+07
27  20  4.75441e+07
27  21  4.1131e+07
27  22  5.09489e+07
27  23  5.15582e+07
27  24  4.92247e+07
27  25  4.15596e+07
28  0  3.57365e+07
28  1  2.74669e+07
28  2  2.38292e+07
28  3  2.05082e+07
28  4  2.55425e+07
28  5  2.35403e+07
28  6  3.55722e+07
28  7  3.67941e+07
28  8  2.10505e+07
28  9  3.20094e+07
28  10  3.24931e+07
28  11  3.66068e+07
28  12  3.47815e+07
28  13  4.02356e+07
28  14  4.99112e+07
28  15  8.07505e+07
28  16  4.06735e+08
28  17  1.15797e+08
28  18  7.40916e+07
28  19  6.53571e+07
28  20  5.3104e+07
28  21  4.18211e+07
28  22  5.19965e+07
28  23  3.55351e+07
28  24  5.29224e+07
28  25  3.53366e+07
29  0  2.90314e+07
29  1  2.69679e+07
29  2  3.26879e+07
29  3  2.75789e+07
29  4  2.17317e+07
29  5  3.65105e+07
29  6  2.05881e+07
29  7  5.00716e+07
29  8  3.0646e+07
29  9  2.49837e+07
29  10  2.58901e+07
29  11  3.63296e+07
29  12  4.03858e+07
29  13  4.91936e+07
29  14  5.46446e+07
29  15  9.58732e+07
29  16  5.28241e+08
29  17  1.4656e+08
29  18  8.11772e+07
29  19  6.10268e+07
29  20  5.13518e+07
29  21  6.18464e+07
29  22  5.75241e+07
29  23  4.73582e+07
29  24  3.73826e+07
29  25  3.38873e+07
30  0  4.28412e+07
30  1  3.87957e+07
30  2  3.68026e+07
30  3  2.56981e+07
30  4  2.9029e+07
30  5  3.11968e+07
30  6  4.33152e+07
30  7  3.17877e+07
30  8  2.4303e+07
30  9  3.4952e+07
30  10  3.86167e+07
30  11  3.95122e+07
30  12  3.88082e+07
30  13  4.41884e+07
30  14  7.71699e+07
30  15  9.73163e+07
30  16  8.62544e+08
30  17  1.74125e+08
30  18  1.09776e+08
30  19  8.0133e+07
30  20  7.67134e+07
30  21  5.05592e+07
30  22  4.86663e+07
30  23  5.59553e+07
30  24  3.75784e+07
30  25  5.09369e+07
31  0  3.34532e+07
31  1  3.13977e+07
31  2  2.7734e+07
31  3  3.46727e+07
31  4  2.44498e+07
31  5  4.82785e+07
31  6  3.17938e+07
31  7  3.73939e+07
31  8  2.93658e+07
31  9  3.13038e+07
31  10  3.90533e+07
31  11  3.26551e+07
31  12  4.5148e+07
31  13  3.98893e+07
31  14  6.97586e+07
31  15  1.05827e+08
31  16  5.06778e+08
31  17  1.64079e+08
31  18  1.30537e+08
31  19  1.02675e+08
31  20  6.50463e+07
31  21  5.47565e+07
31  22  5.72805e+07
31  23  5.10122e+07
31  24  3.59528e+07
31  25  3.83689e+07
32  0  3.81316e+07
32  1  2.8582e+07
32  2  3.31579e+07
32  3  2.96147e+07
32  4  3.50356e+07
32  5  2.36652e+07
32  6  1.87873e+07
32  7  4.00412e+07
32  8  2.26609e+07
32  9  4.07993e+07
32  10  3.14178e+07
32  11  3.8496e+07
32  12  3.92061e+07
32  13  5.5471e+07
32  14  5.89297e+07
32  15  9.13876e+07
32  16  3.37817e+08
32  17  1.44199e+08
32  18  1.33076e+08
32  19  1.03782e+08
32  20  6.94571e+07
32  21  6.18883e+07
32  22  5.59458e+07
32  23  4.78749e+07
32  24  4.67718e+07
32  25  3.88965e+07
33  0  2.56963e+07
33  1  3.35719e+07
33  2  2.38357e+07
33  3  2.36955e+07
33  4  2.83329e+07
33  5  3.49138e+07
33  6  3.45001e+07
33  7  3.2685e+07
33  8  3.71129e+07
33  9  3.98091e+07
33  10  4.3438e+07
33  11  4.00166e+07
33  12  4.03018e+07
33  13  4.02393e+07
33  14  5.06712e+07
33  15  8.62665e+07
33  16  2.36252e+08
33  17  1.14695e+08
33  18  1.24862e+08
33  19  8.96255e+07
33  20  5.78269e+07
33  21  5.3505e+07
33  22  5.52475e+07
33  23  4.43749e+07
33  24  3.59399e+07
33  25  3.87253e+07
34  0  3.27275e+07
34  1  2.84528e+07
34  2  3.02311e+07
34  3  3.62894e+07
34  4  2.5975e+07
34  5  2.44766e+07
34  6  2.45446e+07
34  7  2.09934e+07
34  8  3.05356e+07
34  9  3.12706e+07
34  10  3.77482e+07
34  11  3.13206e+07
34  12  3.77174e+07
34  13  3.66631e+07
34  14  5.77232e+07
34  15  7.33358e+07
34  16  1.87395e+08
34  17  1.37791e+08
34  18  1.10236e+08
34  19  8.53624e+07
34  20  7.39759e+07
34  21  5.33688e+07
34  22  5.06128e+07
34  23  4.57736e+07
34  24  4.37419e+07
34  25  3.72122e+07
35  0  3.34231e+07
35  1  3.68613e+07
35  2  3.02817e+07
35  3  3.36397e+07
35  4  2.79027e+07
35  5  3.3378e+07
35  6  2.42205e+07
35  7  3.45549e+07
35  8  2.57427e+07
35  9  4.02302e+07
35  10  3.66438e+07
35  11  4.26002e+07
35  12  3.19583e+07
35  13  3.96926e+07
35  14  5.78242e+07
35  15  7.52069e+07
35  16  1.67596e+08
35  17  1.1156e+08
35  18  9.91639e+07
35  19  1.04075e+08
35  20  6.7998e+07
35  21  5.46215e+07
35  22  6.26142e+07
35  23  4.62879e+07
35  24  3.33066e+07
35  25  4.68581e+07
36  0  2.39719e+07
36  1  3.6202e+07
36  2  3.86984e+07
36  3  3.16409e+07
36  4  3.52112e+07
36  5  2.91115e+07
36  6  3.57569e+07
36  7  3.47253e+07
36  8  3.23173e+07
36  9  3.47084e+07
36  10  3.23494e+07
36  11  2.8635e+07
36  12  4.01465e+07
36  13  5.7629e+07
36  14  5.14432e+07
36  15  6.25733e+07
36  16  1.46165e+08
36  17  9.44092e+07
36  18  9.96946e+07
36  19  7.4731e+07
36  20  4.3806e+07
36  21  4.37159e+07
36  22  6.43011e+07
36  23  4.14083e+07
36  24  4.10671e+07
36  25  5.99421e+07
37  0  1.84642e+07
37  1  3.19941e+07
37  2  2.83713e+07
37  3  4.48809e+07
37  4  2.94956e+07
37  5  2.7569e+07
37  6  2.78904e+07
37  7  2.45521e+07
37  8  4.13082e+07
37  9  4.35984e+07
37  10  3.70642e+07
37  11  2.90202e+07
37  12  4.7373e+07
37  13  4.25299e+07
37  14  5.56691e+07
37  15  6.05943e+07
37  16  1.10122e+08
37  17  9.57668e+07
37  18  8.85165e+07
37  19  8.19594e+07
37  20  4.5048e+07
37  21  2.95422e+07
37  22  6.20948e+07
37  23  4.88566e+07
37  24  4.87162e+07
37  25  4.97876e+07
38  0  3.05235e+07
38  1  2.01458e+07
38  2  2.43029e+07
38  3  3.41675e+07
38  4  2.65192e+07
38  5  2.97986e+07
38  6  3.15191e+07
38  7  3.30073e+07
38  8  3.29056e+07
38  9  4.1273e+07
38  10  3.93426e+07
38  11  4.26271e+07
38  12  5.78135e+07
38  13  5.31911e+07
38  14  4.80341e+07
38  15  7.59573e+07
38  16  1.22215e+08
38  17  9.48402e+07
38  18  8.04176e+07
38  19  7.83401e+07
38  20  5.25771e+07
38  21  6.71045e+07
38  22  7.00649e+07
38  23  4.99629e+07
38  24  3.80699e+07
38  25  3.62088e+07
39  0  2.63537e+07
39  1  2.86573e+07
39  2  2.78157e+07
39  3  3.28287e+07
39  4  4.14132e+07
39  5  3.19858e+07
39  6  3.26558e+07
39  7  3.05943e+07
39  8  4.17011e+07
39  9  5.41869e+07
39  10  4.96069e+07
39  11  4.38721e+07
39  12  6.04873e+07
39  13  6.07831e+07
39  14  6.2813e+07
39  15  6.29396e+07
39  16  1.06987e+08
39  17  7.52318e+07
39  18  8.19181e+07
39  19  8.57783e+07
39  20  6.51746e+07
39  21  6.28223e+07
39  22  7.81729e+07
39  23  4.23652e+07
39  24  6.11006e+07
39  25  4.86497e+07
40  0  2.83222e+07
40  1  2.93172e+07
40  2  2.93797e+07
40  3  3.13366e+07
40  4  3.62568e+07
40  5  4.55392e+07
40  6  4.29077e+07
40  7  2.83022e+07
40  8  3.64428e+07
40  9  4.63755e+07
40  10  5.47903e+07
40  11  4.21878e+07
40  12  6.05847e+07
40  13  6.14118e+07
40  14  5.74967e+07
40  15  6.2714e+07
40  16  9.90257e+07
40  17  7.99954e+07
40  18  8.98846e+07
40  19  7.25408e+07
40  20  6.27045e+07
40  21  6.71923e+07
40  22  5.38286e+07
40  23  6.7741e+07
40  24  4.58844e+07
40  25  4.60455e+07
41  0  2.86567e+07
41  1  2.38048e+07
41  2  3.09609e+07
41  3  3.92785e+07
41  4  2.89532e+07
41  5  2.45786e+07
41  6  3.52848e+07
41  7  5.30138e+07
41  8  4.0239e+07
41  9  5.39942e+07
41  10  5.18231e+07
41  11  5.98054e+07
41  12  5.81623e+07
41  13  6.62301e+07
41  14  5.68373e+07
41  15  7.15271e+07
41  16  8.42808e+07
41  17  7.19973e+07
41  18  5.97897e+07
41  19  6.78584e+07
41  20  7.24114e+07
41  21  6.93607e+07
41  22  6.7526e+07
41  23  5.22033e+07
41  24  5.43854e+07
41  25  3.67641e+07
42  0  2.96789e+07
42  1  3.24077e+07
42  2  2.1843e+07
42  3  4.07093e+07
42  4  3.90801e+07
42  5  5.07798e+07
42  6  4.18986e+07
42  7  4.12671e+07
42  8  5.75106e+07
42  9  6.13904e+07
42  10  7.14268e+07
42  11  6.34637e+07
42  12  6.40504e+07
42  13  6.58342e+07
42  14  6.8269e+07
42  15  7.51464e+07
42  16  7.74575e+07
42  17  7.45232e+07
42  18  6.67746e+07
42  19  5.78908e+07
42  20  5.43025e+07
42  21  5.2698e+07
42  22  5.30635e+07
42  23  5.792e+07
42  24  5.01725e+07
42  25  4.53794e+07
43  0  2.66872e+07
43  1  3.47631e+07
43  2  2.63136e+07
43  3  3.85817e+07
43  4  5.33293e+07
43  5  4.28202e+07
43  6  4.78555e+07
43  7  5.12204e+07
43  8  5.98126e+07
43  9  7.48768e+07
43  10  7.4019e+07
43  11  7.05573e+07
43  12  6.78721e+07
43  13  6.46837e+07
43  14  6.93945e+07
43  15  6.81761e+07
43  16  8.82939e+07
43  17  5.8898e+07
43  18  7.16084e+07
43  19  5.02736e+07
43  20  7.44489e+07
43  21  5.91233e+07
43  22  6.57539e+07
43  23  4.61443e+07
43  24  5.64384e+07
43  25  4.22413e+07
44  0  2.65375e+07
44  1  2.85502e+07
44  2  3.10393e+07
44  3  2.53084e+07
44  4  4.6176e+07
44  5  5.03008e+07
44  6  5.02902e+07
44  7  6.05982e+07
44  8  6.7884e+07
44  9  6.58951e+07
44  10  6.62933e+07
44  11  7.89609e+07
44  12  7.69319e+07
44  13  5.88643e+07
44  14  5.79149e+07
44  15  7.71262e+07
44  16  7.6449e+07
44  17  6.56033e+07
44  18  7.26962e+07
44  19  6.0198e+07
44  20  6.51628e+07
44  21  6.33518e+07
44  22  4.82382e+07
44  23  5.58148e+07
44  24  4.79935e+07
44  25  4.44283e+07
45  0  2.60327e+07
45  1  2.26062e+07
45  2  2.7503e+07
45  3  3.5463e+07
45  4  5.39256e+07
45  5  5.40588e+07
45  6  6.16717e+07
45  7  5.51235e+07
45  8  6.37233e+07
45  9  8.25324e+07
45  10  9.30439e+07
45  11  7.12913e+07
45  12  6.15012e+07
45  13  6.87506e+07
45  14  7.36937e+07
45  15  6.30586e+07
45  16  5.82019e+07
45  17  5.81111e+07
45  18  6.33193e+07
45  19  6.12659e+07
45  20  6.96016e+07
45  21  6.34777e+07
45  22  5.95234e+07
45  23  5.39628e+07
45  24  5.4811e+07
45  25  4.7145e+07
46  0  2.96812e+07
46  1  2.50468e+07
46  2  3.32316e+07
46  3  3.45787e+07
46  4  4.21834e+07
46  5  6.04599e+07
46  6  6.5844e+07
46  7  5.62254e+07
46  8  5.68105e+07
46  9  6.69611e+07
46  10  7.99095e+07
46  11  7.92047e+07
46  12  6.15108e+07
46  13  5.86276e+07
46  14  7.02849e+07
46  15  5.69174e+07
46  16  6.18394e+07
46  17  6.00176e+07
46  18  5.54598e+07
46  19  4.95174e+07
46  20  7.44844e+07
46  21  5.28847e+07
46  22  5.16255e+07
46  23  5.64154e+07
46  24  5.22149e+07
46  25  4.51144e+07
47  0  3.06702e+07
47  1  2.9124e+07
47  2  3.79447e+07
47  3  4.17846e+07
47  4  5.60202e+07
47  5  6.75826e+07
47  6  8.54284e+07
47  7  7.61142e+07
47  8  6.29444e+07
47  9  7.05319e+07
47  10  8.24846e+07
47  11  7.94984e+07
47  12  8.18297e+07
47  13  6.42675e+07
47  14  5.83105e+07
