row  column  (images_21_930.edf Zn-K*images_21_930.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  0
0  3  0
0  4  0
0  5  0
0  6  1.21704e+07
0  7  0
0  8  0
0  9  0
0  10  0
0  11  0
0  12  0
0  13  0
0  14  0
0  15  0
0  16  0
0  17  0
0  18  6.61299e+06
0  19  6.03511e+06
0  20  0
0  21  0
0  22  1.58144e+07
0  23  1.02824e+07
0  24  1.37044e+07
0  25  4.98292e+06
1  0  0
1  1  3.0686e+06
1  2  2.5138e+06
1  3  0
1  4  0
1  5  0
1  6  0
1  7  0
1  8  0
1  9  0
1  10  0
1  11  0
1  12  0
1  13  0
1  14  0
1  15  3.75587e+06
1  16  8.06128e+06
1  17  4.66413e+06
1  18  0
1  19  150501
1  20  2.86861e+06
1  21  0
1  22  0
1  23  1.39295e+07
1  24  8.05943e+06
1  25  0
2  0  6.3951e+06
2  1  0
2  2  0
2  3  0
2  4  0
2  5  0
2  6  0
2  7  0
2  8  0
2  9  0
2  10  7.58983e+06
2  11  1.85918e+06
2  12  0
2  13  0
2  14  0
2  15  0
2  16  1.8908e+06
2  17  222763
2  18  0
2  19  0
2  20  0
2  21  0
2  22  0
2  23  1.054e+07
2  24  0
2  25  0
3  0  0
3  1  0
3  2  0
3  3  0
3  4  0
3  5  0
3  6  0
3  7  0
3  8  0
3  9  0
3  10  0
3  11  0
3  12  0
3  13  0
3  14  1.61295e+06
3  15  0
3  16  3.95841e+06
3  17  0
3  18  5.01467e+06
3  19  1.48558e+06
3  20  0
3  21  0
3  22  8.41632e+06
3  23  0
3  24  2.35183e+06
3  25  0
4  0  0
4  1  0
4  2  3.0267e+06
4  3  0
4  4  0
4  5  0
4  6  0
4  7  0
4  8  0
4  9  0
4  10  0
4  11  0
4  12  0
4  13  0
4  14  0
4  15  0
4  16  0
4  17  0
4  18  0
4  19  1.12105e+07
4  20  0
4  21  0
4  22  0
4  23  1.33978e+06
4  24  0
4  25  342160
5  0  798117
5  1  0
5  2  0
5  3  0
5  4  0
5  5  0
5  6  0
5  7  0
5  8  0
5  9  0
5  10  0
5  11  1.78717e+06
5  12  0
5  13  0
5  14  0
5  15  0
5  16  8.67395e+06
5  17  0
5  18  0
5  19  0
5  20  2.08712e+06
5  21  0
5  22  1.4415e+06
5  23  0
5  24  904425
5  25  1.16636e+06
6  0  0
6  1  4.41398e+06
6  2  219573
6  3  0
6  4  0
6  5  0
6  6  0
6  7  0
6  8  0
6  9  0
6  10  0
6  11  0
6  12  0
6  13  8.19903e+06
6  14  2.68884e+06
6  15  0
6  16  0
6  17  0
6  18  334409
6  19  0
6  20  0
6  21  3.42603e+06
6  22  0
6  23  0
6  24  3.89441e+06
6  25  5.71131e+06
7  0  0
7  1  0
7  2  0
7  3  0
7  4  0
7  5  5.05947e+06
7  6  0
7  7  0
7  8  0
7  9  0
7  10  0
7  11  0
7  12  0
7  13  0
7  14  0
7  15  0
7  16  0
7  17  0
7  18  0
7  19  0
7  20  0
7  21  1.27206e+07
7  22  0
7  23  0
7  24  2.77739e+06
7  25  0
8  0  0
8  1  0
8  2  0
8  3  0
8  4  0
8  5  875848
8  6  0
8  7  0
8  8  0
8  9  0
8  10  0
8  11  0
8  12  0
8  13  0
8  14  0
8  15  0
8  16  0
8  17  0
8  18  658934
8  19  0
8  20  7.17863e+06
8  21  0
8  22  0
8  23  0
8  24  473332
8  25  1.31002e+07
9  0  0
9  1  1.30774e+06
9  2  6.3465e+06
9  3  0
9  4  0
9  5  3.155e+06
9  6  0
9  7  0
9  8  0
9  9  0
9  10  0
9  11  0
9  12  0
9  13  0
9  14  0
9  15  0
9  16  0
9  17  0
9  18  0
9  19  2.37415e+06
9  20  4.327e+06
9  21  0
9  22  0
9  23  0
9  24  0
9  25  5.22353e+06
10  0  2.85707e+06
10  1  0
10  2  0
10  3  1.6968e+06
10  4  5.18672e+06
10  5  1.83683e+06
10  6  0
10  7  0
10  8  0
10  9  0
10  10  0
10  11  0
10  12  0
10  13  0
10  14  0
10  15  0
10  16  0
10  17  7.56637e+06
10  18  3.13631e+06
10  19  0
10  20  0
10  21  1.45497e+06
10  22  0
10  23  0
10  24  1.72867e+07
10  25  2.18077e+06
11  0  0
11  1  0
11  2  4.78413e+06
11  3  0
11  4  2.46995e+06
11  5  0
11  6  0
11  7  0
11  8  0
11  9  0
11  10  0
11  11  0
11  12  0
11  13  53116.2
11  14  0
11  15  0
11  16  0
11  17  5.09975e+06
11  18  0
11  19  0
11  20  0
11  21  0
11  22  0
11  23  1.98876e+06
11  24  7.93687e+06
11  25  0
12  0  350222
12  1  0
12  2  0
12  3  8.62565e+06
12  4  0
12  5  0
12  6  875016
12  7  1.07367e+07
12  8  0
12  9  0
12  10  0
12  11  0
12  12  7.38199e+06
12  13  0
12  14  0
12  15  0
12  16  0
12  17  0
12  18  2.39725e+06
12  19  0
12  20  0
12  21  3.841e+06
12  22  8.24601e+06
12  23  6.11506e+06
12  24  2.12684e+06
12  25  3.64207e+06
13  0  0
13  1  0
13  2  1.55668e+06
13  3  0
13  4  0
13  5  473121
13  6  0
13  7  1.71989e+06
13  8  0
13  9  0
13  10  0
13  11  0
13  12  0
13  13  0
13  14  3.15654e+06
13  15  0
13  16  0
13  17  0
13  18  0
13  19  2.84065e+06
13  20  0
13  21  1.57755e+06
13  22  0
13  23  1.39302e+07
13  24  1.35124e+07
13  25  2.41279e+07
14  0  0
14  1  2.83672e+06
14  2  830511
14  3  0
14  4  0
14  5  1.42011e+06
14  6  0
14  7  0
14  8  0
14  9  0
14  10  0
14  11  0
14  12  4.1814e+06
14  13  0
14  14  0
14  15  4.3043e+06
14  16  0
14  17  0
14  18  0
14  19  351761
14  20  4.29738e+06
14  21  0
14  22  5.08719e+06
14  23  1.68772e+07
14  24  2.90591e+07
14  25  3.49938e+07
15  0  0
15  1  0
15  2  0
15  3  0
15  4  0
15  5  0
15  6  0
15  7  0
15  8  0
15  9  0
15  10  0
15  11  4.767e+06
15  12  0
15  13  0
15  14  0
15  15  0
15  16  0
15  17  2.09844e+06
15  18  0
15  19  2.44221e+06
15  20  2.94252e+06
15  21  1.58682e+06
15  22  1.69383e+07
15  23  3.79873e+07
15  24  1.95323e+07
15  25  3.5093e+07
16  0  0
16  1  1.11066e+07
16  2  0
16  3  0
16  4  0
16  5  0
16  6  0
16  7  2.74585e+06
16  8  0
16  9  4.91751e+06
16  10  0
16  11  0
16  12  0
16  13  0
16  14  958667
16  15  0
16  16  0
16  17  0
16  18  6.06502e+06
16  19  0
16  20  0
16  21  8.20871e+06
16  22  1.75805e+07
16  23  2.44135e+07
16  24  3.71215e+07
16  25  2.46082e+07
17  0  0
17  1  0
17  2  0
17  3  0
17  4  0
17  5  0
17  6  5.19256e+06
17  7  7.0358e+06
17  8  0
17  9  1.45887e+07
17  10  2.97133e+06
17  11  0
17  12  0
17  13  0
17  14  0
17  15  1.40568e+06
17  16  0
17  17  0
17  18  4.14811e+06
17  19  8.70885e+06
17  20  1.397e+07
17  21  7.75805e+06
17  22  1.51401e+07
17  23  5.19038e+07
17  24  2.74753e+07
17  25  4.72074e+07
18  0  0
18  1  0
18  2  0
18  3  0
18  4  1.40127e+06
18  5  0
18  6  0
18  7  0
18  8  0
18  9  2.09973e+07
18  10  0
18  11  0
18  12  0
18  13  0
18  14  0
18  15  5.88917e+06
18  16  5.25185e+06
18  17  0
18  18  2.03947e+06
