row  column  (images_21_930.edf Mn-K*images_21_930.edf Ar-K**2.3)
0  0  1.62852e+07
0  1  8.72971e+06
0  2  2.25553e+07
0  3  2.1232e+07
0  4  1.89318e+07
0  5  5.60862e+06
0  6  2.27317e+07
0  7  7.77315e+06
0  8  0
0  9  0
0  10  2.1003e+07
0  11  1.17685e+07
0  12  7.35525e+06
0  13  2.07429e+07
0  14  1.71884e+07
0  15  1.54316e+07
0  16  2.10994e+07
0  17  1.39695e+07
0  18  1.14244e+07
0  19  1.85299e+07
0  20  2.78127e+07
0  21  7.81855e+06
0  22  1.65013e+07
0  23  1.71552e+07
0  24  1.28203e+07
0  25  2.61207e+07
1  0  1.28602e+07
1  1  1.55526e+07
1  2  2.23369e+07
1  3  8.24387e+06
1  4  1.74871e+07
1  5  8.92802e+06
1  6  1.77364e+07
1  7  1.16383e+07
1  8  0
1  9  2.35121e+07
1  10  0
1  11  1.07582e+07
1  12  1.90059e+07
1  13  2.10474e+07
1  14  1.42444e+07
1  15  1.71304e+07
1  16  1.64884e+07
1  17  7.41275e+06
1  18  1.72067e+07
1  19  7.516e+06
1  20  1.3909e+07
1  21  2.6491e+07
1  22  2.09017e+07
1  23  1.55734e+07
1  24  1.58398e+07
1  25  1.36472e+07
2  0  1.26241e+07
2  1  2.37676e+07
2  2  1.3227e+07
2  3  1.5997e+07
2  4  1.70748e+07
2  5  1.07511e+07
2  6  1.89452e+07
2  7  1.27074e+07
2  8  9.13043e+06
2  9  0
2  10  1.61114e+07
2  11  2.29583e+07
2  12  1.01605e+07
2  13  1.98579e+07
2  14  9.91363e+06
2  15  2.91399e+07
2  16  2.81001e+07
2  17  2.63967e+07
2  18  2.01363e+07
2  19  2.43227e+07
2  20  2.12653e+07
2  21  2.09796e+07
2  22  2.37619e+07
2  23  1.59503e+07
2  24  2.39615e+07
2  25  1.56335e+07
3  0  1.08795e+07
3  1  1.93008e+07
3  2  1.8604e+07
3  3  2.07709e+07
3  4  2.08574e+07
3  5  7.92911e+06
3  6  1.93025e+07
3  7  0
3  8  0
3  9  0
3  10  0
3  11  1.44154e+07
3  12  0
3  13  3.72339e+06
3  14  1.71167e+07
3  15  1.74137e+07
3  16  1.8588e+07
3  17  1.4897e+07
3  18  1.62355e+07
3  19  1.67002e+07
3  20  2.14259e+07
3  21  1.27101e+07
3  22  2.39969e+07
3  23  1.72038e+07
3  24  2.3719e+07
3  25  1.23209e+07
4  0  1.32955e+07
4  1  1.44786e+07
4  2  1.33398e+07
4  3  5.7648e+06
4  4  5.89767e+06
4  5  7.42178e+06
4  6  1.43987e+07
4  7  0
4  8  0
4  9  0
4  10  2.14172e+07
4  11  1.33558e+07
4  12  7.86899e+06
4  13  3.36103e+07
4  14  1.00835e+07
4  15  1.12993e+07
4  16  2.0381e+07
4  17  1.43646e+07
4  18  1.36614e+07
4  19  6.21795e+06
4  20  1.12791e+07
4  21  2.68766e+07
4  22  2.49402e+07
4  23  1.25785e+07
4  24  2.14965e+07
4  25  1.47817e+07
5  0  8.02384e+06
5  1  1.3369e+07
5  2  6.8233e+06
