row  column  (images_21_930.edf Cu-K*images_21_930.edf Ar-K**2.3)
0  0  6.45441e+06
0  1  1.05443e+07
0  2  4.60121e+06
0  3  0
0  4  0
0  5  1.48642e+06
0  6  0
0  7  0
0  8  0
0  9  0
0  10  0
0  11  0
0  12  5.82183e+06
0  13  3.72617e+06
0  14  3.45142e+06
0  15  4.59667e+06
0  16  7.48325e+06
0  17  4.60422e+06
0  18  7.8051e+06
0  19  6.78227e+06
0  20  4.59989e+06
0  21  7.22795e+06
0  22  6.46345e+06
0  23  8.12248e+06
0  24  1.31566e+06
0  25  1.13011e+07
1  0  9.1683e+06
1  1  4.33212e+06
1  2  9.9579e+06
1  3  3.48038e+06
1  4  1.40646e+07
1  5  0
1  6  0
1  7  0
1  8  0
1  9  0
1  10  0
1  11  0
1  12  0
1  13  131149
1  14  0
1  15  3.23611e+06
1  16  5.65756e+06
1  17  9.00431e+06
1  18  1.5233e+07
1  19  8.11288e+06
1  20  3.52027e+06
1  21  0
1  22  7.69734e+06
1  23  1.27384e+07
1  24  0
1  25  6.95769e+06
2  0  9.85963e+06
2  1  0
2  2  1.40244e+07
2  3  0
2  4  3.25495e+06
2  5  4.71435e+06
2  6  0
2  7  0
2  8  0
2  9  0
2  10  0
2  11  0
2  12  0
2  13  0
2  14  1.49673e+06
2  15  0
2  16  4.07667e+06
2  17  7.89953e+06
2  18  7.96851e+06
2  19  726544
2  20  1.28632e+07
2  21  1.52814e+07
2  22  3.12197e+06
2  23  0
2  24  1.47481e+07
2  25  1.17199e+07
3  0  5.69629e+06
3  1  5.7361e+06
3  2  8.50302e+06
3  3  0
3  4  0
3  5  0
3  6  0
3  7  0
3  8  0
3  9  0
3  10  0
3  11  0
3  12  0
3  13  0
3  14  3.99897e+06
3  15  6.16738e+06
3  16  276579
3  17  0
3  18  0
3  19  56164.6
3  20  2.50858e+06
3  21  3.24002e+06
3  22  3.65199e+06
3  23  604818
3  24  9.09479e+06
3  25  3.28498e+06
4  0  0
4  1  0
4  2  0
4  3  0
4  4  0
4  5  0
4  6  0
4  7  0
4  8  0
4  9  0
4  10  0
4  11  0
4  12  0
4  13  0
4  14  3.99625e+06
4  15  9.15737e+06
4  16  0
4  17  3.5486e+06
4  18  1.43612e+07
4  19  2.23067e+06
4  20  2.98813e+06
4  21  6.82757e+06
4  22  1.92405e+06
4  23  3.88423e+06
4  24  0
4  25  2.55908e+06
5  0  2.24876e+06
5  1  0
5  2  2.84635e+06
5  3  1.60776e+06
5  4  0
5  5  0
5  6  0
5  7  0
5  8  0
5  9  0
5  10  0
5  11  0
5  12  0
5  13  0
5  14  0
5  15  0
5  16  0
5  17  679773
5  18  3.28471e+06
5  19  0
5  20  5.84233e+06
5  21  0
5  22  1.44125e+07
5  23  0
5  24  3.37607e+06
5  25  0
6  0  0
6  1  2.84948e+06
6  2  0
6  3  0
6  4  0
6  5  0
6  6  0
6  7  0
6  8  0
6  9  0
6  10  0
6  11  0
6  12  0
6  13  0
6  14  0
6  15  0
6  16  0
6  17  620051
6  18  3.6725e+06
6  19  7.98653e+06
6  20  7.57499e+06
6  21  3.55929e+06
6  22  1.02553e+07
6  23  2.935e+06
6  24  7.15954e+06
6  25  731322
7  0  0
7  1  5.05742e+06
7  2  0
7  3  0
7  4  8.95039e+06
7  5  0
7  6  0
7  7  0
7  8  0
7  9  0
7  10  0
7  11  0
7  12  0
7  13  0
7  14  0
7  15  1.23798e+06
7  16  915793
7  17  0
7  18  1.38676e+07
7  19  3.60038e+06
7  20  8.55458e+06
7  21  0
7  22  4.59803e+06
7  23  0
7  24  0
7  25  5.57847e+06
8  0  0
8  1  0
8  2  0
8  3  0
8  4  2.30585e+06
8  5  0
8  6  0
8  7  0
8  8  0
8  9  0
8  10  0
8  11  0
8  12  0
8  13  0
8  14  0
8  15  3.44121e+06
8  16  2.7925e+06
8  17  2.33937e+06
8  18  0
8  19  0
8  20  6.3716e+06
8  21  580696
8  22  4.38711e+06
8  23  5.69168e+06
8  24  0
8  25  1.16939e+07
9  0  1.54179e+07
9  1  4.56681e+06
9  2  0
9  3  4.06839e+06
9  4  5.00291e+06
9  5  0
9  6  0
9  7  0
9  8  0
9  9  0
9  10  0
9  11  0
9  12  0
9  13  0
9  14  0
9  15  3.86295e+06
9  16  3.96612e+06
9  17  2.40349e+06
9  18  5.80645e+06
9  19  0
9  20  0
9  21  3.50019e+06
9  22  8.86991e+06
9  23  5.75103e+06
