row  column  (images_21_930.edf Ca-K*images_21_930.edf Ar-K**2.3)
15  3  9.8265e+07
15  4  1.49282e+08
15  5  1.43142e+08
15  6  1.92419e+08
15  7  1.36688e+08
15  8  9.35214e+07
15  9  6.10135e+07
15  10  4.95707e+07
15  11  3.15733e+07
15  12  5.11887e+07
15  13  4.33035e+07
15  14  7.2902e+07
15  15  8.48865e+07
15  16  7.73081e+07
15  17  1.24848e+08
15  18  1.38245e+08
15  19  1.77145e+08
15  20  1.89646e+08
15  21  2.43463e+08
15  22  2.88922e+08
15  23  4.64524e+08
15  24  4.76924e+08
15  25  5.46519e+08
16  0  9.91537e+07
16  1  1.22332e+08
16  2  1.33964e+08
16  3  1.20679e+08
16  4  1.27479e+08
16  5  1.45444e+08
16  6  1.99045e+08
16  7  1.57426e+08
16  8  9.75923e+07
16  9  7.30092e+07
16  10  4.68421e+07
16  11  5.14323e+07
16  12  4.27458e+07
16  13  4.39271e+07
16  14  6.96113e+07
16  15  7.51617e+07
16  16  9.2076e+07
16  17  1.51035e+08
16  18  1.65267e+08
16  19  2.24486e+08
16  20  2.39571e+08
16  21  2.72237e+08
16  22  3.50385e+08
16  23  5.25585e+08
16  24  5.28884e+08
16  25  5.85397e+08
17  0  1.22753e+08
17  1  1.13445e+08
17  2  1.00999e+08
17  3  1.16132e+08
17  4  1.11632e+08
17  5  1.32931e+08
17  6  1.91595e+08
17  7  1.47471e+08
17  8  1.13113e+08
17  9  8.37421e+07
17  10  6.69517e+07
17  11  6.28827e+07
17  12  6.04703e+07
17  13  7.04003e+07
17  14  7.02187e+07
17  15  1.02733e+08
17  16  1.32447e+08
17  17  1.52237e+08
17  18  2.02567e+08
17  19  2.30257e+08
17  20  2.68365e+08
17  21  3.26487e+08
17  22  4.38347e+08
17  23  5.82608e+08
17  24  6.06172e+08
17  25  6.74256e+08
18  0  1.01105e+08
18  1  1.06769e+08
18  2  1.20736e+08
18  3  1.21636e+08
18  4  1.04621e+08
18  5  1.50242e+08
18  6  2.0951e+08
18  7  1.58592e+08
18  8  1.24445e+08
18  9  7.3139e+07
18  10  6.97965e+07
18  11  6.45133e+07
18  12  6.62223e+07
18  13  6.4651e+07
18  14  1.16335e+08
18  15  1.19908e+08
18  16  1.80123e+08
18  17  2.09077e+08
18  18  2.6867e+08
18  19  2.9221e+08
18  20  3.59021e+08
18  21  4.08939e+08
18  22  5.18435e+08
18  23  6.22357e+08
18  24  5.39835e+08
18  25  6.72133e+08
19  0  1.13485e+08
19  1  1.21449e+08
19  2  1.37128e+08
19  3  1.10364e+08
19  4  1.2164e+08
19  5  1.32083e+08
19  6  1.85937e+08
19  7  1.69967e+08
19  8  1.30052e+08
19  9  9.78959e+07
19  10  7.98937e+07
19  11  5.49621e+07
19  12  6.92965e+07
19  13  6.72582e+07
19  14  1.11901e+08
19  15  1.52294e+08
19  16  1.65963e+08
19  17  2.447e+08
19  18  3.56966e+08
19  19  4.01715e+08
19  20  4.1534e+08
19  21  4.11661e+08
19  22  5.80856e+08
19  23  6.41904e+08
19  24  6.81271e+08
19  25  7.17332e+08
20  0  1.20664e+08
20  1  1.17086e+08
20  2  7.96316e+07
20  3  1.18246e+08
20  4  1.16813e+08
20  5  1.53829e+08
20  6  1.8442e+08
20  7  1.94038e+08
20  8  1.08196e+08
20  9  1.04231e+08
20  10  8.4388e+07
20  11  7.47444e+07
20  12  7.7846e+07
20  13  6.86582e+07
20  14  1.29688e+08
20  15  1.96361e+08
20  16  2.57197e+08
20  17  2.86758e+08
20  18  4.5288e+08
20  19  4.31089e+08
20  20  4.82585e+08
20  21  4.98146e+08
20  22  6.21708e+08
20  23  7.59077e+08
20  24  7.58774e+08
20  25  7.67849e+08
21  0  1.24106e+08
21  1  1.16935e+08
21  2  1.24559e+08
21  3  1.06272e+08
21  4  1.18194e+08
21  5  1.29004e+08
21  6  1.70353e+08
21  7  1.72462e+08
21  8  1.35397e+08
21  9  9.74135e+07
21  10  8.52063e+07
21  11  7.59931e+07
21  12  8.938e+07
21  13  8.73935e+07
21  14  1.28809e+08
21  15  2.59264e+08
21  16  2.81623e+08
21  17  3.28972e+08
21  18  5.2568e+08
21  19  5.3628e+08
21  20  5.50998e+08
21  21  5.60551e+08
21  22  6.22877e+08
21  23  7.22384e+08
21  24  7.25205e+08
21  25  7.38677e+08
22  0  1.34819e+08
22  1  1.16526e+08
22  2  1.13428e+08
22  3  9.92585e+07
22  4  1.09715e+08
22  5  1.49049e+08
22  6  1.57259e+08
22  7  1.65142e+08
22  8  1.11359e+08
22  9  8.44904e+07
22  10  9.32463e+07
22  11  8.4739e+07
22  12  8.61607e+07
22  13  1.07544e+08
22  14  1.70802e+08
22  15  3.13162e+08
22  16  3.32259e+08
22  17  4.04264e+08
22  18  6.42904e+08
22  19  6.82671e+08
22  20  6.29919e+08
22  21  5.90182e+08
22  22  7.12416e+08
22  23  7.82578e+08
22  24  7.37835e+08
22  25  7.99607e+08
23  0  1.29273e+08
23  1  1.16073e+08
23  2  1.10728e+08
23  3  9.79484e+07
23  4  1.15503e+08
23  5  1.15629e+08
23  6  1.36351e+08
23  7  1.13488e+08
23  8  9.35316e+07
23  9  9.29175e+07
23  10  8.09637e+07
23  11  8.07643e+07
23  12  9.43121e+07
23  13  1.06633e+08
23  14  2.10251e+08
23  15  3.51279e+08
23  16  4.25127e+08
23  17  4.85553e+08
23  18  6.79631e+08
23  19  7.0238e+08
23  20  7.17681e+08
23  21  6.94002e+08
23  22  7.84416e+08
23  23  8.17871e+08
23  24  8.02348e+08
23  25  7.6739e+08
24  0  1.25765e+08
24  1  1.24079e+08
24  2  1.06686e+08
24  3  9.92159e+07
24  4  9.40449e+07
24  5  1.14486e+08
24  6  1.02909e+08
24  7  1.2016e+08
24  8  8.14872e+07
24  9  5.3757e+07
24  10  9.11625e+07
24  11  8.47554e+07
24  12  1.05891e+08
24  13  1.13707e+08
24  14  2.25653e+08
24  15  4.17473e+08
24  16  5.24523e+08
24  17  5.83864e+08
24  18  7.45241e+08
24  19  8.35293e+08
24  20  8.35178e+08
24  21  8.40477e+08
24  22  8.10964e+08
24  23  7.44654e+08
24  24  7.34549e+08
24  25  7.91145e+08
25  0  1.22154e+08
25  1  1.09057e+08
25  2  9.91841e+07
25  3  9.20347e+07
25  4  1.04477e+08
25  5  1.16143e+08
25  6  1.55321e+08
25  7  1.19107e+08
25  8  8.70075e+07
25  9  8.33604e+07
25  10  9.67544e+07
25  11  9.98503e+07
25  12  1.19289e+08
25  13  1.16927e+08
25  14  2.71607e+08
25  15  4.43506e+08
25  16  6.06139e+08
25  17  6.50736e+08
25  18  8.77105e+08
25  19  8.08285e+08
25  20  1.0261e+09
25  21  1.02743e+09
25  22  9.14258e+08
25  23  7.96857e+08
25  24  8.51643e+08
25  25  8.51531e+08
26  0  1.19992e+08
26  1  1.32486e+08
26  2  1.08907e+08
26  3  1.04555e+08
26  4  1.0192e+08
26  5  1.26702e+08
26  6  1.5922e+08
26  7  1.20548e+08
26  8  1.04756e+08
26  9  8.94368e+07
26  10  9.0419e+07
26  11  1.11883e+08
26  12  1.22726e+08
26  13  1.63358e+08
26  14  3.00791e+08
26  15  5.41622e+08
26  16  6.83476e+08
26  17  7.19576e+08
26  18  9.17843e+08
26  19  9.74256e+08
26  20  1.11951e+09
26  21  1.22431e+09
26  22  9.64551e+08
26  23  8.32866e+08
26  24  8.62589e+08
26  25  9.25625e+08
27  0  1.20354e+08
27  1  1.11023e+08
27  2  1.04852e+08
27  3  1.13831e+08
27  4  9.78515e+07
27  5  1.47716e+08
27  6  1.302e+08
27  7  1.23761e+08
27  8  9.6189e+07
27  9  8.70472e+07
27  10  1.09377e+08
27  11  9.73487e+07
27  12  1.40776e+08
27  13  1.51636e+08
27  14  3.922e+08
27  15  5.88315e+08
27  16  6.7417e+08
27  17  7.15666e+08
27  18  9.81866e+08
27  19  1.13009e+09
27  20  1.32078e+09
27  21  1.37501e+09
27  22  1.07851e+09
27  23  9.18292e+08
27  24  8.04505e+08
27  25  9.15205e+08
28  0  1.32766e+08
28  1  1.05129e+08
28  2  1.20686e+08
28  3  8.9869e+07
28  4  1.14528e+08
28  5  1.39385e+08
28  6  1.51651e+08
28  7  1.56318e+08
28  8  1.15339e+08
28  9  1.15815e+08
28  10  9.90198e+07
28  11  1.21629e+08
28  12  1.14587e+08
28  13  1.84552e+08
28  14  3.36433e+08
28  15  5.90894e+08
28  16  6.95275e+08
28  17  8.31645e+08
28  18  1.04142e+09
28  19  1.14543e+09
28  20  1.65661e+09
28  21  1.73939e+09
28  22  1.33022e+09
28  23  9.67932e+08
28  24  9.67634e+08
28  25  8.2532e+08
29  0  1.18872e+08
29  1  1.19342e+08
29  2  1.11627e+08
29  3  1.0266e+08
29  4  1.0417e+08
29  5  1.30977e+08
29  6  1.2594e+08
29  7  1.33564e+08
29  8  1.04497e+08
29  9  9.58426e+07
29  10  1.30417e+08
29  11  1.10224e+08
29  12  1.46451e+08
29  13  1.89614e+08
29  14  2.96796e+08
29  15  5.48138e+08
29  16  6.57833e+08
29  17  9.48627e+08
29  18  1.04237e+09
29  19  1.29287e+09
29  20  1.9222e+09
29  21  2.27156e+09
29  22  1.54594e+09
29  23  1.16184e+09
29  24  9.32731e+08
29  25  8.48467e+08
30  0  1.17305e+08
30  1  1.3266e+08
30  2  1.10731e+08
30  3  1.04292e+08
30  4  1.12633e+08
30  5  1.08055e+08
30  6  1.50377e+08
30  7  1.38748e+08
30  8  9.62587e+07
30  9  1.07556e+08
30  10  1.31594e+08
30  11  1.49873e+08
30  12  1.24039e+08
30  13  1.6991e+08
30  14  2.88458e+08
30  15  5.0216e+08
30  16  7.35427e+08
30  17  8.93494e+08
30  18  1.13962e+09
30  19  1.5161e+09
30  20  2.27419e+09
30  21  2.42789e+09
30  22  1.72805e+09
30  23  1.27063e+09
30  24  1.00947e+09
30  25  9.25844e+08
31  0  1.22023e+08
31  1  1.2741e+08
31  2  9.72597e+07
31  3  1.33018e+08
31  4  1.02209e+08
31  5  1.19732e+08
31  6  1.38145e+08
31  7  1.4708e+08
31  8  1.30639e+08
31  9  1.27894e+08
31  10  1.34944e+08
31  11  1.52764e+08
31  12  1.79554e+08
31  13  1.84775e+08
31  14  3.21034e+08
31  15  4.81383e+08
31  16  6.57822e+08
31  17  1.05267e+09
31  18  1.44405e+09
31  19  1.76511e+09
31  20  2.83758e+09
31  21  2.9926e+09
31  22  2.17802e+09
31  23  1.39597e+09
31  24  1.06067e+09
31  25  9.63959e+08
32  0  1.32775e+08
32  1  1.28042e+08
32  2  1.04172e+08
32  3  9.29675e+07
32  4  1.03447e+08
32  5  1.08621e+08
32  6  1.37602e+08
32  7  1.58096e+08
32  8  1.29993e+08
32  9  1.41179e+08
32  10  1.37024e+08
32  11  1.64696e+08
32  12  1.81509e+08
32  13  2.38612e+08
32  14  2.92611e+08
32  15  4.8706e+08
32  16  6.99832e+08
32  17  1.09999e+09
32  18  1.60243e+09
32  19  2.04116e+09
32  20  3.34833e+09
32  21  3.32534e+09
32  22  2.24719e+09
32  23  1.37075e+09
32  24  1.11744e+09
32  25  1.04356e+09
33  0  1.46389e+08
33  1  1.3108e+08
33  2  1.40699e+08
33  3  9.45319e+07
33  4  1.19275e+08
33  5  1.12813e+08
33  6  1.58501e+08
33  7  1.87852e+08
33  8  1.82747e+08
33  9  1.86606e+08
33  10  1.98122e+08
33  11  1.9573e+08
33  12  2.27769e+08
33  13  2.96585e+08
33  14  3.51409e+08
33  15  5.77175e+08
33  16  6.97589e+08
33  17  1.09767e+09
33  18  1.6779e+09
33  19  2.25519e+09
33  20  3.34358e+09
33  21  3.68084e+09
33  22  2.56107e+09
33  23  1.49005e+09
33  24  1.17782e+09
33  25  1.20029e+09
34  0  1.29861e+08
34  1  1.1268e+08
34  2  1.14149e+08
34  3  1.14681e+08
34  4  1.23967e+08
34  5  1.42003e+08
34  6  1.63685e+08
34  7  2.06706e+08
34  8  1.97547e+08
34  9  2.26056e+08
34  10  2.34499e+08
34  11  2.15949e+08
34  12  2.62405e+08
34  13  2.92597e+08
34  14  3.95882e+08
34  15  6.08627e+08
34  16  7.64511e+08
34  17  1.26847e+09
34  18  1.89031e+09
34  19  2.14348e+09
34  20  3.80136e+09
34  21  3.64007e+09
34  22  2.89294e+09
34  23  1.60092e+09
34  24  1.34123e+09
34  25  1.14493e+09
35  0  1.26785e+08
35  1  1.20581e+08
35  2  1.14516e+08
35  3  1.24869e+08
35  4  1.24754e+08
35  5  1.38705e+08
35  6  1.79886e+08
35  7  2.24662e+08
35  8  2.17211e+08
35  9  2.76487e+08
35  10  2.67564e+08
35  11  2.94588e+08
35  12  3.14021e+08
35  13  3.87383e+08
35  14  5.23195e+08
35  15  7.84033e+08
35  16  9.57087e+08
35  17  1.38469e+09
35  18  1.86094e+09
35  19  2.73513e+09
35  20  3.72202e+09
35  21  3.94431e+09
35  22  3.14009e+09
35  23  2.02232e+09
35  24  1.33194e+09
35  25  1.26208e+09
36  0  1.36777e+08
36  1  1.18694e+08
36  2  1.29537e+08
36  3  1.23495e+08
36  4  1.42201e+08
36  5  1.49783e+08
36  6  2.03726e+08
36  7  2.74376e+08
36  8  2.88158e+08
36  9  3.39057e+08
36  10  3.7985e+08
36  11  4.22351e+08
36  12  4.63356e+08
36  13  6.30515e+08
36  14  6.97674e+08
36  15  9.75205e+08
36  16  1.24691e+09
36  17  1.77156e+09
36  18  2.08062e+09
36  19  2.62289e+09
36  20  3.23802e+09
36  21  3.18172e+09
36  22  3.37063e+09
36  23  1.93902e+09
36  24  1.65237e+09
36  25  1.41665e+09
37  0  1.13865e+08
37  1  1.23282e+08
37  2  1.20336e+08
37  3  1.48467e+08
37  4  1.31095e+08
37  5  1.67827e+08
37  6  2.30305e+08
37  7  2.7829e+08
37  8  3.69265e+08
37  9  4.21908e+08
37  10  4.94526e+08
37  11  4.91893e+08
37  12  5.91505e+08
37  13  6.36049e+08
37  14  8.45173e+08
37  15  1.11783e+09
37  16  1.43945e+09
37  17  1.88524e+09
37  18  2.47142e+09
37  19  3.11752e+09
37  20  3.32623e+09
37  21  2.49667e+09
37  22  3.41339e+09
37  23  2.41224e+09
37  24  1.90505e+09
37  25  1.57035e+09
38  0  1.3024e+08
38  1  1.29188e+08
38  2  1.36759e+08
38  3  1.54835e+08
38  4  1.48022e+08
38  5  2.12102e+08
38  6  2.35787e+08
38  7  3.26828e+08
38  8  4.62919e+08
38  9  5.36935e+08
38  10  5.65675e+08
38  11  5.74866e+08
38  12  6.68238e+08
38  13  7.37006e+08
38  14  8.86839e+08
38  15  1.13262e+09
38  16  1.5473e+09
38  17  1.80551e+09
38  18  2.2432e+09
38  19  2.67658e+09
38  20  3.22648e+09
38  21  4.03158e+09
38  22  3.2161e+09
38  23  2.05047e+09
38  24  1.75728e+09
38  25  1.38688e+09
39  0  1.2652e+08
39  1  1.38616e+08
39  2  1.44552e+08
39  3  1.50565e+08
39  4  1.89456e+08
39  5  2.25294e+08
39  6  2.65751e+08
39  7  3.99589e+08
39  8  4.68729e+08
39  9  6.85701e+08
39  10  6.11228e+08
39  11  7.01944e+08
39  12  7.39911e+08
39  13  7.56523e+08
39  14  9.55046e+08
39  15  1.12611e+09
39  16  1.47716e+09
39  17  1.5962e+09
39  18  1.96913e+09
39  19  2.79323e+09
39  20  3.59955e+09
39  21  3.63137e+09
39  22  3.06412e+09
39  23  1.97621e+09
39  24  1.73518e+09
39  25  1.28913e+09
40  0  1.56507e+08
40  1  1.25238e+08
40  2  1.35486e+08
40  3  1.97602e+08
40  4  2.22117e+08
40  5  3.03747e+08
40  6  3.50762e+08
40  7  4.63872e+08
40  8  6.02202e+08
40  9  6.924e+08
40  10  7.51071e+08
40  11  7.93003e+08
40  12  8.23038e+08
40  13  8.75169e+08
40  14  9.63375e+08
40  15  1.25016e+09
40  16  1.43834e+09
40  17  1.7126e+09
40  18  2.07174e+09
40  19  2.13778e+09
40  20  3.2128e+09
40  21  3.50909e+09
40  22  2.84937e+09
40  23  1.92813e+09
40  24  1.43379e+09
40  25  1.2326e+09
41  0  1.38503e+08
41  1  1.33176e+08
41  2  1.76738e+08
41  3  2.05221e+08
41  4  2.24726e+08
41  5  2.94339e+08
41  6  4.13696e+08
41  7  5.39741e+08
41  8  7.42461e+08
41  9  9.57014e+08
41  10  9.51084e+08
41  11  9.05693e+08
41  12  9.07363e+08
41  13  9.54076e+08
41  14  9.98414e+08
41  15  1.30753e+09
41  16  1.34656e+09
41  17  1.60134e+09
41  18  1.63101e+09
41  19  1.99697e+09
41  20  2.96169e+09
41  21  3.03315e+09
41  22  2.49051e+09
41  23  1.79242e+09
41  24  1.31093e+09
41  25  1.1617e+09
42  0  1.55383e+08
42  1  1.80698e+08
42  2  1.94678e+08
42  3  2.49325e+08
42  4  3.16854e+08
42  5  3.96249e+08
42  6  5.22675e+08
42  7  6.1833e+08
42  8  9.10448e+08
42  9  1.01147e+09
42  10  1.04336e+09
42  11  1.07479e+09
42  12  1.04251e+09
42  13  1.06058e+09
42  14  1.05118e+09
42  15  1.0908e+09
42  16  1.44724e+09
42  17  1.50316e+09
42  18  1.64648e+09
42  19  1.88292e+09
42  20  2.41073e+09
42  21  2.6258e+09
42  22  1.93797e+09
42  23  1.55551e+09
42  24  1.17733e+09
42  25  1.09504e+09
43  0  1.81583e+08
43  1  2.00704e+08
43  2  2.18703e+08
43  3  2.81847e+08
43  4  3.73368e+08
43  5  5.08606e+08
43  6  6.72069e+08
43  7  7.67121e+08
43  8  1.0298e+09
43  9  1.19421e+09
43  10  1.16473e+09
43  11  1.18573e+09
43  12  1.10213e+09
43  13  1.07861e+09
43  14  1.13966e+09
43  15  1.3294e+09
43  16  1.38008e+09
43  17  1.49395e+09
43  18  1.60938e+09
43  19  1.52956e+09
43  20  2.29199e+09
43  21  2.44263e+09
43  22  1.9636e+09
43  23  1.27563e+09
43  24  1.23876e+09
43  25  1.04849e+09
44  0  1.71517e+08
44  1  2.1203e+08
44  2  2.15832e+08
44  3  2.80064e+08
44  4  3.99194e+08
44  5  5.50831e+08
44  6  7.29872e+08
44  7  9.34589e+08
44  8  1.11317e+09
44  9  1.17007e+09
44  10  1.38067e+09
44  11  1.31102e+09
44  12  1.34709e+09
44  13  1.13274e+09
44  14  1.13621e+09
44  15  1.22999e+09
44  16  1.35875e+09
