row  column  (images_11.edf Mn_K*images_11.edf Ar_K**2.3)
1  32  1.05349e+08
1  33  1.6631e+08
1  34  8.64705e+07
1  35  1.45815e+08
1  36  8.48548e+07
1  37  1.04958e+08
1  38  6.63772e+07
1  39  1.12385e+08
1  40  1.33577e+08
1  41  9.43135e+07
1  42  1.39665e+08
1  43  1.59514e+08
1  44  1.43789e+08
1  45  9.52191e+07
1  46  1.05579e+08
1  47  9.9598e+07
1  48  1.32405e+08
1  49  1.50615e+08
1  50  1.15102e+08
2  0  5.8764e+07
2  1  1.33589e+08
2  2  1.66811e+08
2  3  2.18928e+08
2  4  1.35361e+08
2  5  1.77601e+08
2  6  1.54582e+08
2  7  7.96834e+07
2  8  1.95885e+08
2  9  1.74868e+08
2  10  9.92729e+07
2  11  1.20288e+08
2  12  1.32274e+08
2  13  8.86578e+07
2  14  1.21495e+08
2  15  1.59271e+08
2  16  1.24069e+08
2  17  1.8526e+08
2  18  1.27058e+08
2  19  1.90615e+08
2  20  1.69467e+08
2  21  7.04854e+07
2  22  1.33354e+08
2  23  2.41875e+08
2  24  1.80181e+08
2  25  1.28743e+08
2  26  8.73396e+07
2  27  1.24665e+08
2  28  5.09543e+07
2  29  1.87501e+08
2  30  1.07686e+08
2  31  8.81424e+07
2  32  1.33554e+08
2  33  7.09206e+07
2  34  1.19286e+08
2  35  5.20248e+07
2  36  4.3308e+07
2  37  1.166e+08
2  38  1.47863e+08
2  39  1.51951e+08
2  40  9.20542e+07
2  41  1.48722e+08
2  42  1.23262e+08
2  43  1.58925e+08
2  44  1.20923e+08
2  45  1.59258e+08
2  46  1.43604e+08
2  47  2.12274e+08
2  48  1.32942e+08
2  49  1.25812e+08
2  50  1.73065e+08
3  0  1.80725e+08
3  1  5.56333e+07
3  2  1.6425e+08
3  3  1.86282e+08
3  4  1.26466e+08
3  5  1.74459e+08
3  6  1.10344e+08
3  7  1.48388e+08
3  8  8.18869e+07
3  9  1.01689e+08
3  10  1.19249e+08
3  11  1.59611e+08
3  12  1.5697e+08
3  13  7.71827e+07
3  14  9.90731e+07
3  15  1.3074e+08
3  16  1.60729e+08
3  17  8.85015e+07
3  18  1.41671e+08
3  19  1.52952e+08
3  20  1.65921e+08
3  21  1.50387e+08
3  22  1.60338e+08
3  23  1.34437e+08
3  24  1.8207e+08
3  25  1.23481e+08
3  26  1.20204e+08
3  27  1.02442e+08
3  28  1.45981e+08
3  29  6.95185e+07
3  30  1.11978e+08
3  31  1.01955e+08
3  32  8.48072e+07
3  33  8.82063e+07
3  34  1.37078e+08
3  35  9.39167e+07
3  36  8.0398e+07
3  37  1.6478e+08
3  38  1.1218e+08
3  39  1.04969e+08
3  40  8.91017e+07
3  41  1.33955e+08
3  42  1.4442e+08
3  43  1.45588e+08
3  44  1.12834e+08
3  45  1.15434e+08
3  46  1.54428e+08
3  47  1.16719e+08
3  48  1.10444e+08
3  49  1.2062e+08
3  50  1.146e+08
4  0  0
4  1  3.42726e+07
4  2  1.14323e+08
4  3  1.40717e+08
4  4  1.1229e+08
4  5  1.98923e+08
4  6  1.28223e+08
4  7  1.50052e+08
4  8  1.37829e+08
4  9  9.78595e+07
4  10  1.17794e+08
4  11  9.62719e+07
4  12  1.15649e+08
4  13  1.15088e+08
4  14  1.05576e+08
4  15  1.41431e+08
4  16  1.30764e+08
4  17  1.99173e+08
4  18  2.05671e+08
4  19  1.61651e+08
4  20  1.00693e+08
4  21  1.42187e+08
4  22  1.7923e+08
4  23  1.69432e+08
4  24  2.37028e+08
4  25  1.54243e+08
4  26  1.2855e+08
4  27  1.21374e+08
4  28  1.72276e+08
4  29  8.14651e+07
4  30  1.0323e+08
4  31  1.36736e+08
4  32  8.38441e+07
4  33  8.89492e+07
4  34  8.28211e+07
4  35  1.33126e+08
4  36  1.54773e+08
4  37  1.14369e+08
4  38  1.20324e+08
4  39  1.10624e+08
4  40  1.41803e+08
4  41  1.44214e+08
4  42  9.17523e+07
4  43  1.36373e+08
4  44  1.28349e+08
4  45  1.61804e+08
4  46  5.60637e+07
4  47  1.90687e+08
4  48  1.34133e+08
4  49  1.11226e+08
4  50  1.60533e+08
5  0  4.95027e+07
5  1  5.52447e+07
5  2  1.90332e+08
5  3  7.18199e+07
5  4  1.40385e+08
5  5  1.77194e+08
5  6  6.6928e+07
5  7  1.52006e+08
5  8  1.21162e+08
5  9  9.30477e+07
5  10  1.01516e+08
5  11  1.69398e+08
5  12  1.2857e+08
5  13  1.18261e+08
5  14  1.7414e+08
5  15  1.21155e+08
5  16  1.18393e+08
5  17  1.4846e+08
5  18  1.06437e+08
5  19  7.95182e+07
5  20  1.48206e+08
5  21  1.72719e+08
5  22  1.10689e+08
5  23  1.7004e+08
5  24  9.7717e+07
5  25  1.45113e+08
5  26  1.40047e+08
5  27  7.49914e+07
5  28  7.49381e+07
5  29  1.14849e+08
5  30  6.94932e+07
5  31  1.0512e+08
5  32  1.10159e+08
5  33  9.30079e+07
5  34  1.23979e+08
5  35  9.36845e+07
5  36  1.18048e+08
5  37  1.56443e+08
5  38  1.08072e+08
5  39  1.02234e+08
5  40  1.86435e+08
5  41  7.47559e+07
5  42  9.09514e+07
5  43  1.27459e+08
5  44  1.17766e+08
5  45  1.55115e+08
5  46  1.70919e+08
5  47  1.16411e+08
5  48  1.29724e+08
5  49  1.17313e+08
5  50  8.66696e+07
6  0  1.45494e+08
6  1  1.82354e+08
6  2  2.55466e+07
6  3  1.38346e+08
6  4  2.12209e+08
6  5  1.41152e+08
6  6  8.29349e+07
6  7  1.653e+08
6  8  1.79629e+08
6  9  1.36919e+08
6  10  1.11858e+08
6  11  1.79939e+08
6  12  9.97293e+07
6  13  1.16277e+08
6  14  7.42061e+07
6  15  8.00984e+07
6  16  1.033e+08
6  17  1.43685e+08
6  18  1.1949e+08
6  19  1.01212e+08
6  20  1.75915e+08
6  21  1.26211e+08
6  22  1.70167e+08
6  23  8.35854e+07
6  24  1.78996e+08
6  25  1.11547e+08
6  26  1.25924e+08
6  27  1.07675e+08
6  28  6.65169e+07
6  29  6.34256e+07
6  30  7.90652e+07
6  31  7.89049e+07
6  32  1.18629e+08
6  33  9.48595e+07
6  34  9.06758e+07
6  35  9.28033e+07
6  36  1.30901e+08
6  37  5.88558e+07
6  38  1.44812e+08
6  39  1.03292e+08
6  40  1.31002e+08
6  41  1.51669e+08
6  42  5.49861e+07
6  43  1.53923e+08
6  44  1.21825e+08
6  45  9.92708e+07
6  46  7.90745e+07
6  47  1.25211e+08
6  48  7.95829e+07
6  49  1.69752e+08
6  50  1.48168e+08
7  0  1.39935e+08
7  1  1.33244e+08
7  2  1.71848e+08
7  3  1.09577e+08
7  4  1.61125e+08
7  5  7.28417e+07
7  6  1.26239e+08
7  7  1.187e+08
7  8  1.49222e+08
7  9  1.06596e+08
7  10  1.16709e+08
7  11  1.0948e+08
7  12  1.32155e+08
7  13  1.59437e+08
7  14  1.11678e+08
7  15  7.96414e+07
7  16  1.1511e+08
7  17  9.90528e+07
7  18  6.85133e+07
7  19  1.06997e+08
7  20  9.41475e+07
7  21  1.01395e+08
7  22  1.41711e+08
7  23  1.58705e+08
7  24  1.05468e+08
7  25  1.429e+08
7  26  5.87561e+07
7  27  1.40884e+08
7  28  1.59507e+08
7  29  9.58335e+07
7  30  8.32802e+07
7  31  1.09035e+08
7  32  7.64626e+07
7  33  9.82387e+07
7  34  7.25374e+07
7  35  1.08081e+08
7  36  1.15955e+08
7  37  1.18571e+08
7  38  7.90222e+07
7  39  1.83232e+08
7  40  1.34699e+08
7  41  1.27398e+08
7  42  5.08342e+07
7  43  1.15318e+08
7  44  1.56366e+08
7  45  1.60171e+08
7  46  2.16142e+08
7  47  1.42585e+08
7  48  1.67966e+08
7  49  1.70211e+08
7  50  1.94867e+08
8  0  1.79975e+08
8  1  1.10493e+08
8  2  8.83729e+07
8  3  1.50342e+08
8  4  6.66171e+07
8  5  1.2968e+08
8  6  1.46896e+08
8  7  1.45106e+08
8  8  1.21507e+08
8  9  1.03437e+08
8  10  1.34285e+08
8  11  9.00025e+07
8  12  9.33289e+07
8  13  9.5078e+07
8  14  9.8357e+07
8  15  1.46727e+08
8  16  7.22632e+07
8  17  4.39578e+07
8  18  1.49091e+08
8  19  1.06916e+08
8  20  1.98123e+08
8  21  2.09224e+08
8  22  1.48121e+08
8  23  1.34392e+08
8  24  9.26253e+07
8  25  1.25545e+08
8  26  1.11886e+08
8  27  6.88621e+07
8  28  7.59368e+07
8  29  1.47316e+08
8  30  1.46948e+08
8  31  1.80071e+08
8  32  5.57033e+07
8  33  9.93579e+07
8  34  1.42622e+08
8  35  1.0293e+08
8  36  1.46238e+08
8  37  1.74364e+08
8  38  8.49637e+07
8  39  1.34186e+08
8  40  1.05659e+08
8  41  1.30438e+08
8  42  1.61653e+08
8  43  1.08616e+08
8  44  1.51284e+08
8  45  2.0191e+08
8  46  1.01553e+08
8  47  1.21489e+08
8  48  7.8872e+07
8  49  1.44357e+08
8  50  1.76483e+08
9  0  6.935e+07
9  1  1.23913e+08
9  2  1.5008e+08
9  3  1.33399e+08
9  4  1.48609e+08
9  5  1.38341e+08
9  6  1.75254e+08
9  7  1.4517e+08
9  8  1.13161e+08
9  9  2.13868e+08
9  10  1.27533e+08
9  11  9.97645e+07
9  12  6.25968e+07
9  13  1.61831e+08
9  14  1.25153e+08
9  15  1.1419e+08
9  16  1.19111e+08
9  17  1.44411e+08
9  18  8.68988e+07
9  19  1.22554e+08
9  20  9.6422e+07
9  21  1.4381e+08
9  22  1.34361e+08
9  23  9.5706e+07
9  24  9.99686e+07
9  25  1.16056e+08
9  26  1.12199e+08
9  27  9.559e+07
9  28  1.14136e+08
9  29  8.76272e+07
9  30  9.50085e+07
9  31  4.11289e+07
9  32  9.81311e+07
9  33  7.89176e+07
9  34  1.09884e+08
9  35  1.02245e+08
9  36  1.06189e+08
9  37  1.04602e+08
9  38  1.13039e+08
9  39  1.63204e+08
9  40  7.95869e+07
9  41  2.05774e+08
9  42  4.5664e+07
9  43  9.50077e+07
9  44  1.19224e+08
9  45  1.66051e+08
9  46  1.58919e+08
9  47  1.6175e+08
9  48  1.29864e+08
9  49  1.65402e+08
9  50  1.37217e+08
10  0  2.12811e+08
10  1  5.83323e+07
10  2  3.50128e+07
10  3  1.85727e+08
10  4  1.45011e+08
10  5  1.13031e+08
10  6  1.42694e+08
10  7  1.37351e+08
10  8  1.90408e+08
10  9  8.35119e+07
10  10  1.72878e+08
10  11  1.91393e+08
10  12  1.50104e+08
10  13  1.20997e+08
10  14  1.71163e+08
10  15  9.72275e+07
10  16  1.76503e+08
10  17  1.30174e+08
10  18  1.33604e+08
10  19  1.39169e+08
10  20  1.21394e+08
10  21  1.15403e+08
10  22  1.61242e+08
10  23  8.25049e+07
10  24  1.72588e+08
10  25  1.44797e+08
10  26  1.40326e+08
10  27  1.38541e+08
10  28  1.05647e+08
10  29  1.61869e+08
10  30  1.09345e+08
10  31  1.0995e+08
10  32  9.10386e+07
10  33  8.18252e+07
10  34  8.89966e+07
10  35  1.1637e+08
10  36  9.00425e+07
10  37  1.55963e+08
10  38  1.00293e+08
10  39  1.36123e+08
10  40  1.95581e+08
10  41  1.67522e+08
10  42  1.66926e+08
10  43  8.83353e+07
10  44  2.1229e+08
10  45  1.66906e+08
10  46  2.01177e+08
10  47  1.45781e+08
10  48  1.4264e+08
10  49  5.87393e+07
10  50  2.08475e+08
11  0  1.3013e+08
11  1  1.8009e+08
11  2  1.51659e+08
11  3  1.5381e+08
11  4  1.43899e+08
11  5  1.68253e+08
11  6  8.85039e+07
11  7  1.82883e+08
11  8  7.53784e+07
11  9  1.7171e+08
11  10  1.10641e+08
11  11  2.05656e+08
11  12  1.70253e+08
11  13  1.80009e+08
11  14  1.03197e+08
11  15  1.3879e+08
11  16  1.26507e+08
11  17  1.08563e+08
11  18  1.69988e+08
11  19  1.27632e+08
11  20  1.75705e+08
11  21  1.39875e+08
11  22  1.57384e+08
11  23  1.13627e+08
11  24  8.93042e+07
11  25  1.71978e+08
11  26  8.61485e+07
11  27  1.26419e+08
11  28  1.07882e+08
11  29  4.06261e+07
11  30  9.79231e+07
11  31  5.89942e+07
11  32  8.33401e+07
11  33  2.46798e+07
11  34  9.95554e+07
11  35  1.0412e+08
11  36  1.20394e+08
11  37  1.27049e+08
11  38  1.69104e+08
11  39  9.66476e+07
11  40  1.21589e+08
11  41  1.27965e+08
11  42  1.80466e+08
11  43  1.77295e+08
11  44  1.55912e+08
11  45  7.62461e+07
11  46  1.23897e+08
11  47  1.49333e+08
11  48  1.50265e+08
11  49  1.18461e+08
11  50  2.06163e+08
12  0  1.41054e+08
12  1  1.86405e+08
12  2  1.49973e+08
12  3  1.25117e+08
12  4  1.89084e+08
12  5  8.60892e+07
12  6  1.75013e+08
12  7  1.60138e+08
12  8  1.11165e+08
12  9  2.24473e+08
12  10  1.51018e+08
12  11  1.5485e+08
12  12  1.24707e+08
12  13  1.56059e+08
12  14  9.25926e+07
12  15  1.04078e+08
12  16  1.01361e+08
12  17  1.5171e+08
12  18  1.67107e+08
12  19  1.41262e+08
12  20  1.19023e+08
12  21  1.21727e+08
12  22  1.9894e+08
12  23  1.50697e+08
12  24  6.92832e+07
12  25  1.2442e+08
12  26  1.49154e+08
12  27  4.02009e+07
12  28  0
12  29  1.32199e+08
12  30  1.00488e+08
12  31  9.09554e+07
12  32  1.17566e+08
12  33  9.32747e+07
12  34  1.54838e+08
12  35  1.08014e+08
12  36  7.32822e+07
12  37  1.40244e+08
12  38  1.8554e+08
12  39  1.2024e+08
12  40  1.72924e+08
12  41  9.70594e+07
12  42  1.52227e+08
12  43  2.04647e+08
12  44  1.39106e+08
12  45  9.12434e+07
12  46  1.36874e+08
12  47  1.72371e+08
12  48  1.38112e+08
12  49  1.08811e+08
12  50  1.47047e+08
13  0  7.18783e+07
13  1  1.2515e+08
13  2  1.23076e+08
13  3  1.34117e+08
13  4  1.96032e+08
13  5  1.26831e+08
13  6  2.01928e+08
13  7  1.52424e+08
13  8  1.38001e+08
13  9  1.36762e+08
13  10  1.48618e+08
13  11  1.19246e+08
13  12  1.16235e+08
13  13  1.46061e+08
13  14  9.3676e+07
13  15  1.05979e+08
13  16  1.07499e+08
13  17  8.12544e+07
13  18  1.14073e+08
13  19  8.86014e+07
13  20  1.01292e+08
13  21  1.38696e+08
13  22  1.28059e+08
13  23  1.35428e+08
13  24  1.14421e+08
13  25  1.44247e+08
13  26  1.42226e+08
13  27  8.96527e+07
13  28  8.73854e+07
13  29  8.99881e+07
13  30  1.18272e+08
13  31  7.6498e+07
13  32  9.3436e+07
13  33  8.49362e+07
13  34  1.06384e+08
13  35  1.493e+08
13  36  1.3299e+08
13  37  1.3184e+08
13  38  1.62958e+08
13  39  1.29342e+08
13  40  1.45984e+08
13  41  1.18316e+08
13  42  1.388e+08
13  43  9.22409e+07
13  44  1.66646e+08
13  45  1.09213e+08
13  46  1.1376e+08
13  47  1.23299e+08
13  48  1.87789e+08
13  49  8.95355e+07
13  50  8.142e+07
14  0  1.54895e+08
14  1  8.94377e+07
14  2  1.49926e+08
14  3  1.70739e+08
14  4  1.54845e+08
14  5  1.63252e+08
14  6  1.41869e+08
14  7  2.07983e+08
14  8  1.32844e+08
14  9  1.37259e+08
14  10  1.55349e+08
14  11  2.03585e+08
14  12  9.31285e+07
14  13  1.23242e+08
14  14  2.05668e+08
14  15  1.31308e+08
14  16  1.25928e+08
14  17  6.37306e+07
14  18  1.37221e+08
14  19  1.61673e+08
14  20  7.97276e+07
14  21  1.40794e+08
14  22  1.53588e+08
14  23  2.35129e+08
14  24  1.22387e+08
14  25  1.45879e+08
14  26  1.29407e+08
14  27  1.20819e+08
14  28  9.42331e+07
14  29  6.57074e+07
14  30  1.06054e+08
14  31  1.11196e+08
14  32  8.38267e+07
14  33  9.03748e+07
14  34  1.24617e+08
14  35  1.37025e+08
14  36  1.0951e+08
14  37  1.44798e+08
14  38  1.26616e+08
14  39  9.7647e+07
14  40  8.89922e+07
14  41  1.68161e+08
14  42  1.27405e+08
14  43  1.75297e+08
14  44  1.67406e+08
14  45  1.34327e+08
14  46  1.51319e+08
14  47  1.37298e+08
14  48  1.5098e+08
14  49  1.55624e+08
14  50  1.86118e+08
15  0  1.19357e+08
15  1  8.87684e+07
15  2  1.97905e+08
15  3  2.06173e+08
15  4  1.87506e+08
15  5  1.74826e+08
15  6  1.50985e+08
15  7  1.08649e+08
15  8  1.54839e+08
15  9  1.16657e+08
15  10  1.14617e+08
15  11  1.39701e+08
15  12  1.8659e+08
15  13  1.32322e+08
15  14  1.54635e+08
15  15  1.29334e+08
15  16  1.78148e+08
15  17  1.20605e+08
15  18  9.75165e+07
15  19  1.17547e+08
15  20  1.07783e+08
15  21  1.07926e+08
15  22  9.26481e+07
15  23  9.61409e+07
15  24  1.75352e+08
15  25  7.72451e+07
15  26  1.31619e+08
15  27  9.02335e+07
15  28  1.12848e+08
15  29  5.86223e+07
15  30  6.73441e+07
15  31  8.05429e+07
15  32  9.6846e+07
15  33  1.92628e+08
15  34  1.68388e+08
15  35  1.70957e+08
15  36  1.14593e+08
15  37  1.81943e+08
15  38  1.9293e+08
15  39  1.4777e+08
15  40  1.97818e+08
15  41  2.44382e+08
15  42  9.14006e+07
15  43  1.40425e+08
15  44  1.61682e+08
15  45  8.23972e+07
15  46  1.38128e+08
15  47  1.08838e+08
15  48  1.46679e+08
15  49  1.51951e+08
15  50  1.68067e+08
16  0  1.13543e+08
16  1  1.41816e+08
16  2  2.03334e+08
16  3  1.15118e+08
16  4  1.74432e+08
16  5  1.3522e+08
16  6  1.48009e+08
16  7  1.59702e+08
16  8  2.20448e+08
16  9  1.35719e+08
16  10  1.53788e+08
16  11  1.44137e+08
16  12  1.60824e+08
16  13  1.94138e+08
16  14  1.26827e+08
16  15  1.12831e+08
16  16  1.44248e+08
16  17  1.08599e+08
16  18  5.44514e+07
16  19  7.66534e+07
16  20  1.41315e+08
16  21  8.52636e+07
16  22  1.10108e+08
16  23  1.39869e+08
16  24  7.90162e+07
16  25  9.15429e+07
16  26  9.1908e+07
16  27  1.32968e+08
16  28  1.10951e+08
16  29  9.39277e+07
16  30  9.29185e+07
16  31  1.26294e+08
16  32  6.90755e+07
16  33  3.93563e+07
16  34  1.85555e+08
16  35  1.29362e+08
16  36  9.77575e+07
16  37  1.50926e+08
16  38  1.87885e+08
16  39  1.15301e+08
16  40  1.41638e+08
16  41  1.77662e+08
16  42  8.56464e+07
16  43  1.67758e+08
16  44  9.56682e+07
16  45  1.56886e+08
16  46  8.28388e+07
16  47  1.49887e+08
16  48  8.80796e+07
16  49  1.70463e+08
16  50  1.81999e+08
17  0  1.08964e+08
17  1  4.9012e+07
17  2  1.3139e+08
17  3  1.05941e+08
17  4  1.04985e+08
17  5  1.06499e+08
17  6  1.5832e+08
17  7  1.35232e+08
17  8  9.06472e+07
17  9  7.5632e+07
17  10  1.69411e+08
17  11  1.18804e+08
17  12  8.63754e+07
17  13  1.43165e+08
17  14  1.05469e+08
17  15  8.03124e+07
17  16  7.67179e+07
17  17  1.60382e+08
17  18  1.34676e+08
17  19  5.94867e+07
17  20  1.40935e+08
17  21  8.90927e+07
17  22  8.18735e+07
17  23  8.12156e+07
17  24  1.13915e+08
17  25  6.11644e+07
17  26  1.34027e+08
17  27  8.43171e+07
17  28  8.72853e+07
17  29  4.29802e+07
17  30  1.2554e+08
17  31  7.66585e+07
17  32  6.27861e+07
17  33  1.51025e+08
17  34  1.46253e+08
17  35  1.57911e+08
17  36  1.31688e+08
17  37  1.471e+08
17  38  9.62597e+07
17  39  1.02567e+08
17  40  1.76781e+08
17  41  1.04535e+08
17  42  1.07033e+08
17  43  1.28546e+08
17  44  9.98714e+07
17  45  1.4152e+08
17  46  1.12539e+08
17  47  1.86852e+08
17  48  1.27086e+08
17  49  1.41305e+08
17  50  1.27972e+08
18  0  1.38674e+08
18  1  1.53174e+08
18  2  2.45929e+08
18  3  1.35892e+08
18  4  1.2906e+08
18  5  1.54761e+08
18  6  1.7076e+08
18  7  1.50014e+08
18  8  1.3624e+08
18  9  1.44198e+08
18  10  9.74796e+07
18  11  1.75902e+08
18  12  6.24999e+07
18  13  1.18193e+08
18  14  1.21577e+08
18  15  1.52394e+08
18  16  1.33111e+08
18  17  1.26876e+08
18  18  1.10589e+08
18  19  1.16665e+08
18  20  6.9963e+07
18  21  1.75043e+08
18  22  1.47607e+08
18  23  7.7525e+07
18  24  9.80832e+07
18  25  1.28114e+08
18  26  1.37167e+08
18  27  1.00085e+08
18  28  1.42244e+08
18  29  1.7467e+08
18  30  1.26145e+08
18  31  1.32747e+08
18  32  9.79366e+07
18  33  1.21281e+08
18  34  8.96614e+07
18  35  1.18909e+08
18  36  9.94293e+07
18  37  1.18038e+08
18  38  1.89807e+08
18  39  1.21936e+08
18  40  1.38344e+08
18  41  1.70195e+08
18  42  1.1977e+08
18  43  7.06757e+07
18  44  5.61098e+07
18  45  1.5382e+08
18  46  1.32599e+08
18  47  1.68508e+08
18  48  1.84637e+08
18  49  1.92601e+08
18  50  1.3964e+08
19  0  1.23412e+08
19  1  9.15165e+07
19  2  1.60216e+08
19  3  1.64058e+08
19  4  2.19186e+08
19  5  1.46173e+08
19  6  1.62714e+08
19  7  1.55557e+08
19  8  1.50628e+08
19  9  1.05551e+08
19  10  1.31993e+08
19  11  1.04131e+08
19  12  8.54218e+07
19  13  1.21393e+08
19  14  1.46733e+08
19  15  1.79158e+08
19  16  1.20683e+08
19  17  1.25534e+08
19  18  6.80895e+07
19  19  1.3909e+08
19  20  1.33137e+08
19  21  1.48471e+08
19  22  1.52465e+08
19  23  1.11262e+08
19  24  8.23345e+07
19  25  1.11132e+08
19  26  9.71751e+07
19  27  7.65698e+07
19  28  1.10836e+08
19  29  8.35095e+07
19  30  4.88197e+07
19  31  8.91052e+07
19  32  7.48943e+07
19  33  7.70536e+07
19  34  1.68247e+08
19  35  4.36894e+07
19  36  1.3697e+08
19  37  8.41484e+07
19  38  1.67328e+08
19  39  1.16616e+08
19  40  1.31582e+08
19  41  2.13387e+08
19  42  9.35172e+07
19  43  9.31411e+07
19  44  1.4486e+08
19  45  7.46169e+07
19  46  8.71129e+07
19  47  9.96366e+07
19  48  1.91083e+08
19  49  1.47136e+08
19  50  1.1959e+08
20  0  1.8723e+08
20  1  2.37257e+08
20  2  2.17113e+08
20  3  1.10512e+08
20  4  1.16061e+08
20  5  1.59221e+08
20  6  1.52518e+08
20  7  9.13147e+07
20  8  1.02468e+08
20  9  1.42791e+08
20  10  1.70544e+08
20  11  1.14632e+08
20  12  8.20139e+07
20  13  1.69632e+08
20  14  1.15692e+08
20  15  1.27552e+08
20  16  5.82672e+07
20  17  1.23208e+08
20  18  1.17389e+08
20  19  1.15509e+08
20  20  7.10914e+07
20  21  1.3612e+08
20  22  1.77203e+08
20  23  1.22096e+08
20  24  1.14593e+08
20  25  1.3103e+08
20  26  1.32303e+08
20  27  5.37282e+07
20  28  1.18391e+08
20  29  1.68732e+08
20  30  9.03317e+07
20  31  6.60035e+07
20  32  8.47778e+07
20  33  1.10717e+08
20  34  9.543e+07
20  35  1.60383e+08
20  36  8.68778e+07
20  37  1.26505e+08
20  38  1.13675e+08
20  39  1.35378e+08
20  40  1.30343e+08
20  41  1.29899e+08
20  42  8.24726e+07
20  43  1.17471e+08
20  44  1.39849e+08
20  45  1.78792e+08
20  46  1.32719e+08
20  47  1.68838e+08
20  48  1.34829e+08
20  49  8.71228e+07
20  50  1.61772e+08
21  0  1.54734e+08
21  1  1.7161e+08
21  2  6.10559e+07
21  3  9.83344e+07
21  4  1.37557e+08
21  5  1.17406e+08
21  6  1.19289e+08
21  7  1.02606e+08
21  8  1.67826e+08
21  9  8.01872e+07
21  10  9.38779e+07
21  11  1.53456e+08
21  12  7.74625e+07
21  13  1.58994e+08
21  14  1.66996e+08
21  15  1.51284e+08
21  16  1.68706e+08
21  17  1.35431e+08
21  18  1.30005e+08
21  19  9.46592e+07
21  20  1.57137e+08
21  21  1.32556e+08
21  22  1.38061e+08
21  23  1.24719e+08
21  24  1.05155e+08
21  25  1.67317e+08
21  26  1.50891e+08
21  27  6.94434e+07
21  28  1.28155e+08
21  29  4.11904e+07
21  30  2.67382e+07
21  31  1.24853e+08
21  32  1.31535e+08
21  33  9.8051e+07
21  34  1.1237e+08
21  35  1.14114e+08
21  36  1.18396e+08
21  37  1.41693e+08
21  38  9.97038e+07
21  39  1.1473e+08
21  40  7.31077e+07
21  41  1.5449e+08
21  42  9.91029e+07
21  43  1.38536e+08
21  44  1.35662e+08
21  45  1.25006e+08
21  46  1.08556e+08
21  47  1.63454e+08
21  48  1.5204e+08
21  49  1.56469e+08
21  50  1.13037e+08
22  0  2.04931e+08
22  1  8.96716e+07
22  2  1.31036e+08
22  3  1.29139e+08
22  4  1.42498e+08
22  5  1.55146e+08
22  6  1.69433e+08
22  7  1.74473e+08
22  8  1.44606e+08
22  9  1.42523e+08
22  10  1.08903e+08
22  11  1.16058e+08
22  12  1.39305e+08
22  13  1.56296e+08
22  14  1.53135e+08
22  15  1.26138e+08
22  16  9.28555e+07
22  17  1.71846e+08
22  18  1.60562e+08
22  19  1.8165e+08
22  20  6.62419e+07
22  21  1.16581e+08
22  22  1.47735e+08
22  23  8.69093e+07
22  24  7.77103e+07
22  25  1.40449e+08
22  26  8.99572e+07
22  27  1.0962e+08
22  28  1.17681e+08
22  29  6.55607e+07
22  30  1.11201e+08
22  31  9.76992e+07
22  32  1.0797e+08
22  33  1.31695e+08
22  34  8.83281e+07
22  35  1.13702e+08
22  36  1.20822e+08
22  37  1.34973e+08
22  38  7.10929e+07
22  39  1.40955e+08
22  40  6.08381e+07
22  41  6.58808e+07
