row  column  (images_11.edf Zn_K*images_11.edf Ar_K**2.3)
6  34  4.41893e+08
6  35  3.62295e+08
6  36  2.39807e+08
6  37  1.03873e+08
6  38  4.52969e+07
6  39  1.10055e+08
6  40  9.15705e+07
6  41  1.25601e+08
6  42  1.49846e+08
6  43  5.40476e+07
6  44  5.68972e+07
6  45  1.05073e+08
6  46  6.5628e+07
6  47  1.40468e+08
6  48  1.29859e+08
6  49  5.46108e+07
6  50  1.85711e+08
7  0  0
7  1  0
7  2  0
7  3  0
7  4  0
7  5  6.79905e+07
7  6  2.26271e+07
7  7  4.26088e+07
7  8  6.1657e+07
7  9  7.51846e+07
7  10  1.58231e+08
7  11  1.61135e+08
7  12  2.80823e+08
7  13  2.23183e+08
7  14  1.86343e+08
7  15  2.28072e+08
7  16  1.72889e+08
7  17  1.15313e+08
7  18  1.98035e+08
7  19  1.06612e+08
7  20  8.05928e+07
7  21  7.86e+06
7  22  2.94667e+07
7  23  2.26029e+07
7  24  1.44555e+08
7  25  1.36404e+08
7  26  1.68544e+08
7  27  2.1563e+08
7  28  3.3679e+08
7  29  2.73816e+08
7  30  2.77142e+08
7  31  2.59349e+08
7  32  3.88203e+08
7  33  3.79147e+08
7  34  4.04285e+08
7  35  3.04129e+08
7  36  1.41483e+08
7  37  1.58415e+08
7  38  6.33877e+07
7  39  1.15092e+08
7  40  8.38896e+07
7  41  9.80775e+07
7  42  1.07417e+08
7  43  1.04412e+08
7  44  5.43017e+07
7  45  2.87062e+07
7  46  1.55034e+08
7  47  1.0575e+08
7  48  1.21493e+08
7  49  8.01286e+07
7  50  7.56432e+07
8  0  0
8  1  0
8  2  3.62335e+07
8  3  0
8  4  0
8  5  1.66613e+07
8  6  3.79798e+07
8  7  9.5666e+07
8  8  0
8  9  2.06256e+07
8  10  1.79086e+08
8  11  1.2487e+08
8  12  1.68469e+08
8  13  2.20495e+08
8  14  2.01242e+08
8  15  2.60425e+08
8  16  2.63784e+08
8  17  1.59009e+08
8  18  8.49e+07
8  19  1.44321e+08
8  20  6.78396e+07
8  21  8.5078e+07
8  22  2.50505e+07
8  23  1.06043e+08
8  24  2.61524e+08
8  25  3.31851e+08
8  26  7.67932e+07
8  27  1.59877e+08
8  28  3.32163e+08
8  29  3.17685e+08
8  30  3.57467e+08
8  31  2.98694e+08
8  32  4.88525e+08
8  33  4.99836e+08
8  34  4.05067e+08
8  35  3.23692e+08
8  36  2.42436e+08
8  37  6.65306e+07
8  38  6.95222e+07
8  39  6.03295e+07
8  40  1.08789e+08
8  41  1.27487e+08
8  42  1.20548e+08
8  43  1.93422e+08
8  44  1.19656e+08
8  45  1.11006e+08
8  46  1.37612e+08
8  47  1.06908e+08
8  48  1.43665e+08
8  49  1.79825e+08
8  50  1.64747e+08
9  0  0
9  1  3.22837e+07
9  2  0
9  3  1.25476e+08
9  4  6.72364e+07
9  5  0
9  6  2.5033e+07
9  7  0
9  8  1.03765e+08
9  9  9.80506e+07
9  10  4.45793e+07
9  11  1.40343e+08
9  12  1.23953e+08
9  13  9.44095e+07
9  14  2.1205e+08
9  15  1.57549e+08
9  16  2.93329e+08
9  17  1.40505e+08
9  18  2.37294e+08
9  19  1.79064e+08
9  20  6.23083e+07
9  21  1.54624e+08
9  22  1.21405e+08
9  23  1.37214e+08
9  24  1.02555e+08
9  25  2.37673e+08
9  26  2.44054e+08
9  27  1.16948e+08
9  28  2.07919e+08
9  29  3.27079e+08
9  30  2.48216e+08
9  31  3.72781e+08
9  32  4.1211e+08
9  33  4.7869e+08
9  34  4.54866e+08
9  35  3.37894e+08
9  36  2.90194e+08
9  37  8.64751e+07
9  38  7.78572e+07
9  39  4.36674e+07
9  40  5.33116e+07
9  41  3.86541e+07
9  42  7.05111e+07
9  43  1.02147e+08
9  44  1.39772e+08
9  45  1.25509e+08
9  46  2.57564e+08
9  47  2.32029e+08
9  48  2.41118e+08
9  49  1.63781e+08
9  50  1.22244e+08
10  0  0
10  1  1.48402e+07
10  2  0
10  3  0
10  4  6.85014e+07
10  5  3.20024e+07
10  6  5.85899e+07
10  7  1.06106e+08
10  8  1.15406e+08
10  9  6.92822e+07
10  10  9.9104e+07
10  11  9.12953e+07
10  12  1.49878e+08
10  13  1.42856e+08
10  14  1.25833e+08
10  15  1.72714e+08
10  16  1.98063e+08
10  17  1.46954e+08
10  18  8.23843e+07
10  19  1.00198e+08
10  20  8.23438e+07
10  21  0
10  22  1.16984e+08
10  23  1.64839e+08
10  24  2.43349e+08
10  25  3.41031e+08
10  26  1.62429e+08
10  27  1.39235e+08
10  28  1.38938e+08
10  29  3.05886e+08
10  30  2.66319e+08
10  31  3.61014e+08
10  32  5.04891e+08
10  33  4.92072e+08
10  34  4.84197e+08
10  35  2.92901e+08
10  36  1.85073e+08
10  37  1.04295e+08
10  38  2.09887e+07
10  39  5.7505e+07
10  40  1.99667e+07
10  41  9.84889e+06
10  42  6.14709e+07
10  43  5.78947e+07
10  44  7.6999e+07
10  45  5.70951e+07
10  46  1.95761e+08
10  47  1.56727e+08
10  48  2.91428e+08
10  49  1.2253e+08
10  50  8.42585e+07
11  0  0
11  1  0
11  2  0
11  3  4.52426e+07
11  4  0
11  5  8.43488e+07
11  6  2.75769e+07
11  7  1.04502e+08
11  8  7.39517e+07
11  9  5.51024e+07
11  10  5.05645e+07
11  11  8.78234e+07
11  12  1.33826e+08
11  13  1.29432e+08
11  14  2.59778e+08
11  15  1.64151e+08
11  16  2.06882e+08
11  17  1.2013e+08
11  18  1.82649e+08
11  19  7.71661e+07
11  20  1.43916e+08
11  21  1.04146e+08
11  22  1.27129e+08
11  23  1.79569e+08
11  24  3.34638e+08
11  25  2.62339e+08
11  26  1.4609e+08
11  27  2.16698e+08
11  28  2.88714e+08
11  29  3.18387e+08
11  30  4.20204e+08
11  31  4.44625e+08
11  32  4.48152e+08
11  33  4.59623e+08
11  34  3.98213e+08
11  35  2.18629e+08
11  36  6.6477e+07
11  37  5.5676e+07
11  38  2.20088e+07
11  39  3.60156e+07
11  40  5.42491e+06
11  41  6.12161e+07
11  42  3.87792e+07
11  43  8.18593e+07
11  44  1.73847e+08
11  45  8.73862e+07
11  46  2.13144e+08
11  47  3.61254e+08
11  48  1.97234e+08
11  49  1.2231e+08
11  50  1.10834e+08
12  0  0
12  1  0
12  2  0
12  3  0
12  4  0
12  5  5.07419e+07
12  6  4.86947e+07
12  7  1.43037e+08
12  8  9.88508e+07
12  9  4.41651e+07
12  10  7.41554e+07
12  11  1.09785e+08
12  12  1.53355e+08
12  13  1.19254e+08
12  14  1.25256e+08
12  15  1.15613e+08
12  16  2.10652e+08
12  17  1.72125e+08
12  18  9.24016e+07
12  19  1.32512e+08
12  20  1.09228e+08
12  21  1.19344e+08
12  22  8.95365e+07
12  23  9.54293e+07
12  24  2.58646e+08
12  25  2.68003e+08
12  26  2.24679e+08
12  27  2.49179e+08
12  28  2.45825e+08
12  29  2.17449e+08
12  30  3.38834e+08
12  31  4.7591e+08
12  32  4.927e+08
12  33  4.25556e+08
12  34  2.05561e+08
12  35  9.37316e+07
12  36  1.34676e+08
12  37  1.44015e+07
12  38  7.0983e+07
12  39  0
12  40  3.20665e+07
12  41  1.38943e+08
12  42  1.72238e+07
12  43  5.94509e+07
12  44  7.27307e+07
12  45  1.31502e+08
12  46  2.36119e+08
12  47  3.36893e+08
12  48  2.14718e+08
12  49  9.63748e+07
12  50  8.8034e+07
13  0  0
13  1  0
13  2  1.22581e+07
13  3  1.07242e+08
13  4  0
13  5  3.80327e+07
13  6  1.06281e+08
13  7  1.58245e+08
13  8  1.05672e+08
13  9  1.34697e+08
13  10  9.90503e+07
13  11  5.51813e+07
13  12  7.73316e+07
13  13  1.89429e+08
13  14  1.30032e+08
13  15  2.29401e+08
13  16  1.36201e+08
13  17  1.2705e+08
13  18  6.25921e+07
13  19  1.08676e+08
13  20  1.72181e+08
13  21  1.5139e+08
13  22  1.29554e+08
13  23  1.7749e+08
13  24  2.68768e+08
13  25  2.20777e+08
13  26  1.81658e+08
13  27  1.70621e+08
13  28  1.93521e+08
13  29  3.59383e+08
13  30  5.30916e+08
13  31  5.46497e+08
13  32  4.44354e+08
13  33  3.49168e+08
13  34  3.19329e+08
13  35  1.3198e+08
13  36  2.25018e+07
13  37  2.60958e+07
13  38  4.58166e+07
13  39  8.1352e+07
13  40  9.92887e+07
13  41  7.8144e+07
13  42  2.20931e+07
13  43  1.07022e+08
13  44  7.43979e+07
13  45  1.1545e+08
13  46  2.69085e+08
13  47  2.33839e+08
13  48  1.0876e+08
13  49  1.72477e+08
13  50  1.83491e+08
14  0  0
14  1  0
14  2  0
14  3  8.06208e+07
14  4  0
14  5  4.49225e+07
14  6  1.37095e+08
14  7  9.47022e+07
14  8  8.84488e+07
14  9  1.72275e+07
14  10  1.4078e+08
14  11  1.05841e+08
14  12  7.29629e+07
14  13  8.30656e+07
14  14  2.20786e+08
14  15  1.87236e+08
14  16  2.79505e+08
14  17  1.58765e+08
14  18  1.72184e+08
14  19  1.76508e+08
14  20  9.74736e+07
14  21  8.24245e+07
14  22  1.10647e+08
14  23  1.02956e+08
14  24  1.39458e+08
14  25  1.75211e+08
14  26  1.94389e+08
14  27  2.08295e+08
14  28  2.9687e+08
14  29  3.76727e+08
14  30  4.09571e+08
14  31  4.57753e+08
14  32  3.99456e+08
14  33  2.6024e+08
14  34  1.32612e+08
14  35  1.2261e+08
14  36  6.98022e+07
14  37  1.0141e+08
14  38  0
14  39  5.51149e+07
14  40  8.02581e+07
14  41  8.48974e+07
14  42  1.09537e+08
14  43  1.18695e+08
14  44  2.08202e+08
14  45  1.79856e+08
14  46  2.3696e+08
14  47  1.87603e+08
14  48  2.42574e+07
14  49  4.41318e+07
14  50  7.19995e+07
15  0  2.43333e+07
15  1  0
15  2  2.59628e+07
15  3  5.42574e+07
15  4  5.52417e+07
15  5  7.96336e+07
15  6  9.7622e+07
15  7  1.16875e+08
15  8  1.33154e+08
15  9  2.34838e+07
15  10  7.01198e+07
15  11  1.61682e+08
15  12  1.09988e+08
15  13  7.95672e+07
15  14  1.33624e+08
15  15  2.517e+08
15  16  2.19332e+08
15  17  1.56724e+08
15  18  2.00246e+08
15  19  1.43168e+08
15  20  1.86636e+08
15  21  1.73857e+08
15  22  1.31749e+08
15  23  1.7912e+08
15  24  1.314e+08
15  25  1.41686e+08
15  26  1.7813e+08
15  27  1.98016e+08
15  28  3.19125e+08
15  29  3.99263e+08
15  30  4.37069e+08
15  31  5.24375e+08
15  32  3.61195e+08
15  33  2.17918e+08
15  34  1.83699e+08
15  35  4.88503e+07
15  36  1.22036e+08
15  37  9.87796e+07
15  38  0
15  39  8.65962e+07
15  40  8.35842e+07
15  41  2.91219e+07
15  42  8.04082e+07
15  43  1.78319e+08
15  44  1.07826e+08
15  45  2.60377e+08
15  46  1.82089e+08
15  47  1.57289e+08
15  48  7.78971e+07
15  49  8.85213e+07
15  50  5.12483e+07
16  0  0
16  1  2.32358e+07
16  2  0
16  3  9.45424e+07
16  4  1.09751e+08
16  5  1.60626e+08
16  6  1.47307e+08
16  7  1.40374e+08
16  8  1.86046e+08
16  9  7.45095e+07
16  10  1.49486e+08
16  11  1.41583e+08
16  12  1.97517e+08
16  13  1.09115e+08
16  14  1.17527e+08
16  15  9.53621e+07
16  16  2.5554e+08
16  17  1.64693e+08
16  18  1.21349e+08
16  19  1.04035e+08
16  20  1.43308e+08
16  21  1.73623e+08
16  22  2.11279e+08
16  23  2.04856e+08
16  24  1.34681e+08
16  25  1.55664e+08
16  26  2.69102e+08
16  27  2.36163e+08
16  28  3.54637e+08
16  29  3.9921e+08
16  30  3.68801e+08
16  31  4.39839e+08
16  32  3.63438e+08
16  33  1.52612e+08
16  34  1.73373e+08
16  35  9.71095e+07
16  36  6.46193e+07
16  37  1.6477e+08
16  38  8.11735e+07
16  39  1.81564e+08
16  40  1.19983e+08
16  41  1.65241e+08
16  42  1.47877e+08
16  43  2.98496e+08
16  44  1.7601e+08
16  45  1.48031e+08
16  46  1.39991e+08
16  47  7.64597e+07
16  48  0
16  49  4.27864e+07
16  50  1.21628e+08
17  0  0
17  1  2.61169e+07
17  2  1.48537e+07
17  3  4.06591e+07
17  4  3.78685e+07
17  5  4.37238e+07
17  6  5.54923e+07
17  7  1.6209e+08
17  8  1.40933e+08
17  9  1.17051e+08
17  10  1.48794e+08
17  11  1.66769e+08
17  12  1.75152e+08
17  13  7.43706e+07
17  14  1.47861e+08
17  15  1.74257e+08
17  16  2.11063e+08
17  17  1.41323e+08
17  18  1.56787e+08
17  19  1.20787e+08
17  20  1.33996e+08
17  21  1.178e+08
17  22  1.16914e+08
17  23  6.69191e+07
17  24  1.62909e+08
17  25  1.62469e+08
17  26  2.23665e+08
17  27  2.13178e+08
17  28  3.9942e+08
17  29  3.45772e+08
17  30  4.45026e+08
17  31  3.84656e+08
17  32  3.24079e+08
17  33  2.60855e+08
17  34  1.44921e+08
17  35  1.28039e+08
17  36  6.75512e+07
17  37  1.57085e+08
17  38  6.8275e+07
17  39  1.20095e+08
17  40  1.69822e+08
17  41  1.27939e+08
17  42  1.17893e+08
17  43  1.22987e+08
17  44  1.92928e+08
17  45  1.65967e+08
17  46  1.09358e+08
17  47  1.23382e+08
17  48  0
17  49  4.72647e+07
17  50  1.09257e+08
18  0  0
18  1  0
18  2  0
18  3  2.29413e+07
18  4  5.10242e+07
18  5  0
18  6  0
18  7  1.26265e+08
18  8  9.8457e+07
18  9  6.17758e+07
18  10  2.49908e+07
18  11  1.48854e+08
18  12  1.34963e+08
18  13  1.80791e+08
18  14  1.08465e+08
18  15  1.37645e+08
18  16  1.2279e+08
18  17  2.08846e+08
18  18  2.13494e+08
18  19  2.12084e+08
18  20  8.3299e+07
18  21  9.82728e+07
18  22  1.71779e+08
18  23  2.58731e+08
18  24  1.53603e+08
18  25  1.64362e+08
18  26  2.77175e+08
18  27  2.90727e+08
18  28  3.73874e+08
18  29  4.14498e+08
18  30  3.70119e+08
18  31  3.55288e+08
18  32  4.47851e+08
18  33  2.37197e+08
18  34  1.86764e+08
18  35  1.31788e+08
18  36  3.42407e+07
18  37  1.48292e+08
18  38  1.76203e+08
18  39  7.86413e+06
18  40  1.95902e+08
18  41  4.73562e+07
18  42  1.03491e+08
18  43  1.54677e+08
18  44  1.55201e+08
18  45  9.51239e+07
18  46  1.92896e+08
18  47  1.48584e+08
18  48  6.26251e+07
18  49  3.2427e+07
18  50  4.06684e+07
19  0  4.37388e+07
19  1  7.54754e+07
19  2  0
19  3  0
19  4  0
19  5  0
19  6  0
19  7  8.48563e+07
19  8  1.43211e+08
19  9  4.31432e+07
19  10  1.40018e+08
19  11  1.19539e+08
19  12  1.15796e+08
19  13  7.43684e+07
19  14  1.27615e+08
19  15  1.30622e+08
19  16  1.95543e+08
19  17  1.61345e+08
19  18  1.07799e+08
19  19  1.30043e+08
19  20  2.15424e+08
19  21  7.65063e+07
19  22  1.50404e+08
19  23  1.22627e+08
19  24  1.50805e+08
19  25  2.32157e+08
19  26  2.00813e+08
19  27  2.43625e+08
19  28  2.77473e+08
19  29  3.94493e+08
19  30  3.99902e+08
19  31  3.98476e+08
19  32  4.62121e+08
19  33  3.17913e+08
19  34  1.78564e+08
19  35  1.69578e+08
19  36  1.99525e+08
19  37  2.19652e+08
19  38  2.1446e+08
19  39  1.38404e+08
19  40  1.74656e+08
19  41  1.17869e+08
19  42  3.45558e+06
19  43  1.39161e+08
19  44  1.08756e+08
19  45  4.14662e+07
19  46  5.6407e+07
19  47  1.32026e+08
19  48  1.12986e+08
19  49  0
19  50  6.76085e+07
20  0  0
20  1  1.6983e+07
20  2  0
20  3  9.66108e+06
20  4  3.49381e+07
20  5  0
20  6  6.75657e+07
20  7  1.30823e+08
20  8  5.96962e+07
20  9  1.75632e+08
20  10  0
20  11  6.16706e+07
20  12  5.46527e+07
20  13  1.78787e+08
20  14  1.45035e+08
20  15  2.33921e+08
20  16  1.21207e+08
20  17  2.05402e+08
20  18  1.92336e+08
20  19  1.22652e+08
20  20  6.19693e+07
20  21  8.93735e+07
20  22  1.9025e+08
20  23  1.29999e+08
20  24  2.02949e+08
20  25  2.2833e+08
20  26  3.14044e+08
20  27  3.42563e+08
20  28  4.01516e+08
20  29  3.88462e+08
20  30  4.32142e+08
20  31  5.08351e+08
20  32  4.34883e+08
20  33  2.1942e+08
20  34  2.10829e+08
20  35  2.04307e+08
20  36  1.78424e+08
20  37  1.53181e+08
20  38  2.13723e+08
20  39  1.11262e+08
20  40  1.77445e+08
20  41  2.69952e+07
20  42  1.20431e+08
20  43  1.70842e+08
20  44  1.80456e+07
20  45  3.28914e+07
20  46  4.77782e+07
20  47  7.38776e+07
20  48  8.77558e+07
20  49  1.74743e+08
20  50  2.65915e+08
21  0  8.3101e+07
21  1  0
21  2  5.38836e+07
21  3  4.65818e+07
21  4  8.75625e+07
21  5  0
21  6  0
21  7  0
21  8  1.02491e+08
21  9  1.39784e+08
21  10  1.09831e+08
21  11  5.25387e+07
21  12  1.27432e+08
21  13  1.17523e+08
21  14  2.15915e+08
21  15  1.46048e+08
21  16  1.98395e+08
21  17  1.66017e+08
21  18  1.34718e+08
21  19  1.49639e+08
21  20  1.5744e+08
21  21  7.36017e+07
21  22  1.10898e+08
21  23  1.81124e+08
21  24  2.18097e+08
21  25  1.26103e+08
21  26  2.67423e+08
21  27  2.22438e+08
21  28  4.00595e+08
21  29  5.3638e+08
21  30  4.68775e+08
21  31  4.25999e+08
21  32  4.31289e+08
21  33  2.53837e+08
21  34  1.88858e+08
21  35  3.42303e+08
21  36  3.10715e+08
21  37  2.40476e+08
21  38  2.42825e+08
21  39  1.4969e+08
21  40  1.17709e+08
21  41  0
21  42  9.49464e+07
21  43  1.47121e+08
21  44  1.2751e+07
21  45  0
21  46  4.3747e+07
21  47  7.38401e+07
21  48  3.12713e+07
21  49  1.88994e+07
21  50  1.403e+08
22  0  3.23191e+07
22  1  0
22  2  0
22  3  0
22  4  0
22  5  4.47069e+07
22  6  1.25647e+07
22  7  2.97528e+07
22  8  1.0669e+08
22  9  6.28209e+07
22  10  1.07672e+08
22  11  7.33731e+07
22  12  1.32826e+08
22  13  1.91589e+08
22  14  1.10191e+08
22  15  1.04122e+08
22  16  7.78306e+07
22  17  2.52038e+07
22  18  2.0772e+08
22  19  1.10404e+08
22  20  7.0282e+07
22  21  6.03314e+07
22  22  1.38081e+08
22  23  1.98635e+08
22  24  1.89883e+08
22  25  3.31583e+08
22  26  3.92491e+08
22  27  4.11887e+08
22  28  3.92551e+08
22  29  4.43962e+08
22  30  5.54954e+08
22  31  5.08538e+08
22  32  4.06046e+08
22  33  2.05495e+08
22  34  3.6933e+08
22  35  3.81497e+08
22  36  3.95526e+08
22  37  1.85416e+08
22  38  1.71503e+08
22  39  2.31356e+08
22  40  2.49253e+08
22  41  1.48283e+08
22  42  1.42028e+08
22  43  9.71561e+07
22  44  4.30606e+07
22  45  5.78492e+07
22  46  9.98892e+07
22  47  4.38108e+07
22  48  2.81757e+07
22  49  1.83312e+08
22  50  1.39597e+08
23  0  0
23  1  0
23  2  0
23  3  0
23  4  1.03481e+08
23  5  2.46728e+07
23  6  4.81265e+07
23  7  3.15196e+07
23  8  8.06786e+07
23  9  1.47884e+08
23  10  1.42527e+08
23  11  6.74087e+07
23  12  1.07327e+08
23  13  1.63145e+08
23  14  1.50228e+08
23  15  2.02632e+08
23  16  1.30025e+08
23  17  5.00752e+07
23  18  1.46044e+08
23  19  1.88635e+08
23  20  1.01275e+07
23  21  1.00624e+08
23  22  2.06662e+08
23  23  1.91174e+08
23  24  2.43334e+08
23  25  2.60813e+08
23  26  4.80437e+08
23  27  5.00994e+08
23  28  5.05265e+08
23  29  5.84776e+08
23  30  5.3523e+08
23  31  4.79322e+08
23  32  3.57454e+08
23  33  2.05515e+08
23  34  4.52542e+08
23  35  4.57585e+08
23  36  3.14544e+08
23  37  2.61853e+08
23  38  2.25042e+08
23  39  2.09062e+08
23  40  1.49778e+08
23  41  1.16898e+08
23  42  1.96985e+08
23  43  1.46433e+08
23  44  1.54311e+08
23  45  6.31874e+07
23  46  1.21639e+08
23  47  1.01333e+08
23  48  4.58524e+07
23  49  9.9096e+07
23  50  1.59861e+08
24  0  1.47258e+08
24  1  1.12226e+07
24  2  0
24  3  0
24  4  3.72723e+07
24  5  0
