row  column  (images_11.edf Cu_K*images_11.edf Ar_K**2.3)
0  0  0
0  1  0
0  2  0
0  3  0
0  4  0
0  5  0
0  6  3.746e+07
0  7  0
0  8  5.03154e+07
0  9  7.57443e+07
0  10  0
0  11  2.23389e+07
0  12  0
0  13  0
0  14  0
0  15  0
0  16  0
0  17  0
0  18  0
0  19  0
0  20  0
0  21  0
0  22  0
0  23  0
0  24  0
0  25  0
0  26  6.0083e+06
0  27  0
0  28  0
0  29  0
0  30  0
0  31  3.74011e+07
0  32  0
0  33  0
0  34  5.36715e+07
0  35  0
0  36  0
0  37  0
0  38  0
0  39  0
0  40  0
0  41  1.44345e+07
0  42  0
0  43  0
0  44  0
0  45  0
0  46  0
0  47  0
0  48  0
0  49  0
0  50  0
1  0  0
1  1  0
1  2  0
1  3  0
1  4  0
1  5  0
1  6  0
1  7  0
1  8  0
1  9  4.00543e+07
1  10  4.2965e+07
1  11  0
1  12  0
1  13  0
1  14  0
1  15  0
1  16  0
1  17  1.72039e+07
1  18  2.39862e+07
1  19  0
1  20  0
1  21  0
1  22  0
1  23  0
1  24  0
1  25  2.43667e+07
1  26  0
1  27  0
1  28  4.22528e+07
1  29  5.7393e+07
1  30  0
1  31  0
1  32  0
1  33  0
1  34  0
1  35  0
1  36  0
1  37  0
1  38  0
1  39  4.85223e+07
1  40  0
1  41  4.19945e+07
1  42  0
1  43  0
1  44  0
1  45  0
1  46  0
1  47  0
1  48  0
1  49  0
1  50  0
2  0  0
2  1  0
2  2  0
2  3  0
2  4  0
2  5  0
2  6  0
2  7  0
2  8  0
2  9  0
2  10  4.59646e+07
2  11  0
2  12  0
2  13  0
2  14  0
2  15  0
2  16  0
2  17  0
2  18  0
2  19  0
2  20  3.48882e+07
2  21  0
2  22  0
2  23  0
2  24  3.65509e+07
2  25  0
2  26  4.12976e+07
2  27  0
2  28  0
2  29  2.17847e+06
2  30  4.90384e+07
2  31  6.55602e+07
2  32  0
2  33  0
2  34  0
2  35  0
2  36  0
2  37  0
2  38  0
2  39  0
2  40  0
2  41  0
2  42  0
2  43  0
2  44  0
2  45  2.7146e+07
2  46  0
2  47  0
2  48  6.24118e+07
2  49  0
2  50  0
3  0  0
3  1  0
3  2  0
3  3  1.06515e+08
3  4  0
3  5  0
3  6  0
3  7  0
3  8  0
3  9  0
3  10  0
3  11  0
3  12  0
3  13  1.69614e+07
3  14  0
3  15  0
3  16  0
3  17  0
3  18  0
3  19  0
3  20  0
3  21  0
3  22  0
3  23  0
3  24  4.90115e+07
3  25  0
3  26  900513
3  27  2.83018e+07
3  28  0
3  29  5.93322e+06
3  30  0
3  31  0
3  32  0
3  33  5.37728e+06
3  34  1.91362e+07
3  35  0
3  36  3.66393e+07
3  37  0
3  38  0
3  39  0
3  40  0
3  41  0
3  42  0
3  43  0
3  44  0
3  45  0
3  46  0
3  47  2.58986e+07
3  48  0
3  49  0
3  50  0
4  0  0
4  1  0
4  2  0
4  3  0
4  4  0
4  5  0
4  6  3.11044e+07
4  7  0
4  8  0
4  9  7.89737e+06
4  10  0
4  11  0
4  12  0
4  13  0
4  14  0
4  15  3.93592e+06
4  16  0
4  17  0
4  18  0
4  19  0
4  20  0
4  21  0
4  22  2.37921e+07
4  23  0
4  24  0
4  25  0
4  26  0
4  27  0
4  28  0
4  29  0
4  30  0
4  31  2.151e+07
4  32  0
4  33  1.30714e+07
4  34  3.56427e+06
4  35  0
4  36  2.32099e+06
4  37  9.16226e+06
4  38  0
4  39  6.14056e+06
4  40  0
4  41  0
4  42  0
4  43  0
4  44  0
4  45  3.48151e+07
4  46  0
4  47  0
4  48  5.95599e+07
4  49  0
4  50  0
5  0  0
5  1  0
5  2  0
5  3  0
5  4  0
5  5  0
5  6  0
5  7  0
5  8  0
5  9  696150
5  10  0
5  11  0
5  12  0
5  13  0
5  14  0
5  15  0
5  16  0
5  17  2.91123e+07
5  18  0
5  19  0
5  20  2.01086e+07
5  21  3.27127e+07
5  22  0
5  23  0
5  24  0
5  25  0
5  26  7.70358e+07
5  27  5.29379e+06
5  28  5.0151e+07
5  29  4.93764e+06
5  30  1.64667e+06
5  31  0
5  32  5.47937e+06
5  33  1.43772e+07
5  34  2.6004e+07
5  35  1.90813e+07
5  36  0
5  37  2.50655e+06
5  38  0
5  39  3.56459e+07
5  40  7.35635e+07
5  41  9.48516e+06
5  42  0
5  43  0
5  44  2.579e+07
5  45  9.45258e+06
5  46  0
5  47  0
5  48  0
5  49  0
5  50  0
6  0  0
6  1  0
6  2  0
6  3  0
6  4  0
6  5  0
6  6  2.14399e+06
6  7  0
6  8  0
6  9  2.37876e+07
6  10  0
6  11  0
6  12  0
6  13  4.64725e+07
6  14  0
6  15  0
6  16  3.90146e+07
6  17  3.13461e+07
6  18  1.76027e+06
6  19  6.42422e+07
6  20  0
6  21  3.87443e+07
6  22  0
6  23  4.02318e+07
6  24  0
6  25  9.8271e+06
6  26  0
6  27  2.74127e+07
6  28  0
6  29  7.70642e+06
6  30  0
6  31  3.99284e+07
6  32  4.978e+06
6  33  0
6  34  0
6  35  0
6  36  0
6  37  0
6  38  0
6  39  2.54468e+07
6  40  0
6  41  0
6  42  0
6  43  0
6  44  0
6  45  0
6  46  1.66729e+07
6  47  0
6  48  8.33789e+07
6  49  0
6  50  0
7  0  0
7  1  0
7  2  0
7  3  0
7  4  0
7  5  0
7  6  0
7  7  0
7  8  3.58156e+06
7  9  0
7  10  0
7  11  0
7  12  0
7  13  0
7  14  0
7  15  3.38967e+07
7  16  0
7  17  0
7  18  1.84748e+07
7  19  3.65498e+06
7  20  0
7  21  0
7  22  0
7  23  0
7  24  0
7  25  0
7  26  6.94532e+07
7  27  0
7  28  4.01455e+06
7  29  7.21208e+06
7  30  0
7  31  9.76715e+07
7  32  0
7  33  0
7  34  0
7  35  0
7  36  0
7  37  0
7  38  0
7  39  0
7  40  0
7  41  0
7  42  0
7  43  4.40644e+07
7  44  0
7  45  0
7  46  0
7  47  0
7  48  0
7  49  0
7  50  0
8  0  0
8  1  0
8  2  0
8  3  0
8  4  0
8  5  0
8  6  0
8  7  0
8  8  0
8  9  0
8  10  3.08496e+06
8  11  0
8  12  0
8  13  0
8  14  0
8  15  1.27702e+07
8  16  0
8  17  0
8  18  0
8  19  0
8  20  0
8  21  0
8  22  1.04608e+07
8  23  0
8  24  2.18221e+07
8  25  0
8  26  4.29879e+07
8  27  3.46773e+07
8  28  0
8  29  1.49348e+07
8  30  0
8  31  0
8  32  0
8  33  5.43789e+07
8  34  0
8  35  0
8  36  4.25704e+07
8  37  0
8  38  0
8  39  0
8  40  0
8  41  0
8  42  0
8  43  0
8  44  0
8  45  0
8  46  0
8  47  0
8  48  0
8  49  0
8  50  0
9  0  0
9  1  0
9  2  0
9  3  0
9  4  1.93665e+07
9  5  0
9  6  0
9  7  0
9  8  5.9861e+07
9  9  0
9  10  1.28891e+07
9  11  0
9  12  0
9  13  0
9  14  0
9  15  0
9  16  3.24099e+07
9  17  6.64735e+07
9  18  1.64097e+06
9  19  0
9  20  2.43319e+07
9  21  0
9  22  0
9  23  0
9  24  0
9  25  3.26098e+07
9  26  9.40201e+06
9  27  0
9  28  2.6172e+07
9  29  9.62927e+06
9  30  0
9  31  9.23294e+06
9  32  2.47671e+07
9  33  0
9  34  0
9  35  0
9  36  0
9  37  0
9  38  0
9  39  0
9  40  0
9  41  0
9  42  0
9  43  0
9  44  8.1517e+06
