row  column  (images_11.edf Fe_K*images_11.edf Ar_K**2.3)
6  35  4.78134e+08
6  36  3.75855e+08
6  37  3.72812e+08
6  38  3.82332e+08
6  39  3.75128e+08
6  40  3.59031e+08
6  41  3.34364e+08
6  42  3.60555e+08
6  43  3.03828e+08
6  44  3.58739e+08
6  45  3.44233e+08
6  46  3.10726e+08
6  47  3.43178e+08
6  48  2.50235e+08
6  49  2.89443e+08
6  50  2.67294e+08
7  0  0
7  1  1.32163e+08
7  2  1.39011e+08
7  3  1.91977e+08
7  4  3.33101e+08
7  5  2.82617e+08
7  6  2.51766e+08
7  7  3.51006e+08
7  8  3.51525e+08
7  9  3.819e+08
7  10  4.4497e+08
7  11  4.4046e+08
7  12  4.02931e+08
7  13  4.74103e+08
7  14  4.35819e+08
7  15  3.96579e+08
7  16  3.77872e+08
7  17  4.8312e+08
7  18  3.49796e+08
7  19  3.68061e+08
7  20  3.83687e+08
7  21  3.3261e+08
7  22  3.79599e+08
7  23  4.38017e+08
7  24  3.63496e+08
7  25  4.838e+08
7  26  4.67111e+08
7  27  5.17925e+08
7  28  5.89966e+08
7  29  4.64333e+08
7  30  3.98679e+08
7  31  4.15449e+08
7  32  4.11202e+08
7  33  4.39267e+08
7  34  5.07226e+08
7  35  3.77754e+08
7  36  3.67525e+08
7  37  3.48428e+08
7  38  2.58306e+08
7  39  4.43184e+08
7  40  4.63056e+08
7  41  3.47551e+08
7  42  3.2268e+08
7  43  3.59427e+08
7  44  3.69855e+08
7  45  3.13825e+08
7  46  2.76601e+08
7  47  3.59789e+08
7  48  3.20403e+08
7  49  3.28519e+08
7  50  3.72459e+08
8  0  0
8  1  1.61631e+08
8  2  1.66397e+08
8  3  1.19935e+08
8  4  2.05555e+08
8  5  2.73276e+08
8  6  3.03665e+08
8  7  2.99115e+08
8  8  5.05344e+08
8  9  2.941e+08
8  10  4.57713e+08
8  11  4.05651e+08
8  12  4.21721e+08
8  13  4.30291e+08
8  14  4.5551e+08
8  15  4.24168e+08
8  16  4.29544e+08
8  17  3.94789e+08
8  18  4.51403e+08
8  19  3.27482e+08
8  20  3.60056e+08
8  21  3.92125e+08
8  22  2.85471e+08
8  23  3.72938e+08
8  24  4.34564e+08
8  25  4.95789e+08
8  26  5.33666e+08
8  27  4.51417e+08
8  28  5.33346e+08
8  29  5.49513e+08
8  30  4.3633e+08
8  31  5.02017e+08
8  32  4.24478e+08
8  33  4.20261e+08
8  34  4.50042e+08
8  35  4.50022e+08
8  36  3.50574e+08
8  37  4.44879e+08
8  38  3.56681e+08
8  39  4.14176e+08
8  40  4.12654e+08
8  41  3.75731e+08
8  42  4.56522e+08
8  43  3.45706e+08
8  44  4.09519e+08
8  45  2.87582e+08
8  46  2.94831e+08
8  47  2.66549e+08
8  48  3.06494e+08
8  49  2.69097e+08
8  50  3.64062e+08
9  0  0
9  1  1.93533e+08
9  2  2.41165e+08
9  3  2.17278e+08
9  4  2.48827e+08
9  5  3.0127e+08
9  6  3.05812e+08
9  7  2.35677e+08
9  8  3.16288e+08
9  9  3.50736e+08
9  10  4.27485e+08
9  11  4.13574e+08
9  12  3.54785e+08
9  13  3.44605e+08
9  14  4.94458e+08
9  15  4.37463e+08
9  16  4.74332e+08
9  17  3.69791e+08
9  18  3.88937e+08
9  19  3.66982e+08
9  20  3.35329e+08
9  21  3.97121e+08
9  22  3.63628e+08
9  23  3.18841e+08
9  24  4.00015e+08
9  25  4.05653e+08
9  26  4.54791e+08
9  27  4.61549e+08
9  28  4.41079e+08
9  29  5.17548e+08
9  30  4.08421e+08
9  31  4.03162e+08
9  32  5.69803e+08
9  33  4.34256e+08
9  34  4.47709e+08
9  35  3.94453e+08
9  36  4.48215e+08
9  37  2.88932e+08
9  38  4.21627e+08
9  39  3.78883e+08
9  40  2.96739e+08
9  41  3.3391e+08
9  42  4.4029e+08
9  43  3.53775e+08
9  44  3.24889e+08
9  45  3.55567e+08
9  46  2.96458e+08
9  47  3.08606e+08
9  48  3.09854e+08
9  49  2.82436e+08
9  50  3.89282e+08
10  0  1.34225e+08
10  1  1.86981e+08
10  2  2.05521e+08
10  3  2.15677e+08
10  4  2.39397e+08
10  5  3.4707e+08
10  6  2.97232e+08
10  7  2.94095e+08
10  8  3.1046e+08
10  9  4.01314e+08
10  10  4.06236e+08
10  11  4.45106e+08
10  12  5.0675e+08
10  13  5.05958e+08
10  14  4.30773e+08
10  15  3.45845e+08
10  16  3.86427e+08
10  17  4.12851e+08
10  18  5.60348e+08
10  19  4.20128e+08
10  20  3.78084e+08
10  21  4.12202e+08
10  22  3.72946e+08
10  23  3.59919e+08
10  24  3.59531e+08
10  25  4.68933e+08
10  26  4.82702e+08
10  27  5.00685e+08
10  28  4.87913e+08
10  29  5.84502e+08
10  30  4.3604e+08
10  31  4.19427e+08
10  32  5.25788e+08
10  33  4.53862e+08
10  34  4.93028e+08
10  35  4.66401e+08
10  36  4.45744e+08
10  37  4.00804e+08
10  38  4.59713e+08
10  39  3.01354e+08
10  40  3.52067e+08
10  41  3.81308e+08
10  42  3.26327e+08
10  43  3.77883e+08
10  44  3.91725e+08
10  45  2.99448e+08
10  46  3.35806e+08
10  47  3.2332e+08
10  48  3.10953e+08
10  49  2.95812e+08
10  50  3.21851e+08
11  0  1.50045e+08
11  1  2.64961e+08
11  2  2.60361e+08
11  3  2.09034e+08
11  4  2.81547e+08
11  5  2.95018e+08
11  6  3.67553e+08
11  7  2.89176e+08
11  8  3.97632e+08
11  9  3.16606e+08
11  10  4.27163e+08
11  11  4.31481e+08
11  12  4.65997e+08
11  13  4.99092e+08
11  14  5.0562e+08
11  15  4.32343e+08
11  16  4.86349e+08
11  17  4.52825e+08
11  18  4.49901e+08
11  19  3.72403e+08
11  20  4.58127e+08
11  21  4.2933e+08
11  22  4.19397e+08
11  23  4.31613e+08
11  24  4.13657e+08
11  25  4.80657e+08
11  26  5.17291e+08
11  27  4.47365e+08
11  28  5.09858e+08
11  29  4.07769e+08
11  30  4.24596e+08
11  31  4.53916e+08
11  32  4.31033e+08
11  33  4.81098e+08
11  34  4.51943e+08
11  35  4.26111e+08
11  36  3.24189e+08
11  37  3.9784e+08
11  38  3.0886e+08
11  39  4.19557e+08
11  40  3.60616e+08
11  41  3.79423e+08
11  42  3.95107e+08
11  43  3.95891e+08
11  44  2.67082e+08
11  45  3.13962e+08
11  46  3.7436e+08
11  47  3.67626e+08
11  48  2.92016e+08
11  49  2.91934e+08
11  50  3.05656e+08
12  0  1.28808e+08
12  1  1.96457e+08
12  2  3.14966e+08
12  3  2.64032e+08
12  4  2.70061e+08
12  5  3.40762e+08
12  6  2.766e+08
12  7  2.99987e+08
12  8  3.90091e+08
12  9  3.67604e+08
12  10  4.08673e+08
12  11  4.63236e+08
12  12  4.53945e+08
12  13  4.78292e+08
12  14  4.86351e+08
12  15  4.81326e+08
12  16  5.1236e+08
12  17  4.16871e+08
12  18  4.24854e+08
12  19  4.58957e+08
12  20  4.11418e+08
12  21  4.34413e+08
12  22  4.3991e+08
12  23  4.06191e+08
12  24  4.42355e+08
12  25  4.43728e+08
12  26  5.00626e+08
12  27  4.3454e+08
12  28  4.67301e+08
12  29  4.96469e+08
12  30  4.44213e+08
12  31  4.54314e+08
12  32  4.72838e+08
12  33  4.64258e+08
12  34  5.01244e+08
12  35  3.59757e+08
12  36  3.8298e+08
12  37  3.10625e+08
12  38  3.84524e+08
12  39  4.09431e+08
12  40  3.64814e+08
12  41  3.8635e+08
12  42  3.97091e+08
12  43  4.24332e+08
12  44  3.43998e+08
12  45  2.87856e+08
12  46  3.90278e+08
12  47  3.00104e+08
12  48  3.85893e+08
12  49  2.69304e+08
12  50  2.91569e+08
13  0  1.87651e+08
13  1  2.77186e+08
13  2  3.07771e+08
13  3  3.43436e+08
13  4  3.5778e+08
13  5  3.4117e+08
13  6  3.31005e+08
13  7  2.93127e+08
13  8  3.27594e+08
13  9  4.14985e+08
13  10  4.08739e+08
13  11  4.68016e+08
13  12  5.1238e+08
13  13  5.66364e+08
13  14  4.24182e+08
13  15  4.04871e+08
13  16  4.28094e+08
13  17  5.09339e+08
13  18  4.79364e+08
13  19  4.32438e+08
13  20  4.31964e+08
13  21  4.30469e+08
13  22  4.37684e+08
13  23  4.8358e+08
13  24  4.23179e+08
13  25  4.76144e+08
13  26  4.73193e+08
13  27  4.7856e+08
13  28  4.01308e+08
13  29  4.40572e+08
13  30  4.81211e+08
13  31  4.97495e+08
13  32  4.86242e+08
13  33  4.53823e+08
13  34  4.13842e+08
13  35  4.57645e+08
13  36  4.06e+08
13  37  3.30688e+08
13  38  3.44017e+08
13  39  3.84739e+08
13  40  4.32731e+08
13  41  4.89797e+08
13  42  5.11333e+08
13  43  3.89855e+08
13  44  3.38232e+08
13  45  3.17496e+08
13  46  3.58804e+08
13  47  3.85066e+08
13  48  2.87046e+08
13  49  2.47025e+08
13  50  3.27843e+08
14  0  2.80186e+08
14  1  3.23075e+08
14  2  2.96144e+08
14  3  4.03768e+08
14  4  3.17445e+08
14  5  3.85696e+08
14  6  3.62483e+08
14  7  4.1552e+08
14  8  3.99614e+08
14  9  3.07423e+08
14  10  4.35524e+08
14  11  4.42273e+08
14  12  4.67742e+08
14  13  6.74597e+08
14  14  5.43267e+08
14  15  4.61752e+08
14  16  4.20421e+08
14  17  4.13302e+08
14  18  5.57306e+08
14  19  4.75903e+08
14  20  3.71942e+08
14  21  3.96072e+08
14  22  4.49128e+08
14  23  4.20113e+08
14  24  5.01382e+08
14  25  4.64945e+08
14  26  4.56857e+08
14  27  4.19299e+08
14  28  4.8612e+08
14  29  3.6391e+08
14  30  3.97776e+08
14  31  4.86085e+08
14  32  4.60126e+08
14  33  5.28111e+08
14  34  4.42801e+08
14  35  3.36685e+08
14  36  4.03087e+08
14  37  3.24396e+08
14  38  3.69475e+08
14  39  5.09132e+08
14  40  4.50647e+08
14  41  5.59276e+08
14  42  5.80837e+08
14  43  3.68941e+08
14  44  3.173e+08
14  45  2.75433e+08
14  46  3.15785e+08
14  47  3.06763e+08
14  48  2.19855e+08
14  49  2.08658e+08
14  50  3.6043e+08
15  0  3.20676e+08
15  1  4.33863e+08
15  2  2.05897e+08
15  3  3.73382e+08
15  4  3.2301e+08
15  5  2.85334e+08
15  6  3.56653e+08
15  7  3.91006e+08
15  8  3.89438e+08
15  9  3.70267e+08
15  10  3.35858e+08
15  11  5.63578e+08
15  12  5.10895e+08
15  13  6.58698e+08
15  14  5.98048e+08
15  15  4.88171e+08
15  16  5.27784e+08
15  17  3.87291e+08
15  18  6.72706e+08
15  19  5.09534e+08
15  20  3.98211e+08
15  21  4.28738e+08
15  22  4.85931e+08
15  23  5.18131e+08
15  24  4.27638e+08
15  25  4.39013e+08
15  26  4.4341e+08
15  27  4.28454e+08
15  28  4.71581e+08
15  29  4.37776e+08
15  30  4.49709e+08
15  31  4.98378e+08
15  32  5.35862e+08
15  33  4.3892e+08
15  34  3.73137e+08
15  35  4.41141e+08
15  36  3.45683e+08
15  37  3.49014e+08
15  38  4.21686e+08
15  39  5.23332e+08
15  40  4.89334e+08
15  41  4.09515e+08
15  42  7.83474e+08
15  43  3.84542e+08
15  44  3.16305e+08
15  45  3.47344e+08
15  46  3.282e+08
15  47  3.05485e+08
15  48  3.36427e+08
15  49  4.24008e+08
15  50  4.11696e+08
16  0  2.15442e+08
16  1  3.30578e+08
16  2  3.77233e+08
16  3  3.2049e+08
16  4  4.02273e+08
16  5  3.14883e+08
16  6  2.73504e+08
16  7  3.66883e+08
16  8  4.04681e+08
16  9  4.14771e+08
16  10  3.71881e+08
16  11  4.67053e+08
16  12  4.6986e+08
16  13  5.87491e+08
16  14  9.54823e+08
16  15  4.5509e+08
16  16  5.08788e+08
16  17  5.00947e+08
16  18  6.0332e+08
16  19  5.42382e+08
16  20  4.8329e+08
16  21  4.16812e+08
16  22  4.62475e+08
16  23  4.94187e+08
16  24  4.38789e+08
16  25  4.46752e+08
16  26  3.78764e+08
16  27  3.77183e+08
16  28  4.2756e+08
16  29  4.57263e+08
16  30  4.80925e+08
16  31  4.62087e+08
16  32  4.64676e+08
16  33  4.12857e+08
16  34  4.35352e+08
16  35  4.21246e+08
16  36  3.63258e+08
16  37  3.984e+08
16  38  3.83745e+08
16  39  5.5802e+08
16  40  3.92148e+08
16  41  7.07584e+08
16  42  7.18977e+08
16  43  3.65245e+08
16  44  3.66894e+08
16  45  3.14862e+08
16  46  2.6141e+08
16  47  3.02421e+08
16  48  3.36089e+08
16  49  3.3982e+08
16  50  3.27303e+08
17  0  3.5707e+08
17  1  4.33735e+08
17  2  3.05341e+08
17  3  3.06008e+08
17  4  2.03168e+08
17  5  3.0028e+08
17  6  2.87592e+08
17  7  3.4632e+08
17  8  3.48324e+08
17  9  3.83919e+08
17  10  4.72201e+08
17  11  4.26782e+08
17  12  4.53761e+08
17  13  5.19251e+08
17  14  6.84079e+08
17  15  5.19067e+08
17  16  5.12817e+08
17  17  5.0135e+08
17  18  7.28485e+08
17  19  6.32566e+08
17  20  4.33476e+08
17  21  4.59178e+08
17  22  4.39421e+08
17  23  4.5081e+08
17  24  4.50909e+08
17  25  4.12983e+08
17  26  4.8228e+08
17  27  4.36398e+08
17  28  4.58949e+08
17  29  4.68689e+08
17  30  4.78892e+08
17  31  5.92186e+08
17  32  5.88611e+08
17  33  4.43035e+08
17  34  4.78523e+08
17  35  4.10014e+08
17  36  3.85244e+08
17  37  3.61765e+08
17  38  3.75455e+08
17  39  8.32279e+08
17  40  5.32909e+08
17  41  6.09755e+08
17  42  9.95504e+08
17  43  4.18736e+08
17  44  4.0213e+08
17  45  3.94374e+08
17  46  3.76411e+08
17  47  2.84488e+08
17  48  3.09696e+08
17  49  2.80314e+08
17  50  4.26211e+08
18  0  2.91729e+08
18  1  4.2784e+08
18  2  3.38201e+08
18  3  2.77053e+08
18  4  2.54753e+08
18  5  2.88285e+08
18  6  3.40802e+08
18  7  3.65581e+08
18  8  4.1388e+08
18  9  4.52051e+08
18  10  4.55095e+08
18  11  4.76491e+08
18  12  4.64535e+08
18  13  6.85831e+08
18  14  5.55297e+08
18  15  5.12154e+08
18  16  4.809e+08
18  17  5.12885e+08
18  18  8.94467e+08
18  19  7.05485e+08
18  20  4.33224e+08
18  21  5.2048e+08
18  22  4.1631e+08
18  23  5.05644e+08
18  24  4.37945e+08
18  25  3.93181e+08
18  26  4.58092e+08
18  27  4.51915e+08
18  28  4.26509e+08
18  29  5.24524e+08
18  30  5.13895e+08
18  31  5.80243e+08
18  32  5.71284e+08
18  33  6.48681e+08
18  34  4.08947e+08
18  35  4.45582e+08
18  36  3.63717e+08
18  37  3.5863e+08
18  38  3.84399e+08
18  39  4.40881e+08
18  40  6.14882e+08
18  41  5.16492e+08
18  42  1.22871e+09
18  43  6.0753e+08
18  44  4.37761e+08
18  45  3.82366e+08
18  46  3.34309e+08
18  47  2.76468e+08
18  48  3.20708e+08
18  49  3.18705e+08
18  50  3.17664e+08
19  0  5.17608e+08
19  1  3.84114e+08
19  2  3.56357e+08
19  3  1.95244e+08
19  4  3.2155e+08
19  5  2.72284e+08
19  6  3.22032e+08
19  7  3.60865e+08
19  8  3.55514e+08
19  9  3.78039e+08
19  10  4.16449e+08
19  11  4.22781e+08
19  12  5.74457e+08
19  13  5.46045e+08
19  14  7.32454e+08
19  15  5.8454e+08
19  16  5.32858e+08
19  17  4.85215e+08
19  18  5.83833e+08
19  19  1.13954e+09
19  20  5.78611e+08
19  21  4.31504e+08
19  22  4.43563e+08
19  23  5.0176e+08
19  24  5.16232e+08
19  25  3.80018e+08
19  26  4.05777e+08
19  27  5.05135e+08
19  28  4.65992e+08
19  29  4.89585e+08
19  30  4.58115e+08
19  31  4.7485e+08
19  32  5.26697e+08
19  33  6.98442e+08
19  34  3.62307e+08
19  35  4.27224e+08
19  36  3.77522e+08
19  37  4.18775e+08
19  38  3.38003e+08
19  39  3.45855e+08
19  40  5.2227e+08
19  41  5.09135e+08
19  42  8.28442e+08
19  43  1.76825e+09
19  44  4.73992e+08
19  45  2.95267e+08
19  46  3.43417e+08
19  47  3.52346e+08
19  48  2.58212e+08
19  49  3.43685e+08
19  50  3.16017e+08
20  0  3.66017e+08
20  1  3.62087e+08
20  2  3.721e+08
20  3  3.37278e+08
20  4  2.95679e+08
20  5  3.00969e+08
20  6  2.76798e+08
20  7  3.10734e+08
20  8  3.0904e+08
20  9  4.62643e+08
20  10  4.69354e+08
20  11  4.2831e+08
20  12  5.21952e+08
20  13  6.66157e+08
20  14  6.38187e+08
20  15  4.71421e+08
20  16  4.93698e+08
20  17  5.285e+08
20  18  1.25665e+09
20  19  8.81622e+08
20  20  4.43172e+08
20  21  4.47637e+08
20  22  5.23622e+08
20  23  4.80391e+08
20  24  3.47767e+08
20  25  4.41997e+08
20  26  4.66548e+08
20  27  5.15162e+08
20  28  4.52127e+08
20  29  4.86184e+08
20  30  5.19963e+08
20  31  4.28192e+08
20  32  8.38776e+08
20  33  5.339e+08
20  34  4.2421e+08
20  35  3.95029e+08
20  36  3.80226e+08
20  37  4.32102e+08
20  38  4.0758e+08
20  39  5.47935e+08
20  40  5.29136e+08
20  41  9.15846e+08
20  42  2.01707e+09
20  43  4.5044e+08
20  44  4.33741e+08
20  45  3.65727e+08
20  46  3.02333e+08
20  47  2.91005e+08
20  48  2.89857e+08
20  49  3.34814e+08
20  50  3.43993e+08
21  0  3.44018e+08
21  1  3.47063e+08
21  2  2.37739e+08
21  3  2.23779e+08
21  4  2.36919e+08
21  5  3.50436e+08
21  6  2.92198e+08
21  7  3.38998e+08
21  8  3.33341e+08
21  9  4.03248e+08
21  10  4.17987e+08
21  11  4.65829e+08
21  12  4.76439e+08
21  13  6.07272e+08
21  14  7.41681e+08
21  15  6.32279e+08
21  16  3.94274e+08
21  17  4.8526e+08
21  18  7.50874e+08
21  19  1.3148e+09
21  20  6.49012e+08
21  21  5.0783e+08
21  22  4.78495e+08
21  23  5.11202e+08
21  24  4.83594e+08
21  25  5.34498e+08
21  26  4.78625e+08
21  27  3.76229e+08
21  28  4.82161e+08
21  29  3.75664e+08
21  30  4.84094e+08
21  31  5.41846e+08
21  32  5.84053e+08
21  33  9.3521e+08
21  34  4.81244e+08
21  35  3.55966e+08
21  36  4.19081e+08
21  37  4.77417e+08
21  38  4.68972e+08
21  39  5.04154e+08
21  40  5.1066e+08
21  41  1.5403e+09
21  42  2.1506e+09
21  43  5.20398e+08
21  44  5.58491e+08
21  45  3.95834e+08
21  46  3.70003e+08
21  47  3.91858e+08
21  48  2.5998e+08
21  49  3.90631e+08
21  50  3.63865e+08
22  0  3.05325e+08
22  1  3.1399e+08
22  2  2.65451e+08
22  3  2.64327e+08
22  4  2.9206e+08
22  5  3.16648e+08
22  6  2.66114e+08
22  7  2.86232e+08
22  8  4.00064e+08
22  9  4.64416e+08
22  10  4.77774e+08
22  11  4.52399e+08
22  12  5.38063e+08
22  13  7.2824e+08
22  14  7.70302e+08
22  15  6.46948e+08
22  16  4.49174e+08
22  17  5.9366e+08
22  18  1.32936e+09
22  19  9.72194e+08
22  20  4.54926e+08
22  21  5.08779e+08
22  22  4.7536e+08
22  23  4.7188e+08
22  24  3.83565e+08
22  25  4.50065e+08
22  26  3.6971e+08
22  27  4.62979e+08
22  28  4.99513e+08
22  29  5.35145e+08
22  30  5.05672e+08
22  31  4.8019e+08
22  32  1.04454e+09
22  33  4.75649e+08
22  34  5.26169e+08
22  35  4.32246e+08
22  36  4.33495e+08
22  37  3.96098e+08
22  38  3.47627e+08
22  39  5.49771e+08
22  40  5.06871e+08
22  41  5.98812e+08
22  42  2.08668e+09
