row  column  (images_29.edf Mn-K*images_29.edf Ar-K**2.3)
0  0  1.78911e+07
0  1  3.47043e+07
0  2  2.20593e+07
0  3  2.2866e+07
0  4  1.8445e+07
0  5  2.72757e+07
0  6  1.57452e+07
0  7  2.71476e+07
0  8  1.16571e+07
0  9  2.35494e+07
0  10  2.27509e+07
0  11  2.02066e+07
0  12  1.91124e+07
0  13  2.31497e+07
0  14  1.21273e+07
0  15  2.02031e+07
0  16  2.32561e+07
0  17  2.69138e+07
0  18  1.25715e+07
0  19  2.45016e+07
0  20  1.35844e+07
0  21  1.40172e+07
0  22  2.0626e+07
0  23  1.79889e+07
0  24  2.17822e+07
0  25  2.38682e+07
0  26  1.5592e+07
0  27  2.06157e+07
0  28  4.79644e+06
0  29  2.51417e+07
0  30  2.28498e+07
0  31  1.19836e+07
0  32  2.44573e+07
0  33  2.60967e+07
0  34  1.56218e+07
0  35  1.33051e+07
0  36  2.33717e+07
0  37  1.89547e+07
0  38  2.37474e+07
0  39  1.64969e+07
0  40  1.92792e+07
0  41  2.03044e+07
0  42  1.2765e+07
0  43  2.38797e+07
0  44  1.55813e+07
0  45  2.56249e+07
0  46  1.61052e+07
0  47  2.30589e+07
0  48  3.16912e+07
0  49  3.38852e+07
0  50  2.74041e+07
1  0  2.44334e+07
1  1  1.50359e+07
1  2  2.25313e+07
1  3  1.79579e+07
1  4  1.59283e+07
1  5  2.22945e+07
1  6  1.11683e+07
1  7  2.11959e+07
1  8  2.00109e+07
1  9  2.09158e+07
1  10  2.91102e+07
1  11  1.79459e+07
1  12  1.81255e+07
1  13  1.47985e+07
1  14  2.77194e+07
1  15  1.13882e+07
1  16  2.25791e+07
1  17  2.35133e+07
1  18  2.16971e+07
1  19  2.10346e+07
1  20  2.30106e+07
1  21  2.35683e+07
1  22  1.83598e+07
1  23  1.80302e+07
1  24  1.04122e+07
1  25  2.50963e+07
1  26  1.51938e+07
1  27  1.07899e+07
1  28  1.65164e+07
1  29  1.81745e+07
1  30  1.3741e+07
1  31  3.23532e+07
1  32  2.0062e+07
1  33  2.25802e+07
1  34  1.45475e+07
1  35  2.16042e+07
1  36  646894
1  37  2.03295e+07
1  38  2.008e+07
