row  column  (images_29.edf Fe-K*images_29.edf Ar-K**2.3)
0  0  3.15809e+07
0  1  3.33466e+07
0  2  3.8599e+07
0  3  4.23416e+07
0  4  5.01771e+07
0  5  5.95901e+07
0  6  7.64218e+07
0  7  9.17096e+07
0  8  1.03789e+08
0  9  1.2598e+08
0  10  2.06041e+08
0  11  1.41825e+08
0  12  1.19506e+08
0  13  1.21241e+08
0  14  1.14226e+08
0  15  1.14702e+08
0  16  1.00423e+08
0  17  9.05562e+07
0  18  7.0655e+07
0  19  1.06382e+08
0  20  1.23329e+08
0  21  1.03489e+08
0  22  7.96984e+07
0  23  7.06702e+07
0  24  8.42374e+07
0  25  7.53272e+07
0  26  8.25199e+07
0  27  6.7802e+07
0  28  6.86709e+07
0  29  7.40924e+07
0  30  7.244e+07
0  31  6.06091e+07
0  32  8.39292e+07
0  33  8.06726e+07
0  34  7.96031e+07
0  35  1.02465e+08
0  36  7.76361e+07
0  37  9.00826e+07
0  38  1.52043e+08
0  39  1.37662e+08
0  40  1.17932e+08
0  41  1.4865e+08
0  42  1.08281e+08
0  43  1.13641e+08
0  44  9.75871e+07
0  45  1.31165e+08
0  46  1.18305e+08
0  47  1.188e+08
0  48  1.19842e+08
0  49  3.54418e+08
0  50  1.61702e+08
1  0  3.93335e+07
1  1  2.98997e+07
1  2  4.23479e+07
1  3  4.49305e+07
1  4  4.41191e+07
1  5  8.31832e+07
1  6  1.13704e+08
1  7  9.53665e+07
1  8  1.17952e+08
1  9  1.49034e+08
1  10  2.29481e+08
1  11  1.41554e+08
1  12  1.20695e+08
1  13  1.09352e+08
1  14  1.0667e+08
1  15  9.3095e+07
1  16  1.10629e+08
1  17  9.33632e+07
1  18  8.67919e+07
1  19  9.85874e+07
1  20  9.34818e+07
1  21  8.4434e+07
1  22  7.66783e+07
1  23  7.28987e+07
1  24  7.20491e+07
1  25  7.46628e+07
1  26  7.26778e+07
1  27  5.92112e+07
1  28  7.0288e+07
1  29  8.22226e+07
1  30  6.69754e+07
1  31  6.68462e+07
1  32  7.56558e+07
1  33  5.94743e+07
1  34  6.25451e+07
1  35  7.70769e+07
1  36  8.22615e+07
1  37  8.20596e+07
1  38  1.68687e+08
1  39  9.84374e+07
1  40  1.33172e+08
1  41  1.77161e+08
1  42  7.0775e+07
1  43  9.39248e+07
1  44  1.09444e+08
1  45  9.92545e+07
1  46  1.14158e+08
1  47  1.07104e+08
1  48  1.62927e+08
1  49  2.16787e+08
1  50  1.17421e+08
2  0  3.33988e+07
2  1  4.01866e+07
2  2  3.72057e+07
2  3  5.23897e+07
2  4  5.59054e+07
2  5  9.75903e+07
2  6  1.34555e+08
2  7  1.39165e+08
2  8  1.44711e+08
2  9  1.79743e+08
2  10  2.20391e+08
2  11  1.64872e+08
2  12  1.3484e+08
2  13  1.21793e+08
2  14  1.03466e+08
2  15  9.36007e+07
2  16  9.70116e+07
2  17  9.85963e+07
2  18  8.5346e+07
2  19  1.08078e+08
2  20  1.03599e+08
2  21  9.04567e+07
2  22  9.66154e+07
2  23  8.23776e+07
2  24  6.67918e+07
2  25  7.31082e+07
2  26  8.47717e+07
2  27  7.22838e+07
2  28  5.57068e+07
2  29  6.36542e+07
2  30  6.26947e+07
2  31  8.66829e+07
2  32  7.33259e+07
2  33  6.50891e+07
2  34  7.11658e+07
2  35  9.34188e+07
2  36  7.45104e+07
2  37  9.8882e+07
2  38  1.32329e+08
2  39  1.06187e+08
2  40  1.33956e+08
2  41  2.25808e+08
2  42  1.01316e+08
2  43  8.57271e+07
2  44  8.5741e+07
2  45  1.05328e+08
2  46  1.03695e+08
2  47  1.19141e+08
2  48  1.06012e+08
2  49  2.05678e+08
2  50  1.5027e+08
3  0  3.3957e+07
3  1  3.52441e+07
3  2  4.11289e+07
3  3  6.17537e+07
3  4  6.70696e+07
3  5  1.06038e+08
3  6  1.78432e+08
3  7  1.57422e+08
3  8  1.68728e+08
3  9  2.34145e+08
3  10  2.14982e+08
3  11  1.67903e+08
3  12  1.12828e+08
3  13  1.11712e+08
3  14  9.96266e+07
3  15  1.03005e+08
3  16  9.37806e+07
3  17  9.19029e+07
3  18  8.31513e+07
3  19  8.87644e+07
3  20  9.4356e+07
3  21  8.01396e+07
3  22  8.8693e+07
3  23  6.46784e+07
3  24  6.16874e+07
3  25  7.7678e+07
3  26  6.756e+07
3  27  7.58528e+07
3  28  6.37167e+07
3  29  7.29967e+07
3  30  6.04765e+07
3  31  7.68992e+07
3  32  7.18362e+07
3  33  7.57664e+07
3  34  8.35071e+07
3  35  8.91553e+07
3  36  6.61281e+07
3  37  8.91888e+07
3  38  1.37494e+08
3  39  9.97571e+07
3  40  1.7358e+08
3  41  2.85472e+08
3  42  1.22962e+08
3  43  7.36424e+07
3  44  9.51284e+07
3  45  8.7977e+07
3  46  8.25589e+07
3  47  1.0464e+08
3  48  1.16242e+08
3  49  1.93396e+08
3  50  1.08976e+08
4  0  2.61635e+07
4  1  4.19098e+07
4  2  4.77057e+07
4  3  5.44682e+07
4  4  8.03442e+07
4  5  1.29825e+08
4  6  2.2538e+08
4  7  2.01726e+08
4  8  2.29675e+08
4  9  2.42169e+08
4  10  2.50443e+08
4  11  1.53315e+08
4  12  1.15786e+08
4  13  1.39916e+08
4  14  1.01486e+08
4  15  1.02516e+08
4  16  1.09802e+08
4  17  9.8509e+07
4  18  1.01365e+08
4  19  9.35423e+07
4  20  8.71808e+07
4  21  9.24204e+07
4  22  1.00136e+08
4  23  9.3946e+07
4  24  8.16101e+07
4  25  7.44134e+07
4  26  7.08472e+07
4  27  7.76576e+07
4  28  7.66584e+07
4  29  6.3962e+07
4  30  6.84219e+07
4  31  5.73727e+07
4  32  7.45836e+07
4  33  5.88089e+07
4  34  6.36228e+07
4  35  7.96789e+07
4  36  7.22437e+07
4  37  7.34557e+07
4  38  1.02536e+08
4  39  9.28227e+07
4  40  1.30931e+08
4  41  3.80447e+08
4  42  1.22979e+08
4  43  9.68808e+07
4  44  9.23377e+07
4  45  1.10268e+08
4  46  9.78671e+07
4  47  1.04152e+08
4  48  1.20452e+08
4  49  1.80181e+08
4  50  1.28727e+08
5  0  3.5407e+07
5  1  5.15324e+07
5  2  4.24678e+07
5  3  8.57533e+07
5  4  9.03407e+07
5  5  1.61368e+08
5  6  3.02118e+08
5  7  2.73352e+08
5  8  3.04251e+08
5  9  2.89592e+08
5  10  2.28039e+08
5  11  1.50744e+08
5  12  1.21565e+08
5  13  1.26232e+08
5  14  1.03213e+08
5  15  1.02515e+08
5  16  8.54598e+07
5  17  1.08314e+08
5  18  1.01116e+08
5  19  8.75359e+07
5  20  1.04852e+08
5  21  8.01638e+07
5  22  8.64854e+07
5  23  7.37556e+07
5  24  6.04887e+07
5  25  7.22884e+07
5  26  6.34883e+07
5  27  6.37864e+07
5  28  7.68747e+07
5  29  7.44219e+07
5  30  6.0648e+07
5  31  5.66277e+07
5  32  5.94394e+07
5  33  6.53554e+07
5  34  6.43246e+07
5  35  9.2753e+07
5  36  6.66299e+07
5  37  9.1516e+07
5  38  1.08319e+08
5  39  9.93006e+07
5  40  1.47823e+08
5  41  5.5539e+08
5  42  1.44711e+08
5  43  1.06563e+08
5  44  9.33365e+07
5  45  1.12303e+08
5  46  9.36722e+07
5  47  9.57641e+07
5  48  1.24294e+08
5  49  1.8551e+08
5  50  1.07289e+08
6  0  4.17242e+07
6  1  5.16732e+07
6  2  5.04375e+07
6  3  9.12104e+07
6  4  1.0936e+08
6  5  1.76186e+08
6  6  4.10945e+08
6  7  3.04841e+08
6  8  3.04053e+08
6  9  3.02037e+08
6  10  2.85518e+08
6  11  1.60819e+08
6  12  1.58627e+08
6  13  1.3533e+08
6  14  1.2719e+08
6  15  1.084e+08
6  16  9.59537e+07
6  17  1.28369e+08
6  18  1.09693e+08
6  19  8.00214e+07
6  20  9.32354e+07
6  21  1.03444e+08
6  22  9.58256e+07
6  23  8.98139e+07
6  24  7.88196e+07
6  25  7.53193e+07
6  26  7.67056e+07
6  27  7.38356e+07
6  28  7.49359e+07
6  29  5.65305e+07
6  30  7.99429e+07
6  31  6.38562e+07
6  32  6.32044e+07
6  33  4.30265e+07
6  34  5.83128e+07
6  35  9.1796e+07
6  36  7.5425e+07
6  37  9.98762e+07
6  38  1.10902e+08
6  39  1.32359e+08
6  40  1.52061e+08
6  41  7.20337e+08
6  42  1.55015e+08
6  43  1.28691e+08
6  44  1.1589e+08
6  45  9.29678e+07
6  46  8.59433e+07
6  47  1.16079e+08
6  48  1.18085e+08
6  49  1.34677e+08
6  50  1.01033e+08
7  0  4.70508e+07
7  1  5.57916e+07
7  2  6.72266e+07
7  3  8.54771e+07
7  4  1.55358e+08
7  5  2.51766e+08
7  6  4.52795e+08
7  7  3.57997e+08
7  8  3.239e+08
7  9  2.62428e+08
7  10  2.51448e+08
7  11  1.82489e+08
7  12  1.17722e+08
7  13  1.27426e+08
7  14  1.16964e+08
7  15  9.15525e+07
7  16  1.1247e+08
7  17  1.23654e+08
7  18  8.85869e+07
7  19  1.04185e+08
7  20  1.00105e+08
7  21  8.54007e+07
7  22  1.00645e+08
7  23  8.3422e+07
7  24  7.15077e+07
7  25  5.62958e+07
7  26  7.10247e+07
7  27  7.38939e+07
7  28  7.9509e+07
7  29  7.45648e+07
7  30  6.00344e+07
7  31  7.78594e+07
7  32  6.20229e+07
7  33  6.62461e+07
7  34  5.84686e+07
7  35  6.75478e+07
7  36  6.86286e+07
7  37  1.03503e+08
7  38  1.02671e+08
7  39  1.13125e+08
7  40  2.14136e+08
7  41  3.57764e+08
7  42  1.18717e+08
7  43  1.23013e+08
7  44  9.48692e+07
7  45  7.95716e+07
7  46  9.29555e+07
7  47  8.86487e+07
7  48  9.02637e+07
7  49  1.29971e+08
7  50  8.28961e+07
8  0  6.27512e+07
8  1  6.07147e+07
8  2  7.38903e+07
8  3  1.00519e+08
8  4  1.4545e+08
8  5  2.78137e+08
8  6  4.34181e+08
8  7  3.69747e+08
8  8  3.56678e+08
8  9  2.82841e+08
8  10  3.57787e+08
8  11  1.69391e+08
8  12  1.43101e+08
8  13  1.1619e+08
8  14  1.08414e+08
8  15  9.5563e+07
8  16  1.12931e+08
8  17  1.29601e+08
8  18  1.18569e+08
8  19  9.91254e+07
8  20  8.96754e+07
8  21  9.38837e+07
8  22  9.84963e+07
8  23  1.25866e+08
8  24  4.9732e+07
8  25  7.07542e+07
8  26  7.01159e+07
8  27  7.04578e+07
8  28  8.27702e+07
8  29  6.80659e+07
8  30  6.62614e+07
8  31  6.96875e+07
8  32  6.65578e+07
8  33  6.56221e+07
8  34  7.51292e+07
8  35  7.5913e+07
8  36  6.03939e+07
8  37  7.26377e+07
8  38  9.72358e+07
8  39  9.95546e+07
8  40  1.30066e+08
8  41  3.67422e+08
8  42  1.388e+08
8  43  1.24755e+08
8  44  9.85578e+07
8  45  6.82938e+07
8  46  1.01755e+08
8  47  8.45473e+07
8  48  9.07668e+07
8  49  1.12106e+08
8  50  8.02522e+07
9  0  4.82867e+07
9  1  6.93095e+07
9  2  8.44835e+07
9  3  1.339e+08
9  4  1.73578e+08
9  5  3.20844e+08
9  6  5.32009e+08
9  7  3.01912e+08
9  8  2.7269e+08
9  9  2.59738e+08
9  10  3.69797e+08
9  11  1.59598e+08
9  12  1.34726e+08
9  13  1.18994e+08
9  14  1.1182e+08
9  15  1.04787e+08
9  16  1.02137e+08
9  17  1.40333e+08
9  18  1.54183e+08
9  19  9.24456e+07
9  20  1.10423e+08
9  21  9.36103e+07
9  22  8.82213e+07
9  23  1.46851e+08
9  24  7.80744e+07
9  25  6.88511e+07
9  26  7.93198e+07
9  27  6.08251e+07
9  28  9.88875e+07
9  29  7.91629e+07
9  30  7.75827e+07
9  31  7.23851e+07
9  32  6.95396e+07
9  33  6.1561e+07
9  34  7.1826e+07
9  35  6.94691e+07
9  36  7.79108e+07
9  37  8.20319e+07
9  38  9.91449e+07
9  39  9.33659e+07
9  40  1.12507e+08
9  41  2.69006e+08
9  42  1.23987e+08
9  43  8.39098e+07
9  44  8.16951e+07
9  45  8.84363e+07
9  46  8.24809e+07
9  47  9.75343e+07
9  48  8.19553e+07
9  49  9.19527e+07
9  50  7.07583e+07
10  0  6.49249e+07
10  1  6.03242e+07
10  2  8.57008e+07
10  3  1.37647e+08
10  4  2.16423e+08
10  5  3.29159e+08
10  6  4.8934e+08
10  7  2.65461e+08
10  8  2.40759e+08
10  9  2.62832e+08
10  10  2.93943e+08
10  11  1.56383e+08
10  12  1.3075e+08
10  13  1.06528e+08
10  14  1.25738e+08
10  15  1.03731e+08
10  16  1.09863e+08
10  17  1.5426e+08
10  18  1.07959e+08
10  19  8.33839e+07
10  20  8.60748e+07
10  21  8.87469e+07
10  22  8.62616e+07
10  23  1.16887e+08
10  24  7.48491e+07
10  25  6.87816e+07
10  26  7.32556e+07
10  27  6.32964e+07
10  28  9.06344e+07
10  29  8.4101e+07
10  30  7.19308e+07
10  31  5.69551e+07
10  32  7.93223e+07
10  33  6.56984e+07
10  34  5.70816e+07
10  35  7.36363e+07
10  36  7.36873e+07
10  37  7.82488e+07
10  38  9.70806e+07
10  39  9.42304e+07
10  40  9.84267e+07
10  41  2.10771e+08
10  42  1.02957e+08
10  43  7.8744e+07
10  44  8.80631e+07
10  45  7.72126e+07
10  46  7.86096e+07
10  47  8.92e+07
10  48  8.49741e+07
10  49  7.72207e+07
10  50  8.87516e+07
11  0  6.16886e+07
11  1  7.60629e+07
11  2  9.16032e+07
11  3  1.56183e+08
11  4  2.7262e+08
