row  column  (images_29.edf Zn-K*images_29.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  5.71323e+06
0  3  0
0  4  0
0  5  0
0  6  0
0  7  1.30798e+07
0  8  5.88871e+06
0  9  3.25289e+07
0  10  6.97346e+07
0  11  8.74632e+07
0  12  7.59587e+07
0  13  8.99627e+07
0  14  9.50763e+07
0  15  7.68514e+07
0  16  5.58643e+07
0  17  7.17379e+07
0  18  7.32723e+07
0  19  7.21653e+07
0  20  9.08116e+07
0  21  6.29277e+07
0  22  3.05932e+07
0  23  8.32159e+07
0  24  6.15271e+07
0  25  3.46079e+07
0  26  5.96624e+07
0  27  5.86414e+07
0  28  5.55578e+07
0  29  7.19444e+07
0  30  5.27347e+07
0  31  4.2478e+07
0  32  3.78276e+07
0  33  3.86556e+07
0  34  5.00564e+07
0  35  4.78779e+07
0  36  5.14987e+07
0  37  6.28005e+07
0  38  6.91614e+07
0  39  5.60542e+07
0  40  6.0624e+07
0  41  7.67319e+07
0  42  8.83481e+07
0  43  7.90996e+07
0  44  8.74086e+07
0  45  8.94955e+07
0  46  6.52239e+07
0  47  9.18613e+07
0  48  9.6873e+07
0  49  2.11929e+08
0  50  6.22152e+07
1  0  0
1  1  0
1  2  1.03517e+07
1  3  1.22128e+07
1  4  1.62117e+07
1  5  0
1  6  562892
1  7  9.02971e+06
1  8  1.92087e+07
1  9  3.70129e+07
1  10  3.67316e+07
1  11  7.20801e+07
1  12  7.56667e+07
1  13  8.24765e+07
1  14  6.89056e+07
1  15  6.99007e+07
1  16  8.9081e+07
1  17  7.07062e+07
1  18  6.97882e+07
1  19  6.43517e+07
1  20  7.44678e+07
1  21  8.43017e+07
1  22  5.82142e+07
1  23  5.88758e+07
1  24  5.33004e+07
1  25  5.60984e+07
1  26  6.92659e+07
1  27  8.09634e+07
1  28  4.4149e+07
1  29  5.74315e+07
1  30  3.89935e+07
1  31  4.14059e+07
1  32  5.95452e+07
1  33  5.24476e+07
1  34  4.71997e+07
1  35  5.60564e+07
1  36  5.73769e+07
1  37  7.76199e+07
1  38  7.93906e+07
1  39  6.19973e+07
1  40  8.2915e+07
1  41  8.15716e+07
1  42  8.41707e+07
1  43  5.79988e+07
1  44  8.74297e+07
1  45  6.26797e+07
1  46  1.04384e+08
1  47  9.66981e+07
1  48  1.53119e+08
1  49  1.48064e+08
1  50  1.05067e+08
2  0  159114
2  1  0
2  2  0
2  3  8.64857e+06
2  4  958283
2  5  3.53717e+06
2  6  2.18594e+07
2  7  2.41902e+07
2  8  1.90815e+07
2  9  5.10786e+07
2  10  5.21488e+07
2  11  6.48763e+07
2  12  7.9299e+07
2  13  7.47991e+07
2  14  6.40006e+07
2  15  6.09478e+07
2  16  7.87019e+07
2  17  7.78616e+07
2  18  9.65835e+07
2  19  6.18727e+07
2  20  7.34199e+07
2  21  5.71549e+07
2  22  8.03478e+07
2  23  6.75018e+07
2  24  5.29535e+07
2  25  4.852e+07
2  26  6.92314e+07
2  27  7.50877e+07
2  28  5.75871e+07
2  29  4.83863e+07
2  30  3.85319e+07
2  31  6.23983e+07
2  32  4.37067e+07
2  33  6.50618e+07
2  34  4.74907e+07
2  35  5.52131e+07
2  36  7.58319e+07
2  37  7.10466e+07
2  38  5.04593e+07
2  39  5.37479e+07
2  40  7.79277e+07
2  41  7.85014e+07
2  42  6.29507e+07
2  43  8.72119e+07
2  44  7.41839e+07
2  45  6.91766e+07
2  46  6.49717e+07
2  47  9.51781e+07
2  48  8.70823e+07
2  49  1.24121e+08
2  50  8.5422e+07
3  0  0
3  1  0
3  2  0
3  3  0
3  4  0
3  5  7.68908e+06
3  6  7.25212e+06
3  7  1.8319e+07
3  8  3.88905e+07
3  9  6.43268e+07
3  10  5.6065e+07
3  11  4.95909e+07
3  12  6.66672e+07
3  13  6.31194e+07
3  14  5.6204e+07
3  15  6.22106e+07
3  16  6.89787e+07
3  17  7.43782e+07
3  18  8.22659e+07
3  19  6.52026e+07
3  20  5.24254e+07
3  21  5.5207e+07
3  22  6.06366e+07
3  23  6.07877e+07
3  24  4.72086e+07
3  25  6.52482e+07
3  26  6.70311e+07
3  27  5.86613e+07
3  28  3.64964e+07
3  29  4.17533e+07
3  30  4.30611e+07
3  31  5.6076e+07
3  32  4.60751e+07
3  33  7.68228e+07
3  34  4.20855e+07
3  35  6.29251e+07
3  36  4.40827e+07
3  37  6.27541e+07
3  38  5.21085e+07
3  39  6.20477e+07
3  40  6.37042e+07
3  41  9.80989e+07
3  42  6.02143e+07
3  43  7.46024e+07
3  44  6.52356e+07
3  45  5.95823e+07
3  46  6.51345e+07
3  47  8.64982e+07
3  48  7.20682e+07
3  49  9.5813e+07
3  50  7.18018e+07
4  0  0
4  1  0
4  2  0
4  3  0
4  4  0
4  5  6.59208e+06
4  6  1.95874e+07
4  7  1.90872e+07
4  8  3.03304e+07
4  9  5.92512e+07
4  10  6.21757e+07
4  11  5.46336e+07
4  12  6.73213e+07
4  13  7.47399e+07
4  14  7.38291e+07
4  15  9.12356e+07
4  16  5.64642e+07
4  17  6.66011e+07
4  18  6.16563e+07
4  19  5.5049e+07
4  20  7.06295e+07
4  21  6.99331e+07
4  22  6.51404e+07
4  23  6.08718e+07
4  24  6.4096e+07
4  25  6.31475e+07
4  26  7.17987e+07
4  27  1.03354e+08
4  28  6.81239e+07
4  29  5.36762e+07
4  30  5.25769e+07
4  31  4.79896e+07
4  32  5.35482e+07
4  33  5.78244e+07
4  34  4.17475e+07
4  35  5.34173e+07
4  36  3.46623e+07
4  37  4.68172e+07
4  38  5.16654e+07
4  39  6.40715e+07
4  40  7.42035e+07
4  41  1.08784e+08
4  42  6.81451e+07
4  43  8.32931e+07
4  44  7.29832e+07
4  45  4.98593e+07
4  46  6.30759e+07
4  47  6.85348e+07
4  48  7.60751e+07
4  49  8.67914e+07
4  50  4.4322e+07
5  0  0
5  1  2.37958e+06
5  2  0
5  3  1.63056e+06
5  4  0
5  5  1.52584e+07
5  6  4.13398e+07
5  7  4.43984e+07
5  8  6.69952e+07
5  9  6.24857e+07
5  10  5.00677e+07
5  11  5.74604e+07
5  12  8.57413e+07
5  13  8.23796e+07
5  14  9.13539e+07
5  15  7.10904e+07
5  16  5.85337e+07
5  17  8.05358e+07
5  18  5.55087e+07
5  19  5.99768e+07
5  20  8.6948e+07
5  21  7.0618e+07
5  22  6.56569e+07
5  23  4.74447e+07
5  24  4.43306e+07
5  25  5.51265e+07
5  26  8.30654e+07
5  27  1.47493e+08
5  28  6.52149e+07
5  29  5.00938e+07
5  30  4.86069e+07
5  31  5.79043e+07
5  32  4.17448e+07
5  33  7.60232e+07
5  34  4.49652e+07
5  35  5.92755e+07
5  36  4.01653e+07
5  37  5.3523e+07
5  38  5.34113e+07
5  39  5.53929e+07
5  40  6.53238e+07
5  41  1.44242e+08
5  42  7.69728e+07
5  43  7.72441e+07
5  44  6.39815e+07
5  45  8.33479e+07
5  46  6.71512e+07
5  47  6.86548e+07
5  48  6.54082e+07
5  49  7.72062e+07
5  50  4.41421e+07
6  0  6.00006e+06
6  1  3.58488e+06
6  2  0
6  3  0
6  4  5.57822e+06
6  5  1.61413e+07
6  6  4.55145e+07
6  7  7.03423e+07
6  8  5.04743e+07
6  9  7.6465e+07
6  10  5.79352e+07
6  11  5.86203e+07
6  12  9.06887e+07
6  13  9.68008e+07
6  14  8.84052e+07
6  15  6.70816e+07
6  16  5.883e+07
