row  column  (images_29.edf Ca-K*images_29.edf Ar-K**2.3)
0  0  3.54904e+07
0  1  5.24277e+07
0  2  6.16746e+07
0  3  8.9794e+07
0  4  9.87326e+07
0  5  1.11168e+08
0  6  1.77206e+08
0  7  2.14545e+08
0  8  2.53205e+08
0  9  3.44142e+08
0  10  4.82246e+08
0  11  6.97973e+08
0  12  8.63288e+08
0  13  9.49236e+08
0  14  9.41619e+08
0  15  8.52419e+08
0  16  8.45346e+08
0  17  8.61471e+08
0  18  8.71596e+08
0  19  9.49663e+08
0  20  9.52773e+08
0  21  9.03328e+08
0  22  8.2426e+08
0  23  7.88286e+08
0  24  7.57563e+08
0  25  7.93433e+08
0  26  7.27327e+08
0  27  6.96334e+08
0  28  6.6134e+08
0  29  7.51213e+08
0  30  6.28514e+08
0  31  5.73257e+08
0  32  6.28343e+08
0  33  6.55876e+08
0  34  5.78969e+08
0  35  6.05109e+08
0  36  6.37553e+08
0  37  6.31339e+08
0  38  6.37367e+08
0  39  5.49176e+08
0  40  6.0964e+08
0  41  5.94421e+08
0  42  6.82078e+08
0  43  6.61535e+08
0  44  6.36845e+08
0  45  6.61562e+08
0  46  6.08431e+08
0  47  7.16926e+08
0  48  7.88886e+08
0  49  8.63841e+08
0  50  7.10267e+08
1  0  4.89382e+07
1  1  6.60995e+07
1  2  7.59695e+07
1  3  8.18173e+07
1  4  1.14552e+08
1  5  1.37023e+08
1  6  1.83333e+08
1  7  2.29894e+08
1  8  2.81776e+08
1  9  3.59097e+08
1  10  5.42344e+08
1  11  7.1057e+08
1  12  9.13382e+08
1  13  9.67934e+08
1  14  9.15785e+08
1  15  8.70813e+08
1  16  9.66052e+08
1  17  8.51441e+08
1  18  8.65168e+08
1  19  9.1275e+08
1  20  9.59848e+08
1  21  8.43719e+08
1  22  7.68456e+08
1  23  7.50587e+08
1  24  6.75523e+08
1  25  7.15211e+08
1  26  6.92906e+08
1  27  7.01865e+08
1  28  7.03724e+08
1  29  7.7142e+08
1  30  5.59916e+08
1  31  6.11783e+08
1  32  5.77959e+08
1  33  5.9963e+08
1  34  6.44189e+08
1  35  6.01848e+08
1  36  6.54207e+08
1  37  5.65418e+08
1  38  5.78819e+08
1  39  6.55715e+08
1  40  6.15465e+08
1  41  6.13218e+08
1  42  6.05453e+08
1  43  6.25504e+08
1  44  6.17774e+08
1  45  5.93003e+08
1  46  6.72975e+08
1  47  7.54887e+08
1  48  7.95168e+08
1  49  8.0248e+08
1  50  6.83322e+08
2  0  4.03757e+07
2  1  5.81535e+07
2  2  8.11632e+07
2  3  7.88803e+07
2  4  1.04935e+08
2  5  1.60397e+08
2  6  2.13072e+08
2  7  2.4993e+08
2  8  3.3751e+08
2  9  3.86589e+08
2  10  4.97254e+08
2  11  6.93121e+08
2  12  8.93575e+08
2  13  9.80232e+08
2  14  8.76323e+08
2  15  9.27674e+08
2  16  8.22679e+08
2  17  9.46198e+08
2  18  1.01075e+09
2  19  9.72587e+08
2  20  8.84989e+08
2  21  8.10704e+08
2  22  7.90544e+08
2  23  7.29514e+08
2  24  6.50492e+08
2  25  6.57642e+08
2  26  7.42438e+08
2  27  6.93205e+08
2  28  5.84276e+08
2  29  6.42516e+08
2  30  6.35006e+08
2  31  6.05464e+08
2  32  5.34602e+08
2  33  5.58167e+08
2  34  5.67124e+08
2  35  5.95326e+08
2  36  6.15985e+08
2  37  5.6457e+08
2  38  5.42366e+08
2  39  5.71875e+08
2  40  5.66986e+08
2  41  6.14904e+08
2  42  5.61828e+08
2  43  6.20423e+08
2  44  5.88882e+08
2  45  6.0637e+08
2  46  6.10495e+08
2  47  7.39066e+08
2  48  7.16385e+08
2  49  7.4377e+08
2  50  6.74182e+08
3  0  6.12713e+07
3  1  6.89783e+07
3  2  9.47716e+07
3  3  9.1331e+07
3  4  1.28104e+08
3  5  1.57226e+08
3  6  2.38743e+08
3  7  2.81124e+08
3  8  3.49887e+08
3  9  4.35164e+08
3  10  4.77801e+08
3  11  6.65926e+08
3  12  8.61739e+08
3  13  9.68686e+08
3  14  9.13472e+08
3  15  9.27862e+08
3  16  8.44788e+08
3  17  9.40345e+08
3  18  9.2957e+08
3  19  8.81127e+08
3  20  8.62835e+08
3  21  7.68819e+08
3  22  7.51461e+08
3  23  6.6381e+08
3  24  6.26264e+08
3  25  7.71711e+08
3  26  6.81474e+08
3  27  6.19257e+08
3  28  5.97899e+08
3  29  5.82231e+08
3  30  5.34734e+08
3  31  5.91032e+08
3  32  5.63739e+08
3  33  6.12282e+08
3  34  5.97291e+08
3  35  5.81242e+08
3  36  5.80321e+08
3  37  5.89699e+08
3  38  6.56054e+08
3  39  5.71327e+08
3  40  6.37866e+08
3  41  6.0405e+08
3  42  6.29037e+08
3  43  5.85788e+08
3  44  6.08674e+08
3  45  5.55822e+08
3  46  6.23734e+08
3  47  7.42971e+08
3  48  6.40255e+08
3  49  7.23595e+08
3  50  5.902e+08
4  0  5.23903e+07
4  1  5.64585e+07
4  2  9.20223e+07
4  3  9.47768e+07
4  4  1.09313e+08
4  5  1.78599e+08
4  6  2.66972e+08
4  7  2.84356e+08
4  8  3.81556e+08
4  9  4.88005e+08
4  10  5.24423e+08
4  11  6.108e+08
4  12  8.2379e+08
4  13  9.10246e+08
4  14  8.50702e+08
4  15  9.5817e+08
4  16  8.91139e+08
4  17  8.74424e+08
4  18  8.76159e+08
4  19  9.5013e+08
4  20  8.26632e+08
4  21  7.93373e+08
4  22  7.18599e+08
4  23  7.58799e+08
4  24  6.29102e+08
4  25  6.22866e+08
4  26  6.47479e+08
4  27  5.95024e+08
4  28  6.53715e+08
4  29  5.47634e+08
4  30  6.03995e+08
4  31  5.47516e+08
4  32  5.59739e+08
