row  column  (images_29.edf Cu-K*images_29.edf Ar-K**2.3)
0  0  1.22168e+07
0  1  0
0  2  4.107e+06
0  3  0
0  4  5.13241e+06
0  5  0
0  6  8.75439e+06
0  7  1.39018e+07
0  8  0
0  9  0
0  10  0
0  11  7.03186e+06
0  12  3.76381e+06
0  13  3.55478e+06
0  14  4.4045e+06
0  15  2.27869e+07
0  16  1.53227e+06
0  17  1.54927e+07
0  18  5.70656e+06
0  19  1.687e+07
0  20  1.21375e+07
0  21  2.36693e+07
0  22  8.96305e+06
0  23  4.83774e+06
0  24  1.59849e+07
0  25  4.00547e+06
0  26  7.82685e+06
0  27  8.75171e+06
0  28  1.95601e+07
0  29  1.04112e+07
0  30  1.10204e+07
0  31  0
0  32  1.29986e+06
0  33  0
0  34  801653
0  35  2.03716e+06
0  36  7.76551e+06
0  37  1.79102e+07
0  38  9.47906e+06
0  39  8.95095e+06
0  40  780059
0  41  1.07914e+07
0  42  1.67886e+07
0  43  2.59234e+07
0  44  3.44109e+07
0  45  2.38828e+07
0  46  3.34018e+07
0  47  3.47734e+07
0  48  6.05847e+07
0  49  7.17052e+07
0  50  5.2258e+07
1  0  4.84294e+06
1  1  0
1  2  5.97747e+06
1  3  4.6643e+06
1  4  873909
1  5  1.40482e+07
1  6  5.91134e+06
1  7  9.86774e+06
1  8  1.21131e+06
1  9  0
1  10  0
1  11  6.54231e+06
1  12  0
1  13  6.82214e+06
1  14  5.13933e+06
1  15  6.83016e+06
1  16  2.46775e+07
1  17  3.80482e+06
1  18  9.54118e+06
1  19  0
1  20  0
1  21  8.71175e+06
1  22  7.89623e+06
1  23  9.43119e+06
1  24  5.03684e+06
1  25  135049
1  26  8.96631e+06
1  27  1.3006e+07
1  28  1.70251e+07
1  29  1.09258e+07
1  30  1.20731e+07
1  31  6.04985e+06
1  32  4.42877e+06
1  33  1.2889e+07
1  34  2.70651e+06
1  35  805961
1  36  5.72033e+06
1  37  1.19015e+07
1  38  2.40981e+07
1  39  4.23072e+06
1  40  1.27152e+07
1  41  1.39624e+07
1  42  5.6719e+06
1  43  1.06848e+07
1  44  3.06118e+07
1  45  3.60216e+07
1  46  2.85347e+07
1  47  2.85083e+07
1  48  5.64776e+07
1  49  6.47897e+07
1  50  4.62306e+07
2  0  438411
2  1  1.02627e+07
2  2  0
2  3  0
2  4  0
2  5  0
2  6  0
2  7  1.26953e+07
2  8  4.90923e+06
2  9  0
2  10  1.65836e+06
2  11  805975
2  12  1.32709e+07
2  13  9.06846e+06
2  14  5.5691e+06
2  15  7.48019e+06
2  16  9.38284e+06
2  17  1.10364e+07
2  18  1.23801e+07
2  19  1.49909e+07
2  20  6.48596e+06
2  21  2.62165e+06
2  22  1.28566e+07
2  23  2.08589e+07
2  24  9.03505e+06
2  25  3.67523e+06
2  26  7.48854e+06
2  27  699142
2  28  1.20357e+07
2  29  1.92058e+06
2  30  0
2  31  4.93677e+06
2  32  9.30109e+06
2  33  1.47326e+07
2  34  1.73042e+06
2  35  1.22029e+07
2  36  8.91005e+06
2  37  2.20721e+07
2  38  1.41489e+07
2  39  5.0755e+06
2  40  2.69335e+07
2  41  1.48853e+07
2  42  1.95142e+07
2  43  1.91563e+07
2  44  2.20597e+07
2  45  6.98324e+06
2  46  2.77249e+07
2  47  1.97771e+07
2  48  3.6044e+07
2  49  4.85841e+07
2  50  5.67168e+07
3  0  4.25795e+06
3  1  0
3  2  144246
3  3  0
3  4  1.10826e+07
3  5  2.09583e+07
3  6  493498
3  7  0
3  8  9.90997e+06
3  9  0
3  10  1.11314e+07
3  11  6.14198e+06
3  12  1.00676e+06
3  13  1.16664e+07
3  14  6.05603e+06
3  15  1.48799e+07
3  16  1.81804e+06
3  17  1.62598e+07
3  18  8.14972e+06
3  19  1.0651e+07
3  20  3.33766e+06
3  21  8.24069e+06
3  22  1.45443e+07
3  23  3.54299e+06
3  24  1.05599e+07
3  25  8.06076e+06
3  26  5.1328e+06
3  27  1.18877e+07
3  28  1.19871e+06
3  29  1.22732e+07
3  30  3.85108e+06
3  31  4.50816e+06
3  32  1.45805e+07
3  33  2.63128e+07
3  34  1.33901e+07
3  35  1.16731e+07
3  36  0
3  37  2.10372e+07
3  38  3.06349e+07
3  39  1.20733e+07
3  40  9.70954e+06
3  41  1.46119e+07
3  42  1.00916e+07
3  43  1.85558e+07
3  44  1.82297e+07
3  45  1.32706e+07
3  46  2.12004e+07
3  47  2.99436e+07
3  48  3.49673e+07
3  49  4.76298e+07
3  50  2.88208e+07
4  0  1.44048e+07
4  1  0
4  2  82969.1
4  3  0
4  4  0
4  5  2.93402e+06
4  6  1.47775e+07
4  7  7.3023e+06
4  8  0
4  9  0
4  10  2.3892e+06
4  11  0
4  12  1.63923e+07
4  13  1.89678e+07
4  14  0
4  15  4.15259e+06
4  16  0
4  17  1.13906e+07
4  18  1.03274e+07
4  19  0
4  20  1.49643e+07
4  21  0
4  22  8.24108e+06
4  23  2.24732e+07
4  24  2.8785e+07
4  25  9.2029e+06
4  26  2.91315e+06
4  27  7.67385e+06
4  28  1.84331e+06
4  29  1.09263e+07
4  30  1.30778e+07
4  31  7.75749e+06
4  32  6.61677e+06
4  33  0
4  34  6.54736e+06
4  35  8.44568e+06
4  36  8.69443e+06
4  37  3.65482e+06
4  38  3.19827e+07
4  39  1.765e+07
4  40  4.1279e+06
4  41  2.85466e+07
4  42  386811
4  43  3.10378e+06
4  44  9.16981e+06
4  45  2.31172e+07
4  46  1.09603e+07
4  47  2.36981e+06
4  48  2.09924e+07
4  49  2.60054e+07
4  50  3.22105e+07
5  0  1.19525e+06
5  1  2.24838e+06
5  2  0
5  3  6.64554e+06
5  4  8.26236e+06
5  5  0
5  6  0
5  7  4.08501e+06
5  8  0
5  9  4.28632e+06
5  10  9.73419e+06
5  11  1.24389e+07
5  12  3.14078e+06
5  13  0
5  14  4.03105e+06
5  15  7.24566e+06
5  16  0
5  17  1.59013e+07
5  18  5.36515e+06
5  19  0
5  20  1.8474e+07
5  21  679487
5  22  1.82708e+07
5  23  7.93519e+06
5  24  1.4693e+07
5  25  1.0883e+07
5  26  2.46113e+06
5  27  5.59906e+06
5  28  9.00115e+06
5  29  6.21249e+06
5  30  8.32154e+06
5  31  9.16242e+06
5  32  7.92148e+06
5  33  8.73774e+06
5  34  8.94854e+06
5  35  1.1999e+07
5  36  1.11231e+07
5  37  0
5  38  2.06599e+07
5  39  0
5  40  1.0236e+07
5  41  5.09686e+06
5  42  3.06332e+06
5  43  2.36135e+07
5  44  9.63692e+06
5  45  2.34075e+07
5  46  1.66944e+06
5  47  1.02588e+07
5  48  2.06042e+07
5  49  2.60524e+07
5  50  1.02395e+07
6  0  7.14849e+06
6  1  106544
6  2  0
6  3  0
6  4  0
6  5  1.79922e+07
6  6  0
6  7  0
6  8  2.39047e+06
6  9  3.21458e+06
6  10  0
6  11  9.5101e+06
6  12  2.17772e+06
6  13  1.23929e+07
6  14  1.04815e+07
6  15  4.75096e+06
6  16  5.54961e+06
6  17  1.85717e+07
6  18  0
6  19  0
6  20  9.12611e+06
6  21  1.81005e+07
6  22  8.49555e+06
6  23  1.02334e+07
6  24  0
6  25  175012
6  26  4.17639e+06
6  27  0
6  28  1.14156e+07
6  29  0
6  30  2.49324e+06
6  31  0
6  32  5.70982e+06
6  33  1.5185e+07
6  34  1.05404e+07
6  35  0
6  36  6.42895e+06
6  37  8.34459e+06
6  38  4.84082e+06
6  39  1.40197e+07
6  40  1.71896e+07
6  41  0
6  42  1.36763e+07
6  43  1.65828e+07
6  44  1.24959e+07
6  45  1.91641e+07
6  46  1.91511e+07
6  47  3.11256e+06
6  48  1.2177e+07
6  49  1.45601e+07
6  50  2.60139e+07
7  0  1.49611e+07
7  1  199419
7  2  0
7  3  1.4585e+07
7  4  0
7  5  0
7  6  4.62474e+06
7  7  3.79648e+06
7  8  0
7  9  0
7  10  1.06347e+07
7  11  1.22693e+07
7  12  131513
7  13  0
7  14  6.85388e+06
7  15  1.35998e+07
7  16  0
7  17  0
7  18  6.67391e+06
7  19  7943.42
7  20  1.47565e+07
7  21  1.0871e+07
7  22  2.21857e+07
7  23  1.04135e+07
7  24  2.30987e+06
7  25  4.61307e+06
7  26  1.65497e+07
7  27  1.20614e+07
7  28  1.74111e+07
7  29  9.90874e+06
7  30  5.88305e+06
7  31  1.04725e+07
7  32  1.56122e+07
7  33  2.69096e+06
7  34  9.76657e+06
7  35  8.71679e+06
7  36  1.02573e+07
7  37  0
7  38  2.09325e+07
7  39  6.79279e+06
7  40  2.29753e+06
7  41  3.17402e+06
7  42  1.57881e+07
7  43  1.43628e+07
7  44  1.05162e+07
7  45  1.14467e+07
7  46  2.29177e+07
7  47  5.56813e+06
7  48  3.3827e+07
7  49  2.24339e+07
7  50  1.30126e+07
8  0  1.65823e+07
8  1  0
8  2  0
8  3  0
8  4  0
8  5  7.31192e+06
8  6  1.41645e+07
8  7  0
8  8  0
8  9  134338
