row  column  (images_10_7103.edf Zn_K*images_10_7103.edf Ar_K**2.3)
3  32  3.94946e+08
3  33  3.23278e+08
3  34  2.81104e+08
3  35  1.94055e+08
3  36  2.8217e+08
3  37  3.17589e+08
3  38  1.90009e+08
3  39  1.38978e+08
3  40  2.40035e+08
3  41  1.42545e+08
3  42  1.94461e+08
3  43  3.13993e+08
3  44  3.90348e+08
3  45  2.53107e+08
3  46  3.26191e+08
3  47  1.22251e+08
3  48  2.78823e+08
3  49  3.69149e+08
3  50  1.39343e+08
4  0  3.75502e+08
4  1  2.93078e+08
4  2  2.95417e+08
4  3  4.37834e+08
4  4  3.16684e+08
4  5  4.32015e+08
4  6  2.69629e+08
4  7  3.81689e+08
4  8  2.23785e+08
4  9  3.15988e+08
4  10  2.87781e+08
4  11  3.96684e+08
4  12  3.56216e+08
4  13  3.07103e+08
4  14  3.13145e+08
4  15  4.16338e+08
4  16  4.12641e+08
4  17  3.47324e+08
4  18  2.37456e+08
4  19  3.08362e+08
4  20  3.49535e+08
4  21  3.55035e+08
4  22  4.79141e+08
4  23  3.5038e+08
4  24  4.21539e+08
4  25  5.3337e+08
4  26  1.33434e+08
4  27  2.18923e+08
4  28  3.3043e+08
4  29  3.84978e+08
4  30  4.4673e+08
4  31  4.69765e+08
4  32  4.0908e+08
4  33  3.14828e+08
4  34  2.8221e+08
4  35  1.82927e+08
4  36  1.79144e+08
4  37  2.54146e+08
4  38  2.06307e+08
4  39  1.121e+08
4  40  2.40856e+08
4  41  2.13067e+08
4  42  1.55509e+08
4  43  2.04063e+08
4  44  2.60309e+08
4  45  2.02393e+08
4  46  2.45198e+08
4  47  2.06112e+08
4  48  2.73291e+08
4  49  3.18596e+08
4  50  3.15408e+08
5  0  4.47475e+08
5  1  2.12189e+08
5  2  2.42695e+08
5  3  4.76342e+08
5  4  2.98849e+08
5  5  3.99096e+08
5  6  3.78873e+08
5  7  3.3981e+08
5  8  1.58532e+08
5  9  2.56226e+08
5  10  2.74128e+08
5  11  4.005e+08
5  12  2.8127e+08
5  13  2.7964e+08
5  14  3.42971e+08
5  15  3.8525e+08
5  16  3.67913e+08
5  17  1.94882e+08
5  18  1.42918e+08
5  19  3.31251e+08
5  20  2.83444e+08
5  21  4.07562e+08
5  22  3.55302e+08
5  23  3.50831e+08
5  24  4.91402e+08
5  25  2.68994e+08
5  26  2.59006e+08
5  27  2.63064e+08
5  28  3.97074e+08
5  29  4.06017e+08
5  30  4.99395e+08
5  31  4.76924e+08
5  32  3.00159e+08
5  33  2.38552e+08
5  34  2.122e+08
5  35  2.23616e+08
5  36  2.13511e+08
5  37  2.71799e+08
5  38  2.29276e+08
5  39  2.15394e+08
5  40  2.12778e+08
5  41  9.27287e+07
5  42  1.85974e+08
5  43  1.8159e+08
5  44  3.48975e+08
5  45  2.06921e+08
5  46  2.3931e+08
5  47  2.15179e+08
5  48  3.01949e+08
5  49  3.68225e+08
5  50  2.52245e+08
6  0  3.80362e+08
6  1  2.14175e+08
6  2  3.03044e+08
6  3  4.84413e+08
6  4  3.32692e+08
6  5  4.11901e+08
6  6  3.16083e+08
6  7  3.07631e+08
6  8  1.80733e+08
6  9  2.67915e+08
6  10  2.85249e+08
6  11  3.40465e+08
6  12  3.02083e+08
6  13  4.17229e+08
6  14  3.91339e+08
6  15  3.75894e+08
6  16  2.87704e+08
6  17  1.84875e+08
6  18  1.70806e+08
6  19  3.19878e+08
6  20  3.53318e+08
6  21  2.91308e+08
6  22  3.85872e+08
6  23  3.30851e+08
6  24  3.7903e+08
6  25  3.61095e+08
6  26  2.17869e+08
6  27  2.79514e+08
6  28  3.29051e+08
6  29  3.08015e+08
6  30  3.03173e+08
6  31  4.2608e+08
6  32  2.84325e+08
6  33  2.28355e+08
6  34  2.60912e+08
6  35  2.46892e+08
6  36  1.43213e+08
6  37  3.26978e+08
6  38  3.07829e+08
6  39  1.83872e+08
6  40  2.61661e+08
6  41  1.39449e+08
6  42  1.33018e+08
6  43  2.06103e+08
6  44  1.98222e+08
6  45  2.80504e+08
6  46  2.53549e+08
6  47  1.98312e+08
6  48  2.71148e+08
6  49  2.83939e+08
6  50  2.70356e+08
7  0  3.43625e+08
7  1  2.99062e+08
7  2  3.08959e+08
7  3  4.04704e+08
7  4  3.47228e+08
7  5  4.61407e+08
7  6  3.48369e+08
7  7  2.94207e+08
7  8  3.103e+08
7  9  3.33392e+08
7  10  2.97486e+08
7  11  4.16589e+08
7  12  2.75498e+08
7  13  3.02718e+08
7  14  3.68637e+08
7  15  2.94676e+08
7  16  3.89037e+08
7  17  2.01413e+08
7  18  1.68547e+08
7  19  2.96902e+08
7  20  2.90845e+08
7  21  2.17394e+08
7  22  2.85201e+08
7  23  3.78418e+08
7  24  3.7048e+08
7  25  1.81583e+08
7  26  1.61347e+08
7  27  2.56328e+08
7  28  3.24192e+08
7  29  2.96821e+08
7  30  2.38913e+08
7  31  2.71616e+08
7  32  2.53322e+08
7  33  1.87894e+08
7  34  2.45979e+08
7  35  2.84855e+08
7  36  2.37061e+08
7  37  4.42452e+08
7  38  2.02245e+08
7  39  1.5756e+08
7  40  1.92184e+08
7  41  1.19999e+08
7  42  2.49898e+08
7  43  2.30378e+08
7  44  2.91038e+08
7  45  3.24455e+08
7  46  2.81442e+08
7  47  2.83866e+08
7  48  2.94694e+08
7  49  2.67041e+08
7  50  2.97675e+08
8  0  3.59247e+08
8  1  4.08756e+08
8  2  2.86565e+08
8  3  3.76645e+08
8  4  2.66987e+08
8  5  4.33016e+08
8  6  3.68508e+08
8  7  2.99402e+08
8  8  2.12333e+08
8  9  3.63881e+08
8  10  2.92892e+08
8  11  4.25017e+08
8  12  3.02364e+08
8  13  3.30215e+08
8  14  3.57428e+08
8  15  3.12372e+08
8  16  4.13258e+08
8  17  1.93866e+08
8  18  1.60011e+08
8  19  2.49965e+08
8  20  2.86055e+08
8  21  1.90361e+08
8  22  2.75246e+08
8  23  3.36792e+08
8  24  2.9392e+08
8  25  2.3578e+08
8  26  1.02561e+08
8  27  2.16044e+08
8  28  2.48984e+08
8  29  2.66664e+08
8  30  2.37176e+08
8  31  2.8063e+08
8  32  3.61434e+08
8  33  2.91463e+08
8  34  2.52714e+08
8  35  1.81659e+08
8  36  1.77459e+08
8  37  1.74523e+08
8  38  2.28486e+08
8  39  1.79605e+08
8  40  2.528e+08
8  41  1.43358e+08
8  42  3.36439e+08
8  43  3.11128e+08
8  44  2.56691e+08
8  45  2.78532e+08
8  46  3.99749e+08
8  47  3.3952e+08
8  48  3.22743e+08
8  49  3.63369e+08
8  50  3.19838e+08
9  0  2.98877e+08
9  1  3.61458e+08
9  2  3.27772e+08
9  3  3.29765e+08
9  4  2.47416e+08
9  5  4.02242e+08
9  6  3.67055e+08
9  7  1.57489e+08
9  8  2.0528e+08
9  9  3.17199e+08
9  10  3.10672e+08
9  11  3.33868e+08
9  12  2.9888e+08
9  13  2.9957e+08
9  14  3.20134e+08
9  15  3.16113e+08
9  16  3.8108e+08
9  17  1.51012e+08
9  18  2.16498e+08
9  19  4.03584e+08
9  20  2.69426e+08
9  21  1.86095e+08
9  22  2.66431e+08
9  23  2.08815e+08
9  24  3.45449e+08
9  25  9.53473e+07
9  26  9.28949e+07
9  27  2.36592e+08
9  28  3.89912e+08
9  29  2.20821e+08
9  30  1.93476e+08
9  31  2.65956e+08
9  32  2.71432e+08
9  33  2.23767e+08
9  34  2.98984e+08
9  35  3.19697e+08
9  36  3.69493e+08
9  37  3.08906e+08
9  38  3.08587e+08
9  39  1.48886e+08
9  40  2.05077e+08
9  41  1.1681e+08
9  42  2.55572e+08
9  43  3.52655e+08
9  44  2.74313e+08
9  45  1.96346e+08
9  46  3.62585e+08
9  47  3.93529e+08
9  48  2.57777e+08
9  49  3.59568e+08
9  50  2.99293e+08
10  0  3.78346e+08
10  1  3.21211e+08
10  2  2.56534e+08
10  3  3.54359e+08
10  4  2.60883e+08
10  5  4.69288e+08
10  6  2.93592e+08
10  7  1.91e+08
10  8  2.36285e+08
10  9  4.2822e+08
10  10  2.66235e+08
10  11  2.83612e+08
10  12  3.21293e+08
10  13  3.14265e+08
10  14  3.01337e+08
10  15  3.58106e+08
10  16  4.02783e+08
10  17  1.6528e+08
10  18  1.89875e+08
10  19  2.78715e+08
10  20  3.22726e+08
10  21  2.41333e+08
10  22  1.95444e+08
10  23  1.89381e+08
10  24  3.333e+08
10  25  6.72085e+07
10  26  1.0937e+08
10  27  2.49117e+08
10  28  2.96589e+08
10  29  3.22467e+08
10  30  2.68345e+08
10  31  3.15499e+08
10  32  3.82869e+08
10  33  2.5975e+08
10  34  2.98336e+08
10  35  3.02788e+08
10  36  3.36749e+08
10  37  3.0961e+08
10  38  2.39032e+08
10  39  2.13541e+08
10  40  1.94945e+08
10  41  2.15212e+08
10  42  3.0723e+08
10  43  3.25078e+08
10  44  2.20817e+08
10  45  1.75449e+08
10  46  2.71078e+08
10  47  3.41283e+08
10  48  2.61511e+08
10  49  2.91217e+08
10  50  2.50653e+08
11  0  3.90466e+08
11  1  2.95877e+08
11  2  2.97915e+08
11  3  2.90019e+08
11  4  2.1737e+08
11  5  4.33822e+08
11  6  3.50542e+08
11  7  1.50649e+08
11  8  2.6456e+08
11  9  3.27237e+08
11  10  4.05283e+08
11  11  3.3538e+08
11  12  3.50759e+08
11  13  3.32505e+08
11  14  2.99002e+08
11  15  2.61351e+08
11  16  4.34981e+08
11  17  1.26688e+08
11  18  2.66354e+08
11  19  2.56736e+08
11  20  2.77973e+08
11  21  2.69862e+08
11  22  2.89053e+08
11  23  3.38035e+08
11  24  2.24453e+08
11  25  3.42572e+07
11  26  1.40763e+08
11  27  1.95108e+08
11  28  3.85949e+08
11  29  1.87447e+08
11  30  2.81854e+08
11  31  3.63091e+08
11  32  2.69776e+08
11  33  2.3712e+08
11  34  2.99133e+08
11  35  3.30365e+08
11  36  3.60646e+08
11  37  3.20924e+08
11  38  1.13522e+08
11  39  3.0255e+08
11  40  1.488e+08
11  41  2.95985e+08
11  42  3.63025e+08
11  43  4.36569e+08
11  44  2.34285e+08
11  45  1.25626e+08
11  46  3.01837e+08
11  47  3.59269e+08
11  48  2.57246e+08
11  49  2.28488e+08
11  50  2.18359e+08
12  0  3.49173e+08
12  1  3.28579e+08
12  2  2.48777e+08
12  3  2.21046e+08
12  4  2.29115e+08
12  5  2.25324e+08
12  6  3.08786e+08
12  7  1.86409e+08
12  8  1.47767e+08
12  9  4.15842e+08
12  10  3.24504e+08
12  11  2.35523e+08
12  12  3.6647e+08
12  13  4.43234e+08
12  14  2.07713e+08
12  15  2.86737e+08
12  16  4.37276e+08
12  17  1.85306e+08
12  18  2.11638e+08
12  19  3.1082e+08
12  20  2.53701e+08
12  21  2.93063e+08
12  22  2.29147e+08
12  23  2.24994e+08
12  24  2.03064e+08
12  25  1.30539e+08
12  26  2.66848e+08
12  27  2.33005e+08
12  28  3.98489e+08
12  29  2.6136e+08
12  30  2.38841e+08
12  31  3.28625e+08
12  32  3.83957e+08
12  33  2.94611e+08
12  34  3.72042e+08
12  35  3.75671e+08
12  36  3.67868e+08
12  37  2.37378e+08
12  38  2.00787e+08
12  39  3.16419e+08
12  40  1.40169e+08
12  41  3.46508e+08
12  42  3.74067e+08
12  43  3.82287e+08
12  44  3.18057e+08
12  45  6.21923e+07
12  46  2.60381e+08
12  47  3.52993e+08
12  48  3.60584e+08
12  49  2.93164e+08
12  50  2.58037e+08
13  0  4.32623e+08
13  1  3.0626e+08
13  2  2.17272e+08
13  3  1.62078e+08
13  4  1.71903e+08
13  5  2.23325e+08
13  6  1.256e+08
13  7  1.11412e+08
13  8  2.18591e+08
13  9  3.35914e+08
13  10  3.58151e+08
13  11  2.71203e+08
13  12  3.26955e+08
13  13  4.01743e+08
13  14  1.56655e+08
13  15  3.05257e+08
13  16  3.51275e+08
13  17  2.53213e+08
13  18  2.6996e+08
13  19  3.16283e+08
13  20  2.95337e+08
13  21  2.39542e+08
13  22  1.98473e+08
13  23  2.58455e+08
13  24  2.20185e+08
13  25  2.14879e+08
13  26  2.57243e+08
13  27  3.21712e+08
13  28  5.01507e+08
13  29  3.60314e+08
13  30  1.68854e+08
13  31  3.274e+08
13  32  2.81799e+08
13  33  2.76598e+08
13  34  3.33261e+08
13  35  2.93983e+08
13  36  2.67596e+08
13  37  2.10826e+08
13  38  2.97557e+08
13  39  2.38682e+08
13  40  1.98727e+08
13  41  2.65079e+08
13  42  3.64842e+08
13  43  4.32572e+08
13  44  1.92671e+08
13  45  1.69401e+08
13  46  1.73476e+08
13  47  2.9315e+08
13  48  3.06517e+08
13  49  3.79663e+08
13  50  2.82874e+08
14  0  3.61448e+08
14  1  2.81549e+08
14  2  2.07807e+08
14  3  3.02632e+08
14  4  1.78698e+08
14  5  1.75989e+08
14  6  1.75278e+08
14  7  1.79441e+08
14  8  2.1368e+08
14  9  2.61981e+08
14  10  3.10841e+08
14  11  2.47363e+08
14  12  3.48245e+08
14  13  4.12876e+08
14  14  2.34823e+08
14  15  3.62415e+08
14  16  3.00084e+08
14  17  3.21061e+08
14  18  2.19347e+08
14  19  3.12238e+08
14  20  2.23461e+08
14  21  2.61453e+08
14  22  1.27171e+08
14  23  1.50897e+08
14  24  1.54535e+08
14  25  1.32616e+08
14  26  1.95634e+08
14  27  2.72865e+08
14  28  3.64464e+08
14  29  2.27355e+08
14  30  2.26222e+08
14  31  3.67489e+08
14  32  2.89136e+08
14  33  2.23661e+08
14  34  2.47935e+08
14  35  3.15129e+08
14  36  1.63861e+08
14  37  3.23452e+08
14  38  2.72324e+08
14  39  1.86386e+08
14  40  1.63641e+08
14  41  3.10403e+08
14  42  3.33985e+08
14  43  1.90829e+08
14  44  9.60297e+07
14  45  8.72809e+07
14  46  2.05623e+08
14  47  2.65977e+08
14  48  2.86883e+08
14  49  2.35136e+08
14  50  1.96202e+08
15  0  4.02013e+08
15  1  2.55165e+08
15  2  2.49414e+08
15  3  3.30964e+08
15  4  2.48545e+08
15  5  2.50259e+08
15  6  1.86329e+08
15  7  2.44976e+08
15  8  1.40131e+08
15  9  1.81436e+08
15  10  1.98406e+08
15  11  2.1348e+08
15  12  2.73522e+08
15  13  4.06047e+08
15  14  1.75514e+08
15  15  2.64043e+08
15  16  2.35547e+08
15  17  2.56205e+08
15  18  3.24667e+08
15  19  2.67714e+08
15  20  3.12495e+08
15  21  2.71146e+08
15  22  2.11975e+08
15  23  1.26348e+08
15  24  1.8848e+08
15  25  2.04986e+08
15  26  2.94121e+08
15  27  2.95507e+08
15  28  3.46473e+08
15  29  2.70846e+08
15  30  2.70884e+08
15  31  2.42364e+08
15  32  1.97729e+08
15  33  3.09526e+08
15  34  2.71849e+08
15  35  2.33047e+08
15  36  2.1015e+08
15  37  2.25397e+08
15  38  1.94932e+08
15  39  1.59437e+08
15  40  1.2603e+08
15  41  2.34326e+08
15  42  3.14266e+08
15  43  2.58343e+08
15  44  7.4128e+07
15  45  1.10517e+08
15  46  2.07064e+08
15  47  2.92476e+08
15  48  3.51948e+08
15  49  2.8001e+08
15  50  2.0655e+08
16  0  3.75537e+08
16  1  1.87912e+08
16  2  3.06078e+08
16  3  3.50127e+08
16  4  3.45529e+08
16  5  2.69077e+08
16  6  1.43862e+08
16  7  1.89778e+08
16  8  1.76593e+08
16  9  9.91089e+07
16  10  2.06088e+08
16  11  1.57409e+08
16  12  2.16e+08
16  13  2.59274e+08
16  14  1.81191e+08
16  15  1.94425e+08
16  16  2.21798e+08
16  17  2.10059e+08
16  18  2.33592e+08
16  19  3.32322e+08
16  20  3.0375e+08
16  21  3.20564e+08
16  22  1.70921e+08
16  23  1.61474e+08
16  24  1.72994e+08
16  25  1.9035e+08
16  26  2.61173e+08
16  27  2.73021e+08
16  28  3.33524e+08
16  29  3.14195e+08
16  30  2.12035e+08
16  31  2.39157e+08
16  32  8.00645e+07
16  33  2.50157e+08
16  34  2.09155e+08
16  35  2.34233e+08
16  36  2.24788e+08
16  37  2.1346e+08
16  38  2.78687e+08
16  39  1.55677e+08
16  40  7.82932e+07
16  41  1.92816e+08
16  42  2.41845e+08
16  43  1.60086e+08
16  44  1.23322e+08
16  45  7.64816e+07
16  46  2.07611e+08
16  47  3.81934e+08
16  48  3.76411e+08
16  49  3.10693e+08
16  50  3.28331e+08
17  0  3.13848e+08
17  1  2.52016e+08
17  2  3.41904e+08
17  3  3.72356e+08
17  4  3.53802e+08
17  5  2.48198e+08
17  6  2.31676e+08
17  7  2.05384e+08
17  8  2.32237e+08
17  9  1.31613e+08
17  10  3.08219e+08
17  11  1.81853e+08
17  12  2.15569e+08
17  13  3.01426e+08
17  14  7.02978e+07
17  15  1.97725e+08
17  16  1.91282e+08
17  17  2.05218e+08
17  18  2.47524e+08
17  19  3.03626e+08
17  20  3.75112e+08
17  21  2.21454e+08
17  22  1.80587e+08
17  23  1.44623e+08
17  24  1.6275e+08
17  25  1.87589e+08
17  26  2.68374e+08
17  27  2.8023e+08
17  28  2.34809e+08
17  29  2.51899e+08
17  30  2.39025e+08
17  31  1.87143e+08
17  32  1.85675e+08
17  33  2.60286e+08
17  34  2.97513e+08
17  35  2.83722e+08
17  36  2.36498e+08
17  37  2.48698e+08
17  38  2.71084e+08
17  39  1.62168e+08
17  40  1.3228e+08
17  41  1.74271e+08
17  42  2.69225e+08
17  43  2.57272e+08
17  44  1.83912e+08
17  45  1.07668e+08
17  46  1.76154e+08
17  47  4.78037e+08
17  48  2.89298e+08
17  49  2.73323e+08
17  50  2.8707e+08
18  0  3.18519e+08
18  1  3.11805e+08
18  2  3.15614e+08
18  3  3.98734e+08
18  4  4.34155e+08
18  5  2.54838e+08
18  6  1.07456e+08
18  7  2.44108e+08
18  8  1.5926e+08
18  9  1.64661e+08
18  10  2.04863e+08
18  11  1.80391e+08
18  12  1.81029e+08
18  13  2.2228e+08
18  14  1.87015e+08
18  15  2.51832e+08
18  16  2.11467e+08
18  17  2.30035e+08
18  18  2.65639e+08
18  19  3.23888e+08
18  20  3.14365e+08
18  21  2.25051e+08
18  22  2.67277e+08
18  23  1.88143e+08
18  24  1.09691e+08
18  25  1.15472e+08
18  26  3.21551e+08
18  27  2.5409e+08
18  28  3.14302e+08
18  29  2.12188e+08
18  30  2.9071e+08
18  31  2.45879e+08
18  32  1.6209e+08
18  33  2.34262e+08
18  34  2.23004e+08
18  35  2.15284e+08
18  36  3.33716e+08
18  37  2.61251e+08
18  38  1.45827e+08
18  39  2.5019e+08
18  40  1.76006e+08
18  41  2.26616e+08
18  42  3.0299e+08
18  43  2.74369e+08
18  44  1.42748e+08
18  45  1.0428e+08
18  46  2.97657e+08
18  47  3.79583e+08
18  48  2.80849e+08
18  49  3.21396e+08
18  50  3.77095e+08
19  0  5.07405e+08
19  1  2.71625e+08
19  2  2.81676e+08
19  3  6.02144e+08
19  4  4.14761e+08
19  5  3.31013e+08
19  6  2.49095e+08
19  7  3.49106e+08
19  8  3.17538e+08
19  9  1.372e+08
19  10  1.92782e+08
19  11  2.48258e+08
19  12  1.70092e+08
19  13  2.22308e+08
19  14  3.85133e+08
19  15  3.17484e+08
19  16  2.19657e+08
19  17  3.08527e+08
19  18  2.97614e+08
19  19  3.12527e+08
19  20  2.80394e+08
19  21  2.65262e+08
19  22  3.11009e+08
19  23  2.90899e+08
19  24  1.43911e+08
19  25  1.66246e+08
19  26  3.40841e+08
19  27  3.47385e+08
19  28  3.74886e+08
19  29  2.80995e+08
19  30  3.2207e+08
19  31  2.33776e+08
19  32  1.76014e+08
19  33  1.87136e+08
19  34  1.94836e+08
19  35  3.1846e+08
19  36  3.82217e+08
19  37  2.87996e+08
19  38  2.75756e+08
19  39  2.58345e+08
19  40  1.78774e+08
19  41  2.03289e+08
19  42  4.19708e+08
19  43  3.82256e+08
19  44  1.05555e+08
19  45  1.67525e+08
19  46  3.00924e+08
19  47  3.99813e+08
19  48  2.33855e+08
19  49  1.56898e+08
19  50  3.19507e+08
20  0  5.86794e+08
20  1  3.21619e+08
20  2  2.70257e+08
20  3  4.90897e+08
20  4  4.52403e+08
20  5  4.63497e+08
20  6  2.94744e+08
20  7  3.28275e+08
20  8  3.50094e+08
20  9  2.10846e+08
20  10  2.24717e+08
20  11  3.04491e+08
20  12  2.45575e+08
20  13  2.18508e+08
20  14  3.50218e+08
20  15  3.02812e+08
20  16  1.77759e+08
20  17  2.71685e+08
20  18  2.85955e+08
20  19  3.74416e+08
20  20  2.8874e+08
20  21  3.46393e+08
20  22  3.76851e+08
20  23  2.83038e+08
20  24  1.80585e+08
20  25  2.49147e+08
20  26  3.22414e+08
20  27  3.75971e+08
20  28  3.28625e+08
20  29  3.46336e+08
20  30  3.39536e+08
20  31  3.55345e+08
20  32  3.07852e+08
20  33  2.2011e+08
20  34  2.50556e+08
20  35  2.32846e+08
20  36  4.96119e+08
20  37  3.54835e+08
20  38  2.62045e+08
20  39  3.02185e+08
20  40  2.67477e+08
20  41  2.45993e+08
20  42  5.10759e+08
20  43  3.7209e+08
20  44  1.43756e+08
20  45  1.49722e+08
20  46  2.58167e+08
20  47  3.36782e+08
20  48  1.10037e+08
20  49  7.9237e+07
20  50  3.26525e+08
21  0  6.02878e+08
21  1  3.18181e+08
21  2  2.35247e+08
21  3  5.33328e+08
21  4  5.04526e+08
21  5  4.34919e+08
21  6  3.27978e+08
21  7  2.85391e+08
21  8  4.09625e+08
21  9  2.65439e+08
21  10  3.25785e+08
21  11  3.67107e+08
21  12  2.56937e+08
21  13  2.57889e+08
21  14  2.94779e+08
21  15  2.46872e+08
21  16  1.81499e+08
21  17  2.81086e+08
21  18  2.88267e+08
21  19  3.52262e+08
21  20  3.62595e+08
21  21  3.79046e+08
21  22  3.55239e+08
21  23  2.48164e+08
21  24  1.82651e+08
21  25  3.17553e+08
21  26  3.22714e+08
21  27  4.4936e+08
21  28  2.70912e+08
21  29  3.04669e+08
21  30  3.64931e+08
21  31  3.24462e+08
21  32  3.0524e+08
21  33  1.20015e+08
21  34  1.39448e+08
21  35  2.88364e+08
21  36  5.5309e+08
21  37  4.49428e+08
21  38  3.57929e+08
21  39  2.84932e+08
21  40  2.64009e+08
21  41  3.07593e+08
21  42  4.22545e+08
21  43  2.73767e+08
21  44  2.20301e+08
21  45  2.49251e+08
21  46  3.19233e+08
21  47  1.94875e+08
21  48  9.58396e+07
21  49  1.58366e+08
21  50  3.25814e+08
22  0  5.8623e+08
22  1  3.79015e+08
22  2  2.44639e+08
22  3  4.50665e+08
22  4  4.34683e+08
22  5  3.78222e+08
22  6  3.4019e+08
22  7  2.96975e+08
22  8  4.02479e+08
22  9  2.75548e+08
22  10  3.36619e+08
22  11  3.88529e+08
22  12  3.30174e+08
22  13  2.50048e+08
22  14  2.01269e+08
22  15  2.50946e+08
22  16  1.56398e+08
22  17  2.28528e+08
22  18  3.44472e+08
22  19  3.94984e+08
22  20  3.44425e+08
22  21  4.72289e+08
22  22  4.05139e+08
22  23  2.30028e+08
22  24  2.08498e+08
22  25  2.95564e+08
22  26  4.21525e+08
22  27  3.53238e+08
22  28  2.13251e+08
22  29  2.41451e+08
22  30  3.58081e+08
22  31  3.33836e+08
22  32  2.78136e+08
22  33  1.85344e+08
22  34  1.81898e+08
22  35  2.86759e+08
22  36  4.94467e+08
22  37  3.6123e+08
22  38  3.83727e+08
