row  column  (images_10_7103.edf Fe_K*images_10_7103.edf Ar_K**2.3)
22  28  3.85237e+08
22  29  4.582e+08
22  30  4.5108e+08
22  31  4.70774e+08
22  32  4.82288e+08
22  33  4.65807e+08
22  34  3.15523e+08
22  35  4.62507e+08
22  36  4.26271e+08
22  37  4.10958e+08
22  38  4.66982e+08
22  39  5.14612e+08
22  40  4.332e+08
22  41  5.14879e+08
22  42  5.70865e+08
22  43  4.55693e+08
22  44  4.71601e+08
22  45  4.91911e+08
22  46  3.87113e+08
22  47  4.00827e+08
22  48  4.72899e+08
22  49  4.65337e+08
22  50  5.60873e+08
23  0  5.48141e+08
23  1  5.8716e+08
23  2  4.43234e+08
23  3  4.61258e+08
23  4  3.83663e+08
23  5  3.70196e+08
23  6  3.94412e+08
23  7  2.55935e+08
23  8  2.86306e+08
23  9  3.20906e+08
23  10  2.8788e+08
23  11  3.73366e+08
23  12  3.43756e+08
23  13  2.85934e+08
23  14  2.5562e+08
23  15  3.35853e+08
23  16  3.38518e+08
23  17  3.56959e+08
23  18  3.10861e+08
23  19  3.81143e+08
23  20  5.48748e+08
23  21  4.55114e+08
23  22  4.45242e+08
23  23  4.2976e+08
23  24  4.46946e+08
23  25  5.52313e+08
23  26  6.05772e+08
23  27  5.166e+08
23  28  4.38236e+08
23  29  4.69827e+08
23  30  4.36214e+08
23  31  4.31379e+08
23  32  4.67528e+08
23  33  4.57349e+08
23  34  4.54385e+08
23  35  3.59042e+08
23  36  5.14735e+08
23  37  3.74192e+08
23  38  4.47427e+08
23  39  4.5168e+08
23  40  4.96368e+08
23  41  4.98894e+08
23  42  5.35892e+08
23  43  4.01791e+08
23  44  4.37157e+08
23  45  4.36931e+08
23  46  4.54362e+08
23  47  4.7895e+08
23  48  4.0956e+08
23  49  5.22179e+08
23  50  5.90203e+08
24  0  4.65487e+08
24  1  4.96939e+08
24  2  4.89765e+08
24  3  4.55368e+08
24  4  3.44906e+08
24  5  3.30427e+08
24  6  3.70853e+08
24  7  2.99776e+08
24  8  3.15346e+08
24  9  3.27485e+08
24  10  2.75309e+08
24  11  3.31528e+08
24  12  3.45707e+08
24  13  2.73766e+08
24  14  3.11028e+08
24  15  3.18336e+08
24  16  2.88621e+08
24  17  3.49949e+08
24  18  4.12935e+08
24  19  3.26931e+08
24  20  4.82484e+08
24  21  4.34486e+08
24  22  3.5703e+08
24  23  4.09181e+08
24  24  4.5451e+08
24  25  7.02134e+08
24  26  6.95106e+08
24  27  4.26853e+08
24  28  3.5396e+08
24  29  4.51844e+08
24  30  4.80647e+08
24  31  4.80366e+08
24  32  3.96408e+08
24  33  4.63879e+08
24  34  4.12699e+08
24  35  4.30723e+08
24  36  4.97027e+08
24  37  4.19946e+08
24  38  4.90779e+08
24  39  4.56272e+08
24  40  3.87127e+08
24  41  4.90997e+08
24  42  4.97246e+08
24  43  3.9289e+08
24  44  4.00594e+08
24  45  4.68015e+08
24  46  4.18812e+08
24  47  4.67175e+08
24  48  3.67434e+08
24  49  4.55693e+08
24  50  5.08107e+08
25  0  5.47612e+08
25  1  5.17787e+08
25  2  4.69924e+08
25  3  5.30687e+08
25  4  4.14428e+08
25  5  4.04519e+08
25  6  3.95788e+08
25  7  3.57661e+08
25  8  3.20329e+08
25  9  3.39897e+08
25  10  3.55013e+08
25  11  3.44492e+08
25  12  3.66657e+08
25  13  2.91484e+08
25  14  3.73702e+08
25  15  3.05624e+08
25  16  3.67746e+08
25  17  3.10701e+08
25  18  3.70183e+08
25  19  4.94871e+08
25  20  4.78209e+08
25  21  4.39964e+08
25  22  3.82318e+08
25  23  4.01881e+08
25  24  4.5708e+08
25  25  7.4981e+08
25  26  6.21566e+08
25  27  4.63421e+08
25  28  4.04221e+08
25  29  5.02017e+08
25  30  4.50121e+08
25  31  5.97712e+08
25  32  4.88683e+08
25  33  4.90521e+08
25  34  4.56357e+08
25  35  4.68736e+08
25  36  5.09443e+08
25  37  3.71769e+08
25  38  5.1624e+08
25  39  4.51307e+08
25  40  4.80869e+08
25  41  3.95248e+08
25  42  5.44058e+08
25  43  4.20726e+08
25  44  4.14948e+08
25  45  4.61729e+08
25  46  4.82411e+08
25  47  4.58101e+08
25  48  3.68762e+08
25  49  4.31883e+08
25  50  5.07114e+08
26  0  5.02644e+08
26  1  5.34719e+08
26  2  6.30013e+08
26  3  5.27835e+08
26  4  4.65483e+08
26  5  4.04534e+08
26  6  4.00757e+08
26  7  3.7964e+08
26  8  3.19463e+08
26  9  4.17629e+08
26  10  3.4044e+08
26  11  3.76532e+08
26  12  4.07759e+08
26  13  3.16886e+08
26  14  3.24466e+08
26  15  2.84431e+08
26  16  3.19467e+08
26  17  3.80707e+08
26  18  3.3819e+08
26  19  3.88899e+08
26  20  4.12295e+08
26  21  3.66862e+08
26  22  4.80713e+08
26  23  4.19362e+08
26  24  3.93718e+08
26  25  7.63062e+08
26  26  7.05162e+08
26  27  3.91576e+08
26  28  4.27418e+08
26  29  4.34686e+08
26  30  5.12089e+08
26  31  6.14014e+08
26  32  5.11794e+08
26  33  4.12716e+08
26  34  3.33498e+08
26  35  4.38111e+08
26  36  4.87681e+08
26  37  4.03719e+08
26  38  3.63366e+08
26  39  4.62786e+08
26  40  4.34669e+08
26  41  4.87549e+08
26  42  5.19212e+08
26  43  4.18398e+08
26  44  4.35119e+08
26  45  4.84126e+08
26  46  3.91634e+08
26  47  5.15075e+08
26  48  4.1769e+08
26  49  4.22023e+08
26  50  4.82151e+08
27  0  3.98594e+08
27  1  4.53189e+08
27  2  5.37223e+08
27  3  5.22478e+08
27  4  5.01441e+08
27  5  4.63032e+08
27  6  3.50252e+08
27  7  3.62971e+08
27  8  3.97863e+08
27  9  3.77374e+08
27  10  3.42225e+08
27  11  3.93077e+08
27  12  3.90556e+08
27  13  3.50049e+08
27  14  3.31563e+08
27  15  3.26273e+08
27  16  3.46079e+08
27  17  3.41332e+08
27  18  4.30417e+08
27  19  3.69558e+08
27  20  4.04033e+08
27  21  3.77888e+08
27  22  4.71293e+08
27  23  3.91897e+08
27  24  5.15243e+08
27  25  1.0908e+09
27  26  6.19985e+08
27  27  4.15573e+08
27  28  4.75541e+08
27  29  4.59271e+08
27  30  5.50137e+08
27  31  6.6012e+08
27  32  5.05013e+08
27  33  5.47612e+08
27  34  4.57958e+08
27  35  4.48643e+08
27  36  3.98136e+08
27  37  4.17812e+08
27  38  4.30691e+08
27  39  4.77537e+08
27  40  5.03639e+08
27  41  5.0093e+08
27  42  4.90344e+08
27  43  4.44384e+08
27  44  4.56565e+08
27  45  4.65484e+08
27  46  4.33458e+08
27  47  3.78012e+08
27  48  3.79543e+08
27  49  4.26239e+08
27  50  5.66724e+08
28  0  4.42714e+08
28  1  4.0727e+08
28  2  5.09891e+08
28  3  5.40625e+08
28  4  4.65458e+08
28  5  5.75364e+08
28  6  4.55314e+08
28  7  3.98361e+08
28  8  4.53451e+08
28  9  4.56047e+08
28  10  3.7488e+08
28  11  4.62468e+08
28  12  4.07593e+08
28  13  3.57665e+08
28  14  3.29382e+08
28  15  4.07862e+08
28  16  3.62785e+08
28  17  4.19758e+08
28  18  3.3588e+08
28  19  4.16868e+08
28  20  4.47326e+08
28  21  4.00082e+08
28  22  4.81325e+08
28  23  4.43205e+08
28  24  4.15565e+08
28  25  1.25067e+09
28  26  8.17918e+08
28  27  5.14867e+08
28  28  4.64276e+08
28  29  4.40403e+08
28  30  6.19897e+08
28  31  7.96641e+08
28  32  4.76887e+08
28  33  5.37391e+08
28  34  4.99286e+08
28  35  4.33148e+08
28  36  5.00784e+08
28  37  3.92744e+08
28  38  4.18093e+08
28  39  4.16555e+08
28  40  4.82844e+08
28  41  5.33145e+08
28  42  5.23124e+08
28  43  4.24568e+08
28  44  3.60831e+08
28  45  4.70697e+08
28  46  4.01036e+08
28  47  3.75158e+08
28  48  3.93898e+08
28  49  4.01263e+08
28  50  5.14196e+08
29  0  4.56654e+08
29  1  4.69809e+08
29  2  5.2709e+08
29  3  5.13834e+08
29  4  4.94075e+08
29  5  5.10634e+08
29  6  4.59778e+08
29  7  5.48001e+08
29  8  4.57173e+08
29  9  4.90633e+08
29  10  4.811e+08
29  11  4.85844e+08
29  12  5.80389e+08
29  13  4.39775e+08
29  14  4.3042e+08
29  15  4.24777e+08
29  16  4.12399e+08
29  17  3.91323e+08
29  18  3.60716e+08
29  19  4.09176e+08
29  20  4.16611e+08
29  21  4.12071e+08
29  22  5.28979e+08
29  23  4.25246e+08
29  24  5.13293e+08
29  25  1.07505e+09
29  26  6.99093e+08
29  27  5.03419e+08
29  28  4.35477e+08
29  29  4.87012e+08
29  30  5.92916e+08
29  31  1.01964e+09
29  32  5.21806e+08
29  33  4.68565e+08
29  34  4.29618e+08
29  35  3.3553e+08
29  36  4.88137e+08
29  37  3.66801e+08
29  38  4.02108e+08
29  39  4.31155e+08
29  40  5.26917e+08
29  41  4.28961e+08
29  42  4.88711e+08
29  43  4.62056e+08
29  44  4.22017e+08
29  45  4.92929e+08
29  46  4.01619e+08
29  47  3.87991e+08
29  48  3.86793e+08
29  49  3.90952e+08
29  50  5.21404e+08
30  0  4.22579e+08
30  1  4.01185e+08
30  2  5.3059e+08
30  3  5.91705e+08
30  4  4.52144e+08
30  5  5.10536e+08
30  6  4.38694e+08
30  7  4.61142e+08
30  8  4.94985e+08
30  9  5.74698e+08
30  10  5.87039e+08
30  11  5.77661e+08
30  12  5.55846e+08
30  13  4.93832e+08
30  14  4.01794e+08
30  15  4.18314e+08
30  16  3.77539e+08
30  17  4.1001e+08
30  18  4.44385e+08
30  19  3.89519e+08
30  20  4.62571e+08
30  21  4.96585e+08
30  22  4.77915e+08
30  23  4.38963e+08
30  24  4.39899e+08
30  25  7.95493e+08
30  26  6.76808e+08
30  27  5.25718e+08
30  28  4.62529e+08
30  29  4.68184e+08
30  30  6.52939e+08
30  31  1.13986e+09
30  32  4.86098e+08
30  33  5.08007e+08
30  34  4.88821e+08
30  35  4.23e+08
30  36  4.36164e+08
30  37  3.88097e+08
30  38  5.14153e+08
30  39  4.6542e+08
30  40  5.20544e+08
30  41  4.04425e+08
30  42  4.31678e+08
30  43  5.13354e+08
30  44  3.75147e+08
30  45  4.80072e+08
30  46  4.70971e+08
30  47  4.09218e+08
30  48  3.99711e+08
30  49  4.52652e+08
30  50  5.48415e+08
31  0  4.14275e+08
31  1  4.66878e+08
31  2  5.32721e+08
31  3  4.45659e+08
31  4  4.23876e+08
31  5  3.79951e+08
31  6  5.00305e+08
31  7  4.81255e+08
31  8  5.30145e+08
31  9  5.89348e+08
31  10  6.46363e+08
31  11  5.6882e+08
31  12  5.85553e+08
31  13  4.46027e+08
31  14  4.16724e+08
31  15  4.3756e+08
31  16  4.94843e+08
31  17  4.54545e+08
31  18  4.06596e+08
31  19  4.04259e+08
31  20  4.4403e+08
31  21  4.54659e+08
31  22  4.56472e+08
31  23  4.87537e+08
31  24  4.43497e+08
31  25  6.9126e+08
31  26  5.60537e+08
31  27  4.50773e+08
31  28  5.22754e+08
31  29  5.1242e+08
31  30  6.84557e+08
31  31  1.60033e+09
31  32  4.88292e+08
31  33  4.50829e+08
31  34  4.67272e+08
31  35  4.47998e+08
31  36  4.24029e+08
31  37  4.43686e+08
31  38  4.6834e+08
31  39  4.9078e+08
31  40  5.51239e+08
31  41  4.34438e+08
31  42  4.64443e+08
31  43  5.16289e+08
31  44  4.48377e+08
31  45  4.68828e+08
31  46  4.80653e+08
31  47  4.01994e+08
31  48  4.36239e+08
31  49  4.15612e+08
31  50  4.93948e+08
32  0  3.6728e+08
32  1  4.04493e+08
32  2  5.24625e+08
32  3  4.19236e+08
32  4  4.18709e+08
32  5  3.58339e+08
32  6  4.04168e+08
32  7  4.88973e+08
32  8  4.83601e+08
32  9  4.81313e+08
32  10  6.22518e+08
32  11  6.31224e+08
32  12  6.3369e+08
32  13  4.93261e+08
32  14  5.4225e+08
32  15  5.93018e+08
32  16  4.5686e+08
32  17  4.80192e+08
32  18  4.27253e+08
32  19  5.15213e+08
32  20  5.40068e+08
32  21  4.90886e+08
32  22  6.04035e+08
32  23  5.44566e+08
32  24  4.95533e+08
32  25  5.63171e+08
32  26  6.15834e+08
32  27  4.68668e+08
32  28  5.31218e+08
32  29  5.38078e+08
32  30  5.62734e+08
32  31  1.12618e+09
32  32  5.25884e+08
32  33  5.24905e+08
32  34  3.39684e+08
32  35  3.99648e+08
32  36  4.64123e+08
32  37  4.61658e+08
32  38  4.64545e+08
32  39  4.55698e+08
32  40  4.91233e+08
32  41  4.57386e+08
32  42  4.43602e+08
32  43  4.85605e+08
32  44  4.13631e+08
32  45  4.45634e+08
32  46  3.90852e+08
32  47  4.813e+08
32  48  4.33439e+08
32  49  4.39928e+08
32  50  5.49062e+08
33  0  2.92516e+08
33  1  3.97713e+08
33  2  5.76079e+08
33  3  3.26497e+08
33  4  3.91464e+08
33  5  3.77884e+08
33  6  4.54059e+08
33  7  4.56186e+08
33  8  4.71968e+08
33  9  4.6871e+08
33  10  4.30885e+08
33  11  6.0888e+08
33  12  5.03309e+08
33  13  4.80795e+08
33  14  4.63951e+08
33  15  5.47005e+08
33  16  5.56929e+08
33  17  5.88233e+08
33  18  4.9741e+08
33  19  4.49723e+08
33  20  5.37555e+08
33  21  5.68107e+08
33  22  5.60702e+08
33  23  4.60689e+08
33  24  4.61659e+08
33  25  5.79898e+08
33  26  5.86143e+08
33  27  5.08424e+08
33  28  4.89342e+08
33  29  5.26881e+08
33  30  5.26471e+08
33  31  9.74003e+08
33  32  5.22527e+08
33  33  4.6647e+08
33  34  4.62377e+08
33  35  3.79944e+08
33  36  4.83127e+08
33  37  5.03936e+08
33  38  4.64858e+08
33  39  4.54399e+08
33  40  5.16578e+08
33  41  4.229e+08
33  42  3.84637e+08
33  43  4.69742e+08
33  44  4.04664e+08
33  45  4.06084e+08
33  46  4.45931e+08
33  47  5.13042e+08
33  48  5.12794e+08
33  49  4.80088e+08
33  50  5.59312e+08
34  0  4.02569e+08
34  1  4.55033e+08
34  2  4.78576e+08
34  3  2.9885e+08
34  4  3.18423e+08
34  5  4.01083e+08
34  6  3.73746e+08
34  7  4.28543e+08
34  8  4.68455e+08
34  9  4.37842e+08
34  10  4.00131e+08
34  11  5.17357e+08
34  12  6.01385e+08
34  13  4.74634e+08
34  14  4.50123e+08
34  15  5.67775e+08
34  16  5.79156e+08
34  17  7.32547e+08
34  18  4.9146e+08
34  19  5.51972e+08
34  20  5.19678e+08
34  21  5.94691e+08
34  22  5.63106e+08
34  23  5.17639e+08
34  24  5.20631e+08
34  25  6.10969e+08
34  26  5.8786e+08
34  27  5.29459e+08
34  28  5.33358e+08
34  29  5.10082e+08
34  30  5.81301e+08
34  31  7.93638e+08
34  32  5.1949e+08
34  33  5.39459e+08
34  34  4.16874e+08
34  35  4.23874e+08
34  36  4.15846e+08
34  37  5.04184e+08
34  38  4.94361e+08
34  39  4.87898e+08
34  40  5.20772e+08
34  41  4.42187e+08
34  42  3.98313e+08
34  43  4.18683e+08
34  44  4.77622e+08
34  45  5.23888e+08
34  46  4.55932e+08
34  47  5.96357e+08
34  48  5.16633e+08
34  49  4.91394e+08
34  50  5.78683e+08
35  0  3.74248e+08
35  1  5.65155e+08
35  2  4.45125e+08
35  3  3.69205e+08
35  4  3.50006e+08
35  5  3.90841e+08
35  6  4.04048e+08
35  7  4.35335e+08
35  8  3.55658e+08
35  9  4.36168e+08
35  10  3.94332e+08
35  11  3.83714e+08
35  12  5.12468e+08
35  13  4.62659e+08
35  14  4.75411e+08
35  15  4.51527e+08
35  16  5.37432e+08
35  17  5.58151e+08
35  18  5.66361e+08
35  19  5.88529e+08
35  20  5.64331e+08
35  21  5.78513e+08
35  22  6.2564e+08
35  23  5.66231e+08
35  24  4.56506e+08
35  25  5.33205e+08
35  26  5.99105e+08
35  27  5.64711e+08
35  28  5.31929e+08
35  29  5.40252e+08
35  30  5.76924e+08
35  31  7.80721e+08
35  32  5.3356e+08
35  33  5.46268e+08
35  34  4.46027e+08
35  35  4.6375e+08
35  36  4.80638e+08
35  37  4.7662e+08
35  38  4.732e+08
35  39  4.3621e+08
35  40  4.36972e+08
35  41  4.78389e+08
35  42  4.91523e+08
35  43  5.01962e+08
35  44  5.70581e+08
35  45  4.39194e+08
35  46  4.78959e+08
35  47  5.02944e+08
35  48  5.22553e+08
35  49  5.34567e+08
35  50  5.55628e+08
36  0  3.30213e+08
36  1  3.92555e+08
36  2  4.29618e+08
36  3  3.79779e+08
36  4  3.25713e+08
36  5  4.43078e+08
36  6  4.05758e+08
36  7  3.43059e+08
36  8  3.88114e+08
36  9  3.19114e+08
36  10  3.82227e+08
36  11  4.13822e+08
36  12  4.41477e+08
36  13  4.34036e+08
36  14  4.04464e+08
36  15  4.99728e+08
36  16  5.85121e+08
36  17  5.01155e+08
36  18  5.93371e+08
36  19  6.31681e+08
36  20  5.88613e+08
36  21  6.80273e+08
36  22  6.23548e+08
36  23  5.32001e+08
36  24  4.90237e+08
36  25  5.5449e+08
36  26  5.54589e+08
36  27  6.33537e+08
36  28  5.71187e+08
36  29  6.07094e+08
36  30  5.25432e+08
36  31  6.71535e+08
36  32  5.49448e+08
36  33  5.67815e+08
36  34  5.02178e+08
36  35  3.87488e+08
36  36  4.80944e+08
36  37  5.65313e+08
36  38  5.58864e+08
36  39  4.38674e+08
36  40  5.07489e+08
36  41  5.99195e+08
36  42  4.78834e+08
36  43  4.79721e+08
36  44  5.81928e+08
36  45  5.07447e+08
36  46  5.92667e+08
36  47  5.12045e+08
36  48  5.20423e+08
36  49  5.50592e+08
36  50  5.82393e+08
37  0  3.22253e+08
37  1  3.52375e+08
37  2  3.80302e+08
37  3  3.23916e+08
37  4  3.20516e+08
37  5  4.18096e+08
37  6  4.10594e+08
37  7  3.9636e+08
37  8  3.82881e+08
37  9  4.09654e+08
37  10  4.44177e+08
37  11  3.40227e+08
37  12  3.80028e+08
37  13  4.16846e+08
37  14  4.63953e+08
37  15  4.57174e+08
37  16  4.96573e+08
37  17  5.52017e+08
37  18  6.41646e+08
37  19  6.31044e+08
37  20  7.26248e+08
37  21  6.54064e+08
37  22  5.9032e+08
37  23  5.68544e+08
37  24  4.27376e+08
37  25  6.25829e+08
37  26  6.87315e+08
37  27  5.73567e+08
37  28  6.21189e+08
37  29  6.94117e+08
37  30  6.68862e+08
37  31  7.54755e+08
37  32  6.10319e+08
37  33  6.04364e+08
37  34  5.64355e+08
37  35  4.6282e+08
37  36  4.88566e+08
37  37  4.65314e+08
37  38  4.99891e+08
37  39  5.53684e+08
37  40  4.82986e+08
37  41  6.25565e+08
37  42  5.63206e+08
37  43  4.88801e+08
37  44  6.04716e+08
37  45  6.08361e+08
37  46  5.62134e+08
37  47  5.63062e+08
37  48  5.39896e+08
37  49  4.25581e+08
37  50  5.95626e+08
38  0  3.24821e+08
38  1  2.7211e+08
38  2  3.20328e+08
38  3  2.7968e+08
38  4  3.82087e+08
38  5  3.92798e+08
38  6  4.18708e+08
38  7  4.65237e+08
38  8  3.31131e+08
38  9  3.70517e+08
38  10  4.10632e+08
38  11  3.76069e+08
38  12  4.133e+08
38  13  3.51513e+08
38  14  4.29619e+08
38  15  4.30517e+08
38  16  4.64995e+08
38  17  4.67917e+08
38  18  6.33215e+08
38  19  7.25311e+08
38  20  7.52045e+08
38  21  6.40503e+08
38  22  7.58141e+08
38  23  5.41771e+08
38  24  4.38555e+08
38  25  7.33404e+08
38  26  6.69095e+08
38  27  6.10566e+08
38  28  6.22475e+08
38  29  7.04955e+08
38  30  5.79877e+08
38  31  7.09424e+08
38  32  6.68376e+08
38  33  7.98251e+08
38  34  6.08997e+08
38  35  5.65801e+08
38  36  5.51444e+08
38  37  5.39068e+08
38  38  5.88537e+08
38  39  5.83658e+08
38  40  5.39795e+08
38  41  5.90695e+08
38  42  5.40656e+08
38  43  5.71788e+08
38  44  6.46783e+08
38  45  6.37885e+08
38  46  6.75227e+08
38  47  6.19594e+08
38  48  6.33744e+08
38  49  5.15823e+08
38  50  5.37876e+08
39  0  3.74212e+08
39  1  3.92031e+08
39  2  2.59721e+08
39  3  3.49427e+08
39  4  4.30776e+08
39  5  4.25878e+08
39  6  4.2687e+08
39  7  4.24941e+08
39  8  3.74957e+08
39  9  3.42384e+08
39  10  4.46312e+08
39  11  3.57639e+08
39  12  2.98847e+08
39  13  2.74361e+08
39  14  4.25012e+08
39  15  4.33557e+08
39  16  5.37361e+08
39  17  5.21914e+08
39  18  5.98244e+08
39  19  6.89135e+08
39  20  6.85916e+08
39  21  7.49076e+08
39  22  7.56778e+08
39  23  4.86561e+08
39  24  4.71943e+08
39  25  7.16156e+08
39  26  6.47783e+08
39  27  6.65808e+08
39  28  7.05013e+08
39  29  7.6447e+08
39  30  5.73684e+08
39  31  7.77053e+08
39  32  6.72426e+08
39  33  8.40485e+08
39  34  5.78818e+08
39  35  4.94372e+08
39  36  5.49698e+08
39  37  5.76497e+08
39  38  6.09291e+08
39  39  6.66982e+08
39  40  6.57204e+08
39  41  7.2671e+08
39  42  5.84031e+08
39  43  6.70036e+08
39  44  6.7835e+08
39  45  7.53634e+08
39  46  6.75202e+08
39  47  7.11141e+08
39  48  7.43262e+08
39  49  6.54462e+08
39  50  6.52071e+08
40  0  3.46585e+08
40  1  3.22413e+08
40  2  2.8347e+08
40  3  3.68785e+08
40  4  4.35692e+08
40  5  3.97064e+08
40  6  5.002e+08
40  7  3.58353e+08
40  8  4.21531e+08
40  9  3.91522e+08
40  10  3.3292e+08
40  11  4.10379e+08
40  12  4.0296e+08
40  13  3.90326e+08
40  14  3.55599e+08
40  15  4.74433e+08
40  16  4.44256e+08
40  17  5.69863e+08
40  18  6.14536e+08
40  19  6.05895e+08
40  20  7.60685e+08
40  21  7.28639e+08
40  22  8.06119e+08
40  23  6.13244e+08
40  24  5.09451e+08
40  25  6.58996e+08
40  26  7.20594e+08
40  27  7.42756e+08
40  28  6.62213e+08
40  29  7.79323e+08
40  30  6.8817e+08
40  31  7.46563e+08
40  32  6.73096e+08
40  33  1.07149e+09
40  34  7.09395e+08
40  35  5.54063e+08
40  36  6.02276e+08
40  37  6.1122e+08
40  38  6.44028e+08
40  39  6.67399e+08
40  40  6.1059e+08
40  41  6.41162e+08
40  42  6.482e+08
40  43  6.87726e+08
40  44  7.18164e+08
40  45  6.56601e+08
40  46  7.6937e+08
40  47  8.7605e+08
40  48  6.38288e+08
40  49  6.5373e+08
40  50  6.81806e+08
41  0  3.31702e+08
41  1  3.25447e+08
41  2  3.40955e+08
41  3  4.25121e+08
41  4  3.07347e+08
41  5  2.91615e+08
41  6  5.32271e+08
41  7  3.98993e+08
41  8  3.85832e+08
41  9  4.1253e+08
41  10  3.7912e+08
41  11  4.95873e+08
41  12  3.74078e+08
41  13  4.05848e+08
41  14  3.80869e+08
41  15  3.53525e+08
41  16  4.71269e+08
41  17  5.32445e+08
41  18  5.19944e+08
41  19  7.03815e+08
41  20  7.36291e+08
41  21  7.72045e+08
41  22  7.11059e+08
41  23  6.62069e+08
41  24  6.22886e+08
41  25  7.49848e+08
41  26  7.18714e+08
41  27  7.72586e+08
41  28  7.96365e+08
41  29  9.23733e+08
41  30  6.97857e+08
41  31  6.78543e+08
41  32  7.79072e+08
41  33  1.24446e+09
41  34  6.92069e+08
41  35  6.64301e+08
41  36  5.86636e+08
41  37  7.24035e+08
41  38  6.78985e+08
41  39  5.64647e+08
41  40  6.00713e+08
41  41  7.09305e+08
41  42  7.16138e+08
41  43  6.84774e+08
41  44  7.05098e+08
41  45  7.27616e+08
41  46  7.58173e+08
41  47  8.87529e+08
41  48  6.54753e+08
41  49  6.91947e+08
41  50  7.98142e+08
42  0  3.18867e+08
42  1  2.84777e+08
42  2  3.24243e+08
42  3  2.84734e+08
42  4  3.2753e+08
42  5  2.9647e+08
42  6  4.44857e+08
42  7  3.79903e+08
42  8  3.96709e+08
42  9  4.48535e+08
42  10  4.46845e+08
42  11  4.94852e+08
42  12  3.99305e+08
42  13  4.36422e+08
42  14  3.06955e+08
42  15  3.48279e+08
42  16  4.12551e+08
42  17  4.32011e+08
42  18  5.43011e+08
42  19  4.94848e+08
42  20  6.52948e+08
42  21  7.10504e+08
42  22  7.96567e+08
42  23  5.79038e+08
42  24  5.40326e+08
42  25  6.9732e+08
42  26  8.51532e+08
42  27  8.18274e+08
42  28  6.9439e+08
42  29  9.35848e+08
42  30  6.99398e+08
42  31  6.14355e+08
42  32  6.88084e+08
42  33  1.01048e+09
42  34  9.39062e+08
42  35  7.09967e+08
42  36  6.15011e+08
42  37  6.98084e+08
42  38  7.62144e+08
42  39  7.1496e+08
42  40  6.74307e+08
42  41  6.06441e+08
42  42  6.18031e+08
42  43  6.00362e+08
42  44  6.83352e+08
42  45  6.82562e+08
42  46  6.81622e+08
42  47  8.85333e+08
42  48  6.60923e+08
42  49  7.01805e+08
42  50  7.69871e+08
43  0  2.69965e+08
43  1  3.20859e+08
43  2  2.37312e+08
43  3  2.89352e+08
43  4  2.93927e+08
43  5  2.85492e+08
43  6  4.16555e+08
43  7  3.83549e+08
43  8  3.59332e+08
43  9  4.15592e+08
43  10  4.91453e+08
43  11  5.31367e+08
43  12  4.08396e+08
43  13  3.3898e+08
43  14  3.5777e+08
43  15  4.47076e+08
43  16  4.44395e+08
43  17  5.22821e+08
43  18  5.211e+08
43  19  5.13126e+08
43  20  5.25517e+08
43  21  6.00454e+08
43  22  7.28081e+08
43  23  6.55662e+08
43  24  6.60788e+08
43  25  6.45568e+08
43  26  8.32986e+08
43  27  7.75768e+08
43  28  8.02355e+08
43  29  8.01789e+08
43  30  7.30368e+08
43  31  6.71242e+08
43  32  5.99034e+08
43  33  8.78623e+08
43  34  8.02776e+08
43  35  6.87213e+08
43  36  7.36208e+08
43  37  7.29135e+08
43  38  6.95717e+08
43  39  6.52469e+08
43  40  5.84999e+08
43  41  6.20666e+08
43  42  5.20198e+08
43  43  5.64601e+08
43  44  5.49981e+08
43  45  6.67203e+08
43  46  7.20009e+08
43  47  1.10377e+09
43  48  6.50323e+08
43  49  6.74704e+08
43  50  8.05805e+08
44  0  2.74171e+08
44  1  3.08867e+08
44  2  2.43762e+08
44  3  2.5338e+08
44  4  3.34648e+08
44  5  4.24897e+08
44  6  3.32343e+08
44  7  2.82723e+08
44  8  3.64212e+08
44  9  4.80668e+08
44  10  4.49431e+08
44  11  6.01688e+08
44  12  3.86639e+08
44  13  3.89658e+08
44  14  3.27688e+08
44  15  4.31231e+08
44  16  4.95012e+08
44  17  4.30748e+08
44  18  3.74637e+08
44  19  5.32315e+08
44  20  5.2504e+08
44  21  5.63695e+08
44  22  4.60174e+08
44  23  4.47697e+08
44  24  5.32595e+08
44  25  5.88838e+08
44  26  7.69566e+08
44  27  7.37918e+08
44  28  7.76128e+08
44  29  8.33833e+08
44  30  6.86395e+08
44  31  7.60846e+08
44  32  6.16026e+08
44  33  8.55258e+08
44  34  7.84783e+08
44  35  6.3142e+08
44  36  6.00734e+08
44  37  7.35795e+08
44  38  6.67897e+08
44  39  5.76409e+08
44  40  5.21227e+08
44  41  5.10102e+08
44  42  4.89454e+08
44  43  5.43677e+08
44  44  5.55304e+08
44  45  5.14016e+08
44  46  4.59101e+08
44  47  1.10024e+09
44  48  8.33384e+08
44  49  6.18683e+08
44  50  7.41183e+08
45  0  3.27092e+08
45  1  2.78996e+08
45  2  3.2333e+08
45  3  2.64693e+08
45  4  2.67363e+08
45  5  2.77078e+08
45  6  3.25726e+08
45  7  3.41306e+08
45  8  2.92018e+08
45  9  4.33551e+08
45  10  5.76893e+08
45  11  5.99572e+08
45  12  4.267e+08
45  13  4.65152e+08
45  14  3.32442e+08
45  15  3.70766e+08
45  16  4.85302e+08
45  17  4.39858e+08
45  18  3.92916e+08
