row  column  (images_10_7103.edf Ca_K*images_10_7103.edf Ar_K**2.3)
22  31  6.85434e+09
22  32  7.01586e+09
22  33  5.91157e+09
22  34  5.36819e+09
22  35  7.08594e+09
22  36  7.93948e+09
22  37  6.45425e+09
22  38  6.90978e+09
22  39  7.76701e+09
22  40  7.18537e+09
22  41  6.82459e+09
22  42  7.40655e+09
22  43  5.58941e+09
22  44  5.15485e+09
22  45  6.14215e+09
22  46  5.51478e+09
22  47  4.89351e+09
22  48  4.50843e+09
22  49  5.01452e+09
22  50  7.07624e+09
23  0  6.8851e+09
23  1  5.92039e+09
23  2  6.50816e+09
23  3  7.93444e+09
23  4  7.58846e+09
23  5  7.40375e+09
23  6  8.12271e+09
23  7  7.11596e+09
23  8  8.20201e+09
23  9  8.04407e+09
23  10  7.93579e+09
23  11  8.69521e+09
23  12  8.28743e+09
23  13  7.05219e+09
23  14  6.71481e+09
23  15  6.3538e+09
23  16  6.38542e+09
23  17  7.67963e+09
23  18  7.57791e+09
23  19  7.18978e+09
23  20  7.1695e+09
23  21  7.28606e+09
23  22  8.11711e+09
23  23  7.66193e+09
23  24  7.60408e+09
23  25  8.12675e+09
23  26  8.31447e+09
23  27  7.34125e+09
23  28  7.30701e+09
23  29  7.45569e+09
23  30  6.71173e+09
23  31  6.33788e+09
23  32  6.58509e+09
23  33  5.67342e+09
23  34  5.25587e+09
23  35  7.56808e+09
23  36  8.57276e+09
23  37  6.94271e+09
23  38  7.09504e+09
23  39  8.04878e+09
23  40  6.72179e+09
23  41  6.77739e+09
23  42  7.1276e+09
23  43  5.25973e+09
23  44  5.61944e+09
23  45  6.38407e+09
23  46  5.51003e+09
23  47  5.21141e+09
23  48  4.15294e+09
23  49  5.59106e+09
23  50  8.14562e+09
24  0  6.60418e+09
24  1  5.78569e+09
24  2  6.60439e+09
24  3  7.3738e+09
24  4  7.07932e+09
24  5  7.50521e+09
24  6  7.69866e+09
24  7  7.58731e+09
24  8  8.45327e+09
24  9  8.30178e+09
24  10  8.7314e+09
24  11  8.2426e+09
24  12  8.78649e+09
24  13  7.14647e+09
24  14  6.50909e+09
24  15  6.66001e+09
24  16  6.31837e+09
24  17  7.68127e+09
24  18  7.42396e+09
24  19  6.19768e+09
24  20  6.56593e+09
24  21  7.6051e+09
24  22  7.61143e+09
24  23  7.55788e+09
24  24  8.10585e+09
24  25  8.50985e+09
24  26  8.15653e+09
24  27  6.9036e+09
24  28  7.83933e+09
24  29  7.49239e+09
24  30  7.37593e+09
24  31  6.43951e+09
24  32  6.77862e+09
24  33  5.55636e+09
24  34  5.33413e+09
24  35  7.95235e+09
24  36  8.9501e+09
24  37  6.74778e+09
24  38  6.89703e+09
24  39  8.03781e+09
24  40  7.28222e+09
24  41  6.91062e+09
24  42  7.6639e+09
24  43  5.92079e+09
24  44  5.33435e+09
24  45  7.10547e+09
24  46  5.84772e+09
24  47  5.39652e+09
24  48  4.23751e+09
24  49  5.25136e+09
24  50  7.59234e+09
25  0  6.11259e+09
25  1  5.32026e+09
25  2  6.35797e+09
25  3  7.98407e+09
25  4  7.21508e+09
25  5  6.81011e+09
25  6  7.6226e+09
25  7  7.22765e+09
25  8  7.52984e+09
25  9  8.33612e+09
25  10  9.4834e+09
25  11  8.84526e+09
25  12  7.83996e+09
25  13  7.30053e+09
25  14  7.01001e+09
25  15  6.73279e+09
25  16  7.26532e+09
25  17  7.62041e+09
25  18  7.35019e+09
25  19  6.60547e+09
25  20  6.40375e+09
25  21  7.94888e+09
25  22  7.51751e+09
25  23  8.13511e+09
25  24  7.97704e+09
25  25  8.01781e+09
25  26  8.22493e+09
25  27  6.84817e+09
25  28  8.18124e+09
25  29  7.77275e+09
25  30  6.78149e+09
25  31  7.09029e+09
25  32  6.98809e+09
25  33  5.15963e+09
25  34  5.971e+09
25  35  8.78754e+09
25  36  9.31384e+09
25  37  6.69606e+09
25  38  7.53788e+09
25  39  8.38528e+09
25  40  7.67194e+09
25  41  6.77865e+09
25  42  7.22391e+09
25  43  5.51122e+09
25  44  6.17747e+09
25  45  7.2036e+09
25  46  5.80046e+09
25  47  5.17976e+09
25  48  4.00217e+09
25  49  5.87948e+09
25  50  8.96515e+09
26  0  5.47e+09
26  1  5.19425e+09
26  2  6.94349e+09
26  3  7.59644e+09
26  4  6.82273e+09
26  5  6.86543e+09
26  6  7.424e+09
26  7  6.9204e+09
26  8  7.95185e+09
26  9  9.054e+09
26  10  8.24498e+09
26  11  8.47269e+09
26  12  8.67222e+09
26  13  7.08673e+09
26  14  6.47724e+09
26  15  7.1378e+09
26  16  7.38435e+09
26  17  8.02972e+09
26  18  6.76727e+09
26  19  6.63111e+09
26  20  6.22292e+09
26  21  8.24294e+09
26  22  7.7671e+09
26  23  8.25052e+09
26  24  8.41737e+09
26  25  8.05761e+09
26  26  8.55338e+09
26  27  8.10151e+09
26  28  8.61459e+09
26  29  7.88689e+09
26  30  7.72498e+09
26  31  7.36173e+09
26  32  6.74981e+09
26  33  4.9406e+09
26  34  5.85969e+09
26  35  8.75038e+09
26  36  8.87541e+09
26  37  7.19072e+09
26  38  7.04193e+09
26  39  8.9213e+09
26  40  8.15319e+09
26  41  7.14017e+09
26  42  7.65639e+09
26  43  6.17749e+09
26  44  6.28774e+09
26  45  7.93805e+09
26  46  5.69479e+09
26  47  5.39299e+09
26  48  4.9842e+09
26  49  5.54602e+09
26  50  8.54528e+09
27  0  4.32061e+09
27  1  4.7683e+09
27  2  6.21877e+09
27  3  7.17698e+09
27  4  6.77515e+09
27  5  7.51024e+09
27  6  6.6447e+09
27  7  6.6616e+09
27  8  8.12726e+09
27  9  8.86602e+09
27  10  8.61193e+09
27  11  8.4758e+09
27  12  8.3463e+09
27  13  6.77712e+09
27  14  6.49098e+09
27  15  7.80259e+09
27  16  7.73064e+09
27  17  8.10864e+09
27  18  6.64958e+09
27  19  6.12122e+09
27  20  6.3052e+09
27  21  7.77198e+09
27  22  8.26551e+09
27  23  7.99274e+09
27  24  8.34628e+09
27  25  8.26555e+09
27  26  8.6337e+09
27  27  8.71163e+09
27  28  8.9327e+09
27  29  8.56261e+09
27  30  7.30636e+09
27  31  6.91556e+09
27  32  6.52093e+09
27  33  5.29585e+09
27  34  6.05955e+09
27  35  9.43848e+09
27  36  8.446e+09
27  37  7.00754e+09
27  38  7.76474e+09
27  39  8.76779e+09
27  40  8.01742e+09
27  41  7.23683e+09
27  42  7.54452e+09
27  43  7.09154e+09
27  44  7.21108e+09
27  45  8.10076e+09
27  46  6.13858e+09
27  47  5.5535e+09
27  48  4.89777e+09
27  49  6.03665e+09
27  50  8.82832e+09
28  0  3.72253e+09
28  1  3.86794e+09
28  2  5.61486e+09
28  3  6.714e+09
28  4  6.0814e+09
28  5  6.85285e+09
28  6  6.13295e+09
28  7  6.6732e+09
28  8  8.55286e+09
28  9  8.18505e+09
28  10  8.12591e+09
28  11  8.39971e+09
28  12  8.20011e+09
28  13  7.3646e+09
28  14  6.44346e+09
28  15  7.51643e+09
28  16  7.96788e+09
28  17  8.04816e+09
28  18  7.07477e+09
28  19  6.0079e+09
28  20  6.28623e+09
28  21  7.84199e+09
28  22  8.89934e+09
28  23  8.48922e+09
28  24  7.88913e+09
28  25  7.8029e+09
28  26  9.09297e+09
28  27  8.73308e+09
28  28  8.96676e+09
28  29  8.64566e+09
28  30  7.72558e+09
28  31  6.99716e+09
28  32  6.27597e+09
28  33  5.04556e+09
28  34  5.62089e+09
28  35  9.29905e+09
28  36  9.06315e+09
28  37  7.42307e+09
28  38  7.65031e+09
28  39  8.42651e+09
28  40  8.6637e+09
28  41  7.93033e+09
28  42  7.77691e+09
28  43  7.61497e+09
28  44  6.80702e+09
28  45  8.39077e+09
28  46  7.3548e+09
28  47  5.93274e+09
28  48  5.19397e+09
28  49  5.83854e+09
28  50  8.38569e+09
29  0  3.53735e+09
29  1  3.64904e+09
29  2  4.71228e+09
29  3  5.89873e+09
29  4  6.06156e+09
29  5  6.21215e+09
29  6  6.11549e+09
29  7  6.23434e+09
29  8  7.2874e+09
29  9  8.05768e+09
29  10  8.38438e+09
29  11  8.24168e+09
29  12  8.59984e+09
29  13  7.92254e+09
29  14  6.87485e+09
29  15  8.60274e+09
29  16  7.54316e+09
29  17  7.95252e+09
29  18  7.61213e+09
29  19  6.69592e+09
29  20  6.24119e+09
29  21  8.82988e+09
29  22  8.79011e+09
29  23  8.80944e+09
29  24  8.17308e+09
29  25  7.91291e+09
29  26  8.55575e+09
29  27  9.41319e+09
29  28  8.61773e+09
29  29  8.91465e+09
29  30  7.967e+09
29  31  6.93337e+09
29  32  6.00224e+09
29  33  4.71523e+09
29  34  5.33344e+09
29  35  8.14129e+09
29  36  9.29376e+09
29  37  7.78367e+09
29  38  7.80608e+09
29  39  9.04999e+09
29  40  8.70387e+09
29  41  7.82537e+09
29  42  8.01493e+09
29  43  8.58399e+09
29  44  8.00366e+09
29  45  8.41198e+09
29  46  6.62738e+09
29  47  5.98911e+09
29  48  5.85894e+09
29  49  6.66172e+09
29  50  8.9376e+09
30  0  3.1905e+09
30  1  2.96088e+09
30  2  4.30459e+09
30  3  5.18168e+09
30  4  5.35232e+09
30  5  5.78277e+09
30  6  5.84145e+09
30  7  6.26088e+09
30  8  7.09075e+09
30  9  7.83228e+09
30  10  8.6208e+09
30  11  8.70748e+09
30  12  8.04997e+09
30  13  7.63815e+09
30  14  6.77853e+09
30  15  8.22387e+09
30  16  8.50257e+09
30  17  7.84423e+09
30  18  8.05114e+09
30  19  6.43505e+09
30  20  6.84145e+09
30  21  8.76307e+09
30  22  8.98853e+09
30  23  8.11023e+09
30  24  7.7902e+09
30  25  7.34701e+09
30  26  8.82452e+09
30  27  8.98162e+09
30  28  9.06327e+09
30  29  9.31487e+09
30  30  7.00717e+09
30  31  6.9892e+09
30  32  5.79127e+09
30  33  4.88936e+09
30  34  5.37602e+09
30  35  7.97901e+09
30  36  9.19966e+09
30  37  8.27132e+09
30  38  9.05522e+09
30  39  8.95724e+09
30  40  8.81226e+09
30  41  6.98439e+09
30  42  8.46226e+09
30  43  9.35427e+09
30  44  7.78281e+09
30  45  8.8578e+09
30  46  7.77568e+09
30  47  6.63564e+09
30  48  6.3453e+09
30  49  7.12831e+09
30  50  8.44877e+09
31  0  2.72182e+09
31  1  2.45106e+09
31  2  3.33609e+09
31  3  4.32478e+09
31  4  4.23053e+09
31  5  4.30694e+09
31  6  4.99216e+09
31  7  5.33926e+09
31  8  6.18865e+09
31  9  7.32261e+09
31  10  8.24718e+09
31  11  7.36512e+09
31  12  7.55943e+09
31  13  7.0449e+09
31  14  6.40954e+09
31  15  7.73482e+09
31  16  8.54171e+09
31  17  7.50723e+09
31  18  7.44923e+09
31  19  7.55243e+09
31  20  7.41477e+09
31  21  8.59568e+09
31  22  9.68328e+09
31  23  8.56814e+09
31  24  7.7918e+09
31  25  7.02495e+09
31  26  8.56197e+09
31  27  8.32726e+09
31  28  9.16589e+09
31  29  8.46743e+09
31  30  6.7232e+09
31  31  7.29028e+09
31  32  5.75229e+09
31  33  4.8144e+09
31  34  4.99467e+09
31  35  8.43684e+09
31  36  9.33827e+09
31  37  9.21074e+09
31  38  9.28451e+09
31  39  9.11103e+09
31  40  9.38604e+09
31  41  7.59265e+09
31  42  8.22467e+09
31  43  9.43426e+09
31  44  8.7602e+09
31  45  9.0732e+09
31  46  7.58469e+09
31  47  7.54136e+09
31  48  6.99891e+09
31  49  7.88531e+09
31  50  8.59796e+09
32  0  2.53256e+09
32  1  2.45391e+09
32  2  2.76632e+09
32  3  3.36268e+09
32  4  3.62812e+09
32  5  3.83056e+09
32  6  4.3087e+09
32  7  4.36057e+09
32  8  5.32926e+09
32  9  5.73996e+09
32  10  6.73197e+09
32  11  6.98947e+09
32  12  6.77832e+09
32  13  6.68839e+09
32  14  6.14328e+09
32  15  7.43037e+09
32  16  7.81122e+09
32  17  7.36534e+09
32  18  7.23024e+09
32  19  7.29071e+09
32  20  7.15501e+09
32  21  9.15796e+09
32  22  1.04907e+10
32  23  8.91866e+09
32  24  7.66484e+09
32  25  6.55855e+09
32  26  8.12945e+09
32  27  8.70191e+09
32  28  9.38777e+09
32  29  9.28914e+09
32  30  7.12314e+09
32  31  7.30783e+09
32  32  6.44494e+09
32  33  5.49214e+09
32  34  4.31404e+09
32  35  6.68332e+09
32  36  1.01095e+10
32  37  9.34794e+09
32  38  9.53555e+09
32  39  1.00961e+10
32  40  9.43275e+09
32  41  7.66518e+09
32  42  8.62219e+09
32  43  9.60551e+09
32  44  9.56449e+09
32  45  8.55315e+09
32  46  7.25997e+09
32  47  7.74971e+09
32  48  7.61902e+09
32  49  8.04773e+09
32  50  8.45565e+09
33  0  2.1743e+09
33  1  1.87795e+09
33  2  2.45567e+09
33  3  2.70713e+09
33  4  3.12367e+09
33  5  3.30114e+09
33  6  3.48472e+09
33  7  3.63711e+09
33  8  4.40236e+09
33  9  5.10187e+09
33  10  5.62209e+09
33  11  5.85393e+09
33  12  5.74403e+09
33  13  5.62576e+09
33  14  5.74007e+09
33  15  7.40877e+09
33  16  8.08912e+09
33  17  6.82994e+09
33  18  6.63538e+09
33  19  7.04306e+09
33  20  7.96597e+09
33  21  9.61169e+09
33  22  1.00992e+10
33  23  8.41466e+09
33  24  7.04797e+09
33  25  6.64605e+09
33  26  8.09412e+09
33  27  8.2561e+09
33  28  9.64749e+09
33  29  8.93272e+09
33  30  7.17843e+09
33  31  7.68833e+09
33  32  6.613e+09
33  33  4.96878e+09
33  34  5.26233e+09
33  35  7.43037e+09
33  36  9.55927e+09
33  37  9.33402e+09
33  38  9.39302e+09
33  39  9.63277e+09
33  40  9.35824e+09
33  41  7.64559e+09
33  42  8.77318e+09
33  43  9.27336e+09
33  44  8.95254e+09
33  45  8.50742e+09
33  46  7.89592e+09
33  47  8.50223e+09
33  48  8.58196e+09
33  49  8.65651e+09
33  50  8.52903e+09
34  0  2.02338e+09
34  1  1.89136e+09
34  2  2.09459e+09
34  3  2.40998e+09
34  4  2.49044e+09
34  5  2.94331e+09
34  6  2.82325e+09
34  7  3.00052e+09
34  8  3.62005e+09
34  9  4.00097e+09
34  10  4.61926e+09
34  11  4.97105e+09
34  12  5.50402e+09
34  13  4.79062e+09
34  14  5.36138e+09
34  15  6.43573e+09
34  16  7.40677e+09
34  17  6.49105e+09
34  18  7.679e+09
34  19  7.18473e+09
34  20  7.94652e+09
34  21  9.66919e+09
34  22  9.17915e+09
34  23  7.91781e+09
34  24  6.45793e+09
34  25  6.89596e+09
34  26  8.43024e+09
34  27  8.19333e+09
34  28  8.82927e+09
34  29  9.12635e+09
34  30  7.3566e+09
34  31  7.92935e+09
34  32  6.61693e+09
34  33  4.93475e+09
34  34  4.85408e+09
34  35  6.53444e+09
34  36  8.08281e+09
34  37  9.36864e+09
34  38  9.31555e+09
34  39  9.87971e+09
34  40  1.04936e+10
34  41  8.46984e+09
34  42  8.58682e+09
34  43  1.00982e+10
34  44  1.10584e+10
34  45  9.83853e+09
34  46  7.65981e+09
34  47  8.70831e+09
34  48  8.39992e+09
34  49  8.93803e+09
34  50  8.91218e+09
35  0  1.95931e+09
35  1  1.76161e+09
35  2  1.82278e+09
35  3  2.12896e+09
35  4  2.22458e+09
35  5  2.36828e+09
35  6  2.21691e+09
35  7  2.54458e+09
35  8  3.19679e+09
35  9  3.81832e+09
35  10  3.83505e+09
35  11  4.01409e+09
35  12  4.44465e+09
35  13  4.28642e+09
35  14  4.67699e+09
35  15  5.6855e+09
35  16  6.55344e+09
35  17  6.03715e+09
35  18  7.08294e+09
35  19  8.37176e+09
35  20  8.13245e+09
35  21  9.22558e+09
35  22  8.75142e+09
35  23  7.0943e+09
35  24  6.46114e+09
35  25  6.85032e+09
35  26  8.06377e+09
35  27  8.52371e+09
35  28  9.14793e+09
35  29  8.31866e+09
35  30  7.7193e+09
35  31  8.00727e+09
35  32  6.65199e+09
35  33  5.29643e+09
35  34  5.08685e+09
35  35  6.58138e+09
35  36  9.39079e+09
35  37  9.87603e+09
35  38  9.70278e+09
35  39  1.00055e+10
35  40  9.0838e+09
35  41  8.12038e+09
35  42  8.80109e+09
35  43  9.98733e+09
35  44  1.00424e+10
35  45  9.30371e+09
35  46  8.3185e+09
35  47  9.22153e+09
35  48  8.98857e+09
35  49  1.02204e+10
35  50  8.74574e+09
36  0  1.60411e+09
36  1  1.48502e+09
36  2  1.52658e+09
36  3  1.89058e+09
36  4  1.80793e+09
36  5  2.05845e+09
36  6  1.95086e+09
36  7  1.99648e+09
36  8  2.60007e+09
36  9  3.12968e+09
36  10  3.29727e+09
36  11  3.78981e+09
36  12  3.79039e+09
36  13  3.68081e+09
36  14  3.99821e+09
36  15  5.04558e+09
36  16  6.09155e+09
36  17  5.50893e+09
36  18  6.67989e+09
36  19  7.60492e+09
36  20  8.17742e+09
36  21  8.62141e+09
36  22  9.00211e+09
36  23  7.15788e+09
36  24  5.78555e+09
36  25  6.95714e+09
36  26  7.6706e+09
36  27  8.8066e+09
36  28  8.77504e+09
36  29  8.84867e+09
36  30  7.29796e+09
36  31  8.16164e+09
36  32  6.71827e+09
36  33  5.38009e+09
36  34  5.02729e+09
36  35  5.49524e+09
36  36  8.71192e+09
36  37  8.85284e+09
36  38  9.99353e+09
36  39  8.67677e+09
36  40  9.4274e+09
36  41  8.91562e+09
36  42  8.06069e+09
36  43  9.98871e+09
36  44  1.02653e+10
36  45  8.64941e+09
36  46  8.3106e+09
36  47  8.69019e+09
36  48  9.4855e+09
36  49  1.01835e+10
36  50  9.15042e+09
37  0  1.53595e+09
37  1  1.36187e+09
37  2  1.59962e+09
37  3  1.68619e+09
37  4  1.55834e+09
37  5  1.7343e+09
37  6  1.63513e+09
37  7  1.72361e+09
37  8  2.27578e+09
37  9  2.54972e+09
37  10  2.85693e+09
37  11  2.92096e+09
37  12  3.12133e+09
37  13  3.0915e+09
37  14  3.43598e+09
37  15  4.41558e+09
37  16  5.1847e+09
37  17  5.24157e+09
37  18  6.46601e+09
37  19  7.1418e+09
37  20  7.96029e+09
37  21  8.95592e+09
37  22  8.37393e+09
37  23  7.50606e+09
37  24  5.185e+09
37  25  6.42547e+09
37  26  8.16499e+09
37  27  8.41536e+09
37  28  9.07333e+09
37  29  8.9386e+09
37  30  8.15842e+09
37  31  7.92714e+09
37  32  6.75042e+09
37  33  5.80385e+09
37  34  5.35358e+09
37  35  6.22447e+09
37  36  8.05818e+09
37  37  8.92297e+09
37  38  8.99899e+09
37  39  9.57847e+09
37  40  9.38207e+09
37  41  9.15129e+09
37  42  7.91115e+09
37  43  9.92123e+09
37  44  9.18472e+09
37  45  8.82207e+09
37  46  7.94254e+09
37  47  8.6737e+09
37  48  9.27259e+09
37  49  9.08576e+09
37  50  9.12851e+09
38  0  1.18101e+09
38  1  1.11925e+09
38  2  1.39518e+09
38  3  1.38808e+09
38  4  1.3767e+09
38  5  1.54632e+09
38  6  1.3947e+09
38  7  1.62811e+09
38  8  1.88289e+09
38  9  2.24548e+09
38  10  2.46988e+09
38  11  2.55991e+09
38  12  2.60782e+09
38  13  2.71508e+09
38  14  2.96953e+09
38  15  3.72012e+09
38  16  4.71106e+09
38  17  4.67798e+09
38  18  5.77957e+09
38  19  6.92357e+09
38  20  7.28151e+09
38  21  7.87886e+09
38  22  8.77371e+09
38  23  6.7152e+09
38  24  5.05997e+09
38  25  7.35845e+09
38  26  8.79166e+09
38  27  8.42946e+09
38  28  7.7361e+09
38  29  9.1518e+09
38  30  7.34823e+09
38  31  8.06271e+09
38  32  7.01638e+09
38  33  6.60488e+09
38  34  5.81269e+09
38  35  5.82263e+09
38  36  8.07589e+09
38  37  8.78249e+09
38  38  9.11757e+09
38  39  9.7828e+09
38  40  9.51996e+09
38  41  8.68549e+09
38  42  7.53591e+09
38  43  8.4631e+09
38  44  8.96604e+09
38  45  9.42365e+09
38  46  7.97406e+09
38  47  9.01753e+09
38  48  9.56512e+09
38  49  9.49926e+09
38  50  8.68188e+09
39  0  1.00702e+09
39  1  9.85748e+08
39  2  1.08727e+09
39  3  1.37151e+09
39  4  1.24401e+09
39  5  1.26747e+09
39  6  1.39275e+09
39  7  1.51546e+09
39  8  1.73591e+09
39  9  1.78835e+09
39  10  2.02133e+09
39  11  2.19105e+09
39  12  2.17075e+09
39  13  2.18744e+09
39  14  2.58646e+09
39  15  3.28153e+09
39  16  3.87599e+09
39  17  4.03665e+09
39  18  5.21227e+09
39  19  6.31902e+09
39  20  6.77768e+09
39  21  8.26266e+09
39  22  8.18066e+09
39  23  5.91073e+09
39  24  5.11804e+09
39  25  7.53849e+09
39  26  8.71264e+09
39  27  8.57711e+09
39  28  8.58181e+09
39  29  7.85746e+09
39  30  7.33486e+09
39  31  7.34983e+09
39  32  6.77624e+09
39  33  5.92806e+09
39  34  5.55949e+09
39  35  5.96091e+09
39  36  7.37328e+09
39  37  8.61694e+09
39  38  8.39935e+09
39  39  9.00556e+09
39  40  8.995e+09
39  41  8.68516e+09
39  42  7.69555e+09
39  43  8.91814e+09
39  44  8.90603e+09
39  45  8.20793e+09
39  46  7.83564e+09
39  47  9.11427e+09
39  48  9.17739e+09
39  49  8.92305e+09
39  50  8.94257e+09
40  0  8.37925e+08
40  1  8.29972e+08
40  2  9.41944e+08
40  3  1.12048e+09
40  4  1.16908e+09
40  5  1.31744e+09
40  6  1.06552e+09
40  7  1.11532e+09
40  8  1.48241e+09
40  9  1.59609e+09
40  10  1.84939e+09
40  11  1.74122e+09
40  12  1.96851e+09
40  13  2.05613e+09
40  14  2.33042e+09
40  15  3.04299e+09
40  16  3.40953e+09
40  17  3.72905e+09
40  18  4.26696e+09
40  19  5.50994e+09
40  20  6.50581e+09
40  21  7.12607e+09
40  22  8.31665e+09
40  23  6.26867e+09
40  24  5.30753e+09
40  25  6.83881e+09
40  26  8.28875e+09
40  27  8.3424e+09
40  28  8.73265e+09
40  29  7.52666e+09
40  30  6.9144e+09
40  31  6.81539e+09
40  32  6.1882e+09
40  33  7.0336e+09
40  34  6.0433e+09
40  35  5.68308e+09
40  36  6.75714e+09
40  37  7.77599e+09
40  38  8.16351e+09
40  39  8.87993e+09
40  40  8.10022e+09
40  41  7.87958e+09
40  42  7.6744e+09
40  43  8.16202e+09
40  44  8.06058e+09
40  45  7.70669e+09
40  46  7.78912e+09
40  47  8.46393e+09
40  48  8.0763e+09
40  49  8.51635e+09
40  50  8.36654e+09
41  0  8.45074e+08
41  1  8.64056e+08
41  2  8.3652e+08
41  3  9.39208e+08
41  4  9.00506e+08
41  5  9.68789e+08
41  6  9.33131e+08
41  7  1.10284e+09
41  8  1.21765e+09
41  9  1.28459e+09
41  10  1.44194e+09
41  11  1.61101e+09
41  12  1.60763e+09
41  13  1.71188e+09
41  14  2.03774e+09
41  15  2.6201e+09
41  16  3.22879e+09
41  17  2.95429e+09
41  18  4.21334e+09
41  19  4.84069e+09
41  20  5.95281e+09
41  21  7.01648e+09
41  22  7.59e+09
41  23  5.99836e+09
41  24  5.08352e+09
41  25  7.14749e+09
41  26  8.42887e+09
41  27  8.36114e+09
41  28  9.23332e+09
41  29  7.71828e+09
41  30  6.50433e+09
41  31  6.10114e+09
41  32  6.5022e+09
41  33  7.07178e+09
41  34  6.40665e+09
41  35  6.35866e+09
41  36  6.52705e+09
41  37  8.23069e+09
41  38  7.93638e+09
41  39  7.76752e+09
41  40  7.8482e+09
41  41  7.39642e+09
41  42  7.58173e+09
41  43  7.04082e+09
41  44  7.85843e+09
41  45  7.16053e+09
41  46  7.18523e+09
41  47  7.92347e+09
41  48  7.9126e+09
41  49  8.36995e+09
41  50  8.34381e+09
42  0  6.3451e+08
42  1  6.40168e+08
42  2  7.11713e+08
42  3  8.09166e+08
42  4  8.63353e+08
42  5  8.80656e+08
42  6  8.48283e+08
42  7  9.98758e+08
42  8  1.04006e+09
42  9  9.95962e+08
42  10  1.25289e+09
42  11  1.40669e+09
42  12  1.48365e+09
42  13  1.64277e+09
42  14  1.49801e+09
42  15  2.07841e+09
42  16  2.63642e+09
42  17  2.78055e+09
42  18  3.41158e+09
42  19  4.17164e+09
42  20  4.82339e+09
42  21  5.64253e+09
42  22  6.89792e+09
42  23  5.93509e+09
42  24  4.48726e+09
42  25  6.45406e+09
42  26  8.62877e+09
42  27  8.96022e+09
42  28  7.6391e+09
42  29  8.08634e+09
42  30  6.9409e+09
42  31  6.273e+09
42  32  5.63356e+09
42  33  6.86453e+09
42  34  7.4474e+09
42  35  6.31904e+09
42  36  6.21233e+09
42  37  7.55065e+09
42  38  7.80103e+09
42  39  7.52506e+09
42  40  7.28481e+09
42  41  6.84335e+09
42  42  5.98542e+09
42  43  6.25034e+09
42  44  6.42869e+09
42  45  6.12019e+09
42  46  6.06299e+09
42  47  6.31571e+09
42  48  6.97203e+09
42  49  7.11626e+09
42  50  7.8731e+09
43  0  5.45837e+08
43  1  5.47824e+08
43  2  5.63143e+08
43  3  6.76112e+08
43  4  6.78552e+08
43  5  6.58921e+08
43  6  6.6779e+08
43  7  7.79671e+08
43  8  9.16547e+08
43  9  1.03136e+09
43  10  1.11995e+09
43  11  1.11806e+09
43  12  1.20755e+09
43  13  1.26449e+09
43  14  1.41584e+09
43  15  1.9709e+09
43  16  2.23287e+09
43  17  2.51272e+09
43  18  3.43992e+09
43  19  3.89828e+09
43  20  4.76681e+09
43  21  5.22506e+09
43  22  6.2879e+09
43  23  5.09441e+09
43  24  5.09424e+09
43  25  5.8894e+09
43  26  7.89832e+09
43  27  8.07229e+09
43  28  7.82498e+09
43  29  7.7124e+09
43  30  7.26091e+09
43  31  5.87143e+09
43  32  5.50121e+09
43  33  6.64022e+09
43  34  6.32718e+09
43  35  6.38656e+09
43  36  6.32734e+09
43  37  7.04842e+09
43  38  7.77738e+09
43  39  6.8601e+09
43  40  6.09448e+09
43  41  6.09741e+09
43  42  5.54479e+09
43  43  5.59896e+09
43  44  5.23893e+09
43  45  5.27362e+09
43  46  5.40626e+09
43  47  6.15655e+09
43  48  5.98994e+09
43  49  6.77114e+09
43  50  6.8395e+09
44  0  5.07174e+08
44  1  4.5755e+08
44  2  4.97396e+08
44  3  5.52361e+08
44  4  5.58651e+08
44  5  6.45567e+08
44  6  5.19976e+08
44  7  7.05085e+08
44  8  7.11284e+08
44  9  8.64146e+08
44  10  9.02283e+08
44  11  1.00822e+09
44  12  1.11542e+09
44  13  1.18832e+09
44  14  1.28237e+09
44  15  1.59455e+09
44  16  2.01817e+09
44  17  2.08922e+09
44  18  2.9073e+09
44  19  3.7163e+09
44  20  4.08575e+09
44  21  4.63102e+09
44  22  4.83474e+09
44  23  3.95797e+09
44  24  3.98431e+09
44  25  5.52212e+09
44  26  6.97139e+09
44  27  7.07105e+09
44  28  6.89008e+09
44  29  7.03165e+09
44  30  6.47304e+09
44  31  6.0498e+09
44  32  5.21376e+09
44  33  5.89835e+09
44  34  5.77776e+09
44  35  5.70427e+09
44  36  5.5738e+09
44  37  6.32989e+09
44  38  5.89095e+09
44  39  5.99331e+09
44  40  5.28794e+09
44  41  4.92257e+09
44  42  4.32545e+09
44  43  4.77789e+09
44  44  4.33921e+09
44  45  4.43083e+09
44  46  4.06714e+09
44  47  4.94346e+09
44  48  5.22128e+09
44  49  5.27777e+09
44  50  6.08649e+09
45  0  3.89009e+08
45  1  3.79682e+08
45  2  3.68668e+08
45  3  5.04851e+08
45  4  4.98366e+08
45  5  5.27753e+08
45  6  5.68635e+08
45  7  6.12345e+08
45  8  5.49402e+08
45  9  7.36308e+08
45  10  8.05187e+08
45  11  8.69098e+08
45  12  1.00275e+09
45  13  1.12587e+09
45  14  1.18494e+09
45  15  1.48429e+09
45  16  2.0839e+09
45  17  1.82391e+09
45  18  2.49324e+09
45  19  3.06022e+09
45  20  3.34313e+09
45  21  3.6319e+09
