row  column  (images_10_7103.edf Cu_K*images_10_7103.edf Ar_K**2.3)
29  36  0
29  37  6.75078e+06
29  38  0
29  39  5.35665e+07
29  40  6.51432e+07
29  41  5.03636e+07
29  42  0
29  43  0
29  44  4.20572e+07
29  45  5.05534e+07
29  46  2.63634e+07
29  47  1.72016e+07
29  48  0
29  49  0
29  50  0
30  0  2.76467e+07
30  1  1.19637e+07
30  2  4.47137e+06
30  3  0
30  4  6.10419e+07
30  5  4.53605e+07
30  6  0
30  7  3.77679e+07
30  8  0
30  9  3.92143e+07
30  10  5.70849e+07
30  11  8.99165e+06
30  12  7.1052e+07
30  13  0
30  14  0
30  15  5.15926e+07
30  16  0
30  17  3.87246e+07
30  18  5.22445e+07
30  19  0
30  20  0
30  21  2.62363e+07
30  22  8.40057e+07
30  23  1.98496e+07
30  24  5.23426e+07
30  25  2.5549e+07
30  26  5.43509e+07
30  27  5.4906e+07
30  28  1.25002e+08
30  29  0
30  30  0
30  31  0
30  32  7.5264e+06
30  33  3.15927e+06
30  34  0
30  35  0
30  36  4.55281e+07
30  37  3.03209e+07
30  38  6.59978e+07
30  39  1.53504e+07
30  40  3.10868e+07
30  41  2.35161e+07
30  42  1.44549e+07
30  43  0
30  44  4.47816e+06
30  45  0
30  46  4.07465e+07
30  47  0
30  48  3.14412e+06
30  49  0
30  50  8.88573e+07
31  0  0
31  1  1.86127e+07
31  2  0
31  3  0
31  4  0
31  5  0
31  6  1.84831e+07
31  7  0
31  8  7.84971e+06
31  9  8.25745e+06
31  10  0
31  11  0
31  12  0
31  13  5.6853e+07
31  14  2.39428e+06
31  15  9.5947e+07
31  16  6.91393e+07
31  17  0
31  18  0
31  19  4.85631e+06
31  20  1.10745e+06
31  21  5.60372e+06
31  22  7.35206e+07
31  23  1.50372e+07
31  24  9.52746e+06
31  25  1.01127e+08
31  26  801484
31  27  5.27986e+07
31  28  8.96861e+07
31  29  0
31  30  0
31  31  0
31  32  0
31  33  5.21917e+06
31  34  0
31  35  8.23275e+06
31  36  4.09703e+07
31  37  0
31  38  0
31  39  9.42327e+07
31  40  0
31  41  0
31  42  0
31  43  0
31  44  1.45912e+07
31  45  0
31  46  2.28966e+07
31  47  0
31  48  0
31  49  0
31  50  5.55777e+07
32  0  0
32  1  0
32  2  0
32  3  0
32  4  0
32  5  6.51945e+07
32  6  0
32  7  0
32  8  0
32  9  0
32  10  0
32  11  0
32  12  0
32  13  3.69449e+07
32  14  0
32  15  8.84878e+06
32  16  0
32  17  3.54814e+07
32  18  2.59033e+07
32  19  2.05597e+07
32  20  5.53386e+06
32  21  7.88015e+07
32  22  3.94788e+07
32  23  0
32  24  1.40419e+07
32  25  0
32  26  7.57252e+06
32  27  5.93716e+07
32  28  6.96542e+07
32  29  5.48823e+07
32  30  3.62509e+07
32  31  0
32  32  2.87509e+07
32  33  0
32  34  2.68394e+07
32  35  0
32  36  3.52328e+07
32  37  1.09985e+07
32  38  2.4945e+07
32  39  7.46366e+07
32  40  9.28251e+07
32  41  4.17022e+07
32  42  0
32  43  4.69936e+07
32  44  3.02626e+07
32  45  1.79054e+07
32  46  0
32  47  1.12728e+07
32  48  0
32  49  2.46193e+07
32  50  2.28236e+07
33  0  1.11114e+07
33  1  0
33  2  0
33  3  0
33  4  0
33  5  5.03938e+07
33  6  0
33  7  1.08716e+08
33  8  0
33  9  1.06522e+08
33  10  0
33  11  0
33  12  5.68382e+07
33  13  3.69981e+07
33  14  0
33  15  4.02607e+07
33  16  0
33  17  0
33  18  4.7291e+07
33  19  3.74353e+07
33  20  5.62396e+07
33  21  4.42431e+07
33  22  4.70796e+07
33  23  0
33  24  0
33  25  1.17442e+06
33  26  0
33  27  9.54158e+07
33  28  2.75543e+07
33  29  7.78719e+07
33  30  1.18337e+07
33  31  0
33  32  0
33  33  4.58584e+06
33  34  6.78942e+07
33  35  0
33  36  4.70712e+07
33  37  1.79768e+07
33  38  1.58839e+07
33  39  4.57677e+07
33  40  0
33  41  2.76405e+07
33  42  4.12407e+07
33  43  5.47556e+07
33  44  5.89903e+07
33  45  2.21789e+07
33  46  0
33  47  0
33  48  0
33  49  1.72654e+07
33  50  3.23564e+07
34  0  0
34  1  0
34  2  1.63169e+07
34  3  0
34  4  0
34  5  1.38712e+07
34  6  4.33881e+06
34  7  0
34  8  0
34  9  0
34  10  3.20612e+06
34  11  2.98186e+07
34  12  0
34  13  1.39517e+07
34  14  0
34  15  0
34  16  0
34  17  0
34  18  0
34  19  0
34  20  0
34  21  1.16212e+07
34  22  5.67179e+06
34  23  7.06207e+07
34  24  0
34  25  0
34  26  7.42931e+07
34  27  3.66097e+07
34  28  9.50378e+06
34  29  6.11186e+07
34  30  0
34  31  0
34  32  5.18282e+07
34  33  0
34  34  0
34  35  2.04332e+07
34  36  8.93691e+07
34  37  0
34  38  3.1339e+07
34  39  3.91652e+07
34  40  3.23499e+07
34  41  1.97858e+07
34  42  0
34  43  8.4004e+07
34  44  0
34  45  0
34  46  0
34  47  4.25571e+06
34  48  0
34  49  0
34  50  2.28259e+07
35  0  6.06867e+07
35  1  0
35  2  1.80723e+07
35  3  0
35  4  0
35  5  0
35  6  0
35  7  0
35  8  0
35  9  0
35  10  3.61268e+06
35  11  0
35  12  4.98564e+06
35  13  5.00235e+07
35  14  0
35  15  4.64146e+06
35  16  2.28343e+07
35  17  4.68633e+07
35  18  0
35  19  0
35  20  9.08673e+07
35  21  8.51342e+06
35  22  2.45936e+06
35  23  0
35  24  1.61447e+07
35  25  0
35  26  7.33348e+07
35  27  5.85546e+07
35  28  6.43157e+07
35  29  7.31477e+06
35  30  0
35  31  0
35  32  0
35  33  2.25497e+06
35  34  6.83547e+07
35  35  0
35  36  8.07194e+06
35  37  0
35  38  1.16062e+07
35  39  9.92961e+06
35  40  5.4058e+07
35  41  7.39758e+07
35  42  9.66008e+07
35  43  1.91444e+07
35  44  2.9399e+07
35  45  3.33144e+07
35  46  1.11673e+07
35  47  5.62441e+07
35  48  5.17611e+07
35  49  0
35  50  1.07056e+07
36  0  0
36  1  0
36  2  0
36  3  0
36  4  0
36  5  3.89644e+07
36  6  0
36  7  0
36  8  3.59095e+07
36  9  0
36  10  2.38004e+07
36  11  0
36  12  0
36  13  4.27681e+07
36  14  0
36  15  1.60594e+07
36  16  2.76277e+07
36  17  5.96601e+06
36  18  2.35118e+07
36  19  0
36  20  6.24781e+06
36  21  7.52213e+07
36  22  2.49559e+07
36  23  3.13711e+07
36  24  5.79955e+06
36  25  3.04254e+06
36  26  2.10964e+07
36  27  5.49306e+07
36  28  0
36  29  4.18925e+07
36  30  3.37344e+07
36  31  0
36  32  0
36  33  2.83015e+07
36  34  0
36  35  4.85253e+07
36  36  8.5843e+07
36  37  0
36  38  0
36  39  4.82537e+07
36  40  4.19202e+06
36  41  5.43862e+07
36  42  3.04993e+07
36  43  0
36  44  0
36  45  1.67707e+06
36  46  2.51808e+07
36  47  5.32322e+07
36  48  0
36  49  8.04508e+06
36  50  6.11194e+07
37  0  0
37  1  0
37  2  0
37  3  0
37  4  0
37  5  0
37  6  0
37  7  3.80655e+06
37  8  0
37  9  3.65097e+06
37  10  0
37  11  43864.7
37  12  0
37  13  0
37  14  0
37  15  0
37  16  0
37  17  0
37  18  1.82863e+06
37  19  1.18334e+06
37  20  9.35869e+07
37  21  3.68336e+07
37  22  0
37  23  1.2485e+07
37  24  6.97423e+06
37  25  4.49865e+07
37  26  5.93482e+07
37  27  0
37  28  0
37  29  2.87905e+07
37  30  1.04448e+07
37  31  6.80359e+07
37  32  0
37  33  2.28224e+07
37  34  0
37  35  2.0502e+07
37  36  1.04999e+07
37  37  0
37  38  0
37  39  0
37  40  1.17483e+08
37  41  1.02654e+07
37  42  0
37  43  2.32919e+07
37  44  6.47606e+06
37  45  5.54671e+07
37  46  6.49393e+07
37  47  5.77692e+07
37  48  1.48154e+06
37  49  1.06164e+07
37  50  2.78722e+07
38  0  5.58854e+07
38  1  0
38  2  0
38  3  0
38  4  0
38  5  0
38  6  0
38  7  0
38  8  0
38  9  5.55244e+07
38  10  0
38  11  0
38  12  222088
38  13  0
38  14  0
38  15  0
38  16  0
38  17  0
38  18  4.85231e+07
38  19  0
38  20  0
38  21  0
38  22  3.10001e+07
38  23  1.18588e+06
38  24  4.31549e+07
38  25  2.79203e+07
38  26  5.71363e+06
38  27  3.53195e+07
38  28  8.35079e+07
38  29  2.34093e+07
38  30  5.8908e+06
38  31  0
38  32  6.8487e+07
38  33  0
38  34  0
38  35  0
38  36  2.62782e+07
38  37  7.25049e+07
38  38  0
38  39  5.31434e+07
38  40  5.98089e+07
38  41  5.6456e+07
38  42  0
38  43  5.98824e+07
38  44  4.42845e+07
38  45  0
38  46  0
38  47  2.55545e+07
38  48  6.81409e+07
38  49  2.3009e+07
38  50  4.37005e+07
39  0  0
39  1  0
39  2  0
39  3  0
39  4  2.05304e+07
39  5  0
39  6  0
39  7  0
39  8  0
39  9  0
39  10  0
39  11  7.7485e+06
39  12  0
39  13  0
39  14  2.44491e+07
39  15  0
39  16  0
39  17  0
39  18  3.35839e+07
39  19  7.85138e+07
39  20  0
39  21  0
39  22  0
39  23  0
39  24  1.25744e+07
39  25  2.96277e+07
39  26  9.43673e+06
39  27  0
39  28  1.82469e+07
39  29  0
39  30  2.7974e+07
39  31  1.09189e+07
39  32  0
39  33  4.86049e+07
39  34  3.70769e+06
39  35  0
39  36  2.69364e+07
39  37  0
39  38  3.18664e+07
39  39  0
39  40  5.99178e+07
39  41  2.6801e+07
39  42  0
39  43  0
39  44  2.01992e+06
39  45  1.591e+07
39  46  9.83868e+06
39  47  0
39  48  4.08393e+07
39  49  0
39  50  8.86433e+07
40  0  0
40  1  0
40  2  0
40  3  0
40  4  0
40  5  0
40  6  6.04204e+06
40  7  0
40  8  0
40  9  2.25742e+07
40  10  0
40  11  2.99773e+07
40  12  4.71186e+07
40  13  0
40  14  0
40  15  0
40  16  0
40  17  0
40  18  2.04169e+07
40  19  0
40  20  5.67193e+07
40  21  5.82759e+07
40  22  0
40  23  0
40  24  0
40  25  2.39e+07
40  26  5.38434e+07
40  27  2.56529e+07
40  28  1.13069e+07
40  29  2.34761e+07
40  30  0
40  31  0
40  32  0
40  33  1.54024e+07
40  34  0
40  35  5.23051e+07
40  36  0
40  37  3.25496e+07
40  38  6.46045e+07
40  39  6.93811e+07
40  40  3.76834e+07
40  41  4.16703e+07
40  42  0
40  43  0
40  44  9.49334e+06
40  45  0
40  46  0
40  47  4.14381e+06
40  48  0
40  49  2.93445e+07
40  50  0
41  0  2.44145e+06
41  1  0
41  2  4.63046e+07
41  3  0
41  4  0
41  5  0
41  6  8.66031e+06
41  7  0
41  8  6.28222e+07
41  9  0
41  10  0
41  11  0
41  12  0
41  13  0
41  14  0
41  15  0
41  16  0
41  17  0
41  18  2.66138e+07
41  19  1.38421e+07
41  20  0
41  21  0
41  22  1.35977e+07
41  23  0
41  24  1.89885e+07
41  25  0
41  26  0
41  27  6.21958e+07
41  28  3.55905e+06
41  29  2.2152e+07
41  30  2.89215e+07
41  31  0
41  32  2.38335e+07
41  33  0
41  34  1.62869e+07
41  35  0
41  36  0
41  37  1.1506e+07
41  38  5.67788e+07
41  39  2.47281e+06
41  40  0
41  41  0
41  42  0
41  43  2.1266e+06
41  44  3.13919e+07
41  45  0
41  46  3.81809e+07
41  47  1.65056e+07
41  48  4.85384e+07
41  49  0
41  50  6.44417e+07
42  0  0
42  1  0
42  2  0
42  3  0
42  4  0
42  5  0
42  6  0
42  7  0
42  8  1.28343e+07
42  9  0
42  10  0
42  11  0
42  12  0
42  13  0
42  14  2.79457e+07
42  15  0
42  16  0
42  17  0
42  18  0
42  19  4.35986e+07
42  20  0
42  21  0
42  22  0
42  23  0
42  24  0
42  25  9.18591e+07
42  26  3.38937e+07
42  27  0
42  28  1.50885e+07
42  29  8.35497e+07
42  30  0
42  31  4.36305e+07
42  32  0
42  33  5.87274e+06
42  34  0
42  35  0
42  36  4.13278e+07
42  37  3.61862e+06
42  38  8.60934e+07
42  39  3.97728e+06
42  40  1.50459e+07
42  41  0
42  42  0
42  43  0
42  44  0
42  45  0
42  46  0
42  47  1.20121e+08
42  48  2.82849e+07
42  49  0
42  50  5.25828e+07
43  0  0
43  1  0
43  2  3.90025e+06
43  3  0
43  4  0
43  5  0
43  6  0
43  7  0
43  8  0
43  9  0
43  10  0
43  11  0
43  12  0
43  13  0
43  14  0
43  15  6.13145e+06
43  16  4.27e+07
43  17  0
43  18  0
43  19  3.49481e+07
43  20  0
43  21  0
43  22  0
43  23  0
43  24  3.33094e+07
43  25  0
43  26  4.65561e+07
43  27  0
43  28  0
43  29  0
43  30  0
43  31  3.25037e+06
43  32  0
43  33  0
43  34  0
43  35  0
43  36  6.78683e+06
43  37  3.77131e+07
43  38  0
43  39  1.17112e+06
43  40  0
43  41  4.0253e+06
43  42  221823
43  43  0
43  44  8.66132e+07
43  45  5.15754e+07
43  46  2.15964e+06
43  47  1.68058e+07
43  48  0
43  49  0
43  50  0
44  0  0
44  1  0
44  2  0
44  3  0
44  4  0
44  5  0
44  6  4.29629e+07
44  7  0
44  8  0
44  9  0
44  10  0
44  11  0
44  12  0
44  13  0
44  14  0
44  15  0
44  16  0
44  17  0
44  18  0
44  19  2.81503e+07
44  20  7.70348e+07
44  21  0
44  22  0
44  23  2.65089e+07
44  24  0
44  25  4.03528e+07
44  26  0
44  27  0
44  28  1.20746e+07
44  29  0
44  30  0
44  31  0
44  32  0
44  33  0
44  34  0
44  35  0
44  36  1.11946e+07
44  37  2.38672e+06
44  38  0
44  39  0
44  40  0
44  41  0
44  42  0
44  43  0
44  44  0
44  45  0
44  46  0
44  47  0
44  48  0
44  49  0
44  50  2.1875e+07
45  0  9.66657e+06
45  1  0
45  2  0
45  3  0
45  4  0
45  5  0
45  6  0
45  7  0
45  8  0
45  9  0
45  10  0
45  11  0
45  12  0
45  13  0
45  14  0
45  15  0
45  16  0
45  17  0
45  18  7.56333e+07
45  19  1.30428e+07
45  20  0
45  21  0
45  22  0
45  23  0
45  24  0
45  25  0
45  26  0
45  27  0
45  28  4.07996e+07
45  29  0
45  30  0
45  31  2.2788e+07
45  32  2.60277e+07
45  33  0
45  34  0
45  35  1.64805e+07
45  36  0
45  37  2.45351e+07
45  38  1.45957e+08
45  39  0
45  40  0
45  41  4.81365e+07
45  42  0
45  43  0
45  44  0
45  45  0
45  46  1.46947e+07
45  47  0
45  48  1.06297e+08
45  49  0
45  50  0
46  0  0
46  1  0
46  2  0
46  3  0
46  4  0
46  5  2.68173e+07
46  6  0
46  7  0
46  8  8.01352e+06
46  9  0
46  10  0
46  11  0
46  12  3.17012e+06
46  13  3.46997e+07
46  14  0
46  15  0
46  16  0
46  17  2.02478e+07
46  18  0
46  19  0
46  20  0
46  21  0
46  22  7.39161e+07
46  23  4.75263e+07
46  24  0
46  25  0
46  26  0
46  27  3.77649e+07
46  28  9.93598e+06
46  29  0
46  30  7.50368e+07
46  31  0
46  32  2.35422e+06
46  33  0
46  34  0
46  35  0
46  36  1.8664e+07
46  37  0
46  38  0
46  39  0
46  40  2.50626e+07
46  41  2.84065e+06
46  42  0
46  43  0
46  44  7.09878e+07
46  45  0
46  46  0
46  47  0
46  48  0
46  49  0
46  50  0
47  0  0
47  1  0
47  2  0
47  3  0
47  4  0
47  5  0
47  6  0
47  7  0
47  8  0
47  9  0
47  10  2.20084e+07
47  11  0
47  12  7.63016e+06
47  13  0
47  14  0
47  15  0
47  16  0
47  17  0
47  18  0
47  19  9.80308e+06
47  20  9.75433e+06
47  21  0
47  22  0
47  23  3.24193e+07
47  24  2.3894e+06
47  25  0
47  26  0
47  27  0
47  28  0
47  29  0
47  30  0
47  31  2.0782e+07
47  32  0
47  33  5.13268e+07
47  34  0
47  35  0
47  36  0
47  37  1.14951e+06
47  38  0
47  39  0
47  40  0
47  41  0
47  42  0
47  43  0
47  44  0
47  45  0
47  46  0
47  47  9.18311e+07
47  48  0
47  49  0
47  50  0
48  0  0
48  1  0
48  2  0
48  3  0
48  4  0
48  5  0
48  6  0
48  7  0
48  8  0
48  9  0
48  10  0
48  11  0
48  12  0
48  13  4.29086e+06
48  14  0
48  15  0
48  16  0
48  17  0
48  18  0
48  19  0
48  20  0
48  21  2.90787e+07
48  22  2.99509e+07
48  23  0
48  24  0
48  25  5.7282e+07
48  26  7.14948e+06
48  27  1.27623e+07
48  28  2.8836e+07
48  29  0
48  30  0
48  31  1.9079e+07
48  32  3.10858e+07
48  33  2.94862e+07
48  34  0
48  35  0
48  36  3.13754e+06
48  37  0
48  38  0
48  39  0
48  40  0
48  41  0
48  42  2.98409e+07
48  43  0
48  44  0
48  45  0
48  46  0
48  47  2.1795e+07
48  48  0
48  49  0
48  50  0
49  0  0
49  1  0
49  2  0
49  3  0
49  4  0
49  5  0
49  6  0
49  7  0
49  8  0
49  9  0
49  10  0
49  11  0
49  12  0
49  13  0
49  14  1.25555e+07
49  15  4.78626e+07
49  16  4.46829e+07
49  17  0
49  18  0
49  19  0
49  20  0
49  21  4.09245e+07
49  22  0
49  23  0
49  24  0
49  25  4.12141e+07
49  26  0
49  27  0
49  28  0
49  29  0
49  30  4.04365e+07
49  31  0
49  32  0
49  33  0
49  34  0
49  35  0
49  36  0
49  37  0
49  38  5.3783e+07
49  39  0
49  40  0
49  41  0
49  42  0
49  43  1.04655e+08
49  44  7.56349e+06
49  45  0
49  46  0
49  47  0
49  48  0
49  49  6.39114e+07
49  50  0
50  0  0
50  1  7.26496e+06
50  2  4.78045e+07
50  3  0
50  4  0
50  5  0
50  6  0
50  7  0
50  8  0
50  9  3.55089e+07
50  10  0
50  11  4.36559e+06
50  12  0
50  13  0
50  14  0
50  15  0
50  16  0
50  17  0
50  18  0
50  19  0
50  20  2.42081e+07
50  21  6.48139e+06
50  22  2.54882e+07
50  23  0
50  24  0
50  25  0
50  26  0
50  27  0
50  28  0
50  29  6.67374e+07
50  30  0
50  31  1.36066e+07
50  32  0
50  33  0
50  34  0
50  35  2.68094e+06
50  36  0
50  37  0
50  38  0
50  39  0
50  40  5.51314e+06
50  41  0
50  42  5.91078e+06
50  43  0
50  44  0
50  45  0
50  46  0
50  47  0
50  48  0
50  49  0
50  50  0

