row  column  (images_10_7103.edf S_K*images_10_7103.edf Ar_K**2.3)
5  48  1.60647e+08
5  49  1.64779e+08
5  50  1.23331e+08
6  0  1.0619e+08
6  1  1.08105e+08
6  2  1.05338e+08
6  3  1.59749e+08
6  4  1.17585e+08
6  5  8.76006e+07
6  6  1.28154e+08
6  7  7.67659e+07
6  8  7.5162e+07
6  9  1.76235e+08
6  10  7.6204e+07
6  11  1.82131e+08
6  12  1.65172e+08
6  13  1.62654e+08
6  14  1.83403e+08
6  15  2.01279e+08
6  16  1.62768e+08
6  17  1.10723e+08
6  18  1.24336e+08
6  19  1.50576e+08
6  20  1.78824e+08
6  21  1.42499e+08
6  22  1.8288e+08
6  23  1.39454e+08
6  24  1.73094e+08
6  25  9.68613e+07
6  26  9.38865e+07
6  27  1.5139e+08
6  28  1.47746e+08
6  29  1.26999e+08
6  30  1.46036e+08
6  31  1.25166e+08
6  32  8.82391e+07
6  33  1.23501e+08
6  34  6.4525e+07
6  35  9.67447e+07
6  36  9.68796e+07
6  37  1.03024e+08
6  38  1.25232e+08
6  39  1.04801e+08
6  40  1.10218e+08
6  41  6.90529e+07
6  42  1.10845e+08
6  43  1.69532e+08
6  44  1.27787e+08
6  45  6.60418e+07
6  46  9.15938e+07
6  47  9.01785e+07
6  48  1.07235e+08
6  49  7.58089e+07
6  50  8.42447e+07
7  0  1.49103e+08
7  1  1.26561e+08
7  2  9.53092e+07
7  3  1.13621e+08
7  4  7.82717e+07
7  5  1.36688e+08
7  6  9.04229e+07
7  7  1.00441e+08
7  8  9.73131e+07
7  9  8.59851e+07
7  10  9.1391e+07
7  11  1.85164e+08
7  12  1.94026e+08
7  13  7.93389e+07
7  14  1.71101e+08
7  15  1.73036e+08
7  16  1.71634e+08
7  17  9.07841e+07
7  18  1.61421e+08
7  19  1.42522e+08
7  20  1.24675e+08
7  21  8.49146e+07
7  22  1.36861e+08
7  23  1.67297e+08
7  24  1.69182e+08
7  25  7.00581e+07
7  26  0
7  27  1.04402e+08
7  28  1.20133e+08
7  29  7.07273e+07
7  30  9.62876e+07
7  31  1.0452e+08
7  32  1.25335e+08
7  33  7.1081e+07
7  34  1.23052e+08
7  35  9.56975e+07
7  36  1.71725e+08
7  37  9.18239e+07
7  38  8.95314e+07
7  39  0
7  40  8.58268e+07
7  41  6.98945e+07
7  42  1.77725e+08
7  43  1.15657e+08
7  44  1.00024e+08
7  45  9.58899e+07
7  46  1.50799e+08
7  47  1.33035e+08
7  48  8.29677e+07
7  49  1.17575e+08
7  50  1.58927e+08
8  0  3.23156e+07
8  1  7.95134e+07
8  2  9.63356e+07
8  3  1.3931e+08
8  4  9.44705e+07
8  5  1.30678e+08
8  6  1.05906e+08
8  7  9.28489e+07
8  8  0
8  9  1.04831e+08
8  10  1.59635e+08
8  11  1.48881e+08
8  12  1.49736e+08
8  13  1.38537e+08
8  14  1.4065e+08
8  15  1.55221e+08
8  16  1.67281e+08
8  17  9.34682e+07
8  18  8.10198e+07
8  19  1.47645e+08
8  20  1.56996e+08
8  21  1.28713e+08
8  22  1.82985e+08
8  23  1.63205e+08
8  24  1.72544e+08
8  25  7.05972e+07
8  26  0
8  27  7.58805e+07
8  28  8.49895e+07
8  29  9.87651e+07
8  30  9.7612e+07
8  31  1.21575e+08
8  32  1.21848e+08
8  33  9.24303e+07
8  34  9.79665e+07
8  35  1.36447e+08
8  36  1.04877e+08
8  37  1.22268e+08
8  38  1.31293e+08
8  39  6.19343e+07
8  40  1.00873e+08
8  41  1.17905e+08
8  42  1.4298e+08
8  43  1.3575e+08
8  44  1.04391e+08
8  45  0
8  46  8.59018e+07
8  47  1.37554e+08
8  48  9.27572e+07
8  49  1.17729e+08
8  50  1.37926e+08
9  0  6.09814e+07
9  1  1.47414e+08
9  2  0
9  3  1.11302e+08
9  4  8.74606e+07
9  5  8.72058e+07
9  6  8.51997e+07
9  7  6.86939e+07
9  8  8.81545e+07
9  9  5.98338e+07
9  10  9.7063e+07
9  11  1.25215e+08
9  12  1.00483e+08
9  13  1.11941e+08
9  14  1.23324e+08
9  15  1.56477e+08
9  16  1.25573e+08
9  17  4.80963e+07
9  18  1.00051e+08
9  19  1.28277e+08
9  20  1.25617e+08
9  21  8.61408e+07
9  22  1.18785e+08
9  23  1.19764e+08
9  24  1.23373e+08
9  25  0
9  26  6.03231e+07
9  27  9.73341e+07
9  28  1.44686e+08
9  29  0
9  30  8.50178e+07
9  31  1.22331e+08
9  32  1.59063e+08
9  33  1.2545e+08
9  34  9.96885e+07
9  35  1.11594e+08
9  36  1.64772e+08
9  37  1.18465e+08
9  38  1.11605e+08
9  39  1.1434e+08
9  40  1.32388e+08
9  41  1.1496e+08
9  42  1.87102e+08
9  43  1.30355e+08
9  44  8.75611e+07
9  45  0
9  46  1.52962e+08
9  47  1.32178e+08
9  48  1.11408e+08
9  49  1.33917e+08
9  50  9.58238e+07
10  0  6.28021e+07
10  1  4.41863e+07
10  2  9.03023e+07
10  3  1.11653e+08
10  4  1.01806e+08
10  5  9.14278e+07
10  6  1.12525e+08
10  7  0
10  8  7.86278e+07
10  9  1.24145e+08
10  10  1.34881e+08
10  11  1.09207e+08
10  12  1.08544e+08
10  13  1.6261e+08
10  14  1.46128e+08
10  15  1.74219e+08
10  16  9.42901e+07
10  17  6.52901e+07
10  18  9.02681e+07
10  19  1.57066e+08
10  20  1.18798e+08
10  21  1.26274e+08
10  22  1.41179e+08
10  23  1.21547e+08
10  24  1.05186e+08
10  25  7.16638e+07
10  26  9.08323e+07
10  27  1.07902e+08
10  28  9.92154e+07
10  29  9.12462e+07
10  30  1.11085e+08
10  31  1.17026e+08
10  32  0
10  33  9.57461e+07
10  34  1.31332e+08
10  35  9.228e+07
10  36  1.28898e+08
10  37  7.08612e+07
10  38  9.54787e+07
10  39  1.62461e+08
10  40  1.23668e+08
10  41  1.12398e+08
10  42  1.45672e+08
10  43  1.32552e+08
10  44  9.93333e+07
10  45  8.5867e+07
10  46  9.89989e+07
10  47  8.90095e+07
10  48  1.52396e+08
10  49  1.45754e+08
10  50  1.20133e+08
11  0  1.1916e+08
11  1  7.41922e+07
11  2  9.1086e+07
11  3  8.13331e+07
11  4  7.06477e+07
11  5  1.33628e+08
11  6  8.37158e+07
11  7  7.92044e+07
11  8  9.59664e+07
11  9  1.22158e+08
11  10  1.44034e+08
11  11  9.06757e+07
11  12  1.29629e+08
11  13  1.42805e+08
11  14  1.07566e+08
11  15  1.67378e+08
11  16  8.54211e+07
11  17  9.98144e+07
11  18  1.32089e+08
11  19  1.54584e+08
11  20  1.17234e+08
11  21  1.66141e+08
11  22  9.5819e+07
11  23  7.13113e+07
11  24  1.59307e+08
11  25  6.91817e+07
11  26  1.15352e+08
11  27  1.09422e+08
11  28  9.482e+07
11  29  9.08602e+07
11  30  1.01675e+08
11  31  1.40805e+08
11  32  1.19176e+08
11  33  1.23776e+08
11  34  1.10953e+08
11  35  1.42553e+08
11  36  1.38776e+08
11  37  1.12373e+08
11  38  2.80681e+07
11  39  6.82214e+07
11  40  0
11  41  1.70851e+08
11  42  1.9002e+08
11  43  1.75652e+08
11  44  0
11  45  7.10036e+07
11  46  1.2879e+08
11  47  1.01055e+08
11  48  1.03735e+08
11  49  0
11  50  9.01719e+07
12  0  9.65658e+07
12  1  9.42483e+07
12  2  0
12  3  9.79119e+07
12  4  0
12  5  9.62209e+07
12  6  8.89528e+07
12  7  7.19969e+07
12  8  0
12  9  9.40383e+07
12  10  1.10041e+08
12  11  9.6273e+07
12  12  1.53423e+08
12  13  1.42052e+08
12  14  6.90667e+07
12  15  1.50377e+08
12  16  1.24686e+08
12  17  6.32796e+07
12  18  0
12  19  1.32706e+08
12  20  4.90977e+07
12  21  1.07731e+08
12  22  1.22531e+08
12  23  5.55797e+07
12  24  1.01241e+08
12  25  0
12  26  1.37621e+08
12  27  1.05511e+08
12  28  1.35191e+08
12  29  6.31842e+07
12  30  1.34952e+08
12  31  1.20882e+08
12  32  1.5194e+08
12  33  1.00099e+08
12  34  1.28335e+08
12  35  1.53752e+08
12  36  1.49991e+08
12  37  1.25659e+08
12  38  5.81647e+07
12  39  7.55599e+07
12  40  8.4083e+07
12  41  1.67856e+08
12  42  1.44741e+08
12  43  1.48086e+08
12  44  7.38167e+07
12  45  6.47427e+07
12  46  1.20182e+08
12  47  1.16031e+08
12  48  1.16058e+08
12  49  1.42181e+08
12  50  1.10741e+08
13  0  1.45548e+08
13  1  7.40925e+07
13  2  0
13  3  8.27052e+07
13  4  0
13  5  6.30686e+07
13  6  7.01796e+07
13  7  7.35436e+07
13  8  5.10194e+07
13  9  1.02413e+08
13  10  1.30861e+08
13  11  9.83006e+07
13  12  4.20624e+07
13  13  1.09809e+08
13  14  1.0138e+08
13  15  1.41182e+08
13  16  1.42046e+08
13  17  5.43123e+07
13  18  0
13  19  1.03738e+08
13  20  6.55484e+07
13  21  1.19402e+08
13  22  1.05148e+08
13  23  8.36983e+07
13  24  1.33204e+08
13  25  3.97945e+06
13  26  1.37501e+08
13  27  1.22217e+08
13  28  1.36068e+08
13  29  1.29185e+08
13  30  5.78825e+07
13  31  7.57199e+07
13  32  1.06671e+08
13  33  8.40913e+07
13  34  1.51198e+08
13  35  1.34359e+08
13  36  1.15326e+08
13  37  7.43145e+07
13  38  2.24214e+07
13  39  3.34812e+07
13  40  6.10664e+07
13  41  1.51134e+08
13  42  1.28839e+08
13  43  1.27779e+08
13  44  9.73664e+07
13  45  0
13  46  1.03426e+08
13  47  1.50505e+08
13  48  1.4816e+08
13  49  1.30582e+08
13  50  0
14  0  5.03589e+07
14  1  4.74801e+07
14  2  0
14  3  1.13772e+08
14  4  8.96315e+07
14  5  7.13419e+07
14  6  1.24527e+08
14  7  5.30797e+07
14  8  0
14  9  9.44667e+07
14  10  1.03958e+08
14  11  1.10024e+08
14  12  1.63939e+08
14  13  1.08184e+08
14  14  1.1619e+08
14  15  1.1213e+08
14  16  7.65363e+07
14  17  1.12819e+08
14  18  6.30283e+07
14  19  1.02098e+08
14  20  6.97723e+07
14  21  8.27055e+07
14  22  7.09631e+07
14  23  9.99358e+07
14  24  1.30818e+08
14  25  7.21862e+07
14  26  1.1711e+08
14  27  9.78363e+07
14  28  8.22946e+07
14  29  0
14  30  7.30845e+07
14  31  1.48599e+08
14  32  9.59941e+07
14  33  1.26988e+08
14  34  1.45025e+08
14  35  1.04586e+08
14  36  6.65323e+07
14  37  9.32098e+07
14  38  5.11293e+06
14  39  7.13982e+06
14  40  6.96603e+07
14  41  1.6571e+08
14  42  1.6136e+08
14  43  8.91801e+07
14  44  0
14  45  0
14  46  1.06773e+08
14  47  1.70172e+08
14  48  1.4577e+08
14  49  1.13658e+08
14  50  7.57211e+07
15  0  1.15994e+08
15  1  7.21908e+07
15  2  5.62145e+07
15  3  7.18886e+07
15  4  0
15  5  7.83215e+07
15  6  0
15  7  9.60225e+07
15  8  8.21387e+07
15  9  0
15  10  4.76806e+07
15  11  7.41264e+07
15  12  8.88059e+07
15  13  9.65164e+07
15  14  9.19576e+07
15  15  9.42196e+07
15  16  1.10778e+08
15  17  1.22961e+08
15  18  1.33258e+08
15  19  9.10068e+07
15  20  3.27196e+07
15  21  1.44746e+08
15  22  9.30962e+07
15  23  0
15  24  7.42941e+07
15  25  9.14862e+07
15  26  9.17768e+07
15  27  1.18923e+08
15  28  1.42319e+08
15  29  8.88218e+07
15  30  0
15  31  8.5551e+07
15  32  1.37486e+08
15  33  1.18865e+08
15  34  0
15  35  9.25349e+07
15  36  1.05867e+08
15  37  8.44793e+07
15  38  741539
15  39  4.53374e+06
15  40  8.35641e+07
15  41  1.89527e+08
15  42  1.67299e+08
15  43  6.75046e+07
15  44  7.85692e+07
15  45  0
15  46  1.22016e+08
15  47  1.39545e+08
15  48  1.48135e+08
15  49  8.78547e+07
15  50  1.36241e+08
16  0  1.02019e+08
16  1  0
16  2  0
16  3  9.9621e+07
16  4  7.11737e+07
16  5  0
16  6  0
16  7  0
16  8  6.69209e+07
16  9  0
16  10  8.90222e+07
16  11  7.66656e+07
16  12  6.14516e+07
16  13  1.34185e+08
16  14  9.23901e+07
16  15  7.97762e+07
16  16  9.66093e+07
16  17  7.12164e+07
16  18  9.39823e+07
16  19  8.25329e+07
16  20  1.27342e+08
16  21  6.81675e+07
16  22  6.61032e+07
16  23  6.73756e+07
16  24  0
16  25  0
16  26  6.99504e+07
16  27  9.27529e+07
16  28  9.19189e+07
16  29  0
16  30  7.29297e+07
16  31  7.70213e+07
16  32  1.08828e+08
16  33  1.24612e+08
16  34  1.13079e+08
16  35  1.14514e+08
16  36  8.28941e+07
16  37  0
16  38  0
16  39  0
16  40  0
16  41  1.16515e+08
16  42  1.31147e+08
16  43  9.17835e+07
16  44  0
16  45  0
16  46  7.03885e+07
16  47  1.74809e+08
16  48  9.15986e+07
16  49  1.29631e+08
16  50  1.69371e+08
17  0  2.56194e+07
17  1  0
17  2  0
17  3  1.17104e+08
17  4  9.961e+07
17  5  7.11458e+07
17  6  1.03226e+08
17  7  0
17  8  4.86428e+07
17  9  8.43336e+07
17  10  6.54812e+07
17  11  1.08232e+08
17  12  5.94908e+07
17  13  0
17  14  9.78253e+07
17  15  0
17  16  7.44444e+07
17  17  1.03497e+08
17  18  7.85105e+07
17  19  9.27388e+07
17  20  5.10745e+07
17  21  8.90701e+07
17  22  7.43152e+07
17  23  0
17  24  0
17  25  0
17  26  0
17  27  1.04936e+08
17  28  9.79459e+07
17  29  1.0297e+08
17  30  0
17  31  6.46898e+07
17  32  6.58752e+07
17  33  9.39118e+07
17  34  1.62827e+08
17  35  1.31201e+08
17  36  7.59829e+07
17  37  0
17  38  2.39773e+07
17  39  0
17  40  7.41016e+07
17  41  6.94986e+07
17  42  1.58727e+08
17  43  1.02649e+08
17  44  0
17  45  0
17  46  9.81091e+07
17  47  1.04856e+08
17  48  8.48225e+07
17  49  8.68998e+07
17  50  1.64939e+08
18  0  1.10021e+08
18  1  5.91414e+07
18  2  0
18  3  1.17205e+08
18  4  9.21755e+07
18  5  1.25032e+08
18  6  5.47318e+07
18  7  0
18  8  0
18  9  6.60458e+07
18  10  6.10491e+07
18  11  1.05272e+08
18  12  7.61465e+07
18  13  0
18  14  1.09484e+08
18  15  8.09966e+07
18  16  1.25636e+08
18  17  1.05013e+08
18  18  1.02412e+08
18  19  9.32682e+07
18  20  5.55213e+07
18  21  1.23173e+08
18  22  0
18  23  0
18  24  6.20733e+07
18  25  0
18  26  1.17842e+08
18  27  1.31361e+08
18  28  7.69916e+07
18  29  9.18751e+07
18  30  0
18  31  9.92792e+07
18  32  6.28645e+07
18  33  1.12826e+08
18  34  1.0301e+08
18  35  1.11271e+08
18  36  1.21187e+08
18  37  1.12355e+08
18  38  0
18  39  0
18  40  1.00813e+08
18  41  9.11223e+07
18  42  1.8259e+08
18  43  7.43723e+07
18  44  0
18  45  0
18  46  8.63616e+07
18  47  8.72281e+07
18  48  9.06799e+07
18  49  0
18  50  9.99162e+07
19  0  1.06057e+08
19  1  0
19  2  0
19  3  1.04541e+08
19  4  8.99946e+07
19  5  7.45625e+07
19  6  6.33789e+07
19  7  1.62018e+08
19  8  8.2861e+07
19  9  7.23231e+07
19  10  7.99282e+07
19  11  4.942e+07
19  12  8.77225e+07
19  13  1.00013e+08
19  14  1.4126e+08
19  15  1.06704e+08
19  16  1.06414e+08
19  17  9.46557e+07
19  18  1.08982e+08
19  19  8.85701e+07
19  20  6.6496e+07
19  21  1.23969e+08
19  22  1.06489e+08
19  23  0
19  24  7.01897e+07
19  25  1.04959e+08
19  26  1.25875e+08
19  27  1.25869e+08
19  28  1.22145e+08
19  29  8.97361e+07
19  30  1.51669e+08
19  31  1.29111e+08
19  32  9.47247e+07
19  33  0
19  34  0
19  35  1.75247e+08
19  36  1.79419e+08
19  37  0
19  38  0
19  39  7.63243e+07
19  40  8.72195e+07
19  41  1.29084e+08
19  42  1.9248e+08
19  43  9.75267e+07
19  44  0
19  45  9.73881e+07
19  46  1.35914e+08
19  47  6.13478e+07
19  48  0
19  49  0
19  50  1.13673e+08
20  0  1.07588e+08
20  1  0
20  2  0
20  3  1.01116e+08
20  4  9.88925e+07
20  5  8.87314e+07
20  6  0
20  7  1.3765e+08
20  8  2.72286e+07
20  9  8.27896e+07
20  10  7.67217e+07
20  11  2.32217e+07
20  12  1.19162e+08
20  13  5.88548e+07
20  14  8.39748e+07
20  15  1.34941e+08
20  16  1.01334e+08
20  17  8.4607e+07
20  18  1.08056e+08
20  19  6.03275e+07
20  20  4.43761e+07
20  21  1.26609e+08
20  22  1.17333e+08
20  23  0
20  24  8.6263e+07
20  25  6.15292e+07
20  26  9.93738e+07
20  27  1.04967e+08
20  28  7.33784e+07
20  29  1.41231e+08
20  30  6.53695e+07
20  31  1.04646e+08
20  32  1.17969e+08
20  33  6.95128e+07
20  34  8.22998e+07
20  35  1.51528e+08
20  36  1.92431e+08
20  37  8.60964e+07
20  38  1.84838e+07
20  39  9.32502e+07
20  40  7.7222e+07
20  41  1.71993e+08
20  42  1.12371e+08
20  43  1.29571e+08
20  44  0
20  45  8.39423e+07
20  46  7.77628e+07
20  47  8.4622e+07
20  48  0
20  49  0
20  50  7.50406e+07
21  0  1.40648e+08
21  1  0
21  2  0
21  3  6.60939e+07
21  4  5.90186e+07
21  5  1.20634e+08
21  6  6.6102e+07
21  7  9.0884e+07
21  8  1.66057e+07
21  9  9.595e+07
21  10  1.47368e+08
21  11  1.1849e+08
21  12  7.92689e+07
21  13  8.03577e+07
21  14  1.04954e+08
21  15  1.19722e+08
21  16  5.13777e+07
21  17  1.29819e+08
21  18  1.12542e+08
21  19  8.69361e+07
21  20  8.27589e+07
21  21  1.02789e+08
21  22  1.10259e+08
21  23  0
21  24  1.00419e+08
21  25  1.04782e+08
21  26  1.26818e+08
21  27  8.86264e+07
21  28  1.07404e+08
21  29  9.62162e+07
21  30  9.82569e+07
21  31  1.45537e+08
21  32  1.53984e+08
21  33  7.14515e+07
21  34  7.61917e+07
21  35  1.70841e+08
21  36  1.4372e+08
21  37  7.18359e+07
21  38  0
21  39  1.4475e+08
21  40  9.72311e+07
21  41  1.44814e+08
21  42  1.59495e+08
21  43  8.10234e+07
21  44  0
21  45  0
21  46  8.10855e+07
21  47  0
21  48  0
21  49  0
21  50  1.30711e+08
22  0  1.3096e+08
22  1  6.51821e+07
22  2  0
22  3  7.1258e+07
22  4  6.6963e+07
22  5  2.58477e+07
22  6  7.7008e+07
22  7  1.00975e+08
22  8  1.15451e+08
22  9  1.20955e+08
22  10  6.76614e+07
22  11  1.30929e+08
22  12  1.00894e+08
22  13  7.37715e+07
22  14  6.81582e+07
22  15  1.10816e+08
22  16  0
22  17  6.58427e+07
22  18  8.66767e+07
22  19  1.377e+08
22  20  9.08038e+07
22  21  6.98547e+07
22  22  7.74399e+07
22  23  5.8851e+07
22  24  9.98876e+07
22  25  9.12638e+07
22  26  1.44361e+08
22  27  1.15747e+08
22  28  9.84302e+07
22  29  9.61063e+07
22  30  9.95392e+07
22  31  1.06926e+08
22  32  1.18521e+08
22  33  0
22  34  7.63114e+07
22  35  1.28575e+08
22  36  1.54266e+08
22  37  8.65499e+07
22  38  4.677e+07
22  39  1.28095e+08
22  40  1.52471e+08
22  41  9.10986e+07
22  42  1.07951e+08
22  43  0
22  44  5.80696e+07
22  45  0
22  46  0
22  47  0
22  48  0
22  49  0
22  50  1.17583e+08
23  0  8.53933e+07
23  1  5.6589e+07
23  2  5.0585e+07
23  3  9.81219e+07
23  4  6.20314e+07
23  5  8.15796e+07
23  6  8.31206e+07
23  7  5.59543e+07
23  8  1.27687e+08
23  9  1.12563e+08
23  10  3.42156e+07
23  11  1.20332e+08
23  12  1.62087e+08
23  13  1.08252e+08
23  14  1.16307e+08
23  15  9.67892e+07
23  16  6.07208e+07
23  17  1.1975e+08
23  18  8.07381e+07
23  19  1.04475e+08
23  20  1.09492e+08
23  21  9.4566e+07
23  22  8.00173e+07
23  23  7.01044e+07
23  24  8.68147e+07
23  25  1.05778e+08
23  26  1.19604e+08
23  27  8.09962e+07
23  28  1.29891e+08
23  29  1.0145e+08
23  30  1.07416e+08
23  31  1.1926e+08
23  32  0
23  33  0
23  34  0
23  35  1.34161e+08
23  36  1.56294e+08
23  37  1.17945e+08
23  38  9.39278e+07
23  39  1.14759e+08
23  40  1.13591e+08
23  41  1.18691e+08
23  42  1.21906e+08
23  43  0
23  44  0
23  45  6.45767e+07
23  46  0
23  47  6.01424e+07
23  48  0
23  49  8.2398e+07
23  50  1.47528e+08
24  0  7.25113e+07
24  1  1.15708e+08
24  2  6.08257e+07
24  3  1.07143e+08
24  4  9.06923e+07
24  5  1.03022e+08
24  6  9.58439e+07
24  7  8.01411e+07
