row  column  (images_20_511.edf Mn-K*images_20_511.edf Ar-K**2.3)
0  0  2.03215e+07
0  1  8.30835e+06
0  2  1.79201e+07
0  3  1.43547e+07
0  4  1.04372e+07
0  5  1.47204e+07
0  6  1.35283e+07
0  7  1.35221e+07
0  8  1.27131e+07
0  9  1.42663e+07
0  10  9.23116e+06
0  11  1.39447e+07
0  12  1.28169e+07
0  13  4.49068e+06
0  14  1.75678e+07
0  15  1.09107e+07
0  16  1.29307e+07
0  17  1.68161e+07
0  18  1.42789e+07
0  19  1.45767e+07
0  20  1.15772e+07
1  0  1.83235e+07
1  1  1.12788e+07
1  2  1.62184e+07
1  3  1.05963e+07
1  4  1.57976e+07
1  5  1.07813e+07
1  6  1.09583e+07
1  7  1.47213e+07
1  8  1.79323e+07
1  9  9.134e+06
1  10  1.30292e+07
1  11  8.46089e+06
1  12  1.00957e+07
1  13  1.0507e+07
1  14  1.54032e+07
1  15  1.58127e+07
1  16  1.28996e+07
1  17  1.03211e+07
1  18  1.61225e+07
1  19  8.67211e+06
1  20  1.37483e+07
2  0  1.53402e+07
2  1  1.03013e+07
2  2  9.47652e+06
2  3  1.1984e+07
2  4  1.00047e+07
2  5  1.15143e+07
2  6  1.45512e+07
2  7  9.22677e+06
2  8  1.82151e+07
2  9  1.44818e+07
2  10  1.06733e+07
2  11  8.47042e+06
2  12  1.38483e+07
2  13  1.98978e+07
2  14  1.55181e+07
2  15  8.21077e+06
2  16  6.85549e+06
2  17  1.2805e+07
2  18  5.61459e+06
2  19  9.67673e+06
2  20  1.45259e+07
3  0  2.16624e+07
3  1  9.94426e+06
3  2  1.36614e+07
3  3  2.00466e+07
3  4  8.04455e+06
3  5  1.32174e+07
3  6  8.95545e+06
3  7  1.20754e+07
3  8  1.01502e+07
3  9  1.86286e+07
3  10  6.87193e+06
3  11  1.27735e+07
3  12  1.00977e+07
3  13  1.71277e+07
3  14  1.6268e+07
3  15  8.86327e+06
3  16  1.33631e+07
3  17  1.27754e+07
3  18  1.15483e+07
3  19  9.78705e+06
3  20  1.91569e+07
4  0  1.85684e+07
4  1  1.62262e+07
4  2  1.65957e+07
4  3  1.09111e+07
4  4  1.05391e+07
4  5  9.66372e+06
4  6  1.7891e+07
4  7  1.20284e+07
4  8  1.52736e+07
4  9  1.62522e+07
4  10  1.11558e+07
4  11  1.21126e+07
4  12  1.3175e+07
4  13  1.71911e+07
4  14  9.53547e+06
4  15  1.3504e+07
4  16  1.33378e+07
4  17  1.02054e+07
4  18  1.27744e+07
4  19  1.3342e+07
4  20  1.84705e+07
5  0  1.2507e+07
5  1  9.30451e+06
5  2  1.31534e+07
5  3  1.3124e+07
5  4  1.40446e+07
5  5  1.83864e+07
5  6  1.44886e+07
5  7  1.55042e+07
5  8  1.56669e+07
5  9  1.33616e+07
5  10  2.10966e+07
5  11  7.78457e+06
5  12  1.31299e+07
5  13  1.17675e+07
5  14  1.05199e+07
5  15  8.22012e+06
5  16  9.95869e+06
5  17  1.18707e+07
5  18  2.45603e+07
5  19  9.87251e+06
5  20  5.37149e+06
6  0  9.56674e+06
6  1  1.29477e+07
6  2  9.20423e+06
6  3  1.15215e+07
6  4  1.38065e+07
6  5  1.11847e+07
6  6  1.28843e+07
6  7  9.95953e+06
6  8  1.86953e+07
6  9  1.08483e+07
6  10  4.00923e+06
6  11  1.53738e+07
6  12  1.39977e+07
6  13  1.36638e+07
6  14  8.81529e+06
6  15  7.06752e+06
6  16  1.27739e+07
6  17  9.65247e+06
6  18  1.40643e+07
6  19  1.31259e+07
6  20  1.20083e+07
7  0  1.03408e+07
7  1  1.7554e+07
7  2  1.4589e+07
7  3  6.86606e+06
7  4  8.16181e+06
7  5  9.74137e+06
7  6  1.52344e+07
7  7  2.26475e+07
7  8  1.10084e+07
7  9  2.24112e+07
7  10  6.40812e+06
7  11  6.23755e+06
7  12  1.19651e+07
7  13  1.2216e+07
7  14  1.30455e+07
7  15  1.30341e+07
7  16  1.10389e+07
7  17  9.63231e+06
7  18  1.26362e+07
7  19  1.08162e+07
7  20  7.14694e+06
8  0  1.12054e+07
8  1  1.62898e+07
8  2  1.19649e+07
8  3  8.93323e+06
8  4  9.05734e+06
8  5  6.5822e+06
8  6  1.77464e+07
8  7  2.10309e+07
8  8  1.77255e+07
8  9  1.13065e+07
8  10  7.78072e+06
8  11  1.11952e+07
8  12  8.59967e+06
8  13  1.50938e+07
8  14  8.5652e+06
8  15  1.65213e+07
8  16  1.40951e+07
8  17  1.25017e+07
8  18  1.42041e+07
8  19  1.53766e+07
8  20  1.05792e+07
9  0  2.13535e+07
9  1  1.47301e+07
9  2  1.2767e+07
9  3  1.04292e+07
9  4  8.70971e+06
9  5  1.51501e+07
9  6  1.42971e+07
9  7  1.56694e+07
9  8  1.27196e+07
9  9  1.69054e+07
9  10  1.18892e+07
9  11  7.98533e+06
9  12  1.39873e+07
9  13  1.19538e+07
9  14  2.42717e+07
9  15  1.91411e+07
9  16  7.8622e+06
9  17  1.42913e+07
9  18  1.80283e+07
9  19  1.42447e+07
9  20  1.50007e+07
10  0  1.47936e+07
10  1  1.49481e+07
10  2  1.115e+07
10  3  1.46256e+07
10  4  1.47053e+07
10  5  7.71477e+06
10  6  1.39158e+07
10  7  1.29956e+07
10  8  1.36681e+07
10  9  1.21483e+07
10  10  1.43437e+07
10  11  1.15591e+07
10  12  1.67451e+07
10  13  1.65951e+07
10  14  8.62924e+06
10  15  1.50986e+07
10  16  2.69092e+06
10  17  1.2898e+07
10  18  1.24635e+07
10  19  1.69981e+07
10  20  1.69706e+07
11  0  1.14014e+07
11  1  1.46474e+07
11  2  9.73643e+06
11  3  1.39504e+07
11  4  1.46609e+07
11  5  1.30733e+07
11  6  0
11  7  9.69684e+06
11  8  6.9378e+06
11  9  1.22719e+07
11  10  1.23515e+07
11  11  5.63205e+06
11  12  9.05085e+06
11  13  5.97113e+06
11  14  7.26416e+06
11  15  9.69977e+06
11  16  1.30941e+07
11  17  1.15838e+07
11  18  1.96527e+07
11  19  1.10487e+07
11  20  7.68311e+06
12  0  1.82754e+07
12  1  1.4124e+07
12  2  9.38436e+06
12  3  1.36426e+07
12  4  1.6507e+07
12  5  1.08496e+07
12  6  1.67486e+07
12  7  1.68395e+07
12  8  1.00482e+07
12  9  7.16794e+06
12  10  1.53574e+07
12  11  1.60322e+07
12  12  8.34382e+06
12  13  1.52444e+07
12  14  1.15432e+07
12  15  1.44488e+07
12  16  1.2694e+07
12  17  1.72185e+07
12  18  9.64252e+06
12  19  8.93812e+06
12  20  1.47418e+07
13  0  1.18593e+07
13  1  6.54272e+06
13  2  1.65662e+07
13  3  1.78278e+07
13  4  1.82576e+07
13  5  1.83705e+07
13  6  1.23355e+07
13  7  1.84898e+07
13  8  1.90184e+07
13  9  8.29348e+06
13  10  8.23414e+06
13  11  7.92607e+06
13  12  1.43003e+07
13  13  1.21e+07
13  14  8.771e+06
13  15  1.21282e+07
13  16  2.01779e+07
13  17  1.7809e+07
13  18  1.00871e+07
13  19  1.40271e+07
13  20  1.77251e+07
14  0  1.70726e+07
14  1  9.87552e+06
14  2  1.05236e+07
14  3  1.66435e+07
14  4  1.15005e+07
14  5  1.20204e+07
14  6  1.06997e+07
14  7  1.54379e+07
14  8  1.02726e+07
14  9  1.82363e+07
14  10  1.29931e+07
14  11  1.08407e+07
14  12  1.09877e+07
14  13  8.75095e+06
14  14  7.80712e+06
14  15  1.06101e+07
14  16  1.45465e+07
14  17  1.29076e+07
14  18  6.71941e+06
14  19  1.57361e+07
14  20  1.59413e+07
15  0  8.30051e+06
15  1  1.37486e+07
15  2  1.27505e+07
15  3  1.16452e+07
15  4  1.83132e+07
15  5  4.40106e+06
15  6  9.41465e+06
15  7  7.22579e+06
15  8  1.31124e+07
15  9  1.79233e+07
15  10  1.26426e+07
15  11  1.01437e+07
15  12  1.28606e+07
15  13  9.91613e+06
15  14  1.41178e+07
15  15  1.75097e+07
15  16  9.71709e+06
15  17  1.55523e+07
15  18  1.05078e+07
15  19  1.70338e+07
15  20  9.13992e+06
16  0  1.98433e+07
16  1  1.52608e+07
16  2  1.93431e+07
16  3  1.66968e+07
16  4  4.52733e+06
16  5  1.18442e+07
16  6  1.62009e+07
16  7  1.55163e+07
16  8  1.15674e+07
16  9  9.79205e+06
16  10  1.88782e+07
16  11  6.1221e+06
16  12  1.45446e+07
16  13  1.01006e+07
16  14  1.26741e+07
16  15  8.65611e+06
16  16  1.21463e+07
16  17  8.32819e+06
16  18  8.4355e+06
16  19  5.21617e+06
16  20  8.01918e+06
17  0  1.33038e+07
17  1  8.18751e+06
17  2  1.26276e+07
17  3  1.19992e+07
17  4  1.88395e+07
17  5  8.45023e+06
17  6  2.1807e+07
17  7  1.2115e+07
17  8  9.57604e+06
17  9  1.11279e+07
17  10  1.59875e+07
17  11  1.18595e+07
17  12  2.15543e+07
17  13  1.38279e+07
17  14  1.41667e+07
17  15  9.9883e+06
17  16  1.21334e+07
17  17  1.14339e+07
17  18  1.26163e+07
17  19  6.15024e+06
17  20  1.39932e+07
18  0  1.79176e+07
18  1  1.86628e+07
18  2  1.86289e+07
18  3  2.43376e+07
18  4  1.45635e+07
18  5  1.63302e+07
18  6  1.51177e+07
18  7  1.84244e+07
18  8  1.57442e+07
18  9  1.78847e+07
18  10  1.32434e+07
18  11  1.37827e+07
18  12  8.34249e+06
18  13  8.32914e+06
18  14  1.73751e+07
18  15  1.77981e+07
18  16  1.68931e+07
18  17  1.47768e+07
18  18  2.0897e+07
18  19  1.22826e+07
18  20  1.26491e+07
19  0  1.02384e+07
19  1  1.36121e+07
19  2  1.16877e+07
19  3  1.02924e+07
19  4  1.45859e+07
19  5  1.658e+07
19  6  9.88184e+06
19  7  1.34447e+07
19  8  1.39193e+07
19  9  1.54193e+07
19  10  1.55229e+07
19  11  1.34073e+07
19  12  1.11946e+07
19  13  1.94777e+07
19  14  1.93728e+07
19  15  2.00617e+07
19  16  8.12452e+06
19  17  1.44069e+07
19  18  1.13644e+07
19  19  1.4453e+07
19  20  6.07775e+06
20  0  1.93957e+07
20  1  8.97719e+06
20  2  1.21541e+07
20  3  1.40107e+07
20  4  8.12933e+06
20  5  1.03974e+07
20  6  1.74846e+07
20  7  1.36591e+07
20  8  1.08278e+07
20  9  1.15125e+07
20  10  1.1598e+07
20  11  2.08788e+07
20  12  2.10822e+07
20  13  1.39798e+07
20  14  1.49049e+07
20  15  8.1146e+06
20  16  1.07881e+07
20  17  1.26975e+07
20  18  1.5985e+07
20  19  1.3241e+07
20  20  1.45976e+07

