row  column  (images_20_511.edf S-K*images_20_511.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  0
0  3  0
0  4  0
0  5  0
0  6  0
0  7  0
0  8  0
0  9  0
0  10  8.0884e+06
0  11  1.2012e+07
0  12  8.28235e+06
0  13  7.4963e+06
0  14  0
0  15  6.85408e+06
0  16  1.04425e+07
0  17  3.00782e+07
0  18  2.62664e+07
0  19  3.17e+07
0  20  3.14599e+07
1  0  0
1  1  0
1  2  0
1  3  0
1  4  0
1  5  0
1  6  0
1  7  0
1  8  0
1  9  0
1  10  8.17752e+06
1  11  0
1  12  9.22478e+06
1  13  0
1  14  9.34427e+06
1  15  2.47373e+07
1  16  2.03257e+07
1  17  2.77587e+07
1  18  2.65814e+07
1  19  2.77386e+07
1  20  4.64639e+07
2  0  0
2  1  0
2  2  0
2  3  0
2  4  0
2  5  1.14373e+07
2  6  1.25497e+07
2  7  0
2  8  0
2  9  0
2  10  9.78735e+06
2  11  0
2  12  8.42564e+06
2  13  0
2  14  1.26469e+07
2  15  1.42487e+07
2  16  3.10414e+07
2  17  3.11376e+07
2  18  3.65262e+07
2  19  4.24051e+07
2  20  2.40973e+07
3  0  0
3  1  0
3  2  0
3  3  0
3  4  0
3  5  0
3  6  0
3  7  0
3  8  0
3  9  0
3  10  0
3  11  0
3  12  0
3  13  1.109e+07
3  14  1.14608e+07
3  15  2.30039e+07
3  16  2.01492e+07
3  17  2.90932e+07
3  18  3.02538e+07
3  19  2.39556e+07
3  20  2.6305e+07
4  0  0
4  1  0
4  2  0
4  3  0
4  4  0
4  5  1.08966e+07
4  6  8.59698e+06
4  7  1.31626e+07
4  8  0
4  9  0
4  10  0
4  11  0
4  12  0
4  13  1.04469e+07
4  14  0
4  15  2.60845e+07
4  16  2.29372e+07
4  17  4.01114e+07
4  18  1.92969e+07
4  19  1.65986e+07
4  20  3.40762e+07
5  0  0
5  1  0
5  2  0
5  3  0
5  4  0
5  5  1.42539e+07
5  6  6.39838e+06
5  7  0
5  8  0
5  9  0
5  10  0
5  11  1.34856e+07
5  12  7.42215e+06
5  13  8.34982e+06
5  14  8.1699e+06
5  15  1.95867e+07
5  16  2.79067e+07
5  17  2.63979e+07
5  18  3.53769e+07
5  19  2.76307e+07
5  20  2.36133e+07
6  0  0
6  1  0
6  2  0
6  3  0
6  4  0
6  5  1.40554e+07
6  6  4.84023e+06
6  7  8.00355e+06
6  8  0
6  9  0
6  10  79063.5
6  11  0
6  12  1.02237e+07
6  13  8.3372e+06
6  14  0
6  15  1.45509e+07
6  16  2.89926e+07
6  17  2.17741e+07
6  18  2.94071e+07
6  19  2.02997e+07
6  20  3.25345e+07
7  0  0
7  1  0
7  2  0
7  3  0
7  4  0
7  5  1.20104e+07
7  6  0
7  7  0
7  8  0
7  9  0
7  10  0
7  11  0
7  12  0
7  13  1.09798e+07
7  14  1.13062e+07
7  15  2.09997e+07
7  16  2.15271e+07
7  17  2.53295e+07
7  18  2.13587e+07
7  19  2.21724e+07
7  20  2.72872e+07
8  0  0
8  1  0
8  2  0
8  3  0
8  4  0
8  5  0
8  6  1.02547e+07
8  7  0
8  8  0
8  9  0
8  10  0
8  11  0
8  12  6.94306e+06
8  13  1.34817e+07
8  14  0
8  15  1.75509e+07
8  16  1.33081e+07
8  17  2.07295e+07
8  18  2.68123e+07
8  19  2.30898e+07
8  20  3.0059e+07
9  0  0
9  1  0
9  2  0
9  3  0
9  4  0
9  5  0
9  6  0
9  7  0
9  8  0
9  9  0
9  10  0
9  11  1.48758e+07
9  12  1.34913e+07
9  13  8.85185e+06
9  14  1.07952e+07
9  15  1.43698e+07
9  16  1.70035e+07
9  17  2.1872e+07
9  18  3.04593e+07
9  19  2.23303e+07
9  20  1.91946e+07
10  0  0
10  1  0
10  2  0
10  3  0
10  4  0
10  5  0
10  6  0
10  7  0
10  8  0
10  9  0
10  10  0
10  11  7.28842e+06
10  12  9.14013e+06
10  13  1.64048e+07
10  14  0
10  15  1.05264e+07
10  16  1.73107e+07
10  17  2.03775e+07
10  18  1.66114e+07
10  19  1.46635e+07
10  20  2.11374e+07
11  0  0
11  1  0
11  2  0
11  3  0
11  4  0
11  5  0
11  6  0
11  7  0
11  8  0
11  9  0
11  10  0
11  11  1.09148e+07
11  12  1.91827e+07
11  13  0
11  14  0
11  15  9.09079e+06
11  16  1.63786e+07
11  17  2.2392e+07
11  18  1.53187e+07
11  19  1.20015e+07
11  20  1.00266e+07
12  0  0
12  1  0
12  2  0
12  3  0
12  4  0
12  5  0
12  6  0
12  7  0
12  8  0
12  9  0
12  10  0
12  11  0
12  12  1.11612e+07
12  13  0
12  14  7.61163e+06
12  15  0
12  16  1.97788e+07
12  17  1.3894e+07
12  18  1.91589e+07
12  19  1.72244e+07
12  20  8.64509e+06
13  0  0
13  1  0
13  2  0
13  3  0
13  4  0
13  5  0
13  6  0
13  7  0
13  8  0
13  9  0
13  10  0
13  11  0
13  12  1.03604e+07
13  13  0
13  14  1.1029e+07
13  15  1.08012e+07
13  16  1.8468e+07
13  17  1.92095e+07
13  18  2.23538e+07
13  19  1.2928e+07
13  20  0
14  0  0
14  1  0
14  2  0
14  3  0
14  4  0
14  5  0
14  6  0
14  7  0
14  8  0
14  9  0
14  10  0
14  11  0
14  12  0
14  13  1.23503e+07
14  14  0
14  15  1.37896e+07
14  16  1.83504e+07
14  17  1.48816e+07
14  18  2.02822e+07
14  19  1.4774e+07
14  20  1.08398e+07
15  0  0
15  1  0
15  2  0
15  3  0
15  4  0
15  5  0
15  6  0
15  7  0
15  8  0
15  9  0
15  10  0
15  11  0
15  12  0
15  13  0
15  14  8.70264e+06
15  15  1.1321e+07
15  16  8.23763e+06
15  17  1.33758e+07
15  18  2.44961e+07
15  19  2.58267e+07
15  20  1.26144e+07
16  0  0
16  1  0
16  2  0
16  3  0
16  4  0
16  5  0
16  6  0
16  7  0
16  8  0
16  9  0
16  10  0
16  11  0
16  12  0
16  13  0
16  14  1.3925e+07
16  15  1.17398e+07
16  16  2.13206e+07
16  17  1.31818e+07
16  18  1.24037e+07
16  19  1.21207e+07
16  20  1.56178e+07
17  0  0
17  1  0
17  2  0
17  3  0
17  4  0
17  5  0
17  6  0
17  7  0
17  8  0
17  9  0
17  10  0
17  11  0
17  12  0
17  13  8.37305e+06
17  14  7.13044e+06
17  15  9.96795e+06
17  16  1.01355e+07
17  17  1.11985e+07
17  18  1.32202e+07
17  19  2.00096e+07
17  20  1.14898e+07
18  0  0
18  1  0
18  2  0
18  3  0
18  4  0
18  5  0
18  6  0
18  7  0
18  8  0
18  9  0
18  10  0
18  11  0
18  12  0
18  13  7.41258e+06
18  14  0
18  15  0
18  16  8.63754e+06
18  17  1.2895e+07
18  18  0
18  19  2.16196e+07
18  20  2.59955e+07
19  0  0
19  1  0
19  2  0
19  3  0
19  4  0
19  5  0
19  6  0
19  7  0
19  8  0
19  9  0
19  10  0
19  11  0
19  12  0
19  13  7.1446e+06
19  14  0
19  15  0
19  16  1.05162e+07
19  17  1.82288e+07
19  18  1.56913e+07
19  19  1.2846e+07
19  20  1.01314e+07
20  0  0
20  1  0
20  2  0
20  3  0
20  4  0
20  5  0
20  6  0
20  7  0
20  8  0
20  9  0
20  10  0
20  11  0
20  12  0
20  13  0
20  14  0
20  15  0
20  16  9.27465e+06
20  17  1.26116e+07
20  18  0
20  19  1.12375e+07
20  20  0

