row  column  (images_20_511.edf Ca-K*images_20_511.edf Ar-K**2.3)
0  0  8.45505e+07
0  1  8.18005e+07
0  2  1.33648e+08
0  3  1.33251e+08
0  4  1.65578e+08
0  5  2.57593e+08
0  6  3.39467e+08
0  7  4.18253e+08
0  8  3.95715e+08
0  9  3.83342e+08
0  10  4.82503e+08
0  11  4.78374e+08
0  12  5.04733e+08
0  13  5.27746e+08
0  14  5.16327e+08
0  15  6.7788e+08
0  16  9.09598e+08
0  17  1.15541e+09
0  18  1.00531e+09
0  19  1.13831e+09
0  20  1.20135e+09
1  0  7.80501e+07
1  1  1.07569e+08
1  2  1.44314e+08
1  3  1.19475e+08
1  4  2.19247e+08
1  5  3.67968e+08
1  6  4.36222e+08
1  7  4.25557e+08
1  8  3.73351e+08
1  9  3.88688e+08
1  10  5.23586e+08
1  11  4.90985e+08
1  12  5.85602e+08
1  13  5.71141e+08
1  14  6.96507e+08
1  15  8.88525e+08
1  16  1.05717e+09
1  17  1.10349e+09
1  18  1.0847e+09
1  19  1.10909e+09
1  20  1.22903e+09
2  0  7.1152e+07
2  1  1.00892e+08
2  2  1.13415e+08
2  3  1.41613e+08
2  4  2.36932e+08
2  5  3.98163e+08
2  6  4.55895e+08
2  7  4.30018e+08
2  8  3.96331e+08
2  9  3.74411e+08
2  10  4.92918e+08
2  11  5.28947e+08
2  12  5.54226e+08
2  13  6.57408e+08
2  14  7.28452e+08
2  15  8.95859e+08
2  16  1.19303e+09
2  17  1.10545e+09
2  18  1.28057e+09
2  19  1.15212e+09
2  20  1.20348e+09
3  0  7.49094e+07
3  1  9.18488e+07
3  2  1.21683e+08
3  3  1.45526e+08
3  4  2.79305e+08
3  5  4.50552e+08
3  6  5.19757e+08
3  7  4.39878e+08
3  8  3.45256e+08
3  9  4.10393e+08
3  10  4.62175e+08
3  11  5.30747e+08
3  12  6.40032e+08
3  13  6.88283e+08
3  14  7.71898e+08
3  15  1.00582e+09
3  16  1.13794e+09
3  17  1.25666e+09
3  18  1.01901e+09
3  19  1.23931e+09
3  20  1.33907e+09
4  0  8.41816e+07
4  1  1.06057e+08
4  2  1.33411e+08
4  3  1.40305e+08
4  4  3.11744e+08
4  5  4.65376e+08
4  6  4.88834e+08
4  7  4.24265e+08
4  8  3.69933e+08
4  9  3.90651e+08
4  10  4.62313e+08
4  11  6.16266e+08
4  12  6.76492e+08
4  13  7.62926e+08
4  14  8.22602e+08
4  15  9.71924e+08
4  16  1.10237e+09
4  17  1.2403e+09
4  18  1.13867e+09
4  19  1.20556e+09
4  20  1.21311e+09
5  0  8.83965e+07
5  1  1.23968e+08
5  2  1.36481e+08
