row  column  (images_7.edf Fe-K*images_7.edf Ar-K**2.3)
0  0  2.8928e+07
0  1  3.20354e+07
0  2  4.72778e+07
0  3  3.03077e+07
0  4  5.38692e+07
0  5  8.2714e+07
0  6  3.96569e+07
0  7  6.2955e+07
0  8  7.6493e+07
0  9  1.04769e+08
0  10  1.14027e+08
0  11  1.08569e+08
0  12  1.08941e+08
0  13  1.14918e+08
0  14  1.11231e+08
0  15  1.08959e+08
0  16  1.03919e+08
0  17  1.30796e+08
0  18  1.27151e+08
0  19  1.32224e+08
0  20  1.10171e+08
0  21  1.33928e+08
0  22  1.13891e+08
0  23  1.19728e+08
0  24  1.28258e+08
0  25  1.44975e+08
0  26  1.2782e+08
0  27  1.68152e+08
0  28  1.42786e+08
0  29  1.79735e+08
0  30  1.43948e+08
0  31  1.31288e+08
0  32  1.42774e+08
0  33  1.59228e+08
0  34  1.46544e+08
0  35  1.57303e+08
0  36  1.63854e+08
0  37  1.84819e+08
0  38  1.69551e+08
0  39  1.16207e+08
0  40  9.66891e+07
0  41  1.13865e+08
0  42  6.90334e+07
0  43  7.78791e+07
0  44  8.80252e+07
0  45  1.01744e+08
0  46  1.14002e+08
0  47  1.23296e+08
0  48  1.33859e+08
0  49  1.48437e+08
0  50  1.03815e+08
0  51  8.89479e+07
0  52  1.38737e+08
0  53  1.18112e+08
0  54  1.24255e+08
0  55  1.33806e+08
0  56  1.37792e+08
0  57  1.46796e+08
0  58  1.67122e+08
0  59  1.2893e+08
0  60  1.7737e+08
0  61  1.99591e+08
0  62  1.67446e+08
0  63  1.72099e+08
0  64  1.9602e+08
0  65  1.36427e+08
0  66  1.56113e+08
0  67  1.68032e+08
0  68  9.16956e+07
0  69  1.91198e+08
0  70  2.18042e+08
0  71  2.41139e+08
0  72  2.22059e+08
0  73  3.87956e+08
0  74  3.38221e+08
0  75  5.68278e+08
0  76  1.9651e+09
0  77  2.09336e+09
0  78  5.15739e+08
0  79  2.83254e+08
0  80  2.62408e+08
0  81  2.56358e+08
0  82  2.5336e+08
0  83  2.23027e+08
0  84  2.15024e+08
0  85  1.03606e+08
0  86  1.88935e+08
0  87  1.48775e+08
0  88  1.91509e+08
0  89  1.59894e+08
0  90  1.41587e+08
0  91  1.17362e+08
0  92  1.50625e+08
0  93  1.49387e+08
0  94  1.20039e+08
0  95  1.45016e+08
0  96  1.58241e+08
0  97  1.2586e+08
