row  column  (images_7.edf Ca-K*images_7.edf Ar-K**2.3)
0  0  2.25306e+08
0  1  2.42734e+08
0  2  2.5344e+08
0  3  3.62086e+08
0  4  4.57922e+08
0  5  4.86883e+08
0  6  5.46809e+08
0  7  5.8328e+08
0  8  6.87635e+08
0  9  8.94387e+08
0  10  9.30173e+08
0  11  9.93639e+08
0  12  1.151e+09
0  13  1.19858e+09
0  14  1.17699e+09
0  15  1.26049e+09
0  16  1.2452e+09
0  17  1.38301e+09
0  18  1.37453e+09
0  19  1.58172e+09
0  20  1.53516e+09
0  21  1.72573e+09
0  22  1.54204e+09
0  23  1.72215e+09
0  24  1.75896e+09
0  25  1.80531e+09
0  26  1.7521e+09
0  27  1.87881e+09
0  28  1.88712e+09
0  29  2.02649e+09
0  30  1.84515e+09
0  31  1.7774e+09
0  32  1.98001e+09
0  33  2.00602e+09
0  34  2.09142e+09
0  35  2.1266e+09
0  36  2.13559e+09
0  37  2.22862e+09
0  38  2.17073e+09
0  39  1.77767e+09
0  40  1.62631e+09
0  41  1.85563e+09
0  42  1.74032e+09
0  43  1.65884e+09
0  44  1.69346e+09
0  45  1.61729e+09
0  46  1.60409e+09
0  47  1.75513e+09
0  48  1.71268e+09
0  49  1.77298e+09
0  50  1.54745e+09
0  51  1.58684e+09
0  52  1.8529e+09
0  53  1.86179e+09
0  54  1.9017e+09
0  55  1.97376e+09
0  56  2.03784e+09
0  57  2.07862e+09
0  58  2.14938e+09
0  59  2.54758e+09
0  60  2.32206e+09
0  61  2.46954e+09
0  62  2.52207e+09
0  63  2.60637e+09
0  64  3.01192e+09
0  65  2.61331e+09
0  66  3.06044e+09
0  67  2.9587e+09
0  68  2.72375e+09
0  69  3.00225e+09
0  70  3.05159e+09
0  71  3.50462e+09
0  72  2.7799e+09
0  73  3.17614e+09
0  74  2.69952e+09
0  75  2.82023e+09
0  76  2.2833e+09
0  77  2.26428e+09
0  78  2.48963e+09
0  79  2.40582e+09
0  80  2.30124e+09
0  81  2.72029e+09
0  82  2.52839e+09
0  83  2.35261e+09
0  84  2.60778e+09
0  85  2.25189e+09
0  86  2.2511e+09
0  87  2.46615e+09
0  88  2.51087e+09
0  89  2.45151e+09
0  90  2.5091e+09
0  91  2.37e+09
0  92  2.7489e+09
0  93  2.62758e+09
0  94  2.7434e+09
0  95  2.59925e+09
0  96  2.55425e+09
0  97  2.71201e+09
0  98  3.02981e+09
0  99  3.25024e+09
0  100  2.65264e+09
1  0  2.29171e+08
1  1  2.40925e+08
1  2  2.75918e+08
1  3  3.83174e+08
1  4  4.72625e+08
1  5  4.08439e+08
1  6  5.86353e+08
1  7  7.18108e+08
1  8  7.55827e+08
1  9  1.03307e+09
1  10  9.79074e+08
1  11  1.08338e+09
1  12  1.07081e+09
1  13  1.14067e+09
1  14  1.3241e+09
1  15  1.34539e+09
1  16  1.14701e+09
1  17  1.41626e+09
1  18  1.49044e+09
1  19  1.57417e+09
1  20  1.55243e+09
1  21  1.62311e+09
1  22  1.58297e+09
1  23  1.73624e+09
1  24  1.75192e+09
1  25  1.97125e+09
1  26  2.00016e+09
1  27  1.99405e+09
1  28  2.09211e+09
1  29  1.9002e+09
1  30  1.86838e+09
1  31  2.04351e+09
1  32  2.14509e+09
1  33  2.03124e+09
1  34  2.36106e+09
1  35  2.04688e+09
1  36  2.09878e+09
1  37  2.01791e+09
1  38  2.02076e+09
1  39  1.9164e+09
1  40  1.8763e+09
1  41  1.9016e+09
1  42  1.73128e+09
1  43  1.69729e+09
1  44  1.79777e+09
1  45  1.70694e+09
1  46  1.57956e+09
1  47  1.68214e+09
1  48  1.69674e+09
1  49  1.69741e+09
1  50  1.70404e+09
1  51  1.77473e+09
1  52  1.91756e+09
1  53  1.89041e+09
1  54  2.16577e+09
1  55  2.11464e+09
1  56  2.01517e+09
1  57  2.14156e+09
1  58  2.64786e+09
1  59  2.4531e+09
1  60  2.37854e+09
1  61  2.66133e+09
1  62  2.72482e+09
1  63  3.19022e+09
1  64  2.74331e+09
1  65  3.38175e+09
1  66  3.11075e+09
1  67  3.18644e+09
1  68  2.88763e+09
1  69  3.40079e+09
1  70  3.26016e+09
1  71  3.15803e+09
1  72  2.81133e+09
1  73  2.9579e+09
1  74  2.60197e+09
1  75  2.43747e+09
1  76  2.19243e+09
1  77  2.45737e+09
1  78  2.45363e+09
1  79  2.36472e+09
1  80  2.59121e+09
1  81  2.57466e+09
1  82  2.11088e+09
1  83  2.52106e+09
1  84  2.35506e+09
1  85  2.44135e+09
1  86  2.50632e+09
1  87  2.28411e+09
1  88  2.38802e+09
1  89  2.63947e+09
1  90  2.21916e+09
1  91  2.50475e+09
1  92  2.75148e+09
1  93  2.65645e+09
1  94  2.51365e+09
1  95  2.64848e+09
1  96  2.70437e+09
1  97  2.96281e+09
1  98  3.15087e+09
1  99  3.11639e+09
1  100  3.33538e+09
2  0  2.24374e+08
2  1  2.35893e+08
2  2  2.83417e+08
2  3  3.68151e+08
2  4  4.1776e+08
2  5  4.88754e+08
2  6  5.84687e+08
2  7  5.82655e+08
2  8  7.4664e+08
2  9  1.07765e+09
2  10  1.04029e+09
2  11  1.05091e+09
2  12  1.10814e+09
2  13  1.27057e+09
