row  column  (images_7.edf P-K*images_7.edf Ar-K**2.3)
0  0  214042
0  1  264031
0  2  0
0  3  0
0  4  0
0  5  1.46879e+06
0  6  6.18896e+06
0  7  0
0  8  0
0  9  5.37713e+06
0  10  4.71333e+06
0  11  1.03189e+07
0  12  1.03664e+07
0  13  1.32053e+07
0  14  9.13152e+06
0  15  5.07346e+06
0  16  7.77237e+06
0  17  2.55404e+06
0  18  3.5618e+06
0  19  1.66791e+07
0  20  1.53211e+07
0  21  1.19021e+07
0  22  2.0856e+07
0  23  1.48783e+07
0  24  2.82151e+07
0  25  2.15209e+07
0  26  1.90457e+07
0  27  1.60998e+07
0  28  2.41e+07
0  29  2.44114e+07
0  30  2.27154e+07
0  31  1.14721e+07
0  32  2.22044e+07
0  33  2.10408e+07
0  34  1.79368e+07
0  35  2.6731e+07
0  36  3.53787e+07
0  37  2.33932e+07
0  38  1.46356e+07
0  39  1.47233e+07
0  40  1.0162e+07
0  41  1.67071e+07
0  42  1.30678e+07
0  43  7.07589e+06
0  44  5.50174e+06
0  45  8.87124e+06
0  46  8.26286e+06
0  47  530610
0  48  8.53193e+06
0  49  6.41209e+06
0  50  7.75273e+06
0  51  9.70104e+06
0  52  8.96533e+06
0  53  4.03564e+06
0  54  8.27559e+06
0  55  1.51371e+07
0  56  2.09037e+07
0  57  2.10072e+07
0  58  1.56954e+07
0  59  3.57633e+07
0  60  3.12918e+07
0  61  1.84193e+07
0  62  2.5479e+07
0  63  2.59879e+07
0  64  3.31174e+07
0  65  3.77751e+07
0  66  3.64954e+07
0  67  2.87477e+07
0  68  9.56035e+06
0  69  3.06111e+07
0  70  2.49891e+07
0  71  2.84708e+07
0  72  2.3069e+07
0  73  3.44723e+07
0  74  9.05302e+06
0  75  1.51346e+07
0  76  1.52958e+07
0  77  7.81878e+06
0  78  1.76247e+07
0  79  1.49719e+07
0  80  1.23572e+07
0  81  7.82728e+06
0  82  8.39103e+06
0  83  9.77749e+06
0  84  1.57134e+07
0  85  1.33874e+07
0  86  4.47629e+06
0  87  1.48039e+07
0  88  9.84292e+06
0  89  1.64061e+07
0  90  1.28249e+07
0  91  1.03591e+07
0  92  1.45441e+07
0  93  1.57744e+06
0  94  1.11012e+07
0  95  1.14044e+07
0  96  1.31516e+06
0  97  1.63899e+07
0  98  1.31027e+07
0  99  1.35463e+07
0  100  0
1  0  0
1  1  0
1  2  503951
1  3  0
1  4  0
1  5  582965
1  6  4.64918e+06
1  7  193286
1  8  7.19513e+06
1  9  5.58552e+06
1  10  7.88928e+06
1  11  1.0556e+07
1  12  1.15902e+07
1  13  6.84365e+06
1  14  8.11292e+06
1  15  1.02314e+07
1  16  8.66388e+06
1  17  1.76112e+07
1  18  4.31712e+06
1  19  1.59382e+07
1  20  1.52113e+07
1  21  1.25142e+07
1  22  3.94261e+06
1  23  1.2018e+07
1  24  1.82107e+07
1  25  1.92706e+07
1  26  2.36172e+07
1  27  1.31944e+07
1  28  2.80631e+07
1  29  1.94789e+07
1  30  1.05002e+07
1  31  1.81831e+07
1  32  1.08557e+07
1  33  1.59655e+07
1  34  2.91435e+07
1  35  1.75102e+07
1  36  1.00145e+07
1  37  2.03852e+07
1  38  1.78366e+07
1  39  5.9378e+06
1  40  7.707e+06
1  41  9.6902e+06
1  42  8.08311e+06
1  43  0
1  44  1.08625e+07
1  45  1.11442e+07
1  46  4.75997e+06
1  47  6.4168e+06
1  48  1.9104e+07
1  49  1.70597e+07
1  50  1.15579e+07
1  51  1.16896e+07
1  52  9.31958e+06
1  53  1.0173e+07
1  54  1.9325e+07
1  55  1.49516e+07
1  56  1.47583e+07
1  57  2.32427e+07
1  58  2.44217e+07
1  59  1.92052e+07
1  60  2.68674e+07
1  61  2.86601e+07
1  62  2.64858e+07
1  63  4.75626e+07
1  64  3.82029e+07
1  65  4.12347e+07
1  66  3.1337e+07
1  67  5.14139e+07
1  68  3.11689e+07
1  69  3.60875e+07
1  70  2.65853e+07
1  71  2.77845e+07
1  72  2.42187e+07
1  73  2.23361e+07
1  74  1.61157e+07
1  75  2.21067e+06
1  76  1.06203e+07
1  77  1.79572e+07
1  78  9.40186e+06
1  79  1.34396e+07
1  80  1.31551e+07
1  81  9.98127e+06
1  82  2.43749e+06
1  83  1.95537e+07
1  84  1.12315e+07
1  85  0
1  86  9.44079e+06
1  87  8.9671e+06
1  88  1.38885e+07
1  89  1.41249e+07
1  90  1.11768e+07
1  91  3.97147e+06
1  92  6.44233e+06
1  93  6.84018e+06
1  94  1.15789e+07
1  95  2.18206e+06
1  96  6.2789e+06
1  97  1.16842e+06
1  98  1.55112e+07
1  99  0
1  100  1.57439e+07
2  0  735819
2  1  0
2  2  701340
2  3  0
2  4  644715
2  5  1.51415e+06
2  6  1.69333e+06
2  7  641199
2  8  4.10403e+06
2  9  1.98914e+06
2  10  7.87e+06
2  11  8.80074e+06
2  12  3.0574e+06
2  13  6.79905e+06
2  14  1.10107e+07
2  15  1.21375e+07
2  16  1.4547e+07
2  17  6.68387e+06
2  18  1.87818e+07
2  19  1.74494e+07
2  20  2.17914e+07
2  21  1.00103e+07
2  22  1.19494e+07
2  23  2.54775e+07
2  24  2.84538e+07
2  25  2.0744e+07
2  26  2.43269e+07
2  27  1.95525e+07
2  28  1.87266e+07
2  29  3.25016e+07
2  30  8.44603e+06
2  31  1.53479e+07
2  32  1.67487e+07
2  33  2.29753e+07
2  34  2.32798e+07
2  35  2.68116e+07
2  36  1.64792e+07
2  37  1.71863e+07
2  38  2.91321e+07
2  39  8.55378e+06
2  40  8.39203e+06
2  41  5.55478e+06
2  42  7.92068e+06
2  43  6.99163e+06
2  44  8.57866e+06
2  45  8.1614e+06
2  46  3.54646e+06
2  47  1.23506e+07
2  48  1.75485e+07
2  49  5.2644e+06
2  50  1.25897e+07
2  51  1.22112e+07
2  52  447827
2  53  1.00395e+07
2  54  1.94258e+07
2  55  1.46758e+07
2  56  1.4691e+07
2  57  1.22888e+07
2  58  2.73648e+07
2  59  1.77746e+07
2  60  2.38521e+07
2  61  3.88825e+07
2  62  3.42099e+07
2  63  3.06816e+07
2  64  3.66392e+07
2  65  3.25826e+07
2  66  4.45927e+07
2  67  3.84889e+07
2  68  3.14204e+07
2  69  2.42859e+07
2  70  3.51567e+07
2  71  2.76141e+07
2  72  1.86102e+07
2  73  2.01172e+07
2  74  2.05727e+07
2  75  1.22422e+07
2  76  1.02867e+07
2  77  1.40514e+07
2  78  1.25471e+07
2  79  8.46494e+06
2  80  1.06566e+07
2  81  1.1501e+07
2  82  1.65518e+07
2  83  9.56086e+06
2  84  9.88818e+06
