row  column  (images_4.edf Cu-K*images_4.edf Ar-K**2.3)
0  0  1.88811e+07
0  1  4.17128e+06
0  2  5.35037e+06
0  3  1.2924e+06
0  4  1.0373e+07
0  5  0
0  6  0
0  7  1.28485e+07
0  8  1.54323e+07
0  9  3.9704e+06
0  10  7.81196e+06
0  11  4.85956e+06
0  12  5.30172e+06
0  13  1.16131e+07
0  14  5.47768e+06
0  15  2.19791e+06
0  16  126980
0  17  3.29835e+06
0  18  2.9129e+06
0  19  4.49373e+06
0  20  0
0  21  0
0  22  9.5579e+06
0  23  0
0  24  6.32633e+06
0  25  1.64282e+07
0  26  4.73019e+06
0  27  2.74653e+06
0  28  0
0  29  470577
0  30  8.36705e+06
0  31  0
0  32  0
0  33  0
0  34  0
0  35  1.33807e+07
0  36  8.74904e+06
0  37  0
0  38  884229
0  39  0
0  40  5.68906e+06
0  41  1.12401e+07
0  42  1.93475e+07
0  43  0
0  44  1.87537e+06
0  45  1.49957e+07
0  46  3.97609e+06
0  47  3.23745e+06
0  48  3.71837e+06
0  49  8.11751e+06
0  50  1.20884e+07
0  51  6.08505e+06
0  52  1.1817e+07
0  53  8.4611e+06
0  54  7.65997e+06
0  55  1.73344e+07
0  56  2.84879e+07
0  57  6.6045e+06
0  58  2.87727e+06
0  59  0
0  60  8.38974e+06
0  61  1.62577e+07
0  62  0
0  63  1.07139e+07
0  64  0
0  65  0
0  66  0
0  67  0
0  68  482853
0  69  1.97599e+06
0  70  0
0  71  8.62728e+06
0  72  1.00143e+06
0  73  1.47648e+07
0  74  0
0  75  0
0  76  3.69176e+06
0  77  0
0  78  0
0  79  3.9672e+06
0  80  4.04695e+06
0  81  1.16814e+07
0  82  6.20705e+06
0  83  0
0  84  0
0  85  196252
0  86  0
0  87  7.45251e+06
0  88  1.38546e+07
0  89  0
0  90  4.47624e+06
0  91  2.8679e+06
0  92  195616
0  93  4.84909e+06
0  94  2.09111e+07
0  95  0
0  96  1.3037e+07
0  97  0
0  98  2.5922e+06
0  99  0
0  100  4.57215e+06
1  0  350656
1  1  0
1  2  504636
1  3  2.48909e+07
1  4  1.78488e+07
1  5  0
1  6  3.54437e+06
1  7  7.66605e+06
1  8  1.13233e+06
1  9  1.18176e+07
1  10  1.05556e+07
1  11  522796
1  12  0
1  13  3.74527e+06
1  14  5.03334e+06
1  15  3.83569e+06
1  16  0
1  17  4.68418e+06
1  18  1.01766e+07
1  19  1.59772e+06
1  20  1.13815e+07
1  21  1.55611e+06
1  22  0
1  23  0
1  24  0
1  25  0
1  26  4.29391e+06
1  27  0
1  28  3.24659e+06
1  29  1.42543e+07
1  30  0
1  31  1.22364e+07
1  32  0
1  33  0
1  34  0
1  35  0
1  36  0
1  37  2.39067e+06
1  38  1.94867e+07
1  39  0
1  40  3.70219e+06
1  41  7.09959e+06
1  42  3.28574e+06
1  43  0
1  44  0
1  45  7.2653e+06
1  46  1.91419e+06
1  47  0
