row  column  (images_4.edf S-K*images_4.edf Ar-K**2.3)
0  0  2.77685e+07
0  1  2.04735e+07
0  2  2.85292e+07
0  3  2.85544e+07
0  4  1.89288e+07
0  5  2.39135e+07
0  6  2.81804e+07
0  7  2.13927e+07
0  8  2.16489e+07
0  9  2.57729e+07
0  10  1.56204e+07
0  11  2.10574e+07
0  12  2.81703e+07
0  13  3.50752e+07
0  14  2.77322e+07
0  15  1.83756e+07
0  16  1.99176e+07
0  17  1.83376e+07
0  18  2.5712e+07
0  19  2.0351e+07
0  20  1.36746e+07
0  21  1.8444e+07
0  22  1.31874e+07
0  23  5.31684e+06
0  24  1.33966e+07
0  25  1.10592e+07
0  26  1.46704e+07
0  27  1.26724e+07
0  28  1.65933e+07
0  29  1.01243e+07
0  30  1.55532e+07
0  31  8.84222e+06
0  32  2.24576e+07
0  33  1.81495e+07
0  34  1.42368e+07
0  35  2.33822e+07
0  36  2.96687e+07
0  37  1.62226e+07
0  38  2.01323e+07
0  39  1.50045e+07
0  40  2.59566e+07
0  41  3.11461e+07
0  42  2.21123e+07
0  43  2.60781e+07
0  44  2.89309e+07
0  45  2.78683e+07
0  46  2.39415e+07
0  47  3.01556e+07
0  48  1.98846e+07
0  49  2.9214e+07
0  50  3.1942e+07
0  51  2.67153e+07
0  52  3.05235e+07
0  53  4.05734e+07
0  54  3.09712e+07
0  55  3.88133e+07
0  56  2.09586e+07
0  57  2.45313e+07
0  58  1.71768e+07
0  59  2.51898e+07
0  60  2.43054e+07
0  61  2.66972e+07
0  62  2.20506e+07
0  63  3.7113e+07
0  64  2.02365e+07
0  65  2.11503e+07
0  66  2.09489e+07
0  67  3.03404e+07
0  68  2.51702e+07
0  69  2.43035e+07
0  70  2.20055e+07
0  71  2.80134e+07
0  72  2.32718e+07
0  73  2.85386e+07
0  74  2.11737e+07
0  75  2.51189e+07
0  76  2.01885e+07
0  77  1.79301e+07
0  78  2.23113e+07
0  79  2.8748e+07
0  80  2.78656e+07
0  81  2.50827e+07
0  82  2.10094e+07
0  83  3.80371e+07
0  84  2.48325e+07
0  85  2.39094e+07
0  86  3.12826e+07
0  87  3.62561e+07
0  88  3.0663e+07
0  89  2.57742e+07
0  90  2.59971e+07
0  91  3.15798e+07
0  92  2.50036e+07
0  93  3.03631e+07
0  94  3.43181e+07
0  95  3.3677e+07
0  96  3.93976e+07
0  97  2.98038e+07
0  98  3.38146e+07
0  99  3.14888e+07
0  100  2.37825e+07
1  0  2.7653e+07
1  1  2.70035e+07
1  2  2.49181e+07
1  3  2.3828e+07
1  4  2.03364e+07
1  5  2.03559e+07
1  6  2.13989e+07
1  7  1.69892e+07
1  8  1.99614e+07
1  9  2.54337e+07
1  10  1.89785e+07
1  11  1.48797e+07
1  12  2.96378e+07
1  13  2.18161e+07
1  14  2.31195e+07
1  15  2.2048e+07
1  16  2.63948e+07
1  17  2.49625e+07
1  18  3.38451e+07
1  19  1.64733e+07
1  20  1.39064e+07
1  21  1.57105e+07
1  22  1.39355e+07
1  23  1.4537e+07
1  24  1.04705e+07
1  25  1.49563e+07
1  26  1.96838e+07
1  27  1.35095e+07
1  28  1.89829e+07
1  29  1.17281e+07
1  30  1.61977e+07
1  31  2.82849e+07
1  32  1.71347e+07
1  33  1.37749e+07
1  34  1.75063e+07
1  35  1.93566e+07
1  36  1.50111e+07
1  37  1.94277e+07
1  38  1.94087e+07
1  39  1.97566e+07
1  40  2.01115e+07
1  41  2.39087e+07
1  42  2.49308e+07
1  43  2.73905e+07
1  44  2.18881e+07
1  45  2.52946e+07
1  46  2.59763e+07
1  47  2.13581e+07
1  48  3.27371e+07
1  49  2.89288e+07
1  50  3.05612e+07
1  51  2.79504e+07
1  52  2.23675e+07
1  53  3.29699e+07
1  54  3.50976e+07
1  55  2.48436e+07
1  56  2.57214e+07
1  57  2.58028e+07
1  58  2.25673e+07
1  59  1.7501e+07
1  60  2.26595e+07
1  61  1.6198e+07
1  62  2.37094e+07
1  63  2.10724e+07
1  64  2.73236e+07
1  65  2.17705e+07
1  66  1.98214e+07
1  67  3.18189e+07
1  68  1.70471e+07
1  69  2.32586e+07
1  70  1.67732e+07
1  71  2.37998e+07
1  72  1.60521e+07
1  73  2.37113e+07
1  74  2.3166e+07
1  75  2.19193e+07
1  76  2.91265e+07
1  77  1.76785e+07
1  78  2.30734e+07
1  79  1.81209e+07
1  80  2.47394e+07
1  81  2.25076e+07
1  82  2.55899e+07
1  83  3.47027e+07
1  84  3.59348e+07
1  85  2.97661e+07
1  86  3.46394e+07
1  87  2.64838e+07
1  88  2.49291e+07
1  89  3.55041e+07
1  90  3.14904e+07
1  91  3.64216e+07
1  92  2.4392e+07
1  93  2.68484e+07
1  94  3.42472e+07
1  95  3.16948e+07
1  96  3.05259e+07
1  97  2.33962e+07
1  98  2.759e+07
1  99  3.09571e+07
1  100  2.18809e+07
2  0  2.82786e+07
2  1  2.38381e+07
2  2  2.64784e+07
2  3  1.65829e+07
2  4  2.89784e+07
2  5  1.88708e+07
2  6  1.88288e+07
2  7  2.21329e+07
2  8  2.67176e+07
2  9  1.50587e+07
2  10  2.0782e+07
2  11  2.4735e+07
2  12  2.58214e+07
2  13  2.53656e+07
2  14  1.65519e+07
2  15  1.56253e+07
2  16  1.61094e+07
2  17  2.04501e+07
2  18  1.8222e+07
2  19  2.21447e+07
2  20  1.47866e+07
2  21  1.48749e+07
2  22  1.15002e+07
2  23  1.23071e+07
2  24  1.98176e+07
2  25  1.59549e+07
2  26  1.19385e+07
2  27  6.8232e+06
2  28  2.11852e+07
2  29  9.90172e+06
2  30  1.72978e+07
2  31  1.4806e+07
2  32  1.85255e+07
2  33  1.22953e+07
2  34  1.52984e+07
2  35  2.82229e+07
2  36  1.4808e+07
2  37  2.17952e+07
2  38  2.11494e+07
2  39  2.5918e+07
2  40  2.571e+07
2  41  2.56292e+07
2  42  2.22108e+07
2  43  2.28744e+07
2  44  2.15607e+07
2  45  2.85126e+07
2  46  2.19587e+07
2  47  2.23366e+07
2  48  2.85058e+07
2  49  2.62736e+07
2  50  2.6164e+07
2  51  2.73036e+07
2  52  2.8066e+07
2  53  2.78591e+07
2  54  3.06835e+07
2  55  2.36947e+07
2  56  2.05871e+07
2  57  2.74301e+07
2  58  2.69922e+07
2  59  1.9353e+07
2  60  2.29101e+07
2  61  2.81292e+07
2  62  2.4773e+07
2  63  2.97111e+07
2  64  2.64943e+07
2  65  2.06447e+07
2  66  2.01392e+07
2  67  3.33516e+07
2  68  2.14593e+07
2  69  1.72133e+07
2  70  1.33738e+07
2  71  2.65216e+07
2  72  2.31274e+07
2  73  2.35421e+07
2  74  3.75267e+07
2  75  2.37164e+07
2  76  2.33233e+07
2  77  3.30151e+07
2  78  1.98113e+07
2  79  1.40322e+07
2  80  2.59484e+07
2  81  2.76335e+07
2  82  3.68878e+07
2  83  3.36543e+07
2  84  2.93993e+07
2  85  4.03505e+07
2  86  2.75416e+07
2  87  3.25092e+07
2  88  2.8907e+07
2  89  3.3436e+07
2  90  2.767e+07
2  91  3.04188e+07
2  92  3.29427e+07
2  93  4.62318e+07
2  94  3.00834e+07
2  95  3.67855e+07
2  96  3.62513e+07
2  97  3.14398e+07
2  98  2.78326e+07
2  99  3.94901e+07
2  100  3.1072e+07
3  0  2.37912e+07
3  1  2.68327e+07
3  2  2.84157e+07
3  3  2.47716e+07
3  4  1.91627e+07
3  5  2.17874e+07
3  6  2.37368e+07
3  7  2.05829e+07
3  8  2.49194e+07
3  9  2.34162e+07
3  10  1.92252e+07
3  11  2.67089e+07
3  12  2.35522e+07
3  13  3.02659e+07
3  14  2.10388e+07
3  15  1.77157e+07
3  16  2.18422e+07
3  17  2.75254e+07
3  18  1.91797e+07
3  19  1.34058e+07
3  20  1.19649e+07
3  21  1.79452e+07
3  22  1.20545e+07
3  23  8.14492e+06
3  24  1.24762e+07
3  25  2.77033e+07
3  26  1.69025e+07
3  27  1.51059e+07
3  28  1.81783e+07
3  29  1.14358e+07
3  30  1.55247e+07
3  31  2.18448e+07
3  32  2.36747e+07
3  33  2.33954e+07
3  34  1.27126e+07
3  35  2.39142e+07
3  36  1.92604e+07
3  37  1.74194e+07
3  38  2.18036e+07
3  39  2.22073e+07
3  40  1.81141e+07
3  41  1.94915e+07
3  42  2.91486e+07
3  43  2.48206e+07
3  44  3.25979e+07
3  45  2.21959e+07
3  46  2.22566e+07
3  47  2.51702e+07
3  48  2.65293e+07
3  49  1.89545e+07
3  50  2.88584e+07
3  51  2.38032e+07
3  52  3.01193e+07
3  53  3.06291e+07
3  54  3.00533e+07
3  55  2.84426e+07
3  56  2.5901e+07
3  57  2.6422e+07
3  58  2.38925e+07
3  59  3.17667e+07
3  60  2.80346e+07
3  61  3.28475e+07
3  62  2.68322e+07
3  63  2.51173e+07
3  64  2.209e+07
3  65  3.43004e+07
3  66  2.19048e+07
3  67  2.14362e+07
3  68  1.8175e+07
3  69  2.22073e+07
3  70  1.796e+07
3  71  2.29386e+07
3  72  2.93739e+07
3  73  1.91685e+07
3  74  2.94504e+07
3  75  3.09524e+07
3  76  3.42636e+07
3  77  1.88371e+07
3  78  2.47756e+07
3  79  2.96731e+07
3  80  3.54124e+07
3  81  1.89565e+07
3  82  2.77591e+07
3  83  2.71933e+07
3  84  2.37904e+07
3  85  2.96931e+07
3  86  2.38705e+07
3  87  3.45187e+07
3  88  3.71265e+07
3  89  3.12415e+07
3  90  2.66541e+07
3  91  3.62182e+07
3  92  3.21608e+07
3  93  2.8067e+07
3  94  2.83462e+07
3  95  4.42021e+07
3  96  4.29707e+07
3  97  2.62478e+07
3  98  2.74404e+07
3  99  3.08472e+07
3  100  2.06112e+07
4  0  1.5639e+07
4  1  2.67149e+07
4  2  2.6461e+07
4  3  1.8098e+07
4  4  1.68415e+07
4  5  2.24792e+07
