row  column  (images_4.edf K-K*images_4.edf Ar-K**2.3)
0  0  1.74699e+06
0  1  1.61873e+07
0  2  1.69199e+07
0  3  1.75353e+07
0  4  9.22353e+06
0  5  2.18754e+07
0  6  0
0  7  9.21235e+06
0  8  1.31834e+07
0  9  1.06371e+07
0  10  4.27395e+06
0  11  4.38375e+06
0  12  1.60815e+07
0  13  1.25324e+07
0  14  6.09845e+06
0  15  6.38424e+06
0  16  8.35175e+06
0  17  1.71414e+06
0  18  1.27814e+07
0  19  1.09961e+07
0  20  0
0  21  1.19002e+07
0  22  8.70933e+06
0  23  6.29021e+06
0  24  8.59065e+06
0  25  5.47062e+06
0  26  7.63123e+06
0  27  24707.5
0  28  7.40834e+06
0  29  6.9327e+06
0  30  0
0  31  1.51284e+06
0  32  8.97804e+06
0  33  1.22413e+07
0  34  5.65688e+06
0  35  8.00017e+06
0  36  1.51978e+07
0  37  8.35178e+06
0  38  7.65843e+06
0  39  9.95111e+06
0  40  9.25436e+06
0  41  1.36604e+07
0  42  493932
0  43  9.24307e+06
0  44  1.09218e+07
0  45  2.61996e+06
0  46  6.93135e+06
0  47  4.83065e+06
0  48  1.17093e+07
0  49  7.11222e+06
0  50  1.07001e+07
0  51  914787
0  52  1.18467e+07
0  53  4.14024e+06
0  54  1.39111e+07
0  55  3.68222e+07
0  56  1.40952e+07
0  57  1.51593e+07
0  58  1.58243e+07
0  59  2.15872e+07
0  60  1.71482e+07
0  61  0
0  62  1.83561e+07
0  63  0
0  64  2.39779e+07
0  65  2.05287e+07
0  66  1.78324e+07
0  67  1.551e+07
0  68  4.58792e+06
0  69  8.83897e+06
0  70  1.08139e+07
0  71  1.78686e+07
0  72  1.30872e+07
0  73  1.50284e+07
0  74  1.27483e+07
0  75  2.02146e+07
0  76  4.85539e+06
0  77  1.4445e+07
0  78  5.19415e+06
0  79  1.61741e+07
0  80  1.84829e+07
0  81  8.47703e+06
0  82  6.94637e+06
0  83  1.55714e+07
0  84  1.16302e+07
0  85  1.11044e+07
0  86  1.4764e+07
0  87  6.03732e+06
0  88  5.98101e+06
0  89  1.23849e+07
0  90  6.98896e+06
0  91  1.30348e+07
0  92  7.96467e+06
0  93  7.54558e+06
0  94  1.73292e+07
0  95  1.42627e+07
0  96  1.26689e+07
0  97  2.33262e+07
0  98  7.01258e+06
0  99  5.55201e+06
0  100  1.83627e+07
1  0  1.54525e+07
1  1  1.61793e+07
1  2  1.37578e+07
1  3  5.55e+06
1  4  1.00773e+07
1  5  1.20537e+07
1  6  6.35818e+06
1  7  1.41483e+07
1  8  1.2291e+07
1  9  1.14975e+07
1  10  7.36075e+06
1  11  1.55363e+07
1  12  1.25927e+07
1  13  1.29009e+07
1  14  5.98368e+06
1  15  8.65518e+06
1  16  0
1  17  1.33048e+07
1  18  6.57989e+06
1  19  1.60537e+07
1  20  1.07515e+07
1  21  7.09954e+06
1  22  1.41758e+07
1  23  1.12117e+07
1  24  889914
1  25  9.47707e+06
1  26  3.83129e+06
1  27  9.38527e+06
1  28  1.17995e+07
1  29  1.43334e+07
1  30  0
1  31  0
1  32  5.44662e+06
1  33  9.15004e+06
1  34  6.35551e+06
1  35  1.24334e+07
1  36  5.41459e+06
1  37  7.42384e+06
1  38  4.16369e+06
1  39  5.66476e+06
1  40  1.06962e+06
1  41  1.68377e+07
1  42  2.63835e+06
1  43  1.06974e+07
1  44  1.26037e+07
1  45  9.17036e+06
1  46  5.09231e+06
1  47  1.43197e+07
1  48  1.92888e+06
1  49  6.50281e+06
1  50  9.77147e+06
1  51  9.11402e+06
1  52  1.26282e+07
1  53  1.63669e+07
1  54  2.80254e+07
1  55  2.29901e+07
1  56  0
1  57  1.26058e+07
1  58  1.23676e+07
1  59  1.00321e+07
1  60  9.07308e+06
1  61  6.77476e+06
1  62  1.41344e+07
1  63  1.32782e+07
1  64  1.65277e+07
1  65  8.96157e+06
1  66  9.95318e+06
1  67  1.15266e+07
1  68  1.07735e+07
1  69  0
1  70  9.05866e+06
1  71  1.30024e+07
1  72  9.12265e+06
1  73  1.85829e+07
1  74  1.15342e+07
1  75  1.42237e+07
1  76  1.63173e+07
1  77  1.08486e+07
1  78  2.07955e+07
1  79  9.07102e+06
1  80  1.12818e+07
1  81  1.48936e+07
1  82  1.32317e+07
1  83  1.70866e+07
1  84  1.16704e+07
1  85  1.31033e+07
1  86  9.29088e+06
1  87  1.14584e+07
1  88  0
1  89  1.28482e+07
1  90  1.47964e+07
1  91  1.73345e+07
1  92  5.2751e+06
1  93  0
1  94  1.4548e+07
1  95  7.53245e+06
1  96  7.49622e+06
1  97  1.00848e+07
1  98  0
1  99  1.18814e+07
1  100  2.10099e+07
2  0  1.91428e+07
2  1  7.05208e+06
2  2  1.12426e+07
2  3  1.69159e+07
2  4  1.3284e+07
2  5  1.23673e+07
2  6  1.7676e+07
2  7  1.70618e+07
2  8  1.18541e+07
2  9  9.65188e+06
2  10  7.81563e+06
2  11  6.10977e+06
2  12  1.72371e+07
2  13  1.45306e+07
2  14  9.24006e+06
2  15  9.44296e+06
2  16  4.95361e+06
2  17  1.29434e+07
2  18  1.47358e+07
2  19  272979
2  20  8.01073e+06
2  21  2.03896e+07
2  22  8.38442e+06
2  23  6.8802e+06
2  24  0
2  25  7.63389e+06
2  26  2.06333e+06
2  27  4.02474e+06
2  28  1.04562e+07
2  29  4.62387e+06
2  30  1.07929e+07
2  31  8.12576e+06
2  32  9.09875e+06
2  33  8.53725e+06
2  34  8.88294e+06
2  35  2.06049e+07
2  36  1.50232e+06
2  37  5.19389e+06
2  38  4.64412e+06
2  39  6.85139e+06
2  40  1.41277e+07
2  41  7.68694e+06
2  42  7.89494e+06
2  43  1.09737e+07
2  44  7.43737e+06
2  45  6.71168e+06
2  46  9.87437e+06
2  47  1.01279e+07
2  48  0
2  49  2.01058e+06
2  50  1.33243e+07
2  51  1.41309e+07
2  52  1.24902e+07
2  53  1.05129e+07
2  54  1.89302e+07
2  55  1.56363e+07
2  56  5.8467e+06
2  57  1.09789e+07
2  58  1.96134e+07
2  59  1.43692e+07
2  60  1.52617e+07
2  61  1.0652e+07
2  62  0
2  63  1.79478e+07
2  64  1.5131e+07
2  65  1.05134e+07
2  66  1.49134e+07
2  67  2.06186e+07
2  68  1.15892e+07
2  69  1.27096e+07
2  70  5.37227e+06
2  71  5.1048e+06
2  72  1.85279e+07
2  73  7.09278e+06
2  74  0
2  75  9.36038e+06
2  76  1.10619e+07
2  77  1.59221e+07
2  78  6.7741e+06
2  79  5.03749e+06
2  80  0
2  81  6.58793e+06
2  82  1.73366e+07
2  83  1.67677e+07
2  84  1.51393e+07
2  85  1.19978e+07
2  86  1.20701e+07
2  87  9.10336e+06
2  88  1.04303e+07
2  89  4.49163e+06
2  90  8.30449e+06
2  91  7.22924e+06
2  92  9.72663e+06
2  93  1.40838e+07
2  94  9.2709e+06
2  95  1.67544e+06
2  96  1.59499e+07
2  97  1.63747e+07
2  98  1.30955e+07
2  99  1.77368e+07
2  100  1.76684e+07
3  0  1.65206e+07
3  1  1.68825e+07
3  2  0
3  3  1.15317e+07
3  4  7.476e+06
3  5  1.12145e+07
3  6  5.91792e+06
3  7  1.04302e+07
3  8  1.19796e+07
3  9  4.96038e+06
3  10  1.45441e+07
3  11  1.74355e+07
3  12  1.38706e+07
3  13  1.34275e+07
3  14  1.1256e+07
3  15  8.72475e+06
3  16  1.08017e+07
3  17  1.19557e+07
3  18  1.30459e+07
3  19  1.23004e+07
3  20  1.45643e+07
3  21  6.76378e+06
3  22  1.02546e+07
3  23  7.37363e+06
3  24  3.00788e+06
3  25  1.66196e+07
3  26  9.05053e+06
3  27  7.43383e+06
3  28  1.20846e+07
3  29  0
3  30  5.01464e+06
3  31  1.28928e+07
3  32  8.47973e+06
3  33  1.15496e+07
3  34  6.40025e+06
3  35  4.56795e+06
3  36  0
3  37  6.35444e+06
3  38  4.48632e+06
3  39  8.45991e+06
3  40  7.61452e+06
3  41  0
3  42  1.04142e+07
3  43  1.25622e+07
3  44  2.04072e+07
3  45  1.30722e+07
3  46  0
3  47  9.61696e+06
3  48  1.35427e+06
3  49  5.69474e+06
3  50  1.12339e+07
3  51  1.64267e+07
3  52  1.56494e+07
3  53  0
3  54  2.20846e+07
3  55  2.45891e+07
3  56  1.49209e+07
3  57  1.36962e+07
3  58  2.15159e+07
3  59  1.50304e+07
3  60  1.27985e+07
3  61  7.36031e+06
3  62  1.85133e+07
3  63  1.7037e+07
3  64  0
3  65  2.22601e+07
3  66  4.26693e+06
3  67  1.56604e+07
3  68  1.48582e+07
3  69  8.68943e+06
3  70  1.11884e+07
3  71  8.55626e+06
3  72  1.87791e+07
3  73  1.18852e+07
3  74  1.152e+07
3  75  1.29277e+07
3  76  2.4599e+06
3  77  1.00913e+07
3  78  8.49846e+06
3  79  1.79756e+07
3  80  1.79506e+07
3  81  1.00514e+07
3  82  9.2894e+06
3  83  9.26233e+06
3  84  1.2769e+07
3  85  1.00533e+07
3  86  604940
3  87  1.19573e+07
3  88  1.46225e+07
3  89  1.48198e+07
3  90  1.87814e+07
3  91  6.06436e+06
3  92  8.68183e+06
3  93  1.64842e+07
3  94  7.53834e+06
3  95  1.66179e+07
3  96  1.69393e+07
3  97  6.35773e+06
3  98  1.0804e+07
3  99  1.38323e+07
3  100  0
4  0  9.35727e+06
4  1  6.8937e+06
4  2  1.22642e+06
4  3  7.86061e+06
4  4  7.91325e+06
4  5  1.94211e+07
4  6  8.01887e+06
4  7  8.01871e+06
4  8  1.05805e+07
4  9  5.44955e+06
4  10  441020
4  11  1.07819e+07
4  12  0
4  13  0
4  14  5.81884e+06
4  15  1.39486e+07
4  16  9.51248e+06
4  17  9.37386e+06
4  18  4.32228e+06
4  19  1.65847e+07
4  20  0
4  21  1.14265e+07
4  22  2.8144e+06
4  23  4.54989e+06
4  24  2.9701e+06
4  25  6.2215e+06
4  26  6.89347e+06
4  27  4.77465e+06
4  28  5.82169e+06
4  29  320324
4  30  1.08412e+06
4  31  4.69002e+06
4  32  5.81617e+06
4  33  6.39317e+06
4  34  1.2233e+07
4  35  8.86484e+06
4  36  4.65928e+06
4  37  1.12132e+07
4  38  7.31602e+06
4  39  6.04529e+06
4  40  5.38091e+06
4  41  1.94918e+06
4  42  0
4  43  0
4  44  1.79023e+07
4  45  6.55399e+06
4  46  8.14623e+06
4  47  1.47935e+07
4  48  7.53265e+06
4  49  3.50001e+06
4  50  8.07165e+06
4  51  0
4  52  8.65033e+06
4  53  2.14365e+07
4  54  2.686e+07
4  55  2.99392e+07
4  56  1.67679e+07
4  57  8.29639e+06
4  58  1.82718e+07
4  59  2.02281e+07
4  60  1.39522e+07
4  61  1.28242e+07
4  62  6.92435e+06
4  63  1.57945e+07
4  64  1.58451e+07
4  65  1.54034e+07
4  66  4.2444e+06
4  67  1.0869e+07
4  68  6.13614e+06
4  69  1.06277e+07
4  70  1.76297e+07
4  71  6.7932e+06
4  72  9.23298e+06
4  73  8.04483e+06
4  74  2.15846e+07
4  75  1.31085e+07
4  76  1.15388e+07
4  77  6.49605e+06
4  78  1.7596e+07
4  79  1.39884e+07
4  80  8.38078e+06
4  81  1.4206e+07
4  82  1.09604e+07
4  83  1.1954e+07
4  84  6.74679e+06
4  85  0
4  86  2.48363e+07
4  87  9.5778e+06
4  88  8.29584e+06
4  89  5.6528e+06
4  90  1.00407e+07
4  91  8.54298e+06
4  92  1.48886e+07
4  93  8.06183e+06
4  94  1.3118e+07
4  95  2.24996e+07
4  96  1.7235e+07
4  97  5.17845e+06
4  98  1.41943e+07
4  99  9.91005e+06
4  100  2.27502e+07
5  0  8.49343e+06
5  1  1.50609e+07
5  2  9.63285e+06
5  3  1.25663e+07
5  4  1.02398e+07
5  5  7.10645e+06
