row  column  (images_4.edf Fe-K*images_4.edf Ar-K**2.3)
0  0  4.96991e+07
0  1  5.36944e+07
0  2  5.93928e+07
0  3  1.03317e+08
0  4  2.75031e+08
0  5  1.8332e+08
0  6  6.14905e+07
0  7  6.3595e+07
0  8  6.66095e+07
0  9  6.55189e+07
0  10  4.62248e+07
0  11  5.61528e+07
0  12  6.09007e+07
0  13  5.17981e+07
0  14  5.19294e+07
0  15  4.94947e+07
0  16  4.07039e+07
0  17  4.40459e+07
0  18  9.88922e+07
0  19  8.10005e+07
0  20  5.63624e+07
0  21  3.42158e+07
0  22  3.31118e+07
0  23  2.31912e+07
0  24  9.5651e+06
0  25  2.56704e+07
0  26  3.15124e+07
0  27  2.58712e+07
0  28  2.46537e+07
0  29  3.1515e+07
0  30  2.46824e+07
0  31  2.83588e+07
0  32  2.84518e+07
0  33  3.75461e+07
0  34  3.59825e+07
0  35  2.83894e+07
0  36  1.8253e+07
0  37  2.7063e+07
0  38  2.51138e+07
0  39  2.60547e+07
0  40  2.49564e+07
0  41  2.73853e+07
0  42  2.72107e+07
0  43  3.60646e+07
0  44  4.5618e+07
0  45  3.16443e+07
0  46  3.36048e+07
0  47  3.89537e+07
0  48  3.78217e+07
0  49  4.93443e+07
0  50  3.88213e+07
0  51  4.17728e+07
0  52  3.94955e+07
0  53  3.63719e+07
0  54  5.08884e+07
0  55  6.10419e+07
0  56  4.20108e+07
0  57  4.04383e+07
0  58  4.90638e+07
0  59  4.2412e+07
0  60  4.29638e+07
0  61  5.67393e+07
0  62  4.22389e+07
0  63  6.60099e+07
0  64  6.02758e+07
0  65  5.50492e+07
0  66  3.88832e+07
0  67  4.59799e+07
0  68  3.9544e+07
0  69  4.32895e+07
0  70  4.07577e+07
0  71  4.28156e+07
0  72  4.43542e+07
0  73  3.44717e+07
0  74  4.56863e+07
0  75  4.63812e+07
0  76  4.69923e+07
0  77  5.37621e+07
0  78  5.97566e+07
0  79  5.56182e+07
0  80  5.37252e+07
0  81  3.85887e+07
0  82  4.25888e+07
0  83  3.98755e+07
0  84  3.88818e+07
0  85  4.20402e+07
0  86  3.81543e+07
0  87  3.23575e+07
0  88  2.66792e+07
0  89  2.84624e+07
0  90  3.95217e+07
0  91  3.32118e+07
0  92  3.23388e+07
0  93  2.77746e+07
0  94  3.33643e+07
0  95  3.49044e+07
0  96  2.49539e+07
0  97  4.61951e+07
0  98  4.21342e+07
0  99  3.27022e+07
0  100  3.70569e+07
1  0  5.70878e+07
1  1  7.17688e+07
1  2  1.05209e+08
1  3  3.54296e+08
1  4  2.12465e+08
1  5  7.96772e+07
1  6  5.31241e+07
1  7  3.54463e+07
1  8  5.53994e+07
1  9  4.99072e+07
1  10  4.17684e+07
1  11  5.58736e+07
1  12  5.34432e+07
1  13  5.56372e+07
1  14  4.21788e+07
1  15  4.36687e+07
1  16  3.94143e+07
1  17  7.26006e+07
1  18  6.11896e+07
1  19  4.48691e+07
1  20  4.2431e+07
1  21  3.08272e+07
1  22  2.89679e+07
1  23  2.98426e+07
1  24  3.17584e+07
1  25  3.35439e+07
1  26  3.95475e+07
1  27  2.32766e+07
1  28  2.29288e+07
1  29  2.47625e+07
1  30  2.43194e+07
1  31  3.33888e+07
1  32  3.17625e+07
1  33  3.49794e+07
1  34  2.67186e+07
1  35  2.90352e+07
1  36  2.54787e+07
1  37  2.9146e+07
1  38  4.27941e+07
1  39  3.05792e+07
1  40  2.30183e+07
1  41  1.95759e+07
1  42  3.3259e+07
1  43  3.1599e+07
1  44  3.66948e+07
1  45  3.22724e+07
1  46  3.73265e+07
1  47  4.56494e+07
1  48  3.50449e+07
1  49  3.64342e+07
1  50  4.49014e+07
1  51  2.62094e+07
1  52  2.80349e+07
1  53  5.79864e+07
1  54  4.61633e+07
1  55  4.81614e+07
1  56  3.99175e+07
1  57  4.59869e+07
1  58  4.13352e+07
1  59  2.87956e+07
1  60  4.55875e+07
1  61  6.77763e+07
1  62  5.62423e+07
1  63  4.26145e+07
1  64  3.33601e+07
1  65  3.86404e+07
1  66  6.10579e+07
1  67  5.30513e+07
1  68  4.15111e+07
1  69  3.8203e+07
1  70  4.54602e+07
1  71  5.34159e+07
1  72  3.66504e+07
1  73  4.9324e+07
1  74  4.51145e+07
1  75  4.82411e+07
1  76  5.44458e+07
1  77  6.18991e+07
1  78  6.2409e+07
1  79  4.72088e+07
1  80  4.78112e+07
1  81  3.66363e+07
1  82  3.27268e+07
1  83  3.32937e+07
1  84  2.41566e+07
1  85  3.26126e+07
1  86  3.47211e+07
1  87  3.65688e+07
1  88  3.50972e+07
1  89  3.48151e+07
1  90  3.29181e+07
1  91  3.72089e+07
1  92  3.44675e+07
1  93  3.04937e+07
1  94  3.54026e+07
1  95  2.66796e+07
1  96  2.80872e+07
1  97  3.69037e+07
1  98  2.1515e+07
1  99  3.43783e+07
1  100  3.66814e+07
2  0  5.91776e+07
2  1  7.10092e+07
2  2  1.33269e+08
2  3  3.62136e+08
2  4  2.50121e+08
2  5  1.06238e+08
2  6  5.66852e+07
2  7  5.46957e+07
2  8  5.96754e+07
2  9  5.70188e+07
2  10  4.05687e+07
2  11  6.09635e+07
2  12  5.29897e+07
2  13  4.84981e+07
2  14  4.69601e+07
2  15  4.33467e+07
2  16  3.24622e+07
2  17  6.5204e+07
2  18  8.72625e+07
2  19  3.05193e+07
2  20  2.83097e+07
2  21  2.39107e+07
2  22  2.46717e+07
2  23  3.14459e+07
2  24  2.07243e+07
2  25  2.92013e+07
2  26  2.7405e+07
2  27  1.86806e+07
2  28  2.33382e+07
2  29  9.24962e+06
2  30  1.85974e+07
2  31  2.67975e+07
2  32  3.63964e+07
2  33  4.52484e+07
2  34  3.31155e+07
2  35  2.70182e+07
2  36  3.50452e+07
2  37  1.60245e+07
2  38  2.41141e+07
2  39  4.54262e+06
2  40  2.33503e+07
2  41  1.67672e+07
2  42  3.3169e+07
2  43  3.66828e+07
2  44  3.33982e+07
2  45  2.31857e+07
2  46  3.77895e+07
2  47  3.91933e+07
2  48  4.51993e+07
2  49  5.81489e+07
2  50  2.96328e+07
2  51  3.63613e+07
2  52  3.91521e+07
2  53  3.07747e+07
2  54  6.33217e+07
2  55  5.92241e+07
2  56  4.27393e+07
2  57  3.40025e+07
2  58  2.35234e+07
2  59  4.47893e+07
2  60  5.63484e+07
2  61  5.54945e+07
2  62  6.12786e+07
2  63  4.17593e+07
2  64  4.43504e+07
2  65  4.39996e+07
2  66  4.59199e+07
2  67  5.40248e+07
2  68  5.16418e+07
2  69  3.1401e+07
2  70  8.00735e+06
2  71  3.9182e+07
2  72  3.40645e+07
2  73  3.63376e+07
2  74  4.11212e+07
2  75  5.90745e+07
2  76  4.84343e+07
2  77  5.60793e+07
2  78  6.46815e+07
2  79  5.27123e+07
2  80  5.66053e+07
2  81  2.78636e+07
2  82  3.92695e+07
2  83  3.05706e+07
2  84  2.97879e+07
2  85  2.2801e+07
2  86  2.51911e+07
2  87  4.76856e+07
2  88  1.96276e+07
2  89  2.97942e+07
2  90  3.27191e+07
