row  column  (images_26_413.edf Ca-K*images_26_413.edf Ar-K**2.3)
0  0  2.85273e+07
0  1  7.77018e+07
0  2  9.68962e+07
0  3  1.28629e+08
0  4  1.8655e+08
0  5  2.41752e+08
0  6  4.43061e+08
0  7  6.36818e+08
0  8  7.33427e+08
0  9  8.15105e+08
0  10  1.19618e+09
0  11  1.44677e+09
0  12  1.42017e+09
0  13  1.51433e+09
0  14  1.28861e+09
0  15  1.5685e+09
0  16  1.91599e+09
0  17  1.82049e+09
0  18  1.89347e+09
0  19  1.82269e+09
0  20  1.77429e+09
0  21  1.51126e+09
0  22  1.65694e+09
0  23  1.65867e+09
0  24  1.84429e+09
0  25  1.46264e+09
0  26  1.48997e+09
0  27  1.51562e+09
0  28  1.39175e+09
0  29  1.19624e+09
0  30  1.56187e+09
0  31  1.70064e+09
0  32  1.36849e+09
0  33  1.43994e+09
0  34  1.33222e+09
0  35  1.52165e+09
0  36  1.72762e+09
0  37  1.43326e+09
0  38  1.65716e+09
0  39  1.50132e+09
0  40  1.43876e+09
0  41  1.49355e+09
0  42  1.49089e+09
0  43  1.4886e+09
0  44  1.34321e+09
0  45  1.40063e+09
0  46  1.33405e+09
0  47  1.07106e+09
0  48  8.32468e+08
0  49  8.78191e+08
0  50  1.04967e+09
1  0  4.25133e+07
1  1  6.63667e+07
1  2  9.51709e+07
1  3  1.06925e+08
1  4  1.86615e+08
1  5  3.22408e+08
1  6  4.09455e+08
1  7  5.61959e+08
1  8  6.75319e+08
1  9  8.43234e+08
1  10  1.18246e+09
1  11  1.58812e+09
1  12  1.48359e+09
1  13  1.32682e+09
1  14  1.35397e+09
1  15  1.58331e+09
1  16  1.66268e+09
1  17  1.70683e+09
1  18  1.74193e+09
1  19  1.60427e+09
1  20  1.54782e+09
1  21  1.41035e+09
1  22  1.67998e+09
1  23  1.56371e+09
1  24  1.45325e+09
1  25  1.29476e+09
1  26  1.50031e+09
1  27  1.46018e+09
1  28  1.42306e+09
1  29  1.39203e+09
1  30  1.73234e+09
1  31  1.763e+09
1  32  1.52579e+09
1  33  1.55479e+09
1  34  1.51882e+09
1  35  1.76344e+09
1  36  1.56905e+09
1  37  1.39995e+09
1  38  1.67769e+09
1  39  1.55278e+09
1  40  1.53331e+09
1  41  1.53276e+09
1  42  1.53421e+09
1  43  1.5067e+09
1  44  1.39821e+09
1  45  1.34054e+09
1  46  1.50363e+09
1  47  1.10802e+09
1  48  9.64585e+08
1  49  8.45367e+08
1  50  1.11138e+09
2  0  6.81788e+07
2  1  8.5297e+07
2  2  9.31857e+07
2  3  1.36135e+08
2  4  2.0482e+08
2  5  2.69454e+08
2  6  3.68947e+08
2  7  5.11555e+08
2  8  6.04755e+08
2  9  8.51826e+08
2  10  1.20027e+09
2  11  1.46511e+09
2  12  1.60437e+09
2  13  1.46914e+09
2  14  1.42876e+09
2  15  1.62996e+09
2  16  1.89211e+09
2  17  1.72381e+09
2  18  1.75508e+09
2  19  1.58697e+09
2  20  1.44994e+09
2  21  1.54429e+09
2  22  1.76608e+09
2  23  1.48562e+09
2  24  1.65297e+09
2  25  1.30303e+09
2  26  1.36284e+09
2  27  1.39509e+09
2  28  1.23424e+09
2  29  1.33606e+09
2  30  1.60467e+09
2  31  1.67134e+09
2  32  1.42484e+09
2  33  1.63789e+09
2  34  1.70552e+09
2  35  1.70961e+09
2  36  1.57005e+09
2  37  1.42117e+09
2  38  1.67521e+09
2  39  1.54998e+09
2  40  1.50215e+09
2  41  1.58011e+09
2  42  1.56189e+09
2  43  1.23674e+09
2  44  1.4254e+09
2  45  1.45543e+09
2  46  1.2604e+09
2  47  1.09241e+09
2  48  9.19264e+08
2  49  7.42518e+08
2  50  9.32946e+08
3  0  7.1981e+07
3  1  7.93248e+07
3  2  9.39531e+07
3  3  1.22874e+08
3  4  2.07668e+08
3  5  2.69287e+08
3  6  3.89965e+08
3  7  4.66676e+08
3  8  6.40693e+08
3  9  7.62313e+08
3  10  1.11937e+09
3  11  1.33691e+09
3  12  1.75642e+09
3  13  1.34679e+09
3  14  1.45637e+09
3  15  1.56196e+09
3  16  1.68548e+09
3  17  1.7451e+09
3  18  1.64523e+09
3  19  1.47758e+09
3  20  1.40205e+09
3  21  1.55737e+09
3  22  1.39224e+09
3  23  1.35449e+09
3  24  1.35538e+09
3  25  1.23167e+09
3  26  1.2468e+09
3  27  1.32902e+09
3  28  1.31369e+09
3  29  1.33936e+09
3  30  1.51414e+09
3  31  1.93188e+09
3  32  1.40689e+09
3  33  1.71227e+09
3  34  1.5258e+09
3  35  1.65317e+09
3  36  1.59041e+09
3  37  1.64336e+09
3  38  1.65032e+09
3  39  1.87654e+09
3  40  1.56147e+09
3  41  1.59449e+09
3  42  1.39695e+09
3  43  1.25833e+09
3  44  1.3279e+09
3  45  1.29446e+09
3  46  1.1624e+09
3  47  1.04455e+09
3  48  1.00866e+09
3  49  7.51832e+08
3  50  8.88415e+08
4  0  6.15699e+07
4  1  8.68031e+07
4  2  1.15041e+08
4  3  1.34975e+08
4  4  2.23291e+08
4  5  2.44753e+08
4  6  3.26396e+08
4  7  4.16107e+08
4  8  5.1429e+08
4  9  7.37891e+08
4  10  9.42054e+08
4  11  1.33358e+09
4  12  1.45661e+09
4  13  1.41201e+09
4  14  1.32522e+09
4  15  1.53323e+09
4  16  1.69183e+09
4  17  1.52611e+09
4  18  1.77389e+09
4  19  1.44743e+09
4  20  1.33397e+09
4  21  1.42368e+09
4  22  1.44529e+09
4  23  1.40952e+09
4  24  1.50293e+09
4  25  1.39667e+09
4  26  1.37211e+09
4  27  1.41162e+09
4  28  1.2418e+09
4  29  1.47371e+09
4  30  1.62831e+09
4  31  1.58788e+09
4  32  1.46775e+09
4  33  1.56423e+09
4  34  1.62801e+09
4  35  1.74143e+09
4  36  1.64851e+09
4  37  1.46827e+09
4  38  1.47646e+09
4  39  1.53233e+09
4  40  1.50142e+09
4  41  1.40924e+09
4  42  1.43245e+09
4  43  1.39504e+09
4  44  1.44934e+09
4  45  1.59235e+09
4  46  1.22762e+09
4  47  1.13226e+09
4  48  9.47635e+08
4  49  7.38372e+08
4  50  8.50969e+08
5  0  9.7594e+07
5  1  9.54722e+07
5  2  9.54292e+07
5  3  1.22226e+08
5  4  2.30401e+08
5  5  2.83413e+08
5  6  3.06607e+08
5  7  4.5151e+08
5  8  5.89863e+08
5  9  7.06453e+08
5  10  9.9207e+08
5  11  1.43322e+09
5  12  1.56606e+09
5  13  1.36981e+09
5  14  1.43201e+09
5  15  1.43564e+09
5  16  1.59616e+09
5  17  1.33411e+09
5  18  1.34153e+09
5  19  1.31234e+09
5  20  1.43169e+09
5  21  1.70174e+09
5  22  1.43907e+09
5  23  1.27031e+09
5  24  1.50863e+09
5  25  1.23969e+09
5  26  1.31916e+09
5  27  1.29799e+09
5  28  1.37177e+09
5  29  1.4924e+09
5  30  1.31613e+09
5  31  1.4167e+09
5  32  1.21733e+09
5  33  1.57656e+09
5  34  1.68469e+09
5  35  1.56581e+09
5  36  1.57803e+09
5  37  1.21851e+09
5  38  1.6262e+09
5  39  1.59575e+09
5  40  1.45583e+09
5  41  1.46857e+09
5  42  1.30426e+09
5  43  1.2145e+09
5  44  1.38898e+09
5  45  1.2202e+09
5  46  1.06817e+09
5  47  8.32945e+08
5  48  8.67401e+08
5  49  7.41123e+08
5  50  9.28431e+08
6  0  7.68467e+07
6  1  6.71053e+07
6  2  1.2333e+08
6  3  1.48329e+08
6  4  2.44215e+08
6  5  3.29374e+08
6  6  3.32773e+08
6  7  4.09745e+08
6  8  5.25921e+08
6  9  6.37158e+08
6  10  9.79745e+08
6  11  1.55504e+09
6  12  1.58158e+09
6  13  1.49152e+09
6  14  1.43972e+09
6  15  1.52038e+09
6  16  1.45036e+09
6  17  1.31137e+09
6  18  1.46261e+09
6  19  1.23315e+09
6  20  1.40143e+09
6  21  1.43059e+09
6  22  1.49286e+09
6  23  1.2816e+09
6  24  1.31705e+09
6  25  1.40334e+09
6  26  1.26745e+09
6  27  1.29131e+09
6  28  1.176e+09
6  29  1.24934e+09
6  30  1.29987e+09
6  31  1.24626e+09
6  32  1.29203e+09
6  33  1.51385e+09
6  34  1.55388e+09
6  35  1.69943e+09
6  36  1.53439e+09
6  37  1.43716e+09
6  38  1.59959e+09
6  39  1.48414e+09
6  40  1.46414e+09
6  41  1.48659e+09
6  42  1.48301e+09
6  43  1.34531e+09
6  44  1.46715e+09
6  45  1.34156e+09
6  46  1.04381e+09
6  47  7.80234e+08
6  48  7.77529e+08
6  49  7.6182e+08
6  50  7.90238e+08
7  0  9.19498e+07
7  1  9.14474e+07
7  2  9.96067e+07
7  3  2.02231e+08
7  4  3.10487e+08
7  5  2.97298e+08
7  6  3.20331e+08
7  7  4.4101e+08
7  8  5.60744e+08
7  9  6.26968e+08
7  10  1.01177e+09
7  11  1.47598e+09
7  12  1.5878e+09
7  13  1.65485e+09
7  14  1.27493e+09
7  15  1.34747e+09
7  16  1.35135e+09
7  17  1.37043e+09
7  18  1.60702e+09
7  19  1.46676e+09
7  20  1.23454e+09
7  21  1.5198e+09
7  22  1.43265e+09
7  23  1.37159e+09
7  24  1.29823e+09
7  25  1.35102e+09
7  26  1.32831e+09
7  27  1.28013e+09
7  28  1.30017e+09
7  29  1.21353e+09
7  30  1.365e+09
7  31  1.3517e+09
7  32  1.20157e+09
7  33  1.44943e+09
7  34  1.54866e+09
7  35  1.55057e+09
7  36  1.41272e+09
7  37  1.47583e+09
7  38  1.51855e+09
7  39  1.44345e+09
7  40  1.34939e+09
7  41  1.41279e+09
7  42  1.52479e+09
7  43  1.30714e+09
7  44  1.11561e+09
7  45  1.11476e+09
7  46  9.96611e+08
7  47  7.60304e+08
7  48  7.29654e+08
7  49  7.55731e+08
7  50  7.37527e+08
8  0  8.91101e+07
8  1  8.38774e+07
8  2  8.85208e+07
8  3  1.94987e+08
8  4  3.07585e+08
8  5  3.75806e+08
8  6  3.18161e+08
8  7  3.95381e+08
8  8  5.5934e+08
8  9  6.1114e+08
8  10  9.90571e+08
8  11  1.42719e+09
8  12  1.49108e+09
8  13  1.47037e+09
8  14  1.25168e+09
8  15  1.39127e+09
8  16  1.43501e+09
8  17  1.52602e+09
8  18  1.33383e+09
8  19  1.42561e+09
8  20  1.23089e+09
8  21  1.36115e+09
8  22  1.70548e+09
8  23  1.23902e+09
8  24  1.23027e+09
