row  column  (images_26_413.edf Cu-K*images_26_413.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  0
0  3  3.67724e+06
0  4  0
0  5  5.89604e+06
0  6  0
0  7  0
0  8  1.75797e+07
0  9  1.18179e+07
0  10  6.1298e+06
0  11  4.81253e+06
0  12  1.13242e+07
0  13  5.71123e+06
0  14  3.65142e+06
0  15  2.60511e+06
0  16  9.28462e+06
0  17  6.2395e+06
0  18  1.46797e+07
0  19  1.81264e+07
0  20  6.85535e+06
0  21  0
0  22  181013
0  23  1.58121e+07
0  24  2.21995e+07
0  25  3.88421e+06
0  26  8.50024e+06
0  27  8.9755e+06
0  28  1.60465e+07
0  29  1.44607e+07
0  30  1.53206e+07
0  31  9.30718e+06
0  32  1.66002e+07
0  33  1.16254e+07
0  34  9.05073e+06
0  35  1.48649e+07
0  36  1.78598e+07
0  37  7.6703e+06
0  38  2.39855e+07
0  39  1.80898e+07
0  40  9.05899e+06
0  41  2.14677e+07
0  42  1.34259e+07
0  43  2.3963e+06
0  44  1.64238e+07
0  45  1.53409e+07
0  46  2.53663e+07
0  47  6.73147e+06
0  48  1.16468e+07
0  49  0
0  50  8.67787e+06
1  0  0
1  1  0
1  2  0
1  3  0
1  4  1.66487e+07
1  5  9.24706e+06
1  6  1.35355e+07
1  7  1.12711e+07
1  8  1.6493e+07
1  9  1.35157e+07
1  10  6.13962e+06
1  11  9.34435e+06
1  12  1.35384e+07
1  13  2.71152e+06
1  14  1.53227e+07
1  15  1.18264e+07
1  16  8.12347e+06
1  17  6.99864e+06
1  18  9.47771e+06
1  19  5.8777e+06
1  20  1.93824e+07
1  21  1.20298e+07
1  22  1.28647e+07
1  23  1.5934e+07
1  24  1.52007e+07
1  25  3.19436e+06
1  26  8.54249e+06
1  27  520502
1  28  1.84586e+06
1  29  1.48917e+07
1  30  1.81616e+07
1  31  1.18573e+07
1  32  1.09652e+07
1  33  9.34328e+06
1  34  5.97952e+06
1  35  1.32548e+07
1  36  1.46811e+07
1  37  9.98483e+06
1  38  1.29717e+07
1  39  1.40688e+07
1  40  4.85711e+06
1  41  1.23339e+07
1  42  5.87068e+06
1  43  1.09434e+07
1  44  1.99104e+07
1  45  1.21347e+07
1  46  1.99657e+07
1  47  1.9138e+07
1  48  0
1  49  6.29885e+06
1  50  1.98943e+07
2  0  0
2  1  0
2  2  0
2  3  0
2  4  1.5167e+07
2  5  645474
2  6  0
2  7  7.66082e+06
2  8  1.99036e+06
2  9  9.83719e+06
2  10  6.57269e+06
2  11  2.18277e+07
2  12  1.98854e+07
2  13  7.34037e+06
2  14  1.22089e+07
2  15  9.47338e+06
2  16  2.28219e+06
2  17  1.58967e+07
2  18  6.07849e+06
2  19  0
2  20  1.38522e+07
2  21  205482
2  22  1.19436e+07
2  23  1.37345e+06
2  24  7.7856e+06
2  25  1.08575e+07
2  26  1.98365e+07
2  27  7.96181e+06
2  28  8.93472e+06
2  29  1.72039e+07
2  30  7.07947e+06
2  31  1.00761e+07
2  32  1.42826e+07
2  33  1.20878e+07
2  34  1.37405e+07
2  35  1.18098e+07
2  36  2.12448e+07
2  37  1.49617e+07
2  38  1.61249e+07
2  39  5.78143e+06
2  40  4.46742e+06
2  41  5.11791e+06
2  42  1.58093e+07
2  43  1.28639e+07
2  44  1.17164e+07
2  45  1.4318e+06
2  46  7.92067e+06
2  47  1.29432e+07
2  48  7.69249e+06
2  49  0
2  50  0
3  0  0
3  1  0
3  2  7.79235e+06
3  3  8.85721e+06
3  4  535763
3  5  0
3  6  7.40768e+06
3  7  7.05596e+06
3  8  0
3  9  0
3  10  9.6251e+06
3  11  840991
3  12  1.11336e+07
3  13  778852
3  14  2.40744e+06
3  15  8.42409e+06
3  16  2.94156e+06
3  17  8.71593e+06
3  18  9.74846e+06
3  19  0
3  20  6.126e+06
3  21  3.43297e+06
3  22  7.45153e+06
3  23  4.52744e+06
3  24  1.41783e+06
3  25  1.38228e+07
3  26  1.35826e+07
3  27  8.31476e+06
3  28  1.46314e+06
3  29  0
3  30  8.77538e+06
3  31  2.00754e+07
3  32  1.27875e+07
3  33  1.73243e+07
3  34  3.67823e+06
3  35  2.29462e+06
3  36  1.44874e+07
3  37  9.94464e+06
3  38  1.85312e+07
3  39  1.80041e+07
3  40  1.68376e+07
3  41  1.29842e+07
3  42  0
3  43  1.29214e+07
3  44  1.85534e+07
3  45  1.50769e+07
3  46  7.95966e+06
3  47  1.10045e+07
3  48  1.00862e+07
3  49  9.72555e+06
3  50  1.75844e+07
4  0  0
4  1  0
4  2  6.14203e+06
4  3  0
4  4  0
4  5  209687
4  6  5.62692e+06
4  7  5.27734e+06
4  8  1.00486e+07
4  9  3.99117e+06
4  10  1.35144e+07
4  11  1.39123e+07
4  12  2.34936e+07
4  13  1.63718e+07
4  14  3.73271e+06
4  15  9.12604e+06
4  16  0
4  17  1.22126e+07
4  18  2.49571e+06
4  19  7.59304e+06
4  20  9.61917e+06
4  21  1.55009e+07
4  22  1.91899e+07
4  23  5.65549e+06
4  24  9.86791e+06
4  25  1.98167e+06
4  26  5.35402e+06
4  27  9.34355e+06
4  28  2.98422e+06
4  29  1.6188e+07
4  30  1.0243e+06
4  31  1.11878e+07
4  32  1.1666e+07
4  33  1.01763e+07
4  34  9.20169e+06
4  35  1.30467e+07
4  36  0
4  37  1.06529e+07
4  38  1.40488e+07
4  39  2.61257e+06
4  40  8.86988e+06
4  41  1.05356e+07
4  42  8.43019e+06
4  43  6.5796e+06
4  44  2.08448e+07
4  45  0
4  46  2.6508e+07
4  47  1.02715e+07
4  48  1.64377e+07
4  49  2.435e+07
4  50  7.21185e+06
5  0  0
5  1  0
5  2  0
5  3  1.25528e+06
5  4  1.74798e+06
5  5  2.95166e+06
5  6  0
5  7  0
5  8  0
5  9  0
5  10  5.84128e+06
5  11  1.27442e+06
5  12  9.57974e+06
5  13  8.76167e+06
5  14  1.86268e+07
5  15  4.98594e+06
5  16  2.61514e+06
5  17  1.79689e+07
5  18  1.87509e+07
5  19  5.66574e+06
5  20  2.11421e+07
5  21  1.31837e+07
5  22  1.27183e+07
5  23  1.17281e+07
5  24  433682
5  25  5.06533e+06
5  26  1.26695e+07
5  27  5.70988e+06
5  28  9.38897e+06
5  29  1.5175e+07
5  30  1.54617e+07
5  31  8.9761e+06
5  32  0
5  33  1.00958e+07
5  34  471790
5  35  1.53049e+07
5  36  1.94833e+07
5  37  0
5  38  6.34693e+06
5  39  1.51382e+06
5  40  1.83558e+07
5  41  5.99952e+06
5  42  4.07231e+06
5  43  5.8918e+06
5  44  5.0486e+06
5  45  2.0534e+07
5  46  1.4156e+07
5  47  7.54309e+06
5  48  1.11715e+07
5  49  5.99208e+06
5  50  8.45311e+06
6  0  0
6  1  0
6  2  0
6  3  0
6  4  1.59575e+06
6  5  0
6  6  0
6  7  7.35616e+06
6  8  3.39998e+06
6  9  7.75797e+06
6  10  8.3275e+06
6  11  666849
6  12  1.16997e+07
6  13  1.98046e+07
6  14  4.6703e+06
6  15  1.24053e+07
6  16  751207
6  17  1.02848e+07
6  18  8.31825e+06
6  19  1.59525e+07
6  20  1.25304e+07
6  21  0
6  22  1.24167e+07
6  23  4.52349e+06
6  24  3.82361e+06
6  25  6.79288e+06
6  26  0
6  27  8.74593e+06
6  28  0
6  29  1.84004e+07
6  30  4.25556e+06
6  31  1.05527e+07
6  32  0
6  33  6.68455e+06
6  34  1.57772e+07
